,Concept_ID,lv,uz
160,Feuer::N,uguns,o't
161,Licht::N,югӧр,yorug'
162,Licht::N,gaisma,yorug'
163,Schatten::N,вуджӧр,soya
164,Schatten::N,ēna,soya
165,Wetter::N,поводдя,havo
166,Wetter::N,laiks,havo
167,Nebel::N,ру,tuman
168,Nebel::N,онь,tuman
169,Nebel::N,migla,tuman
170,Wolke::N,кымӧр,bulut
171,Wolke::N,mākonis,bulut
172,Regen::N,зэр,yomg'ir
173,Regen::N,lietus,yomg'ir
174,Schnee::N,лым,qor
175,Schnee::N,sniegs,qor
176,Eis::N,йи,muz
177,Eis::N,ledus,muz
178,Frost::N,кӧдзыд,ajoz
179,Frost::N,sals,ajoz
180,Kälte::N,кӧдзыд,ajoz
181,Kälte::N,saltums,ajoz
182,Kälte::N,aukstums,ajoz
183,Hitze::N,пӧсь,issiq
184,Hitze::N,гожӧд,issiq
185,Hitze::N,karstums,issiq
186,Raureif::N,пуж,qirov
187,Raureif::N,гыӧр,qirov
188,Raureif::N,sarma,qirov
189,Regenbogen::N,ӧшкамӧшка,kamalak
190,Regenbogen::N,varavīksne,kamalak
191,Donner::N,гым,guldur
192,Donner::N,pērkons,guldur
193,Strömung::N,ва ныр,oqim
194,Strömung::N,визувтӧм,oqim
195,Strömung::N,straume,oqim
196,Strömung::N,strāvojums,oqim
197,Tropfen::N,войт,tomchi
198,Tropfen::N,lāse,tomchi
199,Schaum::N,быг,ko'pik
200,Schaum::N,быгзьӧм,ko'pik
201,Schaum::N,putas,ko'pik
202,Schmutz::N,няйт,gard
203,Schmutz::N,dubļi,gard
204,See::N,ты,ko'l
205,See::N,ezers,ko'l
206,Sumpf::N,гыбад,botqoq
207,Sumpf::N,кад,botqoq
208,Sumpf::N,dumbrājs,botqoq
209,Sumpf::N,staignājs,botqoq
210,Moor::N,нюр,qir-adir
211,Moor::N,purvs,qir-adir
212,Moor::N,muklājs,qir-adir
213,Wiese::N,видз,o'tzor
214,Wiese::N,pļava,o'tzor
215,Wald::N,вӧр,o'rmon
216,Wald::N,mežs,o'rmon
217,Hügel::N,дзиб,tepa
218,Hügel::N,мыльк,tepa
219,Hügel::N,нӧрыс,tepa
220,Hügel::N,paugurs,tepa
221,Anhöhe::N,мыльк,adir
222,Anhöhe::N,нӧрыс,adir
223,Anhöhe::N,paugurs,adir
224,Berg::N,чой,tog'
225,Berg::N,керӧс,tog'
226,Berg::N,kalns,tog'
227,Gipfel::N,чук,cho'qqi
228,Gipfel::N,virsotne,cho'qqi
229,Höhle::N,рудӧг,kavak
230,Höhle::N,ala,kavak
231,Abhang::N,ньывк,to'sh
232,Abhang::N,бокша,to'sh
233,Abhang::N,nogāze,to'sh
234,Quelle::N,ӧшмӧс,buloq
235,Quelle::N,avots,buloq
236,Bach::N,шор,o'zan
237,Bach::N,urga,o'zan
238,Bach::N,strauts,o'zan
239,Fluss::N,ю,daryo
240,Fluss::N,upe,daryo
241,Ufer::N,вадор,sohil
242,Ufer::N,krasts,sohil
243,Küste::N,вадор,qirg'oq
244,Küste::N,piekraste,qirg'oq
245,Festland::N,му,materik
246,Festland::N,sauszeme,materik
247,Meer::N,саридз,dengiz
248,Meer::N,jūra,dengiz
249,Bucht::N,куръя,qo'ltiq
250,Bucht::N,līcis,qo'ltiq
251,Insel::N,ді,orol
252,Insel::N,sala,orol
253,Blume::N,дзоридз,gul
254,Blume::N,puķe,gul
255,Blume::N,zieds,gul
256,Gras::N,турун,sabza
257,Gras::N,zāle,sabza
258,Wurzel::N,вуж,tub
259,Wurzel::N,вуж,tomir
260,Wurzel::N,sakne,tub
261,Wurzel::N,sakne,tomir
262,Baum::N,пу,daraxt
263,Baum::N,koks,daraxt
264,Stamm::N,пучер,o'simta
265,Stamm::N,stumbrs,o'simta
266,Rinde::N,кырсь,qobiq
267,Rinde::N,miza,qobiq
268,Ast::N,ув,shox
269,Ast::N,zars,shox
270,Zweig::N,вож,butoq
271,Zweig::N,nozare,butoq
272,Blatt::N,кор,barg
273,Blatt::N,lapa,barg
274,Birke::N,кыдз,qayin
275,Birke::N,bērzs,qayin
276,Kiefer[Baum]::N,пожӧм,qarag'ay
277,Kiefer[Baum]::N,priede,qarag'ay
278,Weide[Baum]::N,бадь,shum
279,Weide[Baum]::N,kārkls,shum
280,Tanne::N,коз,archa
281,Tanne::N,egle,archa
282,Horn::N,сюр,mugiz
283,Horn::N,rags,mugiz
284,Feder::N,гӧн,par
285,Feder::N,тывборд,par
286,Feder::N,spalva,par
287,Fell::N,ку,mo'yna
288,Fell::N,āda,mo'yna
289,Flügel::N,борд,qanot
290,Flügel::N,spārns,qanot
291,Klaue::N,гыж,tirnoq
292,Klaue::N,nags,tirnoq
293,Kralle::N,гыж,tirnoq
294,Kralle::N,nags,tirnoq
295,Schwanz::N,бӧж,quyruq
296,Schwanz::N,ļipa,quyruq
297,Ei::N,кольк,tuxum
298,Ei::N,ola,tuxum
299,Nest::N,поз,oshyon
300,Nest::N,ligzda,oshyon
301,Bau::N,горс,o'pqon
302,Bau::N,пырмӧс,o'pqon
303,Bau::N,гу,o'pqon
304,Bau::N,ala,o'pqon
305,Tier::N,пемӧс,hayvon
306,Tier::N,dzīvnieks,hayvon
307,Herde::N,стада,gala
308,Herde::N,кельӧб,gala
309,Herde::N,ganāmpulks,gala
310,Kuh::N,мӧс,inak
311,Kuh::N,govs,inak
312,Bulle::N,ӧш,ho'kiz
313,Bulle::N,bullis,ho'kiz
314,Pferd::N,вӧв,ot
315,Pferd::N,zirgs,ot
316,Schaf::N,ыж,qo'y
317,Schaf::N,aita,qo'y
318,Schwein::N,порсь,cho'chqa
319,Schwein::N,cūka,cho'chqa
320,Hund::N,пон,it
321,Hund::N,suns,it
322,Katze::N,кань,mushuk
323,Katze::N,kaķis,mushuk
324,Bär::N,ош,ayiq
325,Bär::N,lācis,ayiq
326,Eichhörnchen::N,ур,tiyin
327,Eichhörnchen::N,vāvere,tiyin
328,Elch::N,йӧра,los
329,Elch::N,alnis,los
330,Fuchs::N,руч,tulki
331,Fuchs::N,lapsa,tulki
332,Hase::N,кӧч,kuyon
333,Hase::N,zaķis,kuyon
334,Maus::N,шыр,sichqon
335,Maus::N,pele,sichqon
336,Wolf::N,кӧин,bo'ri
337,Wolf::N,vilks,bo'ri
338,Vogel::N,кай,qush
339,Vogel::N,лэбач,qush
340,Vogel::N,putns,qush
341,Schwarm::N,чукӧр,to'da
342,Schwarm::N,spiets,to'da
343,Huhn::N,курӧг,tovuq
344,Huhn::N,vista,tovuq
345,Hahn::N,петук,xo'roz
346,Hahn::N,gailis,xo'roz
347,Gans::N,дзодзӧг,g'oz
348,Gans::N,zoss,g'oz
349,Adler::N,кутш,burgut
350,Adler::N,ērglis,burgut
351,Ente::N,утка,o'rdak
352,Ente::N,pīle,o'rdak
353,Eule::N,сюзь,boyo'g'li
354,Eule::N,pūce,boyo'g'li
355,Kranich::N,тури,turna
356,Kranich::N,dzērve,turna
357,Krähe::N,рака,qarg'a
358,Krähe::N,vārna,qarg'a
359,Kuckuck::N,кӧк,kakku
360,Kuckuck::N,dzeguze,kakku
361,Schwan::N,юсь,oqkush
362,Schwan::N,gulbis,oqkush
363,Fisch::N,чери,baliq
364,Fisch::N,zivs,baliq
365,Barsch::N,ёкыш,olabug'a
366,Barsch::N,asaris,olabug'a
367,Hecht::N,сир,cho'rtan
368,Hecht::N,līdaka,cho'rtan
369,Schlange[Tier]::N,кый,ilon
370,Schlange[Tier]::N,čūska,ilon
371,Wurm::N,номыр,qurt
372,Wurm::N,tārps,qurt
373,Spinne::N,черань,o'rgimchak
374,Spinne::N,zirneklis,o'rgimchak
375,Ameise::N,кодзувкот,chumoli
376,Ameise::N,skudra,chumoli
377,Laus::N,той,bit
378,Laus::N,uts,bit
379,Mücke::N,ном,chivin
380,Mücke::N,ods,chivin
381,Fliege::N,гут,pashsha
382,Fliege::N,muša,pashsha
383,Schmetterling::N,бобув,kapalak
384,Schmetterling::N,tauriņš,kapalak
385,Beere::N,тусь,meva
386,Beere::N,вотӧс,meva
387,Beere::N,oga,meva
388,Apfel::N,яблӧг,olma
389,Apfel::N,ābols,olma
390,Pilz::N,тшак,qo'ziqorin
391,Pilz::N,sēne,qo'ziqorin
392,Zwiebel::N,луккок,piyoz
393,Zwiebel::N,йӧнгыль,piyoz
394,Zwiebel::N,sīpols,piyoz
395,Saat::N,тусь,äkin
396,Saat::N,кӧйдыс,äkin
397,Saat::N,sēkla,äkin
398,Korn::N,тусь,zarra
399,Korn::N,grauds,zarra
400,Heu::N,турун,xashak
401,Heu::N,siens,xashak
402,Schale::N,кор,po'choq
403,Schale::N,čaula,po'choq
404,Schale::N,čaumala,po'choq
405,Grube::N,гу,co'ra
406,Grube::N,bedre,co'ra
407,Falle::N,лэч,qopqon
408,Falle::N,slazds,qopqon
409,Falle::N,lamatas,qopqon
410,Schlinge::N,лэч,sirtmoq
411,Schlinge::N,cilpa,sirtmoq
412,Spur::N,туй,iz
413,Spur::N,pēda,iz
414,Asche::N,пӧм,kul
415,Asche::N,pelni,kul
416,Dreck::N,няйт,kir
417,Dreck::N,dubļi,kir
418,Eisen::N,кӧрт,temir
419,Eisen::N,dzelzs,temir
420,Gold::N,зарни,tilla
421,Gold::N,zelts,tilla
422,Silber::N,эзысь,kumush
423,Silber::N,sudrabs,kumush
424,Kohle::N,шом,ko'mir
425,Kohle::N,ogle,ko'mir
426,Glas::N,стеклӧ,oyna
427,Glas::N,stikls,oyna
428,Lehm::N,сёй,loy
429,Lehm::N,māls,loy
430,Sand::N,лыа,qum
431,Sand::N,smiltis,qum
432,Mensch::N,морт,odam
433,Mensch::N,cilvēks,odam
434,Mann::N,аймӧрт,ärkak
435,Mann::N,мужичӧй,ärkak
436,Mann::N,vīrietis,ärkak
437,Frau::N,ань,ayol
438,Frau::N,нывбаба,ayol
439,Frau::N,sieviete,ayol
440,Kind::N,кага,bola
441,Kind::N,кага,kichkintoy
442,Kind::N,bērns,bola
443,Kind::N,bērns,kichkintoy
444,Junge::N,пи,bola
445,Junge::N,zēns,bola
446,Junge::N,puika,bola
447,Junge::N,puisis,bola
448,Mädchen::N,ныв,qiz
449,Mädchen::N,meiča,qiz
450,Mädchen::N,skuķis,qiz
451,Mädchen::N,meitene,qiz
452,Familie::N,семья,oila
453,Familie::N,ģimene,oila
454,Großvater::N,пӧль,buva
455,Großvater::N,пӧль,katta ota
456,Großvater::N,vecaistēvs,buva
457,Großvater::N,vecaistēvs,katta ota
458,Großmutter::N,баб,buvi
459,Großmutter::N,баб,katta oyi
460,Großmutter::N,vecāmāte,buvi
461,Großmutter::N,vecāmāte,katta oyi
462,Eltern::N,ай-мам,ota-ona
463,Eltern::N,бать-мам,ota-ona
464,Eltern::N,vecāki,ota-ona
465,Vater::N,бать,ota
466,Vater::N,ай,ota
467,Vater::N,tēvs,ota
468,Mutter::N,мам,ona
469,Mutter::N,māte,ona
470,Sohn::N,пи,o'g'il
471,Sohn::N,dēls,o'g'il
472,Tochter::N,ныв,qiz
473,Tochter::N,meita,qiz
474,Bruder::N,вок,og'a
475,Bruder::N,вок,uka
476,Bruder::N,brālis,og'a
477,Bruder::N,brālis,uka
478,Schwester::N,чой,opa
479,Schwester::N,чой,singil
480,Schwester::N,māsa,opa
481,Schwester::N,māsa,singil
482,Onkel::N,дядь,amaki
483,Onkel::N,tēvocis,amaki
484,Tante::N,тьӧт,amma
485,Tante::N,тьӧт,xola
486,Tante::N,tante,amma
487,Tante::N,tante,xola
488,Ehemann::N,верӧс,är
489,Ehemann::N,vīrs,är
490,Ehefrau::N,гӧтыр,rafiqa
491,Ehefrau::N,sieva,rafiqa
492,Freude::N,радлун,ayish
493,Freude::N,prieks,ayish
494,Gelächter::N,серам,kulgi
495,Gelächter::N,smiekli,kulgi
496,Glück::N,шуд,saodat
497,Glück::N,laime,saodat
498,Kummer::N,шог,g'am
499,Kummer::N,bēdas,g'am
500,Kummer::N,raizes,g'am
501,Wunsch::N,кӧсйӧм,orzu
502,Wunsch::N,vēlme,orzu
503,Wunsch::N,vēlējums,orzu
504,Lust::N,кыскӧм,rag'bat
505,Lust::N,радейтӧм,rag'bat
506,Lust::N,kāre,rag'bat
507,Geist::N,лов,ruh
508,Geist::N,gars,ruh
509,Gedanke::N,мӧвп,fikr
510,Gedanke::N,doma,fikr
511,Gedächtnis::N,паметь,äs
512,Gedächtnis::N,atmiņa,äs
513,Verstand::N,вежӧр,aql
514,Verstand::N,prāts,aql
515,Sinn::N,мог,ma'ni
516,Sinn::N,вежӧртас,ma'ni
517,Sinn::N,nozīme,ma'ni
518,Grund::N,помка,sabab
519,Grund::N,pamats,sabab
520,Grund::N,iemesls,sabab
521,Wahrheit::N,збыль,haq
522,Wahrheit::N,збыльтор,haq
523,Wahrheit::N,taisnība,haq
524,Wahrheit::N,patiesība,haq
525,Gespräch::N,сёрни,gap
526,Gespräch::N,saruna,gap
527,Märchen::N,мойд,ärtak
528,Märchen::N,pasaka,ärtak
529,Erzählung::N,висьт,rivoyat
530,Erzählung::N,stāsts,rivoyat
531,Erzählung::N,nostāsts,rivoyat
532,Nachricht::N,юӧртӧм,xabar
533,Nachricht::N,ziņa,xabar
534,Neuigkeit::N,выльтор,yangilik
535,Neuigkeit::N,jaunums,yangilik
536,Name::N,ним,ot
537,Name::N,vārds,ot
538,Rätsel::N,нӧдкыв,topishmoq
539,Rätsel::N,mīkla,topishmoq
540,Rede::N,сёрни,nutq
541,Rede::N,runa,nutq
542,Sprache::N,кыв,til
543,Sprache::N,valoda,til
544,Stimme::N,гӧлӧс,ovoz
545,Stimme::N,вом шы,ovoz
546,Stimme::N,balss,ovoz
547,Wort::N,кыв,so'z
548,Wort::N,vārds,so'z
549,Zeichen::N,пас,alomat
550,Zeichen::N,zīme,alomat
551,Ruf::N,чукӧстчӧм,chaqiriq
552,Ruf::N,корӧм,chaqiriq
553,Ruf::N,sauciens,chaqiriq
554,Lärm::N,шы,taraq
555,Lärm::N,зык,taraq
556,Lärm::N,зычитӧм,taraq
557,Lärm::N,troksnis,taraq
558,Laut::N,шы,tovush
559,Laut::N,skaņa,tovush
560,Ton::N,шы,un
561,Ton::N,tonis,un
562,Lied::N,сьылан,ashula
563,Lied::N,сьыланкыв,ashula
564,Lied::N,dziesma,ashula
565,Ruhe::N,чӧв,tinchlik
566,Ruhe::N,miers,tinchlik
567,Leute::N,йӧз,xaloyiq
568,Leute::N,войтыр,xaloyiq
569,Leute::N,ļaudis,xaloyiq
570,Leute::N,cilvēki,xaloyiq
571,Volk::N,йӧз,xalq
572,Volk::N,войтыр,xalq
573,Volk::N,tauta,xalq
574,Arbeit::N,удж,ish
575,Arbeit::N,darbs,ish
576,Gast::N,гӧсть,mehmon
577,Gast::N,viešņa,mehmon
578,Gast::N,ciemiņš,mehmon
579,Geschenk::N,козин,hadya
580,Geschenk::N,dāvana,hadya
581,Spiel::N,ворсан,o'yin
582,Spiel::N,rotaļa,o'yin
583,Gesellschaft::N,котыр,jamiyat
584,Gesellschaft::N,biedrība,jamiyat
585,Gesellschaft::N,kompānija,jamiyat
586,Hilfe::N,отсӧг,yordam
587,Hilfe::N,palīdzība,yordam
588,Freund::N,ёрт,do'st
589,Freund::N,draugs,do'st
590,Kamerad::N,ёрт,yo'ldosh
591,Kamerad::N,biedrs,yo'ldosh
592,Angelegenheit::N,мог,daxl
593,Angelegenheit::N,делӧ,daxl
594,Angelegenheit::N,darīšana,daxl
595,Anzahl::N,лыд,son
596,Anzahl::N,тшӧт,son
597,Anzahl::N,skaits,son
598,Anzahl::N,daudzums,son
599,Art::N,сикас,tur
600,Art::N,suga,tur
601,Art::N,šķira,tur
602,Stück::N,тор,parcha
603,Stück::N,gabals,parcha
604,Teil::N,юкӧн,bo'lak
605,Teil::N,daļa,bo'lak
606,Hälfte::N,пӧв,yarim
607,Hälfte::N,джын,yarim
608,Hälfte::N,puse,yarim
609,Kreis::N,кытш,aylana
610,Kreis::N,aplis,aylana
611,Kreis::N,riņķis,aylana
612,Kreuz::N,перна,xoch
613,Kreuz::N,крест,xoch
614,Kreuz::N,krusts,xoch
615,Linie::N,визь,liniya
616,Linie::N,līnija,liniya
617,Strich::N,визь,chiziq
618,Strich::N,svītra,chiziq
619,Abstand::N,кост,oralik
620,Abstand::N,коласт,oralik
621,Abstand::N,atstarpe,oralik
622,Entfernung::N,ылна,uzoqlik
623,Entfernung::N,attālums,uzoqlik
624,Entfernung::N,atstatums,uzoqlik
625,Gegend::N,му-ва,yer
626,Gegend::N,apvidus,yer
627,Gegend::N,apgabals,yer
628,Platz::N,ылдӧс,oralig
629,Platz::N,йир,oralig
630,Platz::N,гӧгӧртас,oralig
631,Platz::N,vieta,oralig
632,Ort::N,ин,joy
633,Ort::N,места,joy
634,Ort::N,vieta,joy
635,Seite::N,бок,yon
636,Seite::N,ӧтарладор,yon
637,Seite::N,sāns,yon
638,Mitte::N,шӧр,o'rta
639,Mitte::N,vidus,o'rta
640,Gegenstand::N,кӧлуй,ashyo
641,Gegenstand::N,priekšmets,ashyo
642,Sache::N,добра,buyum
643,Sache::N,lieta,buyum
644,Rand::N,дор,chek
645,Rand::N,mala,chek
646,Rand::N,apmale,chek
647,Kante::N,дор,tig'
648,Kante::N,šķautne,tig'
649,Ecke::N,пельӧс,burchak
650,Ecke::N,kakts,burchak
651,Ecke::N,stūris,burchak
652,Spitze::N,йыв,uch
653,Spitze::N,smaile,uch
654,Spitze::N,galotne,uch
655,Ende::N,пом,oxir
656,Ende::N,gals,oxir
657,Ende::N,uzgalis,oxir
658,Loch::N,розь,teshik
659,Loch::N,caurums,teshik
660,Winkel::N,пельӧс,go'sha
661,Winkel::N,leņķis,go'sha
662,Muster::N,сер,nusha
663,Muster::N,piemērs,nusha
664,Größe::N,ыджда,kattalik
665,Größe::N,lielums,kattalik
666,Länge::N,кузьта,uzunlik
667,Länge::N,garums,uzunlik
668,Höhe::N,джуджда,yuksaklik
669,Höhe::N,augstums,yuksaklik
670,Gewicht::N,сьӧкта,solmoq
671,Gewicht::N,сьӧкталун,solmoq
672,Gewicht::N,svars,solmoq
673,Gewicht::N,smagums,solmoq
674,Menge::N,лун,miqdor
675,Menge::N,числӧ,miqdor
676,Menge::N,masa,miqdor
677,Menge::N,daudzums,miqdor
678,Haufen::N,чукӧр,uyum
679,Haufen::N,čupa,uyum
680,Haufen::N,grēda,uyum
681,Haufen::N,kaudze,uyum
682,Reihe::N,рад,saf
683,Reihe::N,rinda,saf
684,Reihe::N,virkne,saf
685,Boot::N,пыж,qayiq
686,Boot::N,laiva,qayiq
687,Ruder::N,пелыс,äshkak
688,Ruder::N,ӧпаснӧй,äshkak
689,Ruder::N,airis,äshkak
690,Ruder::N,irklis,äshkak
691,Schlitten::N,дадь,chana
692,Schlitten::N,ragavas,chana
693,Ski::N,лызь,chang'i
694,Ski::N,slēpe,chang'i
695,Lagerfeuer::N,бипур,gulxan
696,Lagerfeuer::N,ugunskurs,gulxan
697,Last::N,сьӧкыдтор,yuk
698,Last::N,krava,yuk
699,Gang::N,мунӧм,yurish
700,Gang::N,ветлӧм,yurish
701,Gang::N,eja,yurish
702,Gang::N,gājums,yurish
703,Schritt::N,воськов,qadam
704,Schritt::N,воськовтӧм,qadam
705,Schritt::N,solis,qadam
706,Norden::N,войвыв,shimol
707,Norden::N,ziemeļi,shimol
708,Süden::N,лунвыв,janub
709,Süden::N,dienvidi,janub
710,Westen::N,рытыв,g'arb
711,Westen::N,rietumi,g'arb
712,Osten::N,асыв,sharq
713,Osten::N,austrumi,sharq
714,Holz::N,пу,yog'och
715,Holz::N,koks,yog'och
716,Holz::N,koksne,yog'och
717,Brett::N,пӧв,taxta
718,Brett::N,dēlis,taxta
719,Platte::N,плита,tabaqa
720,Platte::N,plate,tabaqa
721,Platte::N,plāksne,tabaqa
722,Stütze::N,пыкӧд,tayanchi
723,Stütze::N,мыджӧд,tayanchi
724,Stütze::N,balsts,tayanchi
725,Stütze::N,atspaids,tayanchi
726,Stange::N,потш,qo'noq
727,Stange::N,maikste,qo'noq
728,Stock::N,бедь,tayoq
729,Stock::N,boze,tayoq
730,Stock::N,spieķis,tayoq
731,Stab::N,зир,gavron
732,Stab::N,zizlis,gavron
733,Rohr::N,труба,tarnov
734,Rohr::N,caurule,tarnov
735,Haus::N,керка,uy
736,Haus::N,māja,uy
737,Heim::N,горт,makon
738,Heim::N,mājas,makon
739,Ofen::N,пач,pechka
740,Ofen::N,krāsns,pechka
741,Fußboden::N,джодж,pol
742,Fußboden::N,grīda,pol
743,Tisch::N,пызан,mosa
744,Tisch::N,galds,mosa
745,Stuhl::N,улӧс,o'rindiq
746,Stuhl::N,krēsls,o'rindiq
747,Wiege::N,зыбка,beshik
748,Wiege::N,šūpulis,beshik
749,Bett::N,вольпась,yotoq
750,Bett::N,gulta,yotoq
751,Regal::N,джадж,tokcha
752,Regal::N,plaukts,tokcha
753,Kiste::N,куд,sandiq
754,Kiste::N,ящик,sandiq
755,Kiste::N,kaste,sandiq
756,Kiste::N,šķirsts,sandiq
757,Fenster::N,ӧшинь,deraza
758,Fenster::N,logs,deraza
759,Tür::N,ӧдзӧс,äshik
760,Tür::N,durvis,äshik
761,Tor::N,дзиръя,darvoza
762,Tor::N,vārti,darvoza
763,Zaun::N,потшӧс,panjara
764,Zaun::N,žogs,panjara
765,Dach::N,вевт,tom
766,Dach::N,jumts,tom
767,Leiter::N,пос,narvon
768,Leiter::N,kāpnes,narvon
769,Leiter::N,redeles,narvon
770,Besen::N,рос,supurgi
771,Besen::N,slota,supurgi
772,Spaten::N,зыр,bel
773,Spaten::N,lāpsta,bel
774,Schaufel::N,тэльӧб,kurak
775,Schaufel::N,liekšķere,kurak
776,Gabel::N,вилки,bilka
777,Gabel::N,dakšiņa,bilka
778,Löffel::N,пань,qoshiq
779,Löffel::N,karote,qoshiq
780,Messer::N,пурт,pichoq
781,Messer::N,nazis,pichoq
782,Nagel::N,тув,mix
783,Nagel::N,кӧрт тув,mix
784,Nagel::N,nagla,mix
785,Netz::N,тыв,to'r
786,Netz::N,tīkls,to'r
787,Haken::N,крук,ilgak
