,Concept_ID,lt,kn
65,Wind::N,vėjas,ಗಾಳಿ
66,Welle::N,banga,ಅಲೆ
67,Welle::N,vilnis,ಅಲೆ
68,Wasser::N,vanduo,ನೀರು
69,Stein::N,akmuo,ಕಲ್ಲು
70,Boden::N,žemė,ನೆಲ
71,Boden::N,dugnas,ನೆಲ
72,Erde::N,žemė,ಭೂಮಿ
73,Staub::N,dulkės,ದೂಳು
74,Rauch::N,dūmai,ಹೊಗೆ
75,Funke::N,kibirkštis,ಕಿಡಿ
76,Feuer::N,ugnis,ಬೆಂಕಿ
77,Licht::N,šviesa,ಬೆಳಕು
78,Schatten::N,paūksmė,ನೆರಳು
79,Wetter::N,oras,ಹವ
80,Nebel::N,migla,ಮಂಜು
81,Nebel::N,rūkas,ಮಂಜು
82,Wolke::N,debesis,ಮೋಡ
83,Regen::N,lietus,ಮಳೆ
84,Schnee::N,sniegas,ಹಿಮ
85,Eis::N,ledas,ಮಂಜುಗಡ್ಡೆ
86,Frost::N,šalna,ಮಂಜು
87,Kälte::N,šaltis,ಹಿಮ
88,Hitze::N,karštis,ಉಷ್ಣ
89,Raureif::N,šerkšnas,ಇಬ್ಬನಿ
90,Regenbogen::N,vaivorykštė,ಇಂದ್ರಚಾಪ
91,Donner::N,perkūnas,ಗುಡುಗು
92,Donner::N,griaustinis,ಗುಡುಗು
93,Strömung::N,tėkmė,ಪ್ರವಾಹ
94,Tropfen::N,lašas,ತೊಟ್ಟು
95,Schaum::N,putos,ನೊರೆ
96,Schmutz::N,purvas,ಕಸ
97,See::N,ežeras,ಸರೋವರ
98,Sumpf::N,klampynė,ಜೌಗುಸ್ಥಳ
99,Sumpf::N,liūnas,ಜೌಗುಸ್ಥಳ
100,Moor::N,pelkė,ಬಂಜರು ಭೂಮಿ
101,Wiese::N,pieva,ಹುಲ್ಲುಗಾವಲು
102,Wald::N,miškas,ಕಾಡು
103,Hügel::N,kalva,ಗುಡ್ಡೆ
104,Anhöhe::N,kauburys,ದಿಬ್ಬ
105,Berg::N,kalnas,ಮಲೆ
106,Berg::N,kalnas,ಪರ್ವತ
107,Gipfel::N,viršūnė,ಶೃಂಗ
108,Höhle::N,ola,ಗುಹೆ
109,Abhang::N,šlaitas,ಇಳಿಜಾರು
110,Abhang::N,nuokalnė,ಇಳಿಜಾರು
111,Quelle::N,versmė,ಮೂಲ
112,Quelle::N,šaltinis,ಮೂಲ
113,Bach::N,upelis,ತೊರೆ
114,Fluss::N,upė,ನದಿ
115,Ufer::N,krantas,ತೀರ
116,Küste::N,pajūris,ದಂಡೆ
117,Festland::N,sausuma,ಭೂಮಿ
118,Meer::N,jūra,ಕಡಲು
119,Bucht::N,įlanka,ಖಾರಿ
120,Bucht::N,užutekis,ಖಾರಿ
121,Insel::N,sala,ದ್ವೀಪ
122,Blume::N,gėlė,ಸುಮ
123,Gras::N,žolė,ಹುಲ್ಲು
124,Wurzel::N,šaknis,ಬೇರು
125,Baum::N,medis,ಮರ
126,Stamm::N,kamienas,ಕಾಂಡ
127,Rinde::N,žievė,ತೂಗಟಿ
128,Ast::N,šaka,ಶಾಖೆ
129,Zweig::N,šakelė,ರೆಂಬೆ
130,Blatt::N,lapas,ಎಲೆ
131,Birke::N,beržas,ಬರ್ಚ್ ಮರ
132,Kiefer[Baum]::N,pušis,ದೇವದಾರು ಮರ
133,Weide[Baum]::N,karklas,ವಿಲೋಮರ
134,Tanne::N,eglė,ಭದ್ರದಾರು
135,Tanne::N,kėnis,ಭದ್ರದಾರು
136,Horn::N,ragas,ಕೊಂಬು
137,Feder::N,plunksna,ಪುಕ್ಕ
138,Fell::N,kailis,ರೋಮ
139,Flügel::N,sparnas,ರೆಕ್ಕೆ
140,Klaue::N,kanopa,ಪಂಜ
141,Kralle::N,nagas,ಉಗುರು
142,Schwanz::N,uodega,ಬಾಲ
143,Ei::N,kiaušinis,ಮೊಟ್ಟೆ
144,Nest::N,gūžta,ಗೂಡು
145,Nest::N,lizdas,ಗೂಡು
146,Bau::N,ola,ಅಡಗುದಾಣ
147,Tier::N,gyvūnas,ಪ್ರಾಣಿ
148,Herde::N,banda,ಗುಂಪು
149,Herde::N,kaimenė,ಗುಂಪು
150,Kuh::N,karvė,ಹಸು
151,Bulle::N,bulius,ಗೂಳಿ
152,Pferd::N,arklys,ಕುದುರೆ
153,Schaf::N,avis,ಕುರಿ
154,Schwein::N,kiaulė,ಹಂದಿ
155,Hund::N,šuo,ನಾಯಿ
156,Katze::N,katė,ಬೆಕ್ಕು
157,Bär::N,lokys,ಕರಡಿ
158,Eichhörnchen::N,voveraitė,ಉಡುತೆ
159,Elch::N,briedis,ಕಡವೆ
160,Fuchs::N,lapė,ನರಿ
161,Hase::N,kiškas,ಮೊಲ
162,Maus::N,pelė,ಇಲಿ
163,Wolf::N,vilkas,ತೋಳ
164,Vogel::N,paukštis,ಪಕ್ಷಿ
165,Schwarm::N,spiečius,ಗುಂಪು
166,Huhn::N,višta,ಚಿಕ್
167,Hahn::N,gaidys,ಹುಂಜ
168,Gans::N,žąsis,ವರಟೆ
169,Adler::N,erelis,ಗರುಡ
170,Ente::N,antis,ಬಾತು
171,Eule::N,pelėda,ಗೂಬೆ
172,Kranich::N,gervė,ಕೊಕ್ಕರ
173,Krähe::N,varna,ಕಾಗೆ
174,Kuckuck::N,gegužė,ಕೋಗಿಲೆ
175,Schwan::N,gulbė,ಹಂಸಪಕ್ಷಿ
176,Fisch::N,žuvis,ಮೀನು
177,Barsch::N,ešerys,ಪರ್ಚ್ ಮೀನು
178,Hecht::N,lydeka,ಪೈಕ್ ಮೀನು
179,Schlange[Tier]::N,gyvatė,ಹಾವು
180,Wurm::N,kirmėlė,ಹುಳು
181,Spinne::N,voras,ಊರ್ಣನಾಭ
182,Ameise::N,skruzdė,ಇರುವೆ
183,Laus::N,utėlė,ಹೇನು
184,Mücke::N,uodas,ಸೊಳ್ಳೆ
185,Fliege::N,musė,ನೊಣ
186,Schmetterling::N,drugys,ಪತಂಗ
187,Schmetterling::N,peteliškė,ಪತಂಗ
188,Beere::N,uoga,ನಯವಣ್ಣು
189,Apfel::N,obuolys,ಸೇಬು
190,Pilz::N,grybas,ಅಣಬೆ
191,Zwiebel::N,svogūnas,ನೀರುಳ್ಳಿ
192,Saat::N,sėkla,ಬಿತ್ತ
193,Korn::N,grūdai,ಬೀಜ
194,Heu::N,šienas,ಕರಡ
195,Schale::N,žievelė,ಹೊಟ್ಟು
196,Grube::N,duobė,ಗುಂಡಿ
197,Falle::N,pinklės,ಬೋನು
198,Falle::N,žabangai,ಬೋನು
199,Schlinge::N,kilpa,ಉರುಲು
200,Spur::N,vėžė,ಜಾಡು
201,Spur::N,pėdos,ಜಾಡು
202,Spur::N,pėdsakas,ಜಾಡು
203,Asche::N,pelenai,ಬೂದಿ
204,Dreck::N,purvas,ಹೊಲಸು
205,Eisen::N,geležis,ಕಬ್ಬಿಣ
206,Gold::N,auksas,ಚಿನ್ನ
207,Silber::N,sidabras,ಬೆಳ್ಳಿ
208,Kohle::N,anglis,ಕಲ್ಲಿದ್ದಲು
209,Glas::N,stiklas,ಗಾಜು
210,Lehm::N,molis,ಜೇಡಿಮಣ್ಣು
211,Sand::N,smėlis,ಮರಳು
212,Mensch::N,žmogus,ಪುರುಷ
213,Mann::N,vyras,ಆಳು
214,Mann::N,vyriškis,ಆಳು
215,Frau::N,moteris,ಹೆಣ್ಣು
216,Kind::N,vaikas,ಮಗು
217,Junge::N,vaikinas,ಹುಡುಗ
218,Junge::N,berniukas,ಹುಡುಗ
219,Mädchen::N,mergytė,ಹುಡುಗಿ
220,Mädchen::N,mergaitė,ಹುಡುಗಿ
221,Familie::N,šeima,ಕುಟುಂಬ
222,Großvater::N,senelis,ಅಜ್ಜ
223,Großmutter::N,senelė,ಅಮ್ಮ
224,Eltern::N,tėvai,ಹೆತ್ತವರು
225,Vater::N,tėvas,ತಂದೆ
226,Mutter::N,motina,ಅಮ್ಮ
227,Sohn::N,sūnus,ಮಗ 
228,Tochter::N,duktė,ಮಗಳು
229,Bruder::N,brolis,ತಮ್ಮ
230,Schwester::N,sesuo,ತಂಗಿ
231,Onkel::N,dėdė,ಸೋದರಮಾವ
232,Onkel::N,dėdė,ದೊಡ್ಡಪ್ಪ
233,Tante::N,teta,ಚಿಕ್ಕಮ್ಮ
234,Ehemann::N,vyras,ಗಂಡ
235,Ehefrau::N,žmona,ಹೆಂಡತಿ
236,Freude::N,džiaugsmas,ನಲಿವು
237,Gelächter::N,juokas,ನಗೆ
238,Glück::N,laimė,ಆನಂದ
239,Kummer::N,vargas,ದುಃಖ
240,Kummer::N,rūpestis,ದುಃಖ
241,Wunsch::N,troškimas,ಬಯಕೆ
242,Wunsch::N,pageidavimas,ಬಯಕೆ
243,Lust::N,noras,ಇಷ್ಟ
244,Lust::N,geidulys,ಇಷ್ಟ
245,Geist::N,dvasia,ಆತ್ಮ
246,Gedanke::N,mintis,ಯೋಚನೆ
247,Gedächtnis::N,atmintis,ಸ್ಮರಣೆ
248,Verstand::N,protas,ಮನಸ್ಸು
249,Sinn::N,prasmė,ಅರ್ಥ
250,Grund::N,priežastis,ಕಾರಣ
251,Wahrheit::N,tiesa,ಸತ್ಯ
252,Wahrheit::N,teisybė,ಸತ್ಯ
253,Gespräch::N,pokalbis,ಸಂಭಾಷಣೆ
254,Märchen::N,pasaka,ಸುಳ್ಳು ಕಥೆ
255,Erzählung::N,apsakymas,ಕಥೆ
256,Erzählung::N,pasakojimas,ಕಥೆ
257,Nachricht::N,žinia,ಸಂದೇಶ
258,Neuigkeit::N,naujiena,ಸುದ್ದಿ
259,Name::N,vardas,ಹೆಸರು
260,Rätsel::N,mįslė,ಒಗಟು
261,Rede::N,kalba,ಮಾತು
262,Sprache::N,kalba,ಭಾಷೆ
263,Stimme::N,balsas,ಧ್ವನಿ
264,Wort::N,žodis,ಮಾತು
265,Zeichen::N,žymė,ಗುರುತು
266,Zeichen::N,ženklas,ಗುರುತು
267,Ruf::N,šauksmas,ಕೂಗು
268,Lärm::N,triukšmas,ಸದ್ದು
269,Laut::N,garsas,ಶಬ್ದ
270,Ton::N,tonas,ನಾದ
271,Ton::N,garsas,ನಾದ
272,Lied::N,daina,ಗಾನ
273,Lied::N,giesmė,ಗಾನ
274,Ruhe::N,ramybė,ಶಾಂತಿ
275,Ruhe::N,ramumas,ಶಾಂತಿ
276,Leute::N,žmonės,ಮಂದಿ
277,Volk::N,tauta,ಜನಾಂಗ
278,Arbeit::N,darbas,ಕೆಲಸ
279,Arbeit::N,triūsas,ಕೆಲಸ
280,Gast::N,svečias,ಅತಿಥಿ
281,Geschenk::N,dovana,ಕಾಣಿಕೆ
282,Spiel::N,žaismas,ಆಟ
283,Spiel::N,žaidimas,ಆಟ
284,Gesellschaft::N,draugija,ಸಂಗ
285,Gesellschaft::N,kompanija,ಸಂಗ
286,Hilfe::N,pagalba,ಸಹಾಯ
287,Freund::N,draugas,ಸ್ನೇಹಿತ
288,Freund::N,bičiulis,ಸ್ನೇಹಿತ
289,Kamerad::N,draugas,ಜೊತೆಗಾರ
290,Angelegenheit::N,dalykas,ವಿಚಾರ
291,Angelegenheit::N,reikalas,ವಿಚಾರ
292,Anzahl::N,kiekis,ಎಣಿಕೆ
293,Anzahl::N,skaičius,ಎಣಿಕೆ
294,Art::N,rūšis,ತರ
295,Stück::N,gabalas,ತುಂಡು
296,Teil::N,dalis,ಭಾಗ
297,Hälfte::N,pusė,ಅರ್ಧ
298,Kreis::N,ratas,ವೃತ್ತ
299,Kreis::N,apskritis,ವೃತ್ತ
300,Kreis::N,apskritimas,ವೃತ್ತ
301,Kreuz::N,kryžius,ಶಿಲುಬೆ
302,Linie::N,linija,ರೀಖೆ
303,Strich::N,brėžis,ಗೀಟು
304,Strich::N,brūkšnys,ಗೀಟು
305,Abstand::N,atstumas,ಅಂತರ
306,Entfernung::N,atstumas,ದೂರ
307,Gegend::N,vietovė,ವಿಸ್ತೀರ್ಣ
308,Platz::N,vieta,ಅಂತರ
309,Ort::N,vieta,ಸ್ಥಳ
310,Ort::N,vietovė,ಸ್ಥಳ
311,Seite::N,pusė,ಪಕ್ಷ
312,Seite::N,šonas,ಪಕ್ಷ
313,Mitte::N,vidurys,ನಡು
314,Gegenstand::N,dalykas,ವಸ್ತು
315,Sache::N,daiktas,ವಸ್ತು
316,Rand::N,kraštas,ಅಂಚು
317,Rand::N,pakraštys,ಅಂಚು
318,Kante::N,kraštas,ಅಂಚು
319,Ecke::N,kertė,ಮೂಲೆ
320,Ecke::N,kampas,ಮೂಲೆ
321,Spitze::N,priekis,ತುದಿ
322,Spitze::N,priešakys,ತುದಿ
323,Ende::N,galas,ಕೊನೆ
324,Loch::N,skylė,ತೂತು
325,Winkel::N,kampas,ಕೋನ
326,Winkel::N,kampelis,ಕೋನ
327,Muster::N,raštas,ನಮೂನೆ
328,Größe::N,dydis,ಪ್ರಮಾಣ
329,Größe::N,didumas,ಪ್ರಮಾಣ
330,Länge::N,ilgis,ಉದ್ದ
331,Länge::N,ilgumas,ಉದ್ದ
332,Höhe::N,aukštis,ಎತ್ತರ
333,Höhe::N,aukštuma,ಎತ್ತರ
334,Gewicht::N,svoris,ತೂಕ
335,Gewicht::N,svarstis,ತೂಕ
336,Menge::N,kiekis,ಮೊತ್ತ
337,Menge::N,daugybė,ಮೊತ್ತ
338,Haufen::N,krūva,ರಾಶಿ
339,Haufen::N,šūsnis,ರಾಶಿ
340,Reihe::N,greta,ಸಾಲು
341,Boot::N,valtis,ದೋಣಿ
342,Boot::N,laivelis,ದೋಣಿ
343,Ruder::N,irklas,ಹುಟ್ಟು
344,Schlitten::N,rogės,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
345,Schlitten::N,rogutės,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
346,Ski::N,slidė,ಜಾರುಪಟ್ಟಿ
347,Lagerfeuer::N,laužas,ಶಿಬಿರಾಗ್ನಿ
348,Last::N,našta,ಹೊರೆ
349,Last::N,nešulys,ಹೊರೆ
350,Gang::N,eisena,ತಿರುಗಾಟ
351,Schritt::N,žingsnis,ಹೆಜ್ಜೆ
352,Norden::N,šiaurė,ಉತ್ತರ
353,Norden::N,žiemiai,ಉತ್ತರ
354,Süden::N,pietūs,ದಕ್ಷಿಣ
355,Westen::N,vakarai,ಪಶ್ಚಿಮ
356,Osten::N,rytai,ಮೂಡಲು
357,Holz::N,mediena,ಚೌಬೀನೆ
358,Brett::N,lenta,ಹಲಗೆ
359,Platte::N,plokštė,ಹಲಗೆ
360,Stütze::N,atrama,ಆಸರೆ
361,Stütze::N,atspara,ಆಸರೆ
362,Stange::N,lazda,ಕಂಬ
363,Stange::N,kartis,ಕಂಬ
364,Stock::N,lazda,ಕೋಲು
365,Stab::N,kartis,ದೊಣ್ಣೆ
366,Rohr::N,vamzdis,ನಳಿಕೆ
367,Haus::N,namas,ಮನೆ
368,Heim::N,namai,ಗೃಹ
369,Ofen::N,krosnis,ಒಲೆ
370,Fußboden::N,grindys,ನೆಲ
371,Tisch::N,stalas,ಮೇಜು
372,Stuhl::N,kėdė,ಕುರ್ಚಿ
373,Wiege::N,lopšys,ತೊಟ್ಟಿಲು
374,Bett::N,lova,ಹಾಸಿಗೆ
375,Bett::N,patalai,ಹಾಸಿಗೆ
376,Regal::N,lentyna,ಬೀರು
377,Kiste::N,dėžė,ಪಟ್ಟಿಗೆ
378,Fenster::N,langas,ಕಿಟಕಿ
379,Tür::N,durys,ಬಾಗಿಲು
380,Tor::N,vartai,ಹೆಬ್ಬಾಗಿಲು
381,Zaun::N,tvora,ಬೇಲಿ
382,Dach::N,stogas,ಮಾಳಿಗೆ
383,Leiter::N,kopėčios,ಏಣಿ
384,Besen::N,šluota,ಪೊರಕೆ
385,Spaten::N,lopeta,ಗುದ್ದಲಿ
386,Spaten::N,kastuvas,ಗುದ್ದಲಿ
387,Schaufel::N,semtuvas,ಸನಿಕೆ
388,Gabel::N,šakutė,ಕವಲು
389,Löffel::N,šaukštas,ಚಮಚ
390,Messer::N,peilis,ಚಾಕು
391,Nagel::N,vinis,ಆಣಿ
392,Netz::N,tinklas,ಬಲೆ
393,Haken::N,vagis,ಕೊಂಡಿ
394,Haken::N,kablys,ಕೊಂಡಿ
395,Griff::N,kotas,ಹಿಡಿ
396,Griff::N,rankena,ಹಿಡಿ
397,Schloss::N,spyna,ವೀಗ
398,Schloss::N,užraktas,ವೀಗ
399,Bild::N,paveikslas,ಚಿತ್ರ
400,Figur::N,figūra,ಆಕಾರ
401,Puppe::N,lėlė,ಗೊಂಬೆ
402,Beutel::N,krepšys,ಸಂಚಿ
403,Beutel::N,maišelis,ಸಂಚಿ
404,Bündel::N,ryšulys,ಕಟ್ಟು
405,Tasche::N,krepšelis,ಚೀಲ
406,Eimer::N,kibiras,ಬಾನೆ
407,Deckel::N,dangtis,ಮುಚ್ಚಳ
408,Geschirr::N,indai,ಭಕ್ಷ್ಯಗಳು
409,Sack::N,maišas,ಮೂಟೆ
410,Tasse::N,puodukas,ಬಟ್ಟಲು
411,Topf::N,puodas,ಮಡಕೆ
412,Kessel::N,katilas,ಕೆಟಲ್
413,Essen::N,valgis,ಊಟ
414,Nahrung::N,penas,ಆಹಾರ
415,Nahrung::N,maistas,ಆಹಾರ
416,Speise::N,patiekalas,ಊಟ
417,Fleisch::N,mėsa,ಮಾಂಸ
418,Getreide::N,javai,ಧಾನ್ಯ
419,Brei::N,košė,ಗಂಜಿ
420,Brot::N,duona,ರೊಟ್ಟಿ
421,Scheibe::N,riekė,ಹೋಳು
422,Fett::N,taukai,ಕೊಬ್ಬು
423,Fett::N,riebalai,ಕೊಬ್ಬು
424,Butter::N,sviestas,ಬೆಣ್ಣೆ
425,Öl::N,aliejus,ಎಣ್ಣೆ
426,Salz::N,druska,ಉಪ್ಪು
427,Suppe::N,sriuba,ಎಸರು
428,Honig::N,medus,ಮಧು
429,Milch::N,pienas,ಹಾಲು
430,Tee::N,arbata,ಚಹ
431,Leder::N,oda,ಚಕ್ಕಳ
432,Wolle::N,vilna,ಉಣ್ಣೆ
433,Stoff::N,audeklas,ಬಟ್ಟೆ
434,Nadel::N,adata,ಸೂಜಿ
435,Faden::N,gija,ದಾರ
436,Faden::N,siūlas,ದಾರ
437,Knopf::N,saga,ಗುಂಡು
438,Knoten::N,mazgas,ಗಂಟು
439,Farbe::N,dažai,ಬಣ್ಣ
440,Kleidung::N,rūbai,ಅರಿವೆ
441,Kleidung::N,drabužiai,ಅರಿವೆ
442,Hemd::N,marškiniai,ಅಂಗಿ
443,Kragen::N,apykaklė,ಕುತ್ತಿಗೆಪಟ್ಟಿ
444,Ärmel::N,rankovė,ತೋಳು
445,Hose::N,kelnės,ಇಜಾರ
446,Gürtel::N,juosta,ಬೆಲ್ಟು
447,Gürtel::N,diržas,ಬೆಲ್ಟು
448,Mütze::N,kepurė,ಟೋಪಿ
449,Schuh::N,batas,ಪಾದರಕ್ಷೆ
450,Stiefel::N,auliniai batai,ಬೂಟು
451,Ring::N,žiedas,ಉಂಗುರ
452,Band::N,kaspinas,ರಿಬ್ಬನ್
453,Kamm::N,šukos,ಹಣಿಗೆ
454,Spiegel::N,veidrodis,ಕನ್ನಡಿ
455,Riemen::N,diržas,ಬಾರು
456,Schnur::N,virvė,ಹುರಿ
457,Leine::N,pavadėlis,ಹಗ್ಗ
458,Decke::N,antklodė,ಕಂಬಳಿ
459,Kissen::N,pagalvė,ದಿಂಬು
460,Kissen::N,priegalvis,ದಿಂಬು
461,Tuch::N,skarelė,ಕೊರಳ ಬಟ್ಟೆ
462,Handtuch::N,rankšluostis,ಚೌಕ
463,Kraft::N,jėga,ಬಲ
464,Stärke::N,stiprumas,ಶಕ್ತಿ
465,Gesundheit::N,sveikata,ಆರೋಗ್ಯ
466,Krankheit::N,liga,ರೋಗ
467,Schmerz::N,skausmas,ನೋವು
468,Wunde::N,žaizda,ಗಾಯ
469,Fieber::N,karštis,ಜ್ವರ
470,Arznei::N,vaistas,ಔಷಧ
471,Brücke::N,tiltas,ಸೇತುವೆ
472,Brunnen::N,šulinys,ಬಾವಿ
473,Weide::N,ganykla,ಗೋಮಾಳ
474,Weide::N,gluosnis,ಗೋಮಾಳ
475,Pfad::N,takas,ದಾರಿ
476,Weg::N,kelias,ಹಾದಿ
477,Straße::N,gatvė,ರಸ್ತೆ
478,Dorf::N,kaimas,ಹಳ್ಳಿ
479,Dorf::N,sodžius,ಹಳ್ಳಿ
480,Stadt::N,miestas,ಪಟ್ಟಣ
481,Brief::N,laiškas,ಕಾಗದ
482,Buch::N,knyga,ಪುಸ್ತಕ
483,Buchstabe::N,raidė,ಅಕ್ಷರ
484,Zeitung::N,laikraštis,ವಾರ್ತಾಪತ್ರಿಕೆ
485,Leben::N,gyvybė,ಜೀವನ
486,Leben::N,gyvenimas,ಜೀವನ
487,Tod::N,mirtis,ಮರಣ
488,Grab::N,kapas,ಗೋರಿ
489,Kirche::N,bažnyčia,ಚರ್ಚು
490,Sünde::N,nuodėmė,ಪಾಪ
491,Sünde::N,nusidėjimas,ಪಾಪ
492,Gott::N,dievas,ದೇವರು
493,Arbeiter::N,darbininkas,ಕೆಲಸಗಾರ
494,Chef::N,šefas,ದಣಿ
495,Chef::N,vadovas,ದಣಿ
496,Chef::N,viršininkas,ದಣಿ
497,Meister::N,meistras,ಶಿಕ್ಷಕ
498,Arzt::N,gydytojas,ವೈದ್ಯ
499,Lehrer::N,mokytojas,ಉಪಾಧ್ಯಾಯ
500,Geld::N,pinigai,ಹಣ
501,Geschäft::N,biznis,ವಾಣಿಜ್ಯ
502,Laden::N,krautuvė,ಅಂಗಡಿ
503,Laden::N,parduotuvė,ಅಂಗಡಿ
504,Preis::N,kaina,ಬೆಲೆ
505,Ware::N,prekė,ಸರಕು
506,Nutzen::N,nauda,ಲಾಭ
507,Nutzen::N,pelnas,ಲಾಭ
508,Reichtum::N,turtas,ಸಂಪತ್ತು
509,Welt::N,pasaulis,ಭೂಲೋಕ
510,Land::N,žemė,ದೇಶ
511,Land::N,šalis,ದೇಶ
512,Staat::N,valstija,ರಾಜ್ಯ
513,König::N,karalius,ರಾಜ
514,Macht::N,galia,ಅಧಿಕಾರ
515,Macht::N,valdžia,ಅಧಿಕಾರ
516,Grenze::N,riba,ಗಡಿ
517,Grenze::N,siena,ಗಡಿ
518,Krieg::N,karas,ಯುದ್ಧ
519,Feind::N,priešas,ಶತ್ರು
520,Gewalt::N,jėga,ಹಿಂಸೆ
521,Gewalt::N,smurtas,ಹಿಂಸೆ
522,Gewalt::N,prievarta,ಹಿಂಸೆ
523,Kampf::N,kova,ಹೋರಾಟ
524,Bogen[Waffe]::N,lankas,ಬಿಲ್ಲು
525,Pfeil::N,strėlė,ಅಂಬು
526,Gewehr::N,šautuvas,ಬಂದೂಕು
527,Fehler::N,klaida,ತಪ್ಪು
528,Lüge::N,melas,ಸುಳ್ಳು
529,Schaden::N,nuostolis,ಹಾನಿ
530,Schaden::N,apgadinimas,ಹಾನಿ
531,Unglück::N,nelaimė,ಅಪಾಯ
532,Schuld::N,kaltė,ದೋಷ
533,Alter::N,amžius,ಮುಪ್ಪು
534,Schluss::N,pabaiga,ಮುಕ್ತಾಯ
535,Zeit::N,laikas,ಕಾಲ
536,Tag::N,diena,ದಿನ
537,Morgen::N,rytas,ಮುಂಜಾನೆ
538,Mittag::N,vidurdienis,ನಡುಹಗಲು
539,Abend::N,vakaras,ಸಂಜೆ
540,Nacht::N,naktis,ರಾತ್ರಿ
541,Woche::N,savaitė,ವಾರ
542,Monat::N,mėnuo,ತಿಂಗಳು
543,Jahr::N,metai,ಸಂವತ್ಸರ
544,Frühling::N,pavasaris,ವಸಂತ
545,Sommer::N,vasara,ಬಿಸಿಲುಕಾಲ
546,Herbst::N,ruduo,ಶರತ್ಕಾಲ
547,Winter::N,žiema,ಚಳಿಗಾಲ
548,Januar::N,sausis,ನಾಲ್ಚಳಿ
549,Februar::N,vasaris,ಅಯ್ಚಳಿ
550,März::N,kovas,ಮೊಬ್ಬೇಸಿಗೆ
551,April::N,balandis,ಇಬ್ಬೇಸಿಗೆ
552,Mai::N,gegužė,ಮುಬ್ಬೇಸಿಗೆ
553,Juni::N,birželis,ಮೊಮ್ಮಳೆ
554,Juli::N,liepa,ಇಮ್ಮಳೆ
555,August::N,rugpjūtis,ಮುಮ್ಮಳೆ
556,September::N,rugsėjis,ನಾಲ್ಮಳೆ
557,Oktober::N,spalis,ಮೊಚ್ಚಳಿ
