,Concept_ID,ku,mhr
243,Ehemann::N,mêr,мари́й
244,Ehefrau::N,kulfet,ва́те
245,Freude::N,kêfxweşî,куа́н
246,Freude::N,kêfxweşî,куаныма́ш
247,Gelächter::N,pîrqînî,во́штылтыш
248,Glück::N,bext,пиа́л
249,Kummer::N,derd,о́йго
250,Wunsch::N,daxwaz,ку́мыл
251,Wunsch::N,xwestek,ку́мыл
252,Lust::N,şewq,ку́мыл
253,Geist::N,aqil,ӧрт
254,Geist::N,aqil,чон
255,Gedanke::N,fikir,ой
256,Gedanke::N,fikir,шоныма́ш
257,Gedächtnis::N,aqil,шарныма́ш
258,Verstand::N,fêm,уш
259,Sinn::N,aqil,смысл
260,Grund::N,asas,ама́л
261,Wahrheit::N,rastî,чын
262,Gespräch::N,guftûgo,мутланыма́ш
263,Märchen::N,çirok,йома́к
264,Erzählung::N,çirok,ойлыма́ш
265,Erzählung::N,vegotin,ойлыма́ш
266,Nachricht::N,nûçe,увертарыма́ш
267,Neuigkeit::N,hewal,уве́р
268,Name::N,nav,лӱм
269,Name::N,paşnav,лӱм
270,Rätsel::N,tiştonek,ту́што
271,Rede::N,gotar,ойлыма́ш
272,Rede::N,axavtin,ойлыма́ш
273,Sprache::N,ziman,йы́лме
274,Stimme::N,pejn,йӱк
275,Wort::N,gotin,ой
276,Wort::N,gotin,мут
277,Zeichen::N,şanek,ти́ште
278,Zeichen::N,şanek,знак
279,Ruf::N,hawar,ӱжма́ш
280,Lärm::N,xarbalix,лӱшкыма́ш
281,Lärm::N,xarbalix,йӱк-йӱа́н
282,Laut::N,deng,йӱк
283,Laut::N,hês,йӱк
284,Ton::N,awaz,йӱксе́м
285,Lied::N,sitran,му́ро
286,Ruhe::N,rihetî,ты́мык
287,Leute::N,xelk,еҥ-влак
288,Volk::N,xelk,ка́лык
289,Arbeit::N,xebat,паша́
290,Gast::N,mêvan,уна́
291,Geschenk::N,diyarî,пӧле́к
292,Spiel::N,lîstik,мо́дыш
293,Spiel::N,lîstik,модма́ш
294,Gesellschaft::N,komal,тӱшка́
295,Hilfe::N,alîkarî,по́лыш
296,Freund::N,heval,таҥ
297,Freund::N,heval,йолта́ш
298,Kamerad::N,heval,таҥ
299,Angelegenheit::N,pirsgirêk,паша́
300,Anzahl::N,çend,чот
301,Art::N,çeh,вид
302,Stück::N,lib,ка́тыш
303,Stück::N,lib,ла́стык
304,Stück::N,parçe,ка́тыш
305,Stück::N,parçe,ла́стык
306,Teil::N,parçe,ужа́ш
307,Hälfte::N,nîvî,пел
308,Hälfte::N,nîvî,пе́ле
309,Kreis::N,çemil,ты́ртыш
310,Kreuz::N,xaç,ыре́с
311,Linie::N,xezik,ли́ний
312,Strich::N,xezik,коре́ш
313,Abstand::N,dûrahî,кокла́
314,Entfernung::N,dûrahî,тора́
315,Entfernung::N,dûrahî,ку́жыт
316,Gegend::N,dever,кунде́м
317,Platz::N,çih,ку́мдык
318,Ort::N,dever,вер
319,Ort::N,dever,о́лмо
320,Seite::N,rûpel,ӧ́рдыж
321,Mitte::N,nav,покше́л
322,Mitte::N,nabênê,покше́л
323,Gegenstand::N,tişt,наста́
324,Sache::N,tişt,наста́
325,Rand::N,kevî,тӱр
326,Kante::N,kevî,тӱр
327,Ecke::N,qunç,лук
328,Spitze::N,derzî,вуй
329,Ende::N,talî,муча́ш
330,Loch::N,qul,рож
331,Winkel::N,kurnîşk,лук
332,Muster::N,desen,пеза́к
333,Muster::N,desen,узо́р
334,Muster::N,desen,ӱ́лгӧ
335,Größe::N,mezinî,кӱ́кшыт
336,Länge::N,dirêjahî,ку́тыш
337,Höhe::N,bilindayî,кӱ́кшыт
338,Gewicht::N,giranî,не́лыт
339,Menge::N,qas,чот
340,Haufen::N,lod,кы́шыл
341,Reihe::N,rêz,рада́м
342,Boot::N,kelek,пуш
343,Ruder::N,bêrik,эшка́к
344,Schlitten::N,xîjik,тер
345,Schlitten::N,xîjik,изде́р
346,Ski::N,lakan,е́че
347,Lagerfeuer::N,agir,туло́то
348,Last::N,bar,нӧ́лтыш
349,Gang::N,fîtêz,ошкылма́ш
350,Schritt::N,gav,о́шкыл
351,Norden::N,bakur,йӱдйыма́л
352,Süden::N,başur,кечывалве́л
353,Westen::N,rojava,касве́л
354,Osten::N,rojhilat,эрве́л
355,Holz::N,dep,пу
356,Brett::N,dep,оҥа́
357,Platte::N,dep,аста́р
358,Stütze::N,destek,чара́к
359,Stange::N,sing,лома́ш
360,Stock::N,çam,тоя́
361,Stab::N,qat,вара́
362,Stab::N,qat,кашта́
363,Rohr::N,borî,пуч
364,Haus::N,mal,пӧрт
365,Haus::N,xanî,пӧрт
366,Heim::N,mal,мӧ́ҥгӧ
367,Ofen::N,sobe,комака́
368,Fußboden::N,binpê,кӱва́р
369,Tisch::N,mase,ӱсте́л
370,Stuhl::N,kursî,пӱке́н
371,Wiege::N,derguş,шепка́
372,Bett::N,qerewêle,ва́кшыш
373,Regal::N,rêbaz,шӧ́рлык
374,Kiste::N,sindoq,шо́ндык
375,Kiste::N,sindoq,я́шлык
376,Fenster::N,çam,окна́
377,Fenster::N,şibeke,окна́
378,Tür::N,derî,омса́
379,Tor::N,derge,капка́
380,Zaun::N,hejik,сава́р
381,Dach::N,sere xanî,леве́дыш
382,Leiter::N,pêling,тошка́лтыш
383,Besen::N,melkes,ӱштерво́штыр
384,Spaten::N,mer,ко́льмо
385,Schaufel::N,bêr,сово́к
386,Schaufel::N,bêr,су́ско
387,Gabel::N,çetel,ви́лке
388,Löffel::N,kevçî,па́не
389,Löffel::N,kevçî,совла́
390,Messer::N,kêr,кӱ́зӧ
391,Nagel::N,bizmar,пуда́
392,Netz::N,tor,вапш
393,Haken::N,çenqel,са́гыле
394,Griff::N,destî,кыл
395,Schloss::N,qonax,кӧгӧ́н
396,Bild::N,dimen,сӱре́т
397,Figur::N,figûr,фигу́р
398,Puppe::N,bûk,курча́к
399,Beutel::N,kîsik,меша́к
400,Bündel::N,pêçek,арша́ш
401,Tasche::N,bêrîk,сумка́
402,Eimer::N,dewl,ведра́
403,Deckel::N,devik,ко́мдыш
404,Geschirr::N,ferax,а́те
405,Sack::N,tûr,куль
406,Sack::N,tûr,меша́к
407,Tasse::N,kada,чу́кыр
408,Tasse::N,kada,чашка́
409,Topf::N,beroş,ми́ске
410,Kessel::N,şîril,под
411,Essen::N,xwarin,ко́чкыш
412,Nahrung::N,xwarin,ку́рго
413,Speise::N,xwarin,ко́чкыш
414,Fleisch::N,goşt,шыл
415,Getreide::N,zad,шу́рно
416,Brei::N,hewdêl,пу́чымыш
417,Brot::N,,ки́нде
418,Scheibe::N,parçe,ка́тыш
419,Fett::N,rûn,коя́
420,Butter::N,rûn,ӱй
421,Öl::N,rûn,ӱй
422,Salz::N,xwe,шинча́л
423,Suppe::N,şorbe,шӱр
424,Honig::N,hingiv,мӱй
425,Milch::N,şîr,шӧр
426,Tee::N,çay,чай
427,Leder::N,çerm,сура́н
428,Leder::N,çerm,шӱ́штӧ
429,Wolle::N,herî,пун
430,Stoff::N,paç,куэ́м
431,Stoff::N,paç,посто́
432,Nadel::N,derzî,и́ме
433,Faden::N,ta,шӱ́ртӧ
434,Knopf::N,bişkok,по́лдыш
435,Knoten::N,girêk,пышке́м
436,Farbe::N,boyax,чия́
437,Kleidung::N,çil,чие́м
438,Kleidung::N,çil,вурге́м
439,Hemd::N,qutik,ту́выр
440,Hemd::N,miltan,ту́выр
441,Kragen::N,stûvang,сога́
442,Ärmel::N,hûçik,шокш
443,Hose::N,şewel,йола́ш
444,Gürtel::N,qayiş,ӱ́штӧ
445,Mütze::N,fîno,упш
446,Schuh::N,şêkal,боти́нке
447,Stiefel::N,gizme,кем
448,Stiefel::N,çizme,кем
449,Ring::N,xelek,шерга́ш
450,Band::N,band,тасма́
451,Band::N,band,ле́нте
452,Kamm::N,şeh,шерге́
453,Spiegel::N,eynik,вошто́нчыш
454,Riemen::N,qayiş,кӱзанӱ́штӧ
455,Schnur::N,doxin,кере́м
456,Schnur::N,doxin,кандыра́
457,Leine::N,şirît,вӱра́ҥ
458,Decke::N,bataniye,леве́дыш
459,Decke::N,bataniye,одея́л
460,Kissen::N,balgî,кӱ́пчык
461,Tuch::N,şar,шо́выч
462,Handtuch::N,dezmal,со́лык
463,Kraft::N,hêz,вий
464,Kraft::N,hêz,куа́т
465,Kraft::N,qewet,вий
466,Kraft::N,qewet,куа́т
467,Stärke::N,xurtî,куа́т
468,Stärke::N,xurtî,карма́н
469,Gesundheit::N,nojdarî,таза́лык
470,Krankheit::N,nexweşî,чер
471,Schmerz::N,êş,ко́рштыш
472,Wunde::N,kul,су́сыр
473,Fieber::N,ta,йӱштыму́ж
474,Fieber::N,ta,лихора́дке
475,Arznei::N,derman,эм
476,Brücke::N,kopî,кӱва́р
477,Brunnen::N,çal,вӱдвыне́м
478,Brunnen::N,kani,вӱдвыне́м
479,Weide::N,beyar,нурше́р
480,Pfad::N,xaçirek,йолго́рно
481,Pfad::N,xaçirek,сокма́к
482,Weg::N,rê,ко́рно
483,Straße::N,rê,ко́рно
484,Dorf::N,gund,ял
485,Stadt::N,baçar,ола́
486,Brief::N,name,се́рыш
487,Buch::N,kitêb,книга́
488,Buch::N,pirtûk,книга́
489,Buchstabe::N,herf,буква́
490,Zeitung::N,rojname,газе́т
491,Leben::N,jiyan,и́лыш
492,Tod::N,mirin,колыма́ш
493,Grab::N,mezel,шӱга́р
494,Kirche::N,gilyas,че́рке
495,Sünde::N,guneh,су́лык
496,Gott::N,xwedê,ю́мо
497,Arbeiter::N,hîşçî,паша́зе
498,Chef::N,bêg,тӧра́
499,Meister::N,hoste,маста́р
500,Arzt::N,doktor,врач
501,Lehrer::N,mamoste,ту́ныктышо
502,Geld::N,pere,окса́
503,Geschäft::N,firoşgeh,сатулыма́ш
504,Laden::N,dikan,ке́выт
505,Preis::N,buha,ак
506,Ware::N,tişt,сату́
507,Nutzen::N,fêde,пайда́
508,Reichtum::N,serwet,поя́нлык
509,Welt::N,dinya,тӱня́
510,Land::N,welat,эл
511,Staat::N,dewlet,кугыжа́ныш
512,König::N,şah,кугыжа́
513,König::N,qral,кугыжа́
514,Macht::N,qewet,власть
515,Macht::N,destihilat,власть
516,Grenze::N,kevî,грани́ца
517,Krieg::N,çeng,сар
518,Krieg::N,sêwaş,сар
519,Feind::N,dijmin,тушма́н
520,Gewalt::N,zor,виешлыма́ш
521,Kampf::N,şer,кредалма́ш
522,Bogen[Waffe]::N,kêvan,юҥе́ж
523,Pfeil::N,çîrik,пикш
524,Gewehr::N,tifing,пыча́л
525,Fehler::N,şaşî,йо́ҥылыш
526,Lüge::N,derew,шоя́к
527,Schaden::N,xisar,зия́н
528,Unglück::N,bêbextî,эҥге́к
529,Schuld::N,suç,тита́к
530,Schuld::N,suç,йола́
531,Alter::N,temen,ийго́т
532,Schluss::N,girtin,муча́ш
533,Zeit::N,çax,жап
534,Zeit::N,çax,па́гыт
535,Tag::N,roj,ке́че
536,Morgen::N,sibeh,эр
537,Mittag::N,nîro,кечыва́л
538,Abend::N,êvar,кас
539,Nacht::N,şev,йӱд
540,Woche::N,heftî,арня́
541,Monat::N,meh,ты́лзе
542,Jahr::N,sal,ий
543,Frühling::N,bihar,шо́шо
544,Sommer::N,havîn,кеҥе́ж
545,Herbst::N,payîz,шы́же
546,Winter::N,zistan,те́ле
547,Januar::N,çile,шоркыйол
548,Januar::N,çile,идалыкву́й
549,Januar::N,çile,янва́рь
550,Februar::N,sibat,пургыж
551,Februar::N,sibat,февра́ль
552,März::N,adar,ӱярня
553,März::N,adar,март
554,April::N,nîsan,апре́ль
555,Mai::N,gûlan,ага
556,Mai::N,gûlan,май
557,Juni::N,hezîran,пеледыш
558,Juni::N,hezîran,ию́нь
559,Juli::N,tîmeh,сӱрем
560,Juli::N,tîmeh,ию́ль
561,August::N,tebax,сорла
562,August::N,tebax,агарма́н
563,August::N,tebax,а́вгуст
564,September::N,îlon,идым
565,September::N,îlon,сентя́брь
566,Oktober::N,çotmeh,шыжа
567,Oktober::N,çotmeh,октя́брь
568,November::N,mijdar,кылме тылзе
569,November::N,mijdar,ноя́брь
570,Dezember::N,kanûn,дека́брь
571,Montag::N,duşemb,шо́чмо
572,Dienstag::N,sêşem,ку́шкыжмо
573,Mittwoch::N,çarşemb,вӱрге́че
574,Donnerstag::N,pêşemb,изарня́
575,Freitag::N,în,кугарня́
576,Samstag::N,şemî,шуматке́че
577,Sonntag::N,yekşemb,рушарня́
578,groß::A,mezin,кугу́
579,klein::A,çûçik,изи́
580,lang::A,dirêj,кужу́
581,kurz::A,kin,кӱ́чык
582,breit::A,fireh,кумда́
583,schmal::A,tenik,а́ҥысыр
584,dicht::A,gir,ну́гыдо
585,dick[Gegenstand]::A,şîşman,кӱ́жгӧ
586,dünn::A,zirav,ви́чкыж
587,fein::A,tenik,ты́гыде
588,fest::A,saxlem,чо́ткыдо
589,flach::A,pahn,лапка́
590,glatt::A,dûz,яклака́
591,glatt::A,şayîk,яклака́
592,hart::A,hişk,пе́ҥгыде
593,weich::A,nerm,пу́шкыдо
594,rund::A,gilover,йырге́шке
595,spitz::A,pîj,коша́р
596,scharf::A,tûj,пӱ́сӧ
597,stumpf::A,ne tûj,токма́к
598,schwer::A,giran,не́ле
599,schön::A,xweş,сы́лне
600,schön::A,xweşik,сы́лне
601,heiß::A,kelandî,шо́кшо
602,warm::A,germ,ле́ве
603,kalt::A,sar,йӱ́штӧ
604,kühl::A,jemîrî,юа́лге
605,kühl::A,jemîrî,южгата́
606,frisch::A,ter,свежа́
607,feucht::A,şil,вӱ́дыжгӧ
608,nass::A,şilek,нӧ́рӧ
609,trocken::A,zuwa,ку́кшо
610,voll::A,tijî,тич
611,leer::A,vala,яра́
612,offen::A,vekirî,виш
613,geschlossen::A,asê,пе́тырыме
614,geschlossen::A,asê,тӱ́чмӧ
615,sauber::A,pakij,ару́
616,sauber::A,pakij,янда́р
617,schmutzig::A,lewitî,лавыра́н
618,schmutzig::A,lewitî,ла́выргыше
619,roh::A,xav,кӱ́чымӧ
620,reif::A,gihaştî,лӧза́
621,lecker::A,xweş,ту́тло
622,süß::A,şîrîn,ше́ре
623,bitter::A,tahl,ко́чо
624,sauer::A,tirş,шо́по
625,hell::A,ronî,во́лгыдо
626,dunkel::A,tarî,пычке́мыш
627,schwarz::A,reş,шола́
628,weiß::A,sipî,ош
629,rot::A,sor,йошка́р
630,gelb::A,zer,сар
631,blau::A,şîn,ка́нде
632,grün::A,şîn,ужа́р
633,grau::A,gewr,сур
634,bunt::A,rengîn,олача́
635,billig::A,erzan,шу́лдо
636,teuer::A,biha,ше́рге
637,wertvoll::A,hêja,шергака́н
638,wertvoll::A,giranbiha,шергака́н
639,blind::A,kor,со́кыр
640,taub::A,kerr,соҥгыра́
641,kräftig::A,gir,куа́тле
642,kräftig::A,xurt,куа́тле
643,stark::A,xurt,вия́н
644,schwach::A,kesad,а́лдыме
645,fett::A,qelew,коя́
646,schlank::A,zirav,йоштката́
647,schlank::A,zirav,яжу́
648,hübsch::A,xweşik,чеве́р
649,böse::A,xerab,шы́де
650,böse::A,aciz,шы́де
651,dumm::A,gêj,аҥыра́
652,faul::A,têmbêl,його
653,fleißig::A,jêhatî,ты́ршыше
654,geizig::A,destgirtî,чаҥга́
655,klug::A,baqil,уша́н
656,geschickt::A,zîrek,уста́
657,geschickt::A,ziring,уста́
658,lieb::A,delal,ала́л
659,lustig::A,kêfxweş,весела́
660,sanft::A,nazenîn,ны́жылге
661,hungrig::A,birçî,шу́жышо
662,krank::A,nexweş,че́рле
663,nackt::A,rût,чарама́т
664,nackt::A,tazî,чарама́т
665,traurig::A,xemgîn,ойга́н
666,lebendig::A,bisaxî,и́лыше
667,gut::A,baş,сай
668,schlecht::A,xerab,уда́
669,schlecht::A,xerab,шӱ́кшӧ
670,richtig::A,rast,чы́нле
671,richtig::A,saxlem,чы́нле
672,schlimm::A,nebaş,аля́к
673,schlimm::A,nebaş,тыра́н
674,wahr::A,rast,чы́нле
675,wahr::A,rast,настоя́щий
676,alt::A,pîr,то́што
677,alt::A,kevn,то́што
678,neu::A,nû,у
679,ehemalig::A,kevnar,о́нчычсо
680,ehemalig::A,kevnar,онда́кысе
681,ehemalig::A,peşidar,о́нчычсо
682,ehemalig::A,peşidar,онда́кысе
683,alt[Lebewesen]::A,pîr,шо́нто
684,jung::A,xort,са́мырык
685,arm::A,feqîr,нужна́
686,arm::A,desteng,нужна́
687,reich::A,dewlemend,поя́н
688,bekannt::A,naskirî,па́лыме
689,berühmt::A,navdar,лӱ́млӧ
690,fremd::A,xerîb,йот
691,verschieden::A,çîhê,тӱ́рлӧ
692,nah::A,nêzîk,ли́шыл
693,fern::A,dûr,тора́
694,fern::A,dûr,мӱ́ндыр
695,linker::A,çepê,шола́
696,rechter::A,rastê,пурла́
697,anderer::A,yê din,вес
698,anderer::A,yê din,мо́ло
699,erster::A,yekemîn,и́кымше
700,zweiter::A,duda,ко́кымшо
701,dritter::A,sisêya,ку́мшо
702,letzter::A,paşîn,пыта́ртыш
703,allein::ADV,tenê,шкет
704,auf einmal::ADV,jar kê,икана́ште
705,zusammen::ADV,tev,пырля́
706,zusammen::ADV,bi hev re,пырля́
707,lange::ADV,dirêj,кужу́н
708,plötzlich::ADV,ji nişkave,кенета́
709,sofort::ADV,yekser,кызыта́к
710,später::ADV,paşiyê,варара́к
711,jetzt::ADV,nuha,ы́нде
712,jetzt::ADV,nuha,кы́зыт
713,heute::ADV,îro,та́че
714,morgen::ADV,sibeh,эрла́
715,bald::ADV,nêzîk,вашке́
716,dann::ADV,paşê,вара́
717,gestern::ADV,do,теҥге́че
718,einst::ADV,jar ke,икана́
719,damals::ADV,hîngî,туна́м
720,danach::ADV,piştra,вара́
721,vorher::ADV,pîşî,о́нчыч
722,zuerst::ADV,bere,онда́к
723,einmal::ADV,çarik,икана́
724,manchmal::ADV,çarna,ка́шын
725,manchmal::ADV,çarna,кокла́н
726,oft::ADV,gelek çaran,чӱ́чкыдын
727,immer::ADV,daîm,эре́
728,immer::ADV,daîm,ту́тыш
729,niemals::ADV,tu çar,ок нигуна́м
730,hier::ADV,li vir,ты́ште
731,hierhin::ADV,vir,ты́шке
732,hierhin::ADV,vir,тыш
733,von hier::ADV,ji vir,тыше́ч
734,von hier::ADV,ji vir,тыве́ч
735,dort::ADV,li wê derê,ту́што
736,dorthin::ADV,wêda,туш
737,dorthin::ADV,wêda,ту́шко
738,geradeaus::ADV,rastê rast,вик
739,vorwärts::ADV,ber bi pêş,о́нчыко
