,Concept_ID,bg,sl
177,Schwein::N,свиня,svínja
178,Hund::N,куче,pès
179,Katze::N,котка,máčka
180,Bär::N,мечка,mêdved
181,Eichhörnchen::N,катерица,véverica
182,Elch::N,лос,lós
183,Fuchs::N,лисица,lisíca
184,Hase::N,заек,zájec
185,Maus::N,мишка,mìš
186,Wolf::N,вълк,vólk
187,Vogel::N,птица,ptìč
188,Vogel::N,птица,ptíca
189,Schwarm::N,рой,játa
190,Schwarm::N,рояк,játa
191,Huhn::N,кокошка,kokóš
192,Hahn::N,петел,petêlin
193,Gans::N,гъска,gós
194,Adler::N,орел,ôrel
195,Ente::N,патица,ráca
196,Eule::N,сова,sôva
197,Kranich::N,жерав,žerjàv
198,Krähe::N,врана,vrána
199,Kuckuck::N,кукувица,kúkavica
200,Schwan::N,лебед,labód
201,Fisch::N,риба,ríba
202,Barsch::N,костур,ostríž
203,Hecht::N,щука,ščúka
204,Schlange[Tier]::N,змия,káča
205,Wurm::N,червей,čr̀v
206,Wurm::N,червей,glísta
207,Spinne::N,паяк,pájek
208,Ameise::N,мравка,mrávlja
209,Laus::N,въшка,úš
210,Mücke::N,комар,komár
211,Fliege::N,муха,múha
212,Schmetterling::N,пеперуда,metúlj
213,Beere::N,плод,jágoda
214,Apfel::N,ябълка,jábolko
215,Pilz::N,гъба,góba
216,Zwiebel::N,лук,čebúla
217,Zwiebel::N,кромид,čebúla
218,Saat::N,семе,séme
219,Korn::N,зърно,zŕno
220,Heu::N,сено,senó
221,Schale::N,кора,lupína
222,Grube::N,яма,jáma
223,Grube::N,дупка,jáma
224,Falle::N,примка,pást
225,Schlinge::N,клуп,zánka
226,Schlinge::N,клуп,pêtlja
227,Spur::N,диря,sléd
228,Spur::N,следа,sléd
229,Asche::N,пепел,pepél
230,Dreck::N,кал,bláto
231,Eisen::N,желязо,želézo
232,Gold::N,злато,zlató
233,Silber::N,сребро,srebró
234,Kohle::N,въглища,ógel
235,Glas::N,стъкло,stêklo
236,Lehm::N,глина,ílo
237,Sand::N,пясък,pések
238,Mensch::N,човек,člôvek
239,Mann::N,мъж,móž
240,Mann::N,мъж,môški
241,Frau::N,жена,gospá
242,Frau::N,жена,žénska
243,Kind::N,дете,déte
244,Kind::N,дете,otròk
245,Junge::N,момче,fànt
246,Junge::N,момче,déček
247,Mädchen::N,момиче,deklè
248,Mädchen::N,момиче,déklica
249,Familie::N,фамилия,družína
250,Familie::N,семейство,družína
251,Großvater::N,дядо,dèd
252,Großvater::N,дядо,dédek
253,Großmutter::N,баба,bábica
254,Eltern::N,родители,stárši
255,Vater::N,баща,ôče
256,Mutter::N,майка,máma
257,Sohn::N,син,sín
258,Tochter::N,дъщеря,hčí
259,Tochter::N,дъщеря,hčérka
260,Bruder::N,брат,bràt
261,Schwester::N,сестра,sêstra
262,Onkel::N,чичо,újec
263,Onkel::N,чичо,stríc
264,Onkel::N,вуйчо,újec
265,Onkel::N,вуйчо,stríc
266,Tante::N,леля,têta
267,Tante::N,леля,strína
268,Ehemann::N,съпруг,móž
269,Ehemann::N,съпруг,sopróg
270,Ehefrau::N,съпруга,žêna
271,Ehefrau::N,съпруга,sopróga
272,Freude::N,радост,rádost
273,Freude::N,радост,vesêlje
274,Gelächter::N,смях,sméh
275,Gelächter::N,смях,grohòt
276,Glück::N,щастие,sréča
277,Kummer::N,тъга,gorjé
278,Wunsch::N,желание,žêlja
279,Lust::N,желание,poželênje
280,Geist::N,дух,dúša
281,Gedanke::N,мисъл,mísel
282,Gedächtnis::N,памет,pámet
283,Verstand::N,ум,
284,Verstand::N,разум,
285,Sinn::N,смисъл,pomèn
286,Sinn::N,смисъл,smísel
287,Grund::N,причина,vzròk
288,Wahrheit::N,правда,resníca
289,Gespräch::N,разговор,pogóvor
290,Märchen::N,приказка,právljica
291,Erzählung::N,разказ,povést
292,Nachricht::N,вест,sporočílo
293,Nachricht::N,известие,sporočílo
294,Neuigkeit::N,новина,novóst
295,Name::N,име,imé
296,Rätsel::N,гатанка,ugánka
297,Rede::N,реч,góvor
298,Rede::N,слово,góvor
299,Sprache::N,език,jêzik
300,Stimme::N,глас,glás
301,Wort::N,дума,beséda
302,Zeichen::N,знак,znák
303,Ruf::N,зов,klíc
304,Lärm::N,шум,hrúp
305,Lärm::N,шум,trúšč
306,Lärm::N,глъчка,hrúp
307,Lärm::N,глъчка,trúšč
308,Laut::N,звук,glás
309,Ton::N,тон,tón
310,Lied::N,песен,pésem
311,Ruhe::N,тишина,pokòj
312,Ruhe::N,спокойствие,pokòj
313,Leute::N,хора,ljudjé
314,Volk::N,народ,národ
315,Arbeit::N,труд,délo
316,Arbeit::N,работа,délo
317,Gast::N,гост,gòst
318,Geschenk::N,дар,darílo
319,Geschenk::N,подарък,darílo
320,Spiel::N,игра,ígra
321,Gesellschaft::N,общество,drúžba
322,Hilfe::N,помощ,pomóč
323,Freund::N,приятел,prijátelj
324,Kamerad::N,другар,továriš
325,Angelegenheit::N,работа,zadéva
326,Anzahl::N,брой,števílo
327,Anzahl::N,количество,števílo
328,Art::N,вид,vŕsta
329,Stück::N,къс,kós
330,Stück::N,парче,kós
331,Teil::N,дял,dél
332,Teil::N,част,dél
333,Hälfte::N,половина,polovíca
334,Kreis::N,кръг,króg
335,Kreis::N,кръг,kolobár
336,Kreuz::N,кръст,kríž
337,Linie::N,черта,próga
338,Strich::N,щрих,čŕta
339,Strich::N,черта,čŕta
340,Abstand::N,дистанция,preslédek
341,Abstand::N,разстояние,preslédek
342,Entfernung::N,разстояние,oddáljenost
343,Gegend::N,местност,kràj
344,Gegend::N,местност,dežêla
345,Platz::N,място,prôstor
346,Ort::N,място,mésto
347,Seite::N,страна,bòk
348,Seite::N,страна,strán
349,Mitte::N,среда,sredína
350,Gegenstand::N,предмет,prédmet
351,Sache::N,вещ,réč
352,Sache::N,вещ,stvár
353,Rand::N,ръб,kràj
354,Kante::N,ръб,rób
355,Kante::N,кант,rób
356,Ecke::N,ъгъл,vogál
357,Spitze::N,връх,óst
358,Spitze::N,острие,óst
359,Ende::N,край,kônec
360,Loch::N,дупка,lúknja
361,Winkel::N,кът,kót
362,Winkel::N,ъгъл,kót
363,Muster::N,десен,vzórec
364,Muster::N,образец,vzórec
365,Größe::N,големина,veličína
366,Länge::N,дължина,dolžína
367,Höhe::N,висота,vršína
368,Höhe::N,височина,vršína
369,Gewicht::N,тегло,téža
370,Gewicht::N,тежест,téža
371,Menge::N,количество,količína
372,Haufen::N,куп,kùp
373,Haufen::N,куп,kopíca
374,Haufen::N,грамада,kùp
375,Haufen::N,грамада,kopíca
376,Reihe::N,ред,níz
377,Reihe::N,ред,vŕsta
378,Reihe::N,редица,níz
379,Reihe::N,редица,vŕsta
380,Boot::N,лодка,čóln
381,Ruder::N,весло,vêslo
382,Ruder::N,гребло,vêslo
383,Schlitten::N,шейна,saní
384,Ski::N,ски,smučí
385,Lagerfeuer::N,огнище,táborni ôgenj
386,Last::N,товар,tôvor
387,Gang::N,ход,hòd
388,Gang::N,вървеж,hòd
389,Schritt::N,стъпка,korák
390,Norden::N,север,séver
391,Süden::N,юг,júg
392,Westen::N,запад,zapàd
393,Osten::N,изток,vzhòd
394,Holz::N,дърво,lés
395,Brett::N,дъска,deskà
396,Stange::N,прът,gréd
397,Stange::N,върлина,gréd
398,Stock::N,прът,pálica
399,Stock::N,тояга,pálica
400,Stab::N,прът,pálica
401,Rohr::N,цев,cév
402,Rohr::N,тръба,cév
403,Haus::N,къща,híša
404,Heim::N,дом,dóm
405,Ofen::N,печка,péč
406,Fußboden::N,под,pòd
407,Tisch::N,маса,míza
408,Stuhl::N,стол,stòl
409,Wiege::N,люлка,zíbel
410,Bett::N,легло,póstelja
411,Bett::N,креват,póstelja
412,Regal::N,рафт,políca
413,Regal::N,етажерка,políca
414,Kiste::N,кутия,zabòj
415,Kiste::N,сандък,zabòj
416,Fenster::N,прозорец,ôkno
417,Tür::N,врата,vráta
418,Tor::N,врата,velíka vráta
419,Zaun::N,ограда,ográja
420,Dach::N,покрив,stréha
421,Leiter::N,стълба,léstev
422,Besen::N,метла,mêtla
423,Spaten::N,лопата,lopáta
424,Schaufel::N,лопата,lopáta
425,Gabel::N,вилица,vílice
426,Löffel::N,лъжица,žlíca
427,Messer::N,нож,nòž
428,Nagel::N,гвоздей,žebèlj
429,Netz::N,мрежа,mréža
430,Haken::N,кука,kljúka
431,Haken::N,закачалка,kljúka
432,Griff::N,ръчка,ročáj
433,Griff::N,ръчка,oprijèm
434,Griff::N,дръжка,ročáj
435,Griff::N,дръжка,oprijèm
436,Schloss::N,брава,ključávnica
437,Schloss::N,ключалка,ključávnica
438,Bild::N,картина,slíka
439,Figur::N,фигура,figúra
440,Figur::N,фигура,postáva
441,Puppe::N,кукла,lútka
442,Beutel::N,кесия,môšnja
443,Bündel::N,връзка,cúla
444,Bündel::N,връзка,svéženj
445,Tasche::N,чанта,tórba
446,Tasche::N,чанта,tobôlec
447,Eimer::N,кофа,vêdro
448,Deckel::N,капак,pokròv
449,Deckel::N,капак,poklópec
450,Deckel::N,похлупак,pokròv
451,Deckel::N,похлупак,poklópec
452,Geschirr::N,съдове,posóda
453,Sack::N,чувал,vréča
454,Tasse::N,чаша,skodélica
455,Topf::N,гърне,lônec
456,Topf::N,тенджера,lônec
457,Kessel::N,котел,kôtel
458,Essen::N,ядене,hrána
459,Nahrung::N,храна,živílo
460,Speise::N,ястие,jéd
461,Fleisch::N,месо,mesó
462,Getreide::N,зърнено храни,žíto
463,Brei::N,каша,káša
464,Brot::N,хляб,krùh
465,Scheibe::N,резен,réženj
466,Fett::N,мазнина,mást
467,Fett::N,мазнина,maščôba
468,Butter::N,масло,máslo
469,Öl::N,олио,ólje
470,Öl::N,оливия,ólje
471,Salz::N,сол,sól
472,Suppe::N,супа,júha
473,Honig::N,мед,méd
474,Milch::N,мляко,mléko
475,Tee::N,чай,čáj
476,Leder::N,кожа,úsnje
477,Wolle::N,вълна,vólna
478,Stoff::N,плат,blagó
479,Stoff::N,материал,blagó
480,Nadel::N,игла,ígla
481,Faden::N,конец,nít
482,Knopf::N,копче,gúmb
483,Knoten::N,възел,vôzel
484,Farbe::N,боя,bárva
485,Kleidung::N,дрехи,obléka
486,Kleidung::N,облекло,obléka
487,Hemd::N,риза,srájca
488,Kragen::N,яка,ovrátnik
489,Ärmel::N,ръкав,rokáv
490,Hose::N,панталони,hláče
491,Gürtel::N,пояс,pás
492,Gürtel::N,колан,pás
493,Mütze::N,каскет,kápa
494,Mütze::N,каскет,čépica
495,Mütze::N,фуражка,kápa
496,Mütze::N,фуражка,čépica
497,Schuh::N,обувка,čévelj
498,Stiefel::N,ботуш,škórenj
499,Ring::N,пръстен,pŕstan
500,Band::N,лента,trák
501,Band::N,връзка,trák
502,Kamm::N,гребен,glavník
503,Spiegel::N,огледало,zrcálo
504,Spiegel::N,огледало,ogledálo
505,Riemen::N,каиш,jêrmen
506,Riemen::N,ремък,jêrmen
507,Schnur::N,връв,vŕvca
508,Leine::N,връв,konôpec
509,Leine::N,въже,konôpec
510,Decke::N,покривка,odéja
511,Kissen::N,възглавница,blazína
512,Tuch::N,сукно,pŕt
513,Tuch::N,сукно,rúta
514,Handtuch::N,пешкир,brisáča
515,Handtuch::N,кърпа за лице,brisáča
516,Kraft::N,мощ,síla
517,Kraft::N,сила,síla
518,Stärke::N,сила,jákost
519,Gesundheit::N,здраве,zdrávje
520,Krankheit::N,болест,bolézen
521,Schmerz::N,болка,ból
522,Schmerz::N,болка,bolečína
523,Wunde::N,рана,rána
524,Fieber::N,треска,vročína
525,Fieber::N,температура,vročína
526,Arznei::N,лек,lék
527,Arznei::N,лек,zdravílo
528,Arznei::N,лекарство,lék
529,Arznei::N,лекарство,zdravílo
530,Brücke::N,мост,móst
531,Brunnen::N,чешма,vodnják
532,Brunnen::N,кладенец,vodnják
533,Weide::N,паша,páša
534,Weide::N,пасище,páša
535,Pfad::N,пътека,stezà
536,Weg::N,път,pót
537,Straße::N,шосе,césta
538,Dorf::N,село,vás
539,Stadt::N,град,mésto
540,Brief::N,писмо,písmo
541,Buch::N,книга,knjíga
542,Buchstabe::N,буква,čŕka
543,Zeitung::N,вестник,čásnik
544,Leben::N,живот,življênje
545,Tod::N,смърт,smŕt
546,Grab::N,гроб,gròb
547,Kirche::N,църква,cérkev
548,Sünde::N,грях,gréh
549,Gott::N,бог,bóg
550,Arbeiter::N,работник,délavec
551,Chef::N,шеф,šéf
552,Chef::N,началник,šéf
553,Meister::N,майстор,mójster
554,Arzt::N,лекар,zdravník
555,Lehrer::N,учител,učítelj
556,Geld::N,пари,denár
557,Geschäft::N,сделка,kupčíja
558,Laden::N,дюкян,trgovína
559,Laden::N,магазин,trgovína
560,Preis::N,цена,céna
561,Ware::N,стока,róba
562,Nutzen::N,полза,príd
563,Nutzen::N,облага,príd
564,Reichtum::N,богатство,bogástvo
565,Welt::N,свят,svét
566,Land::N,страна,dežêla
567,Staat::N,щат,držáva
568,Staat::N,държава,držáva
569,König::N,крал,králj
570,Macht::N,мощ,oblást
571,Macht::N,власт,oblást
572,Grenze::N,граница,mêja
573,Krieg::N,война,vôjna
574,Feind::N,враг,sovrážnik
575,Feind::N,неприятел,sovrážnik
576,Gewalt::N,сила,nasílje
577,Gewalt::N,насилие,nasílje
578,Kampf::N,борба,bòj
579,Kampf::N,борба,bórba
580,Kampf::N,сражение,bòj
581,Kampf::N,сражение,bórba
582,Bogen[Waffe]::N,лък,lók
583,Pfeil::N,стрела,puščíca
584,Gewehr::N,пушка,púška
585,Fehler::N,грешка,zmóta
586,Lüge::N,лъжа,láž
587,Schaden::N,повреда,okvára
588,Unglück::N,нещастие,nesréča
589,Schuld::N,вина,krívda
590,Alter::N,възраст,dôba
591,Schluss::N,край,kônec
592,Zeit::N,време,čàs
593,Tag::N,ден,dán
594,Morgen::N,утро,jútro
595,Morgen::N,сутрин,jútro
596,Mittag::N,обед,póldan
597,Mittag::N,пладне,póldan
598,Abend::N,вечер,večér
599,Nacht::N,нощ,nóč
600,Woche::N,седмица,téden
601,Monat::N,месец,mésec
602,Jahr::N,година,léto
603,Frühling::N,пролет,pomlád
604,Sommer::N,лято,polétje
605,Herbst::N,есен,jesén
606,Winter::N,зима,zíma
607,Januar::N,януари,jánuar
608,Februar::N,февруари,fébruar
609,März::N,март,márec
610,April::N,април,apríl
611,Mai::N,май,máj
612,Juni::N,юни,júnij
613,Juli::N,юли,júlij
614,August::N,август,avgúst
615,September::N,септември,septêmber
616,Oktober::N,октомври,október
617,November::N,ноември,novêmber
618,Dezember::N,декември,decémber
619,Montag::N,понеделник,ponedéljek
620,Dienstag::N,вторник,tôrek
621,Mittwoch::N,сряда,sréda
622,Donnerstag::N,четвъртък,četŕtek
623,Freitag::N,петък,pétek
624,Samstag::N,събота,sobóta
625,Sonntag::N,неделя,nedélja
626,groß::A,едър,vêlik
627,groß::A,голям,vêlik
628,klein::A,малък,májhen
629,klein::A,дребен,májhen
630,lang::A,дълъг,dólg
631,kurz::A,къс,krátek
632,breit::A,широк,širòk
633,schmal::A,тесен,ózek
634,dicht::A,гъст,góst
635,dick[Gegenstand]::A,дебел,dêbel
636,dünn::A,тънък,tánek
637,fein::A,фин,drôben
638,fein::A,тънък,drôben
639,fest::A,твърд,tŕden
640,fest::A,плътен,tŕden
641,flach::A,равен,plán
642,flach::A,равен,plòsk
643,flach::A,плосък,plán
644,flach::A,плосък,plòsk
645,glatt::A,гладък,gládek
646,hart::A,твърд,tŕd
647,hart::A,корав,tŕd
648,weich::A,мек,mehák
649,rund::A,кръгъл,okrógel
650,spitz::A,островръх,šílast
651,scharf::A,остър,óster
652,stumpf::A,тъп,tóp
653,stumpf::A,тъп,skŕhan
654,schwer::A,тежък,têžek
655,schön::A,хубав,lép
656,schön::A,хубав,krásen
657,schön::A,красив,lép
658,schön::A,красив,krásen
659,heiß::A,жарък,vròč
660,warm::A,топъл,tôpel
661,kalt::A,студен,mŕzel
662,kalt::A,студен,hláden
663,kühl::A,хладен,hláden
664,frisch::A,свеж,svéž
665,feucht::A,влажен,vlážen
666,nass::A,мокър,móker
667,trocken::A,сух,súh
668,voll::A,пълен,póln
669,leer::A,празен,prázen
670,offen::A,откровен,odpŕt
671,geschlossen::A,закрит,zapŕt
672,geschlossen::A,затворен,zapŕt
673,sauber::A,чист,číst
674,sauber::A,чист,líčen
675,schmutzig::A,мръсен,umázan
676,roh::A,суров,suròv
677,reif::A,зрял,zrèl
678,lecker::A,вкусен,okúsen
679,süß::A,сладък,sládek
680,bitter::A,горчив,grenák
681,sauer::A,кисел,kísel
682,hell::A,ясен,svetèl
683,hell::A,светъл,svetèl
684,dunkel::A,тъмен,temèn
685,schwarz::A,черен,čŕn
686,weiß::A,бял,bél
687,rot::A,червен,rdèč
688,gelb::A,жълт,žólt
689,gelb::A,жълт,rumèn
690,blau::A,син,móder
691,grün::A,зелен,zelèn
692,grau::A,сив,sív
693,bunt::A,шарен,písan
694,bunt::A,пъстър,písan
695,billig::A,евтин,pocéni
696,teuer::A,скъп,drág
697,wertvoll::A,ценен,dragocén
698,blind::A,сляп,slép
699,taub::A,глух,glúh
700,kräftig::A,силен,močán
701,stark::A,здрав,ják
702,stark::A,силен,ják
703,schwach::A,слаб,šíbek
704,fett::A,тлъст,dêbel
705,schlank::A,тънък,vítek
706,schlank::A,строен,vítek
707,hübsch::A,хубав,lép
708,böse::A,зъл,zèl
709,böse::A,зъл,hudôben
710,dumm::A,глупав,glúp
711,dumm::A,глупав,bédast
712,faul::A,ленив,lén
713,faul::A,мързелив,lén
714,fleißig::A,прилежен,marljív
715,geizig::A,скъпернически,škŕt
716,klug::A,умен,pámeten
717,klug::A,разумен,pámeten
718,geschickt::A,умел,spréten
719,geschickt::A,сръчен,spréten
720,lieb::A,мил,míl
721,lieb::A,мил,ljúb
722,lieb::A,драг,míl
723,lieb::A,драг,ljúb
724,lustig::A,весел,vesél
725,sanft::A,нежен,láhek
726,sanft::A,кротък,láhek
727,hungrig::A,гладен,láčen
728,krank::A,болен,bolán
729,nackt::A,гол,nág
730,traurig::A,тъжен,túžen
731,traurig::A,печален,túžen
732,lebendig::A,жив,žív
733,gut::A,добър,dóber
734,schlecht::A,лош,malopríden
735,richtig::A,правилен,pravílen
736,schlimm::A,лош,húd
737,wahr::A,верен,resníčen
738,wahr::A,истински,resníčen
739,alt::A,стар,stàr
740,alt::A,древен,stàr
741,neu::A,нов,nòv
742,ehemalig::A,бивш,nekdánji
743,alt[Lebewesen]::A,стар,stàr
744,jung::A,млад,mlád
745,arm::A,беден,ubóg
746,arm::A,беден,réven
747,reich::A,богат,bogàt
748,bekannt::A,познат,znán
749,bekannt::A,известен,znán
750,berühmt::A,почут,sláven
751,berühmt::A,почут,znamenít
752,berühmt::A,известен,sláven
753,berühmt::A,известен,znamenít
754,fremd::A,чужд,túj
755,verschieden::A,разен,razlíčen
756,verschieden::A,различен,razlíčen
757,nah::A,близък,blížnji
758,fern::A,далечен,dáleč
759,linker::A,ляв,lévi
760,rechter::A,прав,désni
761,anderer::A,друг,drúgi
762,erster::A,пръв,pŕvi
763,erster::A,първи,pŕvi
764,zweiter::A,втори,drúgi
765,dritter::A,трети,trétji
766,letzter::A,последен,poslédnji
767,allein::ADV,само,sám
768,auf einmal::ADV,същевременно,obênem
769,zusammen::ADV,заедно,skúpaj
770,lange::ADV,дълго,dólgo
771,plötzlich::ADV,изведнъж,náglo
772,plötzlich::ADV,изведнъж,nenádoma
773,sofort::ADV,веднага,prècej
774,später::ADV,по-късно,poznêje
775,jetzt::ADV,сега,zdàj
776,heute::ADV,днес,dánes
777,morgen::ADV,утре,jútri
778,bald::ADV,скоро,kmálu
779,dann::ADV,после,nató
780,dann::ADV,тогава,nató
781,gestern::ADV,вчера,včéraj
782,einst::ADV,някога,nékdaj
783,damals::ADV,тогава,tedàj
784,damals::ADV,тогава,takràt
785,danach::ADV,после,potèm
786,danach::ADV,след това,potèm
787,vorher::ADV,преди,poprèj
788,vorher::ADV,преди това,poprèj
789,zuerst::ADV,най-напред,spŕva
790,einmal::ADV,веднъж,ênkrat
791,einmal::ADV,един път,ênkrat
792,manchmal::ADV,понякога,včásih
793,oft::ADV,често,pogósto
794,immer::ADV,винаги,védno
795,immer::ADV,винаги,zméraj
796,niemals::ADV,никога,nikdàr
797,hier::ADV,тук,tù
798,hier::ADV,тук,túkaj
799,hier::ADV,тука,tù
800,hier::ADV,тука,túkaj
801,hierhin::ADV,насам,sèmkaj
802,von hier::ADV,оттук,od tú
803,von hier::ADV,оттука,od tú
804,dort::ADV,там,tàm
805,dorthin::ADV,натам,tjà
806,dorthin::ADV,нататък,tjà
807,geradeaus::ADV,направо,rávno napréj
808,vorwärts::ADV,напред,napréj
809,rückwärts::ADV,назад,zádaj
810,zurück::ADV,обратно,nazáj
811,unten::ADV,долу,dôli
812,unten::ADV,долу,spôdaj
813,hinab::ADV,надолу,dôl
814,oben::ADV,горе,gôri
815,oben::ADV,горе,zgôraj
816,hinauf::ADV,нагоре,gôr
817,überall::ADV,навсякъде,povsód
818,nicht::ADV,не,ne
819,ein wenig::ADV,малко,málo
820,kaum::ADV,едва,kómaj
821,kaum::ADV,едвам,kómaj
822,sehr::ADV,много,zeló
823,sehr::ADV,твърде,zeló
824,so::ADV,тъй,takó
825,so::ADV,така,takó
826,noch::ADV,още,še
827,nur::ADV,само,samó
828,schon::ADV,вече,žè
829,wieder::ADV,пак,spét
830,wieder::ADV,отново,spét
831,vergebens::ADV,напразно,zamàn
832,vergebens::ADV,напразно,zastónj
833,vor::PRP,пред,pred
834,hinter::PRP,зад,za
835,unter::PRP,под,pod
836,durch::PRP,през,skózi
837,neben::PRP,до,kràj
838,neben::PRP,до,póleg
839,neben::PRP,при,kràj
840,neben::PRP,при,póleg
841,zwischen::PRP,между,med
842,zwischen::PRP,между,izmed
