,Concept_ID,ja,sq
833,elf::NUM,十一,njëmbëdhjetë
834,zwölf::NUM,十二,dymbëdhjetë
835,zwanzig::NUM,二十,njëzet
836,dreißig::NUM,三十,tridhjetë
837,vierzig::NUM,四十,dyzet
838,fünfzig::NUM,五十,pesëdhjetë
839,sechzig::NUM,六十,gjashtëdhjetë
840,siebzig::NUM,七十,shtatëdhjetë
841,achtzig::NUM,八十,tetëdhjetë
842,neunzig::NUM,九十,nëntëdhjetë
843,hundert::NUM,百,qind
844,tausend::NUM,千,mijë
845,und::CNJ,-と,e
846,und::CNJ,-と,dhe
847,und::CNJ,そして,e
848,und::CNJ,そして,dhe
849,oder::CNJ,或いは,a
850,oder::CNJ,或いは,apo
851,stehen::V,立っている,rri
852,sitzen::V,座っている,rri
853,liegen::V,横になっている,rri shtrirë
854,hängen::V,掛かっている,varem
855,werden::V,なる,bëhem
856,passieren::V,起こる,ndodh
857,beginnen::V,始まる,filloj
858,enden::V,終わる,përfundoj
859,wechseln::V,変わる,ndërroj
860,aufgehen[Sonne]::V,出る,hapem
861,untergehen[Sonne]::V,沈む,hyj
862,untergehen[Sonne]::V,沈む,perëndoj
863,scheinen[Sonne]::V,輝く,ndriçoj
864,donnern::V,雷が鳴る,gjëmoj
865,donnern::V,雷が鳴る,bubulloj
866,wehen::V,吹く,fryj
867,strömen::V,流れる,derdh
868,fließen::V,流れる,rrjedh
869,sich drehen::V,回転する,rrotullohem
870,schwanken::V,揺れる,dyzoj
871,schwingen::V,振動する,dridhem
872,fallen::V,落ちる,bie
873,brennen::V,燃える,digjem
874,rauchen::V,煙を出す,nxjerr tym
875,regnen::V,雨が降る,bie shi
876,gefrieren::V,凍る,ngrij
877,tauen::V,溶ける,shkrij
878,schmelzen::V,溶ける,shkrij
879,trocknen::V,乾く,thaj
880,sieden::V,沸く,ziej
881,faulen::V,腐る,kalbem
882,faulen::V,腐る,prishem
883,verfaulen::V,朽ちる,kalbem
884,reißen::V,切れる,grisem
885,reißen::V,切れる,shqyhem
886,versinken::V,沈む,humboj
887,vergehen::V,経つ,kaloj
888,erscheinen::V,現れる,dukem
889,verschwinden::V,消える,zhdukem
890,sinken::V,下がる,ulem
891,abnehmen::V,減る,pakësohem
892,abnehmen::V,減る,zvogëlohem
893,zunehmen::V,増える,shtohem
894,steigen::V,上がる,rritem
895,wachsen::V,伸びる,rritem
896,glänzen::V,輝く,vezulloj
897,funkeln::V,ぴかぴか光る,xixoj
898,funkeln::V,ぴかぴか光る,xixëlloj
899,lärmen::V,騒ぐ,oshtij
900,lärmen::V,騒ぐ,zhurmoj
901,läuten::V,鳴る,bie
902,klingeln::V,鳴る,i bie ziles
903,klirren::V,がらんがらんと鳴る,kërcëlloj
904,brausen::V,逆巻く,gjëmoj
905,rauschen::V,戦ぐ,fëshfërij
906,klingen::V,鳴る,tingëlloj
907,bellen::V,吠える,leh
908,heulen::V,きゃんきゃん鳴く,ulërij
909,blasen::V,吹く,fryj
910,pfeifen::V,口笛を吹く,fishkëllej
911,schreien::V,叫ぶ,bërtas
912,stöhnen::V,うめく,rënkoj
913,zittern::V,震える,trembem
914,leben::V,生きている,rroj
915,leben::V,生きている,jetoj
916,geboren werden::V,生まれる,lind
917,atmen::V,呼吸する,marr frymë
918,trinken::V,飲む,pi
919,essen::V,食べる,ha
920,schlucken::V,飲み込む,gëlltis
921,schlucken::V,飲み込む,kapërdij
922,müde werden::V,眠くなる,lodhem
923,einschlafen::V,寝付く,bie të fle
924,schlafen::V,眠る,fle
925,aufwachen::V,目が覚める,zgjohem
926,aufstehen::V,起きる,çohem
927,aufstehen::V,起きる,ngrihem
928,sich erholen::V,休養する,qetësohem
929,sich erholen::V,休養する,shtendosem
930,krank werden::V,病気になる,bie i sëmurë
931,krank sein::V,病気である,jam i sëmurë
932,schmerzen::V,痛む,dhemb
933,husten::V,咳をする,kollitem
934,genesen::V,元気になる,shërohem
935,sterben::V,死ぬ,vdes
936,sterben::V,亡くなる,vdes
937,umkommen::V,死亡する,vdes
938,umkommen::V,死亡する,mbaroj
939,sich bewegen::V,移動する,shkundem
940,sich rühren::V,動く,lëviz
941,sich erheben::V,立ち上がる,ngrihem
942,sich setzen::V,座る,ulem
943,hinfallen::V,転ぶ,gremisem
944,laufen::V,歩く,eci
945,schreiten::V,跨ぐ,çapem
946,spazierengehen::V,散歩する,shëtis
947,eilen::V,急ぐ,ngas
948,sich beeilen::V,焦る,nxitoj
949,sausen::V,疾駆する,eci shpejt
950,rennen::V,走る,vrapoj
951,springen::V,跳ぶ,kërcej
952,klettern::V,よじ登る,hipi
953,schaukeln::V,ぶらんこに乗る,kolovitem
954,kriechen::V,這う,zvarritem
955,schwimmen::V,泳ぐ,notoj
956,tauchen::V,潜る,zhytem
957,rudern::V,漕ぐ,vozis
958,fahren::V,行く,shkoj
959,fahren::V,乗車する,shkoj
960,fliegen::V,飛ぶ,fluturoj
961,gehen::V,行く,eci
962,gehen::V,行く,shkoj
963,weggehen::V,立ち去る,vete
964,abfahren::V,出発する,nisem
965,anhalten::V,止まる,ndalem
966,hineingehen::V,入る,futem
967,eintreten::V,中に入る,hyj
968,kommen::V,来る,vij
969,ankommen::V,着く,arrij
970,ankommen::V,着く,mbërrij
971,ankommen::V,到着する,arrij
972,ankommen::V,到着する,mbërrij
973,zurückkommen::V,帰る,kthehem
974,bleiben::V,留まる,mbetem
975,bleiben::V,留まる,qëndroj
976,warten::V,待つ,pres
977,erwarten::V,期待する,pres
978,suchen::V,探る,kërkoj
979,finden::V,見つける,gjej
980,versuchen::V,試す,mundohem
981,vorbereiten::V,準備する,përgatis
982,lieben::V,愛する,dashuroj
983,mögen::V,好きである,dua
984,lachen::V,笑う,qesh
985,rühren::V,感情を動かす,mallëngjej
986,weinen::V,泣く,qaj
987,schimpfen::V,叱る,shaj
988,sich ärgern::V,怒る,bëhem verem
989,sich ärgern::V,腹を立てる,bëhem verem
990,sich fürchten::V,怖がる,kam frikë
991,sich fürchten::V,怖がる,frikësohem
992,fürchten::V,恐れる,kam frikë nga
993,fliehen::V,逃げる,arratisem
994,flüchten::V,逃亡する,iki
995,sehen::V,見る,shoh
996,anschauen::V,眺める,shikoj
997,ansehen::V,見る,shikoj
998,hören::V,聞く,dëgjoj
999,zuhören::V,聴く,veshtoj
1000,probieren::V,食べてみる,provoj
1001,riechen::V,気取る,nuhas
1002,fühlen::V,感じる,ndiej
1003,scheinen::V,ように見える,ndriçoj
1004,zu sehen sein::V,見える,dukem
1005,vernehmen::V,承る,dëgjoj
1006,frieren::V,寒気がする,mërdhij
1007,tun::V,する,bëj
1008,können::V,出来る,mund
1009,wollen::V,-たい,dua
1010,wollen::V,-たい,dëshiroj
1011,anfangen::V,始める,filloj
1012,beenden::V,終える,kryej
1013,beenden::V,終える,mbaroj
1014,aufhören::V,止める,pushoj
1015,gelingen::V,成功する,më shkon mbarë
1016,geraten::V,当たる,del
1017,öffnen::V,開く,hap
1018,öffnen::V,開ける,hap
1019,schließen::V,閉める,mbyll
1020,stellen::V,置く,vë
1021,stellen::V,据える,vë
1022,setzen::V,座らせる,vë
1023,legen::V,置く,vë
1024,berühren::V,触る,rrok
1025,berühren::V,触れる,rrok
1026,verbinden::V,結びつける,bashkoj
1027,bedecken::V,覆う,mbuloj
1028,aufhängen::V,掛ける,var
1029,anzünden::V,燃やす,ndez
1030,anzünden::V,火をつける,ndez
1031,aufheben::V,拾う,ngre
1032,zurücklassen::V,残す,lë pas
1033,verlieren::V,無くす,humb
1034,fallen lassen::V,落とす,lëshoj
1035,machen::V,作る,bëj
1036,herstellen::V,製造する,prodhoj
1037,bauen::V,建設する,ndërtoj
1038,reparieren::V,直す,ndreq
1039,reparieren::V,直す,meremetoj
1040,reparieren::V,修理する,ndreq
1041,reparieren::V,修理する,meremetoj
1042,verbessern::V,改良する,përmirësoj
1043,ändern::V,変える,ndërroj
1044,graben::V,掘る,gërmoj
1045,beugen::V,折る,kërrus
1046,biegen::V,曲げる,përkul
1047,drehen::V,回す,dredh
1048,drehen::V,回す,rrotulloj
1049,wenden::V,裏返す,kthej
1050,umdrehen::V,裏返す,kthej
1051,heben::V,挙げる,ngre
1052,hochheben::V,持ち上げる,ngre
1053,ergreifen::V,取り上げる,rrëmbej
1054,halten::V,持つ,mbaj
1055,drücken::V,押す,shtyp
1056,schieben::V,ずらす,shtyj
1057,kratzen::V,引っ掻く,kruaj
1058,kratzen::V,引っ掻く,gërvisht
1059,lecken::V,なめる,lëpij
1060,beißen::V,噛む,kafshoj
1061,abreißen::V,剝ぎ取る,shkëpus
1062,abschneiden::V,切り取る,cungoj
1063,binden::V,縛る,lidh
1064,stecken::V,差し込む,fus
1065,stecken::V,差し込む,ngul
1066,brechen::V,破る,thyej
1067,klopfen::V,とんとん叩く,trokas
1068,hauen::V,叩く,godas
1069,kleben::V,貼る,ngjis
1070,kleben::V,くっ付ける,ngjis
1071,reiben::V,擦る,fërkoj
1072,streichen::V,塗る,lyej
1073,schleifen::V,研ぐ,mpreh
1074,schneiden::V,切る,pres
1075,rütteln::V,揺さぶる,shkund
1076,schütteln::V,振る,lëkund
1077,schütteln::V,揺さぶる,lëkund
1078,schwenken::V,振る,valëvit
1079,schütten::V,注ぐ,mbush
1080,füllen::V,いっぱいにする,mbush
1081,einwickeln::V,包む,mbështjell
1082,tragen::V,運ぶ,mbaj
1083,tragen::V,運ぶ,mbart
1084,schleppen::V,引きずる,heq
1085,schleppen::V,引きずる,zhgërryej
1086,ziehen::V,引く,tërheq
1087,aufbewahren::V,預かる,ruaj
1088,werfen::V,投げる,hedh
1089,fangen::V,受ける,kap
1090,packen::V,掴む,rrëmbej
1091,verstecken::V,隠す,fsheh
1092,teilen::V,分ける,ndaj
1093,schicken::V,送る,dërgoj
1094,bringen::V,持って行く,sjell
1095,hinzufügen::V,加える,shtoj
1096,bekommen::V,得る,kap
1097,erhalten::V,受ける,marr
1098,nehmen::V,取る,marr
1099,wählen::V,選ぶ,zgjedh
1100,auswählen::V,選ぶ,përzgjedh
1101,bewahren::V,保存する,ruaj
1102,behindern::V,妨害する,pengoj
1103,verderben::V,台無しにする,prish
1104,beschädigen::V,損傷する,dëmtoj
1105,zerbrechen::V,割る,thyej
1106,zerreißen::V,引き裂く,çjerr
1107,zerreißen::V,引き裂く,zheloj
1108,zerstören::V,破壊する,prish
1109,zerstören::V,破壊する,shkatërroj
1110,verbrennen::V,焼く,djeg
1111,geben::V,上げる,jap
1112,reichen::V,渡す,jap
1113,schenken::V,贈る,fal
1114,schenken::V,贈る,dhuroj
1115,versprechen::V,約束する,premtoj
1116,wünschen::V,望む,uroj
1117,loben::V,褒める,lëvdoj
1118,loben::V,褒める,lavdëroj
1119,küssen::V,キスする,puth
1120,wiegen::V,揺する,tund
1121,zudecken::V,覆う,mbuloj
1122,wecken::V,起こす,zgjoj
1123,zeigen::V,見せる,dëftej
1124,führen::V,案内する,çoj
1125,lehren::V,教える,arsej
1126,unterrichten::V,通知する,arsimoj
1127,aufziehen::V,育てる,rris
1128,leiten::V,導く,udhëheq
1129,antreiben::V,励ます,nxis
1130,lassen::V,～させる,detyroj
1131,einladen::V,誘う,ftoj
1132,einladen::V,招待する,ftoj
1133,vereinigen::V,一つにする,bashkoj
1134,besuchen::V,訪ねる,vizitoj
1135,treffen::V,出会う,ndesh
1136,sich versammeln::V,集まる,tubohem
1137,spielen::V,遊ぶ,loz
1138,spielen::V,遊ぶ,luaj
1139,singen::V,歌う,këndoj
1140,tanzen::V,踊る,kërcej
1141,tanzen::V,踊る,vallëzoj
1142,sich trennen::V,別れる,ndahem
1143,verlassen::V,別れる,braktis
1144,retten::V,救う,shpëtoj
1145,retten::V,助ける,shpëtoj
1146,bewachen::V,見張る,ruaj
1147,bewachen::V,軽微する,ruaj
1148,schützen::V,保護する,ruaj
1149,schützen::V,保護する,mbroj
1150,verteidigen::V,守る,mbroj
1151,sich schlagen::V,殴る,zihem
1152,schießen::V,撃つ,shtie
1153,siegen::V,勝つ,fitoj
1154,siegen::V,勝つ,ngadhënjej
1155,ärgern::V,怒らせる,zemëroj
1156,schlagen::V,殴る,rrah
1157,schlagen::V,殴る,godas
1158,treten::V,蹴る,shtyj
1159,treten::V,蹴る,shtyj më këmbë
1160,stechen::V,突く,ther
1161,stechen::V,突く,shpoj
1162,stoßen::V,突く,shtyj
1163,stehlen::V,盗る,vjedh
1164,stören::V,構う,pengoj
1165,belästigen::V,邪魔する,bezdis
1166,verbergen::V,隠す,fsheh
1167,täuschen::V,だます,mashtroj
1168,betrügen::V,だます,kobis
1169,töten::V,殺す,vras
1170,wohnen::V,住む,banoj
1171,arbeiten::V,働く,punoj
1172,arbeiten::V,働く,vardoj
1173,sammeln::V,集める,mbledh
1174,sammeln::V,集める,grumbulloj
1175,sammeln::V,収集する,mbledh
1176,sammeln::V,収集する,grumbulloj
1177,pflücken::V,摘む,vjel
1178,pflücken::V,摘む,mbledh
1179,jagen::V,狩りをする,gjuaj
1180,fischen::V,釣る,peshkoj
1181,fischen::V,釣る,gjuaj peshk
1182,fassen::V,捕る,zë
1183,hüten::V,放牧する,kullos
1184,treiben::V,追う,vë përpara
1185,anbinden::V,繋ぐ,lidh
1186,füttern::V,餌をやる,grazhdoj
1187,melken::V,搾乳する,mjel
1188,hacken::V,刻む,grij
1189,gießen::V,水をやる,ujis
1190,reifen::V,熟す,piqem
1191,zubereiten::V,調理する,gatuaj
1192,kochen::V,煮る,ziej
1193,backen::V,焼く,pjek
1194,backen::V,焼く,furroj
1195,braten::V,焼く,fërgoj
1196,braten::V,焼く,tiganis
1197,braten::V,炒める,fërgoj
1198,braten::V,炒める,tiganis
1199,umrühren::V,混ぜる,trazoj
1200,stricken::V,編む,thur
1201,nähen::V,縫う,qep
1202,färben::V,染める,ngjyej
1203,färben::V,染める,bojatis
1204,reinigen::V,掃除する,qëroj
1205,reinigen::V,掃除する,pastroj
1206,waschen::V,洗う,laj
1207,waschen::V,洗う,finjos
1208,waschen::V,洗濯する,laj
1209,waschen::V,洗濯する,finjos
1210,abwischen::V,拭く,fshij
1211,spülen::V,洗う,kulloj
1212,spülen::V,すすぐ,kulloj
1213,fegen::V,掃除する,fshij
1214,kehren::V,掃く,fshij
1215,baden::V,入浴する,lahem
1216,sich waschen::V,洗う,lahem
1217,ausziehen::V,脱ぐ,heq
1218,ausziehen::V,脱ぐ,zbath
1219,anziehen::V,着る,vesh
1220,anziehen::V,着る,mbath
1221,sich anziehen::V,着る,vishem
1222,kämmen::V,梳く,kreh
1223,schmücken::V,飾る,hijeshoj
1224,sagen::V,言う,them
1225,sprechen::V,話す,flas
1226,reden::V,話す,fjalos
1227,reden::V,話す,fjalëtoj
1228,sich unterhalten::V,話をする,bisedoj
1229,fragen::V,聞く,pyes
1230,bitten::V,頼む,lus
1231,bitten::V,頼む,lutem
1232,bitten::V,お願いする,lus
1233,bitten::V,お願いする,lutem
1234,erzählen::V,物語る,rrëfej
1235,mitteilen::V,伝える,kumtoj
1236,nennen::V,名づける,quaj
1237,rufen::V,呼ぶ,thërras
1238,prahlen::V,自慢する,mburrem
1239,prahlen::V,自慢する,kapardisem
1240,übersetzen::V,訳す,përkthej
1241,denken::V,考える,mendoj
1242,glauben::V,信じる,besoj
1243,bemerken::V,気が付く,vërej
1244,erkennen::V,認識する,njoh
1245,erkennen::V,認識する,shquaj
1246,begreifen::V,分かる,marr vesh
1247,verstehen::V,聞き取る,marr vesh
1248,lernen::V,学ぶ,mësoj
1249,lernen::V,勉強する,mësoj
1250,wissen::V,知っている,di
1251,sich erinnern an::V,思い出す,kujtoj
1252,vergessen::V,忘れる,harroj
1253,messen::V,計る,mas
1254,messen::V,測定する,mas
1255,zählen::V,数える,njeh
1256,rechnen::V,計算する,llogaris
1257,lesen::V,読む,lexoj
1258,lesen::V,読む,këndoj
1259,malen::V,描く,lyej
1260,zeichnen::V,写生する,vizatoj
1261,schreiben::V,書く,shkruaj
1262,besitzen::V,所持する,kam
1263,kaufen::V,買う,blej
1264,verkaufen::V,売る,shes
1265,bezahlen::V,払う,paguaj
1266,zahlen::V,支払う,paguaj
1267,beherrschen::V,支配する,zotëroj
1268,ertragen::V,耐える,duroj
