,Concept_ID,fi,sl
195,Adler::N,kotka,ôrel
196,Ente::N,ankka,ráca
197,Eule::N,pöllö,sôva
198,Kranich::N,kurki,žerjàv
199,Krähe::N,varis,vrána
200,Kuckuck::N,käki,kúkavica
201,Schwan::N,joutsen,labód
202,Fisch::N,kala,ríba
203,Barsch::N,ahven,ostríž
204,Hecht::N,hauki,ščúka
205,Schlange[Tier]::N,käärme,káča
206,Wurm::N,mato,čr̀v
207,Wurm::N,mato,glísta
208,Spinne::N,hämähäkki,pájek
209,Ameise::N,muurahainen,mrávlja
210,Laus::N,täi,úš
211,Mücke::N,sääski,komár
212,Mücke::N,hyttynen,komár
213,Fliege::N,kärpänen,múha
214,Schmetterling::N,perhonen,metúlj
215,Beere::N,marja,jágoda
216,Apfel::N,omena,jábolko
217,Pilz::N,sieni,góba
218,Zwiebel::N,sipuli,čebúla
219,Saat::N,siemenet,séme
220,Korn::N,jyvä,zŕno
221,Korn::N,vilja,zŕno
222,Heu::N,heinä,senó
223,Schale::N,kuori,lupína
224,Grube::N,kuoppa,jáma
225,Falle::N,loukku,pást
226,Schlinge::N,ansa,zánka
227,Schlinge::N,ansa,pêtlja
228,Spur::N,jälki,sléd
229,Asche::N,tuhka,pepél
230,Dreck::N,lika,bláto
231,Eisen::N,rauta,želézo
232,Gold::N,kulta,zlató
233,Silber::N,hopea,srebró
234,Kohle::N,hiili,ógel
235,Glas::N,lasi,stêklo
236,Lehm::N,savi,ílo
237,Sand::N,hiekka,pések
238,Mensch::N,ihminen,člôvek
239,Mann::N,mies,móž
240,Mann::N,mies,môški
241,Frau::N,nainen,gospá
242,Frau::N,nainen,žénska
243,Kind::N,lapsi,déte
244,Kind::N,lapsi,otròk
245,Junge::N,poika,fànt
246,Junge::N,poika,déček
247,Mädchen::N,tyttö,deklè
248,Mädchen::N,tyttö,déklica
249,Familie::N,perhe,družína
250,Großvater::N,isoisä,dèd
251,Großvater::N,isoisä,dédek
252,Großmutter::N,isoäiti,bábica
253,Eltern::N,vanhemmat,stárši
254,Vater::N,isä,ôče
255,Mutter::N,äiti,máma
256,Sohn::N,poika,sín
257,Tochter::N,tytär,hčí
258,Tochter::N,tytär,hčérka
259,Bruder::N,veli,bràt
260,Schwester::N,sisko,sêstra
261,Onkel::N,eno,újec
262,Onkel::N,eno,stríc
263,Onkel::N,setä,újec
264,Onkel::N,setä,stríc
265,Tante::N,täti,têta
266,Tante::N,täti,strína
267,Ehemann::N,mies,móž
268,Ehemann::N,mies,sopróg
269,Ehemann::N,aviomies,móž
270,Ehemann::N,aviomies,sopróg
271,Ehefrau::N,vaimo,žêna
272,Ehefrau::N,vaimo,sopróga
273,Ehefrau::N,aviovaimo,žêna
274,Ehefrau::N,aviovaimo,sopróga
275,Freude::N,ilo,rádost
276,Freude::N,ilo,vesêlje
277,Freude::N,riemu,rádost
278,Freude::N,riemu,vesêlje
279,Gelächter::N,nauru,sméh
280,Gelächter::N,nauru,grohòt
281,Glück::N,onni,sréča
282,Kummer::N,suru,gorjé
283,Kummer::N,murhe,gorjé
284,Wunsch::N,toive,žêlja
285,Wunsch::N,toivomus,žêlja
286,Lust::N,himo,poželênje
287,Geist::N,henki,dúša
288,Gedanke::N,aate,mísel
289,Gedanke::N,ajatus,mísel
290,Gedächtnis::N,muisti,pámet
291,Verstand::N,äly,
292,Verstand::N,järki,
293,Verstand::N,ymmärrys,
294,Sinn::N,merkitys,pomèn
295,Sinn::N,merkitys,smísel
296,Grund::N,syy,vzròk
297,Grund::N,peruste,vzròk
298,Wahrheit::N,tosi,resníca
299,Wahrheit::N,totuus,resníca
300,Gespräch::N,puhelu,pogóvor
301,Gespräch::N,keskustelu,pogóvor
302,Märchen::N,satu,právljica
303,Erzählung::N,tarina,povést
304,Erzählung::N,kertomus,povést
305,Nachricht::N,tieto,sporočílo
306,Nachricht::N,ilmoitus,sporočílo
307,Neuigkeit::N,uutinen,novóst
308,Name::N,nimi,imé
309,Rätsel::N,arvoitus,ugánka
310,Rede::N,puhe,góvor
311,Sprache::N,kieli,jêzik
312,Stimme::N,ääni,glás
313,Wort::N,sana,beséda
314,Zeichen::N,merkki,znák
315,Ruf::N,kutsu,klíc
316,Lärm::N,melu,hrúp
317,Lärm::N,melu,trúšč
318,Lärm::N,hälinä,hrúp
319,Lärm::N,hälinä,trúšč
320,Laut::N,ääni,glás
321,Ton::N,sävel,tón
322,Lied::N,laulu,pésem
323,Ruhe::N,lepo,pokòj
324,Ruhe::N,rauha,pokòj
325,Leute::N,väki,ljudjé
326,Leute::N,ihmiset,ljudjé
327,Volk::N,kansa,národ
328,Arbeit::N,työ,délo
329,Gast::N,vieras,gòst
330,Geschenk::N,lahja,darílo
331,Spiel::N,peli,ígra
332,Spiel::N,leikki,ígra
333,Gesellschaft::N,seura,drúžba
334,Hilfe::N,apu,pomóč
335,Freund::N,ystävä,prijátelj
336,Kamerad::N,toveri,továriš
337,Angelegenheit::N,asia,zadéva
338,Anzahl::N,lukumäärä,števílo
339,Art::N,laji,vŕsta
340,Stück::N,pala,kós
341,Stück::N,kappale,kós
342,Teil::N,osa,dél
343,Hälfte::N,puoli,polovíca
344,Kreis::N,ympyrä,króg
345,Kreis::N,ympyrä,kolobár
346,Kreuz::N,risti,kríž
347,Linie::N,viiva,próga
348,Strich::N,piirto,čŕta
349,Abstand::N,väli,preslédek
350,Abstand::N,väljyys,preslédek
351,Entfernung::N,etäisyys,oddáljenost
352,Gegend::N,seutu,kràj
353,Gegend::N,seutu,dežêla
354,Platz::N,tila,prôstor
355,Ort::N,kohta,mésto
356,Ort::N,paikka,mésto
357,Seite::N,sivu,bòk
358,Seite::N,sivu,strán
359,Seite::N,kylki,bòk
360,Seite::N,kylki,strán
361,Mitte::N,keskus,sredína
362,Mitte::N,puoliväli,sredína
363,Gegenstand::N,kalu,prédmet
364,Gegenstand::N,esine,prédmet
365,Sache::N,asia,réč
366,Sache::N,asia,stvár
367,Rand::N,ääri,kràj
368,Rand::N,syrjä,kràj
369,Kante::N,särmä,rób
370,Ecke::N,nurkka,vogál
371,Spitze::N,terä,óst
372,Spitze::N,kärki,óst
373,Ende::N,pää,kônec
374,Ende::N,perä,kônec
375,Loch::N,kolo,lúknja
376,Loch::N,reikä,lúknja
377,Winkel::N,kulma,kót
378,Muster::N,kuvio,vzórec
379,Größe::N,koko,veličína
380,Größe::N,suuruus,veličína
381,Länge::N,pituus,dolžína
382,Höhe::N,korkeus,vršína
383,Gewicht::N,paino,téža
384,Menge::N,määrä,količína
385,Haufen::N,kasa,kùp
386,Haufen::N,kasa,kopíca
387,Reihe::N,rivi,níz
388,Reihe::N,rivi,vŕsta
389,Boot::N,vene,čóln
390,Ruder::N,airo,vêslo
391,Schlitten::N,reki,saní
392,Schlitten::N,kelkka,saní
393,Ski::N,suksi,smučí
394,Lagerfeuer::N,nuotio,táborni ôgenj
395,Last::N,kuorma,tôvor
396,Gang::N,kulku,hòd
397,Gang::N,käynti,hòd
398,Schritt::N,askel,korák
399,Norden::N,pohjoinen,séver
400,Süden::N,etelä,júg
401,Westen::N,länsi,zapàd
402,Osten::N,itä,vzhòd
403,Holz::N,puu,lés
404,Brett::N,lauta,deskà
405,Platte::N,levy,plôča
406,Stütze::N,noja,opóra
407,Stütze::N,noja,zaslómba
408,Stange::N,tanko,gréd
409,Stock::N,keppi,pálica
410,Stab::N,sauva,pálica
411,Stab::N,seiväs,pálica
412,Rohr::N,putki,cév
413,Haus::N,talo,híša
414,Heim::N,koti,dóm
415,Ofen::N,uuni,péč
416,Fußboden::N,lattia,pòd
417,Tisch::N,pöytä,míza
418,Stuhl::N,tuoli,stòl
419,Wiege::N,kehto,zíbel
420,Bett::N,sänky,póstelja
421,Regal::N,hylly,políca
422,Kiste::N,arkku,zabòj
423,Kiste::N,kirstu,zabòj
424,Kiste::N,laatikko,zabòj
425,Fenster::N,ikkuna,ôkno
426,Tür::N,ovi,vráta
427,Tor::N,portti,velíka vráta
428,Zaun::N,aita,ográja
429,Dach::N,katto,stréha
430,Leiter::N,tikkaat,léstev
431,Leiter::N,tikapuut,léstev
432,Besen::N,luuta,mêtla
433,Spaten::N,lapio,lopáta
434,Schaufel::N,lapio,lopáta
435,Gabel::N,haarukka,vílice
436,Löffel::N,lusikka,žlíca
437,Messer::N,veitsi,nòž
438,Nagel::N,naula,žebèlj
439,Netz::N,verkko,mréža
440,Haken::N,haka,kljúka
441,Haken::N,koukku,kljúka
442,Griff::N,ripa,ročáj
443,Griff::N,ripa,oprijèm
444,Griff::N,kahva,ročáj
445,Griff::N,kahva,oprijèm
446,Schloss::N,lukko,ključávnica
447,Bild::N,kuva,slíka
448,Figur::N,kuvio,figúra
449,Figur::N,kuvio,postáva
450,Puppe::N,nukke,lútka
451,Beutel::N,pussi,môšnja
452,Bündel::N,nippu,cúla
453,Bündel::N,nippu,svéženj
454,Bündel::N,kimppu,cúla
455,Bündel::N,kimppu,svéženj
456,Tasche::N,laukku,tórba
457,Tasche::N,laukku,tobôlec
458,Eimer::N,sanko,vêdro
459,Eimer::N,ämpäri,vêdro
460,Deckel::N,kansi,pokròv
461,Deckel::N,kansi,poklópec
462,Geschirr::N,astia,posóda
463,Sack::N,säkki,vréča
464,Tasse::N,kuppi,skodélica
465,Topf::N,pata,lônec
466,Kessel::N,kattila,kôtel
467,Essen::N,syönti,hrána
468,Nahrung::N,ruoka,živílo
469,Nahrung::N,ravinto,živílo
470,Speise::N,ruoka,jéd
471,Fleisch::N,liha,mesó
472,Getreide::N,vilja,žíto
473,Brei::N,puuro,káša
474,Brot::N,leipä,krùh
475,Scheibe::N,viipale,réženj
476,Fett::N,rasva,mást
477,Fett::N,rasva,maščôba
478,Butter::N,voi,máslo
479,Öl::N,öljy,ólje
480,Salz::N,suola,sól
481,Suppe::N,keitto,júha
482,Honig::N,hunaja,méd
483,Milch::N,maito,mléko
484,Tee::N,tee,čáj
485,Leder::N,nahka,úsnje
486,Wolle::N,villa,vólna
487,Stoff::N,kangas,blagó
488,Nadel::N,neula,ígla
489,Faden::N,lanka,nít
490,Knopf::N,nappi,gúmb
491,Knoten::N,solmu,vôzel
492,Farbe::N,maali,bárva
493,Kleidung::N,vaatteet,obléka
494,Hemd::N,paita,srájca
495,Kragen::N,kaulus,ovrátnik
496,Ärmel::N,hiha,rokáv
497,Hose::N,housut,hláče
498,Gürtel::N,vyö,pás
499,Mütze::N,lakki,kápa
500,Mütze::N,lakki,čépica
501,Schuh::N,kenkä,čévelj
502,Stiefel::N,saapas,škórenj
503,Ring::N,sormus,pŕstan
504,Band::N,nauha,trák
505,Kamm::N,kampa,glavník
506,Spiegel::N,peili,zrcálo
507,Spiegel::N,peili,ogledálo
508,Riemen::N,hihna,jêrmen
509,Schnur::N,naru,vŕvca
510,Schnur::N,nuora,vŕvca
511,Leine::N,talutushihna,konôpec
512,Decke::N,peite,odéja
513,Kissen::N,tyyny,blazína
514,Kissen::N,pielus,blazína
515,Tuch::N,huivi,pŕt
516,Tuch::N,huivi,rúta
517,Handtuch::N,pyyheliina,brisáča
518,Kraft::N,väki,síla
519,Kraft::N,voima,síla
520,Stärke::N,vahvuus,jákost
521,Gesundheit::N,terveys,zdrávje
522,Krankheit::N,tauti,bolézen
523,Krankheit::N,sairaus,bolézen
524,Schmerz::N,kipu,ból
525,Schmerz::N,kipu,bolečína
526,Schmerz::N,särky,ból
527,Schmerz::N,särky,bolečína
528,Wunde::N,haava,rána
529,Fieber::N,kuume,vročína
530,Arznei::N,lääke,lék
531,Arznei::N,lääke,zdravílo
532,Brücke::N,silta,móst
533,Brunnen::N,kaivo,vodnják
534,Weide::N,laidun,páša
535,Pfad::N,polku,stezà
536,Weg::N,tie,pót
537,Straße::N,katu,césta
538,Dorf::N,kylä,vás
539,Stadt::N,kaupunki,mésto
540,Brief::N,kirje,písmo
541,Buch::N,kirja,knjíga
542,Buchstabe::N,kirjain,čŕka
543,Zeitung::N,lehti,čásnik
544,Zeitung::N,sanomalehti,čásnik
545,Leben::N,elo,življênje
546,Leben::N,elämä,življênje
547,Tod::N,kuolema,smŕt
548,Grab::N,hauta,gròb
549,Kirche::N,kirkko,cérkev
550,Sünde::N,synti,gréh
551,Gott::N,jumala,bóg
552,Arbeiter::N,työläinen,délavec
553,Chef::N,päällikkö,šéf
554,Meister::N,mestari,mójster
555,Arzt::N,lääkäri,zdravník
556,Lehrer::N,opettaja,učítelj
557,Geld::N,raha,denár
558,Geschäft::N,liike,kupčíja
559,Laden::N,puoti,trgovína
560,Laden::N,kauppa,trgovína
561,Preis::N,hinta,céna
562,Ware::N,tavara,róba
563,Nutzen::N,hyöty,príd
564,Reichtum::N,rikkaus,bogástvo
565,Welt::N,maailma,svét
566,Land::N,maa,dežêla
567,Staat::N,valtio,držáva
568,König::N,kuningas,králj
569,Macht::N,mahti,oblást
570,Grenze::N,raja,mêja
571,Krieg::N,sota,vôjna
572,Feind::N,vihollinen,sovrážnik
573,Gewalt::N,väkivalta,nasílje
574,Kampf::N,taistelu,bòj
575,Kampf::N,taistelu,bórba
576,Bogen[Waffe]::N,jousi,lók
577,Pfeil::N,nuoli,puščíca
578,Gewehr::N,kivääri,púška
579,Fehler::N,vika,zmóta
580,Fehler::N,virhe,zmóta
581,Lüge::N,valhe,láž
582,Schaden::N,vaurio,okvára
583,Schaden::N,vahinko,okvára
584,Unglück::N,vahinko,nesréča
585,Unglück::N,onnettomuus,nesréča
586,Schuld::N,syy,krívda
587,Alter::N,ikä,dôba
588,Schluss::N,loppu,kônec
589,Zeit::N,aika,čàs
590,Tag::N,päivä,dán
591,Morgen::N,aamu,jútro
592,Morgen::N,huomen,jútro
593,Mittag::N,keskipäivä,póldan
594,Abend::N,ilta,večér
595,Nacht::N,yö,nóč
596,Woche::N,viikko,téden
597,Monat::N,kuukausi,mésec
598,Jahr::N,vuosi,léto
599,Frühling::N,kevät,pomlád
600,Sommer::N,kesä,polétje
601,Herbst::N,syksy,jesén
602,Winter::N,talvi,zíma
603,Januar::N,tammikuu,jánuar
604,Februar::N,helmikuu,fébruar
605,März::N,maaliskuu,márec
606,April::N,huhtikuu,apríl
607,Mai::N,toukokuu,máj
608,Juni::N,kesäkuu,júnij
609,Juli::N,heinäkuu,júlij
610,August::N,elokuu,avgúst
611,September::N,syyskuu,septêmber
612,Oktober::N,lokakuu,október
613,November::N,marraskuu,novêmber
614,Dezember::N,joulukuu,decémber
615,Montag::N,maanantai,ponedéljek
616,Dienstag::N,tiistai,tôrek
617,Mittwoch::N,keskiviikko,sréda
618,Donnerstag::N,torstai,četŕtek
619,Freitag::N,perjantai,pétek
620,Samstag::N,lauantai,sobóta
621,Sonntag::N,sunnuntai,nedélja
622,groß::A,iso,vêlik
623,groß::A,suuri,vêlik
624,klein::A,pieni,májhen
625,lang::A,pitkä,dólg
626,kurz::A,lyhyt,krátek
627,breit::A,leveä,širòk
628,schmal::A,kapea,ózek
629,dicht::A,taaja,góst
630,dick[Gegenstand]::A,paksu,dêbel
631,dünn::A,ohut,tánek
632,fein::A,hieno,drôben
633,fest::A,luja,tŕden
634,flach::A,litteä,plán
635,flach::A,litteä,plòsk
636,flach::A,tasainen,plán
637,flach::A,tasainen,plòsk
638,glatt::A,sileä,gládek
639,glatt::A,siloinen,gládek
640,hart::A,kova,tŕd
641,weich::A,pehmeä,mehák
642,rund::A,pyöreä,okrógel
643,spitz::A,terävä,šílast
644,scharf::A,terävä,óster
645,stumpf::A,tylsä,tóp
646,stumpf::A,tylsä,skŕhan
647,schwer::A,raskas,têžek
648,schwer::A,painava,têžek
649,schön::A,kaunis,lép
650,schön::A,kaunis,krásen
651,heiß::A,kuuma,vròč
652,warm::A,lämmin,tôpel
653,kalt::A,kylmä,mŕzel
654,kalt::A,kylmä,hláden
655,kalt::A,viluinen,mŕzel
656,kalt::A,viluinen,hláden
657,kühl::A,viileä,hláden
658,frisch::A,tuore,svéž
659,feucht::A,kostea,vlážen
660,nass::A,märkä,móker
661,trocken::A,kuiva,súh
662,voll::A,täysi,póln
663,leer::A,tyhjä,prázen
664,offen::A,avonainen,odpŕt
665,geschlossen::A,suljettu,zapŕt
666,sauber::A,puhdas,číst
667,sauber::A,puhdas,líčen
668,schmutzig::A,likainen,umázan
669,roh::A,raaka,suròv
670,reif::A,kypsä,zrèl
671,lecker::A,herkullinen,okúsen
672,süß::A,makea,sládek
673,bitter::A,karvas,grenák
674,bitter::A,kitkerä,grenák
675,sauer::A,hapan,kísel
676,hell::A,kirkas,svetèl
677,hell::A,valoisa,svetèl
678,dunkel::A,pimeä,temèn
679,schwarz::A,musta,čŕn
680,weiß::A,valkea,bél
681,rot::A,punainen,rdèč
682,gelb::A,keltainen,žólt
683,gelb::A,keltainen,rumèn
684,blau::A,sininen,móder
685,grün::A,vihreä,zelèn
686,grau::A,harmaa,sív
687,bunt::A,kirjava,písan
688,billig::A,halpa,pocéni
689,billig::A,huokea,pocéni
690,teuer::A,kallis,drág
691,wertvoll::A,arvokas,dragocén
692,blind::A,sokea,slép
693,taub::A,kuuro,glúh
694,kräftig::A,väkevä,močán
695,kräftig::A,voimakas,močán
696,stark::A,vahva,ják
697,schwach::A,heikko,šíbek
698,fett::A,lihava,dêbel
699,schlank::A,hoikka,vítek
700,schlank::A,solakka,vítek
701,hübsch::A,soma,lép
702,hübsch::A,sievä,lép
703,böse::A,paha,zèl
704,böse::A,paha,hudôben
705,böse::A,häijy,zèl
706,böse::A,häijy,hudôben
707,dumm::A,tyhmä,glúp
708,dumm::A,tyhmä,bédast
709,dumm::A,typerä,glúp
710,dumm::A,typerä,bédast
711,faul::A,laiska,lén
712,fleißig::A,ahkera,marljív
713,geizig::A,saita,škŕt
714,klug::A,älykäs,pámeten
715,geschickt::A,taitava,spréten
716,lieb::A,rakas,míl
717,lieb::A,rakas,ljúb
718,lustig::A,hauska,vesél
719,lustig::A,iloinen,vesél
720,sanft::A,lauha,láhek
721,sanft::A,lempeä,láhek
722,hungrig::A,nälkäinen,láčen
723,krank::A,sairas,bolán
724,nackt::A,alaston,nág
725,traurig::A,surullinen,túžen
726,traurig::A,murheellinen,túžen
727,lebendig::A,elävä,žív
728,gut::A,hyvä,dóber
729,schlecht::A,paha,malopríden
730,schlecht::A,huono,malopríden
731,richtig::A,oikea,pravílen
732,schlimm::A,paha,húd
733,wahr::A,tosi,resníčen
734,alt::A,vanha,stàr
735,neu::A,uusi,nòv
736,ehemalig::A,entinen,nekdánji
737,ehemalig::A,muinainen,nekdánji
738,alt[Lebewesen]::A,vanha,stàr
739,jung::A,nuori,mlád
740,arm::A,köyhä,ubóg
741,arm::A,köyhä,réven
742,reich::A,rikas,bogàt
743,bekannt::A,tuttu,znán
744,bekannt::A,tunnettu,znán
745,berühmt::A,kuuluisa,sláven
746,berühmt::A,kuuluisa,znamenít
747,fremd::A,vieras,túj
748,verschieden::A,eri,razlíčen
749,verschieden::A,erilainen,razlíčen
750,nah::A,läheinen,blížnji
751,fern::A,etäinen,dáleč
752,linker::A,vasen,lévi
753,rechter::A,oikea,désni
754,anderer::A,muu,drúgi
755,anderer::A,toinen,drúgi
756,erster::A,ensimmäinen,pŕvi
757,zweiter::A,toinen,drúgi
758,dritter::A,kolmas,trétji
759,letzter::A,viimeinen,poslédnji
760,allein::ADV,yksin,sám
761,auf einmal::ADV,yhdellä kertaa,obênem
762,zusammen::ADV,yhdessä,skúpaj
763,lange::ADV,kauan,dólgo
764,lange::ADV,pitkään,dólgo
765,plötzlich::ADV,äkkiä,náglo
766,plötzlich::ADV,äkkiä,nenádoma
767,sofort::ADV,heti,prècej
768,später::ADV,myöhemmin,poznêje
769,jetzt::ADV,nyt,zdàj
770,heute::ADV,tänään,dánes
771,morgen::ADV,huomenna,jútri
772,bald::ADV,pian,kmálu
773,dann::ADV,sitten,nató
774,gestern::ADV,eilen,včéraj
775,einst::ADV,aikanaan,nékdaj
776,damals::ADV,silloin,tedàj
777,damals::ADV,silloin,takràt
778,damals::ADV,siihen aikaan,tedàj
779,damals::ADV,siihen aikaan,takràt
780,danach::ADV,sen jälkeen,potèm
781,vorher::ADV,ennen,poprèj
782,zuerst::ADV,ensin,spŕva
783,zuerst::ADV,ensiksi,spŕva
784,einmal::ADV,kerran,ênkrat
785,manchmal::ADV,joskus,včásih
786,oft::ADV,usein,pogósto
787,immer::ADV,aina,védno
788,immer::ADV,aina,zméraj
789,niemals::ADV,ei koskaan,nikdàr
790,hier::ADV,tässä,tù
791,hier::ADV,tässä,túkaj
792,hier::ADV,täällä,tù
793,hier::ADV,täällä,túkaj
794,hierhin::ADV,tähän,sèmkaj
795,von hier::ADV,tästä,od tú
796,von hier::ADV,täältä,od tú
797,dort::ADV,siinä,tàm
798,dort::ADV,siellä,tàm
799,dorthin::ADV,sinne,tjà
800,dorthin::ADV,tuonne,tjà
801,geradeaus::ADV,suoraan,rávno napréj
802,vorwärts::ADV,eteenpäin,napréj
803,rückwärts::ADV,taaksepäin,zádaj
804,zurück::ADV,takaisin,nazáj
805,unten::ADV,alhaalla,dôli
806,unten::ADV,alhaalla,spôdaj
807,hinab::ADV,alas,dôl
