,Concept_ID,ba,az
753,von hier::ADV,ошонан,buradan
754,dort::ADV,шунда,ora
755,dort::ADV,шунда,orada
756,dort::ADV,тегендә,ora
757,dort::ADV,тегендә,orada
758,dorthin::ADV,шунда,oraya
759,dorthin::ADV,тегеләй,oraya
760,geradeaus::ADV,тура,düz
761,vorwärts::ADV,алға,irəli
762,rückwärts::ADV,кирегә,geri
763,zurück::ADV,кирегә,geriyə
764,unten::ADV,түбәндә,aşağıda
765,hinab::ADV,түбәнгә,aşağı
766,oben::ADV,юғарыла,yuxarıda
767,hinauf::ADV,юғарыға,yuxarı
768,überall::ADV,бөтә урында,hər yerdə
769,nicht::ADV,тугел,-ma-
770,ein wenig::ADV,аҙ,bir az
771,kaum::ADV,көскә,güclə
772,kaum::ADV,саҡ-саҡ,güclə
773,sehr::ADV,ифат,çox
774,so::ADV,шулай,belə
775,noch::ADV,йәнә,hələ
776,nur::ADV,бары,yalnız
777,schon::ADV,инде,artıq
778,wieder::ADV,тағы,yenə
779,vergebens::ADV,бушҡа,boş yerə
780,vor::PRP,алдында,önündə
781,hinter::PRP,артында,arxasında
782,unter::PRP,аҫтында,altında
783,durch::PRP,үтә,içindən
784,neben::PRP,эргәһендә,yanında
785,zwischen::PRP,араһында,arasında
786,wegen::PRP,өсөн,üçün
787,wegen::PRP,өсөн,ötəri
788,wegen::PRP,сәбәпле,üçün
789,wegen::PRP,сәбәпле,ötəri
790,dies::PRN,был,bu
791,dies::PRN,ошо,bu
792,das::PRN,ул,o
793,alles::PRN,бөтә,hər şey
794,ich::PRN,мин,mən
795,du::PRN,һин,sən
796,er::PRN,ул,o
797,wir::PRN,беҙ,biz
798,ihr::PRN,һеҙ,siz
799,sie::PRN,улар,onlar
800,was::FPRN,ә,nə
801,was::FPRN,ни,nə
802,was::FPRN,нәмә,nə
803,wer::FPRN,ҡем,kim
804,wo::FADV,ҡайҙа,harada
805,wohin::FADV,ҡайҙа,haraya
806,wie::FADV,инидәй,necə
807,warum::FADV,ин өсөн,niyə
808,warum::FADV,ин өсөн,nə üçün
809,wieviel::FNUM,күпме,neçə
810,wieviel::FNUM,күпме,nə qədər
811,eins::NUM,бер,bir
812,zwei::NUM,ике,iki
813,zwei::NUM,икәү,iki
814,drei::NUM,өс,üç
815,vier::NUM,дүрт,dörd
816,fünf::NUM,биш,beş
817,sechs::NUM,алты,altı
818,sieben::NUM,ете,yeddi
819,acht::NUM,һигеҙ,səkkiz
820,neun::NUM,туғыҙ,doqquz
821,zehn::NUM,ун,on
822,elf::NUM,ун бер,on bir
823,zwölf::NUM,ун ике,on iki
824,zwanzig::NUM,егерме,iyirmi
825,dreißig::NUM,утыҙ,otuz
826,vierzig::NUM,ҡырҡ,qırx
827,fünfzig::NUM,илле,əlli
828,sechzig::NUM,алтмыш,altmış
829,siebzig::NUM,етмеш,yetmiş
830,achtzig::NUM,һикһән,səksən
831,neunzig::NUM,туҡһан,doxsan
832,hundert::NUM,йөҙ,yüz
833,tausend::NUM,мең,min
834,und::CNJ,да,və
835,oder::CNJ,йәки,ya
836,stehen::V,тороу,durmaq
837,sitzen::V,ултырыу,oturmaq
838,liegen::V,ятыу,uzanmaq
839,hängen::V,аҫылынып тороу,asılmaq
840,werden::V,булыу,olmaq
841,passieren::V,булыу,olmaq
842,passieren::V,булыу,baş vermək
843,beginnen::V,башлау,başlamaq
844,enden::V,бөтөү,bitmək
845,enden::V,тамамланыү,bitmək
846,wechseln::V,үҙгәреү,dəyişmək
847,aufgehen[Sonne]::V,ҡалҡыу,doğmaq
848,untergehen[Sonne]::V,байыу,batmaq
849,scheinen[Sonne]::V,яҡтыртып тороу,parlamaq
850,donnern::V,күкрәү,guruldamaq
851,wehen::V,иҫеү,əsmək
852,strömen::V,ташыу,axmaq
853,fließen::V,ағыу,axmaq
854,sich drehen::V,әйләнеү,dönmək
855,schwanken::V,тирбәлеү,yellənmək
856,schwingen::V,бәүетеү,yellənmək
857,fallen::V,йығылыу,düşmek
858,brennen::V,яныу,yanmaq
859,rauchen::V,төтәү,tüstüləmək
860,regnen::V,ямғыр яуа,yağmaq
861,gefrieren::V,туңыү,donmaq
862,tauen::V,иреү,ərimək
863,schmelzen::V,иреү,ərimək
864,trocknen::V,кибеү,qurumaq
865,sieden::V,ҡайнау,qaynamaq
866,faulen::V,сереу,çürümək
867,verfaulen::V,сереу,çürümək
868,reißen::V,өҙөү,yırtılmaq
869,reißen::V,йыртылыу,yırtılmaq
870,versinken::V,батыу,batmaq
871,vergehen::V,үтеү,ötmək
872,erscheinen::V,килеп сығыу,görünmək
873,verschwinden::V,юғалыу,yox olmaq
874,sinken::V,түбәнәйеү,enmək
875,abnehmen::V,кәметеү,azalmaq
876,zunehmen::V,артыу,artmaq
877,steigen::V,күтәрелеү,yüksəlmək
878,wachsen::V,үҫеү,böyümək
879,glänzen::V,ялтырау,parlamaq
880,funkeln::V,баҙлау,parıldamaq
881,lärmen::V,шаулау,səs-küy etmək
882,läuten::V,ҡағыу,çalmaq
883,klingeln::V,ҡағыу,zəng etmək
884,klingeln::V,шылтыратыу,zəng etmək
885,klirren::V,шылтыратыу,cingildəmək
886,brausen::V,ҡотороноу,gurlamaq
887,rauschen::V,шыптырлау,xışıldamaq
888,klingen::V,яңғырау,səslənmək
889,bellen::V,өрөү,hürmək
890,heulen::V,олоу,ulamaq
891,blasen::V,өрөү,üfləmək
892,pfeifen::V,һызғырып ебәреү,fit vermek
893,schreien::V,ҡысҡырыу,bağırmaq
894,schreien::V,ҡысҡырыу,qışqırmaq
895,stöhnen::V,уңғырашыу,inləmək
896,zittern::V,ҡалтырау,titrəmək
897,leben::V,йәшәү,yaşamaq
898,geboren werden::V,тыуыу,doğmaq
899,atmen::V,тын алыү,nəfəs almaq
900,trinken::V,эсеү,içmek
901,essen::V,ашау,yemək
902,schlucken::V,йотоу,udmaq
903,müde werden::V,арыу,yorulmaq
904,einschlafen::V,йоҡлап китеү,yuxuya getmək
905,schlafen::V,йоҡлау,uyumaq
906,aufwachen::V,уяныу,oyanmaq
907,aufstehen::V,тороу,yuxudan durmaq
908,sich erholen::V,ял итеү,dincəlmək
909,krank werden::V,сирләү,xəstə olmaq
910,krank sein::V,сирләү,azarlanmaq
911,krank sein::V,сирләү,xəstələnmək
912,schmerzen::V,ауыртыу,ağrimaq
913,husten::V,йүтәлләү,öksürmək
914,genesen::V,һауығыу,sağalmaq
915,sterben::V,үлеү,ölmək
916,sterben::V,үлеү,vəfat etmək
917,umkommen::V,һәләк булыу,həlak olmaq
918,sich bewegen::V,хәрәкәт итеү,hərəkət etmək
919,sich rühren::V,ҡуҙғалыу,tərpənmək
920,sich erheben::V,тороу,qalxmaq
921,sich setzen::V,ултырыу,oturmaq
922,hinfallen::V,ҡолау,yıxılmaq
923,laufen::V,йөрөү,yerimək
924,schreiten::V,атлау,addım atmaq
925,spazierengehen::V,ял итеп йороү,gəzmək
926,eilen::V,ашығыу,atılmaq
927,eilen::V,ҡабаланыу,atılmaq
928,sich beeilen::V,ашығыу,tələsmək
929,sich beeilen::V,ҡабаланыу,tələsmək
930,sausen::V,елеү,çırpmaq
931,rennen::V,йүгеп йөрөү,qaçmaq
932,springen::V,һикереү,sıçramaq
933,klettern::V,үрмәләү,dırmanmaq
934,klettern::V,үрмәләп менеү,dırmanmaq
935,schaukeln::V,сайҡалыу,sallanmaq
936,kriechen::V,шыуышыу,sürünmək
937,schwimmen::V,йоҙөү,üzmek
938,tauchen::V,сумыу,dalmaq
939,rudern::V,ишеү,avarlamaq
940,fahren::V,йөрөү,sürmək
941,fliegen::V,осоу,uçmaq
942,gehen::V,барыу,getmək
943,weggehen::V,китеү,getmək
944,abfahren::V,сығыу,yola düşmək
945,anhalten::V,тукталыу,saxlamaq
946,hineingehen::V,инеү,girmək
947,eintreten::V,инеү,girmək
948,eintreten::V,инеү,daxil olmaq
949,kommen::V,килеү,gəlmək
950,ankommen::V,килеү,gəlib çatmaq
951,zurückkommen::V,ҡайтыу,qayıtmaq
952,bleiben::V,ҡалыу,qalmaq
953,warten::V,көтөп тороу,gözləmək
954,erwarten::V,көтөү,bəkləmək
955,suchen::V,эҙләү,aramaq
956,suchen::V,эҙләү,axtarmaq
957,finden::V,табыу,tapmaq
958,versuchen::V,тырышып ҡарау,çalışmaq
959,vorbereiten::V,әҙерләү,hazırlamaq
960,lieben::V,яратыу,sevmək
961,mögen::V,һөйөү,xoşlamaq
962,mögen::V,яратыу,xoşlamaq
963,lachen::V,көлөү,gülmək
964,rühren::V,ҡағылыу,həyəcanlandırmaq
965,weinen::V,илау,ağlamaq
966,schimpfen::V,һүгенеү,küfr etmək
967,schimpfen::V,тиргәнеү,küfr etmək
968,schimpfen::V,һуҡраныу,küfr etmək
969,sich ärgern::V,асыуланыу,acıqlanmaq
970,sich fürchten::V,ҡурҡыу,qorxmaq
971,fürchten::V,ҡурҡыу,qorxmaq
972,fliehen::V,ҡасыу,qaçmaq
973,flüchten::V,ҡасыу,qaçmaq
974,sehen::V,күреү,görmək
975,anschauen::V,ҡарау,baxmaq
976,ansehen::V,ҡарау,baxmaq
977,ansehen::V,тикшереү,baxmaq
978,hören::V,ишетеү,duymaq
979,hören::V,ишетеү,eşitmək
980,zuhören::V,тыңлау,dinləmək
981,probieren::V,татыу,dadına baxmaq
982,riechen::V,еҫкәү,qoxlamaq
983,fühlen::V,тойоу,duymaq
984,scheinen::V,кеүек күренеү,görünmək
985,scheinen::V,тойолоу,görünmək
986,zu sehen sein::V,күренеү,görünmək
987,vernehmen::V,ишетеү,eşitmək
988,frieren::V,туңыү,üşümək
989,tun::V,яһау,etmək
990,tun::V,әшләү,etmək
991,können::V,алыу,bilmək
992,können::V,алыу,bacarmaq
993,können::V,мөмкин булыу,bilmək
994,können::V,мөмкин булыу,bacarmaq
995,wollen::V,теләү,istəmək
996,anfangen::V,башлау,başlamaq
997,beenden::V,бөтөрөү,bitirmək
998,beenden::V,тамамлау,bitirmək
999,aufhören::V,туктау,bitmək
1000,aufhören::V,туктау,qurtarmaq
1001,gelingen::V,уңышлы булыу,müvəffəq olmaq
1002,geraten::V,булып сығыу,düşmək
1003,öffnen::V,асыу,açmaq
1004,schließen::V,йомоу,qapamaq
1005,stellen::V,ҡуйыу,qoymaq
1006,setzen::V,урынлаштырыу,oturtmaq
1007,legen::V,һалыу,qoymaq
1008,berühren::V,тейеү,toxunmaq
1009,berühren::V,ҡағылыу,toxunmaq
1010,verbinden::V,ҡушыу,bağlamaq
1011,verbinden::V,бәйләү,bağlamaq
1012,bedecken::V,ҡаплау,örtmək
1013,aufhängen::V,элеү,asmaq
1014,anzünden::V,тоҡандырыу,yandırmaq
1015,aufheben::V,мендереү,qaldırmaq
1016,zurücklassen::V,ҡалдырыу,buraxmaq
1017,verlieren::V,юғалтыу,itirmək
1018,fallen lassen::V,төшөрөп ебәреү,düşürmək
1019,machen::V,яһау,etmək
1020,machen::V,эшләү,etmək
1021,herstellen::V,эшләп сығарыу,istehsal etmək
1022,bauen::V,төҙөү,tikmək
1023,reparieren::V,төҙәтеү,təmir etmək
1024,verbessern::V,яҡшыртыу,düzəltmək
1025,ändern::V,үҙгәртеү,dəyişdirmək
1026,graben::V,ҡаҙыу,qazımaq
1027,beugen::V,бөгөү,əymək
1028,biegen::V,бөгөү,bükmək
1029,drehen::V,өйрөлтөү,döndərmək
1030,drehen::V,әйләндереү,döndərmək
1031,wenden::V,әйләндереү,çevirmək
1032,umdrehen::V,түңкәреү,çevirmək
1033,heben::V,күтәреү,qaldırmaq
1034,heben::V,мендереү,qaldırmaq
1035,hochheben::V,күтәреү,qaldırmaq
1036,ergreifen::V,тотоп алыу,tutmaq
1037,halten::V,тотоу,saxlamaq
1038,drücken::V,ҡыҫыу,sıxmaq
1039,schieben::V,этеү,sürmək
1040,schieben::V,төртөү,sürmək
1041,kratzen::V,ҡырыу,qaşımaq
1042,lecken::V,ялау,yalamaq
1043,beißen::V,тешләү,dişləmək
1044,abreißen::V,өҙөү,qoparmaq
1045,abschneiden::V,ҡырҡыу,ayırmaq
1046,binden::V,бәйләү,bağlamaq
1047,stecken::V,ҡаҙау,soxmaq
1048,brechen::V,боҙоу,qırmaq
1049,klopfen::V,шаҡылдау,sındırmaq
1050,hauen::V,туҡмау,vurmaq
1051,kleben::V,йәбештереү,apışdırmaq
1052,reiben::V,ыуыу,ovmaq
1053,reiben::V,ышҡыу,ovmaq
1054,streichen::V,яғыу,sürtmək
1055,schleifen::V,үткерләү,bülövləmək
1056,schneiden::V,ҡырҡыу,kəsmək
1057,rütteln::V,һелкетеү,sirkələmək
1058,schütteln::V,һелкетеү,çalxalamaq
1059,schwenken::V,болғау,yelləmək
1060,schütten::V,ҡойоу,tökmək
1061,füllen::V,тултырыу,doldurmaq
1062,einwickeln::V,төрөү,sarımaq
1063,tragen::V,алып барыу,daşımaq
1064,schleppen::V,һөйрәү,sürükləmək
1065,ziehen::V,тартыу,çəkmək
1066,aufbewahren::V,һаҡлау,gizlətmək
1067,werfen::V,ырғытыу,atmaq
1068,fangen::V,тотоу,tutmaq
1069,packen::V,етеү,yaxalamaq
1070,packen::V,тотоп алыу,yaxalamaq
1071,verstecken::V,йәшереү,gizlətmək
1072,teilen::V,бүлеү,bölmək
1073,schicken::V,ебәреү,yollamaq
1074,schicken::V,ебәреү,göndərmək
1075,bringen::V,килтереү,gətirmək
1076,hinzufügen::V,өтәү,əlavə etmək
1077,bekommen::V,алыу,almaq
1078,bekommen::V,алыу,əldə etmək
1079,erhalten::V,алыу,almaq
1080,nehmen::V,алыу,almaq
1081,wählen::V,һайлаү,seçmək
1082,auswählen::V,һайлап алыу,arımaq
1083,bewahren::V,һаҡлау,qorumaq
1084,behindern::V,тотҡарлыҡ яһау,mane olmaq
1085,verderben::V,боҙоу,pozmaq
1086,beschädigen::V,боҙоу,zədələmək
1087,zerbrechen::V,ҡыйратыу,qırmaq
1088,zerbrechen::V,ҡыйратыу,sındırmaq
1089,zerreißen::V,йыртыу,yırtmaq
1090,zerstören::V,емереү,dağıtmaq
1091,verbrennen::V,үртәү,yandırmaq
1092,geben::V,биреү,vermək
1093,reichen::V,биреү,uzatmaq
1094,schenken::V,бүләк итеү,vermək
1095,versprechen::V,вәғәҙә биреү,vəd vermək
1096,wünschen::V,теләу,arzulamaq
1097,loben::V,маҡтау,tərifləmək
1098,küssen::V,үбеү,öpmək
1099,wiegen::V,бәүетеү,tərpətmək
1100,wiegen::V,тирбәтеү,tərpətmək
1101,zudecken::V,ҡаплау,örtmək
1102,wecken::V,уятыу,oyatmaq
1103,zeigen::V,күрһәтеү,göstərmək
1104,führen::V,етәкләү,rəhbərlik etmək
1105,lehren::V,уҡытыу,öyrətmək
1106,lehren::V,өйрәтеү,öyrətmək
1107,unterrichten::V,уҡытыу,öyrətmək
1108,unterrichten::V,уҡытыу,dərs vermək
1109,aufziehen::V,тәрбиәле,tərbiyə etmək
1110,leiten::V,етәкләү,idarə etmək
1111,leiten::V,етәкселек итеү,idarə etmək
1112,antreiben::V,ашыҡтырыу,bizləmək
1113,lassen::V,мәжбүр итеү,-tırmaq
1114,einladen::V,саҡырыу,dəvət etmək
1115,vereinigen::V,берләштереү,birləşdirmək
1116,besuchen::V,килеп сығыу,baş çəkmək
1117,besuchen::V,килеп сығыу,ziyarət etmək
1118,treffen::V,тойоү,rastlaşmaq
1119,treffen::V,тойоү,rast gəlmək
1120,treffen::V,осратыу,rastlaşmaq
1121,treffen::V,осратыу,rast gəlmək
1122,treffen::V,ҡаршылау,rastlaşmaq
1123,treffen::V,ҡаршылау,rast gəlmək
1124,sich versammeln::V,йыйылыу,toplanmaq
1125,spielen::V,тартыу,oynamaq
1126,singen::V,йырлау,oxumaq
1127,tanzen::V,бейеү,oynamaq
1128,tanzen::V,бейеү,rəqs etmək
1129,sich trennen::V,айырылышыу,ayrılmaq
1130,verlassen::V,ташлау,tərk etmək
1131,verlassen::V,ташлап китеү,tərk etmək
1132,retten::V,ҡотҡарыу,xilas etmək
1133,bewachen::V,һаҡлау,gözətmək
1134,schützen::V,һаҡлау,qorumaq
1135,verteidigen::V,яҡлау,qorumaq
1136,sich schlagen::V,һуғышыу,döyüşmək
1137,schießen::V,атыу,atmaq
1138,schießen::V,атыу,atəş açmaq
1139,siegen::V,еңеү,yenmək
1140,ärgern::V,асыуландырыу,acışdırmaq
1141,schlagen::V,бәреү,döymək
1142,schlagen::V,туҡмау,döymək
1143,treten::V,тибеү,təpmək
1144,treten::V,типкеләү,təpmək
1145,stechen::V,сәнсеү,soxmaq
1146,stoßen::V,этеү,itələmək
1147,stoßen::V,төртөү,itələmək
1148,stehlen::V,урлау,çalmaq
1149,stehlen::V,урлау,oğurlamaq
1150,stören::V,ҡамасаулау,pozmaq
1151,belästigen::V,бимазалау,narahat etmək
1152,belästigen::V,ҡамасаулау,narahat etmək
1153,verbergen::V,йәшереү,gizləmək
1154,täuschen::V,ултыртыу,aldatmaq
1155,betrügen::V,алдау,aldatmaq
1156,töten::V,үлтереү,öldürmək
1157,wohnen::V,йәшәү,yaşamaq
1158,arbeiten::V,эшләү,işləmək
1159,arbeiten::V,эшләү,çalışmaq
1160,sammeln::V,йыйыу,yığmaq
1161,sammeln::V,йыйыу,toplamaq
1162,pflücken::V,өҙөү,qoparmaq
1163,jagen::V,аулау,ovlamaq
1164,fischen::V,аулау,balıq tutmaq
1165,fassen::V,тотоу,tutmaq
1166,hüten::V,көтөү,güdmək
1167,treiben::V,ҡыуыу,haylamaq
1168,anbinden::V,бәйләү,bağlamaq
1169,füttern::V,ашатыу,bəsləmək
1170,melken::V,һауыү,sağmaq
1171,hacken::V,турау,yarmaq
1172,hacken::V,тапау,yarmaq
1173,gießen::V,ҡойоу,sulamaq
1174,reifen::V,өлғөрөү,dəymək
1175,zubereiten::V,бешереү,bişirmək
1176,kochen::V,бешереү,qaynatmaq
1177,backen::V,бешереү,bişirmək
1178,braten::V,ҡурыу,qızartmaq
1179,umrühren::V,ҡатнаштырыу,qarışdırmaq
1180,stricken::V,бәйләү,hörmək
1181,nähen::V,тегеү,tikmək
1182,färben::V,буяу,boyamaq
1183,reinigen::V,таҙартыу,təmizləmək
1184,waschen::V,йыуыу,yumaq
1185,abwischen::V,һөртөү,silmək
1186,spülen::V,сайҡау,çalxamaq
1187,fegen::V,һепереү,süpürmək
1188,kehren::V,һепереү,süpürmək
1189,baden::V,һыу инеү,çimmək
1190,sich waschen::V,йыуыныу,yuyunmaq
1191,ausziehen::V,сисеү,soyunmaq
1192,anziehen::V,кейеү,geymək
1193,sich anziehen::V,кейенеү,geyinmək
1194,kämmen::V,тарау,daramaq
1195,schmücken::V,биҙәү,bəzəmək
1196,sagen::V,әйтеү,demək
1197,sagen::V,әйтеү,söymek
1198,sprechen::V,әйтеү,danışmaq
1199,sprechen::V,һөйләшеү,danışmaq
1200,reden::V,һөйләшеү,danışmaq
1201,sich unterhalten::V,әңгәмәләшеү,söhbət etmək
1202,fragen::V,һорау,soruşmaq
1203,bitten::V,үтенеү,diləmək
1204,bitten::V,үтенеү,xahiş etmək
1205,erzählen::V,һөйләү,bəhs etmək
1206,mitteilen::V,әйтеү,bildirmək
1207,nennen::V,атау,adlandırmaq
1208,nennen::V,исемләү,adlandırmaq
1209,rufen::V,саҡырыу,çağırmaq
1210,prahlen::V,маҡтаныу,öyünmək
1211,prahlen::V,шапырыныу,öyünmək
1212,übersetzen::V,тәржемә итеү,tərcümə etmək
1213,denken::V,уйлау,düşünmək
1214,denken::V,уйлау,fikirləşmək
1215,glauben::V,ышаныу,inanmaq
1216,bemerken::V,күреү,qeyd etmək
1217,erkennen::V,таныу,tanımaq
1218,begreifen::V,аңлау,anlamaq
1219,verstehen::V,аңлау,duymaq
1220,lernen::V,өйрәнеү,öyrənmək
1221,wissen::V,белеү,bilmək
1222,sich erinnern an::V,хәтергә алыу,xatırlamaq
1223,vergessen::V,онотоу,unutmaq
1224,messen::V,үлсәү,ölçmək
1225,zählen::V,һанау,saymaq
1226,rechnen::V,һанау,hesablamaq
1227,lesen::V,уҡыу,oxumaq
1228,malen::V,һүрәт яһау,şəkil çəkmək
1229,malen::V,рәсем төшөрөү,şəkil çəkmək
1230,zeichnen::V,һүрәт яһау,cızmaq
1231,zeichnen::V,рәсем төшөрөү,cızmaq
1232,schreiben::V,яҙыу,yazmaq
1233,besitzen::V,биләү,yiyələnmək
1234,besitzen::V,биләү,malik olmaq
1235,kaufen::V,һатып алыу,satın almaq
1236,verkaufen::V,һатыу,satmaq
1237,bezahlen::V,түләү,ödəmək
1238,zahlen::V,түләү,ödəmək
1239,beherrschen::V,биләү,idarə etmək
1240,ertragen::V,түҙеү,dözmək
