,Concept_ID,ml,en
666,er::PRN,അവർ,he
667,er::PRN,അവൾ,he
668,wir::PRN,നമ്മൾ,we
669,ihr::PRN,നിങ്ങൾ,you
670,sie::PRN,അവർ,they
671,was::FPRN,എന്ത്,what
672,wer::FPRN,ആര്,who
673,wo::FADV,എവിടെ,where
674,wohin::FADV,എവിടേക്ക്,where ... to
675,wohin::FADV,എവിടേക്ക്,where to
676,wohin::FADV,എവിടേക്ക്,where
677,wie::FADV,എങ്ങനെ,how
678,warum::FADV,എന്തുകൊണ്ട്,why
679,wieviel::FNUM,എത്ര,how much
680,eins::NUM,ഒന്ന്,one
681,zwei::NUM,രണ്ട്,two
682,drei::NUM,മൂന്ന്,three
683,vier::NUM,നാല്,four
684,fünf::NUM,അഞ്ച്,five
685,sechs::NUM,ആറ്,six
686,sieben::NUM,ഏഴ്,seven
687,acht::NUM,എട്ട്,eight
688,neun::NUM,ഒമ്പത്,nine
689,zehn::NUM,പത്ത്,ten
690,elf::NUM,പതിനൊന്ന്,eleven
691,zwölf::NUM,പന്ത്രണ്ട്,twelve
692,zwanzig::NUM,ഇരുപത്,twenty
693,dreißig::NUM,മുപ്പത്,thirty
694,vierzig::NUM,നാൽപ്പത്,forty
695,fünfzig::NUM,അൻപത്,fifty
696,sechzig::NUM,അറുപത്,sixty
697,siebzig::NUM,എഴുപത്,seventy
698,achtzig::NUM,എൺപത്,eighty
699,neunzig::NUM,തൊണ്ണൂറ്,ninety
700,hundert::NUM,നൂറ്,a hundred
701,tausend::NUM,ആയിരം,a thousand
702,und::CNJ,ഉം,and
703,oder::CNJ,അഥവാ,or
704,stehen::V,നിൽക്കുക,stand
705,sitzen::V,ഇരിക്കുക,sit
706,liegen::V,കിടക്കുക,lie
707,hängen::V,തൂങ്ങുക,hang
708,werden::V,ആയിത്തീരുക,become
709,passieren::V,സംഭവിക്കുക,happen
710,beginnen::V,ആരംഭിക്കുക,begin
711,enden::V,അവസാനിപ്പിക്കുക,end
712,wechseln::V,മാറ്റുക,change
713,aufgehen[Sonne]::V,ഉയരുക,rise
714,untergehen[Sonne]::V,അടുക്കി_വയ്ക്കുക,set
715,scheinen[Sonne]::V,പ്രകാശിക്കുക,shine
716,donnern::V,ഇടിവെട്ടുക,thunder
717,wehen::V,വീശുക,blow
718,strömen::V,ഒഴുകുക,stream
719,fließen::V,ഒഴുകുക,flow
720,sich drehen::V,ചുറ്റുക,revolve
721,sich drehen::V,കറക്കുക,revolve
722,schwanken::V,ഇരുവശത്തേയ്ക്കും_ആടുക,sway
723,schwingen::V,ആടുക,swing
724,fallen::V,വീഴുക,fall
725,brennen::V,കത്തുക,burn
726,rauchen::V,പുകയുക,smoke
727,regnen::V,മഴ_പെയ്യുക,rain
728,gefrieren::V,തണത്ത്_മരവിക്കുക,freeze
729,tauen::V,അലിയുക,thaw
730,schmelzen::V,ഉരുകുക,melt
731,trocknen::V,വരളുക,dry
732,sieden::V,തിളപ്പിക്കുക,boil
733,faulen::V,ചീയുക,rot
734,verfaulen::V,അഴുകുക,decay
735,reißen::V,ശബ്ദത്തോടെ_മുറിയുക,snap
736,versinken::V,മുക്കുക,sink
737,vergehen::V,കടന്നുപോകുക,pass
738,erscheinen::V,പ്രത്യക്ഷപ്പെടുക,appear
739,verschwinden::V,അദൃശ്യമാകുക,disappear
740,sinken::V,താഴുക,drop
741,abnehmen::V,കുറിയുക,decrease
742,zunehmen::V,വർദ്ധിക്കുക,increase
743,steigen::V,ഉയരുക,rise
744,wachsen::V,വളരുക,grow
745,glänzen::V,മിന്നുക,shine
746,funkeln::V,തിളങ്ങുക,sparkle
747,lärmen::V,ശബ്ദമുണ്ടാക്കുക,be noisy
748,läuten::V,മണിമുഴങ്ങുക,chime
749,klingeln::V,ചിലമ്പുക,ring
750,klirren::V,കിലുക്കുക,tinkle
751,brausen::V,മുഴങ്ങുക,roar
752,rauschen::V,അനങ്ങുക,rustle
753,klingen::V,മുഴക്കുക,sound
754,bellen::V,കുരയ്ക്കുക,bark
755,heulen::V,ഓരിയിടുക,howl
756,blasen::V,ഊതുക,blow
757,pfeifen::V,വിസിലടിക്കുക,whistle
758,schreien::V,ആക്രോശിക്കുക,shout
759,stöhnen::V,അരക്കം,groan
760,stöhnen::V,ആർത്തനാദം,groan
761,zittern::V,വിറയ്ക്കുക,tremble
762,leben::V,താമസിക്കുക,be alive
763,geboren werden::V,ജനിക്കുക,be born
764,atmen::V,ശ്വസിക്കുക,breathe
765,trinken::V,കുടിക്കുക,drink
766,essen::V,കഴിക്കുക,eat
767,schlucken::V,വിഴുങ്ങുക,swallow
768,müde werden::V,ക്ഷീണിക്കുക,get tired
769,einschlafen::V,നിദ്രിക്കുക,fall asleep
770,schlafen::V,ഉറങ്ങുക,sleep
771,aufwachen::V,ഉണരുക,wake up
772,aufstehen::V,എഴുന്നേൽക്കുക,get up
773,sich erholen::V,വിശ്രമിക്കുക,relax
774,krank werden::V,ദീനംപിടിക്കുക,fall ill
775,krank sein::V,രോഗികളാകുക,be ill
776,schmerzen::V,വേദനിക്കുക,ache
777,husten::V,ചുമയ്ക്കുക,cough
778,genesen::V,സുഖപ്പെടുക,recover
779,sterben::V,മരിക്കുക,die
780,umkommen::V,മരിക്കുക,perish
781,sich bewegen::V,സ്ഥലം_മാറുക,move
782,sich rühren::V,ചലിക്കുക,budge
783,sich erheben::V,നിൽക്കുക,stand up
784,sich setzen::V,ഇരിക്കുക,sit down
785,hinfallen::V,വീഴുക,tumble
786,laufen::V,നടക്കുക,walk
787,schreiten::V,നടക്കുക,pace
788,spazierengehen::V,ഉലാത്തുക,go for a walk
789,eilen::V,പാഞ്ഞെത്തുക,rush
790,sich beeilen::V,തിരിക്കുകൂട്ടുക,hurry
791,sich beeilen::V,തിടുക്കം_കാട്ടുക,hurry
792,sausen::V,കുതിക്കുക,dash
793,rennen::V,ഓടുക,run
794,springen::V,ചാടുക,jump
795,klettern::V,കയറുക,climb
796,schaukeln::V,ഇളകുക,seesaw
797,kriechen::V,പതുങ്ങികയറുക,creep
798,schwimmen::V,നീന്തുക,swim
799,tauchen::V,വെള്ളത്തിലേക്ക് ചാടുക,dive
800,rudern::V,തുഴയുക,row
801,fahren::V,വാഹനം ഓടിക്കുക,drive
802,fliegen::V,പറക്കുക,fly
803,gehen::V,പോകുക,go
804,weggehen::V,വിടുക,go away
805,abfahren::V,പുറപ്പെടുക,depart
806,anhalten::V,നിർത്തുക,stop
807,hineingehen::V,പ്രവേശിക്കുക,go in
808,eintreten::V,പ്രവേശിക്കുക,enter
809,kommen::V,വരുക,come
810,ankommen::V,എത്തിച്ചേരുക,arrive
811,zurückkommen::V,തിരിച്ചു വരുക,come back
812,bleiben::V,തുടരുക,stay
813,warten::V,കാത്തിരിക്കുക,wait
814,erwarten::V,പ്രതീക്ഷിക്കുക,wait for
815,suchen::V,തിരയുക,seek
816,suchen::V,തിരയുക,look for
817,finden::V,കണ്ടെത്തുക,find
818,versuchen::V,ശ്രമിക്കുക,try
819,vorbereiten::V,തയ്യാറെടുക്കുക,prepare
820,lieben::V,സ്നേഹിക്കുക,love
821,mögen::V,ഇഷ്ടപ്പെടുക,like
822,lachen::V,ചിരിക്കുക,laugh
823,rühren::V,ഹൃദയം സ്പർശിക്കുക,move
824,weinen::V,തേങ്ങുക,weep
825,schimpfen::V,പിറുപിറുക്കുക,grumble
826,sich ärgern::V,കോപിക്കുക,be annoyed
827,sich fürchten::V,പേടിക്കുക,be afraid
828,fürchten::V,പേടിക്കുക,be afraid of
829,fliehen::V,രക്ഷപ്പെടുക,flee
830,flüchten::V,രക്ഷപ്പെടുക,escape
831,sehen::V,കാണുക,see
832,anschauen::V,നോക്കുക,look at
833,ansehen::V,നോക്കുക,watch
834,hören::V,കേൾക്കുക,hear
835,zuhören::V,ശ്രദ്ധിക്കുക,listen
836,probieren::V,രുചിയുള്ളതായി_തോന്നുക,taste
837,riechen::V,മണത്തു_നോക്കുക,smell
838,fühlen::V,സ്പർശിച്ചറിയുക,feel
839,scheinen::V,കാണപ്പെടുക,seem
840,zu sehen sein::V,വെളിച്ചപ്പെടുക,show
841,vernehmen::V,കേൾക്കുക,hear
842,frieren::V,വിറയ്ക്കുക,be cold
843,tun::V,ചെയ്യുക,do
844,können::V,കഴിയുക,can
845,wollen::V,വേണുക,want
846,anfangen::V,തുടങ്ങുക,start
847,beenden::V,പൂർത്തിയാക്കുക,finish
848,aufhören::V,നിർത്തുക,stop
849,gelingen::V,വിജയിക്കുക,succeed
850,geraten::V,പരിണമിക്കുക,turn out
851,öffnen::V,തുറക്കുക,open
852,schließen::V,അടയ്ക്കുക,close
853,stellen::V,വയ്ക്കുക,put
854,setzen::V,വയ്ക്കുക,place
855,legen::V,ഇടുക,lay
856,berühren::V,തൊടുക,touch
857,verbinden::V,ഘടിപ്പിക്കുക,connect
858,bedecken::V,മുടുക,cover
859,aufhängen::V,കെട്ടിതൂക്കുക,hang up
860,anzünden::V,കത്തിക്കുക,light
861,aufheben::V,പെറുക്കിയെടുക്കുക,pick up
862,zurücklassen::V,വച്ചുപോരുക,leave
863,verlieren::V,നഷ്ടപ്പെടുക,lose
864,fallen lassen::V,വീഴ്ത്തുക,drop
865,machen::V,ഉണ്ടാക്കുക,make
866,herstellen::V,ഉൽപാദിപ്പിക്കുക,produce
867,bauen::V,നിർമ്മിക്കുക,build
868,reparieren::V,നന്നാക്കുക,mend
869,verbessern::V,മെച്ചപ്പെടുക,improve
870,ändern::V,മാറ്റംവരുത്തുക,alter
871,graben::V,കുഴിക്കുക,dig
872,beugen::V,വണങ്ങുക,bow
873,biegen::V,കുനിയുക,bend
874,drehen::V,തിരിക്കുക,spin
875,wenden::V,തിരിയുക,turn
876,umdrehen::V,തിരിയുക,turn around
877,heben::V,ഉയർത്തുക,raise
878,hochheben::V,ഉയർത്തുക,lift
879,ergreifen::V,ബലമായി_പിടിക്കുക,seize
880,halten::V,പിടിക്കുക,hold
881,drücken::V,അമർത്തുക,press
882,schieben::V,തള്ളുക,push
883,kratzen::V,ചുരണ്ടുക,scrape
884,lecken::V,നക്കുക,lick
885,beißen::V,കടിക്കുക,bite
886,abreißen::V,കീറിക്കളയുക,tear off
887,abschneiden::V,മുറിച്ചുമാറ്റുക,cut off
888,binden::V,കെട്ടുക,tie
889,stecken::V,തുളയ്ക്കുക,stick
890,brechen::V,ഉടയുക,break
891,klopfen::V,തട്ടുക,knock
892,hauen::V,അടിക്കുക,hit
893,kleben::V,ഒട്ടിക്കുക,glue
894,reiben::V,തിരുമ്മിത്തുടയ്ക്കുക,rub
895,streichen::V,പടർത്തുക,spread
896,schleifen::V,പൊടിക്കുക,grind
897,schneiden::V,മുറിക്കുക,cut
898,rütteln::V,മുട്ടുക,jolt
899,schütteln::V,കുലുക്കുക,shake
900,schwenken::V,ആടുക,swing
901,schütten::V,ഒഴിക്കുക,pour
902,füllen::V,നിറയ്ക്കുക,fill
903,einwickeln::V,പൊതിയുക,wrap
904,tragen::V,വഹിക്കുക,carry
905,schleppen::V,വലിച്ചിഴയ്ക്കുക,drag
906,ziehen::V,വലിക്കുക,pull
907,aufbewahren::V,വയ്ക്കുക,keep
908,werfen::V,എറിയുക,throw
909,fangen::V,പിടിക്കുക,catch
910,packen::V,തട്ടിപ്പറിക്കുക,grab
911,verstecken::V,മറയ്ക്കുക,hide
912,teilen::V,വിഭജിക്കുക,divide
913,schicken::V,അയയ്ക്കുക,send
914,bringen::V,കൊണ്ടുവരുക,bring
915,hinzufügen::V,കൂട്ടുക,add
916,bekommen::V,കിട്ടുക,get
917,erhalten::V,സ്വീകരിക്കുക,receive
918,nehmen::V,എടുക്കുക,take
919,wählen::V,തിരഞ്ഞെടുക്കുക,choose
920,auswählen::V,തിരഞ്ഞെടുക്കുക,select
921,bewahren::V,പുലർത്തുക,preserve
922,behindern::V,തടയിടുക,hinder
923,verderben::V,നശിപ്പിക്കുക,spoil
924,beschädigen::V,ക്ഷതമേൽപ്പിക്കുക,damage
925,zerbrechen::V,ഉടയുക,break
926,zerreißen::V,കീറുക,tear
927,zerstören::V,നശിപ്പിക്കുക,destroy
928,verbrennen::V,കത്തിനശിക്കുക,burn
929,verbrennen::V,കത്തിച്ചുകളയുക,burn
930,geben::V,കൊടുക്കുക,give
931,geben::V,തരുക,give
932,reichen::V,കൈമാറുക,hand
933,schenken::V,സമ്മാനം കൊടുക്കുക,give
934,versprechen::V,വാഗ്ദാനം_നൽകുക,promise
935,wünschen::V,ആഗ്രഹിക്കുക,wish
936,loben::V,പുകഴ്ത്തുക,praise
937,küssen::V,ഉമ്മവയ്ക്കുക,kiss
938,wiegen::V,ഇളകുക,rock
939,zudecken::V,മുടുക,cover
940,wecken::V,ഉണർത്തുക,wake
941,zeigen::V,കാണിക്കുക,show
942,führen::V,നടത്തുക,guide
943,lehren::V,പഠിപ്പിക്കുക,teach
944,unterrichten::V,പരിശീലിപ്പിക്കുക,instruct
945,aufziehen::V,വളർത്തിക്കൊണ്ടുവരുക,bring up
946,leiten::V,നയിക്കുക,lead
947,antreiben::V,പ്രേരിപ്പിക്കുക,urge
948,lassen::V,അനുവദിക്കുക,let
949,einladen::V,ക്ഷണിക്കുക,invite
950,vereinigen::V,കൂടിച്ചേരുക,unite
951,besuchen::V,സന്ദർശിക്കുക,visit
952,treffen::V,തമ്മിൽ കാണുക,meet
953,sich versammeln::V,സംയോജിപ്പിക്കുക,assemble
954,spielen::V,കളിക്കുക,play
955,singen::V,പാടുക,sing
956,tanzen::V,നൃത്തം ചെയ്യുക,dance
957,sich trennen::V,നേർപെടുത്തുക,separate
958,verlassen::V,പിൻവാങ്ങുക,leave
959,retten::V,രക്ഷിക്കുക,rescue
960,bewachen::V,കാവൽനിൽക്കുക,guard
961,schützen::V,പരിരക്ഷിക്കുക,protect
962,verteidigen::V,പ്രതിരോധിക്കുക,defend
963,sich schlagen::V,കലഹിക്കുക,brawl
964,schießen::V,വെടിവെക്കുക,shoot
965,siegen::V,വിജയിക്കുക,win
966,ärgern::V,വിഷമിപ്പിക്കുക,annoy
967,schlagen::V,അടിക്കുക,beat
968,treten::V,തൊഴിക്കുക,kick
969,stechen::V,കുത്തുക,sting
970,stoßen::V,തള്ളുക,shove
971,stehlen::V,മോഷ്ടിക്കുക,steal
972,stören::V,ശല്യപ്പെടുത്തുക,disturb
973,belästigen::V,മെനക്കെടുക,bother
974,verbergen::V,മറയ്ക്കുക,conceal
975,verbergen::V,ഒളിക്കുക,conceal
976,täuschen::V,കബളിപ്പിക്കുക,deceive
977,betrügen::V,ചതിക്കുക,cheat
978,töten::V,കൊല്ലുക,kill
979,wohnen::V,താമസിക്കുക,dwell
980,arbeiten::V,ജോലിചെയ്യുക,work
981,sammeln::V,സഞ്ചയിക്കുക,gather
982,pflücken::V,പറിച്ചെടുക്കുക,pick
983,jagen::V,വേട്ടയാടുക,hunt
984,fischen::V,മീൻ പിടിക്കുക,fish
985,fassen::V,പിടിക്കുക,catch
986,hüten::V,ചേർക്കുക,herd
987,treiben::V,വാഹനം_ഓടിക്കുക,drive
988,anbinden::V,കെട്ടിയിടുക,tie up
989,füttern::V,തീറ്റുക,feed
990,melken::V,പാലുകറക്കുക,milk
991,hacken::V,വെട്ടിമുറിക്കുക,chop
992,gießen::V,നനയ്ക്കുക,water
993,reifen::V,പാകമാകുക,ripen
994,zubereiten::V,പാചകം_ചെയ്യുക,cook
995,kochen::V,വേവിക്കുക,boil
996,backen::V,ബേക്ക് ചെയ്യുക,bake
997,braten::V,പോരിക്കുക,fry
998,umrühren::V,ഇളക്കുക,stir
999,stricken::V,മെടയുക,knit
1000,nähen::V,തുന്നുക,sew
1001,färben::V,ചായം പൂശുക,dye
1002,reinigen::V,വൃത്തിയാക്കുക,clean
1003,waschen::V,കഴുകുക,wash
1004,abwischen::V,തുടയ്ക്കുക,wipe
1005,spülen::V,കഴുകുക,rinse
1006,fegen::V,അടിച്ചുവാരുക,sweep
1007,kehren::V,അടിച്ചുവാരുക,sweep
1008,baden::V,നീന്തിത്തുടിക്കുക,bath
1009,sich waschen::V,കഴുകുക,wash
1010,ausziehen::V,ഇഴുക്കുക,take off
1011,anziehen::V,ഉടുക്കുക,put on
1012,sich anziehen::V,ധരിച്ച നേടുകയുക,get dressed
1013,kämmen::V,മുടിചീകുക,comb
1014,schmücken::V,അലങ്കരിക്കുക,decorate
1015,sagen::V,പറയുക,say
1016,sprechen::V,സംസാരിക്കുക,speak
1017,reden::V,സംസാരിക്കുക,talk
1018,sich unterhalten::V,നർമ്മസല്ലാപം നടത്തുക,chat
1019,fragen::V,ചോദിക്കുക,ask
1020,bitten::V,അപേക്ഷിക്കുക,request
1021,erzählen::V,പറയുക,tell
1022,mitteilen::V,അറിയിക്കുക,convey
1023,nennen::V,പേരിടുക,name
1024,rufen::V,വിളിക്കുക,call
1025,prahlen::V,പൊങ്ങച്ചം പറയുക,brag
1026,übersetzen::V,പരിഭാഷപ്പെടുത്തുക,translate
1027,denken::V,ചിന്തിക്കുക,think
1028,glauben::V,വിശ്വസിക്കുക,believe
1029,bemerken::V,ശ്രദ്ധിക്കുക,notice
1030,erkennen::V,തിരിചറിയുക,recognize
1031,begreifen::V,കൈപ്പിടിയിലാക്കുക,grasp
1032,verstehen::V,മനസ്സിലാക്കുക,understand
1033,lernen::V,പഠിക്കുക,learn
1034,wissen::V,അറിയുക,know
1035,sich erinnern an::V,ഓർമിക്കുക,remember
1036,vergessen::V,മറക്കുക,forget
1037,messen::V,അളക്കുക,measure
1038,zählen::V,എണ്ണിത്തിട്ടപ്പെടുത്തുക,count
1039,rechnen::V,ഗണിക്കുക,calculate
1040,lesen::V,വായിക്കുക,read
1041,malen::V,ചിത്രം വരയ്ക്കുക,paint
1042,zeichnen::V,വരയ്ക്കുക,draw
1043,schreiben::V,എഴുതുക,write
1044,besitzen::V,സ്വന്തമാക്കുക,own
1045,kaufen::V,വാങ്ങുക,buy
1046,verkaufen::V,വിൽക്കുക,sell
1047,bezahlen::V,പരിഹാരം ചെയ്യുക,pay for
1048,zahlen::V,പണം അടയ്ക്കുക,pay
1049,beherrschen::V,ഭരിക്കുക,rule
1050,ertragen::V,താങ്ങുക,endure
