,Concept_ID,kn,cs
56,Geruch::N,ವಾಸನೆ,zápach
57,Schlaf::N,ನಿದ್ರೆ,spánek
58,Traum::N,ಕನಸು,sen
59,Himmel::N,ಬಾನು,nebe
60,Sonne::N,ಸೂರ್ಯ,slunce
61,Mond::N,ಚಂದ್ರ,měsíc
62,Stern::N,ಚುಕ್ಕಿ,hvězda
63,Luft::N,ವಾಯು,vzduch
64,Wind::N,ಗಾಳಿ,vítr
65,Welle::N,ಅಲೆ,vlna
66,Wasser::N,ನೀರು,voda
67,Stein::N,ಕಲ್ಲು,kámen
68,Boden::N,ನೆಲ,půda
69,Erde::N,ಭೂಮಿ,země
70,Staub::N,ದೂಳು,prach
71,Rauch::N,ಹೊಗೆ,dým
72,Rauch::N,ಹೊಗೆ,kouř
73,Funke::N,ಕಿಡಿ,jiskra
74,Feuer::N,ಬೆಂಕಿ,oheň
75,Licht::N,ಬೆಳಕು,světlo
76,Schatten::N,ನೆರಳು,stín
77,Wetter::N,ಹವ,počasí
78,Nebel::N,ಮಂಜು,mlha
79,Wolke::N,ಮೋಡ,mrak
80,Wolke::N,ಮೋಡ,oblak
81,Regen::N,ಮಳೆ,déšť
82,Schnee::N,ಹಿಮ,sníh
83,Eis::N,ಮಂಜುಗಡ್ಡೆ,led
84,Frost::N,ಮಂಜು,mráz
85,Kälte::N,ಹಿಮ,chlad
86,Hitze::N,ಉಷ್ಣ,horko
87,Raureif::N,ಇಬ್ಬನಿ,jinovatka
88,Regenbogen::N,ಇಂದ್ರಚಾಪ,duha
89,Donner::N,ಗುಡುಗು,hrom
90,Strömung::N,ಪ್ರವಾಹ,proudění
91,Tropfen::N,ತೊಟ್ಟು,kapka
92,Schaum::N,ನೊರೆ,pěna
93,Schmutz::N,ಕಸ,špína
94,See::N,ಸರೋವರ,jezero
95,Sumpf::N,ಜೌಗುಸ್ಥಳ,močál
96,Sumpf::N,ಜೌಗುಸ್ಥಳ,bažina
97,Moor::N,ಬಂಜರು ಭೂಮಿ,bažina
98,Moor::N,ಬಂಜರು ಭೂಮಿ,slatina
99,Wiese::N,ಹುಲ್ಲುಗಾವಲು,louka
100,Wald::N,ಕಾಡು,les
101,Hügel::N,ಗುಡ್ಡೆ,kopec
102,Anhöhe::N,ದಿಬ್ಬ,pahorek
103,Berg::N,ಮಲೆ,hora
104,Berg::N,ಪರ್ವತ,hora
105,Gipfel::N,ಶೃಂಗ,vrchol
106,Höhle::N,ಗುಹೆ,jeskyně
107,Abhang::N,ಇಳಿಜಾರು,svah
108,Abhang::N,ಇಳಿಜಾರು,stráň
109,Quelle::N,ಮೂಲ,pramen
110,Bach::N,ತೊರೆ,potok
111,Fluss::N,ನದಿ,řeka
112,Ufer::N,ತೀರ,břeh
113,Küste::N,ದಂಡೆ,pobřeží
114,Festland::N,ಭೂಮಿ,souš
115,Festland::N,ಭೂಮಿ,pevnina
116,Meer::N,ಕಡಲು,moře
117,Bucht::N,ಖಾರಿ,záliv
118,Bucht::N,ಖಾರಿ,zátoka
119,Insel::N,ದ್ವೀಪ,ostrov
120,Blume::N,ಸುಮ,květina
121,Gras::N,ಹುಲ್ಲು,tráva
122,Wurzel::N,ಬೇರು,kořen
123,Baum::N,ಮರ,strom
124,Stamm::N,ಕಾಂಡ,kmen
125,Rinde::N,ತೂಗಟಿ,kůra
126,Ast::N,ಶಾಖೆ,větev
127,Zweig::N,ರೆಂಬೆ,větev
128,Blatt::N,ಎಲೆ,lupen
129,Birke::N,ಬರ್ಚ್ ಮರ,bříza
130,Kiefer[Baum]::N,ದೇವದಾರು ಮರ,sosna
131,Kiefer[Baum]::N,ದೇವದಾರು ಮರ,borovice
132,Weide[Baum]::N,ವಿಲೋಮರ,vrba
133,Tanne::N,ಭದ್ರದಾರು,jedle
134,Horn::N,ಕೊಂಬು,roh
135,Feder::N,ಪುಕ್ಕ,pero
136,Fell::N,ರೋಮ,srst
137,Flügel::N,ರೆಕ್ಕೆ,křídlo
138,Klaue::N,ಪಂಜ,dráp
139,Klaue::N,ಪಂಜ,pazneht
140,Kralle::N,ಉಗುರು,dráp
141,Schwanz::N,ಬಾಲ,ocas
142,Ei::N,ಮೊಟ್ಟೆ,vejce
143,Nest::N,ಗೂಡು,hnízdo
144,Bau::N,ಅಡಗುದಾಣ,nora
145,Tier::N,ಪ್ರಾಣಿ,zvíře
146,Herde::N,ಗುಂಪು,stádo
147,Kuh::N,ಹಸು,kráva
148,Bulle::N,ಗೂಳಿ,býk
149,Pferd::N,ಕುದುರೆ,kůň
150,Schaf::N,ಕುರಿ,ovce
151,Schwein::N,ಹಂದಿ,vepř
152,Schwein::N,ಹಂದಿ,prase
153,Hund::N,ನಾಯಿ,pes
154,Katze::N,ಬೆಕ್ಕು,kočka
155,Bär::N,ಕರಡಿ,medvěd
156,Eichhörnchen::N,ಉಡುತೆ,veverka
157,Elch::N,ಕಡವೆ,los
158,Fuchs::N,ನರಿ,liška
159,Hase::N,ಮೊಲ,zajíc
160,Maus::N,ಇಲಿ,myš
161,Wolf::N,ತೋಳ,vlk
162,Vogel::N,ಪಕ್ಷಿ,pták
163,Schwarm::N,ಗುಂಪು,roj
164,Schwarm::N,ಗುಂಪು,hejno
165,Huhn::N,ಚಿಕ್,kuře
166,Huhn::N,ಚಿಕ್,slepice
167,Hahn::N,ಹುಂಜ,kohout
168,Gans::N,ವರಟೆ,husa
169,Adler::N,ಗರುಡ,orel
170,Ente::N,ಬಾತು,kachna
171,Eule::N,ಗೂಬೆ,sova
172,Kranich::N,ಕೊಕ್ಕರ,jeřáb
173,Krähe::N,ಕಾಗೆ,vrána
174,Kuckuck::N,ಕೋಗಿಲೆ,kukačka
175,Schwan::N,ಹಂಸಪಕ್ಷಿ,labuť
176,Fisch::N,ಮೀನು,ryba
177,Barsch::N,ಪರ್ಚ್ ಮೀನು,okoun
178,Hecht::N,ಪೈಕ್ ಮೀನು,štika
179,Schlange[Tier]::N,ಹಾವು,had
180,Wurm::N,ಹುಳು,červ
181,Spinne::N,ಊರ್ಣನಾಭ,pavouk
182,Ameise::N,ಇರುವೆ,mravenec
183,Laus::N,ಹೇನು,veš
184,Mücke::N,ಸೊಳ್ಳೆ,komár
185,Fliege::N,ನೊಣ,moucha
186,Schmetterling::N,ಪತಂಗ,motýl
187,Beere::N,ನಯವಣ್ಣು,bobule
188,Apfel::N,ಸೇಬು,jablko
189,Pilz::N,ಅಣಬೆ,houba
190,Zwiebel::N,ನೀರುಳ್ಳಿ,cibule
191,Saat::N,ಬಿತ್ತ,osivo
192,Korn::N,ಬೀಜ,zrno
193,Heu::N,ಕರಡ,seno
194,Schale::N,ಹೊಟ್ಟು,slupka
195,Schale::N,ಹೊಟ್ಟು,skořápka
196,Grube::N,ಗುಂಡಿ,jáma
197,Falle::N,ಬೋನು,past
198,Falle::N,ಬೋನು,léčka
199,Schlinge::N,ಉರುಲು,smyčka
200,Spur::N,ಜಾಡು,stopa
201,Asche::N,ಬೂದಿ,popel
202,Dreck::N,ಹೊಲಸು,špína
203,Eisen::N,ಕಬ್ಬಿಣ,železo
204,Gold::N,ಚಿನ್ನ,zlato
205,Silber::N,ಬೆಳ್ಳಿ,stříbro
206,Kohle::N,ಕಲ್ಲಿದ್ದಲು,uhlí
207,Glas::N,ಗಾಜು,sklo
208,Lehm::N,ಜೇಡಿಮಣ್ಣು,jíl
209,Lehm::N,ಜೇಡಿಮಣ್ಣು,hlína
210,Sand::N,ಮರಳು,písek
211,Mensch::N,ಪುರುಷ,člověk
212,Mann::N,ಆಳು,muž
213,Frau::N,ಹೆಣ್ಣು,žena
214,Kind::N,ಮಗು,dítě
215,Junge::N,ಹುಡುಗ,hoch
216,Junge::N,ಹುಡುಗ,chlapec
217,Mädchen::N,ಹುಡುಗಿ,děvče
218,Familie::N,ಕುಟುಂಬ,rodina
219,Großvater::N,ಅಜ್ಜ,děd
220,Großvater::N,ಅಜ್ಜ,dědeček
221,Großmutter::N,ಅಮ್ಮ,babička
222,Eltern::N,ಹೆತ್ತವರು,rodiče
223,Vater::N,ತಂದೆ,otec
224,Mutter::N,ಅಮ್ಮ,matka
225,Sohn::N,ಮಗ ,syn
226,Tochter::N,ಮಗಳು,dcera
227,Bruder::N,ತಮ್ಮ,bratr
228,Schwester::N,ತಂಗಿ,sestra
229,Onkel::N,ಸೋದರಮಾವ,strýc
230,Onkel::N,ದೊಡ್ಡಪ್ಪ,strýc
231,Tante::N,ಚಿಕ್ಕಮ್ಮ,teta
232,Ehemann::N,ಗಂಡ,choť
233,Ehemann::N,ಗಂಡ,manžel
234,Ehefrau::N,ಹೆಂಡತಿ,choť
235,Ehefrau::N,ಹೆಂಡತಿ,manželka
236,Freude::N,ನಲಿವು,radost
237,Gelächter::N,ನಗೆ,smích
238,Glück::N,ಆನಂದ,štěstí
239,Kummer::N,ದುಃಖ,žal
240,Kummer::N,ದುಃಖ,trápení
241,Wunsch::N,ಬಯಕೆ,přání
242,Lust::N,ಇಷ್ಟ,chuť
243,Geist::N,ಆತ್ಮ,duch
244,Gedanke::N,ಯೋಚನೆ,myšlenka
245,Gedächtnis::N,ಸ್ಮರಣೆ,paměť
246,Verstand::N,ಮನಸ್ಸು,rozum
247,Sinn::N,ಅರ್ಥ,smysl
248,Grund::N,ಕಾರಣ,důvod
249,Wahrheit::N,ಸತ್ಯ,pravda
250,Gespräch::N,ಸಂಭಾಷಣೆ,rozhovor
251,Märchen::N,ಸುಳ್ಳು ಕಥೆ,pohádka
252,Erzählung::N,ಕಥೆ,povídka
253,Nachricht::N,ಸಂದೇಶ,zpráva
254,Neuigkeit::N,ಸುದ್ದಿ,novina
255,Neuigkeit::N,ಸುದ್ದಿ,novinka
256,Name::N,ಹೆಸರು,jméno
257,Rätsel::N,ಒಗಟು,hádanka
258,Rede::N,ಮಾತು,řeč
259,Rede::N,ಮಾತು,proslov
260,Sprache::N,ಭಾಷೆ,řeč
261,Sprache::N,ಭಾಷೆ,jazyk
262,Stimme::N,ಧ್ವನಿ,hlas
263,Wort::N,ಮಾತು,slovo
264,Zeichen::N,ಗುರುತು,znamení
265,Ruf::N,ಕೂಗು,zavolání
266,Lärm::N,ಸದ್ದು,hluk
267,Laut::N,ಶಬ್ದ,zvuk
268,Ton::N,ನಾದ,tón
269,Lied::N,ಗಾನ,píseň
270,Ruhe::N,ಶಾಂತಿ,klid
271,Ruhe::N,ಶಾಂತಿ,pokoj
272,Leute::N,ಮಂದಿ,lidé
273,Volk::N,ಜನಾಂಗ,národ
274,Arbeit::N,ಕೆಲಸ,práce
275,Gast::N,ಅತಿಥಿ,host
276,Geschenk::N,ಕಾಣಿಕೆ,dar
277,Spiel::N,ಆಟ,hra
278,Gesellschaft::N,ಸಂಗ,společnost
279,Hilfe::N,ಸಹಾಯ,pomoc
280,Freund::N,ಸ್ನೇಹಿತ,přítel
281,Kamerad::N,ಜೊತೆಗಾರ,kamarád
282,Angelegenheit::N,ವಿಚಾರ,záležitost
283,Anzahl::N,ಎಣಿಕೆ,počet
284,Art::N,ತರ,druh
285,Stück::N,ತುಂಡು,kus
286,Stück::N,ತುಂಡು,kousek
287,Teil::N,ಭಾಗ,díl
288,Teil::N,ಭಾಗ,část
289,Hälfte::N,ಅರ್ಧ,půl
290,Kreis::N,ವೃತ್ತ,kruh
291,Kreuz::N,ಶಿಲುಬೆ,kříž
292,Linie::N,ರೀಖೆ,linka
293,Strich::N,ಗೀಟು,čára
294,Strich::N,ಗೀಟು,čárka
295,Abstand::N,ಅಂತರ,vzdálenost
296,Entfernung::N,ದೂರ,vzdálenost
297,Gegend::N,ವಿಸ್ತೀರ್ಣ,krajina
298,Platz::N,ಅಂತರ,prostor
299,Ort::N,ಸ್ಥಳ,místo
300,Seite::N,ಪಕ್ಷ,strana
301,Mitte::N,ನಡು,střed
302,Mitte::N,ನಡು,prostředek
303,Gegenstand::N,ವಸ್ತು,předmět
304,Sache::N,ವಸ್ತು,věc
305,Rand::N,ಅಂಚು,kraj
306,Rand::N,ಅಂಚು,okraj
307,Kante::N,ಅಂಚು,hrana
308,Ecke::N,ಮೂಲೆ,roh
309,Spitze::N,ತುದಿ,hrot
310,Spitze::N,ತುದಿ,špička
311,Ende::N,ಕೊನೆ,konec
312,Loch::N,ತೂತು,díra
313,Winkel::N,ಕೋನ,kout
314,Muster::N,ನಮೂನೆ,vzor
315,Größe::N,ಪ್ರಮಾಣ,velikost
316,Länge::N,ಉದ್ದ,délka
317,Höhe::N,ಎತ್ತರ,výška
318,Gewicht::N,ತೂಕ,váha
319,Menge::N,ಮೊತ್ತ,množství
320,Haufen::N,ರಾಶಿ,kupa
321,Haufen::N,ರಾಶಿ,hromada
322,Reihe::N,ಸಾಲು,řada
323,Reihe::N,ಸಾಲು,řádek
324,Boot::N,ದೋಣಿ,člun
325,Ruder::N,ಹುಟ್ಟು,veslo
326,Schlitten::N,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ,sáně
327,Ski::N,ಜಾರುಪಟ್ಟಿ,lyže
328,Lagerfeuer::N,ಶಿಬಿರಾಗ್ನಿ,táborák
329,Last::N,ಹೊರೆ,náklad
330,Last::N,ಹೊರೆ,břemeno
331,Gang::N,ತಿರುಗಾಟ,chůze
332,Gang::N,ತಿರುಗಾಟ,chodba
333,Schritt::N,ಹೆಜ್ಜೆ,krok
334,Norden::N,ಉತ್ತರ,sever
335,Süden::N,ದಕ್ಷಿಣ,jih
336,Westen::N,ಪಶ್ಚಿಮ,západ
337,Osten::N,ಮೂಡಲು,východ
338,Holz::N,ಚೌಬೀನೆ,dřevo
339,Brett::N,ಹಲಗೆ,prkno
340,Platte::N,ಹಲಗೆ,deska
341,Stütze::N,ಆಸರೆ,opěra
342,Stange::N,ಕಂಬ,tyč
343,Stange::N,ಕಂಬ,tyčka
344,Stock::N,ಕೋಲು,hůlka
345,Stab::N,ದೊಣ್ಣೆ,hůl
346,Rohr::N,ನಳಿಕೆ,trubka
347,Haus::N,ಮನೆ,dům
348,Heim::N,ಗೃಹ,domov
349,Ofen::N,ಒಲೆ,kamna
350,Fußboden::N,ನೆಲ,podlaha
351,Tisch::N,ಮೇಜು,stůl
352,Stuhl::N,ಕುರ್ಚಿ,židle
353,Wiege::N,ತೊಟ್ಟಿಲು,kolébka
354,Bett::N,ಹಾಸಿಗೆ,postel
355,Regal::N,ಬೀರು,regál
356,Regal::N,ಬೀರು,police
357,Kiste::N,ಪಟ್ಟಿಗೆ,bedna
358,Fenster::N,ಕಿಟಕಿ,okno
359,Tür::N,ಬಾಗಿಲು,dveře
360,Tor::N,ಹೆಬ್ಬಾಗಿಲು,vrata
361,Zaun::N,ಬೇಲಿ,plot
362,Dach::N,ಮಾಳಿಗೆ,střecha
363,Leiter::N,ಏಣಿ,žebřík
364,Besen::N,ಪೊರಕೆ,koště
365,Besen::N,ಪೊರಕೆ,smeták
366,Spaten::N,ಗುದ್ದಲಿ,rýč
367,Schaufel::N,ಸನಿಕೆ,lopata
368,Gabel::N,ಕವಲು,vidlička
369,Löffel::N,ಚಮಚ,lžíce
370,Messer::N,ಚಾಕು,nůž
371,Nagel::N,ಆಣಿ,hřebík
372,Netz::N,ಬಲೆ,síť
373,Haken::N,ಕೊಂಡಿ,hák
374,Griff::N,ಹಿಡಿ,držadlo
375,Schloss::N,ವೀಗ,zámek
376,Bild::N,ಚಿತ್ರ,obraz
377,Figur::N,ಆಕಾರ,figura
378,Puppe::N,ಗೊಂಬೆ,panenka
379,Beutel::N,ಸಂಚಿ,pytlík
380,Bündel::N,ಕಟ್ಟು,svazek
381,Tasche::N,ಚೀಲ,taška
382,Tasche::N,ಚೀಲ,brašna
383,Eimer::N,ಬಾನೆ,kýbl
384,Eimer::N,ಬಾನೆ,vědro
385,Deckel::N,ಮುಚ್ಚಳ,víko
386,Deckel::N,ಮುಚ್ಚಳ,příklop
387,Geschirr::N,ಭಕ್ಷ್ಯಗಳು,nádobí
388,Sack::N,ಮೂಟೆ,pytel
389,Tasse::N,ಬಟ್ಟಲು,šálek
390,Topf::N,ಮಡಕೆ,hrnec
391,Kessel::N,ಕೆಟಲ್,kotel
392,Essen::N,ಊಟ,jídlo
393,Nahrung::N,ಆಹಾರ,strava
394,Nahrung::N,ಆಹಾರ,potrava
395,Speise::N,ಊಟ,jídlo
396,Fleisch::N,ಮಾಂಸ,maso
397,Getreide::N,ಧಾನ್ಯ,obilí
398,Brei::N,ಗಂಜಿ,kaše
399,Brot::N,ರೊಟ್ಟಿ,chléb
400,Scheibe::N,ಹೋಳು,krajíc
401,Fett::N,ಕೊಬ್ಬು,tuk
402,Fett::N,ಕೊಬ್ಬು,omastek
403,Butter::N,ಬೆಣ್ಣೆ,máslo
404,Öl::N,ಎಣ್ಣೆ,olej
405,Salz::N,ಉಪ್ಪು,sůl
406,Suppe::N,ಎಸರು,polévka
407,Honig::N,ಮಧು,med
408,Milch::N,ಹಾಲು,mléko
409,Tee::N,ಚಹ,čaj
410,Leder::N,ಚಕ್ಕಳ,kůže
411,Wolle::N,ಉಣ್ಣೆ,vlna
412,Stoff::N,ಬಟ್ಟೆ,látka
413,Nadel::N,ಸೂಜಿ,jehla
414,Faden::N,ದಾರ,nit
415,Knopf::N,ಗುಂಡು,knoflík
416,Knoten::N,ಗಂಟು,uzel
417,Farbe::N,ಬಣ್ಣ,barva
418,Kleidung::N,ಅರಿವೆ,šaty
419,Kleidung::N,ಅರಿವೆ,šatstvo
420,Hemd::N,ಅಂಗಿ,košile
421,Kragen::N,ಕುತ್ತಿಗೆಪಟ್ಟಿ,límec
422,Ärmel::N,ತೋಳು,rukáv
423,Hose::N,ಇಜಾರ,kalhoty
424,Gürtel::N,ಬೆಲ್ಟು,pás
425,Gürtel::N,ಬೆಲ್ಟು,opasek
426,Mütze::N,ಟೋಪಿ,čepice
427,Schuh::N,ಪಾದರಕ್ಷೆ,bota
428,Stiefel::N,ಬೂಟು,holínka
429,Ring::N,ಉಂಗುರ,prsten
430,Band::N,ರಿಬ್ಬನ್,pásek
431,Kamm::N,ಹಣಿಗೆ,hřeben
432,Spiegel::N,ಕನ್ನಡಿ,zrcadlo
433,Riemen::N,ಬಾರು,řemen
434,Schnur::N,ಹುರಿ,šňůra
435,Leine::N,ಹಗ್ಗ,vodítko
436,Decke::N,ಕಂಬಳಿ,pokrývka
437,Decke::N,ಕಂಬಳಿ,přikrývka
438,Kissen::N,ದಿಂಬು,polštář
439,Tuch::N,ಕೊರಳ ಬಟ್ಟೆ,šátek
440,Handtuch::N,ಚೌಕ,ručník
441,Kraft::N,ಬಲ,síla
442,Stärke::N,ಶಕ್ತಿ,síla
443,Gesundheit::N,ಆರೋಗ್ಯ,zdraví
444,Krankheit::N,ರೋಗ,nemoc
445,Krankheit::N,ರೋಗ,choroba
446,Schmerz::N,ನೋವು,bolest
447,Wunde::N,ಗಾಯ,rána
448,Fieber::N,ಜ್ವರ,horečka
449,Arznei::N,ಔಷಧ,lék
450,Brücke::N,ಸೇತುವೆ,most
451,Brunnen::N,ಬಾವಿ,studna
452,Weide::N,ಗೋಮಾಳ,pastva
453,Weide::N,ಗೋಮಾಳ,pastvina
454,Pfad::N,ದಾರಿ,pěšina
455,Weg::N,ಹಾದಿ,cesta
456,Straße::N,ರಸ್ತೆ,silnice
457,Dorf::N,ಹಳ್ಳಿ,vesnice
458,Stadt::N,ಪಟ್ಟಣ,město
459,Brief::N,ಕಾಗದ,dopis
460,Buch::N,ಪುಸ್ತಕ,kniha
461,Buchstabe::N,ಅಕ್ಷರ,písmeno
462,Zeitung::N,ವಾರ್ತಾಪತ್ರಿಕೆ,noviny
463,Leben::N,ಜೀವನ,život
464,Tod::N,ಮರಣ,smrt
465,Grab::N,ಗೋರಿ,hrob
466,Kirche::N,ಚರ್ಚು,kostel
467,Sünde::N,ಪಾಪ,hřích
468,Gott::N,ದೇವರು,bůh
469,Arbeiter::N,ಕೆಲಸಗಾರ,dělník
470,Arbeiter::N,ಕೆಲಸಗಾರ,pracovník
471,Chef::N,ದಣಿ,šéf
472,Chef::N,ದಣಿ,vedoucí
473,Meister::N,ಶಿಕ್ಷಕ,mistr
474,Arzt::N,ವೈದ್ಯ,lékař
475,Lehrer::N,ಉಪಾಧ್ಯಾಯ,učitel
476,Geld::N,ಹಣ,peníze
477,Geschäft::N,ವಾಣಿಜ್ಯ,obchod
478,Laden::N,ಅಂಗಡಿ,krám
479,Preis::N,ಬೆಲೆ,cena
480,Ware::N,ಸರಕು,zboží
481,Nutzen::N,ಲಾಭ,užitek
482,Reichtum::N,ಸಂಪತ್ತು,bohatství
483,Welt::N,ಭೂಲೋಕ,svět
484,Land::N,ದೇಶ,země
485,Staat::N,ರಾಜ್ಯ,stát
486,König::N,ರಾಜ,král
487,Macht::N,ಅಧಿಕಾರ,moc
488,Macht::N,ಅಧಿಕಾರ,mocnost
489,Grenze::N,ಗಡಿ,hranice
490,Krieg::N,ಯುದ್ಧ,válka
491,Feind::N,ಶತ್ರು,nepřítel
492,Gewalt::N,ಹಿಂಸೆ,násilí
493,Kampf::N,ಹೋರಾಟ,boj
494,Bogen[Waffe]::N,ಬಿಲ್ಲು,luk
495,Pfeil::N,ಅಂಬು,šíp
496,Gewehr::N,ಬಂದೂಕು,puška
497,Gewehr::N,ಬಂದೂಕು,ručnice
498,Fehler::N,ತಪ್ಪು,chyba
499,Lüge::N,ಸುಳ್ಳು,lež
500,Schaden::N,ಹಾನಿ,škoda
501,Unglück::N,ಅಪಾಯ,neštěstí
502,Schuld::N,ದೋಷ,vina
503,Alter::N,ಮುಪ್ಪು,věk
504,Schluss::N,ಮುಕ್ತಾಯ,konec
505,Zeit::N,ಕಾಲ,čas
506,Tag::N,ದಿನ,den
507,Morgen::N,ಮುಂಜಾನೆ,ráno
508,Morgen::N,ಮುಂಜಾನೆ,jitro
509,Mittag::N,ನಡುಹಗಲು,poledne
510,Abend::N,ಸಂಜೆ,večer
511,Nacht::N,ರಾತ್ರಿ,noc
512,Woche::N,ವಾರ,týden
513,Monat::N,ತಿಂಗಳು,měsíc
514,Jahr::N,ಸಂವತ್ಸರ,rok
515,Frühling::N,ವಸಂತ,jaro
516,Sommer::N,ಬಿಸಿಲುಕಾಲ,léto
517,Herbst::N,ಶರತ್ಕಾಲ,podzim
518,Winter::N,ಚಳಿಗಾಲ,zima
519,Januar::N,ನಾಲ್ಚಳಿ,leden
520,Februar::N,ಅಯ್ಚಳಿ,únor
521,März::N,ಮೊಬ್ಬೇಸಿಗೆ,březen
522,April::N,ಇಬ್ಬೇಸಿಗೆ,duben
523,Mai::N,ಮುಬ್ಬೇಸಿಗೆ,květen
524,Juni::N,ಮೊಮ್ಮಳೆ,červen
525,Juli::N,ಇಮ್ಮಳೆ,červenec
526,August::N,ಮುಮ್ಮಳೆ,srpen
527,September::N,ನಾಲ್ಮಳೆ,září
528,Oktober::N,ಮೊಚ್ಚಳಿ,říjen
529,November::N,ಇಚ್ಚಳಿ,listopad
530,Dezember::N,ಮುಚ್ಚಳಿ,prosinec
531,Montag::N,ಸೋಮುವಾರ,pondělí
532,Montag::N,ಸೋಮುವಾರ,pondělek
533,Dienstag::N,ಮಂಗಳವಾರ,úterý
534,Mittwoch::N,ಬುಧವಾರ,středa
535,Donnerstag::N,ಗುರುವಾರ,čtvrtek
536,Freitag::N,ಶುಕ್ರವಾರ,pátek
537,Samstag::N,ಶನಿವಾರ,sobota
538,Sonntag::N,ಭಾನುವಾರ,neděle
539,groß::A,ದೊಡ್ಡ,velký
540,klein::A,ಪುಟ್ಟ,malý
541,lang::A,ದೀರ್ಘ,dlouhý
542,kurz::A,ಚಕ್ಕ,krátký
543,breit::A,ಅಗಲವಾದ,široký
544,schmal::A,ಇಕ್ಕಟ್ಟಾದ,úzký
545,dicht::A,ದಟ್ಟ,hustý
546,dick[Gegenstand]::A,ದಟ್ಟ,tlustý
547,dünn::A,ತೆಳು,tenký
548,fein::A,ಕೋಮಲ,jemný
549,fest::A,ಘನ,pevný
550,flach::A,ಚಪ್ಪಟೆ,plochý
551,flach::A,ಚಪ್ಪಟೆ,placatý
552,glatt::A,ನಯ,hladký
553,hart::A,ಗಟ್ಟಿ,tvrdý
554,weich::A,ಮೃದುವಾದ,měkký
555,rund::A,ವರ್ತುಳ,kulatý
556,rund::A,ವರ್ತುಳ,okrouhlý
557,spitz::A,ಮೊನಚಾದ,špičatý
558,scharf::A,ತೀಕ್ಷ್ಣ,ostrý
559,stumpf::A,ಮೊಂಡು,tupý
560,schwer::A,ಭಾರಿ,těžký
561,schön::A,ಸುಂದರ,pěkný
562,schön::A,ಸುಂದರ,krásný
563,heiß::A,ಬಿಸಿ,horký
564,warm::A,ಬಿಸಿ,teplý
565,kalt::A,ತಣ್ಣನೆಯ,studený
566,kühl::A,ತಂಪಾದ,chladný
567,frisch::A,ನಿರ್ಮಲ,svěží
568,feucht::A,ಒದ್ದೆಯಾದ,vlhký
569,nass::A,ಒದ್ದೆಯಾದ,mokrý
570,trocken::A,ಶುಷ್ಕ,suchý
571,voll::A,ತುಂಬಿದ,plný
572,leer::A,ಖಾಲಿ,prázdný
