,Concept_ID,ku,es
831,zwölf::NUM,diwazdeh,doce
832,zwanzig::NUM,bîst,veinte
833,dreißig::NUM,sih,treinta
834,vierzig::NUM,çil,cuarenta
835,fünfzig::NUM,pençi,cincuenta
836,sechzig::NUM,şêst,sesenta
837,siebzig::NUM,heftê,setenta
838,achtzig::NUM,heştê,ochenta
839,neunzig::NUM,nod,noventa
840,hundert::NUM,sêd,cien
841,hundert::NUM,sêd,ciento
842,tausend::NUM,hezar,mil
843,und::CNJ,û,y
844,oder::CNJ,an,o
845,oder::CNJ,yan,o
846,stehen::V,sekinîn,estar de pie
847,sitzen::V,rûniştin,estar sentado
848,liegen::V,paldan,yacer
849,liegen::V,paldan,estar acostado
850,hängen::V,darve kirin,pender
851,werden::V,bûn,hacerse
852,passieren::V,hatin holê,suceder
853,passieren::V,hatin serê kesî,suceder
854,beginnen::V,li dest pêkirin,iniciarse
855,beginnen::V,li dest pêkirin,principiar
856,enden::V,xalas bû,acabar
857,enden::V,xalas bû,terminar
858,wechseln::V,guherandin,variar
859,wechseln::V,guherandin,alternar
860,wechseln::V,dêgiş kirin,variar
861,wechseln::V,dêgiş kirin,alternar
862,aufgehen[Sonne]::V,hilatin,salir
863,untergehen[Sonne]::V,çun ava,ponerse
864,untergehen[Sonne]::V,çun ava,descender
865,scheinen[Sonne]::V,şewk de,brillar
866,donnern::V,gire-gir,tronar
867,wehen::V,ba le de,soplar
868,strömen::V,xwe girtin,afluir
869,fließen::V,herikîn,fluir
870,fließen::V,herikîn,correr
871,sich drehen::V,xwe zivirandin,girar
872,schwanken::V,hejandin,vacilar
873,schwingen::V,libakirin,oscilar
874,fallen::V,ketin,caer
875,brennen::V,şewitîn,arder
876,brennen::V,şewitîn,quemar
877,rauchen::V,kişandin,humear
878,rauchen::V,kişandin,echar humo
879,regnen::V,bahran tê,llover
880,gefrieren::V,qefilandin,helarse
881,tauen::V,helandin,deshelarse
882,schmelzen::V,helandin,fundirse
883,schmelzen::V,helandin,derretirse
884,trocknen::V,zuwabûn,secarse
885,sieden::V,kelîn,hervir
886,faulen::V,xerabûn,pudrirse
887,verfaulen::V,xerabûn,pudrirse
888,reißen::V,jêkirin,romperse
889,versinken::V,xerq bûn,hundirse
890,vergehen::V,derbas bûn,pasar
891,erscheinen::V,peyda bûn,aparecer
892,verschwinden::V,wendabûn,desaparecer
893,sinken::V,noq bûn,bajar
894,abnehmen::V,kêm bûn,decrecer
895,abnehmen::V,kêm bûn,disminuir
896,zunehmen::V,qelew bûn,crecer
897,zunehmen::V,qelew bûn,aumentar
898,steigen::V,hildan,subir
899,steigen::V,hildan,ascender
900,wachsen::V,mezin bûn,crecer
901,glänzen::V,biriqîn,brillar
902,glänzen::V,biriqîn,resplandecer
903,funkeln::V,çikisîn,chispear
904,lärmen::V,guşîn,hacer ruido
905,läuten::V,lê de,sonar
906,läuten::V,lê de,repicar
907,klingeln::V,sîl dan,tocar el timbre
908,klingeln::V,ringerin,tocar el timbre
909,klirren::V,zingzing hat,tintinear
910,brausen::V,guşîn,zumbar
911,rauschen::V,guşîn,murmurar
912,klingen::V,deng pe ketin,sonar
913,bellen::V,kewtîn,ladrar
914,heulen::V,ûrîn,ulular
915,blasen::V,puf kirin,soplar
916,pfeifen::V,fîkandin,silbar
917,schreien::V,qîrîn,gritar
918,stöhnen::V,nalîn,gemir
919,zittern::V,hejîn,temblar
920,leben::V,jihîn,vivir
921,geboren werden::V,hatin dinyê,nacer
922,geboren werden::V,bûn,nacer
923,atmen::V,hilmijîn,respirar
924,trinken::V,vexwarin,beber
925,essen::V,xwarin,comer
926,schlucken::V,daqulbandin,tragar
927,müde werden::V,betilîln,cansarse
928,müde werden::V,betilîln,fatigarse
929,müde werden::V,qerimîn,cansarse
930,müde werden::V,qerimîn,fatigarse
931,einschlafen::V,razan,dormirse
932,schlafen::V,razan,dormir
933,schlafen::V,razandin,dormir
934,aufwachen::V,şiyarbûn,despertarse
935,aufstehen::V,rabûn,levantarse
936,sich erholen::V,baş bûn,reposar
937,sich erholen::V,baş bûn,descansar
938,krank werden::V,nexweş kêt,caer enfermo
939,krank sein::V,nexweş bû,estar enfermo
940,schmerzen::V,êşandin,doler
941,husten::V,kuxin,toser
942,genesen::V,baş bûn,convalecer
943,genesen::V,baş bûn,restablecerse
944,sterben::V,mirin,morir
945,umkommen::V,mirin,perecer
946,sich bewegen::V,leqîn,moverse
947,sich rühren::V,leqîn,rebullir
948,sich erheben::V,rabûn,levantarse
949,sich setzen::V,runiştin,sentarse
950,hinfallen::V,kêtin,caerse
951,laufen::V,meşîn,andar
952,schreiten::V,meşkirin,proceder
953,spazierengehen::V,gerandin,pasear
954,spazierengehen::V,gerandin,pasearse
955,eilen::V,lezandin,correr prisa
956,sich beeilen::V,zûkirin,darse prisa
957,sausen::V,fîzîn,correr
958,rennen::V,baz dan,correr
959,springen::V,hilpekîn,saltar
960,klettern::V,hilperikîn,trepar
961,klettern::V,hilperikîn,escalar
962,schaukeln::V,lorandin,bambolearse
963,kriechen::V,xuşandin,reptar
964,kriechen::V,xuşandin,arrastrarse
965,schwimmen::V,avjenîn,nadar
966,tauchen::V,qutxuyardin,bucear
967,tauchen::V,qutxuyardin,sumergirse
968,tauchen::V,noqîn,bucear
969,tauchen::V,noqîn,sumergirse
970,rudern::V,qaîq ajotin,remar
971,fahren::V,ajotin,ir
972,fliegen::V,firîn,volar
973,gehen::V,çûn,ir
974,gehen::V,çûn,andar
975,weggehen::V,çûn,irse
976,weggehen::V,çûn,marcharse
977,abfahren::V,çûyin,salir
978,abfahren::V,çûyin,partir
979,anhalten::V,rawestîn,parar
980,anhalten::V,rawestîn,pararse
981,hineingehen::V,ketin hundir,entrar
982,eintreten::V,têketin,entrar
983,kommen::V,hatin,venir
984,ankommen::V,gihan,llegar
985,ankommen::V,gihîştin,llegar
986,zurückkommen::V,vegerandin,volver
987,zurückkommen::V,vegerandin,regresar
988,bleiben::V,sekinîn,quedarse
989,warten::V,payîn,esperar
990,erwarten::V,payîn,esperar
991,suchen::V,lêgerîn,buscar
992,finden::V,peyda kirin,hallar
993,finden::V,peyda kirin,encontrar
994,versuchen::V,çeribandin,intentar
995,vorbereiten::V,amade kirin,preparar
996,lieben::V,hez kirin,amar
997,lieben::V,hez kirin,querer
998,mögen::V,dil kirin,querer
999,lachen::V,kenîn,reír
1000,rühren::V,hêjan,conmover
1001,weinen::V,girîn,llorar
1002,schimpfen::V,pevçûn,regañar
1003,sich ärgern::V,enirîn,enfadarse
1004,sich fürchten::V,tirsîn,tener miedo
1005,fürchten::V,tirsin,temer
1006,fürchten::V,tirsin,tener miedo a
1007,fliehen::V,bazdan,huir
1008,flüchten::V,revîn,escaparse
1009,sehen::V,dîtin,ver
1010,anschauen::V,sêr kirin,mirar
1011,ansehen::V,hesibandin,mirar
1012,hören::V,guhdar jirin,oír
1013,zuhören::V,guhdarî kirin,escuchar
1014,probieren::V,tehm kirin,probar
1015,probieren::V,tehm kirin,degustar
1016,riechen::V,bihn kirin,oler
1017,fühlen::V,hîs kirin,sentir
1018,scheinen::V,xoyer kir,parecer
1019,zu sehen sein::V,diyar bûn,poder verse
1020,vernehmen::V,bihîstin,oír
1021,vernehmen::V,bihîstin,percibir
1022,frieren::V,qerişîn,tener frío
1023,tun::V,kirin,hacer
1024,können::V,karin,poder
1025,wollen::V,xwestîn,querer
1026,anfangen::V,dest pêkirin,iniciar
1027,beenden::V,xelas kirin,acabar
1028,beenden::V,xelas kirin,terminar
1029,aufhören::V,xelas kirin,cesar
1030,gelingen::V,çe bûn,salir bien
1031,geraten::V,qewîmîn,salir
1032,geraten::V,qewîmîn,dar resultado
1033,öffnen::V,vekirin,abrir
1034,schließen::V,girtin,cerrar
1035,stellen::V,danîn,poner
1036,stellen::V,danîn,colocar
1037,setzen::V,rûniştin,poner
1038,setzen::V,rûniştin,colocar
1039,legen::V,danîn,poner
1040,legen::V,razandin,poner
1041,berühren::V,lêketin,tocar
1042,verbinden::V,anîn pê,unir
1043,verbinden::V,anîn pê,juntar
1044,bedecken::V,sergirtin,tapar
1045,bedecken::V,sergirtin,cubrir
1046,aufhängen::V,aliqandin,colgar
1047,anzünden::V,pêxistin,encender
1048,aufheben::V,hildan,recoger
1049,zurücklassen::V,hiştin,dejar
1050,zurücklassen::V,vehiştin,dejar
1051,verlieren::V,wendakirin,perder
1052,fallen lassen::V,xistin bixe,dejar caer
1053,fallen lassen::V,xistin,dejar caer
1054,machen::V,kirin,hacer
1055,machen::V,çêkirin,hacer
1056,herstellen::V,çê kirin,fabricar
1057,herstellen::V,peyda kirin,fabricar
1058,bauen::V,lêkirin,construir
1059,reparieren::V,veherînerîn,reparar
1060,verbessern::V,sererastkirin,mejorar
1061,ändern::V,degiş kirin,mudar
1062,ändern::V,degiş kirin,modificar
1063,graben::V,kolandin,cavar
1064,beugen::V,tewîn,doblar
1065,beugen::V,tewîn,inclinar
1066,beugen::V,xwar kirin,doblar
1067,beugen::V,xwar kirin,inclinar
1068,biegen::V,tewandin,doblar
1069,biegen::V,xwarkirin,doblar
1070,drehen::V,fitilandin,volver
1071,drehen::V,fitilandin,hacer girar
1072,wenden::V,zivîrin,volver
1073,umdrehen::V,vegerandin,revolver
1074,heben::V,hildan,levantar
1075,hochheben::V,hildan,alzar
1076,ergreifen::V,dest avêtin,coger
1077,halten::V,hîştin,tener
1078,halten::V,sekinîn,tener
1079,drücken::V,pêl kirin,apretar
1080,schieben::V,damdan,empujar
1081,kratzen::V,xurandin,rascar
1082,lecken::V,alastin,lamer
1083,beißen::V,gez kirin,morder
1084,abreißen::V,hilşandin,arrancar
1085,abschneiden::V,jêkirin,cortar
1086,binden::V,girêdan,atar
1087,stecken::V,têxistin,meter
1088,brechen::V,şikandin,romper
1089,brechen::V,şikandin,quebrar
1090,klopfen::V,kutandin,golpear
1091,hauen::V,li dan,pegar
1092,kleben::V,zeliqîn,pegar
1093,kleben::V,zeliqîn,encolar
1094,kleben::V,şirêz kirin,pegar
1095,kleben::V,şirêz kirin,encolar
1096,reiben::V,firikandin,frotar
1097,streichen::V,bax dan,untar
1098,streichen::V,bax dan,recubrir
1099,schleifen::V,çarkirin,afilar
1100,schneiden::V,jêkirin,cortar
1101,rütteln::V,hejandin,agitar
1102,schütteln::V,daweşîn,agitar
1103,schütteln::V,daweşîn,sacudir
1104,schwenken::V,têwdan,menear
1105,schütten::V,rijandin,verter
1106,füllen::V,dagirtin,llenar
1107,einwickeln::V,pêçandin,envolver
1108,tragen::V,kişandin,llevar
1109,tragen::V,rajtin,llevar
1110,schleppen::V,kişandin,arrastrar
1111,ziehen::V,kişandin,tirar
1112,aufbewahren::V,hilandin,conservar
1113,werfen::V,avêtin,echar
1114,werfen::V,avêtin,lanzar
1115,fangen::V,sem kirin,coger
1116,fangen::V,girtin,coger
1117,packen::V,pê girtin,agarrar
1118,verstecken::V,hîlanin,esconder
1119,teilen::V,parvekirin,partir
1120,teilen::V,parvekirin,dividir
1121,schicken::V,şandin,enviar
1122,bringen::V,anîn,traer
1123,bringen::V,birin,traer
1124,hinzufügen::V,dan ser,añadir
1125,hinzufügen::V,li tiştekî zêde kirin,añadir
1126,bekommen::V,standin,obtener
1127,bekommen::V,standin,conseguir
1128,erhalten::V,standin,recibir
1129,nehmen::V,girtin,tomar
1130,wählen::V,ray dan,elegir
1131,auswählen::V,bijartin,escoger
1132,auswählen::V,bijartin,seleccionar
1133,bewahren::V,rê li ber girtin,guardar
1134,bewahren::V,rê li ber girtin,preservar
1135,bewahren::V,lê xwedî derketin,guardar
1136,bewahren::V,lê xwedî derketin,preservar
1137,behindern::V,bara wi,estorbar
1138,behindern::V,bara wi,obstaculizar
1139,verderben::V,heram bûn,estropear
1140,beschädigen::V,xerab kirin,deteriorar
1141,zerbrechen::V,şikênandin,romper
1142,zerbrechen::V,şikênandin,quebrar
1143,zerbrechen::V,perçe kirin,romper
1144,zerbrechen::V,perçe kirin,quebrar
1145,zerreißen::V,qelişandin,desgarrar
1146,zerreißen::V,qelişandin,despedazar
1147,zerstören::V,hilşandin,destruir
1148,zerstören::V,hilşandin,destrozar
1149,verbrennen::V,şewitandin,quemar
1150,geben::V,dan,dar
1151,geben::V,dayin,dar
1152,reichen::V,besbûn,pasar
1153,reichen::V,têrkirin,pasar
1154,schenken::V,diyarî kirin,regalar
1155,versprechen::V,soz dan,prometer
1156,wünschen::V,dil kirin,desear
1157,loben::V,pesinandin,alabar
1158,küssen::V,maçkirin,besar
1159,wiegen::V,lorandin,mecer
1160,wiegen::V,wezinandin,mecer
1161,zudecken::V,nixumandin,tapar
1162,zudecken::V,nixumandin,cubrir
1163,wecken::V,bixwe hesandin,despertar
1164,zeigen::V,şanîdan,mostrar
1165,führen::V,raber kirin,guiar
1166,führen::V,raber kirin,conducir
1167,lehren::V,hîn kirin,enseñar
1168,lehren::V,hîn kirin,instruir
1169,unterrichten::V,ders dan,enseñar
1170,aufziehen::V,mesinkirin,criar
1171,leiten::V,rêberî kirin,guiar
1172,leiten::V,rêberî kirin,dirigir
1173,antreiben::V,bezandin,impeler
1174,antreiben::V,bezandin,impulsar
1175,lassen::V,berdan,hacer
1176,lassen::V,hiştin,hacer
1177,einladen::V,dawet kirin,invitar
1178,vereinigen::V,bi yek kirin,unir
1179,besuchen::V,mêvan bûn,visitar
1180,besuchen::V,mêvan bûn,ir a ver
1181,treffen::V,rast hatin,encontrar
1182,sich versammeln::V,li hev çivîn,reunirse
1183,sich versammeln::V,li hev çivîn,congregarse
1184,spielen::V,listin,jugar
1185,singen::V,stran,cantar
1186,tanzen::V,reqisîn,bailar
1187,sich trennen::V,hew berdan,separarse
1188,verlassen::V,tanê hişt,dejar
1189,verlassen::V,tanê hişt,abandonar
1190,verlassen::V,bêkes,dejar
1191,verlassen::V,bêkes,abandonar
1192,retten::V,rihakirin,salvar
1193,bewachen::V,raçavkirin,vigilar
1194,schützen::V,hemet kirin,proteger
1195,verteidigen::V,paraztin,defender
1196,sich schlagen::V,li hev bezîn,batirse
1197,schießen::V,agir kirin,tirar
1198,schießen::V,agir kirin,disparar
1199,siegen::V,biser ketin,vencer
1200,ärgern::V,xeyirandin,enojar
1201,ärgern::V,xeyirandin,enfadar
1202,schlagen::V,lêdan,pegar
1203,schlagen::V,lêdan,golpear
1204,schlagen::V,lêxistin,pegar
1205,schlagen::V,lêxistin,golpear
1206,treten::V,têlekirin,dar una patada a
1207,stechen::V,têrekirin,pinchar
1208,stoßen::V,lêketin,empujar
1209,stehlen::V,dizîn,robar
1210,stehlen::V,dizîn,hurtar
1211,stehlen::V,dizî birin,robar
1212,stehlen::V,dizî birin,hurtar
1213,stören::V,aciz kirin,molestar
1214,belästigen::V,li tela yeki ketin,molestar
1215,belästigen::V,li tela yeki ketin,importunar
1216,verbergen::V,veşartin,ocultar
1217,verbergen::V,veşartin,esconder
1218,verbergen::V,kemîndanîn,ocultar
1219,verbergen::V,kemîndanîn,esconder
1220,täuschen::V,xapandin,engañar
1221,täuschen::V,lê zexeli kirin,engañar
1222,betrügen::V,xapandin,engañar
1223,töten::V,kûştin,matar
1224,wohnen::V,rûniştin,vivir
1225,wohnen::V,rûniştin,habitar
1226,arbeiten::V,kar kirin,trabajar
1227,arbeiten::V,şêxulin,trabajar
1228,sammeln::V,komkirin,recoger
1229,sammeln::V,komkirin,coleccionar
1230,pflücken::V,çinîn,coger
1231,jagen::V,nêçîr kirin,cazar
1232,fischen::V,masî girtin,pescar
1233,fassen::V,pê girtin,atrapar
1234,fassen::V,pê girtin,capturar
1235,fassen::V,sêm kirin,atrapar
1236,fassen::V,sêm kirin,capturar
1237,hüten::V,hei jê man,guardar
1238,treiben::V,bêherandin,aballar
1239,anbinden::V,tewilandin,atar
1240,füttern::V,xwarine dan lê,echar de comer
1241,melken::V,dotin,ordeñar
1242,hacken::V,kolandin,picar
1243,hacken::V,kolandin,cortar
1244,gießen::V,av dan,regar
1245,reifen::V,kemilîn,madurar
1246,zubereiten::V,çe kirin,preparar
1247,kochen::V,xwarin çe kirin,cocer
1248,kochen::V,xwarin çe kirin,guisar
1249,kochen::V,kelandin,cocer
1250,kochen::V,kelandin,guisar
1251,backen::V,pijandin,hornear
1252,backen::V,pijandin,cocer al horno
1253,braten::V,qelandin,asar
1254,braten::V,qelandin,freír
1255,braten::V,sor kirin,asar
1256,braten::V,sor kirin,freír
1257,umrühren::V,têvdan,remover
1258,stricken::V,hûnan,hacer punto
1259,stricken::V,hûnan,hacer calceta
1260,nähen::V,kêl kirin,coser
1261,färben::V,boyax kirin,teñir
1262,färben::V,boyax kirin,colorear
1263,reinigen::V,paqijkirin,limpiar
1264,waschen::V,şuştin,lavar
1265,abwischen::V,pakîj kirin,fregar
1266,abwischen::V,pakîj kirin,limpiar
1267,spülen::V,şuştin,aclarar
1268,spülen::V,şuştin,enjuagar
1269,fegen::V,maliştin,barrer
1270,fegen::V,maliştin,pasar la escoba
1271,kehren::V,maliştin,barrer
1272,baden::V,serîşûştin,bañarse
1273,sich waschen::V,serîşûştin,lavarse
1274,ausziehen::V,jê kirin,quitar
1275,ausziehen::V,jê kirin,quitarse
1276,anziehen::V,pê kirin,ponerse
1277,sich anziehen::V,xwe kirin,vestirse
1278,kämmen::V,şeh kirin,peinar
1279,schmücken::V,xemilandin,adornar
1280,sagen::V,gotin,decir
1281,sagen::V,peyivîn,decir
1282,sprechen::V,peyivîn,hablar
1283,reden::V,axaftin,hablar
1284,reden::V,axaftin,conversar
1285,sich unterhalten::V,hev biştaxilin,charlar
1286,sich unterhalten::V,hev biştaxilin,conversar
1287,fragen::V,pirsîn,preguntar
1288,fragen::V,pirs kirin,preguntar
1289,bitten::V,tika kirin,rogar
1290,erzählen::V,behs kirin,contar
1291,mitteilen::V,vegotin,comunicar
1292,mitteilen::V,vegotin,participar
1293,nennen::V,bi nav kirin,llamar
1294,nennen::V,bi nav kirin,nombrar
1295,rufen::V,bakirin,llamar
1296,prahlen::V,pesnê xwe dan,jactarse
1297,übersetzen::V,qulibandin,traducir
1298,übersetzen::V,derbas kirin,traducir
1299,denken::V,fikirîn,pensar
1300,glauben::V,bawer bûn,creer
1301,bemerken::V,bala xwe dan,notar
1302,bemerken::V,çac lê ketin,notar
1303,erkennen::V,pêhesîn,reconocer
1304,begreifen::V,fêmkirin,concebir
1305,verstehen::V,fêmkirin,entender
1306,verstehen::V,fêmkirin,comprender
1307,lernen::V,halmandin,aprender
1308,lernen::V,fêrbun,aprender
1309,wissen::V,zanîn,saber
1310,sich erinnern an::V,bir bûn,recordar
1311,sich erinnern an::V,bir bûn,acordarse de
1312,vergessen::V,ji bir kirin,olvidar
1313,messen::V,pê kanîn,medir
1314,zählen::V,hejmardin,contar
1315,rechnen::V,hesibandin,contar
1316,rechnen::V,hesibandin,calcular
1317,lesen::V,xwendin,leer
1318,malen::V,rengandin,pintar
1319,malen::V,boyax kirin,pintar
1320,zeichnen::V,işaret kirin,dibujar
1321,schreiben::V,nivîsandin,escribir
1322,besitzen::V,hebûn,poseer
1323,kaufen::V,kirîn,comprar
1324,verkaufen::V,firotin,vender
1325,bezahlen::V,pere dan,pagar
1326,zahlen::V,pere dan,pagar
1327,zahlen::V,dayin,pagar
1328,beherrschen::V,zebt kirin,dominar
1329,beherrschen::V,hukim kirin,dominar
1330,ertragen::V,bihêzkirin,soportar
