,Concept_ID,zh,fa
152,Bau::N,穴,ساختمان
153,Tier::N,动物,هیوان
154,Herde::N,群,رمه
155,Kuh::N,母牛,گاو
156,Bulle::N,公牛,گاو نر
157,Pferd::N,马,اسب
158,Schaf::N,羊,گوسفند
159,Schwein::N,猪,خوک
160,Hund::N,狗,سگ
161,Katze::N,猫,گربه
162,Bär::N,熊,خرس
163,Eichhörnchen::N,松鼠,سنجاب
164,Elch::N,麋鹿,گوزن شمالی
165,Fuchs::N,狐狸,روباه
166,Hase::N,兔子,خرگوش
167,Maus::N,老鼠,موش
168,Wolf::N,狼,گرگ
169,Vogel::N,鸟,پرنده
170,Schwarm::N,群,دسته
171,Huhn::N,鸡,مرغ
172,Hahn::N,公鸡,خروس
173,Gans::N,鹅,غاز
174,Adler::N,鹰,عقاب
175,Ente::N,鸭,اردک
176,Ente::N,鸭,مرغابی
177,Eule::N,猫头鹰,جغد
178,Kranich::N,鹤,درنا
179,Krähe::N,乌鸦,زاغ
180,Krähe::N,乌鸦,کلاغ
181,Kuckuck::N,布谷鸟,فاخته
182,Schwan::N,天鹅,قو
183,Fisch::N,鱼,ماهی
184,Barsch::N,鲈鱼,ماهی خاردار
185,Hecht::N,狗鱼,اردک ماهی
186,Schlange[Tier]::N,蛇,مار
187,Wurm::N,蠕虫,کرم
188,Spinne::N,蜘蛛,عنکبوت
189,Ameise::N,蚂蚁,مورچه
190,Laus::N,虱子,شپش
191,Mücke::N,蚊子,پشه
192,Fliege::N,苍蝇,مگس
193,Schmetterling::N,蝴蝶,پروانه
194,Beere::N,将果,گیله
195,Apfel::N,苹果,سیب
196,Pilz::N,蘑菇,قارچ
197,Zwiebel::N,洋葱,پیاز
198,Saat::N,种子,بذر
199,Korn::N,谷粒,تخم
200,Korn::N,谷粒,دانه
201,Heu::N,干草,علف خشک
202,Schale::N,壳,پوست
203,Grube::N,坑,گودال
204,Falle::N,圈套,دام
205,Schlinge::N,活扣,حلقه
206,Spur::N,踪迹,رد
207,Asche::N,灰烬,خاکستر
208,Dreck::N,污垢,کثافت
209,Eisen::N,铁,آهن
210,Gold::N,金子,زر
211,Gold::N,金子,طلا
212,Silber::N,银,نقره
213,Kohle::N,煤,زغال
214,Glas::N,玻璃,شیشه
215,Lehm::N,粘土,گل
216,Sand::N,沙,شن
217,Sand::N,沙,ماسه
218,Mensch::N,人,آدم
219,Mensch::N,人,انسان
220,Mann::N,男子,مرد
221,Frau::N,妇女,زن
222,Kind::N,小孩,بچه
223,Kind::N,小孩,کودک
224,Junge::N,男孩,پسر
225,Mädchen::N,女孩,دختر
226,Familie::N,家庭,فامیل
227,Familie::N,家庭,خانواده
228,Großvater::N,祖父,پدربزرگ
229,Großmutter::N,祖母,مادر‌بزرگ
230,Eltern::N,父母,والدین
231,Eltern::N,父母,پدر‌و‌مادر
232,Vater::N,父亲,پدر
233,Mutter::N,母亲,مادر
234,Sohn::N,儿子,پسر
235,Tochter::N,女儿,دختر
236,Bruder::N,兄弟,برادر
237,Schwester::N,姐妹,خواهر
238,Onkel::N,伯父,عمو
239,Onkel::N,伯父,دایی
240,Tante::N,阿姨,عمه
241,Tante::N,阿姨,خاله
242,Ehemann::N,丈夫,همسر
243,Ehefrau::N,妻子,همسر
244,Freude::N,愉快,شادی
245,Gelächter::N,大笑,خنده
246,Gelächter::N,大笑,قاه‌قاه
247,Glück::N,运气,اقبال
248,Kummer::N,苦恼,غم
249,Kummer::N,苦恼,غصه
250,Wunsch::N,愿望,آرزو
251,Lust::N,乐趣,هوس
252,Geist::N,精神,روح
253,Gedanke::N,思想,فکر
254,Gedächtnis::N,记性,حافظه
255,Verstand::N,理智,هوش
256,Sinn::N,感觉,معنا
257,Sinn::N,感觉,مفهوم
258,Grund::N,理由,سبب
259,Grund::N,理由,دلیل
260,Wahrheit::N,真理,حقیقت
261,Gespräch::N,谈话,صحبت
262,Gespräch::N,谈话,گفتگو
263,Märchen::N,童话,قصه
264,Märchen::N,童话,افسانه
265,Erzählung::N,故事,داستان
266,Nachricht::N,消息,خبر
267,Neuigkeit::N,新闻,خبر تازه
268,Name::N,名字,اسم
269,Rätsel::N,谜语,معما
270,Rede::N,讲话,سخن
271,Sprache::N,语言,زبان
272,Stimme::N,声音,صدا
273,Wort::N,词,کلمه
274,Zeichen::N,标记,نشان
275,Zeichen::N,标记,علامت
276,Ruf::N,呼喊,صدا
277,Lärm::N,噪音,هیاهو
278,Laut::N,响声,صدا
279,Ton::N,声音,آهنگ
280,Lied::N,歌曲,آواز
281,Lied::N,歌曲,ترانه
282,Ruhe::N,安静,آرامش
283,Leute::N,人们,مردم
284,Volk::N,人民,خلق
285,Arbeit::N,劳动,کار
286,Gast::N,客人,مهمان
287,Geschenk::N,礼物,هدیه
288,Spiel::N,游戏,بازی
289,Gesellschaft::N,陪同,جمعیت
290,Hilfe::N,帮助,کمک
291,Freund::N,朋友,دوست
292,Kamerad::N,同志,رفیق
293,Angelegenheit::N,事情,امر
294,Angelegenheit::N,事情,قضیه
295,Anzahl::N,数目,عده
296,Anzahl::N,数目,شمار
297,Art::N,种类,نوع
298,Stück::N,块,تکه
299,Stück::N,块,قطعه
300,Teil::N,部分,بخش
301,Teil::N,部分,قسمت
302,Hälfte::N,一半,نیم
303,Kreis::N,圆,حلقه
304,Kreis::N,圆,دایره
305,Kreuz::N,十字架,صلیب
306,Linie::N,线条,خط
307,Linie::N,线条,سطر
308,Strich::N,划,خط
309,Abstand::N,距离,فاصله
310,Entfernung::N,距离,مسافت
311,Gegend::N,地区,منطقه
312,Platz::N,场所,گنجایش
313,Ort::N,地点,جا
314,Ort::N,地点,محل
315,Ort::N,地点,مکان
316,Seite::N,面,طرف
317,Mitte::N,中间,وسط
318,Mitte::N,中间,میان
319,Gegenstand::N,物品,چیز
320,Sache::N,物,چیز
321,Rand::N,边,کنار
322,Rand::N,边,حاشیه
323,Kante::N,棱,لبه
324,Ecke::N,角,گوشه
325,Spitze::N,尖,سر
326,Spitze::N,尖,نوک
327,Ende::N,结尾,ته
328,Ende::N,结尾,آخر
329,Loch::N,洞,سوراخ
330,Winkel::N,角度,کنج
331,Muster::N,模型,نقش
332,Größe::N,大小,قد
333,Größe::N,大小,بزرگی
334,Länge::N,长度,طول
335,Höhe::N,高度,بلندی
336,Gewicht::N,重量,وزن
337,Menge::N,数量,مقدار
338,Menge::N,数量,اندازه
339,Haufen::N,堆,توده
340,Reihe::N,行,ردیف
341,Boot::N,小船,قایق
342,Ruder::N,奖,پارو
343,Schlitten::N,雪橇,سورتمه
344,Ski::N,雪板,اسکی
345,Lagerfeuer::N,营火,آتش
346,Last::N,负担,بار
347,Last::N,负担,سنگینی
348,Gang::N,行走,راه رفتن
349,Schritt::N,步伐,قدم
350,Norden::N,北,شمال
351,Süden::N,南,جنوب
352,Westen::N,西,غرب
353,Osten::N,东,شرق
354,Holz::N,木材,چوب
355,Brett::N,木板,تخته
356,Platte::N,平板,صفحه
357,Stütze::N,支架,تکیه
358,Stange::N,杆,میله
359,Stock::N,棒,چوب
360,Stab::N,棍,عصا
361,Rohr::N,管子,لوله
362,Haus::N,房屋,منزل
363,Heim::N,家,خانه
364,Heim::N,家,کاشانه
365,Ofen::N,炉子,بخاری
366,Fußboden::N,地板,کف اتاق
367,Tisch::N,桌子,میز
368,Stuhl::N,椅子,صندلی
369,Wiege::N,摇蓝,گهواره
370,Bett::N,床,تختخواب
371,Regal::N,架子,قفسه
372,Kiste::N,箱子,صندوق
373,Fenster::N,窗户,پنجره
374,Tür::N,门,در
375,Tür::N,门,درب
376,Tor::N,大门,دروازه
377,Zaun::N,篱笆,حصار
378,Dach::N,屋顶,بام
379,Leiter::N,梯子,نردبان
380,Besen::N,扫帚,جارو
381,Spaten::N,铁锹,بیل
382,Schaufel::N,铁锹,بیل
383,Schaufel::N,铁锹,پارو
384,Gabel::N,叉,چنگال
385,Löffel::N,食匙,قاشق
386,Messer::N,刀,کارد
387,Nagel::N,钉子,میخ
388,Netz::N,网,تور
389,Netz::N,网,شبکه
390,Haken::N,钩子,قلاب
391,Griff::N,把柄,دسته
392,Schloss::N,锁,قفل
393,Bild::N,图画,عکس
394,Bild::N,图画,تصویر
395,Figur::N,人像,تندیس
396,Puppe::N,娃娃,عروسک
397,Beutel::N,袋子,کیسه
398,Bündel::N,捆,بسته
399,Tasche::N,手提包,کیف
400,Eimer::N,桶,سطل
401,Deckel::N,盖子,در
402,Geschirr::N,餐具,ظرف
403,Sack::N,袋子,گونی
404,Tasse::N,杯子,فنجان
405,Topf::N,锅,دیگ
406,Topf::N,锅,قابلمه
407,Kessel::N,水壶,دیگ
408,Essen::N,进餐,خوراک
409,Nahrung::N,食物,غذا
410,Speise::N,菜肴,خوراک
411,Fleisch::N,肉,گوشت
412,Getreide::N,谷物,غله
413,Brei::N,粥,فرنی
414,Brei::N,粥,حریره
415,Brot::N,面包,نان
416,Scheibe::N,片,قاچ
417,Scheibe::N,片,لزگه
418,Fett::N,脂肪,چربی
419,Butter::N,黄油,کره
420,Öl::N,油,روغن
421,Salz::N,盐,نمک
422,Suppe::N,汤,آش
423,Suppe::N,汤,سوپ
424,Honig::N,蜂蜜,عسل
425,Milch::N,奶,شیر
426,Tee::N,茶,چای
427,Leder::N,皮革,چرم
428,Wolle::N,毛线,پشم
429,Stoff::N,织物,پارچه
430,Nadel::N,针,سوزن
431,Faden::N,线,نخ
432,Knopf::N,纽扣,دکمه
433,Knoten::N,结,گره
434,Farbe::N,颜色,رنگ
435,Kleidung::N,衣服,لباس
436,Kleidung::N,衣服,پوشاک
437,Hemd::N,衬衫,پیراهن
438,Kragen::N,领子,یقه
439,Ärmel::N,袖子,آستین
440,Hose::N,裤子,شلوار
441,Gürtel::N,腰带,کمر‌بند
442,Mütze::N,帽子,کلاه
443,Schuh::N,鞋,کفش
444,Stiefel::N,靴子,چکمه
445,Ring::N,戒指,حلقه
446,Ring::N,戒指,انگشتر
447,Band::N,带子,نوار
448,Band::N,带子,روبان
449,Kamm::N,梳子,شانه
450,Spiegel::N,镜子,آینه
451,Riemen::N,皮带,تسمه
452,Schnur::N,绳子,ریسمان
453,Leine::N,皮带,قلاده
454,Decke::N,被子,پتو
455,Kissen::N,软垫,بالش
456,Tuch::N,巾,شال
457,Handtuch::N,手巾,حوله
458,Kraft::N,力,نیرو
459,Stärke::N,力量,زور
460,Gesundheit::N,健康,سلامتی
461,Gesundheit::N,健康,تندرستی
462,Krankheit::N,病,بیماری
463,Schmerz::N,痛,درد
464,Wunde::N,伤口,زخم
465,Fieber::N,发烧,تب
466,Arznei::N,药,دارو
467,Brücke::N,桥,پل
468,Brunnen::N,井,چاه
469,Weide::N,牧场,چراگاه
470,Pfad::N,小路,راه
471,Weg::N,路,راه
472,Weg::N,路,طریق
473,Straße::N,街,راه
474,Straße::N,街,جاده
475,Dorf::N,村庄,ده
476,Dorf::N,村庄,روستا
477,Stadt::N,城市,شهر
478,Brief::N,信,نامه
479,Buch::N,书,کتاب
480,Buchstabe::N,字母,حرف
481,Zeitung::N,报纸,روزنامه
482,Leben::N,生命,عمر
483,Leben::N,生命,زندگی
484,Tod::N,死亡,مرگ
485,Grab::N,坟墓,گور
486,Grab::N,坟墓,مزار
487,Kirche::N,教堂,کلیسا
488,Sünde::N,罪,بزه
489,Sünde::N,罪,گناه
490,Gott::N,上帝,خدا
491,Arbeiter::N,工人,کارگر
492,Chef::N,上司,رئیس
493,Meister::N,师傅,استاد
494,Arzt::N,医生,پزشک
495,Lehrer::N,教师,معلم
496,Lehrer::N,教师,آموزگار
497,Geld::N,钱,پول
498,Geschäft::N,交易,کار
499,Geschäft::N,交易,بیزنس
500,Laden::N,商店,دکان
501,Laden::N,商店,مغازه
502,Preis::N,价格,بها
503,Preis::N,价格,قیمت
504,Ware::N,商品,جنس
505,Ware::N,商品,کالا
506,Nutzen::N,好处,مزیت
507,Nutzen::N,好处,امتیاز
508,Reichtum::N,财富,مال
509,Reichtum::N,财富,ثروت
510,Welt::N,世界,دنیا
511,Land::N,国家,کشور
512,Land::N,国家,مملکت
513,Staat::N,国家,دولت
514,König::N,国王,شاه
515,König::N,国王,پادشاه
516,Macht::N,权力,قدرت
517,Macht::N,权力,اختیار
518,Grenze::N,边界,مرز
519,Krieg::N,战争,جنگ
520,Feind::N,敌人,دشمن
521,Gewalt::N,暴力,زور
522,Gewalt::N,暴力,خشونت
523,Kampf::N,战斗,نبرد
524,Kampf::N,战斗,مبارزه
525,Bogen[Waffe]::N,弓,کمان
526,Pfeil::N,箭,تیر
527,Gewehr::N,枪,تفنگ
528,Fehler::N,错误,غلط
529,Fehler::N,错误,اشتباه
530,Lüge::N,谎话,دروغ
531,Schaden::N,损失,آسیب
532,Schaden::N,损失,خسارت
533,Unglück::N,不幸,بلا
534,Schuld::N,过错,گناه
535,Schuld::N,过错,تقصیر
536,Alter::N,年龄,سن
537,Alter::N,年龄,عمر
538,Schluss::N,结束,انتها
539,Zeit::N,时间,وقت
540,Zeit::N,时间,زمان
541,Tag::N,天,روز
542,Morgen::N,早晨,صبح
543,Mittag::N,中午,ظهر
544,Abend::N,晚上,شب
545,Abend::N,晚上,عصر
546,Nacht::N,夜,شب
547,Woche::N,星期,هفته
548,Monat::N,月,ماه
549,Jahr::N,年,سال
550,Frühling::N,春天,بهار
551,Sommer::N,夏天,تابستان
552,Herbst::N,秋天,پاییز
553,Winter::N,冬天,زمستان
554,Januar::N,一月,ژانویه
555,Februar::N,二月,فوریه
556,März::N,三月,مارس
557,April::N,四月,آوریل
558,Mai::N,五月,مه
559,Juni::N,六月,ژوئن
560,Juli::N,七月,ژویه
561,August::N,八月,اوت
562,September::N,九月,سپتامبر
563,Oktober::N,十月,اکتبر
564,November::N,十一月,نوامبر
565,Dezember::N,十二月,دسامبر
566,Montag::N,星期一,دو‌شنبه
567,Dienstag::N,星期二,سه‌شنبه
568,Mittwoch::N,星期三,چهار‌شنبه
569,Donnerstag::N,星期四,پنج شنبه
570,Freitag::N,星期五,جمعه
571,Samstag::N,星期六,شنبه
572,Sonntag::N,星期日,یکشنبه
573,groß::A,大,بزرگ
574,klein::A,小,کوچک
575,lang::A,长,بلند
576,kurz::A,短,کوتاه
577,breit::A,宽,پهن
578,schmal::A,细长的,تنگ
579,schmal::A,细长的,نازک
580,dicht::A,密,چگال
581,dicht::A,密,انبوه
582,dick[Gegenstand]::A,厚,ضخیم
583,dünn::A,薄,نازک
584,fein::A,细小,ریز
585,fein::A,细小,باریک
586,fest::A,固体,محکم
587,flach::A,平坦,صاف
588,flach::A,平坦,مسطح
589,glatt::A,光滑,لیز
590,hart::A,硬,سفت
591,weich::A,软,نرم
592,weich::A,软,ملایم
593,rund::A,圆,گرد
594,spitz::A,尖,تیز
595,spitz::A,尖,نوک‌تیز
596,scharf::A,锋利,تیز
597,scharf::A,锋利,برنده
598,stumpf::A,钝,کند
599,schwer::A,重,سنگین
600,schön::A,美丽,زیبا
601,heiß::A,烫,داغ
602,warm::A,暖和,گرم
603,kalt::A,冷,سرد
604,kühl::A,凉,خنک
605,frisch::A,新鲜,تازه
606,feucht::A,潮湿,مرطوب
607,nass::A,湿,تر
608,nass::A,湿,خیش
609,trocken::A,干,خشک
610,voll::A,满,پر
611,leer::A,空,خالی
612,offen::A,敞开,باز
613,geschlossen::A,关闭,بسته
614,sauber::A,干净,پاک
615,sauber::A,干净,تمیز
616,schmutzig::A,肮脏,کثیف
617,schmutzig::A,肮脏,آلوده
618,roh::A,生,خام
619,reif::A,成熟,رسیده
620,lecker::A,好吃,لذیذ
621,lecker::A,好吃,خوشمزه
622,süß::A,甜,شیرین
623,bitter::A,苦,تلخ
624,sauer::A,酸,ترش
625,hell::A,亮,روشن
626,dunkel::A,阴暗,تاریک
627,schwarz::A,黑,سیاه
628,weiß::A,白,سفید
629,rot::A,红,سرخ
630,rot::A,红,قرمز
631,gelb::A,黄,زرد
632,blau::A,蓝,آبی
633,grün::A,绿,سبز
634,grau::A,灰色,طوسی
635,grau::A,灰色,خاکستری
636,bunt::A,五彩,رنگارنگ
637,billig::A,便宜,ارزان
638,teuer::A,贵,گران
639,wertvoll::A,贵重,قیمتی
640,wertvoll::A,贵重,گرانبها
641,blind::A,瞎,کور
642,blind::A,瞎,نابینا
643,taub::A,聋,کر
644,taub::A,聋,ناشنوا
645,kräftig::A,强壮,قوی
646,stark::A,强壮,قوی
647,stark::A,强壮,نیرومند
648,schwach::A,弱,ضعیف
649,fett::A,胖,چرب
650,schlank::A,苗条,باریک‌اندام
651,hübsch::A,漂亮,قشنگ
652,hübsch::A,漂亮,خوشگل
653,böse::A,邪恶,بد
654,dumm::A,笨,احمق
655,faul::A,懒惰,لش
656,faul::A,懒惰,تنبل
657,fleißig::A,勤奋,زرنگ
658,geizig::A,吝啬,خسیس
659,klug::A,聪明,عاقل
660,klug::A,聪明,باهوش
661,geschickt::A,灵巧,ماهر
662,lieb::A,可爱,عزیز
663,lustig::A,快乐,شاد
664,lustig::A,快乐,خوشحال
665,sanft::A,柔和,لطیف
666,hungrig::A,饥饿,گرسنه
667,krank::A,患病,مریض
668,krank::A,患病,بیمار
669,nackt::A,裸体,لخت
670,nackt::A,裸体,برهنه
671,traurig::A,悲哀,غمگین
672,lebendig::A,活,زنده
673,gut::A,好,خوب
674,schlecht::A,坏,بد
675,richtig::A,正确,درست
676,schlimm::A,糟糕,وخيم
677,wahr::A,真,درست
678,wahr::A,真,حقیقی
679,alt::A,旧,کهنه
680,neu::A,新,نو
681,ehemalig::A,以前,قبلی
682,alt[Lebewesen]::A,老,پیر
683,jung::A,年轻,جوان
684,arm::A,贫穷,فقیر
685,reich::A,富裕,پولدار
686,reich::A,富裕,ثروتمند
687,bekannt::A,出名,آشنا
688,bekannt::A,出名,معلوم
689,berühmt::A,著名,مشهور
690,fremd::A,陌生,خارجی
691,fremd::A,陌生,بیگانه
692,verschieden::A,不同,مختلف
693,verschieden::A,不同,متفاوت
694,nah::A,近,نزدیک
695,fern::A,遥远,دور
696,linker::A,左,چپ
697,rechter::A,右,راست
698,anderer::A,别的,دیگر
699,erster::A,第一,اول
700,zweiter::A,第二,دوم
701,dritter::A,第三,سوم
702,letzter::A,最后,آخر
703,allein::ADV,单独,تنها
704,auf einmal::ADV,同时,همزمان
705,zusammen::ADV,一起,باهم
706,lange::ADV,许久,مدت‌ها
707,lange::ADV,许久,مدت زیادی
708,plötzlich::ADV,忽然,ناگهان
709,sofort::ADV,立刻,فوراً
710,später::ADV,以后,بعدها
711,jetzt::ADV,现在,حالا
712,jetzt::ADV,现在,اکنون
713,heute::ADV,今天,امروز
714,morgen::ADV,明天,فردا
715,bald::ADV,即将,زود
716,bald::ADV,即将,بزودی
717,dann::ADV,然后,سپس
718,dann::ADV,然后,آنوقت
719,gestern::ADV,昨天,دیروز
720,einst::ADV,曾经,وقتی
721,einst::ADV,曾经,زمانی
722,damals::ADV,当时,آنوقت
723,damals::ADV,当时,آنزمان
724,danach::ADV,随后,بعد
725,vorher::ADV,事先,قبلاً
726,zuerst::ADV,首先,اول
727,zuerst::ADV,首先,ابتداء
728,einmal::ADV,一次,یکدفعه
729,manchmal::ADV,有时,گاهی
730,manchmal::ADV,有时,بعضی اوقات
731,oft::ADV,时常,اغلب
732,immer::ADV,总是,همیشه
733,niemals::ADV,从未,هرگز
734,hier::ADV,这里,اینجا
735,hierhin::ADV,到这里,به اینجا
736,von hier::ADV,由此,از اینجا
737,dort::ADV,那里,آنجا
738,dorthin::ADV,到那里,به آنجا
739,geradeaus::ADV,一直往前,راست
740,vorwärts::ADV,向前,جلو
741,vorwärts::ADV,向前,به پیش
742,rückwärts::ADV,向后,عقب
743,zurück::ADV,退后,پس
744,zurück::ADV,退后,عقب
745,zurück::ADV,退后,بالعکس
746,unten::ADV,下面,زیر
747,unten::ADV,下面,پایین
748,hinab::ADV,向下,به پایین
749,oben::ADV,上面,بالا
750,hinauf::ADV,向上,به بالا
751,überall::ADV,到处,همه‌جا
752,nicht::ADV,不,نه
753,ein wenig::ADV,一点儿,کمی
754,kaum::ADV,几乎不,به سختی
755,sehr::ADV,很,خیلی
756,sehr::ADV,很,بسیار
757,so::ADV,如此,چنین
758,so::ADV,如此,اینطور
759,noch::ADV,还,هنوز
760,nur::ADV,只,فقط
761,nur::ADV,只,تنها
762,schon::ADV,已经,قبلاً
763,schon::ADV,已经,به این زودی
764,wieder::ADV,又,باز
765,wieder::ADV,又,دوباره
766,vor::PRP,在...面前,در جلوی
767,hinter::PRP,在...背后,پشت
768,unter::PRP,在...下面,تحت
769,durch::PRP,穿过,از وسط
770,durch::PRP,穿过,از ميان
771,neben::PRP,在...旁,کنار
772,neben::PRP,在...旁,پهلوی
773,zwischen::PRP,在...之间,بین
774,zwischen::PRP,在...之间,میان
775,wegen::PRP,由于,برای
776,wegen::PRP,由于,بخاطر
777,dies::PRN,这,این
778,das::PRN,那,آن
779,alles::PRN,一切,تمام
780,alles::PRN,一切,همه‌چیر
781,ich::PRN,我,من
782,du::PRN,你,تو
783,er::PRN,他,او
784,wir::PRN,我们,ما
785,ihr::PRN,你们,شما
786,sie::PRN,她,آنها
787,was::FPRN,什么,چه
788,wer::FPRN,谁,کی
789,wo::FADV,哪里,کجا
790,wohin::FADV,去哪里,بکجا
791,wie::FADV,怎么,چطور
792,wie::FADV,怎么,چگونه
793,warum::FADV,为什么,چرا
794,warum::FADV,为什么,برای چه
795,wieviel::FNUM,多少,چند
796,wieviel::FNUM,多少,چقدر
797,eins::NUM,一,یک
798,zwei::NUM,二,دو
799,drei::NUM,三,سه
800,vier::NUM,四,چهار
801,fünf::NUM,五,پنج
802,sechs::NUM,六,شش
803,sieben::NUM,七,هفت
804,acht::NUM,八,هشت
805,neun::NUM,九,نه
806,zehn::NUM,十,ده
807,elf::NUM,十一,یازده
808,zwölf::NUM,十二,دوازده
809,zwanzig::NUM,二十,بیست
810,dreißig::NUM,三十,سی
811,vierzig::NUM,四十,چهل
812,fünfzig::NUM,五十,پنجاه
813,sechzig::NUM,六十,شصت
814,siebzig::NUM,七十,هفتاد
815,achtzig::NUM,八十,هشتاد
816,neunzig::NUM,九十,نود
817,hundert::NUM,百,صد
818,tausend::NUM,千,هزار
819,und::CNJ,和,و
820,oder::CNJ,或者,یا
821,stehen::V,站,ایستادن
822,sitzen::V,坐,نشستن
823,liegen::V,躺着,خوابیدن
824,liegen::V,躺着,دراز کشیدن
825,hängen::V,挂着,آویزان بودن
826,werden::V,成为,شدن
827,passieren::V,发生,گذشتن
828,passieren::V,发生,اتفاق افتادن
829,beginnen::V,开始,شروع شدن
830,enden::V,终止,تمام شدن
831,wechseln::V,变迁,عوض شدن
