,Concept_ID,pl,pl
198,Krähe::N,wrona,wrona
199,Kuckuck::N,kukułka,kukułka
200,Schwan::N,łabędż,łabędż
201,Fisch::N,ryba,ryba
202,Barsch::N,okoń,okoń
203,Hecht::N,szczupak,szczupak
204,Schlange[Tier]::N,wąż,wąż
205,Schlange[Tier]::N,wąż,żmija
206,Schlange[Tier]::N,żmija,wąż
207,Schlange[Tier]::N,żmija,żmija
208,Wurm::N,robak,robak
209,Spinne::N,pająk,pająk
210,Ameise::N,mrówka,mrówka
211,Laus::N,wesz,wesz
212,Mücke::N,komar,komar
213,Fliege::N,mucha,mucha
214,Schmetterling::N,motyl,motyl
215,Beere::N,jagoda,jagoda
216,Apfel::N,jabłko,jabłko
217,Pilz::N,grzyb,grzyb
218,Zwiebel::N,cebula,cebula
219,Saat::N,siew,siew
220,Korn::N,ziarno,ziarno
221,Heu::N,siano,siano
222,Schale::N,łupina,łupina
223,Grube::N,dół,dół
224,Grube::N,dół,jama
225,Grube::N,jama,dół
226,Grube::N,jama,jama
227,Falle::N,pułapka,pułapka
228,Schlinge::N,sidła,sidła
229,Spur::N,ślad,ślad
230,Asche::N,popiół,popiół
231,Dreck::N,brud,brud
232,Eisen::N,żelazo,żelazo
233,Gold::N,złoto,złoto
234,Silber::N,srebro,srebro
235,Kohle::N,węgiel,węgiel
236,Glas::N,szkło,szkło
237,Lehm::N,glina,glina
238,Sand::N,piasek,piasek
239,Mensch::N,człowiek,człowiek
240,Mann::N,mężczyzna,mężczyzna
241,Frau::N,kobieta,kobieta
242,Kind::N,dziecko,dziecko
243,Junge::N,chłopak,chłopak
244,Junge::N,chłopak,chłopiec
245,Junge::N,chłopiec,chłopak
246,Junge::N,chłopiec,chłopiec
247,Mädchen::N,dziewczynka,dziewczynka
248,Familie::N,rodzina,rodzina
249,Großvater::N,dziadek,dziadek
250,Großmutter::N,babka,babka
251,Eltern::N,rodzice,rodzice
252,Vater::N,ojciec,ojciec
253,Mutter::N,matka,matka
254,Sohn::N,syn,syn
255,Tochter::N,córka,córka
256,Bruder::N,brat,brat
257,Schwester::N,siostra,siostra
258,Onkel::N,wuj,wuj
259,Onkel::N,wuj,stryj
260,Onkel::N,stryj,wuj
261,Onkel::N,stryj,stryj
262,Tante::N,ciotka,ciotka
263,Ehemann::N,mąż,mąż
264,Ehefrau::N,żona,żona
265,Freude::N,radość,radość
266,Gelächter::N,śmiech,śmiech
267,Glück::N,szczęście,szczęście
268,Kummer::N,zmartwienie,zmartwienie
269,Wunsch::N,życzenie,życzenie
270,Lust::N,chęć,chęć
271,Lust::N,chęć,ochota
272,Lust::N,ochota,chęć
273,Lust::N,ochota,ochota
274,Geist::N,duch,duch
275,Gedanke::N,myśl,myśl
276,Gedächtnis::N,pamięć,pamięć
277,Verstand::N,rozum,rozum
278,Sinn::N,zmysł,zmysł
279,Grund::N,powód,powód
280,Wahrheit::N,prawda,prawda
281,Gespräch::N,rozmowa,rozmowa
282,Märchen::N,bajka,bajka
283,Erzählung::N,opowiadanie,opowiadanie
284,Nachricht::N,wiadomość,wiadomość
285,Neuigkeit::N,nowina,nowina
286,Name::N,imię,imię
287,Rätsel::N,zagadka,zagadka
288,Rede::N,mowa,mowa
289,Sprache::N,język,język
290,Stimme::N,głos,głos
291,Wort::N,słowo,słowo
292,Zeichen::N,znak,znak
293,Ruf::N,wołanie,wołanie
294,Lärm::N,hałas,hałas
295,Lärm::N,hałas,zgiełk
296,Lärm::N,zgiełk,hałas
297,Lärm::N,zgiełk,zgiełk
298,Laut::N,dźwięk,dźwięk
299,Ton::N,ton,ton
300,Ton::N,ton,dźwięk
301,Ton::N,dźwięk,ton
302,Ton::N,dźwięk,dźwięk
303,Lied::N,pieśń,pieśń
304,Lied::N,pieśń,piosenka
305,Lied::N,piosenka,pieśń
306,Lied::N,piosenka,piosenka
307,Ruhe::N,spokój,spokój
308,Leute::N,ludzie,ludzie
309,Volk::N,naród,naród
310,Arbeit::N,praca,praca
311,Arbeit::N,praca,robota
312,Arbeit::N,robota,praca
313,Arbeit::N,robota,robota
314,Gast::N,gość,gość
315,Geschenk::N,prezent,prezent
316,Geschenk::N,prezent,podarunek
317,Geschenk::N,podarunek,prezent
318,Geschenk::N,podarunek,podarunek
319,Spiel::N,gra,gra
320,Spiel::N,gra,zabawa
321,Spiel::N,zabawa,gra
322,Spiel::N,zabawa,zabawa
323,Gesellschaft::N,towarzystwo,towarzystwo
324,Hilfe::N,pomoc,pomoc
325,Freund::N,przyjaciel,przyjaciel
326,Kamerad::N,kolega,kolega
327,Angelegenheit::N,sprawa,sprawa
328,Anzahl::N,ilość,ilość
329,Art::N,rodzaj,rodzaj
330,Stück::N,kawałek,kawałek
331,Teil::N,część,część
332,Hälfte::N,połowa,połowa
333,Kreis::N,krąg,krąg
334,Kreuz::N,krzyż,krzyż
335,Linie::N,linia,linia
336,Strich::N,kreska,kreska
337,Abstand::N,odstęp,odstęp
338,Entfernung::N,odległość,odległość
339,Gegend::N,okolica,okolica
340,Platz::N,miejsce,miejsce
341,Ort::N,miejsce,miejsce
342,Seite::N,bok,bok
343,Seite::N,bok,strona
344,Seite::N,strona,bok
345,Seite::N,strona,strona
346,Mitte::N,środek,środek
347,Gegenstand::N,przedmiot,przedmiot
348,Sache::N,rzecz,rzecz
349,Rand::N,skraj,skraj
350,Rand::N,skraj,krawędź
351,Rand::N,krawędź,skraj
352,Rand::N,krawędź,krawędź
353,Kante::N,kant,kant
354,Kante::N,kant,krawędź
355,Kante::N,krawędź,kant
356,Kante::N,krawędź,krawędź
357,Ecke::N,róg,róg
358,Spitze::N,ostrze,ostrze
359,Ende::N,koniec,koniec
360,Loch::N,dziura,dziura
361,Winkel::N,kąt,kąt
362,Winkel::N,kąt,kącik
363,Winkel::N,kącik,kąt
364,Winkel::N,kącik,kącik
365,Muster::N,wzór,wzór
366,Größe::N,rozmiar,rozmiar
367,Größe::N,rozmiar,wielkość
368,Größe::N,wielkość,rozmiar
369,Größe::N,wielkość,wielkość
370,Länge::N,długość,długość
371,Höhe::N,wysokość,wysokość
372,Gewicht::N,ciężar,ciężar
373,Menge::N,ilość,ilość
374,Haufen::N,kupa,kupa
375,Reihe::N,rząd,rząd
376,Reihe::N,rząd,szereg
377,Reihe::N,szereg,rząd
378,Reihe::N,szereg,szereg
379,Boot::N,łódź,łódź
380,Boot::N,łódź,łódka
381,Boot::N,łódka,łódź
382,Boot::N,łódka,łódka
383,Ruder::N,wiosło,wiosło
384,Schlitten::N,sanki,sanki
385,Ski::N,narta,narta
386,Lagerfeuer::N,ognisko,ognisko
387,Last::N,ciężar,ciężar
388,Last::N,ciężar,brzemię
389,Last::N,brzemię,ciężar
390,Last::N,brzemię,brzemię
391,Gang::N,chód,chód
392,Schritt::N,krok,krok
393,Norden::N,północ,północ
394,Süden::N,południe,południe
395,Westen::N,zachód,zachód
396,Osten::N,wschód,wschód
397,Holz::N,drzewo,drzewo
398,Brett::N,deska,deska
399,Platte::N,płyta,płyta
400,Stütze::N,podpora,podpora
401,Stange::N,drąg,drąg
402,Stange::N,drąg,żerdź
403,Stange::N,żerdź,drąg
404,Stange::N,żerdź,żerdź
405,Stock::N,kij,kij
406,Stock::N,kij,laska
407,Stock::N,laska,kij
408,Stock::N,laska,laska
409,Stab::N,pręt,pręt
410,Rohr::N,rura,rura
411,Haus::N,dom,dom
412,Heim::N,dom,dom
413,Ofen::N,piec,piec
414,Fußboden::N,podłoga,podłoga
415,Tisch::N,stół,stół
416,Stuhl::N,krzesło,krzesło
417,Wiege::N,kołyska,kołyska
418,Bett::N,łóżko,łóżko
419,Bett::N,łóżko,pościel
420,Bett::N,pościel,łóżko
421,Bett::N,pościel,pościel
422,Regal::N,regał,regał
423,Kiste::N,skrzynia,skrzynia
424,Fenster::N,okno,okno
425,Tür::N,drzwi,drzwi
426,Tor::N,brama,brama
427,Zaun::N,płot,płot
428,Zaun::N,płot,parkan
429,Zaun::N,parkan,płot
430,Zaun::N,parkan,parkan
431,Dach::N,dach,dach
432,Leiter::N,drabina,drabina
433,Besen::N,miotła,miotła
434,Spaten::N,rydel,rydel
435,Schaufel::N,łopata,łopata
436,Gabel::N,widelec,widelec
437,Löffel::N,łyżka,łyżka
438,Messer::N,nóż,nóż
439,Nagel::N,gwóźdź,gwóźdź
440,Netz::N,sieć,sieć
441,Haken::N,hak,hak
442,Griff::N,chwyt,chwyt
443,Schloss::N,zamek,zamek
444,Bild::N,obraz,obraz
445,Figur::N,figura,figura
446,Puppe::N,lalka,lalka
447,Beutel::N,torba,torba
448,Bündel::N,wiązka,wiązka
449,Tasche::N,torba,torba
450,Eimer::N,kubeł,kubeł
451,Eimer::N,kubeł,wiadro
452,Eimer::N,wiadro,kubeł
453,Eimer::N,wiadro,wiadro
454,Deckel::N,przykrywka,przykrywka
455,Geschirr::N,statki,statki
456,Geschirr::N,statki,naczynia
457,Geschirr::N,naczynia,statki
458,Geschirr::N,naczynia,naczynia
459,Sack::N,worek,worek
460,Tasse::N,filiżanka,filiżanka
461,Topf::N,garnek,garnek
462,Kessel::N,kocioł,kocioł
463,Essen::N,jedzenie,jedzenie
464,Nahrung::N,pokarm,pokarm
465,Nahrung::N,pokarm,pożywienie
466,Nahrung::N,pożywienie,pokarm
467,Nahrung::N,pożywienie,pożywienie
468,Speise::N,potrawa,potrawa
469,Speise::N,potrawa,jedzenie
470,Speise::N,jedzenie,potrawa
471,Speise::N,jedzenie,jedzenie
472,Fleisch::N,mięso,mięso
473,Getreide::N,zboże,zboże
474,Brei::N,kasza,kasza
475,Brot::N,chleb,chleb
476,Scheibe::N,kromka,kromka
477,Fett::N,tłuszcz,tłuszcz
478,Butter::N,masło,masło
479,Öl::N,olej,olej
480,Salz::N,sól,sól
481,Suppe::N,zupa,zupa
482,Honig::N,miód,miód
483,Milch::N,mleko,mleko
484,Tee::N,herbata,herbata
485,Leder::N,skóra,skóra
486,Wolle::N,wełna,wełna
487,Stoff::N,tkanina,tkanina
488,Stoff::N,tkanina,materiał
489,Stoff::N,materiał,tkanina
490,Stoff::N,materiał,materiał
491,Nadel::N,igła,igła
492,Faden::N,nić,nić
493,Faden::N,nić,nitka
494,Faden::N,nitka,nić
495,Faden::N,nitka,nitka
496,Knopf::N,guzik,guzik
497,Knoten::N,węzeł,węzeł
498,Farbe::N,farba,farba
499,Kleidung::N,odzież,odzież
500,Hemd::N,koszula,koszula
501,Kragen::N,kołnierz,kołnierz
502,Ärmel::N,rękaw,rękaw
503,Hose::N,spodnie,spodnie
504,Gürtel::N,pasek,pasek
505,Mütze::N,czapka,czapka
506,Schuh::N,but,but
507,Schuh::N,but,bucik
508,Schuh::N,bucik,but
509,Schuh::N,bucik,bucik
510,Stiefel::N,but,but
511,Stiefel::N,but,kozak
512,Stiefel::N,kozak,but
513,Stiefel::N,kozak,kozak
514,Ring::N,pierścień,pierścień
515,Band::N,wstęga,wstęga
516,Kamm::N,grzebień,grzebień
517,Spiegel::N,lustro,lustro
518,Riemen::N,rzemień,rzemień
519,Schnur::N,sznur,sznur
520,Leine::N,smycz,smycz
521,Decke::N,kołdra,kołdra
522,Kissen::N,poduszka,poduszka
523,Tuch::N,chustka,chustka
524,Handtuch::N,ręcznik,ręcznik
525,Kraft::N,moc,moc
526,Kraft::N,moc,siła
527,Kraft::N,siła,moc
528,Kraft::N,siła,siła
529,Stärke::N,moc,moc
530,Stärke::N,moc,siła
531,Stärke::N,siła,moc
532,Stärke::N,siła,siła
533,Gesundheit::N,zdrowie,zdrowie
534,Krankheit::N,choroba,choroba
535,Schmerz::N,ból,ból
536,Wunde::N,rana,rana
537,Fieber::N,gorączka,gorączka
538,Arznei::N,lekarstwo,lekarstwo
539,Brücke::N,most,most
540,Brunnen::N,studnia,studnia
541,Weide::N,pastwisko,pastwisko
542,Pfad::N,ścieżka,ścieżka
543,Weg::N,droga,droga
544,Straße::N,ulica,ulica
545,Dorf::N,wieś,wieś
546,Stadt::N,miasto,miasto
547,Brief::N,list,list
548,Buch::N,książka,książka
549,Buchstabe::N,litera,litera
550,Zeitung::N,gazeta,gazeta
551,Zeitung::N,gazeta,dziennik
552,Zeitung::N,dziennik,gazeta
553,Zeitung::N,dziennik,dziennik
554,Leben::N,życie,życie
555,Tod::N,śmierć,śmierć
556,Grab::N,grób,grób
557,Kirche::N,kościół,kościół
558,Sünde::N,grzech,grzech
559,Gott::N,bóg,bóg
560,Arbeiter::N,robotnik,robotnik
561,Chef::N,szef,szef
562,Meister::N,mistrz,mistrz
563,Meister::N,mistrz,majster
564,Meister::N,majster,mistrz
565,Meister::N,majster,majster
566,Arzt::N,lekarz,lekarz
567,Lehrer::N,nauczyciel,nauczyciel
568,Geld::N,pieniądze,pieniądze
569,Geschäft::N,sprawa,sprawa
570,Geschäft::N,sprawa,interes
571,Geschäft::N,interes,sprawa
572,Geschäft::N,interes,interes
573,Laden::N,sklep,sklep
574,Preis::N,cena,cena
575,Ware::N,towar,towar
576,Nutzen::N,pożytek,pożytek
577,Reichtum::N,bogactwo,bogactwo
578,Welt::N,świat,świat
579,Land::N,kraj,kraj
580,Staat::N,państwo,państwo
581,König::N,król,król
582,Macht::N,władza,władza
583,Grenze::N,granica,granica
584,Krieg::N,wojna,wojna
585,Feind::N,wróg,wróg
586,Gewalt::N,władza,władza
587,Kampf::N,bój,bój
588,Kampf::N,bój,walka
589,Kampf::N,walka,bój
590,Kampf::N,walka,walka
591,Bogen[Waffe]::N,łuk,łuk
592,Pfeil::N,strzała,strzała
593,Gewehr::N,karabin,karabin
594,Fehler::N,błąd,błąd
595,Lüge::N,kłamstwo,kłamstwo
596,Schaden::N,szkoda,szkoda
597,Unglück::N,nieszczęście,nieszczęście
598,Schuld::N,wina,wina
599,Alter::N,wiek,wiek
600,Schluss::N,koniec,koniec
601,Schluss::N,koniec,zakończenie
602,Schluss::N,zakończenie,koniec
603,Schluss::N,zakończenie,zakończenie
604,Zeit::N,czas,czas
605,Tag::N,dzień,dzień
606,Morgen::N,ranek,ranek
607,Morgen::N,ranek,poranek
608,Morgen::N,poranek,ranek
609,Morgen::N,poranek,poranek
610,Mittag::N,południe,południe
611,Abend::N,wieczór,wieczór
612,Nacht::N,noc,noc
613,Woche::N,tydzień,tydzień
614,Monat::N,miesiąc,miesiąc
615,Jahr::N,rok,rok
616,Frühling::N,wiosna,wiosna
617,Sommer::N,lato,lato
618,Herbst::N,jesień,jesień
619,Winter::N,zima,zima
620,Januar::N,styczeń,styczeń
621,Februar::N,luty,luty
622,März::N,marzec,marzec
623,April::N,kwiecień,kwiecień
624,Mai::N,maj,maj
625,Juni::N,czerwiec,czerwiec
626,Juli::N,lipiec,lipiec
627,August::N,sierpień,sierpień
628,September::N,wrzesień,wrzesień
629,Oktober::N,październik,październik
630,November::N,listopad,listopad
631,Dezember::N,grudzień,grudzień
632,Montag::N,poniedziałek,poniedziałek
633,Dienstag::N,wtorek,wtorek
634,Mittwoch::N,środa,środa
635,Donnerstag::N,czwartek,czwartek
636,Freitag::N,piątek,piątek
637,Samstag::N,sobota,sobota
638,Sonntag::N,niedziela,niedziela
639,groß::A,duży,duży
640,groß::A,duży,wielki
641,groß::A,wielki,duży
642,groß::A,wielki,wielki
643,klein::A,mały,mały
644,lang::A,długi,długi
645,kurz::A,krótki,krótki
646,breit::A,szeroki,szeroki
647,schmal::A,wąski,wąski
648,dicht::A,gęsty,gęsty
649,dick[Gegenstand]::A,gruby,gruby
650,dünn::A,cienki,cienki
651,fein::A,drobny,drobny
652,fest::A,mocny,mocny
653,fest::A,mocny,twardy
654,fest::A,twardy,mocny
655,fest::A,twardy,twardy
656,flach::A,płaski,płaski
657,glatt::A,gładki,gładki
658,hart::A,twardy,twardy
659,weich::A,miękki,miękki
660,rund::A,okrągły,okrągły
661,spitz::A,spiczasty,spiczasty
662,scharf::A,ostry,ostry
663,stumpf::A,tępy,tępy
664,schwer::A,ciężki,ciężki
665,schön::A,ładny,ładny
666,schön::A,ładny,piękny
667,schön::A,piękny,ładny
668,schön::A,piękny,piękny
669,heiß::A,gorący,gorący
670,warm::A,ciepły,ciepły
671,kalt::A,zimny,zimny
672,kühl::A,chłodny,chłodny
673,frisch::A,świeży,świeży
674,feucht::A,wilgotny,wilgotny
675,nass::A,mokry,mokry
676,trocken::A,suchy,suchy
677,voll::A,pełny,pełny
678,leer::A,pusty,pusty
679,leer::A,pusty,próżny
680,leer::A,próżny,pusty
681,leer::A,próżny,próżny
682,offen::A,otwarty,otwarty
683,geschlossen::A,zamknięty,zamknięty
684,sauber::A,czysty,czysty
685,schmutzig::A,brudny,brudny
686,roh::A,surowy,surowy
687,reif::A,dojrzały,dojrzały
688,lecker::A,smaczny,smaczny
689,süß::A,słodki,słodki
690,bitter::A,gorzki,gorzki
691,sauer::A,kwaśny,kwaśny
692,hell::A,jasny,jasny
693,dunkel::A,ciemny,ciemny
694,schwarz::A,czarny,czarny
695,weiß::A,biały,biały
696,rot::A,czerwony,czerwony
697,gelb::A,żółty,żółty
698,blau::A,błękitny,błękitny
699,blau::A,błękitny,niebieski
700,blau::A,niebieski,błękitny
701,blau::A,niebieski,niebieski
702,grün::A,zielony,zielony
703,grau::A,szary,szary
704,bunt::A,barwny,barwny
705,billig::A,tani,tani
706,teuer::A,drogi,drogi
707,wertvoll::A,cenny,cenny
708,blind::A,ślepy,ślepy
709,taub::A,głuchy,głuchy
710,kräftig::A,mocny,mocny
711,stark::A,silny,silny
712,schwach::A,słaby,słaby
713,fett::A,tłusty,tłusty
714,schlank::A,smukły,smukły
715,hübsch::A,ładny,ładny
716,böse::A,zły,zły
717,dumm::A,głupi,głupi
718,faul::A,leniwy,leniwy
719,fleißig::A,pilny,pilny
720,geizig::A,skąpy,skąpy
721,klug::A,mądry,mądry
722,geschickt::A,zręczny,zręczny
723,lieb::A,miły,miły
724,lustig::A,wesoły,wesoły
725,sanft::A,łagodny,łagodny
726,hungrig::A,głodny,głodny
727,krank::A,chory,chory
728,nackt::A,nagi,nagi
729,traurig::A,smutny,smutny
730,lebendig::A,żywy,żywy
731,gut::A,dobry,dobry
732,schlecht::A,zły,zły
733,richtig::A,słuszny,słuszny
734,richtig::A,słuszny,właściwy
735,richtig::A,właściwy,słuszny
736,richtig::A,właściwy,właściwy
737,schlimm::A,zły,zły
738,wahr::A,prawdziwy,prawdziwy
739,alt::A,stary,stary
740,neu::A,nowy,nowy
741,ehemalig::A,były,były
742,alt[Lebewesen]::A,stary,stary
743,jung::A,młody,młody
744,arm::A,ubogi,ubogi
745,arm::A,ubogi,biedny
746,arm::A,biedny,ubogi
747,arm::A,biedny,biedny
748,reich::A,bogaty,bogaty
749,bekannt::A,znany,znany
750,berühmt::A,słynny,słynny
751,fremd::A,obcy,obcy
752,fremd::A,obcy,cudzy
753,fremd::A,cudzy,obcy
754,fremd::A,cudzy,cudzy
755,verschieden::A,różny,różny
756,nah::A,bliski,bliski
757,fern::A,daleki,daleki
758,linker::A,lewy,lewy
759,rechter::A,prawy,prawy
760,anderer::A,inny,inny
761,erster::A,pierwszy,pierwszy
762,zweiter::A,drugi,drugi
763,dritter::A,trzeci,trzeci
764,letzter::A,ostatni,ostatni
765,allein::ADV,sam,sam
766,auf einmal::ADV,naraz,naraz
767,zusammen::ADV,razem,razem
768,lange::ADV,długo,długo
769,plötzlich::ADV,nagle,nagle
770,sofort::ADV,natychmiast,natychmiast
771,später::ADV,później,później
772,jetzt::ADV,teraz,teraz
773,jetzt::ADV,teraz,obecnie
774,jetzt::ADV,obecnie,teraz
775,jetzt::ADV,obecnie,obecnie
776,heute::ADV,dziś,dziś
777,heute::ADV,dziś,dzisiaj
778,heute::ADV,dzisiaj,dziś
779,heute::ADV,dzisiaj,dzisiaj
780,morgen::ADV,jutro,jutro
781,bald::ADV,wkrótce,wkrótce
782,dann::ADV,potem,potem
783,gestern::ADV,wczoraj,wczoraj
784,einst::ADV,kiedyś,kiedyś
785,einst::ADV,kiedyś,niegdyś
786,einst::ADV,niegdyś,kiedyś
787,einst::ADV,niegdyś,niegdyś
788,damals::ADV,wtedy,wtedy
789,damals::ADV,wtedy,wówczas
790,damals::ADV,wówczas,wtedy
791,damals::ADV,wówczas,wówczas
792,danach::ADV,następnie,następnie
793,vorher::ADV,przedtem,przedtem
794,zuerst::ADV,naprzód,naprzód
795,zuerst::ADV,naprzód,najpierw
796,zuerst::ADV,najpierw,naprzód
797,zuerst::ADV,najpierw,najpierw
798,einmal::ADV,raz,raz
799,manchmal::ADV,czasem,czasem
800,oft::ADV,często,często
801,immer::ADV,zawsze,zawsze
802,niemals::ADV,nigdy,nigdy
803,hier::ADV,tu,tu
804,hier::ADV,tu,tutaj
805,hier::ADV,tutaj,tu
806,hier::ADV,tutaj,tutaj
807,hierhin::ADV,tu,tu
808,von hier::ADV,stąd,stąd
809,dort::ADV,tam,tam
810,dorthin::ADV,tam,tam
811,geradeaus::ADV,prosto,prosto
812,vorwärts::ADV,naprzód,naprzód
813,rückwärts::ADV,wstecz,wstecz
814,zurück::ADV,z powrotem,z powrotem
815,unten::ADV,u dołu,u dołu
