,Concept_ID,hu,da
857,schwingen::V,leng,svinge
858,fallen::V,esik,falde
859,brennen::V,ég,brænde
860,rauchen::V,füstöl,ryge
861,regnen::V,esik,regne
862,gefrieren::V,megfagy,fryse
863,tauen::V,olvad,tø
864,schmelzen::V,olvad,smelte
865,schmelzen::V,elolvad,smelte
866,trocknen::V,szárad,tørre
867,sieden::V,forr,koge
868,faulen::V,rothad,rådne
869,verfaulen::V,elrothad,rådne
870,verfaulen::V,megrothad,rådne
871,reißen::V,szakad,briste
872,versinken::V,süllyed,synke
873,versinken::V,süllyed,synke ned
874,versinken::V,elsüllyed,synke
875,versinken::V,elsüllyed,synke ned
876,vergehen::V,múlik,forløbe
877,vergehen::V,elmúlik,forløbe
878,erscheinen::V,feltűnik,vise sig
879,erscheinen::V,megjelenik,vise sig
880,verschwinden::V,letűnik,forsvinde
881,sinken::V,süllyed,synke
882,abnehmen::V,apad,aftage
883,abnehmen::V,csökken,aftage
884,zunehmen::V,növekszik,tiltage
885,zunehmen::V,gyarapszik,tiltage
886,steigen::V,emelkedik,stige
887,wachsen::V,nő,gro
888,wachsen::V,nő,vokse
889,wachsen::V,terem,gro
890,wachsen::V,terem,vokse
891,wachsen::V,növekszik,gro
892,wachsen::V,növekszik,vokse
893,glänzen::V,ragyog,glinse
894,glänzen::V,fénylik,glinse
895,funkeln::V,csillog,tindre
896,funkeln::V,tündöklik,tindre
897,lärmen::V,lármázik,larme
898,läuten::V,cseng,ringe
899,klingeln::V,csenget,ringe
900,klirren::V,csörömpöl,klirre
901,brausen::V,zúg,bruse
902,brausen::V,morajlik,bruse
903,rauschen::V,zúg,suse
904,klingen::V,hangzik,lyde
905,klingen::V,hangzik,klinge
906,bellen::V,ugat,gø
907,heulen::V,bőg,hyle
908,heulen::V,üvölt,hyle
909,blasen::V,fúj,blæse
910,pfeifen::V,fütyül,fløjte
911,schreien::V,kiált,skrige
912,schreien::V,kiabál,skrige
913,stöhnen::V,nyög,stønne
914,zittern::V,remeg,dirre
915,zittern::V,remeg,skælve
916,zittern::V,reszket,dirre
917,zittern::V,reszket,skælve
918,leben::V,él,leve
919,geboren werden::V,születik,fødes
920,atmen::V,lélegzik,ånde
921,trinken::V,iszik,drikke
922,essen::V,eszik,spise
923,schlucken::V,nyel,synke
924,müde werden::V,elfárad,blive træt
925,müde werden::V,kifárad,blive træt
926,einschlafen::V,elalszik,falde i søvn
927,schlafen::V,alszik,sove
928,aufwachen::V,felébred,vågne
929,aufstehen::V,felkel,stå op
930,sich erholen::V,pihen,komme sig
931,krank werden::V,megbetegedik,blive syg
932,krank werden::V,belebetegszik,blive syg
933,krank sein::V,betegeskedik,være syg
934,schmerzen::V,fáj,smerte
935,husten::V,köhög,hoste
936,genesen::V,meggyógyul,komme sig
937,sterben::V,hal,dø
938,umkommen::V,elpusztul,omkomme
939,sich bewegen::V,mozog,bevæge sig
940,sich rühren::V,mozdul,røre på sig
941,sich erheben::V,feláll,rejse sig
942,sich erheben::V,felemelkedik,rejse sig
943,sich setzen::V,ül,sætte sig
944,sich setzen::V,leül,sætte sig
945,hinfallen::V,bukik,
946,hinfallen::V,elesik,
947,laufen::V,jár,løbe
948,schreiten::V,lép,skride
949,spazierengehen::V,sétál,gå en tur
950,eilen::V,siet,ile
951,sich beeilen::V,siet,skynde sig
952,sausen::V,robog,suse
953,rennen::V,fut,løbe
954,rennen::V,fut,rende
955,rennen::V,szalad,løbe
956,rennen::V,szalad,rende
957,springen::V,ugrik,hoppe
958,springen::V,ugrik,springe
959,klettern::V,kúszik,klatre
960,schaukeln::V,hintázik,gynge
961,kriechen::V,kúszik,krybe
962,schwimmen::V,úszik,svømme
963,tauchen::V,merül,dykke
964,rudern::V,evez,ro
965,fahren::V,jár,køre
966,fahren::V,megy,køre
967,fahren::V,utazik,køre
968,fliegen::V,száll,flyve
969,gehen::V,megy,gå
970,weggehen::V,elmegy,gå bort
971,abfahren::V,indul,køre bort
972,anhalten::V,megáll,standse
973,hineingehen::V,bemegy,gå ind
974,eintreten::V,belép,træde ind
975,kommen::V,jön,komme
976,ankommen::V,érkezik,ankomme
977,ankommen::V,megérkezik,ankomme
978,zurückkommen::V,visszajön,komme tilbage
979,bleiben::V,marad,blive
980,bleiben::V,marad,forblive
981,bleiben::V,megmarad,blive
982,bleiben::V,megmarad,forblive
983,warten::V,vár,vente
984,warten::V,várakozik,vente
985,erwarten::V,vár,vente
986,erwarten::V,vár,afvente
987,erwarten::V,megvár,vente
988,erwarten::V,megvár,afvente
989,suchen::V,kutat,søge
990,finden::V,talál,finde
991,versuchen::V,megpróbál,forsøge
992,versuchen::V,megkísérel,forsøge
993,vorbereiten::V,előkészít,forberede
994,lieben::V,szeret,elske
995,mögen::V,szeret,holde af
996,mögen::V,szeret,kunne lide
997,lachen::V,nevet,le
998,rühren::V,mozdít,røre
999,weinen::V,sír,græde
1000,schimpfen::V,szid,skænde
1001,schimpfen::V,szitkozódik,skænde
1002,sich ärgern::V,mérgelődik,ærgre sig
1003,sich ärgern::V,bosszankodik,ærgre sig
1004,sich fürchten::V,fél,være bange
1005,sich fürchten::V,retteg,være bange
1006,fürchten::V,fél,være bange for
1007,fliehen::V,menekül,flygte
1008,flüchten::V,elmenekül,flygte
1009,sehen::V,néz,se
1010,anschauen::V,megnéz,se på
1011,anschauen::V,megnéz,betragte
1012,ansehen::V,néz,anse
1013,ansehen::V,ránéz,anse
1014,ansehen::V,megnéz,anse
1015,hören::V,hall,høre
1016,zuhören::V,hallgat,høre til
1017,zuhören::V,meghallgat,høre til
1018,probieren::V,kóstol,smage
1019,probieren::V,kóstol,smage på
1020,probieren::V,megkóstol,smage
1021,probieren::V,megkóstol,smage på
1022,riechen::V,szagol,lugte
1023,fühlen::V,érez,føle
1024,scheinen::V,tűnik,synes
1025,scheinen::V,látszik,synes
1026,zu sehen sein::V,mutatkozik,synes
1027,vernehmen::V,hall,erfare
1028,frieren::V,fázik,fryse
1029,tun::V,csinál,gøre
1030,tun::V,cselekszik,gøre
1031,können::V,tud,kunne
1032,wollen::V,akar,ville
1033,anfangen::V,kezd,begynde
1034,beenden::V,befejez,afslutte
1035,aufhören::V,megszűnik,ophøre
1036,aufhören::V,megszűnik,holde op
1037,gelingen::V,sikerül,lykkes
1038,geraten::V,kerül,blive
1039,geraten::V,jut,blive
1040,öffnen::V,nyit,åbne
1041,öffnen::V,kinyit,åbne
1042,schließen::V,csuk,lukke
1043,schließen::V,becsuk,lukke
1044,stellen::V,állít,stille
1045,stellen::V,helyez,stille
1046,setzen::V,ültet,sætte
1047,setzen::V,helyez,sætte
1048,legen::V,tesz,lægge
1049,legen::V,fektet,lægge
1050,berühren::V,érint,berøre
1051,verbinden::V,beköt,forbinde
1052,verbinden::V,összeköt,forbinde
1053,bedecken::V,betakar,dække
1054,bedecken::V,betakar,bedække
1055,bedecken::V,beborít,dække
1056,bedecken::V,beborít,bedække
1057,aufhängen::V,felakaszt,hænge
1058,aufhängen::V,felakaszt,hænge op
1059,anzünden::V,gyújt,tænde
1060,anzünden::V,gyújt,antænde
1061,anzünden::V,meggyújt,tænde
1062,anzünden::V,meggyújt,antænde
1063,aufheben::V,felemel,løfte
1064,aufheben::V,felemel,tage op
1065,zurücklassen::V,hátrahagy,lade tilbage
1066,verlieren::V,veszít,miste
1067,verlieren::V,elveszít,miste
1068,fallen lassen::V,elejt,tabe
1069,fallen lassen::V,elejt,droppe
1070,machen::V,tesz,gøre
1071,machen::V,csinál,gøre
1072,herstellen::V,gyárt,fremstille
1073,herstellen::V,előállít,fremstille
1074,bauen::V,épít,bygge
1075,reparieren::V,javít,reparere
1076,reparieren::V,kijavít,reparere
1077,reparieren::V,megjavít,reparere
1078,verbessern::V,megjavít,rette
1079,verbessern::V,megjavít,forbedre
1080,ändern::V,változtat,ændre
1081,ändern::V,megváltoztat,ændre
1082,graben::V,ás,grave
1083,beugen::V,meghajt,bøje
1084,biegen::V,hajlít,bøje
1085,drehen::V,forgat,dreje
1086,wenden::V,fordít,vende
1087,wenden::V,megfordít,vende
1088,umdrehen::V,megfordít,dreje om
1089,umdrehen::V,megforgat,dreje om
1090,heben::V,emel,hæve
1091,hochheben::V,felemel,løfte
1092,ergreifen::V,megfog,gribe fat i
1093,halten::V,tart,holde
1094,drücken::V,nyom,trykke
1095,drücken::V,megnyom,trykke
1096,schieben::V,tol,skyde
1097,schieben::V,tol,skubbe
1098,kratzen::V,vakar,klø
1099,kratzen::V,vakar,kradse
1100,lecken::V,nyal,slikke
1101,beißen::V,harap,bide
1102,abreißen::V,letép,rive af
1103,abschneiden::V,levág,skære af
1104,binden::V,köt,binde
1105,binden::V,kötöz,binde
1106,stecken::V,dug,stikke
1107,brechen::V,tör,brække
1108,brechen::V,eltör,brække
1109,klopfen::V,kopogtat,banke
1110,hauen::V,vág,hugge
1111,hauen::V,levág,hugge
1112,kleben::V,tapaszt,klistre
1113,reiben::V,dörzsöl,gnide
1114,reiben::V,súrol,gnide
1115,streichen::V,simít,smøre
1116,schleifen::V,fen,slibe
1117,schleifen::V,csiszol,slibe
1118,schleifen::V,köszörül,slibe
1119,schneiden::V,vág,skære
1120,schneiden::V,vág,klippe
1121,schneiden::V,szel,skære
1122,schneiden::V,szel,klippe
1123,schneiden::V,metsz,skære
1124,schneiden::V,metsz,klippe
1125,rütteln::V,ráz,ruske
1126,schütteln::V,ráz,ryste
1127,schütteln::V,megráz,ryste
1128,schwenken::V,lóbál,svinge
1129,schwenken::V,lobogtat,svinge
1130,schütten::V,önt,hælde
1131,füllen::V,tölt,fylde
1132,füllen::V,megtölt,fylde
1133,einwickeln::V,becsavar,pakke ind
1134,tragen::V,hord,bære
1135,schleppen::V,vonszol,slæbe
1136,ziehen::V,húz,trække
1137,aufbewahren::V,megőriz,opbevare
1138,werfen::V,dob,kaste
1139,werfen::V,hajít,kaste
1140,fangen::V,fog,fange
1141,packen::V,megragad,gribe
1142,verstecken::V,eldug,gemme
1143,verstecken::V,elrejt,gemme
1144,teilen::V,oszt,dele
1145,teilen::V,megoszt,dele
1146,schicken::V,küld,sende
1147,bringen::V,hoz,bringe
1148,bringen::V,visz,bringe
1149,hinzufügen::V,hozzáad,tilføje
1150,bekommen::V,kap,få
1151,bekommen::V,megkap,få
1152,erhalten::V,kap,få
1153,erhalten::V,megkap,få
1154,nehmen::V,vesz,tage
1155,wählen::V,választ,vælge
1156,auswählen::V,kiválaszt,udvælge
1157,bewahren::V,megtart,bevare
1158,behindern::V,akadályoz,hindre
1159,behindern::V,akadályoz,forhindre
1160,behindern::V,gátol,hindre
1161,behindern::V,gátol,forhindre
1162,verderben::V,elront,ødelægge
1163,beschädigen::V,rongál,beskadige
1164,zerbrechen::V,eltör,brække itu
1165,zerbrechen::V,széttör,brække itu
1166,zerbrechen::V,kettétör,brække itu
1167,zerreißen::V,eltép,rive itu
1168,zerreißen::V,széttép,rive itu
1169,zerstören::V,elpusztít,ødelægge
1170,verbrennen::V,éget,brænde
1171,verbrennen::V,eléget,brænde
1172,geben::V,ad,give
1173,reichen::V,nyújt,række
1174,schenken::V,ajándékoz,forære
1175,versprechen::V,ígér,love
1176,wünschen::V,kíván,ønske
1177,loben::V,dicsér,rose
1178,küssen::V,csókol,kysse
1179,wiegen::V,ringat,vugge
1180,zudecken::V,betakar,dække til
1181,wecken::V,kelt,vække
1182,wecken::V,ébreszt,vække
1183,zeigen::V,mutat,vise
1184,führen::V,visz,føre
1185,führen::V,vezet,føre
1186,lehren::V,tanít,lære
1187,unterrichten::V,tanít,undervise
1188,aufziehen::V,felnevel,opdrage
1189,leiten::V,vezet,lede
1190,leiten::V,vezérel,lede
1191,antreiben::V,hajt,skynde på
1192,lassen::V,-tat,få til at
1193,lassen::V,-at,få til at
1194,einladen::V,meghív,indbyde
1195,einladen::V,meghív,invitere
1196,vereinigen::V,egyesít,forene
1197,besuchen::V,látogat,besøge
1198,treffen::V,talál,møde
1199,sich versammeln::V,gyülekezik,forsamles
1200,sich versammeln::V,összegyűlik,forsamles
1201,spielen::V,játszik,lege
1202,spielen::V,játszik,spille
1203,singen::V,énekel,synge
1204,tanzen::V,táncol,danse
1205,sich trennen::V,elválik,skilles
1206,verlassen::V,elhagy,forlade
1207,retten::V,ment,redde
1208,bewachen::V,őriz,bevogte
1209,schützen::V,óv,skærme
1210,schützen::V,óv,beskytte
1211,schützen::V,véd,skærme
1212,schützen::V,véd,beskytte
1213,verteidigen::V,véd,forsvare
1214,sich schlagen::V,verekszik,slås
1215,schießen::V,lő,skyde
1216,siegen::V,győz,sejre
1217,ärgern::V,bosszant,ærgre
1218,schlagen::V,üt,slå
1219,schlagen::V,ver,slå
1220,treten::V,rúg,sparke
1221,stechen::V,döf,stikke
1222,stechen::V,szúr,stikke
1223,stoßen::V,lök,støde
1224,stehlen::V,lop,stjæle
1225,stören::V,zavar,forstyrre
1226,belästigen::V,zaklat,genere
1227,belästigen::V,zaklat,ulejlige
1228,verbergen::V,rejt,skjule
1229,verbergen::V,elrejt,skjule
1230,täuschen::V,megtéveszt,villede
1231,betrügen::V,csal,bedrage
1232,töten::V,öl,dræbe
1233,wohnen::V,lakik,bo
1234,arbeiten::V,dolgozik,arbejde
1235,sammeln::V,szed,samle
1236,sammeln::V,gyűjt,samle
1237,pflücken::V,szed,plukke
1238,jagen::V,vadászik,jage
1239,fischen::V,halászik,fiske
1240,fassen::V,fog,fange
1241,hüten::V,őriz,vogte
1242,hüten::V,legeltet,vogte
1243,treiben::V,hajt,drive
1244,anbinden::V,köt,binde fast
1245,füttern::V,etet,fodre
1246,melken::V,fej,malke
1247,hacken::V,vág,hakke
1248,gießen::V,öntöz,hælde
1249,reifen::V,érik,modne
1250,zubereiten::V,elkészít,tilberede
1251,kochen::V,főz,koge
1252,backen::V,süt,bage
1253,braten::V,süt,stege
1254,umrühren::V,megkever,røre om
1255,stricken::V,köt,strikke
1256,nähen::V,varr,sy
1257,färben::V,fest,farve
1258,reinigen::V,tisztít,rense
1259,reinigen::V,tisztít,gøre ren
1260,waschen::V,mos,vaske
1261,abwischen::V,letöröl,tørre af
1262,spülen::V,mosogat,skylle
1263,fegen::V,söpör,feje
1264,kehren::V,söpör,feje
1265,baden::V,fürdik,bade
1266,sich waschen::V,mosdik,vaske sig
1267,sich waschen::V,mosakszik,vaske sig
1268,ausziehen::V,levesz,tage af
1269,anziehen::V,felölt,tage på
1270,anziehen::V,felvesz,tage på
1271,sich anziehen::V,öltözik,klæde sig på
1272,sich anziehen::V,felöltözik,klæde sig på
1273,kämmen::V,fésül,rede
1274,kämmen::V,fésül,frisere
1275,schmücken::V,díszít,pynte
1276,schmücken::V,díszít,smykke
1277,sagen::V,mond,sige
1278,sprechen::V,beszél,snakke
1279,reden::V,beszél,tale
1280,reden::V,beszél,snakke
1281,sich unterhalten::V,beszélget,snakke sammen
1282,fragen::V,kérdez,spørge
1283,bitten::V,kér,bede
1284,erzählen::V,mesél,berette
1285,erzählen::V,mesél,fortælle
1286,erzählen::V,elbeszél,berette
1287,erzählen::V,elbeszél,fortælle
1288,mitteilen::V,közöl,meddele
1289,nennen::V,hív,nævne
1290,nennen::V,nevez,nævne
1291,rufen::V,hív,råbe
1292,prahlen::V,dicsekszik,prale
1293,übersetzen::V,fordít,oversætte
1294,denken::V,gondol,tænke
1295,glauben::V,hisz,tro
1296,bemerken::V,észrevesz,bemærke
1297,bemerken::V,észrevesz,lægge mærke til
1298,erkennen::V,ráismer,genkende
1299,erkennen::V,felismer,genkende
1300,begreifen::V,felfog,begribe
1301,verstehen::V,ért,forstå
1302,verstehen::V,megért,forstå
1303,lernen::V,tanul,lære
1304,lernen::V,megtanul,lære
1305,wissen::V,tud,vide
1306,sich erinnern an::V,emlékszik,mindes
1307,sich erinnern an::V,emlékszik,huske på
1308,vergessen::V,felejt,glemme
1309,vergessen::V,elfelejt,glemme
1310,messen::V,mér,måle
1311,messen::V,megmér,måle
1312,zählen::V,számol,tælle
1313,zählen::V,megszámol,tælle
1314,rechnen::V,számít,regne
1315,lesen::V,olvas,læse
1316,malen::V,fest,male
1317,zeichnen::V,rajzol,tegne
1318,schreiben::V,ír,skrive
1319,besitzen::V,birtokol,eje
1320,besitzen::V,birtokol,besidde
1321,kaufen::V,vesz,købe
1322,kaufen::V,megvesz,købe
1323,verkaufen::V,elad,sælge
1324,bezahlen::V,fizet,betale
1325,bezahlen::V,kifizet,betale
1326,zahlen::V,fizet,betale
1327,zahlen::V,megfizet,betale
1328,beherrschen::V,ural,beherske
1329,ertragen::V,elbír,tåle
1330,ertragen::V,elbír,udholde
1331,ertragen::V,elvisel,tåle
1332,ertragen::V,elvisel,udholde
