,Concept_ID,ce,br
780,atmen::V,садеӏа,tennañ e anal
781,trinken::V,мала,evañ
782,essen::V,кхалла,debriñ
783,schlucken::V,къурдбан,lonkañ
784,müde werden::V,кӏаддала,skuizhañ
785,einschlafen::V,наб кхета,menel kousket
786,schlafen::V,вижа,kousket
787,schlafen::V,наб ян,kousket
788,schlafen::V,дижина хила,kousket
789,aufwachen::V,самадала,dihuniñ
790,aufstehen::V,гӏатта,sevel
791,sich erholen::V,садаӏа,diskuizhañ
792,krank werden::V,цомгуш хила,klañviñ
793,krank sein::V,цомгуш хила,bezañ klañv
794,schmerzen::V,лаза,skourjezañ
795,schmerzen::V,ӏийжа,skourjezañ
796,husten::V,йовхарш етта,pasaat
797,husten::V,йовхарш етта,peudal
798,genesen::V,тадала,pareañ
799,sterben::V,дала,mervel
800,umkommen::V,хӏаллакхила,perisañ
801,sich bewegen::V,лела,bouljal
802,sich rühren::V,меттахъхьен,fiñval
803,sich erheben::V,хьалагlатта,sevel
804,sich setzen::V,хаа,azezañ
805,sich setzen::V,хаа,mont en e goazez
806,hinfallen::V,дожа,kouezhañ
807,hinfallen::V,охьакхета,kouezhañ
808,laufen::V,вада,redek
809,laufen::V,хьада,redek
810,schreiten::V,болар дан,kerzhet
811,schreiten::V,ког баккха,kerzhet
812,spazierengehen::V,доладала,pourmen
813,eilen::V,сихдала,hastañ
814,sich beeilen::V,сихдала,hastañ
815,rennen::V,дада,redek
816,springen::V,ирхкхийсадала,lammat
817,klettern::V,тӏедийла,krimpat
818,schaukeln::V,техко,brañsellat
819,kriechen::V,такха,skrampañ
820,schwimmen::V,некадан,neuial
821,tauchen::V,чулелха,splujañ
822,rudern::V,дига лело,roeñvat
823,rudern::V,кема лело,roeñvat
824,fahren::V,хахка,kas
825,fahren::V,хахка,bleniañ
826,fliegen::V,тӏемадала,nijal
827,gehen::V,лeла,mont
828,weggehen::V,дӏадаха,mont kuit
829,abfahren::V,дӏадаха,mont kuit
830,anhalten::V,саца,chom a-sav
831,hineingehen::V,чудала,monet e-barzh
832,eintreten::V,чудала,monet e-barzh
833,kommen::V,кхача,dont
834,kommen::V,дӏакхача,dont
835,kommen::V,схьакхача,dont
836,ankommen::V,кхача,erruout
837,ankommen::V,схьакхача,erruout
838,zurückkommen::V,юхада,addonet
839,bleiben::V,диса,chom
840,warten::V,хьежа,gortoz
841,warten::V,cобар дан,gortoz
842,erwarten::V,хьоьжуш ӏан,gortoz
843,suchen::V,леха,klask
844,finden::V,каро,kavout
845,versuchen::V,дан хьажа,klask
846,vorbereiten::V,кечъян,aozañ
847,lieben::V,деза,karout
848,mögen::V,безамхила,karout
849,lachen::V,дела,c'hoarzin
850,rühren::V,хьедан,tenerañ
851,weinen::V,делха,gouelañ
852,schimpfen::V,чехо,krozal
853,sich ärgern::V,оьгӏазъэха,fachañ
854,sich ärgern::V,оьгӏазъэха,en em fachañ
855,sich fürchten::V,кхера,
856,fürchten::V,кхера,
857,fliehen::V,дӏадада,tec'het
858,flüchten::V,дӏадада,tuzañ
859,sehen::V,ган,gwelet
860,anschauen::V,хьажа,sellout ouzh
861,anschauen::V,хьежа,sellout ouzh
862,ansehen::V,хьовса,sellout ouzh
863,hören::V,хаза,klevet
864,zuhören::V,ладогӏа,selaou
865,probieren::V,хьажа,blasa
866,riechen::V,хьожа яха,klevet
867,fühlen::V,хаадала,santout
868,scheinen::V,мотта,diskouez bezañ
869,zu sehen sein::V,гуш хила,bezañ gwelus
870,vernehmen::V,бартхатта,merzhañ
871,frieren::V,гӏоро,anoued
872,tun::V,дан,ober
873,können::V,дадала,gouzout
874,wollen::V,тӏергӏа,fellout da
875,wollen::V,тӏергӏа,kaout c'hoant da
876,anfangen::V,доло,kregiñ
877,beenden::V,довла,achuiñ
878,aufhören::V,саца,paouez
879,gelingen::V,кадала,
880,geraten::V,хила,
881,öffnen::V,дӏаделла,digeriñ
882,öffnen::V,схьаделла,digeriñ
883,schließen::V,къовла,serriñ
884,schließen::V,дӏачӏагӏа,serriñ
885,stellen::V,хlотто,lakaat
886,setzen::V,дийгӏа,lakaat
887,legen::V,охьадилла,lakaat
888,berühren::V,хьедан,touch
889,verbinden::V,вовшахтаса,eren
890,bedecken::V,тилла,goloiñ
891,bedecken::V,тӏетаса,goloiñ
892,aufhängen::V,хьалаолла,istribilhañ
893,anzünden::V,лато,alumiñ
894,anzünden::V,лато,c'hwezzañ
895,aufheben::V,айа,dastum
896,zurücklassen::V,дита,lezel
897,verlieren::V,дайа,koll
898,fallen lassen::V,охьадожо,laoskel
899,fallen lassen::V,охьадожо,lezel da gouezhel
900,machen::V,дан,ober
901,herstellen::V,дан,fardañ
902,bauen::V,гӏишлоян,sevel
903,reparieren::V,тадан,adaozañ
904,verbessern::V,нисдан,gwellaat
905,ändern::V,хийца,cheñch
906,graben::V,ахка,kleuzañ
907,beugen::V,сатто,plegañ
908,biegen::V,сатто,krommañ
909,drehen::V,хьовзо,treiñ
910,umdrehen::V,хьовзo,treiñ
911,heben::V,айа,sevel
912,heben::V,хьалаайа,sevel
913,hochheben::V,хьалаайа,sevel
914,ergreifen::V,дӏалаца,kemer
915,halten::V,латто,dalc'hen
916,drücken::V,тӏетаӏо,bountañ
917,schieben::V,татта,poulzañ
918,kratzen::V,мӏараш тийса,skrabat
919,lecken::V,мотт хьекха,lipat
920,beißen::V,катoха,kregiñ
921,abreißen::V,схьадаккха,diframmañ
922,abschneiden::V,кхада,troc'hañ
923,binden::V,дӏадехка,stagañ
924,binden::V,вовшахтаса,stagañ
925,stecken::V,чудахийта,sankañ
926,brechen::V,кагдан,darnaouiñ
927,klopfen::V,детта,skoiñ
928,hauen::V,етта,dornañ
929,kleben::V,тӏелато,pegañ
930,reiben::V,хьекхо,taravat
931,reiben::V,хьекхо,trekiñ
932,streichen::V,тlехьакха,toazañ
933,schleifen::V,ирдан,lemmañ
934,schneiden::V,ларга,troc'hañ
935,rütteln::V,лесто,tordorosañ
936,schütteln::V,лесто,hejañ
937,schwenken::V,лесто,
938,schütten::V,дотта,diskargañ
939,füllen::V,дуза,kargañ
940,einwickeln::V,хьарчо,gronnañ
941,tragen::V,дахьа,dougen
942,schleppen::V,ийзо,stlejal
943,ziehen::V,озо,sachañ
944,aufbewahren::V,ӏалашдан,miret
945,werfen::V,кхосса,teuler
946,fangen::V,леца,tapañ
947,packen::V,леца,krapat
948,verstecken::V,къайладаккха,kuzhat
949,teilen::V,декъа,rannañ
950,schicken::V,дӏадахьийта,kas
951,bringen::V,дан,degas
952,hinzufügen::V,тӏетоха,lakat ouzhpenn
953,bekommen::V,даккха,kaout
954,erhalten::V,даккха,kaout
955,nehmen::V,схьаэца,kemer
956,wählen::V,харжа,choaz
957,auswählen::V,харжа,dibab
958,bewahren::V,lалашдан,mirout
959,behindern::V,новкъарло ян,diaezañ
960,verderben::V,талхо,lovrañ
961,beschädigen::V,дохо,gwallegañ
962,zerbrechen::V,дохо,torriñ
963,zerbrechen::V,кагдан,torriñ
964,zerreißen::V,хадо,diroegiñ
965,zerstören::V,дохо,distrujañ
966,zerstören::V,кагдан,distrujañ
967,verbrennen::V,даго,deviñ
968,geben::V,яла,reiñ
969,reichen::V,дӏадала,
970,reichen::V,дӏакховдо,
971,schenken::V,совгӏат дан,donezonañ
972,versprechen::V,ваӏда дан,prometiñ
973,wünschen::V,лаа,hetiñ
974,loben::V,хасто,feurmiñ
975,küssen::V,оба яккха,pokat
976,wiegen::V,тахка,pouezañ
977,zudecken::V,тӏетаса,goloiñ
978,wecken::V,самадаккха,dihuniñ
979,zeigen::V,гайта,diskouez
980,führen::V,дига,kas
981,lehren::V,ӏамо,deskiñ
982,unterrichten::V,хьеха,kelenn
983,aufziehen::V,кхио,
984,leiten::V,урхалла дан,bleinañ
985,antreiben::V,сихдан,poulzañ
986,lassen::V,-йта,leuskel
987,einladen::V,кхайкха,pediñ
988,vereinigen::V,цхьаьнатоха,unisañ
989,besuchen::V,хьажахIотта,gweladenniñ
990,treffen::V,дуьхьалкхета,kejal
991,treffen::V,дуьхьалкхета,ankontrañ
992,sich versammeln::V,гулдан,bodennañ
993,spielen::V,ловза,c'hoari
994,singen::V,лакха,kanañ
995,tanzen::V,хелхадала,dañsal
996,sich trennen::V,къаста,dispartiañ
997,verlassen::V,дита,lezel
998,retten::V,кӏелхьардаккха,saveteiñ
999,bewachen::V,ха дан,mesa
1000,schützen::V,лардан,diwall
1001,verteidigen::V,лардан,difenn
1002,sich schlagen::V,етта,lopañ
1003,schießen::V,детта,
1004,siegen::V,тола,trec'hiñ
1005,ärgern::V,оьгӏаздахийта,hegasiñ
1006,schlagen::V,тоха,skeiñ
1007,treten::V,мийра тоха,botaouiñ
1008,stechen::V,ӏотта,pikat
1009,stechen::V,къовзо,pikat
1010,stoßen::V,татта,stokañ
1011,stehlen::V,лачкъо,laerezh
1012,stören::V,новкъарло ян,direnkañ
1013,belästigen::V,сагатдан,dregasiñ
1014,verbergen::V,къайладаккха,skoachañ
1015,täuschen::V,ӏexo,tromplañ
1016,betrügen::V,ледан,lorbañ
1017,töten::V,ден,lazhañ
1018,wohnen::V,даха,bezañ o chom
1019,arbeiten::V,къахьега,labourat
1020,sammeln::V,гулдан,dastum
1021,pflücken::V,даха,kuntuilhañ
1022,jagen::V,талла,chaseal
1023,fischen::V,чӏерий леца,pesketa
1024,fassen::V,лаца,pakañ
1025,fassen::V,схьалаца,pakañ
1026,hüten::V,лардан,geota
1027,treiben::V,лахка,
1028,anbinden::V,дӏадехка,stagañ
1029,füttern::V,хӏума яла,boueta
1030,melken::V,оза,goro
1031,gießen::V,хи тоха,dourañ
1032,reifen::V,хьекъа,azviñ
1033,zubereiten::V,кечъян,keginañ
1034,zubereiten::V,кхача бан,keginañ
1035,kochen::V,кхача бан,poazhañ
1036,backen::V,датта,fritañ
1037,braten::V,кхарза,rostañ
1038,umrühren::V,кего,
1039,nähen::V,тега,gwriat
1040,färben::V,басардан,livañ
1041,reinigen::V,цӏандан,naetañ
1042,waschen::V,йила,gwalc'hiñ
1043,waschen::V,йитта,gwalc'hiñ
1044,waschen::V,дӏадайа,gwalc'hiñ
1045,abwischen::V,дӏадайа,torchañ
1046,spülen::V,хи кхарза,disgwalc'hiñ
1047,fegen::V,нуй хьакха,skubañ
1048,kehren::V,нуй хьакха,skubañ
1049,baden::V,лийча,kouronkañ
1050,sich waschen::V,юьхь йила,en em walc'hiñ
1051,ausziehen::V,духар дӏадаккха,
1052,sich anziehen::V,духа,gwiskañ
1053,kämmen::V,ехк хьакха,kribat
1054,schmücken::V,хаздан,kinklañ
1055,sagen::V,ала,larêt
1056,sagen::V,ала,lavaret
1057,sprechen::V,баха,komz
1058,sprechen::V,мотт бийца,komz
1059,reden::V,къамел дан,kaozeal
1060,sich unterhalten::V,къамел дан,balbotal
1061,fragen::V,хатта,goulenn
1062,bitten::V,деха,goulenn
1063,erzählen::V,дийца,kontañ
1064,mitteilen::V,хаам бан,kemenn
1065,nennen::V,цӏе яккха,anviñ
1066,rufen::V,кхайкха,gelver
1067,prahlen::V,куралла ян,fougeal
1068,prahlen::V,дозалла дан,fougeal
1069,übersetzen::V,гоч дан,treiñ
1070,denken::V,ойла ян,soñjal
1071,glauben::V,теша,krediñ
1072,bemerken::V,ган,apresevañ
1073,erkennen::V,довза,anavout
1074,begreifen::V,кхета,meizañ
1075,verstehen::V,кхета,kompren
1076,lernen::V,деша,deskiñ
1077,wissen::V,хаа,gouzout
1078,sich erinnern an::V,дагадан,kaout soñj e
1079,vergessen::V,дицдала,ankouaat
1080,messen::V,дуста,muzuliañ
1081,zählen::V,дагардан,kontañ
1082,rechnen::V,лара,jedañ
1083,lesen::V,еша,lenn
1084,malen::V,сурт дилла,livañ
1085,zeichnen::V,сурт дилла,tresañ
1086,schreiben::V,яздан,skrivañ
1087,besitzen::V,доладан,kaout
1088,kaufen::V,эца,prenañ
1089,verkaufen::V,дохка,gwerzhañ
1090,bezahlen::V,мах бала,paeañ
1091,zahlen::V,мах бала,paeañ
1092,beherrschen::V,собаре хила,mestroniañ
1093,ertragen::V,лан,anduriñ
1094,ertragen::V,сатоха,anduriñ
1095,ertragen::V,садетта,anduriñ
1096,Schwarm::N,,nijad
1097,Schlinge::N,,krouglas
1098,Art::N,,sort
1099,Entfernung::N,,keid
1100,Entfernung::N,,kehid
1101,Griff::N,,kemer
1102,Figur::N,,skeud
1103,Figur::N,,figur
1104,Bogen[Waffe]::N,,gwareg
1105,so::ADV,,evel-se
1106,abnehmen::V,,nebeutaat
1107,sausen::V,,karzhañ
1108,wenden::V,,treiñ
1109,hacken::V,,difrakal
1110,stricken::V,,stammañ
