,Concept_ID,hr,ku
833,geradeaus::ADV,ravno,rastê rast
834,vorwärts::ADV,naprijed,ber bi pêş
835,rückwärts::ADV,natrag,paşpê
836,zurück::ADV,nazad,paşdo
837,zurück::ADV,nazad,paşvê
838,zurück::ADV,natrag,paşdo
839,zurück::ADV,natrag,paşvê
840,unten::ADV,dolje,jêrî
841,hinab::ADV,nizbrdo,berjêr
842,oben::ADV,gore,banî
843,hinauf::ADV,uzbrdo,banî
844,überall::ADV,svuda,li her derê
845,überall::ADV,svagdje,li her derê
846,nicht::ADV,ne,ne
847,nicht::ADV,ne,nîn
848,nicht::ADV,ne,tine
849,ein wenig::ADV,malo,hebkî
850,kaum::ADV,tek,tema
851,kaum::ADV,tek,himangi
852,kaum::ADV,jedva,tema
853,kaum::ADV,jedva,himangi
854,sehr::ADV,jako,gelek
855,sehr::ADV,veoma,gelek
856,so::ADV,tako,weha
857,so::ADV,ovako,weha
858,noch::ADV,još,hêj
859,noch::ADV,još,dîsa
860,nur::ADV,samo,tenê
861,nur::ADV,samo,bes
862,schon::ADV,već,hew
863,wieder::ADV,opet,jar din
864,wieder::ADV,opet,dîsa
865,wieder::ADV,ponovo,jar din
866,wieder::ADV,ponovo,dîsa
867,vergebens::ADV,uzalud,deya çun
868,vergebens::ADV,uzalud,îfleh bûn
869,vergebens::ADV,zabadava,deya çun
870,vergebens::ADV,zabadava,îfleh bûn
871,vor::PRP,pred,li ber
872,vor::PRP,ispred,li ber
873,hinter::PRP,za,li pişt
874,hinter::PRP,iza,li pişt
875,unter::PRP,pod,li bin
876,unter::PRP,ispod,li bin
877,durch::PRP,po,kura
878,durch::PRP,kroz,kura
879,neben::PRP,kraj,li ba
880,neben::PRP,pored,li ba
881,neben::PRP,pokraj,li ba
882,zwischen::PRP,među,nabeyne
883,zwischen::PRP,među,di nav...da
884,zwischen::PRP,između,nabeyne
885,zwischen::PRP,između,di nav...da
886,wegen::PRP,radi,ji bo
887,wegen::PRP,radi,ji ber
888,wegen::PRP,zbog,ji bo
889,wegen::PRP,zbog,ji ber
890,dies::PRN,ovo,ev
891,das::PRN,to,ev
892,das::PRN,ono,ev
893,alles::PRN,sve,hemû
894,ich::PRN,ja,ez
895,du::PRN,ti,tu
896,er::PRN,on,wî
897,wir::PRN,mi,êm
898,ihr::PRN,vi,hûn
899,sie::PRN,oni,we
900,was::FPRN,što,çi
901,wer::FPRN,tko,ki
902,wo::FADV,gdje,li ku dere
903,wohin::FADV,kuda,li ku dere
904,wohin::FADV,kamo,li ku dere
905,wie::FADV,kako,çawa
906,warum::FADV,zašto,çima
907,wieviel::FNUM,koliko,çend
908,eins::NUM,jedan,yek
909,zwei::NUM,dva,didu
910,drei::NUM,tri,sisê
911,vier::NUM,četiri,çar
912,fünf::NUM,pet,penç
913,sechs::NUM,šest,şeş
914,sieben::NUM,sedam,heft
915,acht::NUM,osam,heşt
916,neun::NUM,devet,neh
917,zehn::NUM,deset,deh
918,elf::NUM,jedanaest,yazdeh
919,zwölf::NUM,dvanaest,diwazdeh
920,zwanzig::NUM,dvadeset,bîst
921,dreißig::NUM,trideset,sih
922,vierzig::NUM,četrdeset,çil
923,fünfzig::NUM,pedeset,pençi
924,sechzig::NUM,šezdeset,şêst
925,siebzig::NUM,sedamdeset,heftê
926,achtzig::NUM,osamdeset,heştê
927,neunzig::NUM,devetdeset,nod
928,hundert::NUM,sto,sêd
929,tausend::NUM,tisuća,hezar
930,und::CNJ,i,û
931,und::CNJ,te,û
932,oder::CNJ,ili,an
933,oder::CNJ,ili,yan
934,stehen::V,stajati,sekinîn
935,sitzen::V,sjediti,rûniştin
936,liegen::V,ležati,paldan
937,hängen::V,visiti,darve kirin
938,werden::V,postati,bûn
939,werden::V,činiti se,bûn
940,passieren::V,desiti se,hatin holê
941,passieren::V,desiti se,hatin serê kesî
942,passieren::V,dogoditi se,hatin holê
943,passieren::V,dogoditi se,hatin serê kesî
944,beginnen::V,početi,li dest pêkirin
945,enden::V,prestati,xalas bû
946,enden::V,svršiti se,xalas bû
947,wechseln::V,mijenjati se,guherandin
948,wechseln::V,mijenjati se,dêgiş kirin
949,aufgehen[Sonne]::V,izići,hilatin
950,untergehen[Sonne]::V,zaći,çun ava
951,scheinen[Sonne]::V,sijati,şewk de
952,donnern::V,grmjeti,gire-gir
953,wehen::V,duhati,ba le de
954,strömen::V,strujati,xwe girtin
955,fließen::V,teći,herikîn
956,sich drehen::V,obrtati se,xwe zivirandin
957,sich drehen::V,vrtjeti se,xwe zivirandin
958,schwanken::V,teturati,hejandin
959,schwanken::V,kolebati se,hejandin
960,schwingen::V,njihati,libakirin
961,schwingen::V,titrati,libakirin
962,fallen::V,padati,ketin
963,brennen::V,gorjeti,şewitîn
964,rauchen::V,dimiti se,kişandin
965,regnen::V,kišiti,bahran tê
966,regnen::V,daždjeti,bahran tê
967,gefrieren::V,smrznuti se,qefilandin
968,tauen::V,kopnjeti,helandin
969,tauen::V,kraviti se,helandin
970,schmelzen::V,topiti se,helandin
971,trocknen::V,sušiti se,zuwabûn
972,sieden::V,kipjeti,kelîn
973,sieden::V,ključati,kelîn
974,faulen::V,gnjiti,xerabûn
975,verfaulen::V,sagnjiti,xerabûn
976,reißen::V,otrgnuti se,jêkirin
977,versinken::V,tonuti,xerq bûn
978,versinken::V,propasti,xerq bûn
979,vergehen::V,prolaziti,derbas bûn
980,erscheinen::V,pojaviti se,peyda bûn
981,verschwinden::V,nestati,wendabûn
982,verschwinden::V,izgubiti se,wendabûn
983,sinken::V,trgnuti,noq bûn
984,sinken::V,spustiti se,noq bûn
985,abnehmen::V,opasti,kêm bûn
986,zunehmen::V,povećati se,qelew bûn
987,steigen::V,uzići,hildan
988,steigen::V,nadoći,hildan
989,wachsen::V,rasti,mezin bûn
990,glänzen::V,blistati,biriqîn
991,glänzen::V,sjati se,biriqîn
992,funkeln::V,svjetlucati,çikisîn
993,lärmen::V,bučati,guşîn
994,lärmen::V,galamiti,guşîn
995,läuten::V,zvoniti,lê de
996,klingeln::V,zvoniti,sîl dan
997,klingeln::V,zvoniti,ringerin
998,klirren::V,zvečati,zingzing hat
999,brausen::V,hujati,guşîn
1000,rauschen::V,šumiti,guşîn
1001,rauschen::V,šuškati,guşîn
1002,klingen::V,zvučati,deng pe ketin
1003,bellen::V,lajati,kewtîn
1004,heulen::V,zavijati,ûrîn
1005,blasen::V,puhati,puf kirin
1006,pfeifen::V,fućkati,fîkandin
1007,schreien::V,vikati,qîrîn
1008,schreien::V,kričati,qîrîn
1009,stöhnen::V,stenjati,nalîn
1010,zittern::V,drhtati,hejîn
1011,zittern::V,trepetati,hejîn
1012,leben::V,živjeti,jihîn
1013,geboren werden::V,roditi se,hatin dinyê
1014,geboren werden::V,roditi se,bûn
1015,atmen::V,disati,hilmijîn
1016,trinken::V,piti,vexwarin
1017,essen::V,jesti,xwarin
1018,schlucken::V,gutati,daqulbandin
1019,müde werden::V,umoriti se,betilîln
1020,müde werden::V,umoriti se,qerimîn
1021,einschlafen::V,usnuti,razan
1022,einschlafen::V,zaspati,razan
1023,schlafen::V,spati,razan
1024,schlafen::V,spati,razandin
1025,aufwachen::V,probuditi se,şiyarbûn
1026,aufstehen::V,ustati,rabûn
1027,sich erholen::V,odmoriti se,baş bûn
1028,krank werden::V,oboljeti se,nexweş kêt
1029,krank werden::V,razboljeti se,nexweş kêt
1030,krank sein::V,bolovati,nexweş bû
1031,schmerzen::V,boljeti,êşandin
1032,husten::V,kašljati,kuxin
1033,genesen::V,ozdraviti,baş bûn
1034,genesen::V,oporaviti se,baş bûn
1035,sterben::V,umrijeti,mirin
1036,umkommen::V,skapati,mirin
1037,sich bewegen::V,gibati se,leqîn
1038,sich bewegen::V,kretati se,leqîn
1039,sich rühren::V,maknuti se,leqîn
1040,sich erheben::V,dići se,rabûn
1041,sich setzen::V,sjesti,runiştin
1042,hinfallen::V,pasti,kêtin
1043,laufen::V,hodati,meşîn
1044,schreiten::V,stupati,meşkirin
1045,spazierengehen::V,šetati se,gerandin
1046,eilen::V,hitati,lezandin
1047,sich beeilen::V,požuriti se,zûkirin
1048,sausen::V,juriti,fîzîn
1049,rennen::V,trčati,baz dan
1050,springen::V,skakati,hilpekîn
1051,klettern::V,popeti se,hilperikîn
1052,klettern::V,penjati se,hilperikîn
1053,schaukeln::V,ljuljati se,lorandin
1054,kriechen::V,puzati,xuşandin
1055,kriechen::V,gmizati,xuşandin
1056,schwimmen::V,plivati,avjenîn
1057,tauchen::V,roniti,qutxuyardin
1058,tauchen::V,roniti,noqîn
1059,tauchen::V,gnjuriti,qutxuyardin
1060,tauchen::V,gnjuriti,noqîn
1061,rudern::V,veslati,qaîq ajotin
1062,fahren::V,voziti se,ajotin
1063,fliegen::V,letjeti,firîn
1064,fliegen::V,lijetati,firîn
1065,gehen::V,ići,çûn
1066,weggehen::V,otići,çûn
1067,abfahren::V,krenuti,çûyin
1068,abfahren::V,otputovati,çûyin
1069,anhalten::V,stati,rawestîn
1070,anhalten::V,zaustaviti,rawestîn
1071,hineingehen::V,ulaziti,ketin hundir
1072,eintreten::V,ući,têketin
1073,kommen::V,doći,hatin
1074,ankommen::V,stići,gihan
1075,ankommen::V,stići,gihîştin
1076,zurückkommen::V,vratiti se,vegerandin
1077,zurückkommen::V,povratiti se,vegerandin
1078,bleiben::V,ostati,sekinîn
1079,warten::V,čekati,payîn
1080,erwarten::V,očekivati,payîn
1081,suchen::V,tražiti,lêgerîn
1082,finden::V,naći,peyda kirin
1083,versuchen::V,pokušati,çeribandin
1084,vorbereiten::V,spremiti,amade kirin
1085,vorbereiten::V,pripremiti,amade kirin
1086,lieben::V,voljeti,hez kirin
1087,mögen::V,voljeti,dil kirin
1088,lachen::V,smijati se,kenîn
1089,rühren::V,taknuti,hêjan
1090,weinen::V,plakati,girîn
1091,schimpfen::V,psovati,pevçûn
1092,sich ärgern::V,ljutiti se,enirîn
1093,sich fürchten::V,bojati se,tirsîn
1094,fürchten::V,bojati se,tirsin
1095,fliehen::V,pobjeći,bazdan
1096,flüchten::V,utjeći,revîn
1097,sehen::V,vidjeti,dîtin
1098,anschauen::V,ogledati,sêr kirin
1099,ansehen::V,gledati,hesibandin
1100,hören::V,čuti,guhdar jirin
1101,zuhören::V,slušati,guhdarî kirin
1102,probieren::V,probati,tehm kirin
1103,riechen::V,osjećati miris,bihn kirin
1104,fühlen::V,osjećati,hîs kirin
1105,scheinen::V,činiti se,xoyer kir
1106,zu sehen sein::V,biti vidljiv,diyar bûn
1107,vernehmen::V,saznati,bihîstin
1108,frieren::V,zima je,qerişîn
1109,tun::V,raditi,kirin
1110,können::V,moći,karin
1111,wollen::V,htjeti,xwestîn
1112,anfangen::V,početi,dest pêkirin
1113,beenden::V,svršiti,xelas kirin
1114,beenden::V,dovršiti,xelas kirin
1115,aufhören::V,prestati,xelas kirin
1116,gelingen::V,uspjeti,çe bûn
1117,geraten::V,desiti se,qewîmîn
1118,öffnen::V,otvoriti,vekirin
1119,schließen::V,zatvoriti,girtin
1120,stellen::V,metnuti,danîn
1121,stellen::V,postaviti,danîn
1122,setzen::V,posaditi,rûniştin
1123,legen::V,polagati,danîn
1124,legen::V,polagati,razandin
1125,berühren::V,doticati,lêketin
1126,berühren::V,dodirivati,lêketin
1127,verbinden::V,spojiti,anîn pê
1128,verbinden::V,zavezati,anîn pê
1129,bedecken::V,pokriti,sergirtin
1130,aufhängen::V,objesiti,aliqandin
1131,anzünden::V,upaliti,pêxistin
1132,anzünden::V,zapaliti,pêxistin
1133,aufheben::V,podići,hildan
1134,aufheben::V,podignuti,hildan
1135,zurücklassen::V,ostaviti,hiştin
1136,zurücklassen::V,ostaviti,vehiştin
1137,zurücklassen::V,pustiti natrag,hiştin
1138,zurücklassen::V,pustiti natrag,vehiştin
1139,verlieren::V,izgubiti,wendakirin
1140,fallen lassen::V,ispustiti,xistin bixe
1141,fallen lassen::V,ispustiti,xistin
1142,machen::V,uraditi,kirin
1143,machen::V,uraditi,çêkirin
1144,machen::V,načiniti,kirin
1145,machen::V,načiniti,çêkirin
1146,machen::V,napraviti,kirin
1147,machen::V,napraviti,çêkirin
1148,herstellen::V,proizvesti,çê kirin
1149,herstellen::V,proizvesti,peyda kirin
1150,bauen::V,graditi,lêkirin
1151,reparieren::V,popraviti,veherînerîn
1152,verbessern::V,poboljšati,sererastkirin
1153,ändern::V,promijeniti,degiş kirin
1154,graben::V,kopati,kolandin
1155,graben::V,kopkati,kolandin
1156,beugen::V,saviti,tewîn
1157,beugen::V,saviti,xwar kirin
1158,biegen::V,saviti,tewandin
1159,biegen::V,saviti,xwarkirin
1160,biegen::V,sagnuti,tewandin
1161,biegen::V,sagnuti,xwarkirin
1162,drehen::V,vrtjeti,fitilandin
1163,wenden::V,obrnuti,zivîrin
1164,umdrehen::V,okrenuti,vegerandin
1165,umdrehen::V,prevŕnuti,vegerandin
1166,heben::V,dizati,hildan
1167,hochheben::V,dignuti,hildan
1168,ergreifen::V,uhvatiti,dest avêtin
1169,ergreifen::V,prihvatiti,dest avêtin
1170,halten::V,držati,hîştin
1171,halten::V,držati,sekinîn
1172,drücken::V,pritiskivati,pêl kirin
1173,schieben::V,gurati,damdan
1174,kratzen::V,česati,xurandin
1175,kratzen::V,grepsti,xurandin
1176,lecken::V,lizati,alastin
1177,beißen::V,ujesti,gez kirin
1178,beißen::V,gristi,gez kirin
1179,abreißen::V,otkinuti,hilşandin
1180,abschneiden::V,odrezati,jêkirin
1181,binden::V,vezati,girêdan
1182,stecken::V,turiti,têxistin
1183,brechen::V,slomiti,şikandin
1184,klopfen::V,lupati,kutandin
1185,klopfen::V,kucati,kutandin
1186,hauen::V,tući,li dan
1187,hauen::V,udarati,li dan
1188,kleben::V,lijepiti,zeliqîn
1189,kleben::V,lijepiti,şirêz kirin
1190,reiben::V,trti,firikandin
1191,streichen::V,namazati,bax dan
1192,schleifen::V,brusiti,çarkirin
1193,schneiden::V,rezati,jêkirin
1194,rütteln::V,drmati,hejandin
1195,schütteln::V,tresti,daweşîn
1196,schwenken::V,mahati,têwdan
1197,schütten::V,sipati,rijandin
1198,schütten::V,lijevati,rijandin
1199,füllen::V,napuniti,dagirtin
1200,einwickeln::V,umotati,pêçandin
1201,einwickeln::V,zamotati,pêçandin
1202,tragen::V,nositi,kişandin
1203,tragen::V,nositi,rajtin
1204,schleppen::V,tegliti,kişandin
1205,ziehen::V,vući,kişandin
1206,aufbewahren::V,čuvati,hilandin
1207,werfen::V,bacati,avêtin
1208,fangen::V,loviti,sem kirin
1209,fangen::V,loviti,girtin
1210,fangen::V,hvatati,sem kirin
1211,fangen::V,hvatati,girtin
1212,packen::V,ščepati,pê girtin
1213,packen::V,zgrabiti,pê girtin
1214,verstecken::V,sakriti,hîlanin
1215,teilen::V,podijeliti,parvekirin
1216,schicken::V,slati,şandin
1217,bringen::V,donijeti,anîn
1218,bringen::V,donijeti,birin
1219,hinzufügen::V,dodati,dan ser
1220,hinzufügen::V,dodati,li tiştekî zêde kirin
1221,hinzufügen::V,pridati,dan ser
1222,hinzufügen::V,pridati,li tiştekî zêde kirin
1223,bekommen::V,dobiti,standin
1224,erhalten::V,primiti,standin
1225,nehmen::V,uzeti,girtin
1226,wählen::V,izabrati,ray dan
1227,auswählen::V,odabrati,bijartin
1228,bewahren::V,sačuvati,rê li ber girtin
1229,bewahren::V,sačuvati,lê xwedî derketin
1230,behindern::V,smetati,bara wi
1231,verderben::V,pokvariti,heram bûn
1232,beschädigen::V,oštetiti,xerab kirin
1233,zerbrechen::V,razbiti,şikênandin
1234,zerbrechen::V,razbiti,perçe kirin
1235,zerbrechen::V,prelomiti,şikênandin
1236,zerbrechen::V,prelomiti,perçe kirin
1237,zerreißen::V,poderati,qelişandin
1238,zerreißen::V,rastrgnuti,qelişandin
1239,zerstören::V,razoriti,hilşandin
1240,zerstören::V,razrušiti,hilşandin
1241,verbrennen::V,spaliti,şewitandin
1242,verbrennen::V,sagorjeti,şewitandin
1243,geben::V,dati,dan
1244,geben::V,dati,dayin
1245,reichen::V,pružiti,besbûn
1246,reichen::V,pružiti,têrkirin
1247,schenken::V,darivati,diyarî kirin
1248,versprechen::V,obećati,soz dan
1249,wünschen::V,željeti,dil kirin
1250,loben::V,hvaliti,pesinandin
1251,küssen::V,ljubiti,maçkirin
1252,wiegen::V,njihati,lorandin
1253,wiegen::V,njihati,wezinandin
1254,wiegen::V,ljuljati,lorandin
1255,wiegen::V,ljuljati,wezinandin
1256,zudecken::V,pokriti,nixumandin
1257,wecken::V,probuditi,bixwe hesandin
1258,zeigen::V,pokazati,şanîdan
1259,führen::V,voditi,raber kirin
1260,lehren::V,učiti,hîn kirin
1261,unterrichten::V,poučiti,ders dan
1262,aufziehen::V,uzgajati,mesinkirin
1263,leiten::V,upravljati,rêberî kirin
1264,antreiben::V,natjeravati,bezandin
1265,lassen::V,dati,berdan
1266,lassen::V,dati,hiştin
1267,einladen::V,pozvati,dawet kirin
1268,vereinigen::V,ujediniti,bi yek kirin
1269,besuchen::V,posjetiti,mêvan bûn
1270,treffen::V,sresti,rast hatin
1271,sich versammeln::V,okupiti se,li hev çivîn
1272,spielen::V,igrati se,listin
1273,singen::V,pjevati,stran
1274,tanzen::V,plesati,reqisîn
1275,sich trennen::V,razići se,hew berdan
1276,verlassen::V,ostaviti,tanê hişt
1277,verlassen::V,ostaviti,bêkes
1278,verlassen::V,napustiti,tanê hişt
1279,verlassen::V,napustiti,bêkes
1280,retten::V,spasiti,rihakirin
1281,bewachen::V,čuvati,raçavkirin
1282,bewachen::V,stražariti,raçavkirin
1283,schützen::V,čuvati,hemet kirin
1284,verteidigen::V,obraniti,paraztin
1285,sich schlagen::V,biti se,li hev bezîn
1286,sich schlagen::V,udariti se,li hev bezîn
1287,schießen::V,pucati,agir kirin
1288,schießen::V,strijeljati,agir kirin
1289,siegen::V,pobijediti,biser ketin
1290,ärgern::V,ljutiti,xeyirandin
1291,schlagen::V,biti,lêdan
1292,schlagen::V,biti,lêxistin
1293,schlagen::V,udariti,lêdan
1294,schlagen::V,udariti,lêxistin
1295,treten::V,šutnuti,têlekirin
1296,stechen::V,ubosti,têrekirin
1297,stoßen::V,gurnuti,lêketin
1298,stehlen::V,ukrasti,dizîn
1299,stehlen::V,ukrasti,dizî birin
1300,stören::V,smetati,aciz kirin
1301,belästigen::V,smetati,li tela yeki ketin
1302,belästigen::V,dosaditi,li tela yeki ketin
1303,verbergen::V,skriti,veşartin
1304,verbergen::V,skriti,kemîndanîn
1305,täuschen::V,obmanuti,xapandin
1306,täuschen::V,obmanuti,lê zexeli kirin
1307,betrügen::V,prevarati,xapandin
1308,töten::V,ubiti,kûştin
1309,wohnen::V,stanovati,rûniştin
1310,arbeiten::V,raditi,kar kirin
1311,arbeiten::V,raditi,şêxulin
1312,sammeln::V,sabrati,komkirin
1313,pflücken::V,ubrati,çinîn
1314,jagen::V,loviti,nêçîr kirin
1315,fischen::V,ribati,masî girtin
1316,fischen::V,loviti ribu,masî girtin
1317,fassen::V,uloviti,pê girtin
1318,fassen::V,uloviti,sêm kirin
1319,hüten::V,pasti,hei jê man
1320,treiben::V,goniti,bêherandin
1321,anbinden::V,privezati,tewilandin
1322,füttern::V,hraniti,xwarine dan lê
1323,melken::V,musti,dotin
1324,hacken::V,sjeckati,kolandin
1325,gießen::V,politi,av dan
1326,reifen::V,sazreti,kemilîn
1327,zubereiten::V,prigotoviti,çe kirin
1328,kochen::V,kuhati,xwarin çe kirin
1329,kochen::V,kuhati,kelandin
1330,backen::V,peći,pijandin
1331,braten::V,peći,qelandin
1332,braten::V,peći,sor kirin
1333,braten::V,pržiti,qelandin
1334,braten::V,pržiti,sor kirin
1335,umrühren::V,promiješati,têvdan
1336,stricken::V,plesti,hûnan
1337,nähen::V,šiti,kêl kirin
1338,färben::V,obojiti,boyax kirin
1339,reinigen::V,očistiti,paqijkirin
1340,reinigen::V,počistiti,paqijkirin
1341,waschen::V,prati,şuştin
1342,abwischen::V,otrti,pakîj kirin
1343,spülen::V,isprati,şuştin
1344,spülen::V,oplakati,şuştin
1345,fegen::V,mesti,maliştin
1346,fegen::V,pomesti,maliştin
1347,kehren::V,mesti,maliştin
1348,baden::V,kupati se,serîşûştin
1349,sich waschen::V,umiti se,serîşûştin
1350,sich waschen::V,prati se,serîşûştin
1351,ausziehen::V,svući,jê kirin
1352,anziehen::V,obući,pê kirin
1353,sich anziehen::V,obući se,xwe kirin
1354,kämmen::V,češljati,şeh kirin
1355,schmücken::V,uresiti,xemilandin
1356,schmücken::V,nakititi,xemilandin
1357,sagen::V,reći,gotin
1358,sagen::V,reći,peyivîn
1359,sagen::V,kazati,gotin
1360,sagen::V,kazati,peyivîn
1361,sprechen::V,govoriti,peyivîn
1362,reden::V,govoriti,axaftin
1363,reden::V,besjediti,axaftin
1364,sich unterhalten::V,razgovarati se,hev biştaxilin
1365,fragen::V,pitati,pirsîn
1366,fragen::V,pitati,pirs kirin
1367,bitten::V,moliti,tika kirin
1368,erzählen::V,ispričati,behs kirin
1369,erzählen::V,pripovjediti,behs kirin
1370,mitteilen::V,saopćiti,vegotin
1371,nennen::V,nazvati,bi nav kirin
1372,rufen::V,zvati,bakirin
1373,rufen::V,dozvati,bakirin
1374,prahlen::V,hvalisati se,pesnê xwe dan
1375,übersetzen::V,prevesti,qulibandin
1376,übersetzen::V,prevesti,derbas kirin
1377,denken::V,misliti,fikirîn
1378,glauben::V,vjerovati,bawer bûn
1379,bemerken::V,zapaziti,bala xwe dan
1380,bemerken::V,zapaziti,çac lê ketin
1381,bemerken::V,primijetiti,bala xwe dan
1382,bemerken::V,primijetiti,çac lê ketin
1383,erkennen::V,prepoznati,pêhesîn
1384,begreifen::V,pojmiti,fêmkirin
1385,begreifen::V,shvatiti,fêmkirin
1386,verstehen::V,razabrati,fêmkirin
1387,lernen::V,učiti se,halmandin
1388,lernen::V,učiti se,fêrbun
1389,wissen::V,znati,zanîn
1390,sich erinnern an::V,sjetiti se,bir bûn
1391,vergessen::V,zaboraviti,ji bir kirin
1392,messen::V,mjeriti,pê kanîn
1393,zählen::V,brojiti,hejmardin
1394,rechnen::V,računati,hesibandin
1395,lesen::V,čitati,xwendin
1396,malen::V,slikati,rengandin
1397,malen::V,slikati,boyax kirin
1398,zeichnen::V,crtati,işaret kirin
1399,schreiben::V,pisati,nivîsandin
1400,besitzen::V,imati,hebûn
1401,besitzen::V,posjedovati,hebûn
1402,kaufen::V,kupiti,kirîn
1403,verkaufen::V,prodati,firotin
1404,verkaufen::V,raspačati,firotin
1405,bezahlen::V,platiti,pere dan
1406,zahlen::V,plaćati,pere dan
1407,zahlen::V,plaćati,dayin
1408,beherrschen::V,vladati,zebt kirin
1409,beherrschen::V,vladati,hukim kirin
1410,beherrschen::V,gospodariti,zebt kirin
1411,beherrschen::V,gospodariti,hukim kirin
1412,ertragen::V,trpjeti,bihêzkirin
1413,ertragen::V,podnijeti,bihêzkirin
1414,Gehirn::N,,mêjî
