,Concept_ID,ga,ka
728,sauber::A,glan,წმინდა
729,schmutzig::A,salach,ტალახიანი
730,roh::A,amh,უმი
731,reif::A,aibí,მწიფე
732,lecker::A,blasta,გემრიელი
733,süß::A,milis,ტკბილი
734,bitter::A,searbh,მწარე
735,sauer::A,géar,მჟავე
736,sauer::A,searbh,მჟავე
737,hell::A,geal,ნათელი
738,hell::A,soilseach,ნათელი
739,dunkel::A,dorcha,ბნელი
740,schwarz::A,dubh,შავი
741,weiß::A,bán,თეთრი
742,rot::A,dearg,წითელი
743,gelb::A,buí,ყვითელი
744,blau::A,gorm,ლურჯი
745,blau::A,gorm,ცისფერი
746,grün::A,glas,მწვანე
747,grün::A,uaine,მწვანე
748,grau::A,liath,რუხი
749,grau::A,liath,ნაცრისფერი
750,bunt::A,ildathach,ჭრელი
751,bunt::A,ildathach,ფერადი
752,bunt::A,dathannach,ჭრელი
753,bunt::A,dathannach,ფერადი
754,billig::A,saor,იაფი
755,teuer::A,daor,ძვირი
756,teuer::A,costasach,ძვირი
757,wertvoll::A,luachmhar,ღირსიანი
758,blind::A,dall,ბრმა
759,blind::A,caoch,ბრმა
760,taub::A,bodhar,ყრუ
761,kräftig::A,cumhachtach,ძალავანი
762,stark::A,tréan,ძლიერი
763,stark::A,tréan,ღონიერი
764,stark::A,láidir,ძლიერი
765,stark::A,láidir,ღონიერი
766,schwach::A,lag,სუსტი
767,schwach::A,fann,სუსტი
768,fett::A,ramhar,სქელი
769,schlank::A,caol,გამხდარი
770,schlank::A,seang,გამხდარი
771,hübsch::A,álainn,ეშხიანი
772,hübsch::A,álainn,მშვენიერი
773,hübsch::A,dathúil,ეშხიანი
774,hübsch::A,dathúil,მშვენიერი
775,böse::A,olc,ავი
776,böse::A,olc,ბოროტი
777,dumm::A,dúr,ბოთე
778,dumm::A,dúr,სულელი
779,dumm::A,amaideach,ბოთე
780,dumm::A,amaideach,სულელი
781,faul::A,falsa,ზანტი
782,faul::A,falsa,ზარმაცი
783,faul::A,leisciúil,ზანტი
784,faul::A,leisciúil,ზარმაცი
785,fleißig::A,dícheallach,ბეჯითი
786,fleißig::A,dícheallach,მუყაითი
787,geizig::A,barainneach,ძუნწი
788,geizig::A,sprionlaithe,ძუნწი
789,klug::A,cliste,ჭკვიანი
790,geschickt::A,oilte,მარჯვე
791,geschickt::A,oilte,გაწაფული
792,geschickt::A,ealaíonta,მარჯვე
793,geschickt::A,ealaíonta,გაწაფული
794,lieb::A,dil,სატრფიალო
795,lieb::A,dílis,სატრფიალო
796,lustig::A,aerach,მხიარული
797,lustig::A,meidhreach,მხიარული
798,sanft::A,bog,ალერსიანი
799,sanft::A,bog,გრძნობიერი
800,sanft::A,séimh,ალერსიანი
801,sanft::A,séimh,გრძნობიერი
802,hungrig::A,ocrach,მშიერი
803,krank::A,tinn,სნეული
804,krank::A,tinn,ავადმყოფი
805,krank::A,breoite,სნეული
806,krank::A,breoite,ავადმყოფი
807,nackt::A,nocht,ტიტველი
808,traurig::A,brónach,მწუხარე
809,traurig::A,brónach,სევდიანი
810,lebendig::A,beo,ცოცხალი
811,gut::A,maith,კარგი
812,schlecht::A,dona,უხეირო
813,schlecht::A,droch-,უხეირო
814,richtig::A,ceart,ნამდვილი
815,schlimm::A,gránna,ცუდი
816,schlimm::A,tubaisteach,ცუდი
817,wahr::A,fíor,სწორი
818,wahr::A,fíor,ჭეშმარიტი
819,alt::A,sean,ძველი
820,neu::A,úr,ახალი
821,neu::A,nua,ახალი
822,ehemalig::A,iar-,ყოფილი
823,ehemalig::A,sean-,ყოფილი
824,alt[Lebewesen]::A,sean,ბებერი
825,alt[Lebewesen]::A,aosta,ბებერი
826,jung::A,óg,ნორჩი
827,jung::A,óg,ახალგაზრდა
828,arm::A,bocht,ღარიბი
829,reich::A,saibhir,მდიდარი
830,reich::A,rachmasach,მდიდარი
831,bekannt::A,atá eolas air,ცნობილი
832,berühmt::A,cailiúil,გამოჩენილი
833,berühmt::A,clúiteach,გამოჩენილი
834,fremd::A,coimhthíoch,უცხო
835,fremd::A,coimhthíoch,გარეშე
836,verschieden::A,éagsúil,სხვაგვარი
837,verschieden::A,difriúil,სხვაგვარი
838,nah::A,gar,ახლო
839,nah::A,deas,ახლო
840,fern::A,i bhfad uainn,შორი
841,fern::A,i bhfad uainn,შორეული
842,fern::A,i bhfad i gcéin,შორი
843,fern::A,i bhfad i gcéin,შორეული
844,linker::A,clé,მარცხენა
845,rechter::A,deas,მარჯვენა
846,anderer::A,eile,სხვა
847,erster::A,céad,პირველი
848,zweiter::A,dóú,მეორე
849,zweiter::A,dara,მეორე
850,dritter::A,tríú,მესამე
851,dritter::A,treas,მესამე
852,letzter::A,déanach,ბოლო
853,letzter::A,déanach,უკანასკნელი
854,letzter::A,deireanach,ბოლო
855,letzter::A,deireanach,უკანასკნელი
856,allein::ADV,i d'aonar,მარტო
857,auf einmal::ADV,ag an am céanna,ერთდროულად
858,zusammen::ADV,le chéile,ერთად
859,zusammen::ADV,in eineacht,ერთად
860,lange::ADV,fada,დიდხანს
861,plötzlich::ADV,go tobann,მოულოდნელად
862,plötzlich::ADV,i dtobainne,მოულოდნელად
863,sofort::ADV,ar an toirt,ახლავე
864,sofort::ADV,ar an bpointe,ახლავე
865,später::ADV,níos déanaí,მოგვიანებით
866,jetzt::ADV,anois,ახლა
867,heute::ADV,inniu,დღეს
868,morgen::ADV,amárach,ხვალ
869,bald::ADV,go luath,მალე
870,bald::ADV,gan mhoill,მალე
871,dann::ADV,ansin,მერე
872,gestern::ADV,inné,გუშინ
873,einst::ADV,tráth,ოდესღაც
874,einst::ADV,uair amháin,ოდესღაც
875,damals::ADV,ag an am,მაშინ
876,damals::ADV,an t-am sin,მაშინ
877,danach::ADV,ina dhiaidh sin,მერმე
878,danach::ADV,ina dhiaidh sin,შემდეგ
879,vorher::ADV,cheana,ადრე
880,vorher::ADV,cheana,წინათ
881,vorher::ADV,roimhe sin,ადრე
882,vorher::ADV,roimhe sin,წინათ
883,zuerst::ADV,ar dtús,ჯერ
884,einmal::ADV,uair amháin,ერთხელ
885,manchmal::ADV,uaireanta,ხან
886,manchmal::ADV,uaireanta,ზოგჯერ
887,oft::ADV,minic,ხშირად
888,immer::ADV,i gcónaí,მუდამ
889,immer::ADV,i gcónaí,ყოველთვის
890,niemals::ADV,riamh,არასდროს
891,hier::ADV,anseo,აქ
892,hierhin::ADV,anseo,აქეთ
893,von hier::ADV,an áit seo,აქედან
894,dort::ADV,ann,იქ
895,dort::ADV,ansin,იქ
896,dorthin::ADV,ann,იქით
897,dorthin::ADV,ansin,იქით
898,geradeaus::ADV,ar aghaidh,პირდაპირ
899,rückwärts::ADV,siar,უკან
900,zurück::ADV,ar ais,უკანვე
901,unten::ADV,thíos,დაბლა
902,unten::ADV,thíos,ქვევით
903,hinab::ADV,síos,ძირს
904,oben::ADV,thuas,ზემოთ
905,hinauf::ADV,suas,ზევით
906,überall::ADV,i ngach áit,ყველგან
907,überall::ADV,ar fud na háite,ყველგან
908,nicht::ADV,ní,არ
909,nicht::ADV,cha,არ
910,ein wenig::ADV,beagán,ცოტა
911,kaum::ADV,ar éigean,ძლივს
912,sehr::ADV,an-,მეტად
913,sehr::ADV,an-,ძალიან
914,so::ADV,chomh,ისე
915,so::ADV,mar sin,ისე
916,noch::ADV,fós,ჯერ
917,noch::ADV,go fóill,ჯერ
918,nur::ADV,amháin,მხოლოდ
919,nur::ADV,níl ach,მხოლოდ
920,schon::ADV,cheana,უკვე
921,schon::ADV,cheana féin,უკვე
922,wieder::ADV,arís,ისევ
923,wieder::ADV,arís,კიდევ
924,wieder::ADV,athuair,ისევ
925,wieder::ADV,athuair,კიდევ
926,vergebens::ADV,amú,ამაოდ
927,vergebens::ADV,amú,ტყუილად
928,vergebens::ADV,in aisce,ამაოდ
929,vergebens::ADV,in aisce,ტყუილად
930,vor::PRP,ar thosach,წინ
931,hinter::PRP,laistiar de,უკან
932,hinter::PRP,laistiar de,მიღმა
933,hinter::PRP,taobh thiar de,უკან
934,hinter::PRP,taobh thiar de,მიღმა
935,unter::PRP,faoi,ქვეშ
936,unter::PRP,faoi,ქვევით
937,durch::PRP,trí,გავლით
938,neben::PRP,taobh le,გვერდით
939,neben::PRP,in aice le,გვერდით
940,zwischen::PRP,idir,შუა
941,zwischen::PRP,idir,შორის
942,wegen::PRP,de bharr,გამო
943,wegen::PRP,de bharr,შედეგად
944,wegen::PRP,mar gheall ar,გამო
945,wegen::PRP,mar gheall ar,შედეგად
946,dies::PRN,seo,ეს
947,das::PRN,sin,ეგ
948,alles::PRN,gach rud,ყველაფერი
949,ich::PRN,mé,მე
950,ich::PRN,mise,მე
951,du::PRN,tú,შენ
952,du::PRN,tusa,შენ
953,er::PRN,sé,ის
954,er::PRN,sé,იგი
955,er::PRN,seisean,ის
956,er::PRN,seisean,იგი
957,wir::PRN,sinn,ჩვენ
958,ihr::PRN,sibh,თქვენ
959,ihr::PRN,sibhse,თქვენ
960,sie::PRN,siad,ისინი
961,sie::PRN,siadsan,ისინი
962,was::FPRN,cad,რა
963,was::FPRN,céard,რა
964,wer::FPRN,cé,ვინ
965,wo::FADV,cá,სად
966,wo::FADV,cén áit,სად
967,wohin::FADV,cá,საით
968,wohin::FADV,cén áit,საით
969,wie::FADV,conas,როგორ
970,wie::FADV,cén chaoi,როგორ
971,warum::FADV,cén fáth,რაზე
972,warum::FADV,cén fáth,რატომ
973,warum::FADV,cad chuige,რაზე
974,warum::FADV,cad chuige,რატომ
975,wieviel::FNUM,cá mhéad,რამდენი
976,eins::NUM,aon,ერთი
977,zwei::NUM,dhá,ორი
978,drei::NUM,trí,სამი
979,vier::NUM,ceathair,ოთხი
980,fünf::NUM,cúig,ხუთი
981,sechs::NUM,sé,ექვსი
982,sieben::NUM,seacht,შვიდი
983,acht::NUM,ocht,რვა
984,neun::NUM,naoi,ცხრა
985,zehn::NUM,deich,ათი
986,elf::NUM,aon déag,თერთმეტი
987,zwölf::NUM,dó dhéag,თორმეტი
988,zwanzig::NUM,fiche,ოცი
989,dreißig::NUM,tríocha,ოცდაათი
990,vierzig::NUM,daichead,ორმოცი
991,vierzig::NUM,ceathracha,ორმოცი
992,fünfzig::NUM,caoga,ორმოცდაათი
993,sechzig::NUM,seasca,სამოცი
994,siebzig::NUM,seachtó,სამოცდაათი
995,achtzig::NUM,ochtó,ოთხმოცი
996,neunzig::NUM,nócha,ოთხმოცდაათი
997,hundert::NUM,céad,ასი
998,tausend::NUM,míle,ათასი
999,und::CNJ,agus,და
1000,oder::CNJ,nó,ან
1001,stehen::V,seas,დგას
1002,sitzen::V,suigh,ზის
1003,liegen::V,luigh,აწევს
1004,hängen::V,tá crochta,კიდია
1005,werden::V,éirigh,გახდება
1006,passieren::V,tarlaigh,მოხდება
1007,beginnen::V,tosaigh,იწყება
1008,enden::V,críochnaigh,გათავდება
1009,wechseln::V,athraigh,იცვლება
1010,aufgehen[Sonne]::V,éirigh,ამოდის
1011,untergehen[Sonne]::V,fuin,ჩადის
1012,untergehen[Sonne]::V,téigh faoi,ჩადის
1013,scheinen[Sonne]::V,taitin,ანათებს
1014,scheinen[Sonne]::V,soilsigh,ანათებს
1015,donnern::V,tá toirneach ann,ქუხს
1016,wehen::V,séid,ქრის
1017,wehen::V,séid,დაუბერავს
1018,strömen::V,sil,იღვრება
1019,fließen::V,rith,დის
1020,fließen::V,rith,მიედინება
1021,fließen::V,snigh,დის
1022,fließen::V,snigh,მიედინება
1023,sich drehen::V,cas,ტრიალებს
1024,sich drehen::V,imrothlaigh,ტრიალებს
1025,schwanken::V,luasc,ირხევა
1026,schwingen::V,luasc,ირხევა
1027,fallen::V,tit,დავარდება
1028,brennen::V,dóigh,იწვის
1029,rauchen::V,plúch toite,ბოლავს
1030,rauchen::V,plúch toite,აბოლებს
1031,regnen::V,báistigh,წვიმს
1032,regnen::V,tá ag cur báistí,წვიმს
1033,gefrieren::V,sioc,იყინება
1034,gefrieren::V,reoigh,იყინება
1035,tauen::V,leáigh,დნება
1036,tauen::V,coscair,დნება
1037,schmelzen::V,leáigh,დნება
1038,trocknen::V,triomaigh,გაშრება
1039,sieden::V,fiuch,დუღს
1040,sieden::V,beirigh,დუღს
1041,faulen::V,lobh,ლპება
1042,faulen::V,dreoigh,ლპება
1043,verfaulen::V,lobh,ლპება
1044,verfaulen::V,feoigh,ლპება
1045,reißen::V,bris,დაიხევა
1046,versinken::V,téigh síos,ეფლობა
1047,versinken::V,téigh síos,ჩაიძირება
1048,vergehen::V,téigh thart,გადის
1049,erscheinen::V,tar,გამოჩნდება
1050,verschwinden::V,imigh,გააქრება
1051,verschwinden::V,imigh,დაიკარგება
1052,sinken::V,tit,დაიწევს
1053,sinken::V,ísligh,დაიწევს
1054,abnehmen::V,maolaigh,შემცირდება
1055,abnehmen::V,laghdaigh,შემცირდება
1056,zunehmen::V,méadaigh,გასუქდება
1057,steigen::V,éirigh,მოიმატებს
1058,wachsen::V,fás,იზრდება
1059,wachsen::V,fás,მრავლდება
1060,glänzen::V,lonraigh,ბრწყინავს
1061,funkeln::V,drithligh,კაშკაშებს
1062,lärmen::V,tóg callán,ხმაურობს
1063,läuten::V,buail,დარეკავს
1064,klingeln::V,buail,დარეკავს
1065,klirren::V,cling,დააწკარუნებს
1066,brausen::V,búir,ბობოქრობს
1067,rauschen::V,tá ag siosarnach,შრიალებს
1068,klingen::V,tá glór ag,ხმას გამოსცემს
1069,bellen::V,amhastraigh,უყეფს
1070,heulen::V,glam,ღმუის
1071,blasen::V,séid,დაუბერავს
1072,pfeifen::V,lig fead,უსტვენს
1073,schreien::V,béic,ყვირის
1074,schreien::V,glaoigh,ყვირის
1075,stöhnen::V,lig cnead,კვნესის
1076,zittern::V,crith,აძაგძაგებს
1077,zittern::V,creathnaigh,აძაგძაგებს
1078,leben::V,mair,ცოცხლობს
1079,geboren werden::V,rugadh,იშვება
1080,geboren werden::V,rugadh,იბადება
1081,atmen::V,análaigh,სუნთქავს
1082,trinken::V,ól,სვამს
1083,trinken::V,ól,დალევს
1084,essen::V,ith,შეჭამს
1085,schlucken::V,slog,ყლაპავს
1086,müde werden::V,tuirsigh,დაიქანცება
1087,einschlafen::V,tit ina chodladh,დაიძინებს
1088,schlafen::V,codail,სძინავს
1089,aufwachen::V,múscail,გაიღვიძებს
1090,aufstehen::V,éirigh,ადგება
1091,sich erholen::V,lig scíth,დაისვენებს
1092,krank werden::V,éirigh tinn,ავად გახდება
1093,krank sein::V,tá tinn,ავადმყოფობს
1094,schmerzen::V,tá pian i,სტკივა
1095,husten::V,déan casacht,ახველებს
1096,genesen::V,téarnaigh,მორჩება
1097,sterben::V,éag,კვდება
1098,sterben::V,faigh bás,კვდება
1099,umkommen::V,caill,დაიღუპება
1100,sich bewegen::V,bog,იძვრის
1101,sich bewegen::V,bog,მოძრაობს
1102,sich bewegen::V,gluais,იძვრის
1103,sich bewegen::V,gluais,მოძრაობს
1104,sich rühren::V,corraigh,გაინძრევა
1105,sich erheben::V,seas suas,ადგება
1106,sich setzen::V,suigh,დაჯდება
1107,hinfallen::V,tit,დაეცემა
1108,laufen::V,siúil,დადის
1109,schreiten::V,siúil,აბიჯებს
1110,spazierengehen::V,téigh ag spaisteoireacht,დასეირნობს
1111,eilen::V,deifrigh,მიიჩქარის
1112,eilen::V,brostaigh,მიიჩქარის
1113,sich beeilen::V,deifrigh,აჩქარდება
1114,sich beeilen::V,déan deifir,აჩქარდება
1115,sausen::V,luathaigh,მიქრის
1116,rennen::V,rith,დარბის
1117,springen::V,léim,ხტის
1118,klettern::V,dreap,ძვრება
1119,schaukeln::V,téigh ar an maide corrach,ქანაობს
1120,kriechen::V,snámh,დაბობღავს
1121,schwimmen::V,snámh,ცურავს
1122,tauchen::V,tum,ჩაიძირება
1123,rudern::V,iomair,ნიჩაბს უსვამს
1124,rudern::V,rámhaigh,ნიჩაბს უსვამს
1125,fahren::V,tiomáin,დადის
1126,fahren::V,tiomáin,მგზავრობს
1127,fliegen::V,eitil,იფრენს
1128,fliegen::V,eitil,გაფრინდება
1129,gehen::V,téigh,მიდის
1130,weggehen::V,imigh,წამოდის
1131,abfahren::V,imigh,მიემგზავრება
1132,anhalten::V,stad,ჩერდება
1133,hineingehen::V,téigh isteach,შედის
1134,eintreten::V,téigh isteach,შედის
1135,kommen::V,tar,მოდის
1136,ankommen::V,tar,ჩადის
1137,zurückkommen::V,fill,დაბრუნდება
1138,bleiben::V,fan,დარჩება
1139,warten::V,fan,ელოდება
1140,erwarten::V,tá ag súil le,ელის
1141,erwarten::V,tá ag súil le,დაიცდის
1142,erwarten::V,tá ag dréim le,ელის
1143,erwarten::V,tá ag dréim le,დაიცდის
1144,suchen::V,lorg,ეძებს
1145,suchen::V,lorg,მოძებნის
1146,finden::V,faigh,მიაგნებს
1147,finden::V,faigh,გამოძებნის
1148,finden::V,aimsigh,მიაგნებს
1149,finden::V,aimsigh,გამოძებნის
1150,versuchen::V,triail,ცდის
1151,versuchen::V,triail,ცდილობს
1152,vorbereiten::V,réitigh,მოამზადებს
1153,lieben::V,gráigh,უყვარს
1154,mögen::V,taitin le,ეტრფის
1155,mögen::V,is maith le,ეტრფის
1156,lachen::V,gáir,იცინის
1157,rühren::V,téigh i bhfeidhm ar,გულს აუჩუყებს
1158,weinen::V,goil,ტირის
1159,weinen::V,caoin,ტირის
1160,schimpfen::V,tá ag clamhsán,შეიგინება
1161,sich ärgern::V,tá corraithe,გაბრაზობს
1162,sich fürchten::V,tá eagla ar,შიშობს
1163,fürchten::V,tá eagla ar,ფრთხილობს
1164,fliehen::V,teith,გაიქცევა
1165,flüchten::V,éalaigh,გაიქცევა
1166,sehen::V,feic,ხედავს
1167,anschauen::V,dearc,ნახავს
1168,anschauen::V,féach ar,ნახავს
1169,ansehen::V,breathnaigh,უყურებს
1170,hören::V,cluin,ისმენს
1171,zuhören::V,éist,მოისმენს
1172,probieren::V,bliais,გასინჯავს
1173,riechen::V,bolaigh,ყნოსავს
1174,fühlen::V,braith,გრძნობს
1175,fühlen::V,mothaigh,გრძნობს
1176,scheinen::V,tá an chuma ar,ეჩვენება
1177,zu sehen sein::V,tá le feiceáil,მოჩანს
1178,vernehmen::V,clois,გაიგებს
1179,frieren::V,tá fuar,იყინება
1180,tun::V,déan,აკეთებს
1181,können::V,féad,შეიძლება
1182,können::V,is féidir le,შეიძლება
1183,wollen::V,tá ag iarraidh,უნდა
1184,anfangen::V,tosaigh,დაიწყებს
1185,anfangen::V,cuir tús le,დაიწყებს
1186,beenden::V,críochnaigh,ამთავრებს
1187,beenden::V,cuir deireadh le,ამთავრებს
1188,aufhören::V,stad,შეწყვეტს
1189,gelingen::V,éirigh le,მოახერხებს
1190,geraten::V,tá deireadh ar,გამოდის
1191,öffnen::V,oscail,გახსნის
1192,schließen::V,dún,ხურავს
1193,schließen::V,dún,დაკეტავს
1194,schließen::V,iaigh,ხურავს
1195,schließen::V,iaigh,დაკეტავს
1196,stellen::V,cuir,დადგამს
1197,setzen::V,cuir,დასვამს
1198,setzen::V,socraigh,დასვამს
1199,legen::V,cuir,დადებს
1200,berühren::V,teagmhaigh le,შეახებს
1201,berühren::V,teagmhaigh le,მიაკარებს
1202,verbinden::V,ceangail,შეაერთებს
1203,bedecken::V,clúdaigh,გადააფარებს
1204,bedecken::V,cumhdaigh,გადააფარებს
1205,aufhängen::V,croch,დაკიდებს
1206,anzünden::V,las,დაანთებს
1207,anzünden::V,las,მოუკიდებს
1208,anzünden::V,adhain,დაანთებს
1209,anzünden::V,adhain,მოუკიდებს
1210,aufheben::V,tóg,აიღებს
1211,aufheben::V,tóg,აიყვანს
1212,aufheben::V,ardaigh,აიღებს
1213,aufheben::V,ardaigh,აიყვანს
1214,zurücklassen::V,fág,დატოვებს
1215,verlieren::V,caill,დაკარგავს
1216,fallen lassen::V,lig uait,გაუვარდება
1217,fallen lassen::V,caith uait,გაუვარდება
1218,machen::V,déan,გააკეთებს
1219,machen::V,déan,გამოიწვევს
1220,machen::V,réitigh,გააკეთებს
1221,machen::V,réitigh,გამოიწვევს
1222,herstellen::V,táirg,დაამზადებს
1223,bauen::V,tóg,ააშენებს
1224,reparieren::V,deisigh,შეაკეთებს
1225,reparieren::V,deisigh,გაარემონტებს
1226,verbessern::V,feabhsaigh,გამოაკეთებს
1227,verbessern::V,feabhsaigh,გააუმჯობესებს
1228,ändern::V,athraigh,შეცვლის
1229,graben::V,tochail,თხრის
1230,beugen::V,crom,ხრის
1231,biegen::V,lúb,გაღუნავს
1232,drehen::V,cas,ატრიალებს
1233,wenden::V,tiontaigh,მოაბრუნებს
1234,umdrehen::V,iompaigh,შეატრიალებს
1235,umdrehen::V,tiontaigh,შეატრიალებს
1236,heben::V,ardaigh,ასწევს
1237,hochheben::V,tóg,აიყვანს
1238,ergreifen::V,beir ar,სტაცებს
1239,halten::V,coimeád,უჭირავს
1240,halten::V,coinnigh,უჭირავს
1241,drücken::V,brúigh,დააწვება
1242,schieben::V,brúigh,მისწევს
1243,kratzen::V,scríob,მოფხანს
1244,lecken::V,ligh,ლოკავს
1245,lecken::V,leadhb,ლოკავს
1246,beißen::V,bain greim as,უკბენს
1247,abreißen::V,stróic,გლეჯს
1248,abreißen::V,stróic,მოწყვეტს
1249,abreißen::V,tarraing,გლეჯს
1250,abreißen::V,tarraing,მოწყვეტს
1251,abschneiden::V,scoith,გაჭრის
1252,binden::V,ceangail,შეკრავს
1253,binden::V,ceangail,გადააბამს
1254,stecken::V,sáigh,ჩაასობს
1255,brechen::V,bris,მოიტეხს
1256,klopfen::V,cnag,აკაკუნებს
1257,hauen::V,buail,ლეწავს
1258,kleben::V,gliúáil,წებავს
1259,kleben::V,gliúáil,დააწებებს
1260,reiben::V,cuimil,დაზელს
1261,streichen::V,leath,უსვამს
1262,schleifen::V,líomh,ლესავს
1263,schneiden::V,gearr,გაჭრის
1264,rütteln::V,croith,არხევს
1265,schütteln::V,croith,არყევს
1266,schütteln::V,croith,ანძრევს
1267,schwenken::V,luasc,აქნევს
1268,schütten::V,doirt,ღვრის
1269,schütten::V,doirt,დააქცევს
1270,füllen::V,líon,გაავსებს
1271,einwickeln::V,cuach,შეახვევს
1272,einwickeln::V,clúdaigh,შეახვევს
1273,tragen::V,iompair,მიიტანს
1274,schleppen::V,tarraing,მიათრევს
1275,ziehen::V,tarraing,წევს
1276,ziehen::V,tarraing,ათრევს
1277,aufbewahren::V,coinnigh,შეინახავს
1278,werfen::V,caith,ისვრის
1279,fangen::V,ceap,დაიჭერს
1280,packen::V,beir ar,სტაცებს
1281,verstecken::V,folaigh,მალავს
1282,verstecken::V,cuir i bhfolach,მალავს
1283,teilen::V,roinn,დაყოფს
1284,schicken::V,seol,გაგზავნის
1285,bringen::V,beir,მოიტანს
1286,bringen::V,tabhair,მოიტანს
1287,hinzufügen::V,cuir le,დაამატებს
1288,bekommen::V,faigh,ამოიღებს
1289,erhalten::V,faigh,იღებს
1290,nehmen::V,tóg,აიღებს
1291,nehmen::V,glac,აიღებს
1292,wählen::V,pioc,გადაარჩევს
1293,wählen::V,roghnaigh,გადაარჩევს
1294,auswählen::V,roghnaigh,ამოარჩევს
1295,bewahren::V,caomhnaigh,ინარჩუნებს
1296,behindern::V,cuir bac ar,აბრკოლებს
1297,behindern::V,cuir bac ar,გააძნელებს
1298,verderben::V,mill,გააფუჭებს
1299,beschädigen::V,loit,დააზიანებს
1300,beschädigen::V,déan damáiste do,დააზიანებს
1301,zerbrechen::V,bris,დაამტვრევს
1302,zerreißen::V,stiall,გახევს
1303,zerstören::V,mill,მოსპობს
1304,zerstören::V,mill,დაანგრევს
1305,zerstören::V,scrios,მოსპობს
1306,zerstören::V,scrios,დაანგრევს
1307,verbrennen::V,las,დაწვავს
1308,verbrennen::V,dóigh,დაწვავს
1309,geben::V,tabhair,აძლევს
1310,reichen::V,sín,მიაწოდებს
1311,reichen::V,cuir,მიაწოდებს
1312,schenken::V,bronn,აჩუქებს
1313,schenken::V,tabhair,აჩუქებს
1314,versprechen::V,geall,აღუთქვამს
1315,wünschen::V,guigh,უსურვებს
1316,loben::V,mol,აქებს
1317,loben::V,mol,ამკობს
1318,küssen::V,póg,აკოცებს
1319,wiegen::V,bog,არხევს
1320,wiegen::V,luasc,არხევს
1321,zudecken::V,clúdaigh,გადახურავს
1322,wecken::V,dúisigh,გააღვიძებს
1323,zeigen::V,taispeáin,დაანახვებს
1324,führen::V,treoraigh,მიჰყავს
1325,lehren::V,múin,ასწავლის
1326,lehren::V,teagasc,ასწავლის
1327,unterrichten::V,múin,ასწავლის
1328,unterrichten::V,teagasc,ასწავლის
1329,aufziehen::V,tóg,აღზრდის
1330,leiten::V,tá i gceannas ar,აწარმოებს
1331,leiten::V,tá i gceannas ar,ხელმძღვანელობს
1332,antreiben::V,gríosaigh,დააჩქარებს
1333,lassen::V,cuir ag,ა--ინებს
1334,einladen::V,cuir cuireadh ar,მოიპატიჟებს
1335,vereinigen::V,aontaigh,შეაერთებს
1336,besuchen::V,tabhair cuairt ar,სანახავად მიდის
1337,treffen::V,cas ar,შეხვდება
1338,treffen::V,buail le,შეხვდება
1339,sich versammeln::V,bailigh,შეიკრიბება
1340,sich versammeln::V,cruinnigh,შეიკრიბება
1341,spielen::V,imir,ეთამაშება
1342,spielen::V,tá ag spraoi,ეთამაშება
1343,singen::V,can,მღერის
1344,tanzen::V,rinc,ცეკვავს
1345,tanzen::V,damhsaigh,ცეკვავს
1346,sich trennen::V,scar,მოშორდება
1347,verlassen::V,fág,მიატოვებს
1348,retten::V,tarrtháil,იხსნის
1349,retten::V,tarrtháil,გადაარჩენს
1350,bewachen::V,cosain,დარაჯობს
1351,bewachen::V,cosain,უთვალთვალებს
1352,bewachen::V,gardáil,დარაჯობს
1353,bewachen::V,gardáil,უთვალთვალებს
1354,schützen::V,cosain,დაიფარავს
1355,verteidigen::V,cosain,დაიცავს
1356,sich schlagen::V,tá ag bruíon,იჩხუბებს
1357,schießen::V,caith,ისვრის
1358,schießen::V,scaoil,ისვრის
1359,siegen::V,bain,გაიმარჯვებს
1360,siegen::V,buaigh,გაიმარჯვებს
1361,ärgern::V,cuir isteach ar,აჯავრებს
1362,schlagen::V,buail,ცემს
1363,treten::V,ciceáil,პანღურს ამოჰკრავს
1364,stechen::V,sáigh,სჩხვლეტს
1365,stoßen::V,brúigh,დაეჯახება
1366,stoßen::V,soncáil,დაეჯახება
1367,stehlen::V,goid,ქურდობს
1368,stehlen::V,goid,მოიპარავს
1369,stören::V,cuir isteach ar,შეაწუხებს
1370,belästigen::V,cuir as do,მობეზრდება
1371,verbergen::V,ceil,დამალავს
1372,täuschen::V,cuir dallamullóg ar,შეცდებს
1373,betrügen::V,déan calaois ar,მოატყუებს
1374,töten::V,maraigh,მოკლავს
1375,wohnen::V,cuir faoi,ცხოვრობს
1376,wohnen::V,cuir faoi,ბინადრობს
1377,wohnen::V,tá ina chónaí,ცხოვრობს
1378,wohnen::V,tá ina chónaí,ბინადრობს
1379,arbeiten::V,oibrigh,მუშაობს
1380,sammeln::V,bailigh,შეკრებს
1381,sammeln::V,cruinnigh,შეკრებს
1382,pflücken::V,pioc,კრეფს
1383,jagen::V,seilg,ნადირობს
1384,fischen::V,iasc,თევზაობს
1385,fassen::V,beir ar,დააჭერს
1386,hüten::V,aoirigh,მწყემსავს
1387,treiben::V,seol,მიერეკება
1388,treiben::V,tiomáin,მიერეკება
1389,anbinden::V,ceangail,მიაბამს
1390,füttern::V,cothaigh,აჭმევს
1391,füttern::V,beathaigh,აჭმევს
1392,melken::V,bligh,წველის
1393,melken::V,crúigh,წველის
1394,hacken::V,gearr,კეპავს
1395,gießen::V,uiscigh,რწყავს
1396,reifen::V,aibigh,მწიფდება
