,Concept_ID,bn,sk
718,danach::ADV,পরে,podľa toho
719,vorher::ADV,আগে,napred
720,vorher::ADV,আগে,predtým
721,zuerst::ADV,আগে,najprv
722,einmal::ADV,একবার,raz
723,einmal::ADV,একবার,jedenkrát
724,manchmal::ADV,কখনও কখনও,občas
725,manchmal::ADV,কখনও কখনও,niekedy
726,oft::ADV,ঘনঘন,často
727,immer::ADV,সর্বদা,vždy
728,immer::ADV,সর্বদা,ustavične
729,niemals::ADV,কখলও নহে,nikdy
730,hier::ADV,এখানে,tu
731,hierhin::ADV,এখানে,sem
732,hierhin::ADV,এখানে,tade
733,von hier::ADV,ত্রই স্তান হইতে,odtiaľto
734,dort::ADV,ওখানে,tam
735,dorthin::ADV,ওখানে,ta
736,dorthin::ADV,ওখানে,tam
737,geradeaus::ADV,অগ্রগামী,rovno
738,geradeaus::ADV,অগ্রগামী,priamo
739,vorwärts::ADV,সন্মুখিকে,napred
740,rückwärts::ADV,খিরিয়া,nazad
741,zurück::ADV,পিঠ,späť
742,zurück::ADV,পিঠ,naspäť
743,unten::ADV,নীচে,dolu
744,unten::ADV,নীচে,naspodku
745,hinab::ADV,নিম্নগামী,dolu
746,oben::ADV,উপরে,hore
747,oben::ADV,উপরে,navrchu
748,hinauf::ADV,উচ্চতর অংশে,hore
749,hinauf::ADV,উচ্চতর অংশে,navrch
750,überall::ADV,সর্বত্র,všade
751,nicht::ADV,না,nie
752,ein wenig::ADV,অল্প,trocha
753,kaum::ADV,কষ্টসহকাবে,ledva
754,sehr::ADV,খুব,veľmi
755,so::ADV,তত,tak
756,so::ADV,তত,takto
757,noch::ADV,এখন পর্যস্ত,ešte
758,nur::ADV,শুধু,len
759,schon::ADV,ইতঃপুর্বে,už
760,wieder::ADV,আবার,zasa
761,vergebens::ADV,বিফলে,márne
762,vergebens::ADV,বিফলে,nadarmo
763,vor::PRP,সম্মুখে,pred
764,hinter::PRP,পশ্চাতে,za
765,unter::PRP,নীচে,pod
766,durch::PRP,দ্বারা,cez
767,neben::PRP,কাছে,pri
768,neben::PRP,কাছে,vedľa
769,zwischen::PRP,মধ্যে,medzi
770,wegen::PRP,জন্য,pre
771,wegen::PRP,জন্য,kvôli
772,dies::PRN,এটা,to
773,dies::PRN,এটা,táto
774,das::PRN,ওটা,to
775,alles::PRN,সব,všetko
776,ich::PRN,আমি,ja
777,du::PRN,তুমি,ty
778,er::PRN,উনি,on
779,wir::PRN,আমরা,my
780,ihr::PRN,তোমরা,vy
781,sie::PRN,তারা,oni
782,was::FPRN,কি,čo
783,wer::FPRN,কে,kto
784,wo::FADV,কোথায়,kde
785,wohin::FADV,কোথায়,kam
786,wie::FADV,কেমন,ako
787,warum::FADV,কেন,prečo
788,wieviel::FNUM,কত,koľko
789,eins::NUM,অক,jeden
790,zwei::NUM,দুই,dva
791,drei::NUM,তিন,tri
792,vier::NUM,চার,štyri
793,fünf::NUM,পাঁচ,päť
794,sechs::NUM,ছয়,šesť
795,sieben::NUM,সাত,sedem
796,acht::NUM,আট,osem
797,neun::NUM,নয়,deväť
798,zehn::NUM,দশ,desať
799,elf::NUM,এগারো,jedenásť
800,zwölf::NUM,দ্বাদশ,dvanásť
801,zwanzig::NUM,বিশ,dvadsať
802,dreißig::NUM,ত্রিশ,tridsať
803,vierzig::NUM,চল্লিশ,štyridsať
804,fünfzig::NUM,পঞ্চাশ,päťdesiat
805,sechzig::NUM,ষাট,šesťdesiat
806,siebzig::NUM,সত্তর,sedemdesiat
807,achtzig::NUM,আশি,osemdesiat
808,neunzig::NUM,নব্বুই,deväťdesiat
809,hundert::NUM,শত,sto
810,tausend::NUM,হাজার,tisíc
811,und::CNJ,আর,i
812,und::CNJ,এবং,i
813,oder::CNJ,বা,alebo
814,stehen::V,দাঁড়ানো,stáť
815,sitzen::V,বসা,sedieť
816,liegen::V,শোয়া,ležať
817,hängen::V,ঝোলা,visieť
818,werden::V,হইয়া উঠা,stať sa
819,passieren::V,ঘটা,stať sa
820,beginnen::V,আরম্ভ হওয়া,začať sa
821,enden::V,শেষ হওয়া,končiť sa
822,wechseln::V,রূপাস্তর করা,meniť sa
823,aufgehen[Sonne]::V,উদিত হওয়া,vychádzať
824,untergehen[Sonne]::V,অস্ত যাওয়া,zapadnúť
825,scheinen[Sonne]::V,আলো দেওয়া,svietiť
826,donnern::V,বজ্রধ্বনি করা,hrmieť
827,wehen::V,প্রবাহিত হওয়া,viať
828,strömen::V,প্রবাহিত হওয়া,prúdiť
829,fließen::V,ছুটা,tiecť
830,sich drehen::V,পাক খাওয়া,točiť sa
831,sich drehen::V,পাক খাওয়া,krútiť sa
832,schwanken::V,দোলা,kolísať
833,schwanken::V,দোলা,klátiť sa
834,schwingen::V,দোলা,kývať sa
835,schwingen::V,দোলা,chvieť sa
836,fallen::V,পড়া,padať
837,brennen::V,সেঁকা,páliť
838,brennen::V,সেঁকা,horieť
839,rauchen::V,ধোঁয়া ছড়ান,dymiť sa
840,regnen::V,বর্ষণ_করা,pršať
841,gefrieren::V,হিমায়িত হওয়া,zamrznút
842,tauen::V,গলা,taviť sa
843,schmelzen::V,গলা,taviť sa
844,trocknen::V,শুষ্ক করা,schnúť
845,sieden::V,ফোঁড়া,vrieť
846,faulen::V,ক্ষয় হওয়া,hniť
847,verfaulen::V,ক্ষয় হওয়া ,zhniť
848,reißen::V,ছিঁড়া,pretrhnúť sa
849,versinken::V,ডুবা,zapadnúť
850,versinken::V,ডুবা,potopiť sa
851,vergehen::V,যাওয়া,plynúť
852,erscheinen::V,আসা,objaviť sa
853,verschwinden::V,অদৃশ্য হওয়া,zmiznúť
854,sinken::V,হ্রাস হওয়া,klesať
855,abnehmen::V,হ্রাস হওয়া,ubúdať
856,zunehmen::V,বৃদ্ধি পাওয়া,pribúdať
857,steigen::V,ওঠা,stúpať
858,wachsen::V,বড় হওয়া,rásť
859,glänzen::V,জ্বলা,jagať sa
860,glänzen::V,জ্বলা,lesknúť sa
861,funkeln::V,জ্বল্জ্বল করা,iskriť sa
862,läuten::V,রুসুঝুসু করা,cengať
863,klingeln::V,বাজা,zvoniť
864,klirren::V,টুংটাং-শব্দ করা,rinčať
865,brausen::V,গর্জন করা,hučať
866,rauschen::V,মর্মরধ্বনি করা,šumieť
867,klingen::V,শব্দ করা,znieť
868,klingen::V,শব্দ করা,zvoniť
869,bellen::V,ঘেউ ঘেউ করা,štekať
870,bellen::V,ঘেউ ঘেউ করা,brechať
871,heulen::V,গর্জন করা,vyť
872,blasen::V,ফুঁ দেওয়া,duť
873,blasen::V,ফুঁ দেওয়া,fúkať
874,pfeifen::V,শিস্ দেওয়া,pískať
875,pfeifen::V,শিস্ দেওয়া,hvízdať
876,schreien::V,চিৎকার করা,kričať
877,stöhnen::V,গোঁ-গো করা,stenať
878,zittern::V,কাঁপা,triasť sa
879,leben::V,বাঁচা,žiť
880,geboren werden::V,জন্মানো,narodiť sa
881,atmen::V,শ্বাস ফেলা,dýchať
882,trinken::V,পান করা,piť
883,essen::V,ভক্ষণ করা,jesť
884,schlucken::V,গেলা,zhltnuť
885,müde werden::V,পরিশ্রান্ত হওয়া,unaviť sa
886,einschlafen::V,নিদ্রামগ্ন হওয়া,usnúť
887,einschlafen::V,নিদ্রামগ্ন হওয়া,zaspať
888,schlafen::V,নিদ্রা যাওয়া,spať
889,aufwachen::V,জাগা,zobudiť sa
890,aufstehen::V,জাগা,vstať
891,sich erholen::V,আরাম করা,zotavovať sa
892,sich erholen::V,আরাম করা,oddýchovať si
893,krank werden::V,অসুস্থ হত্তয়া,ochorieť
894,krank sein::V,রূগ্ণ হত্তয়া,chorieť
895,krank sein::V,রূগ্ণ হত্তয়া,byť chorý
896,schmerzen::V,কন্কন করা,bolieť
897,husten::V,কাশা,kašľať
898,genesen::V,আরোগ্য হওয়া,uzdraviť sa
899,sterben::V,মারা যাওয়া,umrieť
900,sterben::V,মারা যাওয়া,zomrieť
901,umkommen::V,মারা যাওয়া,zahynúť
902,sich bewegen::V,চলা,pohybovať sa
903,sich rühren::V,নড়া,hnúť sa
904,sich erheben::V,উদিত হওয়া,zdvihnúť sa
905,sich setzen::V,বসা,sadnúť si
906,hinfallen::V,পড়া,spadnúť
907,laufen::V,হাঁটা,bežať
908,schreiten::V,হাঁটা,kráčať
909,spazierengehen::V,পায়চারি করা,prechádzať sa
910,eilen::V,ত্বরাম্বিত করা,súriť
911,sich beeilen::V,ত্বরাম্বিত করা,ponáhľať sa
912,sausen::V,ধেয়ে যাওয়া,hučať
913,rennen::V,চলা,bežať
914,springen::V,লাফানো,skákať
915,klettern::V,আরোহণ করা,liezť
916,schaukeln::V,দোলা,húpať
917,schaukeln::V,দোলা,hojdať
918,kriechen::V,হামাগুড়ি দেওয়া,liezť
919,kriechen::V,হামাগুড়ি দেওয়া,plaziť sa
920,schwimmen::V,সাঁতার কাটা,plávať
921,tauchen::V,ডোবা,ponoriť sa
922,rudern::V,দাঁড় টানা,veslovať
923,fahren::V,চালান,ísť
924,fahren::V,চালান,jazdiť
925,fliegen::V,ওড়া,letieť
926,gehen::V,যাওয়া,ísť
927,weggehen::V,প্রস্থান করা,odísť
928,weggehen::V,প্রস্থান করা,odchádzať
929,abfahren::V,প্রস্থান করা,odcestovať
930,anhalten::V,থামা,zadržať sa
931,anhalten::V,থামা,zastaviť sa
932,hineingehen::V,ঢোকা,vchádzať
933,eintreten::V,ঢোকা,vojsť
934,eintreten::V,ঢোকা,vstúpiť
935,kommen::V,আসা,prísť
936,ankommen::V,আসা,prísť
937,ankommen::V,আসা,doraziť
938,zurückkommen::V,ফিরা,vrátiť sa
939,bleiben::V,থাকা,ostať
940,bleiben::V,থাকা,zostať
941,warten::V,অপেক্ষা করা,čakať
942,erwarten::V,অপেক্ষা করা,očakávať
943,suchen::V,খোঁজ করা,hľadať
944,finden::V,পাওয়া,nájsť
945,versuchen::V,পরখ করা,skúsiť
946,versuchen::V,পরখ করা,pokúsiť sa
947,vorbereiten::V,প্রস্তুত করা,pripraviť
948,lieben::V,ভালবাসা,ľúbiť
949,lieben::V,ভালবাসা,milovať
950,mögen::V,পছন্দ করা,mať rád
951,lachen::V,হাসা,smiať sa
952,rühren::V,হৃদয়ম্পর্শ করা,dojať
953,weinen::V,কাঁদা,plakať
954,schimpfen::V,নালিশ করা,nadávať
955,sich ärgern::V,রাগ হত্তয়া,hnevať sa
956,sich ärgern::V,রাগ হত্তয়া,zlostiť sa
957,sich fürchten::V,ভয় করা,báť sa
958,fürchten::V,ডরা,báť sa
959,fliehen::V,পালানো,utekať
960,flüchten::V,পালানো,utiecť
961,sehen::V,দেখা,vidieť
962,anschauen::V,দেখা,pozrieť sa na
963,ansehen::V,দেখা,pozrieť
964,hören::V,শোনা,počúvať
965,zuhören::V,শোনা,počúvať
966,probieren::V,পরখ করা,ochutnať
967,riechen::V,শুঁকা,ňuchať
968,fühlen::V,অনুভব করা,cítiť
969,fühlen::V,অনুভব করা,pociťovať
970,scheinen::V,মনে হত্তয়া,zdať sa
971,zu sehen sein::V,দেখা দেত্তয়া,byť vidieť
972,vernehmen::V,শোনা,počuť
973,frieren::V,শীত লাগা,mrznúť
974,frieren::V,শীত লাগা,oziabať
975,tun::V,করা,robiť
976,können::V,পারা,môcť
977,wollen::V,ইচ্ছা করা,chcieť
978,anfangen::V,আরম্ভ করা,začať
979,beenden::V,শেষ করা,skončiť
980,aufhören::V,থামা,prestať
981,gelingen::V,সিদ্ধিলাভ করা,podariť sa
982,geraten::V,পরিণত হত্তয়া,dariť sa
983,öffnen::V,খোলা,otvoriť
984,schließen::V,বন্ধ করা,zavrieť
985,stellen::V,স্থাপন করা,postaviť
986,setzen::V,স্থাপন করা,posadiť
987,legen::V,স্থাপন করা,klásť
988,legen::V,স্থাপন করা,položiť
989,berühren::V,স্পর্শ করা,dotykať sa
990,verbinden::V,সংযুক্ত করা,spojiť
991,bedecken::V,ঢাকা,pokryť
992,aufhängen::V,ঝুলানো,zavesiť
993,anzünden::V,জ্বালান,zapáliť
994,aufheben::V,কুড়াইয়া তোলা,zdvihnúť
995,zurücklassen::V,পরিত্যাগ করা,zanechať
996,verlieren::V,হারান,stratiť
997,fallen lassen::V,ফেলা,pustiť
998,machen::V,গঠন করা,robiť
999,herstellen::V,সৃষ্টি করা,vyrobiť
1000,bauen::V,নির্মাণ করা,stavať
1001,bauen::V,নির্মাণ করা,budovať
1002,reparieren::V,মেরামত করা,opraviť
1003,verbessern::V,উন্নতিলাভ করা,zlepšiť
1004,ändern::V,পরিবর্তিত করা,zmeniť
1005,ändern::V,পরিবর্তিত করা,preinačiť
1006,graben::V,খনন করা,ryť
1007,graben::V,খনন করা,kopať
1008,beugen::V,নোয়া,ohnúť
1009,biegen::V,নোয়া,ohnúť
1010,drehen::V,ঘোরান,točiť
1011,drehen::V,ঘোরান,krútiť
1012,wenden::V,উলটাইয়া দেত্তয়া,obrátiť
1013,wenden::V,উলটাইয়া দেত্তয়া,prevrátiť
1014,umdrehen::V,উলটানো,otočiť
1015,umdrehen::V,উলটানো,obrátiť
1016,heben::V,উত্তোলন করা,dvíhať
1017,heben::V,উত্তোলন করা,povzniesť
1018,hochheben::V,উঁচু করা,zdvihnúť
1019,ergreifen::V,দখল করা,uchopiť sa
1020,halten::V,ধরা,držať
1021,drücken::V,টেপা,tisnúť
1022,schieben::V,ঠেলা,posunovať
1023,kratzen::V,চাঁচা,škrabať
1024,lecken::V,চাটা,lízať
1025,beißen::V,দংশন করা,kúsať
1026,abreißen::V,বিচ্ছিন্ন করা,odtrhnúť
1027,abschneiden::V,বিচ্ছিন্ন করা,odrezať
1028,abschneiden::V,বিচ্ছিন্ন করা,odkrojiť
1029,binden::V,বন্ধন করা,zaviazať
1030,binden::V,বন্ধন করা,priviazať
1031,stecken::V,বিদ্ধ করা,strčiť
1032,brechen::V,ভাঙা,zlomiť
1033,klopfen::V,আঘাত করা,tĺcť
1034,klopfen::V,আঘাত করা,klopať
1035,hauen::V,আঘাত করা,nabiť
1036,kleben::V,সাঁটা,lepiť
1037,kleben::V,সাঁটা,nalepiť
1038,reiben::V,ঘষা,trieť
1039,streichen::V,ছড়াইয়া,namazať
1040,schleifen::V,ধার দেওয়া,ostríť
1041,schneiden::V,কাটা,rezať
1042,schneiden::V,কাটা,strihať
1043,rütteln::V,নাড়ান,triasť
1044,rütteln::V,নাড়ান,lomcovať
1045,schütteln::V,নড়া,triasť
1046,schütteln::V,নড়া,potriasť
1047,schwenken::V,দোলা,mávať
1048,schütten::V,বর্ষণ করা,sypať
1049,füllen::V,পরিপূর্ণ করা,plniť
1050,einwickeln::V,মুড়া,zabaliť
1051,tragen::V,বহন করা,niesť
1052,schleppen::V,টানা,vliecť
1053,ziehen::V,টানা,ťahať
1054,aufbewahren::V,রাখা,uložiť
1055,aufbewahren::V,রাখা,uschovať
1056,werfen::V,ছুড়া,hodiť
1057,werfen::V,ছুড়া,vrhnúť
1058,fangen::V,লোফা,chytať
1059,packen::V,ধরা,baliť
1060,packen::V,ধরা,chytiť
1061,verstecken::V,গোপন করা,skryť
1062,verstecken::V,গোপন করা,schovať
1063,teilen::V,বিভক্ত করা,podeliť
1064,teilen::V,বিভক্ত করা,rozdeliť
1065,schicken::V,প্রেরণ করা,posielať
1066,bringen::V,আনা,priniesť
1067,hinzufügen::V,একত্র করা,pripojiť
1068,bekommen::V,পাওয়া,dostať
1069,erhalten::V,পাওয়া,prijať
1070,nehmen::V,নেওয়া,vziať
1071,wählen::V,বাছা,voliť
1072,auswählen::V,বাছা,vybrať
1073,auswählen::V,বাছা,vyvoliť
1074,bewahren::V,বাঁচাইয়া রাখা,zachovať
1075,behindern::V,বাধা দেওয়া,zavadzať
1076,behindern::V,বাধা দেওয়া,byť v ceste
1077,verderben::V,নষ্ট করা,skaziť
1078,beschädigen::V,ক্ষতি করা,ublížiť
1079,beschädigen::V,ক্ষতি করা,poškodiť
1080,zerbrechen::V,ভাঙ্গিয়া যাওয়া,rozbiť
1081,zerbrechen::V,ভাঙ্গিয়া যাওয়া,prelomiť
1082,zerreißen::V,ছিঁড়া,pretrhnúť
1083,zerstören::V,বিনাশ করা,zničiť
1084,verbrennen::V,দহন করা,spáliť
1085,geben::V,দেওয়া,dať
1086,reichen::V,দেওয়া,podať
1087,schenken::V,উপহার দেত্তয়া,darovať
1088,versprechen::V,প্রতিশ্রুতি দেওয়া,sľúbiť
1089,wünschen::V,আকাঙ্ক্ষা করা,želať
1090,loben::V,প্রশংসা করা,chváliť
1091,küssen::V,চুম্বন করা,bozkať
1092,wiegen::V,দুলানো,kolísať
1093,zudecken::V,ঢাকা,prikryť
1094,wecken::V,জাগানো,zobudiť
1095,zeigen::V,দেখানো,ukázať
1096,führen::V,পথ দেখানো,viesť
1097,lehren::V,শেখানো,učiť
1098,unterrichten::V,শিক্ষা দেওয়া,vyučovať
1099,aufziehen::V,পালন করা,vychovať
1100,leiten::V,পরিচালনা করা,viesť
1101,antreiben::V,চালনা করা,popudiť
1102,lassen::V,অনুমতি দেওয়া,dať
1103,einladen::V,নিমন্ত্রণ করা,pozvať
1104,einladen::V,নিমন্ত্রণ করা,povolať
1105,vereinigen::V,এক করা,spojiť
1106,vereinigen::V,এক করা,zjednotiť
1107,besuchen::V,দেখিতে যাওয়া,navštíviť
1108,treffen::V,সন্মুখীন হওয়া,stretnúť
1109,sich versammeln::V,জড়ো হওয়া,zhromaždiť sa
1110,spielen::V,খেলা,hrať
1111,singen::V,গাওয়া,spievať
1112,tanzen::V,নাচা,tancovať
1113,sich trennen::V,পৃথক করা,rozísť sa
1114,verlassen::V,পরিত্যাগ করা,opustiť
1115,retten::V,উদ্ধার করা,zachrániť
1116,bewachen::V,পাহারা দেওয়া,strážiť
1117,schützen::V,রক্ষা করা,chrániť
1118,verteidigen::V,রক্ষা করা,brániť
1119,sich schlagen::V,লড়াই করা,biť sa
1120,schießen::V,তীরবেগে ছোটা,streliť
1121,schießen::V,তীরবেগে ছোটা,strieľať
1122,siegen::V,জেতা,zvíťaziť
1123,ärgern::V,বিরক্ত করা,hnevať
1124,ärgern::V,বিরক্ত করা,zlostiť
1125,schlagen::V,আঘাত করা,biť
1126,schlagen::V,আঘাত করা,udrieť
1127,treten::V,লাথি মারা,kopnúť
1128,stechen::V,দংশন করা,bodnúť
1129,stechen::V,দংশন করা,pichnúť
1130,stoßen::V,ঠেলা,udrieť
1131,stehlen::V,অপহরণ করা,kradnúť
1132,stören::V,ঘাঁটান,vyrušiť
1133,belästigen::V,বিরক্ত করা,obťažovať
1134,verbergen::V,গোপন করা,skryť
1135,täuschen::V,প্রবঞ্চনা করা,sklamať
1136,betrügen::V,প্রতারণা করা,klamať
1137,betrügen::V,প্রতারণা করা,podvádzať
1138,töten::V,হত্যা করা,zabiť
1139,töten::V,হত্যা করা,usmrtiť
1140,wohnen::V,বাস করা,bývať
1141,arbeiten::V,কাজ করা,pracovať
1142,sammeln::V,সংগ্রহ করা,zbierať
1143,pflücken::V,চয়ন করা,trhať
1144,pflücken::V,চয়ন করা,oberať
1145,jagen::V,শিকার করা,poľovať
1146,fischen::V,মাছ ধরা,loviť ryby
1147,fischen::V,মাছ ধরা,chytať ryby
1148,fassen::V,ধরা,uloviť
1149,hüten::V,যুথভুক্ত করা,pásť
1150,treiben::V,চালনা করা,hnať
1151,anbinden::V,বন্ধন করা,priviazať
1152,füttern::V,ভোজন করানো,kŕmiť
1153,melken::V,দুগ্ধ দোহন করা,dojiť
1154,hacken::V,কাটা,seknúť
1155,gießen::V,বর্ষণ করা,polievať
1156,reifen::V,পাকা,dozrieť
1157,zubereiten::V,রন্ধন করা,pripraviť
1158,kochen::V,রন্ধন করা,variť
1159,backen::V,সেকা,piecť
1160,backen::V,সেকা,smažiť
1161,braten::V,ভাজা,piecť
1162,braten::V,ভাজা,pražiť
1163,umrühren::V,নড়ানো,pomiešať
1164,stricken::V,বোনা,pliesť
1165,nähen::V,সেলাই করা,šiť
1166,färben::V,রঞ্জিত করা,zafarbiť
1167,reinigen::V,পরিষ্কার করা,čistiť
1168,waschen::V,পরিষ্কার করা,myť
1169,abwischen::V,মুছা,utrieť
1170,spülen::V,পরিষ্কার করা,vyplachovať
1171,fegen::V,ঝাঁট দেওয়া,zametať
1172,kehren::V,ঝাঁট দেওয়া,zametať
1173,baden::V,অবগাহন করা,kúpať sa
1174,sich waschen::V,ধোয়া,umývať sa
1175,ausziehen::V,খুলা,zobliecť
1176,anziehen::V,গায়ে দেত্তয়া,obliecť
1177,sich anziehen::V,পোশাক পরা,obliecť sa
1178,kämmen::V,আঁচড়ানো,česať
1179,schmücken::V,সাজান করা,ozdobiť
1180,sagen::V,উচ্চারণ করা,povedať
1181,sprechen::V,বলা,hovoriť
1182,reden::V,আলাপ করা,rozprávať
1183,sich unterhalten::V,আড্ডা দেওয়া,rozprávať sa
1184,fragen::V,জিজ্ঞাসা করা,spýtať sa
1185,bitten::V,প্রার্থনা করা,prosiť
1186,erzählen::V,বর্ণনা করা,rozprávať
1187,mitteilen::V,বলা,oznámiť
1188,nennen::V,নাম দেওয়া,nazvať
1189,nennen::V,নাম দেওয়া,menovať
1190,rufen::V,আমন্ত্রণ করা,volať
1191,rufen::V,আমন্ত্রণ করা,zavolať
1192,prahlen::V,বড়াই করা,vystatovať sa
1193,übersetzen::V,ভাষাস্তরিত করা,preložiť
1194,denken::V,ভাবা,myslieť
1195,glauben::V,বিশ্বাস করা,veriť
1196,bemerken::V,লক্ষ্য করা,podotknuť
1197,bemerken::V,লক্ষ্য করা,spozorovať
1198,erkennen::V,চিনিতে পারা,poznať
1199,begreifen::V,উপলব্ধি করা,pochopiť
1200,begreifen::V,উপলব্ধি করা,porozumieť
1201,verstehen::V,উপলব্ধি করা,rozumieť
1202,lernen::V,শেখা,učiť sa
1203,wissen::V,জানা,vedieť
1204,sich erinnern an::V,মনে করা,pamätať si na
1205,vergessen::V,বিস্মৃত হওয়া,zabudnuť
1206,messen::V,মাপা,merať
1207,zählen::V,গণনা করা,počítať
1208,rechnen::V,হিসাব করা,rátať
1209,rechnen::V,হিসাব করা,počítať
1210,lesen::V,পাঠ করা,čítať
1211,malen::V,আঁকা,maľovať
1212,zeichnen::V,ছকা,kresliť
1213,schreiben::V,লেখা,písať
1214,besitzen::V,অধিকার করা,mať
1215,besitzen::V,অধিকার করা,vlastniť
1216,kaufen::V,ক্রয় করা,kúpiť
1217,verkaufen::V,বেচা,predať
1218,bezahlen::V,প্রদান করা,zaplatiť
1219,zahlen::V,প্রদান করা,platiť
1220,beherrschen::V,শাসন করা,ovládať
1221,ertragen::V,বহন করা,znášať
1222,ertragen::V,বহন করা,vydržať
1223,lärmen::V,,lomoziť
