,Concept_ID,cy,lv
247,Abhang::N,llethr,nogāze
248,Quelle::N,tarddiad,ӧшмӧс
249,Quelle::N,tarddiad,avots
250,Quelle::N,ffynhonnell,ӧшмӧс
251,Quelle::N,ffynhonnell,avots
252,Bach::N,nant,шор
253,Bach::N,nant,urga
254,Bach::N,nant,strauts
255,Bach::N,afonig,шор
256,Bach::N,afonig,urga
257,Bach::N,afonig,strauts
258,Bach::N,cornant,шор
259,Bach::N,cornant,urga
260,Bach::N,cornant,strauts
261,Fluss::N,afon,ю
262,Fluss::N,afon,upe
263,Ufer::N,glan,вадор
264,Ufer::N,glan,krasts
265,Küste::N,traeth,вадор
266,Küste::N,traeth,piekraste
267,Küste::N,arfordir,вадор
268,Küste::N,arfordir,piekraste
269,Festland::N,tir,му
270,Festland::N,tir,sauszeme
271,Meer::N,môr,саридз
272,Meer::N,môr,jūra
273,Bucht::N,bae,куръя
274,Bucht::N,bae,līcis
275,Insel::N,ynys,ді
276,Insel::N,ynys,sala
277,Blume::N,blodyn,дзоридз
278,Blume::N,blodyn,puķe
279,Blume::N,blodyn,zieds
280,Gras::N,glaswellt,турун
281,Gras::N,glaswellt,zāle
282,Wurzel::N,gwreiddyn,вуж
283,Wurzel::N,gwreiddyn,sakne
284,Baum::N,coeden,пу
285,Baum::N,coeden,koks
286,Stamm::N,colfen,пучер
287,Stamm::N,colfen,stumbrs
288,Stamm::N,boncyff,пучер
289,Stamm::N,boncyff,stumbrs
290,Rinde::N,rhisgl,кырсь
291,Rinde::N,rhisgl,miza
292,Ast::N,cangen,ув
293,Ast::N,cangen,zars
294,Zweig::N,cainc,вож
295,Zweig::N,cainc,nozare
296,Zweig::N,cangen,вож
297,Zweig::N,cangen,nozare
298,Blatt::N,deilen,кор
299,Blatt::N,deilen,lapa
300,Birke::N,bedwen,кыдз
301,Birke::N,bedwen,bērzs
302,Kiefer[Baum]::N,pinwydden,пожӧм
303,Kiefer[Baum]::N,pinwydden,priede
304,Weide[Baum]::N,helygen,бадь
305,Weide[Baum]::N,helygen,kārkls
306,Tanne::N,ffynidwydden,коз
307,Tanne::N,ffynidwydden,egle
308,Horn::N,corn,сюр
309,Horn::N,corn,rags
310,Feder::N,plufyn,гӧн
311,Feder::N,plufyn,тывборд
312,Feder::N,plufyn,spalva
313,Fell::N,ffwr,ку
314,Fell::N,ffwr,āda
315,Flügel::N,adain,борд
316,Flügel::N,adain,spārns
317,Klaue::N,crafanc,гыж
318,Klaue::N,crafanc,nags
319,Kralle::N,ewin,гыж
320,Kralle::N,ewin,nags
321,Schwanz::N,cwt,бӧж
322,Schwanz::N,cwt,ļipa
323,Schwanz::N,cynffon,бӧж
324,Schwanz::N,cynffon,ļipa
325,Ei::N,wy,кольк
326,Ei::N,wy,ola
327,Nest::N,nyth,поз
328,Nest::N,nyth,ligzda
329,Bau::N,ffau,горс
330,Bau::N,ffau,пырмӧс
331,Bau::N,ffau,гу
332,Bau::N,ffau,ala
333,Tier::N,anifail,пемӧс
334,Tier::N,anifail,dzīvnieks
335,Herde::N,praidd,стада
336,Herde::N,praidd,кельӧб
337,Herde::N,praidd,ganāmpulks
338,Herde::N,diadell,стада
339,Herde::N,diadell,кельӧб
340,Herde::N,diadell,ganāmpulks
341,Kuh::N,buwch,мӧс
342,Kuh::N,buwch,govs
343,Bulle::N,tarw,ӧш
344,Bulle::N,tarw,bullis
345,Pferd::N,ceffyl,вӧв
346,Pferd::N,ceffyl,zirgs
347,Schaf::N,dafad,ыж
348,Schaf::N,dafad,aita
349,Schwein::N,mochyn,порсь
350,Schwein::N,mochyn,cūka
351,Hund::N,ci,пон
352,Hund::N,ci,suns
353,Katze::N,cath,кань
354,Katze::N,cath,kaķis
355,Bär::N,arth,ош
356,Bär::N,arth,lācis
357,Eichhörnchen::N,gwiwer,ур
358,Eichhörnchen::N,gwiwer,vāvere
359,Elch::N,elc,йӧра
360,Elch::N,elc,alnis
361,Fuchs::N,cadno,руч
362,Fuchs::N,cadno,lapsa
363,Hase::N,ysgyfarnog,кӧч
364,Hase::N,ysgyfarnog,zaķis
365,Maus::N,llygoden,шыр
366,Maus::N,llygoden,pele
367,Wolf::N,blaidd,кӧин
368,Wolf::N,blaidd,vilks
369,Vogel::N,aderyn,кай
370,Vogel::N,aderyn,лэбач
371,Vogel::N,aderyn,putns
372,Schwarm::N,haid,чукӧр
373,Schwarm::N,haid,spiets
374,Huhn::N,cyw,курӧг
375,Huhn::N,cyw,vista
376,Hahn::N,ceiliog,петук
377,Hahn::N,ceiliog,gailis
378,Gans::N,gŵydd,дзодзӧг
379,Gans::N,gŵydd,zoss
380,Adler::N,eryr,кутш
381,Adler::N,eryr,ērglis
382,Ente::N,hwyad,утка
383,Ente::N,hwyad,pīle
384,Eule::N,tylluan,сюзь
385,Eule::N,tylluan,pūce
386,Kranich::N,garan,тури
387,Kranich::N,garan,dzērve
388,Kranich::N,crychydd,тури
389,Kranich::N,crychydd,dzērve
390,Krähe::N,brân,рака
391,Krähe::N,brân,vārna
392,Kuckuck::N,cog,кӧк
393,Kuckuck::N,cog,dzeguze
394,Kuckuck::N,cwcw,кӧк
395,Kuckuck::N,cwcw,dzeguze
396,Schwan::N,alarch,юсь
397,Schwan::N,alarch,gulbis
398,Fisch::N,pysgod,чери
399,Fisch::N,pysgod,zivs
400,Barsch::N,draenog,ёкыш
401,Barsch::N,draenog,asaris
402,Hecht::N,penhwyad,сир
403,Hecht::N,penhwyad,līdaka
404,Schlange[Tier]::N,neidr,кый
405,Schlange[Tier]::N,neidr,čūska
406,Wurm::N,abwydyn,номыр
407,Wurm::N,abwydyn,tārps
408,Wurm::N,pryf genwair,номыр
409,Wurm::N,pryf genwair,tārps
410,Spinne::N,cor,черань
411,Spinne::N,cor,zirneklis
412,Spinne::N,pryf copyn,черань
413,Spinne::N,pryf copyn,zirneklis
414,Ameise::N,morgrugyn,кодзувкот
415,Ameise::N,morgrugyn,skudra
416,Laus::N,lleuen,той
417,Laus::N,lleuen,uts
418,Mücke::N,gwybedyn,ном
419,Mücke::N,gwybedyn,ods
420,Fliege::N,cleren,гут
421,Fliege::N,cleren,muša
422,Schmetterling::N,glöyn byw,бобув
423,Schmetterling::N,glöyn byw,tauriņš
424,Schmetterling::N,iâr fach yr haf,бобув
425,Schmetterling::N,iâr fach yr haf,tauriņš
426,Beere::N,aeronen,тусь
427,Beere::N,aeronen,вотӧс
428,Beere::N,aeronen,oga
429,Apfel::N,afal,яблӧг
430,Apfel::N,afal,ābols
431,Pilz::N,madarch,тшак
432,Pilz::N,madarch,sēne
433,Zwiebel::N,nionyn,луккок
434,Zwiebel::N,nionyn,йӧнгыль
435,Zwiebel::N,nionyn,sīpols
436,Zwiebel::N,winwnsyn,луккок
437,Zwiebel::N,winwnsyn,йӧнгыль
438,Zwiebel::N,winwnsyn,sīpols
439,Saat::N,had,тусь
440,Saat::N,had,кӧйдыс
441,Saat::N,had,sēkla
442,Korn::N,grawn,тусь
443,Korn::N,grawn,grauds
444,Heu::N,gwair,турун
445,Heu::N,gwair,siens
446,Schale::N,croen,кор
447,Schale::N,croen,čaula
448,Schale::N,croen,čaumala
449,Schale::N,plisgyn,кор
450,Schale::N,plisgyn,čaula
451,Schale::N,plisgyn,čaumala
452,Grube::N,pwll,гу
453,Grube::N,pwll,bedre
454,Grube::N,pydew,гу
455,Grube::N,pydew,bedre
456,Falle::N,magl,лэч
457,Falle::N,magl,slazds
458,Falle::N,magl,lamatas
459,Schlinge::N,cwlwm rhedeg,лэч
460,Schlinge::N,cwlwm rhedeg,cilpa
461,Spur::N,ôl,туй
462,Spur::N,ôl,pēda
463,Asche::N,lludw,пӧм
464,Asche::N,lludw,pelni
465,Dreck::N,baw,няйт
466,Dreck::N,baw,dubļi
467,Dreck::N,budreddi,няйт
468,Dreck::N,budreddi,dubļi
469,Eisen::N,haearn,кӧрт
470,Eisen::N,haearn,dzelzs
471,Gold::N,aur,зарни
472,Gold::N,aur,zelts
473,Silber::N,arian,эзысь
474,Silber::N,arian,sudrabs
475,Kohle::N,glo,шом
476,Kohle::N,glo,ogle
477,Glas::N,gwydr,стеклӧ
478,Glas::N,gwydr,stikls
479,Lehm::N,clai,сёй
480,Lehm::N,clai,māls
481,Sand::N,tywod,лыа
482,Sand::N,tywod,smiltis
483,Mensch::N,dyn,морт
484,Mensch::N,dyn,cilvēks
485,Mann::N,dyn,аймӧрт
486,Mann::N,dyn,мужичӧй
487,Mann::N,dyn,vīrietis
488,Frau::N,merch,ань
489,Frau::N,merch,нывбаба
490,Frau::N,merch,sieviete
491,Frau::N,gwraig,ань
492,Frau::N,gwraig,нывбаба
493,Frau::N,gwraig,sieviete
494,Kind::N,plentyn,кага
495,Kind::N,plentyn,bērns
496,Junge::N,hogyn,пи
497,Junge::N,hogyn,zēns
498,Junge::N,hogyn,puika
499,Junge::N,hogyn,puisis
500,Junge::N,bachgen,пи
501,Junge::N,bachgen,zēns
502,Junge::N,bachgen,puika
503,Junge::N,bachgen,puisis
504,Mädchen::N,merch,ныв
505,Mädchen::N,merch,meiča
506,Mädchen::N,merch,skuķis
507,Mädchen::N,merch,meitene
508,Mädchen::N,geneth,ныв
509,Mädchen::N,geneth,meiča
510,Mädchen::N,geneth,skuķis
511,Mädchen::N,geneth,meitene
512,Familie::N,teulu,семья
513,Familie::N,teulu,ģimene
514,Familie::N,tylwyth,семья
515,Familie::N,tylwyth,ģimene
516,Großvater::N,taid,пӧль
517,Großvater::N,taid,vecaistēvs
518,Großvater::N,tad-cu,пӧль
519,Großvater::N,tad-cu,vecaistēvs
520,Großmutter::N,nain,баб
521,Großmutter::N,nain,vecāmāte
522,Großmutter::N,mam-gu,баб
523,Großmutter::N,mam-gu,vecāmāte
524,Eltern::N,rhieni,ай-мам
525,Eltern::N,rhieni,бать-мам
526,Eltern::N,rhieni,vecāki
527,Vater::N,tad,бать
528,Vater::N,tad,ай
529,Vater::N,tad,tēvs
530,Mutter::N,mam,мам
531,Mutter::N,mam,māte
532,Sohn::N,mab,пи
533,Sohn::N,mab,dēls
534,Tochter::N,merch,ныв
535,Tochter::N,merch,meita
536,Bruder::N,brawd,вок
537,Bruder::N,brawd,brālis
538,Schwester::N,chwaer,чой
539,Schwester::N,chwaer,māsa
540,Onkel::N,ewythr,дядь
541,Onkel::N,ewythr,tēvocis
542,Tante::N,modryb,тьӧт
543,Tante::N,modryb,tante
544,Ehemann::N,gŵr,верӧс
545,Ehemann::N,gŵr,vīrs
546,Ehefrau::N,gwraig,гӧтыр
547,Ehefrau::N,gwraig,sieva
548,Freude::N,gorfoledd,радлун
549,Freude::N,gorfoledd,prieks
550,Gelächter::N,chwerthin,серам
551,Gelächter::N,chwerthin,smiekli
552,Glück::N,hapusrwydd,шуд
553,Glück::N,hapusrwydd,laime
554,Kummer::N,galar,шог
555,Kummer::N,galar,bēdas
556,Kummer::N,galar,raizes
557,Wunsch::N,dymuniad,кӧсйӧм
558,Wunsch::N,dymuniad,vēlme
559,Wunsch::N,dymuniad,vēlējums
560,Lust::N,chwant,кыскӧм
561,Lust::N,chwant,радейтӧм
562,Lust::N,chwant,kāre
563,Geist::N,ysbryd,лов
564,Geist::N,ysbryd,gars
565,Gedanke::N,meddwl,мӧвп
566,Gedanke::N,meddwl,doma
567,Gedächtnis::N,cof,паметь
568,Gedächtnis::N,cof,atmiņa
569,Verstand::N,meddwl,вежӧр
570,Verstand::N,meddwl,prāts
571,Sinn::N,ystyr,мог
572,Sinn::N,ystyr,вежӧртас
573,Sinn::N,ystyr,nozīme
574,Grund::N,achos,помка
575,Grund::N,achos,pamats
576,Grund::N,achos,iemesls
577,Grund::N,rheswm,помка
578,Grund::N,rheswm,pamats
579,Grund::N,rheswm,iemesls
580,Wahrheit::N,gwir,збыль
581,Wahrheit::N,gwir,збыльтор
582,Wahrheit::N,gwir,taisnība
583,Wahrheit::N,gwir,patiesība
584,Wahrheit::N,gwirionedd,збыль
585,Wahrheit::N,gwirionedd,збыльтор
586,Wahrheit::N,gwirionedd,taisnība
587,Wahrheit::N,gwirionedd,patiesība
588,Gespräch::N,sgwrs,сёрни
589,Gespräch::N,sgwrs,saruna
590,Märchen::N,chwedl werin,мойд
591,Märchen::N,chwedl werin,pasaka
592,Erzählung::N,stori,висьт
593,Erzählung::N,stori,stāsts
594,Erzählung::N,stori,nostāsts
595,Nachricht::N,neges,юӧртӧм
596,Nachricht::N,neges,ziņa
597,Neuigkeit::N,newydd,выльтор
598,Neuigkeit::N,newydd,jaunums
599,Name::N,enw,ним
600,Name::N,enw,vārds
601,Rätsel::N,pos,нӧдкыв
602,Rätsel::N,pos,mīkla
603,Rede::N,araith,сёрни
604,Rede::N,araith,runa
605,Sprache::N,iaith,кыв
606,Sprache::N,iaith,valoda
607,Stimme::N,llais,гӧлӧс
608,Stimme::N,llais,вом шы
609,Stimme::N,llais,balss
610,Wort::N,gair,кыв
611,Wort::N,gair,vārds
612,Zeichen::N,arwydd,пас
613,Zeichen::N,arwydd,zīme
614,Ruf::N,galwad,чукӧстчӧм
615,Ruf::N,galwad,корӧм
616,Ruf::N,galwad,sauciens
617,Lärm::N,trwst,шы
618,Lärm::N,trwst,зык
619,Lärm::N,trwst,зычитӧм
620,Lärm::N,trwst,troksnis
621,Laut::N,sain,шы
622,Laut::N,sain,skaņa
623,Ton::N,tôn,шы
624,Ton::N,tôn,tonis
625,Lied::N,cân,сьылан
626,Lied::N,cân,сьыланкыв
627,Lied::N,cân,dziesma
628,Ruhe::N,tawelwch,чӧв
629,Ruhe::N,tawelwch,miers
630,Leute::N,pobl,йӧз
631,Leute::N,pobl,войтыр
632,Leute::N,pobl,ļaudis
633,Leute::N,pobl,cilvēki
634,Volk::N,pobl,йӧз
635,Volk::N,pobl,войтыр
636,Volk::N,pobl,tauta
637,Arbeit::N,gwaith,удж
638,Arbeit::N,gwaith,darbs
639,Gast::N,gwestai,гӧсть
640,Gast::N,gwestai,viešņa
641,Gast::N,gwestai,ciemiņš
642,Geschenk::N,rhodd,козин
643,Geschenk::N,rhodd,dāvana
644,Geschenk::N,anrheg,козин
645,Geschenk::N,anrheg,dāvana
646,Spiel::N,chwarae,ворсан
647,Spiel::N,chwarae,rotaļa
648,Gesellschaft::N,cwmni,котыр
649,Gesellschaft::N,cwmni,biedrība
650,Gesellschaft::N,cwmni,kompānija
651,Hilfe::N,cymorth,отсӧг
652,Hilfe::N,cymorth,palīdzība
653,Freund::N,cyfaill,ёрт
654,Freund::N,cyfaill,draugs
655,Kamerad::N,cydymaith,ёрт
656,Kamerad::N,cydymaith,biedrs
657,Angelegenheit::N,pwnc,мог
658,Angelegenheit::N,pwnc,делӧ
659,Angelegenheit::N,pwnc,darīšana
660,Anzahl::N,cyfrif,лыд
661,Anzahl::N,cyfrif,тшӧт
662,Anzahl::N,cyfrif,skaits
663,Anzahl::N,cyfrif,daudzums
664,Art::N,bath,сикас
665,Art::N,bath,suga
666,Art::N,bath,šķira
667,Stück::N,darn,тор
668,Stück::N,darn,gabals
669,Teil::N,rhan,юкӧн
670,Teil::N,rhan,daļa
671,Hälfte::N,hanner,пӧв
672,Hälfte::N,hanner,джын
673,Hälfte::N,hanner,puse
674,Kreis::N,cylch,кытш
675,Kreis::N,cylch,aplis
676,Kreis::N,cylch,riņķis
677,Kreuz::N,croes,перна
678,Kreuz::N,croes,крест
679,Kreuz::N,croes,krusts
680,Linie::N,llinell,визь
681,Linie::N,llinell,līnija
682,Strich::N,strôc,визь
683,Strich::N,strôc,svītra
684,Strich::N,trawiad,визь
685,Strich::N,trawiad,svītra
686,Abstand::N,bwlch,кост
687,Abstand::N,bwlch,коласт
688,Abstand::N,bwlch,atstarpe
689,Abstand::N,pellter,кост
690,Abstand::N,pellter,коласт
691,Abstand::N,pellter,atstarpe
692,Entfernung::N,pellter,ылна
693,Entfernung::N,pellter,attālums
694,Entfernung::N,pellter,atstatums
695,Gegend::N,cylch,му-ва
696,Gegend::N,cylch,apvidus
697,Gegend::N,cylch,apgabals
698,Platz::N,lle,ылдӧс
699,Platz::N,lle,йир
700,Platz::N,lle,гӧгӧртас
701,Platz::N,lle,vieta
702,Ort::N,lle,ин
703,Ort::N,lle,места
704,Ort::N,lle,vieta
705,Seite::N,ochr,бок
706,Seite::N,ochr,ӧтарладор
707,Seite::N,ochr,sāns
708,Mitte::N,canol,шӧр
709,Mitte::N,canol,vidus
710,Gegenstand::N,eitem,кӧлуй
711,Gegenstand::N,eitem,priekšmets
712,Sache::N,peth,добра
713,Sache::N,peth,lieta
714,Rand::N,cwr,дор
715,Rand::N,cwr,mala
716,Rand::N,cwr,apmale
717,Rand::N,ymyl,дор
718,Rand::N,ymyl,mala
719,Rand::N,ymyl,apmale
720,Kante::N,min,дор
721,Kante::N,min,šķautne
722,Kante::N,ymyl,дор
723,Kante::N,ymyl,šķautne
724,Ecke::N,cornel,пельӧс
725,Ecke::N,cornel,kakts
726,Ecke::N,cornel,stūris
727,Spitze::N,blaen,йыв
728,Spitze::N,blaen,smaile
729,Spitze::N,blaen,galotne
730,Ende::N,pen,пом
731,Ende::N,pen,gals
732,Ende::N,pen,uzgalis
733,Loch::N,twll,розь
734,Loch::N,twll,caurums
735,Winkel::N,congl,пельӧс
736,Winkel::N,congl,leņķis
737,Muster::N,patrwm,сер
738,Muster::N,patrwm,piemērs
739,Größe::N,maint,ыджда
740,Größe::N,maint,lielums
741,Größe::N,maintioli,ыджда
742,Größe::N,maintioli,lielums
743,Länge::N,hyd,кузьта
744,Länge::N,hyd,garums
745,Höhe::N,uchder,джуджда
746,Höhe::N,uchder,augstums
747,Gewicht::N,pwysau,сьӧкта
748,Gewicht::N,pwysau,сьӧкталун
749,Gewicht::N,pwysau,svars
750,Gewicht::N,pwysau,smagums
751,Menge::N,swm,лун
752,Menge::N,swm,числӧ
753,Menge::N,swm,masa
754,Menge::N,swm,daudzums
755,Menge::N,maint,лун
756,Menge::N,maint,числӧ
757,Menge::N,maint,masa
758,Menge::N,maint,daudzums
759,Haufen::N,pentwr,чукӧр
760,Haufen::N,pentwr,čupa
761,Haufen::N,pentwr,grēda
762,Haufen::N,pentwr,kaudze
763,Reihe::N,rhes,рад
764,Reihe::N,rhes,rinda
765,Reihe::N,rhes,virkne
766,Boot::N,cwch,пыж
767,Boot::N,cwch,laiva
768,Ruder::N,rhwyf,пелыс
769,Ruder::N,rhwyf,ӧпаснӧй
770,Ruder::N,rhwyf,airis
771,Ruder::N,rhwyf,irklis
772,Schlitten::N,sled,дадь
773,Schlitten::N,sled,ragavas
774,Schlitten::N,car llusg,дадь
775,Schlitten::N,car llusg,ragavas
776,Ski::N,sgi,лызь
777,Ski::N,sgi,slēpe
778,Lagerfeuer::N,coelcerth,бипур
779,Lagerfeuer::N,coelcerth,ugunskurs
780,Last::N,llwyth,сьӧкыдтор
781,Last::N,llwyth,krava
782,Gang::N,tro,мунӧм
783,Gang::N,tro,ветлӧм
784,Gang::N,tro,eja
785,Gang::N,tro,gājums
786,Schritt::N,cam,воськов
787,Schritt::N,cam,воськовтӧм
788,Schritt::N,cam,solis
