,Concept_ID,hi,eu
122,Welle::N,तरंग,uhin
123,Welle::N,तरंग,olatu
124,Wasser::N,जल,ur
125,Wasser::N,पानी,ur
126,Stein::N,पत्थर,harri
127,Boden::N,मिट्टी,lur
128,Boden::N,मिट्टी,zoru
129,Erde::N,भूमि,lur
130,Erde::N,ज़मीन,lur
131,Staub::N,धूल,hauts
132,Rauch::N,धूआँ,ke
133,Rauch::N,धुम्र,ke
134,Funke::N,चिनगारी,zirta
135,Funke::N,चिनगारी,txinparta
136,Funke::N,स्फुलिंग,zirta
137,Funke::N,स्फुलिंग,txinparta
138,Feuer::N,आग,su
139,Feuer::N,आतिश,su
140,Feuer::N,अग्नि,su
141,Licht::N,रोशनी,argi
142,Licht::N,प्रकाश,argi
143,Schatten::N,छाया,itzal
144,Schatten::N,छाया,geriza
145,Schatten::N,परछाई,itzal
146,Schatten::N,परछाई,geriza
147,Wetter::N,ऋतु,eguraldi
148,Wetter::N,मौसम,eguraldi
149,Nebel::N,धुँध,laino
150,Nebel::N,कुहरा,laino
151,Wolke::N,मेघ,hodei
152,Wolke::N,अभ्र,hodei
153,Regen::N,मेंह,euri
154,Regen::N,बारिश,euri
155,Schnee::N,हिम,elur
156,Schnee::N,बर्फ़,elur
157,Eis::N,हिम,horma
158,Eis::N,बर्फ़,horma
159,Frost::N,ठंड,izotzaldi
160,Kälte::N,सर्दी,hotz
161,Kälte::N,शीतलता,hotz
162,Hitze::N,ताप,bero
163,Hitze::N,गरमी,bero
164,Raureif::N,पाला,antzigar
165,Regenbogen::N,इंद्र-धनुष,ostadar
166,Regenbogen::N,इंद्र-धनुष,ortzadar
167,Donner::N,गरज,ostots
168,Donner::N,गरज,ihurtzuri
169,Donner::N,मेघ-गर्जन,ostots
170,Donner::N,मेघ-गर्जन,ihurtzuri
171,Strömung::N,बहाव,laster
172,Strömung::N,प्रवाह,laster
173,Tropfen::N,बूँद,xorta
174,Schaum::N,झाग,bits
175,Schmutz::N,गंद,lohi
176,Schmutz::N,गंद,zikin
177,Schmutz::N,कीचड़,lohi
178,Schmutz::N,कीचड़,zikin
179,See::N,झील,laku
180,See::N,झील,aintzira
181,See::N,सरोवर,laku
182,See::N,सरोवर,aintzira
183,Sumpf::N,दलदल,zingira
184,Sumpf::N,धँसान,zingira
185,Moor::N,झाबर,zohikaztegi
186,Moor::N,धँसान,zohikaztegi
187,Wiese::N,घास-स्थल,larre
188,Wiese::N,घास-स्थल,belardi
189,Wald::N,जंगल,baso
190,Wald::N,जंगल,oihan
191,Hügel::N,टीला,muino
192,Hügel::N,टीला,pentoka
193,Hügel::N,पहाड़,muino
194,Hügel::N,पहाड़,pentoka
195,Anhöhe::N,टीला,garai
196,Anhöhe::N,टीला,goragune
197,Anhöhe::N,पहाड़ी,garai
198,Anhöhe::N,पहाड़ी,goragune
199,Berg::N,पहाड़,mendi
200,Gipfel::N,शिखर,gain
201,Gipfel::N,शिखर,tontor
202,Höhle::N,गुहा,kobazulo
203,Höhle::N,गुफ़ा,kobazulo
204,Abhang::N,ढाल,aldapa
205,Abhang::N,ढलान,aldapa
206,Quelle::N,चश्मा,iturri
207,Quelle::N,चश्मा,iturbegi
208,Bach::N,सोता,lats
209,Bach::N,सोता,erreka
210,Bach::N,नदिका,lats
211,Bach::N,नदिका,erreka
212,Fluss::N,नदी,ibai
213,Fluss::N,नदी,uhaitz
214,Fluss::N,सरिता,ibai
215,Fluss::N,सरिता,uhaitz
216,Ufer::N,तट,bazter
217,Ufer::N,किनारा,bazter
218,Küste::N,समुद्र-तट,itsasalde
219,Festland::N,महाद्वीप,lehor
220,Meer::N,सागर,itsaso
221,Meer::N,समुद्र,itsaso
222,Bucht::N,खाड़ी,golko
223,Insel::N,टापू,irla
224,Insel::N,टापू,uharte
225,Insel::N,द्वीप,irla
226,Insel::N,द्वीप,uharte
227,Blume::N,फूल,lili
228,Blume::N,पुष्प,lili
229,Gras::N,घास,belar
230,Wurzel::N,मूल,zuztar
231,Wurzel::N,मूल,sustrai
232,Baum::N,पेड़,zuhaitz
233,Baum::N,वृक्ष,zuhaitz
234,Stamm::N,धड़,enbor
235,Rinde::N,छाल,azal
236,Rinde::N,वल्कल,azal
237,Ast::N,डाल,adar
238,Ast::N,शाखा,adar
239,Zweig::N,टहनी,abar
240,Blatt::N,पत्र,hosto
241,Blatt::N,पत्ता,hosto
242,Birke::N,भूर्ज,urki
243,Kiefer[Baum]::N,पाइन-वृक्ष,ler
244,Weide[Baum]::N,बेंत,zume
245,Weide[Baum]::N,बेंत,sahats
246,Tanne::N,फ़र,izei
247,Horn::N,सींग,adar
248,Horn::N,विषाण,adar
249,Feder::N,पर,luma
250,Feder::N,पर,hegaki
251,Feder::N,पंख,luma
252,Feder::N,पंख,hegaki
253,Fell::N,खाल,ile
254,Fell::N,खाल,larru
255,Fell::N,पशु-चर्म,ile
256,Fell::N,पशु-चर्म,larru
257,Flügel::N,पंख,hego
258,Flügel::N,डैना,hego
259,Klaue::N,पंजा,atzapar
260,Kralle::N,पंजा,erpe
261,Kralle::N,पंजा,atzapar
262,Kralle::N,नाख़ून,erpe
263,Kralle::N,नाख़ून,atzapar
264,Schwanz::N,पूँछ,isats
265,Schwanz::N,पूँछ,buztan
266,Ei::N,अंडा,arrautza
267,Nest::N,नीड़,habia
268,Nest::N,घोंसला,habia
269,Bau::N,बिल,ohantze
270,Bau::N,माँद,ohantze
271,Tier::N,पशु,abere
272,Tier::N,पशु,piztia
273,Tier::N,जानवर,abere
274,Tier::N,जानवर,piztia
275,Herde::N,गल्ला,saldo
276,Herde::N,गल्ला,abere talde
277,Kuh::N,गौ,behi
278,Kuh::N,गाय,behi
279,Bulle::N,साँड़,zezen
280,Pferd::N,अश्व,zaldi
281,Pferd::N,घोड़ा,zaldi
282,Schaf::N,भेड़,ardi
283,Schwein::N,शूकर,urde
284,Schwein::N,शूकर,txerri
285,Hund::N,श्वान,txakur
286,Hund::N,कुत्ता,txakur
287,Katze::N,बिल्ली,katu
288,Bär::N,रीछ,hartz
289,Bär::N,भालू,hartz
290,Eichhörnchen::N,गिलहरी,urtxintxa
291,Elch::N,एल्क,altze
292,Fuchs::N,लोमड़ी,azeri
293,Hase::N,खरहा,erbi
294,Hase::N,ख़रगोश,erbi
295,Maus::N,मूष,sagu
296,Maus::N,चूहा,sagu
297,Wolf::N,वृक,otso
298,Wolf::N,भेड़िया,otso
299,Vogel::N,पक्षी,txori
300,Vogel::N,पक्षी,hegazti
301,Vogel::N,चिड़िया,txori
302,Vogel::N,चिड़िया,hegazti
303,Schwarm::N,झुंड,aldra
304,Huhn::N,मुर्ग़ी,oilo
305,Hahn::N,मुर्ग़ा,oilar
306,Gans::N,हंस,antzara
307,Gans::N,हंसिनी,antzara
308,Adler::N,उक़ाब,arrano
309,Ente::N,बतख़,ahate
310,Ente::N,बत्तक,ahate
311,Eule::N,उल्लू,hontza
312,Kranich::N,सारस,kurrilo
313,Kranich::N,क्रौंंच,kurrilo
314,Krähe::N,काक,bele
315,Kuckuck::N,कोयल,kuku
316,Kuckuck::N,कोकिल,kuku
317,Schwan::N,हंस,beltxarga
318,Schwan::N,मराल,beltxarga
319,Fisch::N,मछली,arrain
320,Fisch::N,मत्स्य,arrain
321,Barsch::N,पर्च,perka
322,Hecht::N,पाइक,lutxo
323,Schlange[Tier]::N,सर्प,suge
324,Wurm::N,कृमि,har
325,Wurm::N,कीड़ा,har
326,Spinne::N,लूता,armiarma
327,Spinne::N,मकड़ी,armiarma
328,Ameise::N,चींटी,inurri
329,Laus::N,जूँ,zorri
330,Mücke::N,डाँस,eltxo
331,Fliege::N,मक्खी,euli
332,Fliege::N,मक्षिका,euli
333,Schmetterling::N,तितली,pinpirin
334,Schmetterling::N,तितली,tximeleta
335,Beere::N,बेरी,baia
336,Apfel::N,सेब,sagar
337,Pilz::N,खुंबी,onddo
338,Pilz::N,खुंबी,perretxiko
339,Zwiebel::N,प्याज़,tipula
340,Saat::N,बीज,haziak
341,Korn::N,दाना,ale
342,Korn::N,दाना,pikor
343,Heu::N,मूखी घास,belar ondu
344,Schale::N,बकला,azal
345,Schale::N,छिलका,azal
346,Grube::N,गड्ढा,hobi
347,Falle::N,जाल,harrapagailu
348,Falle::N,फँदा,harrapagailu
349,Schlinge::N,फँदा,bilur
350,Schlinge::N,फँदा,xedera
351,Spur::N,सुराग़,lorratz
352,Spur::N,पद-चिह्न,lorratz
353,Asche::N,राख,errauts
354,Dreck::N,मैल,satsukeria
355,Dreck::N,गंदगी,satsukeria
356,Eisen::N,लोहा,burdina
357,Gold::N,सोना,urre
358,Gold::N,सोना,urregorri
359,Gold::N,स्वर्ण,urre
360,Gold::N,स्वर्ण,urregorri
361,Silber::N,रजत,zilar
362,Silber::N,रजत,urrezuri
363,Silber::N,चाँदी,zilar
364,Silber::N,चाँदी,urrezuri
365,Kohle::N,कोयला,ikatz
366,Glas::N,काँच,beira
367,Lehm::N,चिकनी मिट्टी,buztin
368,Sand::N,रेत,harea
369,Sand::N,रेत,hondar
370,Sand::N,बालू,harea
371,Sand::N,बालू,hondar
372,Mensch::N,मानव,gizaki
373,Mensch::N,इनसान,gizaki
374,Mensch::N,मनुष्य,gizaki
375,Mann::N,आदमी,gizon
376,Mann::N,पुरुष,gizon
377,Frau::N,औरत,andere
378,Frau::N,औरत,emakume
379,Frau::N,महिला,andere
380,Frau::N,महिला,emakume
381,Frau::N,स्त्री,andere
382,Frau::N,स्त्री,emakume
383,Kind::N,बाल,haur
384,Kind::N,बच्चा,haur
385,Junge::N,लड़का,mutil
386,Mädchen::N,लड़की,neska
387,Mädchen::N,कुमारी,neska
388,Familie::N,परिवार,sendi
389,Familie::N,परिवार,familia
390,Großvater::N,दादा,aitona
391,Großvater::N,दादा,aitatxi
392,Großmutter::N,नानी,amona
393,Großmutter::N,नानी,amatxi
394,Eltern::N,माँ-बाप,gurasoak
395,Eltern::N,माता-पिता,gurasoak
396,Vater::N,बाप,aita
397,Vater::N,पिता,aita
398,Mutter::N,माँ,ama
399,Mutter::N,माता,ama
400,Sohn::N,बेटा,seme
401,Sohn::N,पुत्र,seme
402,Tochter::N,बेटी,alaba
403,Tochter::N,पुत्री,alaba
404,Bruder::N,भाई,neba
405,Bruder::N,भाई,anaia
406,Bruder::N,भ्राता,neba
407,Bruder::N,भ्राता,anaia
408,Schwester::N,बहन,ahizpa
409,Schwester::N,भगिनी,ahizpa
410,Onkel::N,ताऊ,osaba
411,Onkel::N,काका,osaba
412,Tante::N,बूआ,izeba
413,Tante::N,फूफी,izeba
414,Tante::N,ख़ाला,izeba
415,Ehemann::N,पति,senar
416,Ehemann::N,शौहर,senar
417,Ehefrau::N,बीवी,emazte
418,Freude::N,आनंद,poz
419,Freude::N,आनंद,pozkari
420,Freude::N,प्रसन्नता,poz
421,Freude::N,प्रसन्नता,pozkari
422,Gelächter::N,हँसी,barre
423,Gelächter::N,हँसी,karkara
424,Gelächter::N,क़हक़हा,barre
425,Gelächter::N,क़हक़हा,karkara
426,Glück::N,आनंद,zori
427,Glück::N,ख़ुशी,zori
428,Kummer::N,शोक,xangrin
429,Kummer::N,शोक,atsekabe
430,Kummer::N,दुःख,xangrin
431,Kummer::N,दुःख,atsekabe
432,Wunsch::N,इच्छा,nahi
433,Wunsch::N,इच्छा,nahikunde
434,Wunsch::N,अभिलाषा,nahi
435,Wunsch::N,अभिलाषा,nahikunde
436,Lust::N,चाह,gogo
437,Lust::N,कामना,gogo
438,Geist::N,जान,gogo
439,Geist::N,प्राण,gogo
440,Gedanke::N,विचार,gogoeta
441,Gedächtnis::N,याददाश्त,oroimen
442,Gedächtnis::N,याददाश्त,gogoramen
443,Gedächtnis::N,स्मरण-शक्ति,oroimen
444,Gedächtnis::N,स्मरण-शक्ति,gogoramen
445,Verstand::N,समझ,adimen
446,Verstand::N,समझ,ulermen
447,Verstand::N,अक़्ल,adimen
448,Verstand::N,अक़्ल,ulermen
449,Verstand::N,बुद्धि,adimen
450,Verstand::N,बुद्धि,ulermen
451,Sinn::N,अर्थ,zentzu
452,Grund::N,वजह,zergati
453,Grund::N,कारण,zergati
454,Wahrheit::N,सत्य,egia
455,Wahrheit::N,सच्चाई,egia
456,Gespräch::N,चर्चा,hizketa
457,Gespräch::N,चर्चा,elkarrizketa
458,Gespräch::N,वार्ता,hizketa
459,Gespräch::N,वार्ता,elkarrizketa
460,Gespräch::N,बात-चीत,hizketa
461,Gespräch::N,बात-चीत,elkarrizketa
462,Märchen::N,क़िस्सा,ipuin
463,Erzählung::N,कथा,edesti
464,Erzählung::N,कथा,kontakizun
465,Erzählung::N,कहानी,edesti
466,Erzählung::N,कहानी,kontakizun
467,Nachricht::N,सूचना,albiste
468,Nachricht::N,समाचार,albiste
469,Neuigkeit::N,ख़बर,berri
470,Neuigkeit::N,समाचार,berri
471,Name::N,नाम,izen
472,Rätsel::N,पहेली,asmakizun
473,Rede::N,वचन,hitzaldi
474,Rede::N,वचन,mintzaldi
475,Rede::N,भाषण,hitzaldi
476,Rede::N,भाषण,mintzaldi
477,Sprache::N,भाषा,hizkuntza
478,Sprache::N,ज़बान,hizkuntza
479,Stimme::N,स्वर,ahots
480,Stimme::N,आवाज़,ahots
481,Wort::N,शब्द,hitz
482,Wort::N,लफ़्ज़,hitz
483,Zeichen::N,निशान,agerbide
484,Zeichen::N,निशान,agergarri
485,Ruf::N,पुकार,dei
486,Ruf::N,आह्वान,dei
487,Lärm::N,शोर,zarata
488,Lärm::N,शोर,harrabots
489,Lärm::N,हुल्लड़,zarata
490,Lärm::N,हुल्लड़,harrabots
491,Laut::N,स्वर,hots
492,Laut::N,ध्वनि,hots
493,Ton::N,सुर,tonu
494,Ton::N,सुर,soinu
495,Ton::N,स्वर,tonu
496,Ton::N,स्वर,soinu
497,Lied::N,गीत,abesti
498,Ruhe::N,आराम,nasaitasun
499,Ruhe::N,ख़ामोशी,nasaitasun
500,Leute::N,लोग,jende
501,Volk::N,क़ौम,herri
502,Volk::N,क़ौम,populu
503,Volk::N,प्रजा,herri
504,Volk::N,प्रजा,populu
505,Arbeit::N,काम,lan
506,Gast::N,अतिथि,arrotz
507,Gast::N,अतिथि,apopilo
508,Gast::N,मेहमान,arrotz
509,Gast::N,मेहमान,apopilo
510,Geschenk::N,उपहार,opari
511,Geschenk::N,तोहफ़ा,opari
512,Spiel::N,खेल,jolas
513,Spiel::N,क्रीड़ा,jolas
514,Gesellschaft::N,साथ,gizarte
515,Hilfe::N,मदद,helpide
516,Hilfe::N,मदद,laguntza
517,Hilfe::N,सहायता,helpide
518,Hilfe::N,सहायता,laguntza
519,Freund::N,मित्र,lagun
520,Kamerad::N,साथी,adiskide
521,Kamerad::N,साथी,lagunkide
522,Kamerad::N,कामरेड,adiskide
523,Kamerad::N,कामरेड,lagunkide
524,Angelegenheit::N,बात,afera
525,Angelegenheit::N,मामला,afera
526,Anzahl::N,तादाद,kopuru
527,Anzahl::N,संख्या,kopuru
528,Art::N,तरह,mota
529,Art::N,क़िस्म,mota
530,Stück::N,फाँक,puska
531,Stück::N,टुकड़ा,puska
532,Teil::N,भाग,atal
533,Teil::N,हिस्सा,atal
534,Hälfte::N,अर्धभाग,erdi
535,Kreis::N,चक्कर,biribilki
536,Kreuz::N,सलीब,gurutze
537,Kreuz::N,क्रूस,gurutze
538,Linie::N,लाइन,linea
539,Strich::N,लकीर,marra
540,Abstand::N,अंतर,tarte
541,Abstand::N,फ़ासला,tarte
542,Entfernung::N,दूरी,urrunera
543,Entfernung::N,फ़ासला,urrunera
544,Gegend::N,इलाक़ा,alderdi
545,Gegend::N,इलाक़ा,eskualde
546,Platz::N,जगह,leku
547,Platz::N,स्थान,leku
548,Ort::N,स्थल,toki
549,Ort::N,स्थान,toki
550,Seite::N,ओर,albo
551,Seite::N,तरफ़,albo
552,Mitte::N,बीच,erdi
553,Mitte::N,मध्य,erdi
554,Gegenstand::N,चीज़,gauzaki
555,Gegenstand::N,पदार्थ,gauzaki
556,Sache::N,चीज़,gauza
557,Sache::N,वस्तु,gauza
558,Rand::N,छोर,ertz
559,Rand::N,उपांत,ertz
560,Kante::N,कोर,ertz
561,Kante::N,किनारा,ertz
562,Ecke::N,कोना,kantoi
563,Ecke::N,नुक्कड़,kantoi
564,Spitze::N,नोक,punta
565,Ende::N,छोर,buru
566,Ende::N,छोर,mutur
567,Ende::N,सिरा,buru
568,Ende::N,सिरा,mutur
569,Loch::N,छेद,zulo
570,Loch::N,सूराख़,zulo
571,Winkel::N,कोण,zoko
572,Winkel::N,कोण,bazter
573,Winkel::N,कोना,zoko
574,Winkel::N,कोना,bazter
575,Muster::N,नमूना,eredu
576,Muster::N,नमूना,marrazki
577,Muster::N,डिज़ाइन,eredu
578,Muster::N,डिज़ाइन,marrazki
579,Größe::N,परिमाण,kaizu
580,Größe::N,परिमाण,tamaina
581,Größe::N,विस्तार,kaizu
582,Größe::N,विस्तार,tamaina
583,Länge::N,लंबाई,luzera
584,Höhe::N,ऊँचाई,goiera
585,Höhe::N,ऊँचाई,garaiera
586,Höhe::N,उच्चता,goiera
587,Höhe::N,उच्चता,garaiera
588,Gewicht::N,भार,hazta
589,Gewicht::N,वज़न,hazta
590,Menge::N,मात्रा,kopuru
591,Haufen::N,ढेर,pila
592,Haufen::N,ढेर,mendoi
593,Haufen::N,अंबार,pila
594,Haufen::N,अंबार,mendoi
595,Reihe::N,क़तार,ilara
596,Reihe::N,क़तार,errenkada
597,Reihe::N,पंक्ति,ilara
598,Reihe::N,पंक्ति,errenkada
599,Boot::N,नाव,potin
600,Boot::N,नाव,txalupa
601,Boot::N,नौका,potin
602,Boot::N,नौका,txalupa
603,Ruder::N,चप्पू,arraun
604,Schlitten::N,बर्फ़-गाड़ी,lera
605,Schlitten::N,बर्फ़-गाड़ी,narra
606,Ski::N,स्की,eski
607,Lagerfeuer::N,अलाव,su
608,Lagerfeuer::N,कैंप-फ़ायर,su
609,Last::N,भार,zama
610,Last::N,भार,karga
611,Gang::N,चाल,ibilera
612,Schritt::N,डग,pauso
613,Schritt::N,डग,urrats
614,Schritt::N,क़दम,pauso
615,Schritt::N,क़दम,urrats
616,Norden::N,उत्तर,ipar
617,Norden::N,उत्तर,iparralde
618,Süden::N,दक्खिन,hego
619,Süden::N,दक्खिन,hegoalde
620,Westen::N,पश्चिम,sartalde
621,Westen::N,पश्चिम,mendebalde
622,Osten::N,पूरब,ekialde
623,Osten::N,पूरब,sortalde
624,Holz::N,काठ,zur
625,Holz::N,काष्ठ,zur
626,Brett::N,पटरा,ohol
627,Brett::N,तख़्ता,ohol
628,Platte::N,फलक,lauza
629,Platte::N,तख़्ता,lauza
630,Stütze::N,टेक,irozgarri
631,Stütze::N,टेक,bermagailu
632,Stütze::N,थूनी,irozgarri
633,Stütze::N,थूनी,bermagailu
634,Stange::N,छड़,haga
635,Stange::N,बाँस,haga
636,Stock::N,लाठी,makila
637,Stab::N,लग्गा,makila
638,Rohr::N,नल,hodi
639,Haus::N,घर,etxe
640,Haus::N,मकान,etxe
641,Heim::N,घर,etxe
642,Heim::N,घर,etxaleku
643,Heim::N,गृह,etxe
644,Heim::N,गृह,etxaleku
645,Ofen::N,चूल्हा,berogailu
646,Fußboden::N,फ़र्श,zoru
647,Tisch::N,मेज़,mahai
648,Stuhl::N,कुरसी,aulki
649,Wiege::N,पालना,kuma
650,Wiege::N,पालना,sehaska
651,Wiege::N,हिंडोला,kuma
652,Wiege::N,हिंडोला,sehaska
653,Bett::N,खाट,ohe
654,Bett::N,खाट,ohatze
655,Bett::N,पलंग,ohe
656,Bett::N,पलंग,ohatze
657,Regal::N,शेल्फ़,apalategi
658,Kiste::N,पेटी,kutxa
659,Kiste::N,डिब्बा,kutxa
660,Fenster::N,खिड़की,leiho
661,Tür::N,द्वार,ate
662,Tür::N,दरवाज़ा,ate
663,Tor::N,फाटक,atari
664,Zaun::N,बाड़ा,hesi
665,Dach::N,छत,teilatu
666,Dach::N,छप्पर,teilatu
667,Leiter::N,सीढ़ी,zurubi
668,Besen::N,झाड़ू,erratz
669,Besen::N,बुहारी,erratz
670,Spaten::N,कुदाल,burdinpala
671,Schaufel::N,बेलचा,pala
672,Schaufel::N,फावड़ा,pala
673,Gabel::N,काँटा,sardexka
674,Löffel::N,चम्मच,koilara
675,Messer::N,छुरा,aizto
676,Messer::N,चाक़ू,aizto
677,Nagel::N,कील,iltze
678,Nagel::N,मेख़,iltze
679,Netz::N,जाल,sare
680,Haken::N,अंकुश,mako
681,Griff::N,मूठ,eskutoki
682,Griff::N,हत्था,eskutoki
683,Schloss::N,ताला,sarraila
684,Bild::N,चित्र,irudi
685,Figur::N,मूर्ति,figura
686,Puppe::N,पुतली,panpina
687,Puppe::N,पुतली,andrakila
688,Puppe::N,गुड़िया,panpina
689,Puppe::N,गुड़िया,andrakila
690,Beutel::N,झोला,zorro
691,Bündel::N,पुलिंदा,azao
692,Bündel::N,पुलिंदा,espal
693,Tasche::N,बेग,poltsa
694,Tasche::N,बस्ता,poltsa
695,Eimer::N,बाल्टी,treska
696,Deckel::N,ढक्कन,tapa
697,Deckel::N,ढक्कन,estalki
698,Geschirr::N,बरतन-भाँड़े,baxera
699,Geschirr::N,बरतन-भाँड़े,ontziteria
700,Sack::N,बोरा,zaku
701,Tasse::N,प्याला,kikara
702,Topf::N,देग़चा,ontzi
703,Topf::N,देग़चा,lapiko
704,Kessel::N,देग़,pazia
705,Kessel::N,बटलोई,pazia
706,Essen::N,खाना,janaldi
707,Nahrung::N,भोजन,jan
708,Speise::N,खाना,jaki
709,Speise::N,व्यंजन,jaki
710,Fleisch::N,मांस,okela
711,Fleisch::N,मांस,haragi
712,Fleisch::N,गोश्त,okela
713,Fleisch::N,गोश्त,haragi
714,Getreide::N,अनाज,labore
715,Brei::N,भरता,ahi
716,Brei::N,भरता,pure
717,Brei::N,दलिया,ahi
718,Brei::N,दलिया,pure
719,Brot::N,रोटी,ogi
720,Scheibe::N,कतला,xerra
721,Scheibe::N,कतला,pirripita
722,Fett::N,वसा,urin
723,Fett::N,वसा,koipe
724,Fett::N,चरबी,urin
725,Fett::N,चरबी,koipe
726,Butter::N,मक्खन,gurin
727,Öl::N,तेल,olio
728,Salz::N,नमक,gatz
729,Suppe::N,सूप,zopa
730,Suppe::N,सूप,salda
731,Suppe::N,शोरबा,zopa
732,Suppe::N,शोरबा,salda
733,Honig::N,शहद,ezti
734,Milch::N,दूध,esne
735,Tee::N,चाय,te
736,Leder::N,चमड़ा,larru
737,Wolle::N,ऊन,artile
738,Stoff::N,कपड़ा,ehun
739,Nadel::N,सूई,orratz
740,Nadel::N,सूई,jostorratz
741,Faden::N,डोरा,hari
742,Knopf::N,बटन,botoi
743,Knopf::N,घुंडी,botoi
744,Knoten::N,गाँठ,korapilo
745,Knoten::N,गुत्थी,korapilo
746,Farbe::N,रंग,pintura
747,Farbe::N,वर्ण,pintura
748,Kleidung::N,पहनावा,arropa
749,Kleidung::N,पहनावा,jantziak
750,Hemd::N,कुरता,atorra
751,Hemd::N,कुरता,alkandora
752,Hemd::N,क़मीज़,atorra
753,Hemd::N,क़मीज़,alkandora
754,Kragen::N,गरदनी,idun
755,Kragen::N,गरेबान,idun
756,Ärmel::N,आस्तीन,mahuka
757,Hose::N,पैंट,prakak
758,Hose::N,पैंट,galtzak
759,Hose::N,पतलून,prakak
760,Hose::N,पतलून,galtzak
