,Concept_ID,uz,it
811,drei::NUM,uch,tre
812,vier::NUM,to'rt,quattro
813,fünf::NUM,besh,cinque
814,sechs::NUM,olti,sei
815,sieben::NUM,etti,sette
816,acht::NUM,sakkiz,otto
817,neun::NUM,to'qqiz,nove
818,zehn::NUM,o'n,dieci
819,elf::NUM,o'n bir,ùndici
820,zwölf::NUM,o'n ikki,dodici
821,zwanzig::NUM,yigirma,venti
822,dreißig::NUM,o'ttiz,trenta
823,vierzig::NUM,qirq,quaranta
824,fünfzig::NUM,ällik,cinquanta
825,sechzig::NUM,oltmish,sessanta
826,siebzig::NUM,etmish,settanta
827,achtzig::NUM,sakson,ottanta
828,neunzig::NUM,to'qson,novanta
829,hundert::NUM,yuz,cento
830,tausend::NUM,ming,mille
831,und::CNJ,va,e
832,oder::CNJ,yo,o
833,stehen::V,turmoq,stare in piedi
834,sitzen::V,o'tirmoq,sedere
835,sitzen::V,o'tirmoq,stare seduto
836,liegen::V,yotmoq,giacere
837,hängen::V,osilmoq,pèndere
838,hängen::V,osilmoq,èssere appeso
839,werden::V,bo'lmoq,farsi
840,werden::V,bo'lmoq,diventare
841,passieren::V,bo'lib o'tmoq,succèdere
842,beginnen::V,boshlanmoq,cominciare
843,enden::V,bitmoq,finire
844,enden::V,bitmoq,terminare
845,wechseln::V,o'zgarmoq,variare
846,wechseln::V,o'zgarmoq,cambiare
847,aufgehen[Sonne]::V,chiqmoq,sòrgere
848,aufgehen[Sonne]::V,chiqmoq,spuntare
849,untergehen[Sonne]::V,botmoq,tramontare
850,scheinen[Sonne]::V,yaraqlamoq,splèndere
851,donnern::V,gulduramoq,tonare
852,wehen::V,elpimoq,soffiare
853,strömen::V,oqmoq,fluire
854,fließen::V,oqmoq,fluire
855,fließen::V,oqmoq,scorrere
856,sich drehen::V,aylanmoq,girarsi
857,schwanken::V,qoqilmoq,oscillare
858,schwanken::V,qoqilmoq,barcollare
859,schwingen::V,lopillamoq,vibrare
860,schwingen::V,lopillamoq,oscillare
861,fallen::V,tushmoq,cadere
862,brennen::V,yonmoq,àrdere
863,brennen::V,yonmoq,bruciare
864,rauchen::V,tutamoq,fumare
865,regnen::V,yomg'ir yog'moq,piòvere
866,gefrieren::V,muzlamoq,gelarsi
867,gefrieren::V,muzlamoq,congelarsi
868,tauen::V,ärimoq,sciògliersi
869,schmelzen::V,ärimoq,fòndere
870,schmelzen::V,ärimoq,sciògliersi
871,trocknen::V,qurimoq,asciugarsi
872,sieden::V,qaynamoq,bollire
873,faulen::V,chirimoq,marcire
874,verfaulen::V,chirimoq,imputridire
875,reißen::V,qayt qilmoq,strapparsi
876,versinken::V,g'arq bo'lmoq,affondare
877,vergehen::V,o'tmoq,passare
878,erscheinen::V,zuhur ätmoq,apparire
879,erscheinen::V,zuhur ätmoq,comparire
880,verschwinden::V,yo'qolmoq,sparire
881,verschwinden::V,yo'qolmoq,scomparire
882,sinken::V,pasaymoq,calare
883,sinken::V,pasaymoq,scendere
884,abnehmen::V,kamaymoq,diminuire
885,zunehmen::V,urchimoq,aumentare
886,steigen::V,oshmoq,salire
887,steigen::V,oshmoq,montare
888,wachsen::V,o'smoq,crescere
889,glänzen::V,porlamoq,splèndere
890,funkeln::V,yalt ätmoq,brillare
891,funkeln::V,yalt ätmoq,scintillare
892,lärmen::V,taraq ätmoq,strepitare
893,lärmen::V,taraq ätmoq,fare chiasso
894,läuten::V,jiringlamoq,suonare
895,klingeln::V,jiringlamoq,suonare
896,klirren::V,sharaqlamoq,tintinnare
897,brausen::V,vag'illamoq,rombare
898,brausen::V,vag'illamoq,rumoreggiare
899,rauschen::V,shitirlamoq,frusciare
900,klingen::V,yangramoq,suonare
901,bellen::V,hurmoq,latrare
902,bellen::V,hurmoq,abbaiare
903,heulen::V,uvlamoq,urlare
904,heulen::V,uvlamoq,ululare
905,blasen::V,puflamoq,soffiare
906,pfeifen::V,xushtak chalmoq ,fischiare
907,schreien::V,qiyqirmoq,gridare
908,stöhnen::V,nola qilmoq,gèmere
909,zittern::V,titramoq,tremare
910,leben::V,yashamoq,vìvere
911,geboren werden::V,tug'ilmoq,nàscere
912,atmen::V,nafas chiqarmoq,respirare
913,trinken::V,ichmoq,bere
914,essen::V,emoq,mangiare
915,schlucken::V,yutmoq,inghiottire
916,müde werden::V,horimoq,stancarsi
917,einschlafen::V,uxlab qolmoq,addormentarsi
918,schlafen::V,uxlamoq,dormire
919,aufwachen::V,uyg'onmoq,svegliarsi
920,aufstehen::V,qo'pmoq,levarsi
921,sich erholen::V,dam olmoq,riposarsi
922,krank werden::V,kasallanmoq,ammalarsi
923,krank sein::V,betob yotmoq,èssere malato
924,schmerzen::V,og'rimoq,dolere
925,husten::V,yo'talmoq,tossire
926,genesen::V,tuzalmoq,guarire
927,sterben::V,o'lmoq,morire
928,umkommen::V,halok bo'lmoq,perire
929,sich bewegen::V,harakat qilmoq,agitarsi
930,sich rühren::V,qimirlamoq,muòversi
931,sich erheben::V,qo'pmoq,alzarsi
932,sich setzen::V,o'tirmoq,sedersi
933,hinfallen::V,yiqilmoq,cadere
934,laufen::V,yurmoq,camminare
935,laufen::V,yurmoq,andare a piedi
936,schreiten::V,yurmoq,andare
937,schreiten::V,yurmoq,procedere
938,spazierengehen::V,sayr ätmoq,passeggiare
939,spazierengehen::V,sayr ätmoq,andare a passeggio
940,eilen::V,tezlamoq,andare in fretta
941,sich beeilen::V,shoshmoq,affrettarsi
942,sausen::V,chopqillamoq,volare
943,sausen::V,chopqillamoq,correre
944,rennen::V,yugurmoq,correre
945,springen::V,sakramoq,saltare
946,klettern::V,yuqorilamoq,arrampicarsi
947,schaukeln::V,irg'amoq,fare l'altalena
948,kriechen::V,ämaklamoq,strisciare
949,schwimmen::V,suzmoq,nuotare
950,tauchen::V,chu'mmoq,tuffarsi
951,tauchen::V,chu'mmoq,immèrgersi
952,rudern::V,eshkak eshmoq,remare
953,fahren::V,haydamoq,andare
954,fahren::V,haydamoq,viaggiare
955,fliegen::V,uchmoq,volare
956,gehen::V,bormoq,andare
957,weggehen::V,ketoq,andàrsene
958,weggehen::V,ketoq,andare via
959,abfahren::V,jo'namoq,partire
960,anhalten::V,to'xtamoq,fermarsi
961,hineingehen::V,kirmoq,entrare
962,eintreten::V,kirmoq,entrare
963,kommen::V,kelmoq,venire
964,ankommen::V,etib kelmoq,arrivare
965,zurückkommen::V,qaytib kelmoq,ritornare
966,bleiben::V,qolmoq,restare
967,bleiben::V,qolmoq,rimanere
968,warten::V,poylamoq,aspettare
969,erwarten::V,kutmoq,attèndere
970,suchen::V,izlamoq,cercare
971,finden::V,topmoq,trovare
972,versuchen::V,chalishmoq,tentare
973,vorbereiten::V,hozirlamoq,preparare
974,lieben::V,sevmoq,amare
975,mögen::V,ardoqlamoq,piacere a
976,mögen::V,ardoqlamoq,volere bene a
977,lachen::V,kulmoq,rìdere
978,rühren::V,ta'sirlantirmoq,commuòvere
979,weinen::V,yig'lamoq,piàngere
980,schimpfen::V,koyinmoq,imprecare
981,sich ärgern::V,g'azab qilmoq,stizzirsi
982,sich ärgern::V,g'azab qilmoq,arrabbiarsi
983,sich fürchten::V,hurkmoq,avere paura
984,fürchten::V,qo'rqmoq,temere
985,fliehen::V,qochmoq,fuggire
986,flüchten::V,qochmoq,sfuggire
987,sehen::V,ko'rmoq,vedere
988,anschauen::V,razm solmoq,guardare
989,ansehen::V,razm qilmoq,guardare
990,hören::V,äshitmoq,udire
991,hören::V,äshitmoq,sentire
992,zuhören::V,tinglamoq,ascoltare
993,probieren::V,tatib ko'rmoq,degustare
994,probieren::V,tatib ko'rmoq,assaggiare
995,riechen::V,iskamoq,sentire
996,fühlen::V,sezmoq,sentire
997,scheinen::V,tuyilmoq,parere
998,scheinen::V,tuyilmoq,sembrare
999,zu sehen sein::V,ko'rinmoq,vedersi
1000,vernehmen::V,äshitmoq,sentire
1001,vernehmen::V,äshitmoq,percepire
1002,frieren::V,sovuq qotmoq,aver freddo
1003,tun::V,ätmoq,fare
1004,können::V,-a olmoq,sapere
1005,können::V,-y olmoq,sapere
1006,wollen::V,istamoq,volere
1007,anfangen::V,boshlamoq,iniziare
1008,anfangen::V,boshlamoq,cominciare
1009,beenden::V,bitirmoq,finire
1010,beenden::V,bitirmoq,terminare
1011,aufhören::V,tinmoq,finire
1012,aufhören::V,tinmoq,cessare
1013,gelingen::V,muvaffaqiyat qozonmoq,riuscire
1014,geraten::V,bo'lmoq,stare
1015,öffnen::V,ochmoq,aprire
1016,schließen::V,yopmoq,chiùdere
1017,stellen::V,qo'ymoq,porre
1018,stellen::V,qo'ymoq,mettere
1019,setzen::V,o'tqazmoq,porre
1020,setzen::V,o'tqazmoq,mettere
1021,legen::V,yotqizmoq,posare
1022,legen::V,yotqizmoq,mettere
1023,berühren::V,tegmoq,toccare
1024,verbinden::V,ulamoq,unire
1025,verbinden::V,ulamoq,congiùngere
1026,bedecken::V,bekitmoq,coprire
1027,bedecken::V,bekitmoq,ricoprire
1028,aufhängen::V,ildirmoq,attaccare
1029,anzünden::V,yondirmoq,accèndere
1030,anzünden::V,yondirmoq,incendiare
1031,aufheben::V,ko'tarmoq,raccògliere
1032,zurücklassen::V,ayrilmoq,lasciare
1033,zurücklassen::V,ayrilmoq,lasciare indietro
1034,verlieren::V,yo'qotmoq,pèrdere
1035,fallen lassen::V,tushirmoq,lasciare cadere
1036,machen::V,qilmoq,fare
1037,herstellen::V,chiqarmoq,produrre
1038,herstellen::V,chiqarmoq,fabbricare
1039,bauen::V,solmoq,costruire
1040,reparieren::V,tuzatmoq,riparare
1041,verbessern::V,isloh qilmoq,migliorare
1042,ändern::V,o'zgartirmoq,mutare
1043,ändern::V,o'zgartirmoq,cambiare
1044,graben::V,qazimoq,scavare
1045,beugen::V,bukmoq,chinare
1046,beugen::V,bukmoq,flettere
1047,biegen::V,bukmoq,tòrcere
1048,drehen::V,aylantirmoq,girare
1049,wenden::V,burmoq,girare
1050,wenden::V,burmoq,voltare
1051,umdrehen::V,ag'darmoq,rivoltare
1052,heben::V,yuksaltirmoq,levare
1053,hochheben::V,ko'tarmoq,levare
1054,hochheben::V,ko'tarmoq,sollevare
1055,ergreifen::V,tutamlamoq,afferrare
1056,halten::V,tutmoq,tenere
1057,drücken::V,bosmoq,premere
1058,schieben::V,surmoq,spìngere
1059,kratzen::V,qashimoq,grattare
1060,kratzen::V,qashimoq,graffiare
1061,lecken::V,mijimoq,leccare
1062,beißen::V,tishlamoq,mòrdere
1063,abreißen::V,emirmoq,staccarsi
1064,abreißen::V,emirmoq,strapparsi
1065,abschneiden::V,cho'rt kesmoq,tagliare
1066,binden::V,bog'lamoq,legare
1067,binden::V,bog'lamoq,bendare
1068,stecken::V,suqmoq,ficcare
1069,brechen::V,sindirmoq,rompere
1070,klopfen::V,dukurlamoq,bàttere
1071,hauen::V,urmoq,picchiare
1072,kleben::V,yopishtirmoq,incollare
1073,reiben::V,surkamoq,fregare
1074,streichen::V,surkamoq,spalmare
1075,schleifen::V,qayramoq,arrotare
1076,schneiden::V,kesmoq,tagliare
1077,rütteln::V,chayqamoq,scuòtere
1078,schütteln::V,chayqamoq,agitare
1079,schütteln::V,chayqamoq,scuòtere
1080,schwenken::V,chayqatmoq,agitare
1081,schwenken::V,chayqatmoq,sventolare
1082,schütten::V,quymoq,versare
1083,füllen::V,to'ldirmoq,riempire
1084,einwickeln::V,chulg'amoq,involtare
1085,tragen::V,tashimoq,portare
1086,schleppen::V,sudramoq,trainare
1087,schleppen::V,sudramoq,trascinare
1088,ziehen::V,tortmoq,tirare
1089,aufbewahren::V,tutmoq,custodire
1090,aufbewahren::V,tutmoq,conservare
1091,werfen::V,tashlamoq,gettare
1092,werfen::V,tashlamoq,lanciare
1093,fangen::V,tutmoq,prèndere
1094,fangen::V,tutmoq,acchiappare
1095,packen::V,opqochmoq,pigliare
1096,packen::V,opqochmoq,afferrare
1097,verstecken::V,yashirmoq,nascondere
1098,teilen::V,bo'lmoq,divìdere
1099,schicken::V,yubormoq,inviare
1100,bringen::V,keltirmoq,portare
1101,bringen::V,keltirmoq,apportare
1102,hinzufügen::V,tirkamoq,aggiùngere
1103,bekommen::V,olmoq,ricevere
1104,erhalten::V,olmoq,ricevere
1105,nehmen::V,olmoq,prèndere
1106,wählen::V,saylamoq,elèggere
1107,wählen::V,saylamoq,scegliere
1108,auswählen::V,saylamoq,scegliere
1109,bewahren::V,saqlamoq,conservare
1110,behindern::V,xalal bermoq,impedire
1111,verderben::V,xazon qilmoq,guastare
1112,beschädigen::V,buzmoq,danneggiare
1113,zerbrechen::V,sindirmoq,rompere
1114,zerbrechen::V,sindirmoq,spezzare
1115,zerreißen::V,yirtmoq,stracciare
1116,zerstören::V,vayron qilmoq,distrùggere
1117,verbrennen::V,kuydirmoq,bruciare
1118,geben::V,bermoq,dare
1119,reichen::V,bermoq,pòrgere
1120,schenken::V,sovg'a qilmoq,regalare
1121,versprechen::V,va'da bermoq,promettere
1122,wünschen::V,orziqmoq,augurare
1123,loben::V,maqtamoq,lodare
1124,küssen::V,o'pmoq,baciare
1125,wiegen::V,tebratmoq,cullare
1126,wiegen::V,tebratmoq,dondolare
1127,zudecken::V,yopmoq,coprire
1128,wecken::V,uyg'otmoq,svegliare
1129,zeigen::V,ko'rsatmoq,indicare
1130,führen::V,boshlik bo'lmoq,guidare
1131,führen::V,boshlik bo'lmoq,condurre
1132,lehren::V,o'rgatmoq,insegnare
1133,unterrichten::V,dars bermoq,istruire
1134,unterrichten::V,dars bermoq,insegnare
1135,aufziehen::V,o'stirmoq,allevare
1136,leiten::V,boshqarmoq,avviare
1137,leiten::V,boshqarmoq,dirìgere
1138,antreiben::V,shoshiltirmoq,incitare
1139,lassen::V,ruxsat bermoq,fare
1140,einladen::V,taklif kilmoq,invitare
1141,vereinigen::V,qo'shmoq,unire
1142,besuchen::V,mehmonga bormoq,visitare
1143,besuchen::V,mehmonga bormoq,far vìsita a
1144,treffen::V,duchor bo'lmoq,incontrare
1145,sich versammeln::V,to'planmoq,rinunirsi
1146,spielen::V,o'ynamoq,giocare
1147,singen::V,yalla qilmoq,cantare
1148,tanzen::V,raqs qilmoq,danzare
1149,sich trennen::V,yakkalanmoq,separarsi
1150,verlassen::V,qoldirmoq,lasciare
1151,verlassen::V,qoldirmoq,abbandonare
1152,retten::V,qutqazmoq,salvare
1153,bewachen::V,qo'rimoq,custodire
1154,schützen::V,yoniga olmoq,protèggere
1155,verteidigen::V,yoqlamoq,difèndere
1156,sich schlagen::V,yoqalashmoq,bàttersi
1157,schießen::V,otmoq,sparare
1158,siegen::V,engmoq,vìncere
1159,ärgern::V,jahl chiqarmoq,stizzire
1160,schlagen::V,urmoq,bàttere
1161,treten::V,tepmoq,calciare
1162,stechen::V,qadamoq,pùngere
1163,stoßen::V,turtmoq,urtare
1164,stoßen::V,turtmoq,spìngere
1165,stehlen::V,o'g'rilamoq,rubare
1166,stören::V,tebratmoq,disturbare
1167,belästigen::V,g'ashini keltirmoq,molestare
1168,belästigen::V,g'ashini keltirmoq,importunare
1169,verbergen::V,berkitmoq,celare
1170,verbergen::V,berkitmoq,nascondere
1171,täuschen::V,aldamoq,ingannare
1172,betrügen::V,tirriq qilmoq,frodare
1173,betrügen::V,tirriq qilmoq,truffare
1174,töten::V,o'ldirmoq,uccìdere
1175,wohnen::V,istiqomat qilmoq,abitare
1176,arbeiten::V,ishlamoq,lavorare
1177,sammeln::V,yig'moq,raccògliere
1178,sammeln::V,yig'moq,collezionare
1179,pflücken::V,termoq,cògliere
1180,jagen::V,ov qilmoq,cacciare
1181,fischen::V,baliq ovlamoq,pescare
1182,fassen::V,ilinmoq,catturare
1183,fassen::V,ilinmoq,acchiappare
1184,hüten::V,boqtirmoq,pascolare
1185,treiben::V,haydamoq,spìngere
1186,anbinden::V,bog'lamoq,legare
1187,anbinden::V,bog'lamoq,attaccare
1188,füttern::V,edirmoq,dar da mangiare a
1189,melken::V,sog'moq,mùngere
1190,hacken::V,chopmoq,tritare
1191,hacken::V,chopmoq,spaccare
1192,gießen::V,oqizmoq,annaffiare
1193,reifen::V,qizarmoq,maturare
1194,zubereiten::V,pishirmoq,preparare
1195,kochen::V,qaynatmoq,cuòcere
1196,backen::V,yopmoq,cuòcere
1197,backen::V,yopmoq,cuòcere al forno
1198,braten::V,qovurmoq,frìggere
1199,braten::V,qovurmoq,arrostire
1200,umrühren::V,atalamoq,mescolare
1201,stricken::V,to'qimoq,llavorare a maglia
1202,nähen::V,tikmoq,cucire
1203,färben::V,bo'yoqlamoq,tìngere
1204,reinigen::V,tozalamoq,pulire
1205,reinigen::V,tozalamoq,nettare
1206,waschen::V,yuvmoq,lavare
1207,abwischen::V,surkamoq,asciugare
1208,spülen::V,chaymoq,lavare
1209,spülen::V,chaymoq,sciacquare
1210,fegen::V,cho'tkalamoq,spazzare
1211,kehren::V,supurmoq,spazzare
1212,baden::V,cho'milmoq,bagnarsi
1213,baden::V,cho'milmoq,fare il bagno
1214,sich waschen::V,yuvinmoq,lavarsi
1215,ausziehen::V,echintirmoq,tògliersi
1216,anziehen::V,kiymoq,mettersi
1217,anziehen::V,kiymoq,indossare
1218,sich anziehen::V,kiyinmoq,vestirsi
1219,kämmen::V,taramoq,pettinare
1220,schmücken::V,yasatmoq,ornare
1221,schmücken::V,yasatmoq,decorare
1222,sagen::V,aytmoq,dire
1223,sprechen::V,so'zlamoq,parlare
1224,reden::V,gapirmoq,parlare
1225,sich unterhalten::V,suhbatlashmoq,conversare
1226,fragen::V,so'ramoq,chièdere
1227,fragen::V,so'ramoq,domandare
1228,bitten::V,iltimos qilmoq,pregare
1229,erzählen::V,aytib bermoq,narrare
1230,erzählen::V,aytib bermoq,raccontare
1231,mitteilen::V,bildirmoq,comunicare
1232,nennen::V,atamoq,nominare
1233,rufen::V,chaqirmoq,chiamare
1234,prahlen::V,gerdaymoq,vantarsi
1235,übersetzen::V,tarjima qilmoq,tradurre
1236,denken::V,o'ylamoq,pensare
1237,glauben::V,ishonmoq,credere
1238,bemerken::V,payqamoq,notare
1239,bemerken::V,payqamoq,osservare
1240,erkennen::V,tanimoq,riconoscere
1241,begreifen::V,tushunmoq,capire
1242,begreifen::V,tushunmoq,comprèndere
1243,verstehen::V,anglamoq,intèndere
1244,verstehen::V,anglamoq,comprèndere
1245,lernen::V,o'qimoq,imparare
1246,lernen::V,o'qimoq,apprèndere
1247,wissen::V,bilmoq,sapere
1248,sich erinnern an::V,äsni tanimoq,ricordare
1249,sich erinnern an::V,äsni tanimoq,ricordarsi di
1250,vergessen::V,unutmoq,dimenticare
1251,messen::V,o'lchamoq,misurare
1252,zählen::V,raqamlamoq,contare
1253,rechnen::V,cho'tlamoq,contare
1254,rechnen::V,cho'tlamoq,calcolare
1255,lesen::V,o'qimoq,lèggere
1256,malen::V,rasm solmoq,dipìngere
1257,zeichnen::V,chizmoq,disegnare
1258,schreiben::V,yozmoq,scrìvere
1259,besitzen::V,ägalamoq,possedere
1260,kaufen::V,olmoq,comprare
1261,kaufen::V,olmoq,acquistare
1262,verkaufen::V,sotmoq,vendere
1263,bezahlen::V,to'lamoq,pagare
1264,zahlen::V,to'lamoq,pagare
1265,beherrschen::V,ägalamoq,dominare
1266,ertragen::V,chidamoq,sopportare
