,Concept_ID,bn,ga
715,schlimm::A,কদর্য,tubaisteach
716,wahr::A,বাস্তব,fíor
717,alt::A,পুরাতন,sean
718,neu::A,নব,úr
719,neu::A,নব,nua
720,neu::A,নূতন,úr
721,neu::A,নূতন,nua
722,ehemalig::A,পূর্বকালীন,iar-
723,ehemalig::A,পূর্বকালীন,sean-
724,alt[Lebewesen]::A,বৃদ্ধ,sean
725,alt[Lebewesen]::A,বৃদ্ধ,aosta
726,jung::A,তরুণ,óg
727,arm::A,ক্ষুদ্র,bocht
728,reich::A,ধনবান্,saibhir
729,reich::A,ধনবান্,rachmasach
730,bekannt::A,সুপরিচিত,atá eolas air
731,berühmt::A,বিখ্যাত,cailiúil
732,berühmt::A,বিখ্যাত,clúiteach
733,fremd::A,বিদেশি,coimhthíoch
734,verschieden::A,বিসদৃশ,éagsúil
735,verschieden::A,বিসদৃশ,difriúil
736,nah::A,নিকটবতী,gar
737,nah::A,নিকটবতী,deas
738,fern::A,দুরবতী,i bhfad uainn
739,fern::A,দুরবতী,i bhfad i gcéin
740,linker::A,বাম,clé
741,rechter::A,ডান,deas
742,rechter::A,ডাইন,deas
743,anderer::A,অন্যতর,eile
744,erster::A,প্রথম,céad
745,zweiter::A,দ্বিতীয়,dóú
746,zweiter::A,দ্বিতীয়,dara
747,dritter::A,তৃতীয়,tríú
748,dritter::A,তৃতীয়,treas
749,letzter::A,সর্বশেষ,déanach
750,letzter::A,সর্বশেষ,deireanach
751,allein::ADV,একক,i d'aonar
752,auf einmal::ADV,জলদি,ag an am céanna
753,zusammen::ADV,একসঙ্গে,le chéile
754,zusammen::ADV,একসঙ্গে,in eineacht
755,lange::ADV,লম্বা,fada
756,plötzlich::ADV,হঠাৎ,go tobann
757,plötzlich::ADV,হঠাৎ,i dtobainne
758,sofort::ADV,মুহ্ণর্তমধ্যে,ar an toirt
759,sofort::ADV,মুহ্ণর্তমধ্যে,ar an bpointe
760,später::ADV,পশ্চাতে,níos déanaí
761,jetzt::ADV,এখন,anois
762,heute::ADV,আজ,inniu
763,morgen::ADV,আগামিকাল,amárach
764,bald::ADV,অস্পকালমধ্যে,go luath
765,bald::ADV,অস্পকালমধ্যে,gan mhoill
766,dann::ADV,তখন,ansin
767,gestern::ADV,গতকাল,inné
768,einst::ADV,একবার মাত্র,tráth
769,einst::ADV,একবার মাত্র,uair amháin
770,damals::ADV,তখন,ag an am
771,damals::ADV,তখন,an t-am sin
772,danach::ADV,পরে,ina dhiaidh sin
773,vorher::ADV,আগে,cheana
774,vorher::ADV,আগে,roimhe sin
775,zuerst::ADV,আগে,ar dtús
776,einmal::ADV,একবার,uair amháin
777,manchmal::ADV,কখনও কখনও,uaireanta
778,oft::ADV,ঘনঘন,minic
779,immer::ADV,সর্বদা,i gcónaí
780,niemals::ADV,কখলও নহে,riamh
781,hier::ADV,এখানে,anseo
782,hierhin::ADV,এখানে,anseo
783,von hier::ADV,ত্রই স্তান হইতে,an áit seo
784,dort::ADV,ওখানে,ann
785,dort::ADV,ওখানে,ansin
786,dorthin::ADV,ওখানে,ann
787,dorthin::ADV,ওখানে,ansin
788,geradeaus::ADV,অগ্রগামী,ar aghaidh
789,vorwärts::ADV,সন্মুখিকে,
790,rückwärts::ADV,খিরিয়া,siar
791,zurück::ADV,পিঠ,ar ais
792,unten::ADV,নীচে,thíos
793,hinab::ADV,নিম্নগামী,síos
794,oben::ADV,উপরে,thuas
795,hinauf::ADV,উচ্চতর অংশে,suas
796,überall::ADV,সর্বত্র,i ngach áit
797,überall::ADV,সর্বত্র,ar fud na háite
798,nicht::ADV,না,ní
799,nicht::ADV,না,cha
800,ein wenig::ADV,অল্প,beagán
801,kaum::ADV,কষ্টসহকাবে,ar éigean
802,sehr::ADV,খুব,an-
803,so::ADV,তত,chomh
804,so::ADV,তত,mar sin
805,noch::ADV,এখন পর্যস্ত,fós
806,noch::ADV,এখন পর্যস্ত,go fóill
807,nur::ADV,শুধু,amháin
808,nur::ADV,শুধু,níl ach
809,schon::ADV,ইতঃপুর্বে,cheana
810,schon::ADV,ইতঃপুর্বে,cheana féin
811,wieder::ADV,আবার,arís
812,wieder::ADV,আবার,athuair
813,vergebens::ADV,বিফলে,amú
814,vergebens::ADV,বিফলে,in aisce
815,vor::PRP,সম্মুখে,ar thosach
816,hinter::PRP,পশ্চাতে,laistiar de
817,hinter::PRP,পশ্চাতে,taobh thiar de
818,unter::PRP,নীচে,faoi
819,durch::PRP,দ্বারা,trí
820,neben::PRP,কাছে,taobh le
821,neben::PRP,কাছে,in aice le
822,zwischen::PRP,মধ্যে,idir
823,wegen::PRP,জন্য,de bharr
824,wegen::PRP,জন্য,mar gheall ar
825,dies::PRN,এটা,seo
826,das::PRN,ওটা,sin
827,alles::PRN,সব,gach rud
828,ich::PRN,আমি,mé
829,ich::PRN,আমি,mise
830,du::PRN,তুমি,tú
831,du::PRN,তুমি,tusa
832,er::PRN,উনি,sé
833,er::PRN,উনি,seisean
834,wir::PRN,আমরা,sinn
835,ihr::PRN,তোমরা,sibh
836,ihr::PRN,তোমরা,sibhse
837,sie::PRN,তারা,siad
838,sie::PRN,তারা,siadsan
839,was::FPRN,কি,cad
840,was::FPRN,কি,céard
841,wer::FPRN,কে,cé
842,wo::FADV,কোথায়,cá
843,wo::FADV,কোথায়,cén áit
844,wohin::FADV,কোথায়,cá
845,wohin::FADV,কোথায়,cén áit
846,wie::FADV,কেমন,conas
847,wie::FADV,কেমন,cén chaoi
848,warum::FADV,কেন,cén fáth
849,warum::FADV,কেন,cad chuige
850,wieviel::FNUM,কত,cá mhéad
851,eins::NUM,অক,aon
852,zwei::NUM,দুই,dhá
853,drei::NUM,তিন,trí
854,vier::NUM,চার,ceathair
855,fünf::NUM,পাঁচ,cúig
856,sechs::NUM,ছয়,sé
857,sieben::NUM,সাত,seacht
858,acht::NUM,আট,ocht
859,neun::NUM,নয়,naoi
860,zehn::NUM,দশ,deich
861,elf::NUM,এগারো,aon déag
862,zwölf::NUM,দ্বাদশ,dó dhéag
863,zwanzig::NUM,বিশ,fiche
864,dreißig::NUM,ত্রিশ,tríocha
865,vierzig::NUM,চল্লিশ,daichead
866,vierzig::NUM,চল্লিশ,ceathracha
867,fünfzig::NUM,পঞ্চাশ,caoga
868,sechzig::NUM,ষাট,seasca
869,siebzig::NUM,সত্তর,seachtó
870,achtzig::NUM,আশি,ochtó
871,neunzig::NUM,নব্বুই,nócha
872,hundert::NUM,শত,céad
873,tausend::NUM,হাজার,míle
874,und::CNJ,আর,agus
875,und::CNJ,এবং,agus
876,oder::CNJ,বা,nó
877,stehen::V,দাঁড়ানো,seas
878,sitzen::V,বসা,suigh
879,liegen::V,শোয়া,luigh
880,hängen::V,ঝোলা,tá crochta
881,werden::V,হইয়া উঠা,éirigh
882,passieren::V,ঘটা,tarlaigh
883,beginnen::V,আরম্ভ হওয়া,tosaigh
884,enden::V,শেষ হওয়া,críochnaigh
885,wechseln::V,রূপাস্তর করা,athraigh
886,aufgehen[Sonne]::V,উদিত হওয়া,éirigh
887,untergehen[Sonne]::V,অস্ত যাওয়া,fuin
888,untergehen[Sonne]::V,অস্ত যাওয়া,téigh faoi
889,scheinen[Sonne]::V,আলো দেওয়া,taitin
890,scheinen[Sonne]::V,আলো দেওয়া,soilsigh
891,donnern::V,বজ্রধ্বনি করা,tá toirneach ann
892,wehen::V,প্রবাহিত হওয়া,séid
893,strömen::V,প্রবাহিত হওয়া,sil
894,fließen::V,ছুটা,rith
895,fließen::V,ছুটা,snigh
896,sich drehen::V,পাক খাওয়া,cas
897,sich drehen::V,পাক খাওয়া,imrothlaigh
898,schwanken::V,দোলা,luasc
899,schwingen::V,দোলা,luasc
900,fallen::V,পড়া,tit
901,brennen::V,সেঁকা,dóigh
902,rauchen::V,ধোঁয়া ছড়ান,plúch toite
903,regnen::V,বর্ষণ_করা,báistigh
904,regnen::V,বর্ষণ_করা,tá ag cur báistí
905,gefrieren::V,হিমায়িত হওয়া,sioc
906,gefrieren::V,হিমায়িত হওয়া,reoigh
907,tauen::V,গলা,leáigh
908,tauen::V,গলা,coscair
909,schmelzen::V,গলা,leáigh
910,trocknen::V,শুষ্ক করা,triomaigh
911,sieden::V,ফোঁড়া,fiuch
912,sieden::V,ফোঁড়া,beirigh
913,faulen::V,ক্ষয় হওয়া,lobh
914,faulen::V,ক্ষয় হওয়া,dreoigh
915,verfaulen::V,ক্ষয় হওয়া ,lobh
916,verfaulen::V,ক্ষয় হওয়া ,feoigh
917,reißen::V,ছিঁড়া,bris
918,versinken::V,ডুবা,téigh síos
919,vergehen::V,যাওয়া,téigh thart
920,erscheinen::V,আসা,tar
921,verschwinden::V,অদৃশ্য হওয়া,imigh
922,sinken::V,হ্রাস হওয়া,tit
923,sinken::V,হ্রাস হওয়া,ísligh
924,abnehmen::V,হ্রাস হওয়া,maolaigh
925,abnehmen::V,হ্রাস হওয়া,laghdaigh
926,zunehmen::V,বৃদ্ধি পাওয়া,méadaigh
927,steigen::V,ওঠা,éirigh
928,wachsen::V,বড় হওয়া,fás
929,glänzen::V,জ্বলা,lonraigh
930,funkeln::V,জ্বল্জ্বল করা,drithligh
931,läuten::V,রুসুঝুসু করা,buail
932,klingeln::V,বাজা,buail
933,klirren::V,টুংটাং-শব্দ করা,cling
934,brausen::V,গর্জন করা,búir
935,rauschen::V,মর্মরধ্বনি করা,tá ag siosarnach
936,klingen::V,শব্দ করা,tá glór ag
937,bellen::V,ঘেউ ঘেউ করা,amhastraigh
938,heulen::V,গর্জন করা,glam
939,blasen::V,ফুঁ দেওয়া,séid
940,pfeifen::V,শিস্ দেওয়া,lig fead
941,schreien::V,চিৎকার করা,béic
942,schreien::V,চিৎকার করা,glaoigh
943,stöhnen::V,গোঁ-গো করা,lig cnead
944,zittern::V,কাঁপা,crith
945,zittern::V,কাঁপা,creathnaigh
946,leben::V,বাঁচা,mair
947,geboren werden::V,জন্মানো,rugadh
948,atmen::V,শ্বাস ফেলা,análaigh
949,trinken::V,পান করা,ól
950,essen::V,ভক্ষণ করা,ith
951,schlucken::V,গেলা,slog
952,müde werden::V,পরিশ্রান্ত হওয়া,tuirsigh
953,einschlafen::V,নিদ্রামগ্ন হওয়া,tit ina chodladh
954,schlafen::V,নিদ্রা যাওয়া,codail
955,aufwachen::V,জাগা,múscail
956,aufstehen::V,জাগা,éirigh
957,sich erholen::V,আরাম করা,lig scíth
958,krank werden::V,অসুস্থ হত্তয়া,éirigh tinn
959,krank sein::V,রূগ্ণ হত্তয়া,tá tinn
960,schmerzen::V,কন্কন করা,tá pian i
961,husten::V,কাশা,déan casacht
962,genesen::V,আরোগ্য হওয়া,téarnaigh
963,sterben::V,মারা যাওয়া,éag
964,sterben::V,মারা যাওয়া,faigh bás
965,umkommen::V,মারা যাওয়া,caill
966,sich bewegen::V,চলা,bog
967,sich bewegen::V,চলা,gluais
968,sich rühren::V,নড়া,corraigh
969,sich erheben::V,উদিত হওয়া,seas suas
970,sich setzen::V,বসা,suigh
971,hinfallen::V,পড়া,tit
972,laufen::V,হাঁটা,siúil
973,schreiten::V,হাঁটা,siúil
974,spazierengehen::V,পায়চারি করা,téigh ag spaisteoireacht
975,eilen::V,ত্বরাম্বিত করা,deifrigh
976,eilen::V,ত্বরাম্বিত করা,brostaigh
977,sich beeilen::V,ত্বরাম্বিত করা,deifrigh
978,sich beeilen::V,ত্বরাম্বিত করা,déan deifir
979,sausen::V,ধেয়ে যাওয়া,luathaigh
980,rennen::V,চলা,rith
981,springen::V,লাফানো,léim
982,klettern::V,আরোহণ করা,dreap
983,schaukeln::V,দোলা,téigh ar an maide corrach
984,kriechen::V,হামাগুড়ি দেওয়া,snámh
985,schwimmen::V,সাঁতার কাটা,snámh
986,tauchen::V,ডোবা,tum
987,rudern::V,দাঁড় টানা,iomair
988,rudern::V,দাঁড় টানা,rámhaigh
989,fahren::V,চালান,tiomáin
990,fliegen::V,ওড়া,eitil
991,gehen::V,যাওয়া,téigh
992,weggehen::V,প্রস্থান করা,imigh
993,abfahren::V,প্রস্থান করা,imigh
994,anhalten::V,থামা,stad
995,hineingehen::V,ঢোকা,téigh isteach
996,eintreten::V,ঢোকা,téigh isteach
997,kommen::V,আসা,tar
998,ankommen::V,আসা,tar
999,zurückkommen::V,ফিরা,fill
1000,bleiben::V,থাকা,fan
1001,warten::V,অপেক্ষা করা,fan
1002,erwarten::V,অপেক্ষা করা,tá ag súil le
1003,erwarten::V,অপেক্ষা করা,tá ag dréim le
1004,suchen::V,খোঁজ করা,lorg
1005,finden::V,পাওয়া,faigh
1006,finden::V,পাওয়া,aimsigh
1007,versuchen::V,পরখ করা,triail
1008,vorbereiten::V,প্রস্তুত করা,réitigh
1009,lieben::V,ভালবাসা,gráigh
1010,mögen::V,পছন্দ করা,taitin le
1011,mögen::V,পছন্দ করা,is maith le
1012,lachen::V,হাসা,gáir
1013,rühren::V,হৃদয়ম্পর্শ করা,téigh i bhfeidhm ar
1014,weinen::V,কাঁদা,goil
1015,weinen::V,কাঁদা,caoin
1016,schimpfen::V,নালিশ করা,tá ag clamhsán
1017,sich ärgern::V,রাগ হত্তয়া,tá corraithe
1018,sich fürchten::V,ভয় করা,tá eagla ar
1019,fürchten::V,ডরা,tá eagla ar
1020,fliehen::V,পালানো,teith
1021,flüchten::V,পালানো,éalaigh
1022,sehen::V,দেখা,feic
1023,anschauen::V,দেখা,dearc
1024,anschauen::V,দেখা,féach ar
1025,ansehen::V,দেখা,breathnaigh
1026,hören::V,শোনা,cluin
1027,zuhören::V,শোনা,éist
1028,probieren::V,পরখ করা,bliais
1029,riechen::V,শুঁকা,bolaigh
1030,fühlen::V,অনুভব করা,braith
1031,fühlen::V,অনুভব করা,mothaigh
1032,scheinen::V,মনে হত্তয়া,tá an chuma ar
1033,zu sehen sein::V,দেখা দেত্তয়া,tá le feiceáil
1034,vernehmen::V,শোনা,clois
1035,frieren::V,শীত লাগা,tá fuar
1036,tun::V,করা,déan
1037,können::V,পারা,féad
1038,können::V,পারা,is féidir le
1039,wollen::V,ইচ্ছা করা,tá ag iarraidh
1040,anfangen::V,আরম্ভ করা,tosaigh
1041,anfangen::V,আরম্ভ করা,cuir tús le
1042,beenden::V,শেষ করা,críochnaigh
1043,beenden::V,শেষ করা,cuir deireadh le
1044,aufhören::V,থামা,stad
1045,gelingen::V,সিদ্ধিলাভ করা,éirigh le
1046,geraten::V,পরিণত হত্তয়া,tá deireadh ar
1047,öffnen::V,খোলা,oscail
1048,schließen::V,বন্ধ করা,dún
1049,schließen::V,বন্ধ করা,iaigh
1050,stellen::V,স্থাপন করা,cuir
1051,setzen::V,স্থাপন করা,cuir
1052,setzen::V,স্থাপন করা,socraigh
1053,legen::V,স্থাপন করা,cuir
1054,berühren::V,স্পর্শ করা,teagmhaigh le
1055,verbinden::V,সংযুক্ত করা,ceangail
1056,bedecken::V,ঢাকা,clúdaigh
1057,bedecken::V,ঢাকা,cumhdaigh
1058,aufhängen::V,ঝুলানো,croch
1059,anzünden::V,জ্বালান,las
1060,anzünden::V,জ্বালান,adhain
1061,aufheben::V,কুড়াইয়া তোলা,tóg
1062,aufheben::V,কুড়াইয়া তোলা,ardaigh
1063,zurücklassen::V,পরিত্যাগ করা,fág
1064,verlieren::V,হারান,caill
1065,fallen lassen::V,ফেলা,lig uait
1066,fallen lassen::V,ফেলা,caith uait
1067,machen::V,গঠন করা,déan
1068,machen::V,গঠন করা,réitigh
1069,herstellen::V,সৃষ্টি করা,táirg
1070,bauen::V,নির্মাণ করা,tóg
1071,reparieren::V,মেরামত করা,deisigh
1072,verbessern::V,উন্নতিলাভ করা,feabhsaigh
1073,ändern::V,পরিবর্তিত করা,athraigh
1074,graben::V,খনন করা,tochail
1075,beugen::V,নোয়া,crom
1076,biegen::V,নোয়া,lúb
1077,drehen::V,ঘোরান,cas
1078,wenden::V,উলটাইয়া দেত্তয়া,tiontaigh
1079,umdrehen::V,উলটানো,iompaigh
1080,umdrehen::V,উলটানো,tiontaigh
1081,heben::V,উত্তোলন করা,ardaigh
1082,hochheben::V,উঁচু করা,tóg
1083,ergreifen::V,দখল করা,beir ar
1084,halten::V,ধরা,coimeád
1085,halten::V,ধরা,coinnigh
1086,drücken::V,টেপা,brúigh
1087,schieben::V,ঠেলা,brúigh
1088,kratzen::V,চাঁচা,scríob
1089,lecken::V,চাটা,ligh
1090,lecken::V,চাটা,leadhb
1091,beißen::V,দংশন করা,bain greim as
1092,abreißen::V,বিচ্ছিন্ন করা,stróic
1093,abreißen::V,বিচ্ছিন্ন করা,tarraing
1094,abschneiden::V,বিচ্ছিন্ন করা,scoith
1095,binden::V,বন্ধন করা,ceangail
1096,stecken::V,বিদ্ধ করা,sáigh
1097,brechen::V,ভাঙা,bris
1098,klopfen::V,আঘাত করা,cnag
1099,hauen::V,আঘাত করা,buail
1100,kleben::V,সাঁটা,gliúáil
1101,reiben::V,ঘষা,cuimil
1102,streichen::V,ছড়াইয়া,leath
1103,schleifen::V,ধার দেওয়া,líomh
1104,schneiden::V,কাটা,gearr
1105,rütteln::V,নাড়ান,croith
1106,schütteln::V,নড়া,croith
1107,schwenken::V,দোলা,luasc
1108,schütten::V,বর্ষণ করা,doirt
1109,füllen::V,পরিপূর্ণ করা,líon
1110,einwickeln::V,মুড়া,cuach
1111,einwickeln::V,মুড়া,clúdaigh
1112,tragen::V,বহন করা,iompair
1113,schleppen::V,টানা,tarraing
1114,ziehen::V,টানা,tarraing
1115,aufbewahren::V,রাখা,coinnigh
1116,werfen::V,ছুড়া,caith
1117,fangen::V,লোফা,ceap
1118,packen::V,ধরা,beir ar
1119,verstecken::V,গোপন করা,folaigh
1120,verstecken::V,গোপন করা,cuir i bhfolach
1121,teilen::V,বিভক্ত করা,roinn
1122,schicken::V,প্রেরণ করা,seol
1123,bringen::V,আনা,beir
1124,bringen::V,আনা,tabhair
1125,hinzufügen::V,একত্র করা,cuir le
1126,bekommen::V,পাওয়া,faigh
1127,erhalten::V,পাওয়া,faigh
1128,nehmen::V,নেওয়া,tóg
1129,nehmen::V,নেওয়া,glac
1130,wählen::V,বাছা,pioc
1131,wählen::V,বাছা,roghnaigh
1132,auswählen::V,বাছা,roghnaigh
1133,bewahren::V,বাঁচাইয়া রাখা,caomhnaigh
1134,behindern::V,বাধা দেওয়া,cuir bac ar
1135,verderben::V,নষ্ট করা,mill
1136,beschädigen::V,ক্ষতি করা,loit
1137,beschädigen::V,ক্ষতি করা,déan damáiste do
1138,zerbrechen::V,ভাঙ্গিয়া যাওয়া,bris
1139,zerreißen::V,ছিঁড়া,stiall
1140,zerstören::V,বিনাশ করা,mill
1141,zerstören::V,বিনাশ করা,scrios
1142,verbrennen::V,দহন করা,las
1143,verbrennen::V,দহন করা,dóigh
1144,geben::V,দেওয়া,tabhair
1145,reichen::V,দেওয়া,sín
1146,reichen::V,দেওয়া,cuir
1147,schenken::V,উপহার দেত্তয়া,bronn
1148,schenken::V,উপহার দেত্তয়া,tabhair
1149,versprechen::V,প্রতিশ্রুতি দেওয়া,geall
1150,wünschen::V,আকাঙ্ক্ষা করা,guigh
1151,loben::V,প্রশংসা করা,mol
1152,küssen::V,চুম্বন করা,póg
1153,wiegen::V,দুলানো,bog
1154,wiegen::V,দুলানো,luasc
1155,zudecken::V,ঢাকা,clúdaigh
1156,wecken::V,জাগানো,dúisigh
1157,zeigen::V,দেখানো,taispeáin
1158,führen::V,পথ দেখানো,treoraigh
1159,lehren::V,শেখানো,múin
1160,lehren::V,শেখানো,teagasc
1161,unterrichten::V,শিক্ষা দেওয়া,múin
1162,unterrichten::V,শিক্ষা দেওয়া,teagasc
1163,aufziehen::V,পালন করা,tóg
1164,leiten::V,পরিচালনা করা,tá i gceannas ar
1165,antreiben::V,চালনা করা,gríosaigh
1166,lassen::V,অনুমতি দেওয়া,cuir ag
1167,einladen::V,নিমন্ত্রণ করা,cuir cuireadh ar
1168,vereinigen::V,এক করা,aontaigh
1169,besuchen::V,দেখিতে যাওয়া,tabhair cuairt ar
1170,treffen::V,সন্মুখীন হওয়া,cas ar
1171,treffen::V,সন্মুখীন হওয়া,buail le
1172,sich versammeln::V,জড়ো হওয়া,bailigh
1173,sich versammeln::V,জড়ো হওয়া,cruinnigh
1174,spielen::V,খেলা,imir
1175,spielen::V,খেলা,tá ag spraoi
1176,singen::V,গাওয়া,can
1177,tanzen::V,নাচা,rinc
1178,tanzen::V,নাচা,damhsaigh
1179,sich trennen::V,পৃথক করা,scar
1180,verlassen::V,পরিত্যাগ করা,fág
1181,retten::V,উদ্ধার করা,tarrtháil
1182,bewachen::V,পাহারা দেওয়া,cosain
1183,bewachen::V,পাহারা দেওয়া,gardáil
1184,schützen::V,রক্ষা করা,cosain
1185,verteidigen::V,রক্ষা করা,cosain
1186,sich schlagen::V,লড়াই করা,tá ag bruíon
1187,schießen::V,তীরবেগে ছোটা,caith
1188,schießen::V,তীরবেগে ছোটা,scaoil
1189,siegen::V,জেতা,bain
1190,siegen::V,জেতা,buaigh
1191,ärgern::V,বিরক্ত করা,cuir isteach ar
1192,schlagen::V,আঘাত করা,buail
1193,treten::V,লাথি মারা,ciceáil
1194,stechen::V,দংশন করা,sáigh
1195,stoßen::V,ঠেলা,brúigh
1196,stoßen::V,ঠেলা,soncáil
1197,stehlen::V,অপহরণ করা,goid
1198,stören::V,ঘাঁটান,cuir isteach ar
1199,belästigen::V,বিরক্ত করা,cuir as do
1200,verbergen::V,গোপন করা,ceil
1201,täuschen::V,প্রবঞ্চনা করা,cuir dallamullóg ar
1202,betrügen::V,প্রতারণা করা,déan calaois ar
1203,töten::V,হত্যা করা,maraigh
1204,wohnen::V,বাস করা,cuir faoi
1205,wohnen::V,বাস করা,tá ina chónaí
1206,arbeiten::V,কাজ করা,oibrigh
1207,sammeln::V,সংগ্রহ করা,bailigh
1208,sammeln::V,সংগ্রহ করা,cruinnigh
1209,pflücken::V,চয়ন করা,pioc
1210,jagen::V,শিকার করা,seilg
1211,fischen::V,মাছ ধরা,iasc
1212,fassen::V,ধরা,beir ar
1213,hüten::V,যুথভুক্ত করা,aoirigh
1214,treiben::V,চালনা করা,seol
1215,treiben::V,চালনা করা,tiomáin
1216,anbinden::V,বন্ধন করা,ceangail
1217,füttern::V,ভোজন করানো,cothaigh
1218,füttern::V,ভোজন করানো,beathaigh
1219,melken::V,দুগ্ধ দোহন করা,bligh
1220,melken::V,দুগ্ধ দোহন করা,crúigh
1221,hacken::V,কাটা,gearr
1222,gießen::V,বর্ষণ করা,uiscigh
1223,reifen::V,পাকা,aibigh
1224,zubereiten::V,রন্ধন করা,cócaráil
1225,kochen::V,রন্ধন করা,bruith
1226,kochen::V,রন্ধন করা,beirigh
1227,backen::V,সেকা,bácáil
1228,braten::V,ভাজা,róst
1229,braten::V,ভাজা,frioch
1230,umrühren::V,নড়ানো,measc
1231,stricken::V,বোনা,cniotáil
1232,nähen::V,সেলাই করা,fuaigh
1233,färben::V,রঞ্জিত করা,dathaigh
1234,reinigen::V,পরিষ্কার করা,glan
1235,waschen::V,পরিষ্কার করা,nigh
1236,abwischen::V,মুছা,glan
1237,spülen::V,পরিষ্কার করা,sruthlaigh
1238,fegen::V,ঝাঁট দেওয়া,scuab
1239,kehren::V,ঝাঁট দেওয়া,scuab
1240,baden::V,অবগাহন করা,folc
1241,sich waschen::V,ধোয়া,nigh é féin
1242,ausziehen::V,খুলা,bain de
1243,anziehen::V,গায়ে দেত্তয়া,cuir ar
1244,sich anziehen::V,পোশাক পরা,gléas é féin
1245,kämmen::V,আঁচড়ানো,cíor
1246,schmücken::V,সাজান করা,maisigh
1247,sagen::V,উচ্চারণ করা,abair
1248,sprechen::V,বলা,labhair
1249,reden::V,আলাপ করা,caintigh
1250,sich unterhalten::V,আড্ডা দেওয়া,caintigh
1251,sich unterhalten::V,আড্ডা দেওয়া,tá ag comhrá
1252,fragen::V,জিজ্ঞাসা করা,fiafraigh
1253,fragen::V,জিজ্ঞাসা করা,cuir ceist
1254,bitten::V,প্রার্থনা করা,iarr
1255,erzählen::V,বর্ণনা করা,inis
1256,erzählen::V,বর্ণনা করা,eachtraigh
1257,mitteilen::V,বলা,aithris
1258,mitteilen::V,বলা,cuir in iúl
1259,nennen::V,নাম দেওয়া,ainmnigh
1260,rufen::V,আমন্ত্রণ করা,glaoigh
1261,prahlen::V,বড়াই করা,maígh
1262,übersetzen::V,ভাষাস্তরিত করা,aistrigh
1263,denken::V,ভাবা,síl
1264,denken::V,ভাবা,ceap
1265,glauben::V,বিশ্বাস করা,creid
1266,bemerken::V,লক্ষ্য করা,tabhair faoi deara
1267,erkennen::V,চিনিতে পারা,aithin
1268,begreifen::V,উপলব্ধি করা,tuig
1269,verstehen::V,উপলব্ধি করা,tuig
1270,lernen::V,শেখা,foghlaim
1271,wissen::V,জানা,tá a fhios ag
1272,sich erinnern an::V,মনে করা,cuimhnigh ar
1273,sich erinnern an::V,মনে করা,is cuimhne ar
1274,vergessen::V,বিস্মৃত হওয়া,dearmad
1275,messen::V,মাপা,tomhais
1276,zählen::V,গণনা করা,cuntais
1277,rechnen::V,হিসাব করা,ríomh
1278,rechnen::V,হিসাব করা,áirigh
1279,lesen::V,পাঠ করা,léigh
1280,malen::V,আঁকা,péinteáil
1281,zeichnen::V,ছকা,línigh
1282,zeichnen::V,ছকা,tarraing
1283,schreiben::V,লেখা,scríobh
1284,besitzen::V,অধিকার করা,is le
1285,kaufen::V,ক্রয় করা,ceannaigh
1286,verkaufen::V,বেচা,díol
1287,bezahlen::V,প্রদান করা,íoc as
1288,zahlen::V,প্রদান করা,íoc
1289,beherrschen::V,শাসন করা,rialaigh
1290,ertragen::V,বহন করা,seas
1291,ertragen::V,বহন করা,fulaing
1292,ertragen::V,বহন করা,foighnigh
1293,lärmen::V,,tóg callán
