,Concept_ID,lv,xal
160,Rauch::N,тшын,утан
161,Rauch::N,dūmi,утан
162,Funke::N,кинь,очн
163,Funke::N,би кинь,очн
164,Funke::N,dzirkstele,очн
165,Feuer::N,би,һал
166,Feuer::N,uguns,һал
167,Licht::N,югӧр,герл
168,Licht::N,gaisma,герл
169,Schatten::N,вуджӧр,сүүдр
170,Schatten::N,ēna,сүүдр
171,Wetter::N,поводдя,теңгр
172,Wetter::N,laiks,теңгр
173,Nebel::N,ру,будн
174,Nebel::N,онь,будн
175,Nebel::N,migla,будн
176,Wolke::N,кымӧр,үүлн
177,Wolke::N,mākonis,үүлн
178,Regen::N,зэр,хур
179,Regen::N,lietus,хур
180,Schnee::N,лым,цасн
181,Schnee::N,sniegs,цасн
182,Eis::N,йи,мөсн
183,Eis::N,ledus,мөсн
184,Frost::N,кӧдзыд,киитн
185,Frost::N,sals,киитн
186,Kälte::N,кӧдзыд,киитн
187,Kälte::N,saltums,киитн
188,Kälte::N,aukstums,киитн
189,Hitze::N,пӧсь,халун
190,Hitze::N,гожӧд,халун
191,Hitze::N,karstums,халун
192,Raureif::N,пуж,цаң
193,Raureif::N,пуж,кирү
194,Raureif::N,гыӧр,цаң
195,Raureif::N,гыӧр,кирү
196,Raureif::N,sarma,цаң
197,Raureif::N,sarma,кирү
198,Regenbogen::N,ӧшкамӧшка,солңһ
199,Regenbogen::N,varavīksne,солңһ
200,Donner::N,гым,оһтрһун дун
201,Donner::N,pērkons,оһтрһун дун
202,Strömung::N,ва ныр,урсхл
203,Strömung::N,визувтӧм,урсхл
204,Strömung::N,straume,урсхл
205,Strömung::N,strāvojums,урсхл
206,Tropfen::N,войт,дусал
207,Tropfen::N,lāse,дусал
208,Schaum::N,быг,көөсн
209,Schaum::N,быгзьӧм,көөсн
210,Schaum::N,putas,көөсн
211,Schmutz::N,няйт,кир
212,Schmutz::N,dubļi,кир
213,See::N,ты,нур
214,See::N,ezers,нур
215,Sumpf::N,гыбад,унул
216,Sumpf::N,кад,унул
217,Sumpf::N,dumbrājs,унул
218,Sumpf::N,staignājs,унул
219,Moor::N,нюр,улм
220,Moor::N,purvs,улм
221,Moor::N,muklājs,улм
222,Wiese::N,видз,хадлһн
223,Wiese::N,pļava,хадлһн
224,Wald::N,вӧр,ө-модн
225,Wald::N,mežs,ө-модн
226,Hügel::N,дзиб,толһа
227,Hügel::N,мыльк,толһа
228,Hügel::N,нӧрыс,толһа
229,Hügel::N,paugurs,толһа
230,Anhöhe::N,мыльк,хамр
231,Anhöhe::N,нӧрыс,хамр
232,Anhöhe::N,paugurs,хамр
233,Berg::N,чой,уул
234,Berg::N,керӧс,уул
235,Berg::N,kalns,уул
236,Gipfel::N,чук,ора
237,Gipfel::N,virsotne,ора
238,Höhle::N,рудӧг,хадин көндә
239,Höhle::N,ala,хадин көндә
240,Abhang::N,ньывк,ташу
241,Abhang::N,бокша,ташу
242,Abhang::N,nogāze,ташу
243,Quelle::N,ӧшмӧс,булг
244,Quelle::N,avots,булг
245,Bach::N,шор,һооҗур
246,Bach::N,urga,һооҗур
247,Bach::N,strauts,һооҗур
248,Fluss::N,ю,һол
249,Fluss::N,upe,һол
250,Ufer::N,вадор,көвә
251,Ufer::N,krasts,көвә
252,Küste::N,вадор,көвә
253,Küste::N,вадор,теңгсин көвә
254,Küste::N,piekraste,көвә
255,Küste::N,piekraste,теңгсин көвә
256,Festland::N,му,хүүрә һазр
257,Festland::N,sauszeme,хүүрә һазр
258,Meer::N,саридз,теңгс
259,Meer::N,jūra,теңгс
260,Bucht::N,куръя,цекә
261,Bucht::N,куръя,теңгсин цекә
262,Bucht::N,līcis,цекә
263,Bucht::N,līcis,теңгсин цекә
264,Insel::N,ді,арл
265,Insel::N,sala,арл
266,Blume::N,дзоридз,цецг
267,Blume::N,puķe,цецг
268,Blume::N,zieds,цецг
269,Gras::N,турун,ноһан
270,Gras::N,zāle,ноһан
271,Wurzel::N,вуж,уңг
272,Wurzel::N,sakne,уңг
273,Baum::N,пу,модн
274,Baum::N,koks,модн
275,Stamm::N,пучер,шилв
276,Stamm::N,пучер,һол модн
277,Stamm::N,stumbrs,шилв
278,Stamm::N,stumbrs,һол модн
279,Rinde::N,кырсь,көрсн
280,Rinde::N,miza,көрсн
281,Ast::N,ув,ац
282,Ast::N,zars,ац
283,Zweig::N,вож,ац
284,Zweig::N,nozare,ац
285,Blatt::N,кор,хамтхасн
286,Blatt::N,lapa,хамтхасн
287,Birke::N,кыдз,хусм модн
288,Birke::N,bērzs,хусм модн
289,Kiefer[Baum]::N,пожӧм,шар харһа
290,Kiefer[Baum]::N,priede,шар харһа
291,Weide[Baum]::N,бадь,удн
292,Weide[Baum]::N,kārkls,удн
293,Tanne::N,коз,җөөлн цаһан модн
294,Tanne::N,egle,җөөлн цаһан модн
295,Horn::N,сюр,өвр
296,Horn::N,rags,өвр
297,Feder::N,гӧн,өрвлг
298,Feder::N,тывборд,өрвлг
299,Feder::N,spalva,өрвлг
300,Fell::N,ку,арсн
301,Fell::N,āda,арсн
302,Flügel::N,борд,җивр
303,Flügel::N,spārns,җивр
304,Klaue::N,гыж,хумсн
305,Klaue::N,nags,хумсн
306,Kralle::N,гыж,тавг
307,Kralle::N,nags,тавг
308,Schwanz::N,бӧж,сүл
309,Schwanz::N,ļipa,сүл
310,Ei::N,кольк,өндгн
311,Ei::N,ola,өндгн
312,Nest::N,поз,үр
313,Nest::N,ligzda,үр
314,Bau::N,горс,нүкн
315,Bau::N,пырмӧс,нүкн
316,Bau::N,гу,нүкн
317,Bau::N,ala,нүкн
318,Tier::N,пемӧс,мал
319,Tier::N,dzīvnieks,мал
320,Herde::N,стада,сүрг мал
321,Herde::N,кельӧб,сүрг мал
322,Herde::N,ganāmpulks,сүрг мал
323,Kuh::N,мӧс,үкр
324,Kuh::N,govs,үкр
325,Bulle::N,ӧш,бух
326,Bulle::N,bullis,бух
327,Pferd::N,вӧв,мөрн
328,Pferd::N,zirgs,мөрн
329,Schaf::N,ыж,хөн
330,Schaf::N,aita,хөн
331,Schwein::N,порсь,һаха
332,Schwein::N,cūka,һаха
333,Hund::N,пон,ноха
334,Hund::N,suns,ноха
335,Katze::N,кань,мис
336,Katze::N,kaķis,мис
337,Bär::N,ош,аю
338,Bär::N,lācis,аю
339,Eichhörnchen::N,ур,кермн
340,Eichhörnchen::N,vāvere,кермн
341,Elch::N,йӧра,хандһа
342,Elch::N,alnis,хандһа
343,Fuchs::N,руч,арат
344,Fuchs::N,lapsa,арат
345,Hase::N,кӧч,туула
346,Hase::N,zaķis,туула
347,Maus::N,шыр,хулһн
348,Maus::N,pele,хулһн
349,Wolf::N,кӧин,чон
350,Wolf::N,vilks,чон
351,Vogel::N,кай,шовун
352,Vogel::N,лэбач,шовун
353,Vogel::N,putns,шовун
354,Schwarm::N,чукӧр,зел
355,Schwarm::N,spiets,зел
356,Huhn::N,курӧг,така
357,Huhn::N,vista,така
358,Hahn::N,петук,эр така
359,Hahn::N,gailis,эр така
360,Gans::N,дзодзӧг,һалун
361,Gans::N,zoss,һалун
362,Adler::N,кутш,һәрд
363,Adler::N,ērglis,һәрд
364,Ente::N,утка,нуһсн
365,Ente::N,pīle,нуһсн
366,Eule::N,сюзь,һурвлһ
367,Eule::N,pūce,һурвлһ
368,Kranich::N,тури,тоһрун
369,Kranich::N,dzērve,тоһрун
370,Krähe::N,рака,шаазһа
371,Krähe::N,vārna,шаазһа
372,Kuckuck::N,кӧк,эргин хуцдг
373,Kuckuck::N,dzeguze,эргин хуцдг
374,Schwan::N,юсь,хун
375,Schwan::N,gulbis,хун
376,Fisch::N,чери,заһсн
377,Fisch::N,zivs,заһсн
378,Barsch::N,ёкыш,шүрг
379,Barsch::N,asaris,шүрг
380,Hecht::N,сир,цурх
381,Hecht::N,līdaka,цурх
382,Schlange[Tier]::N,кый,моһа
383,Schlange[Tier]::N,čūska,моһа
384,Wurm::N,номыр,өтн
385,Wurm::N,tārps,өтн
386,Spinne::N,черань,аралҗн
387,Spinne::N,zirneklis,аралҗн
388,Ameise::N,кодзувкот,шорһлҗн
389,Ameise::N,skudra,шорһлҗн
390,Laus::N,той,бөөсн
391,Laus::N,uts,бөөсн
392,Mücke::N,ном,бөкүн
393,Mücke::N,ods,бөкүн
394,Fliege::N,гут,батхн
395,Fliege::N,muša,батхн
396,Schmetterling::N,бобув,эрвәкә
397,Schmetterling::N,tauriņš,эрвәкә
398,Beere::N,тусь,бөөлҗрһн
399,Beere::N,вотӧс,бөөлҗрһн
400,Beere::N,oga,бөөлҗрһн
401,Apfel::N,яблӧг,альмн
402,Apfel::N,ābols,альмн
403,Pilz::N,тшак,теңгрин ки
404,Pilz::N,sēne,теңгрин ки
405,Zwiebel::N,луккок,мәңгрснә толһа
406,Zwiebel::N,йӧнгыль,мәңгрснә толһа
407,Zwiebel::N,sīpols,мәңгрснә толһа
408,Saat::N,тусь,буудян экн
409,Saat::N,кӧйдыс,буудян экн
410,Saat::N,sēkla,буудян экн
411,Korn::N,тусь,экн
412,Korn::N,grauds,экн
413,Heu::N,турун,өвсн
414,Heu::N,siens,өвсн
415,Schale::N,кор,хальсн
416,Schale::N,čaula,хальсн
417,Schale::N,čaumala,хальсн
418,Grube::N,гу,нүкн
419,Grube::N,bedre,нүкн
420,Falle::N,лэч,урх
421,Falle::N,лэч,хавх
422,Falle::N,slazds,урх
423,Falle::N,slazds,хавх
424,Falle::N,lamatas,урх
425,Falle::N,lamatas,хавх
426,Schlinge::N,лэч,бүтү
427,Schlinge::N,cilpa,бүтү
428,Spur::N,туй,мөр
429,Spur::N,pēda,мөр
430,Asche::N,пӧм,үмсн
431,Asche::N,pelni,үмсн
432,Dreck::N,няйт,бальчг
433,Dreck::N,dubļi,бальчг
434,Eisen::N,кӧрт,төмр
435,Eisen::N,dzelzs,төмр
436,Gold::N,зарни,алтн
437,Gold::N,zelts,алтн
438,Silber::N,эзысь,мөңгн
439,Silber::N,эзысь,цаһан мөңгн
440,Silber::N,sudrabs,мөңгн
441,Silber::N,sudrabs,цаһан мөңгн
442,Kohle::N,шом,нүүрсн
443,Kohle::N,ogle,нүүрсн
444,Glas::N,стеклӧ,шил
445,Glas::N,stikls,шил
446,Lehm::N,сёй,шавр
447,Lehm::N,māls,шавр
448,Sand::N,лыа,элсн
449,Sand::N,smiltis,элсн
450,Mensch::N,морт,күн
451,Mensch::N,морт,күмн
452,Mensch::N,cilvēks,күн
453,Mensch::N,cilvēks,күмн
454,Mann::N,аймӧрт,эр
455,Mann::N,мужичӧй,эр
456,Mann::N,vīrietis,эр
457,Frau::N,ань,күүкд күн
458,Frau::N,нывбаба,күүкд күн
459,Frau::N,sieviete,күүкд күн
460,Kind::N,кага,үрн
461,Kind::N,bērns,үрн
462,Junge::N,пи,көвүн
463,Junge::N,zēns,көвүн
464,Junge::N,puika,көвүн
465,Junge::N,puisis,көвүн
466,Mädchen::N,ныв,бичкн күүкн
467,Mädchen::N,meiča,бичкн күүкн
468,Mädchen::N,skuķis,бичкн күүкн
469,Mädchen::N,meitene,бичкн күүкн
470,Familie::N,семья,бүл
471,Familie::N,ģimene,бүл
472,Großvater::N,пӧль,өвк эцк
473,Großvater::N,пӧль,наһц эцк
474,Großvater::N,vecaistēvs,өвк эцк
475,Großvater::N,vecaistēvs,наһц эцк
476,Großmutter::N,баб,эмг эк
477,Großmutter::N,баб,наһц эк
478,Großmutter::N,vecāmāte,эмг эк
479,Großmutter::N,vecāmāte,наһц эк
480,Eltern::N,ай-мам,эк эцк хойр
481,Eltern::N,бать-мам,эк эцк хойр
482,Eltern::N,vecāki,эк эцк хойр
483,Vater::N,бать,эцк
484,Vater::N,ай,эцк
485,Vater::N,tēvs,эцк
486,Mutter::N,мам,эк
487,Mutter::N,māte,эк
488,Sohn::N,пи,көвүн
489,Sohn::N,dēls,көвүн
490,Tochter::N,ныв,күүкн
491,Tochter::N,meita,күүкн
492,Bruder::N,вок,дү көвүн
493,Bruder::N,brālis,дү көвүн
494,Schwester::N,чой,эгч
495,Schwester::N,чой,дү күүкн
496,Schwester::N,māsa,эгч
497,Schwester::N,māsa,дү күүкн
498,Onkel::N,дядь,авһ
499,Onkel::N,дядь,наһцх
500,Onkel::N,tēvocis,авһ
501,Onkel::N,tēvocis,наһцх
502,Tante::N,тьӧт,наһц эгч
503,Tante::N,tante,наһц эгч
504,Ehemann::N,верӧс,залу
505,Ehemann::N,vīrs,залу
506,Ehefrau::N,гӧтыр,гергн
507,Ehefrau::N,sieva,гергн
508,Freude::N,радлун,байр
509,Freude::N,prieks,байр
510,Gelächter::N,серам,инәдн
511,Gelächter::N,smiekli,инәдн
512,Glück::N,шуд,җирһл
513,Glück::N,шуд,сәәхн җирһл
514,Glück::N,laime,җирһл
515,Glück::N,laime,сәәхн җирһл
516,Kummer::N,шог,зовлң
517,Kummer::N,bēdas,зовлң
518,Kummer::N,raizes,зовлң
519,Wunsch::N,кӧсйӧм,дурн
520,Wunsch::N,vēlme,дурн
521,Wunsch::N,vēlējums,дурн
522,Lust::N,кыскӧм,җилвтлһн
523,Lust::N,радейтӧм,җилвтлһн
524,Lust::N,kāre,җилвтлһн
525,Geist::N,лов,зөрг
526,Geist::N,gars,зөрг
527,Gedanke::N,мӧвп,ухан
528,Gedanke::N,doma,ухан
529,Gedächtnis::N,паметь,чееҗин тодлвр
530,Gedächtnis::N,atmiņa,чееҗин тодлвр
531,Verstand::N,вежӧр,ухан
532,Verstand::N,prāts,ухан
533,Sinn::N,мог,учр-утх
534,Sinn::N,вежӧртас,учр-утх
535,Sinn::N,nozīme,учр-утх
536,Grund::N,помка,учр
537,Grund::N,помка,шалтан
538,Grund::N,pamats,учр
539,Grund::N,pamats,шалтан
540,Grund::N,iemesls,учр
541,Grund::N,iemesls,шалтан
542,Wahrheit::N,збыль,үнн
543,Wahrheit::N,збыльтор,үнн
544,Wahrheit::N,taisnība,үнн
545,Wahrheit::N,patiesība,үнн
546,Gespräch::N,сёрни,күүндвүр
547,Gespräch::N,saruna,күүндвүр
548,Märchen::N,мойд,тууль
549,Märchen::N,pasaka,тууль
550,Erzählung::N,висьт,келвр
551,Erzählung::N,stāsts,келвр
552,Erzählung::N,nostāsts,келвр
553,Nachricht::N,юӧртӧм,медүллһн
554,Nachricht::N,ziņa,медүллһн
555,Neuigkeit::N,выльтор,зәңг
556,Neuigkeit::N,jaunums,зәңг
557,Name::N,ним,нерн
558,Name::N,vārds,нерн
559,Rätsel::N,нӧдкыв,тәәлвртә тууль
560,Rätsel::N,mīkla,тәәлвртә тууль
561,Rede::N,сёрни,келлһн
562,Rede::N,runa,келлһн
563,Sprache::N,кыв,келн
564,Sprache::N,valoda,келн
565,Stimme::N,гӧлӧс,дун
566,Stimme::N,вом шы,дун
567,Stimme::N,balss,дун
568,Wort::N,кыв,үг
569,Wort::N,vārds,үг
570,Zeichen::N,пас,темдг
571,Zeichen::N,zīme,темдг
572,Ruf::N,чукӧстчӧм,дуудлһн
573,Ruf::N,корӧм,дуудлһн
574,Ruf::N,sauciens,дуудлһн
575,Lärm::N,шы,шууган
576,Lärm::N,зык,шууган
577,Lärm::N,зычитӧм,шууган
578,Lärm::N,troksnis,шууган
579,Laut::N,шы,ә
580,Laut::N,skaņa,ә
581,Ton::N,шы,дун
582,Ton::N,tonis,дун
583,Lied::N,сьылан,дун
584,Lied::N,сьыланкыв,дун
585,Lied::N,dziesma,дун
586,Ruhe::N,чӧв,амулң
587,Ruhe::N,miers,амулң
588,Leute::N,йӧз,әмтн
589,Leute::N,войтыр,әмтн
590,Leute::N,ļaudis,әмтн
591,Leute::N,cilvēki,әмтн
592,Volk::N,йӧз,улс
593,Volk::N,войтыр,улс
594,Volk::N,tauta,улс
595,Arbeit::N,удж,көдлмш
596,Arbeit::N,darbs,көдлмш
597,Gast::N,гӧсть,гиич
598,Gast::N,viešņa,гиич
599,Gast::N,ciemiņš,гиич
600,Geschenk::N,козин,белг
601,Geschenk::N,dāvana,белг
602,Spiel::N,ворсан,наадн
603,Spiel::N,rotaļa,наадн
604,Gesellschaft::N,котыр,олн
605,Gesellschaft::N,biedrība,олн
606,Gesellschaft::N,kompānija,олн
607,Hilfe::N,отсӧг,нөкд
608,Hilfe::N,palīdzība,нөкд
609,Freund::N,ёрт,иньг
610,Freund::N,draugs,иньг
611,Kamerad::N,ёрт,үр
612,Kamerad::N,biedrs,үр
613,Angelegenheit::N,мог,керг
614,Angelegenheit::N,делӧ,керг
615,Angelegenheit::N,darīšana,керг
616,Anzahl::N,лыд,то
617,Anzahl::N,тшӧт,то
618,Anzahl::N,skaits,то
619,Anzahl::N,daudzums,то
620,Art::N,сикас,зүүл
621,Art::N,suga,зүүл
622,Art::N,šķira,зүүл
623,Stück::N,тор,хусг
624,Stück::N,gabals,хусг
625,Teil::N,юкӧн,хүв
626,Teil::N,daļa,хүв
627,Hälfte::N,пӧв,өрәл
628,Hälfte::N,джын,өрәл
629,Hälfte::N,puse,өрәл
630,Kreis::N,кытш,төгрг
631,Kreis::N,aplis,төгрг
632,Kreis::N,riņķis,төгрг
633,Kreuz::N,перна,кирс
634,Kreuz::N,крест,кирс
635,Kreuz::N,krusts,кирс
636,Linie::N,визь,зурасн
637,Linie::N,līnija,зурасн
638,Strich::N,визь,татасн
639,Strich::N,svītra,татасн
640,Abstand::N,кост,зә
641,Abstand::N,коласт,зә
642,Abstand::N,atstarpe,зә
643,Entfernung::N,ылна,һазр
644,Entfernung::N,attālums,һазр
645,Entfernung::N,atstatums,һазр
646,Gegend::N,му-ва,һазр
647,Gegend::N,apvidus,һазр
648,Gegend::N,apgabals,һазр
649,Platz::N,ылдӧс,зә
650,Platz::N,йир,зә
651,Platz::N,гӧгӧртас,зә
652,Platz::N,vieta,зә
653,Ort::N,ин,бәәрн
654,Ort::N,места,бәәрн
655,Ort::N,vieta,бәәрн
656,Seite::N,бок,тал
657,Seite::N,бок,хаҗу
658,Seite::N,бок,хәврһ
659,Seite::N,ӧтарладор,тал
660,Seite::N,ӧтарладор,хаҗу
661,Seite::N,ӧтарладор,хәврһ
662,Seite::N,sāns,тал
663,Seite::N,sāns,хаҗу
664,Seite::N,sāns,хәврһ
665,Mitte::N,шӧр,дунд
666,Mitte::N,vidus,дунд
667,Gegenstand::N,кӧлуй,юмн
668,Gegenstand::N,priekšmets,юмн
669,Sache::N,добра,юмн
670,Sache::N,lieta,юмн
671,Rand::N,дор,зах
672,Rand::N,mala,зах
673,Rand::N,apmale,зах
674,Kante::N,дор,ирмәг
675,Kante::N,šķautne,ирмәг
676,Ecke::N,пельӧс,өнцг
677,Ecke::N,kakts,өнцг
678,Ecke::N,stūris,өнцг
679,Spitze::N,йыв,үзүр
680,Spitze::N,smaile,үзүр
681,Spitze::N,galotne,үзүр
682,Ende::N,пом,үзүр
683,Ende::N,gals,үзүр
684,Ende::N,uzgalis,үзүр
685,Loch::N,розь,хаһрха
686,Loch::N,caurums,хаһрха
687,Winkel::N,пельӧс,булң
688,Winkel::N,leņķis,булң
689,Muster::N,сер,намч
690,Muster::N,piemērs,намч
691,Größe::N,ыджда,кемҗән
692,Größe::N,lielums,кемҗән
693,Länge::N,кузьта,ут
694,Länge::N,garums,ут
695,Höhe::N,джуджда,өндр
696,Höhe::N,augstums,өндр
697,Gewicht::N,сьӧкта,күнд
698,Gewicht::N,сьӧкта,чиңнүр
699,Gewicht::N,сьӧкталун,күнд
700,Gewicht::N,сьӧкталун,чиңнүр
701,Gewicht::N,svars,күнд
702,Gewicht::N,svars,чиңнүр
703,Gewicht::N,smagums,күнд
704,Gewicht::N,smagums,чиңнүр
705,Menge::N,лун,ик
706,Menge::N,числӧ,ик
707,Menge::N,masa,ик
708,Menge::N,daudzums,ик
709,Haufen::N,чукӧр,ова
710,Haufen::N,čupa,ова
711,Haufen::N,grēda,ова
712,Haufen::N,kaudze,ова
713,Reihe::N,рад,зерг
714,Reihe::N,рад,зерглән
715,Reihe::N,rinda,зерг
716,Reihe::N,rinda,зерглән
717,Reihe::N,virkne,зерг
718,Reihe::N,virkne,зерглән
719,Boot::N,пыж,оңһц
720,Boot::N,laiva,оңһц
721,Ruder::N,пелыс,хәәв
722,Ruder::N,ӧпаснӧй,хәәв
723,Ruder::N,airis,хәәв
724,Ruder::N,irklis,хәәв
725,Schlitten::N,дадь,цан
726,Schlitten::N,ragavas,цан
727,Ski::N,лызь,лыҗ
728,Ski::N,slēpe,лыҗ
729,Lagerfeuer::N,бипур,костёр
730,Lagerfeuer::N,ugunskurs,костёр
731,Last::N,сьӧкыдтор,күнд
732,Last::N,krava,күнд
733,Gang::N,мунӧм,йовлһн
734,Gang::N,ветлӧм,йовлһн
735,Gang::N,eja,йовлһн
736,Gang::N,gājums,йовлһн
737,Schritt::N,воськов,ишкм
738,Schritt::N,воськовтӧм,ишкм
739,Schritt::N,solis,ишкм
740,Norden::N,войвыв,ар үзг
741,Norden::N,ziemeļi,ар үзг
742,Süden::N,лунвыв,өмн
743,Süden::N,лунвыв,өмн үзг
744,Süden::N,dienvidi,өмн
745,Süden::N,dienvidi,өмн үзг
746,Westen::N,рытыв,барун
747,Westen::N,рытыв,барун үзг
748,Westen::N,rietumi,барун
749,Westen::N,rietumi,барун үзг
750,Osten::N,асыв,зүн
751,Osten::N,асыв,зүн үзг
752,Osten::N,austrumi,зүн
753,Osten::N,austrumi,зүн үзг
754,Holz::N,пу,модн
755,Holz::N,koks,модн
756,Holz::N,koksne,модн
757,Brett::N,пӧв,харһа
758,Brett::N,dēlis,харһа
759,Platte::N,плита,хавтха чолун
760,Platte::N,plate,хавтха чолун
761,Platte::N,plāksne,хавтха чолун
762,Stütze::N,пыкӧд,тулг
763,Stütze::N,мыджӧд,тулг
764,Stütze::N,balsts,тулг
765,Stütze::N,atspaids,тулг
766,Stange::N,потш,уньн
767,Stange::N,maikste,уньн
768,Stock::N,бедь,модн
769,Stock::N,boze,модн
770,Stock::N,spieķis,модн
771,Stab::N,зир,шуург
772,Stab::N,zizlis,шуург
773,Rohr::N,труба,турва
