,Concept_ID,ko,ja
850,eintreten::V,들러가다,中に入る
851,kommen::V,오다,来る
852,ankommen::V,고챀하다,着く
853,ankommen::V,고챀하다,到着する
854,zurückkommen::V,보기,帰る
855,bleiben::V,체류,留まる
856,warten::V,기다리다,待つ
857,erwarten::V,기대하다,期待する
858,suchen::V,찾다,探る
859,suchen::V,구하다,探る
860,finden::V,찾아내다,見つける
861,versuchen::V,시험하다,試す
862,vorbereiten::V,재비하다,準備する
863,lieben::V,사랑하다,愛する
864,mögen::V,줗아하다,好きである
865,lachen::V,웃다,笑う
866,rühren::V,건드리다,感情を動かす
867,weinen::V,울다,泣く
868,schimpfen::V,꾸짖다,叱る
869,sich ärgern::V,화를내게 하다,怒る
870,sich ärgern::V,화를내게 하다,腹を立てる
871,sich fürchten::V,두려원하다,怖がる
872,fürchten::V,두려원하다,恐れる
873,fliehen::V,도망치다,逃げる
874,flüchten::V,도주하다,逃亡する
875,sehen::V,보다,見る
876,anschauen::V,바라보다,眺める
877,ansehen::V,바라보다,見る
878,hören::V,듣다,聞く
879,zuhören::V,듣다,聴く
880,probieren::V,시식하다,食べてみる
881,riechen::V,내새를맡다,気取る
882,fühlen::V,느끼다,感じる
883,scheinen::V,...것같다,ように見える
884,zu sehen sein::V,보이는,見える
885,vernehmen::V,듣다,承る
886,vernehmen::V,들어서일다,承る
887,frieren::V,춥다,寒気がする
888,tun::V,하다,する
889,können::V,할주릴다,出来る
890,wollen::V,바라다,-たい
891,anfangen::V,시작하다,始める
892,beenden::V,다하다,終える
893,aufhören::V,그만두다,止める
894,gelingen::V,성국하다,成功する
895,geraten::V,잘되어가다,当たる
896,öffnen::V,열다,開く
897,öffnen::V,열다,開ける
898,schließen::V,추측하다,閉める
899,stellen::V,세우다,置く
900,stellen::V,세우다,据える
901,setzen::V,놓다,座らせる
902,legen::V,눕히다,置く
903,berühren::V,대다,触る
904,berühren::V,대다,触れる
905,verbinden::V,옝열하다,結びつける
906,bedecken::V,덮다,覆う
907,aufhängen::V,매달다,掛ける
908,anzünden::V,점화하다,燃やす
909,anzünden::V,점화하다,火をつける
910,aufheben::V,위로올리다,拾う
911,zurücklassen::V,튀에남기다,残す
912,verlieren::V,잃다,無くす
913,fallen lassen::V,떨어뜨리다,落とす
914,machen::V,하다,作る
915,herstellen::V,제조하다,製造する
916,bauen::V,짓다,建設する
917,reparieren::V,수셩자다,直す
918,reparieren::V,수셩자다,修理する
919,verbessern::V,정정하다,改良する
920,ändern::V,바꾸다,変える
921,graben::V,파다,掘る
922,beugen::V,구부리다,折る
923,biegen::V,굽히다,曲げる
924,drehen::V,회전,回す
925,wenden::V,회전시키다,裏返す
926,umdrehen::V,회전시키다,裏返す
927,heben::V,일으아키다,挙げる
928,hochheben::V,틀어올리다,持ち上げる
929,ergreifen::V,잡다,取り上げる
930,halten::V,잡다,持つ
931,drücken::V,누르다,押す
932,schieben::V,밀다,ずらす
933,kratzen::V,긁다,引っ掻く
934,lecken::V,핥다,なめる
935,beißen::V,물다,噛む
936,abschneiden::V,귾어내다,切り取る
937,binden::V,매다,縛る
938,stecken::V,찌르다,差し込む
939,brechen::V,금,破る
940,klopfen::V,치다,とんとん叩く
941,hauen::V,때리다,叩く
942,kleben::V,들러붙다,貼る
943,kleben::V,들러붙다,くっ付ける
944,reiben::V,문지르다,擦る
945,streichen::V,쓰다듬다,塗る
946,schleifen::V,갈다,研ぐ
947,schneiden::V,베다,切る
948,rütteln::V,흔들다,揺さぶる
949,schütteln::V,흔들다,振る
950,schütteln::V,흔들다,揺さぶる
951,schwenken::V,흔들다,振る
952,schütten::V,따르다,注ぐ
953,füllen::V,담다,いっぱいにする
954,einwickeln::V,싸다,包む
955,tragen::V,지우다,運ぶ
956,schleppen::V,끌다,引きずる
957,ziehen::V,당기다,引く
958,aufbewahren::V,간직하다,預かる
959,werfen::V,던지다,投げる
960,fangen::V,밥다,受ける
961,packen::V,쥐다,掴む
962,verstecken::V,숨기다,隠す
963,teilen::V,나누다,分ける
964,schicken::V,보내다,送る
965,bringen::V,가겨,持って行く
966,hinzufügen::V,부가하다,加える
967,bekommen::V,얻다,得る
968,erhalten::V,지니다,受ける
969,nehmen::V,잡다,取る
970,wählen::V,선거하다,選ぶ
971,auswählen::V,선출하다,選ぶ
972,bewahren::V,저장보종,保存する
973,behindern::V,훼방하다,妨害する
974,verderben::V,못쓰게 되다,台無しにする
975,beschädigen::V,상하게하다,損傷する
976,zerbrechen::V,깨뜨리다,割る
977,zerreißen::V,잡아쫓다,引き裂く
978,zerstören::V,파괴하다,破壊する
979,verbrennen::V,소실하다,焼く
980,geben::V,주다,上げる
981,reichen::V,내일다,渡す
982,schenken::V,주다,贈る
983,versprechen::V,약속하다,約束する
984,wünschen::V,바라다,望む
985,loben::V,칭찬하다,褒める
986,küssen::V,키스하다,キスする
987,wiegen::V,어르다,揺する
988,zudecken::V,뚜꺼을하다,覆う
989,wecken::V,깨우다,起こす
990,zeigen::V,보이다,見せる
991,führen::V,가게하다,案内する
992,lehren::V,가르치다,教える
993,unterrichten::V,가르지다,通知する
994,aufziehen::V,사육하다,育てる
995,leiten::V,이끌다,導く
996,antreiben::V,몰다,励ます
997,lassen::V,내버려두다,～させる
998,einladen::V,초청하다,誘う
999,einladen::V,초청하다,招待する
1000,vereinigen::V,하나로하다,一つにする
1001,besuchen::V,방문하다,訪ねる
1002,treffen::V,만나다,出会う
1003,sich versammeln::V,조립하다,集まる
1004,spielen::V,눌다,遊ぶ
1005,singen::V,노래하다,歌う
1006,tanzen::V,춤추하다,踊る
1007,sich trennen::V,가르다,別れる
1008,verlassen::V,버림받은,別れる
1009,retten::V,구조하다,救う
1010,retten::V,구조하다,助ける
1011,bewachen::V,치키다,見張る
1012,bewachen::V,치키다,軽微する
1013,schützen::V,보호하다,保護する
1014,verteidigen::V,막다,守る
1015,sich schlagen::V,치다,殴る
1016,schießen::V,쏘다,撃つ
1017,siegen::V,이기다,勝つ
1018,ärgern::V,성을내게하다,怒らせる
1019,schlagen::V,치다,殴る
1020,treten::V,디디다,蹴る
1021,stechen::V,찌르다,突く
1022,stoßen::V,찌르다,突く
1023,stehlen::V,훔치다,盗る
1024,stören::V,움직이다,構う
1025,belästigen::V,괴롭히다,邪魔する
1026,verbergen::V,숨기다,隠す
1027,täuschen::V,속이다,だます
1028,betrügen::V,속이다,だます
1029,töten::V,죽이다,殺す
1030,wohnen::V,실다,住む
1031,arbeiten::V,일하다,働く
1032,sammeln::V,모으다,集める
1033,sammeln::V,모으다,収集する
1034,pflücken::V,꿔다,摘む
1035,jagen::V,사냥하다,狩りをする
1036,fischen::V,고기를잡다,釣る
1037,fassen::V,움켜쥐다,捕る
1038,hüten::V,망보다,放牧する
1039,treiben::V,몰아세우다,追う
1040,anbinden::V,묶다,繋ぐ
1041,füttern::V,사료를주다,餌をやる
1042,melken::V,젖을짜다,搾乳する
1043,hacken::V,자르다,刻む
1044,gießen::V,물을대다,水をやる
1045,reifen::V,성숙하다,熟す
1046,zubereiten::V,조제하다,調理する
1047,kochen::V,요리하다,煮る
1048,backen::V,쿱다,焼く
1049,braten::V,굽다,焼く
1050,braten::V,굽다,炒める
1051,umrühren::V,교반하다,混ぜる
1052,stricken::V,뜨개질하다,編む
1053,nähen::V,꿰매다,縫う
1054,färben::V,채색하다,染める
1055,reinigen::V,청소하다,掃除する
1056,waschen::V,씻다,洗う
1057,waschen::V,씻다,洗濯する
1058,abwischen::V,닦다,拭く
1059,spülen::V,씻다,洗う
1060,spülen::V,씻다,すすぐ
1061,fegen::V,소체하다,掃除する
1062,kehren::V,청소하다,掃く
1063,baden::V,감다,入浴する
1064,sich waschen::V,모믈 씻다,洗う
1065,ausziehen::V,벗다,脱ぐ
1066,anziehen::V,끌어움직이다,着る
1067,kämmen::V,빗다,梳く
1068,schmücken::V,치레하다,飾る
1069,sagen::V,말하다,言う
1070,sprechen::V,말하다,話す
1071,reden::V,이야기하다,話す
1072,fragen::V,질문하다,聞く
1073,bitten::V,원하다,頼む
1074,bitten::V,원하다,お願いする
1075,erzählen::V,이야기하다,物語る
1076,mitteilen::V,이야기하다,伝える
1077,nennen::V,부르다,名づける
1078,rufen::V,불러내다,呼ぶ
1079,prahlen::V,자랑하다,自慢する
1080,übersetzen::V,번역하다,訳す
1081,denken::V,생각하다,考える
1082,glauben::V,믿다,信じる
1083,bemerken::V,인자하다,気が付く
1084,erkennen::V,인식하다,認識する
1085,begreifen::V,파악하다,分かる
1086,verstehen::V,이해하다,聞き取る
1087,lernen::V,배우다,学ぶ
1088,lernen::V,배우다,勉強する
1089,wissen::V,알다,知っている
1090,sich erinnern an::V,상기하다,思い出す
1091,vergessen::V,잊다,忘れる
1092,messen::V,측정하다,計る
1093,messen::V,측정하다,測定する
1094,zählen::V,세다,数える
1095,rechnen::V,게산하다,計算する
1096,lesen::V,읽다,読む
1097,malen::V,그리다,描く
1098,zeichnen::V,소묘하다,写生する
1099,schreiben::V,쓰다,書く
1100,besitzen::V,소유하다,所持する
1101,kaufen::V,사다,買う
1102,verkaufen::V,팔다,売る
1103,bezahlen::V,지불하다,払う
1104,zahlen::V,치르다,支払う
1105,beherrschen::V,지배하다,支配する
1106,ertragen::V,참다,耐える
1107,Raureif::N,,霧氷
1108,Grube::N,,穴
1109,Lust::N,,気
1110,Nachricht::N,,報告
1111,klug::A,,賢い
1112,klug::A,,頭のいい
1113,von hier::ADV,,ここから
1114,müde werden::V,,眠くなる
1115,krank werden::V,,病気になる
1116,krank sein::V,,病気である
1117,abreißen::V,,剝ぎ取る
1118,sich anziehen::V,,着る
1119,sich unterhalten::V,,話をする
