,Concept_ID,ko,hi
210,Ast::N,가지,शाखा
211,Zweig::N,가지,टहनी
212,Blatt::N,잎,पत्र
213,Blatt::N,잎,पत्ता
214,Birke::N,자작나무,भूर्ज
215,Kiefer[Baum]::N,소나무,पाइन-वृक्ष
216,Weide[Baum]::N,쉬양버들,बेंत
217,Tanne::N,전나무,फ़र
218,Horn::N,뿔,सींग
219,Horn::N,뿔,विषाण
220,Feder::N,깃털,पर
221,Feder::N,깃털,पंख
222,Fell::N,피혁모피,खाल
223,Fell::N,피혁모피,पशु-चर्म
224,Flügel::N,날개,पंख
225,Flügel::N,날개,डैना
226,Klaue::N,갈고리 발톺,पंजा
227,Kralle::N,발툭,पंजा
228,Kralle::N,발툭,नाख़ून
229,Schwanz::N,꼬리,पूँछ
230,Ei::N,알,अंडा
231,Nest::N,보금자리,नीड़
232,Nest::N,보금자리,घोंसला
233,Bau::N,굴,बिल
234,Bau::N,굴,माँद
235,Tier::N,짐승,पशु
236,Tier::N,짐승,जानवर
237,Herde::N,가축의떼,गल्ला
238,Kuh::N,암소,गौ
239,Kuh::N,암소,गाय
240,Bulle::N,황소,साँड़
241,Pferd::N,말,अश्व
242,Pferd::N,말,घोड़ा
243,Schaf::N,양,भेड़
244,Schwein::N,돼지,शूकर
245,Hund::N,개,श्वान
246,Hund::N,개,कुत्ता
247,Katze::N,고양이,बिल्ली
248,Bär::N,콤,रीछ
249,Bär::N,콤,भालू
250,Eichhörnchen::N,다람쥐,गिलहरी
251,Elch::N,고라니,एल्क
252,Fuchs::N,여우,लोमड़ी
253,Hase::N,토끼,खरहा
254,Hase::N,토끼,ख़रगोश
255,Maus::N,쥐,मूष
256,Maus::N,쥐,चूहा
257,Wolf::N,늑대,वृक
258,Wolf::N,늑대,भेड़िया
259,Vogel::N,새,पक्षी
260,Vogel::N,새,चिड़िया
261,Schwarm::N,뗴,झुंड
262,Huhn::N,암탉,मुर्ग़ी
263,Hahn::N,수탉,मुर्ग़ा
264,Gans::N,거위,हंस
265,Gans::N,거위,हंसिनी
266,Adler::N,수리,उक़ाब
267,Ente::N,오리,बतख़
268,Ente::N,오리,बत्तक
269,Eule::N,부엉이,उल्लू
270,Kranich::N,두루미,सारस
271,Kranich::N,두루미,क्रौंंच
272,Krähe::N,까마귀,काक
273,Kuckuck::N,뻐꾸기,कोयल
274,Kuckuck::N,뻐꾸기,कोकिल
275,Schwan::N,배조,हंस
276,Schwan::N,배조,मराल
277,Fisch::N,물고기,मछली
278,Fisch::N,물고기,मत्स्य
279,Barsch::N,농어,पर्च
280,Hecht::N,에속스,पाइक
281,Schlange[Tier]::N,뱀,सर्प
282,Wurm::N,벌레,कृमि
283,Wurm::N,벌레,कीड़ा
284,Spinne::N,거미,लूता
285,Spinne::N,거미,मकड़ी
286,Ameise::N,개미,चींटी
287,Laus::N,이,जूँ
288,Mücke::N,모기,डाँस
289,Fliege::N,날기,मक्खी
290,Fliege::N,날기,मक्षिका
291,Schmetterling::N,나비,तितली
292,Beere::N,장과,बेरी
293,Apfel::N,사과,सेब
294,Pilz::N,고방이,खुंबी
295,Zwiebel::N,양파,प्याज़
296,Saat::N,씨,बीज
297,Korn::N,알맹이,दाना
298,Heu::N,건초,मूखी घास
299,Schale::N,피상,बकला
300,Schale::N,피상,छिलका
301,Falle::N,함정,जाल
302,Falle::N,함정,फँदा
303,Schlinge::N,올가미,फँदा
304,Schlinge::N,멜빵붕대,फँदा
305,Spur::N,발지국,सुराग़
306,Spur::N,발지국,पद-चिह्न
307,Asche::N,재,राख
308,Dreck::N,똥,मैल
309,Dreck::N,똥,गंदगी
310,Dreck::N,오물,मैल
311,Dreck::N,오물,गंदगी
312,Eisen::N,쇠,लोहा
313,Eisen::N,철,लोहा
314,Gold::N,항금,सोना
315,Gold::N,항금,स्वर्ण
316,Silber::N,은,रजत
317,Silber::N,은,चाँदी
318,Kohle::N,슻,कोयला
319,Glas::N,유리,काँच
320,Lehm::N,찰흙,चिकनी मिट्टी
321,Sand::N,모래,रेत
322,Sand::N,모래,बालू
323,Mensch::N,사람,मानव
324,Mensch::N,사람,इनसान
325,Mensch::N,사람,मनुष्य
326,Mann::N,남자,आदमी
327,Mann::N,남자,पुरुष
328,Frau::N,여자,औरत
329,Frau::N,여자,महिला
330,Frau::N,여자,स्त्री
331,Kind::N,아이,बाल
332,Kind::N,아이,बच्चा
333,Junge::N,소녁,लड़का
334,Mädchen::N,소녀,लड़की
335,Mädchen::N,소녀,कुमारी
336,Familie::N,가족,परिवार
337,Großvater::N,할아버지,दादा
338,Großmutter::N,할머니,नानी
339,Eltern::N,어버오,माँ-बाप
340,Eltern::N,어버오,माता-पिता
341,Vater::N,아버지,बाप
342,Vater::N,아버지,पिता
343,Mutter::N,어머니,माँ
344,Mutter::N,어머니,माता
345,Sohn::N,아들,बेटा
346,Sohn::N,아들,पुत्र
347,Tochter::N,딸기,बेटी
348,Tochter::N,딸기,पुत्री
349,Bruder::N,형제,भाई
350,Bruder::N,형제,भ्राता
351,Schwester::N,누이,बहन
352,Schwester::N,누이,भगिनी
353,Onkel::N,백부,ताऊ
354,Onkel::N,백부,काका
355,Tante::N,아주머니,बूआ
356,Tante::N,아주머니,फूफी
357,Tante::N,아주머니,ख़ाला
358,Ehemann::N,남편,पति
359,Ehemann::N,남편,शौहर
360,Ehefrau::N,아내,बीवी
361,Freude::N,기쁨,आनंद
362,Freude::N,기쁨,प्रसन्नता
363,Gelächter::N,웃음,हँसी
364,Gelächter::N,웃음,क़हक़हा
365,Glück::N,즐거움,आनंद
366,Glück::N,즐거움,ख़ुशी
367,Kummer::N,슬픔,शोक
368,Kummer::N,슬픔,दुःख
369,Wunsch::N,소망,इच्छा
370,Wunsch::N,소망,अभिलाषा
371,Geist::N,할기,जान
372,Geist::N,할기,प्राण
373,Gedanke::N,상념,विचार
374,Gedächtnis::N,기억,याददाश्त
375,Gedächtnis::N,기억,स्मरण-शक्ति
376,Verstand::N,분별,समझ
377,Verstand::N,분별,अक़्ल
378,Verstand::N,분별,बुद्धि
379,Verstand::N,지능,समझ
380,Verstand::N,지능,अक़्ल
381,Verstand::N,지능,बुद्धि
382,Sinn::N,센스,अर्थ
383,Grund::N,까닭,वजह
384,Grund::N,까닭,कारण
385,Wahrheit::N,참,सत्य
386,Wahrheit::N,참,सच्चाई
387,Wahrheit::N,진실,सत्य
388,Wahrheit::N,진실,सच्चाई
389,Gespräch::N,대화,चर्चा
390,Gespräch::N,대화,वार्ता
391,Gespräch::N,대화,बात-चीत
392,Märchen::N,동화,क़िस्सा
393,Erzählung::N,이야기,कथा
394,Erzählung::N,이야기,कहानी
395,Neuigkeit::N,뉴스,ख़बर
396,Neuigkeit::N,뉴스,समाचार
397,Name::N,이름,नाम
398,Rätsel::N,수수께끼,पहेली
399,Rede::N,연설,वचन
400,Rede::N,연설,भाषण
401,Sprache::N,말,भाषा
402,Sprache::N,말,ज़बान
403,Stimme::N,목소리,स्वर
404,Stimme::N,목소리,आवाज़
405,Wort::N,낱말,शब्द
406,Wort::N,낱말,लफ़्ज़
407,Zeichen::N,신호,निशान
408,Ruf::N,부름,पुकार
409,Ruf::N,부름,आह्वान
410,Lärm::N,소동,शोर
411,Lärm::N,소동,हुल्लड़
412,Laut::N,음성,स्वर
413,Laut::N,음성,ध्वनि
414,Ton::N,목소리,सुर
415,Ton::N,목소리,स्वर
416,Lied::N,노래,गीत
417,Ruhe::N,쉼,आराम
418,Ruhe::N,쉼,ख़ामोशी
419,Leute::N,사람들,लोग
420,Volk::N,국중,क़ौम
421,Volk::N,국중,प्रजा
422,Arbeit::N,근로,काम
423,Arbeit::N,너무,काम
424,Gast::N,손님,अतिथि
425,Gast::N,손님,मेहमान
426,Geschenk::N,행하,उपहार
427,Geschenk::N,행하,तोहफ़ा
428,Spiel::N,무리,खेल
429,Spiel::N,무리,क्रीड़ा
430,Gesellschaft::N,교제,साथ
431,Hilfe::N,거들음,मदद
432,Hilfe::N,거들음,सहायता
433,Hilfe::N,보좌,मदद
434,Hilfe::N,보좌,सहायता
435,Freund::N,친구,मित्र
436,Kamerad::N,동실자,साथी
437,Kamerad::N,동실자,कामरेड
438,Angelegenheit::N,용무,बात
439,Angelegenheit::N,용무,मामला
440,Anzahl::N,어떤,तादाद
441,Anzahl::N,어떤,संख्या
442,Anzahl::N,수,तादाद
443,Anzahl::N,수,संख्या
444,Art::N,정류,तरह
445,Art::N,정류,क़िस्म
446,Stück::N,일부분,फाँक
447,Stück::N,일부분,टुकड़ा
448,Teil::N,몱,भाग
449,Teil::N,몱,हिस्सा
450,Teil::N,구훠,भाग
451,Teil::N,구훠,हिस्सा
452,Hälfte::N,2분의,अर्धभाग
453,Kreis::N,고리,चक्कर
454,Kreuz::N,열십자,सलीब
455,Kreuz::N,열십자,क्रूस
456,Linie::N,선,लाइन
457,Strich::N,스침,लकीर
458,Abstand::N,거리,अंतर
459,Abstand::N,거리,फ़ासला
460,Entfernung::N,거리,दूरी
461,Entfernung::N,거리,फ़ासला
462,Gegend::N,곳,इलाक़ा
463,Gegend::N,부금,इलाक़ा
464,Platz::N,장소,जगह
465,Platz::N,장소,स्थान
466,Ort::N,장소,स्थल
467,Ort::N,장소,स्थान
468,Seite::N,옆면,ओर
469,Seite::N,옆면,तरफ़
470,Mitte::N,궁간,बीच
471,Mitte::N,궁간,मध्य
472,Gegenstand::N,항목,चीज़
473,Gegenstand::N,항목,पदार्थ
474,Sache::N,뭉에,चीज़
475,Sache::N,뭉에,वस्तु
476,Rand::N,가,छोर
477,Rand::N,가,उपांत
478,Kante::N,귀퉁,कोर
479,Kante::N,귀퉁,किनारा
480,Ecke::N,구석,कोना
481,Ecke::N,구석,नुक्कड़
482,Spitze::N,끝,नोक
483,Spitze::N,참단,नोक
484,Ende::N,말당,छोर
485,Ende::N,말당,सिरा
486,Loch::N,빙옷,छेद
487,Loch::N,빙옷,सूराख़
488,Winkel::N,각도,कोण
489,Winkel::N,각도,कोना
490,Muster::N,본,नमूना
491,Muster::N,본,डिज़ाइन
492,Muster::N,견복,नमूना
493,Muster::N,견복,डिज़ाइन
494,Größe::N,신장,परिमाण
495,Größe::N,신장,विस्तार
496,Länge::N,길이긺,लंबाई
497,Höhe::N,높이,ऊँचाई
498,Höhe::N,높이,उच्चता
499,Gewicht::N,추,भार
500,Gewicht::N,추,वज़न
501,Menge::N,수양,मात्रा
502,Haufen::N,퇴적,ढेर
503,Haufen::N,퇴적,अंबार
504,Reihe::N,열,क़तार
505,Reihe::N,열,पंक्ति
506,Boot::N,보트,नाव
507,Boot::N,보트,नौका
508,Ruder::N,노,चप्पू
509,Schlitten::N,썰매,बर्फ़-गाड़ी
510,Ski::N,스키,स्की
511,Lagerfeuer::N,캠프의 모닥불,अलाव
512,Lagerfeuer::N,캠프의 모닥불,कैंप-फ़ायर
513,Last::N,무거운짐,भार
514,Gang::N,걸음,चाल
515,Schritt::N,보조,डग
516,Schritt::N,보조,क़दम
517,Norden::N,북쪽 ,उत्तर
518,Süden::N,남쪽,दक्खिन
519,Westen::N,서쪽,पश्चिम
520,Osten::N,동쪽,पूरब
521,Holz::N,목재,काठ
522,Holz::N,목재,काष्ठ
523,Brett::N,마루널,पटरा
524,Brett::N,마루널,तख़्ता
525,Platte::N,탤,फलक
526,Platte::N,탤,तख़्ता
527,Platte::N,금속판,फलक
528,Platte::N,금속판,तख़्ता
529,Stütze::N,버팀목,टेक
530,Stütze::N,버팀목,थूनी
531,Stange::N,장대,छड़
532,Stange::N,장대,बाँस
533,Stock::N,막대기,लाठी
534,Stab::N,작대기,लग्गा
535,Rohr::N,갈대,नल
536,Haus::N,집,घर
537,Haus::N,집,मकान
538,Heim::N,집,घर
539,Heim::N,집,गृह
540,Ofen::N,아궁이,चूल्हा
541,Fußboden::N,마루,फ़र्श
542,Tisch::N,탁자,मेज़
543,Stuhl::N,의자,कुरसी
544,Wiege::N,발상지,पालना
545,Wiege::N,발상지,हिंडोला
546,Bett::N,침대,खाट
547,Bett::N,침대,पलंग
548,Regal::N,서가,शेल्फ़
549,Kiste::N,짐궤,पेटी
550,Kiste::N,짐궤,डिब्बा
551,Fenster::N,눔,खिड़की
552,Tür::N,문,द्वार
553,Tür::N,문,दरवाज़ा
554,Tor::N,대문,फाटक
555,Zaun::N,담장,बाड़ा
556,Dach::N,지붕,छत
557,Dach::N,지붕,छप्पर
558,Leiter::N,사닥다리,सीढ़ी
559,Besen::N,비,झाड़ू
560,Besen::N,비,बुहारी
561,Spaten::N,가래,कुदाल
562,Schaufel::N,삽,बेलचा
563,Schaufel::N,삽,फावड़ा
564,Gabel::N,갈래,काँटा
565,Löffel::N,숟가락,चम्मच
566,Messer::N,나이프,छुरा
567,Messer::N,나이프,चाक़ू
568,Nagel::N,발툽,कील
569,Nagel::N,발툽,मेख़
570,Netz::N,그물,जाल
571,Haken::N,갈고리,अंकुश
572,Griff::N,움켜쥠,मूठ
573,Griff::N,움켜쥠,हत्था
574,Schloss::N,자물쇠,ताला
575,Bild::N,그림,चित्र
576,Figur::N,몸메,मूर्ति
577,Puppe::N,인형,पुतली
578,Puppe::N,인형,गुड़िया
579,Beutel::N,클,झोला
580,Bündel::N,자근다발,पुलिंदा
581,Tasche::N,가방,बेग
582,Tasche::N,가방,बस्ता
583,Eimer::N,동이,बाल्टी
584,Deckel::N,뚜껑,ढक्कन
585,Geschirr::N,식시,बरतन-भाँड़े
586,Sack::N,조갑,बोरा
587,Tasse::N,차잔,प्याला
588,Topf::N,단지,देग़चा
589,Kessel::N,주전자,देग़
590,Kessel::N,주전자,बटलोई
591,Essen::N,먹기,खाना
592,Nahrung::N,식료,भोजन
593,Speise::N,음식물,खाना
594,Speise::N,음식물,व्यंजन
595,Fleisch::N,고기,मांस
596,Fleisch::N,고기,गोश्त
597,Getreide::N,곡물,अनाज
598,Brei::N,젤리,भरता
599,Brei::N,젤리,दलिया
600,Brot::N,빵,रोटी
601,Scheibe::N,원반,कतला
602,Fett::N,기름,वसा
603,Fett::N,기름,चरबी
604,Butter::N,버터,मक्खन
605,Öl::N,올리브유,तेल
606,Salz::N,소금,नमक
607,Suppe::N,국,सूप
608,Suppe::N,국,शोरबा
609,Suppe::N,수프,सूप
610,Suppe::N,수프,शोरबा
611,Honig::N,감미,शहद
612,Milch::N,유즙,दूध
613,Tee::N,차,चाय
614,Leder::N,가죽,चमड़ा
615,Wolle::N,양털,ऊन
616,Stoff::N,패료,कपड़ा
617,Nadel::N,바늘,सूई
618,Faden::N,콘실,डोरा
619,Knopf::N,단추,बटन
620,Knopf::N,단추,घुंडी
621,Knoten::N,곁절,गाँठ
622,Knoten::N,곁절,गुत्थी
623,Farbe::N,색,रंग
624,Farbe::N,색,वर्ण
625,Kleidung::N,옷입기,पहनावा
626,Hemd::N,속옷,कुरता
627,Hemd::N,속옷,क़मीज़
628,Kragen::N,깃,गरदनी
629,Kragen::N,깃,गरेबान
630,Ärmel::N,소매,आस्तीन
631,Hose::N,바지,पैंट
632,Hose::N,바지,पतलून
633,Gürtel::N,밴드,पेटी
634,Gürtel::N,밴드,मेखला
635,Mütze::N,모자,टोपी
636,Schuh::N,구두,जूता
637,Stiefel::N,장화,बूट
638,Ring::N,고리,अँगूठी
639,Band::N,리본,पट्टी
640,Kamm::N,빗,कंघी
641,Spiegel::N,거울,आईना
642,Spiegel::N,거울,दर्पण
643,Riemen::N,가죽끈,तसमा
644,Riemen::N,가죽끈,पट्टा
645,Schnur::N,밧줄,डोरी
646,Schnur::N,밧줄,सुतली
647,Leine::N,고삐줄,रस्सी
648,Decke::N,이부자리,रज़ाई
649,Kissen::N,깔개,तकिया
650,Kissen::N,깔개,गाद्दा
651,Tuch::N,천,रूमाल
652,Tuch::N,천,वस्त्र
653,Handtuch::N,수건,अँगोछा
654,Kraft::N,세력,ज़ोर
655,Kraft::N,세력,शक्ति
656,Stärke::N,힘,बल
657,Stärke::N,힘,ताक़त
658,Gesundheit::N,위생,स्वास्थ्य
659,Gesundheit::N,위생,तंदुरुस्ती
660,Krankheit::N,병,रोग
661,Krankheit::N,병,बीमारी
662,Schmerz::N,아픔고통,दर्द
663,Schmerz::N,아픔고통,पीड़ा
664,Wunde::N,상처,घाव
665,Wunde::N,상처,ज़ख़्म
666,Fieber::N,열별,ज्वर
667,Fieber::N,열별,बुख़ार
668,Arznei::N,약,दवा
669,Arznei::N,약,औषाधि
670,Brücke::N,교량,पुल
671,Brücke::N,교량,सेतु
672,Brunnen::N,원천,कुआँ
673,Weide::N,목장,चरागाह
674,Pfad::N,좁은길,पथ
675,Pfad::N,좁은길,पगडंडी
676,Weg::N,길,मार्ग
677,Straße::N,길,राह
678,Straße::N,길,रास्ता
679,Dorf::N,촌,गाँव
680,Dorf::N,촌,ग्राम
681,Dorf::N,촌락,गाँव
682,Dorf::N,촌락,ग्राम
683,Stadt::N,도시,शहर
684,Brief::N,서한,ख़त
685,Brief::N,서한,पत्र
686,Brief::N,서한,चिट्ठी
687,Buch::N,책,किताब
688,Buch::N,책,पुस्तक
689,Buchstabe::N,문자,अक्षर
690,Zeitung::N,신문,अख़बार
691,Zeitung::N,신문,समाचार-पत्र
692,Leben::N,삶,जीवन
693,Leben::N,삶,ज़िंदगी
694,Tod::N,죽음,मौत
695,Tod::N,죽음,मृत्यु
696,Grab::N,무덤,क़ब्र
697,Kirche::N,교회,चर्च
698,Kirche::N,교회,गिरजा
699,Sünde::N,부정,पाप
700,Sünde::N,부정,गुनाह
701,Gott::N,하느님,देव
702,Gott::N,하느님,ईश्वर
703,Arbeiter::N,일하는사람,मज़दूर
704,Chef::N,사장,अध्यक्ष
705,Meister::N,명인,शिल्पज्ञ
706,Meister::N,대가,शिल्पज्ञ
707,Arzt::N,의사,वैद्य
708,Arzt::N,의사,डॉक्टर
709,Arzt::N,의사,चिकित्सक
710,Lehrer::N,교사,शिक्षक
711,Lehrer::N,교사,अध्यापक
712,Geld::N,돈,धन
713,Geld::N,돈,पैसा
714,Geschäft::N,일,सौदा
715,Geschäft::N,일,व्यापार
716,Laden::N,가게,दुकान
717,Preis::N,가격,दाम
718,Preis::N,가격,मूल्य
719,Ware::N,상품,माल
720,Ware::N,상품,पण्य
721,Nutzen::N,이익,लाभ
722,Nutzen::N,이익,फ़ायदा
723,Reichtum::N,많음,धन
724,Reichtum::N,많음,दौलत
725,Welt::N,세상,विश्व
726,Welt::N,세상,दुनिया
727,Land::N,지방,देश
728,Land::N,지방,मुल्क
729,Staat::N,국가,राज्य
730,Staat::N,국가,राष्ट्र
731,König::N,국왕,राजा
732,König::N,국왕,बादशाह
733,Macht::N,힘,शासन
734,Macht::N,힘,सत्ता
735,Grenze::N,국경,सरहद
736,Krieg::N,전쟁,जंग
737,Krieg::N,전쟁,युद्ध
738,Feind::N,적,शत्रु
739,Feind::N,적,दुश्मन
740,Gewalt::N,권력,हिंसा
741,Kampf::N,전투,लड़ाई
742,Kampf::N,전투,संघर्ष
743,Bogen[Waffe]::N,활,कमान
744,Pfeil::N,화살,बान
745,Gewehr::N,무기,बंदूक़
746,Fehler::N,오류,भूल
747,Fehler::N,오류,ग़लती
748,Lüge::N,거짓말,झूठ
749,Lüge::N,거짓말,असत्य
750,Schaden::N,손상,हानि
751,Schaden::N,손상,नुक़सान
752,Unglück::N,불행,मुसीबत
753,Unglück::N,불행,विपात्ति
754,Schuld::N,부채,दोष
755,Schuld::N,부채,क़सूर
756,Alter::N,연령,आयु
757,Alter::N,연령,उम्र
758,Schluss::N,마감,अंत
759,Schluss::N,마감,समाप्ति
760,Zeit::N,때,काल
761,Zeit::N,때,वक़्त
762,Zeit::N,시간,काल
763,Zeit::N,시간,वक़्त
764,Tag::N,하루,दिन
765,Tag::N,하루,रोज़
766,Morgen::N,이침,सुबह
767,Mittag::N,대낮,दोपहर
768,Mittag::N,대낮,मध्याह्न
769,Abend::N,저녁,शाम
770,Abend::N,저녁,संध्या
771,Nacht::N,밤,रात
772,Nacht::N,밤,रात्रि
773,Woche::N,근무일,हफ़्ता
774,Monat::N,달,मास
775,Monat::N,달,महीना
776,Jahr::N,해,बरस
777,Jahr::N,해,वर्ष
778,Frühling::N,봄,वसंत
779,Sommer::N,여름,गरमी
780,Sommer::N,여름,ग्रीष्म
781,Herbst::N,가을,शरत्
782,Herbst::N,가을,पतझड़
783,Winter::N,겨울,जाड़ा
784,Winter::N,겨울,सर्दियाँ
785,Januar::N,일월,जनवरी
786,Februar::N,이월,फ़रवरी
