,Concept_ID,eu,ku
819,von hier::ADV,hemendik,ji vir
820,von hier::ADV,honetatik,ji vir
821,dort::ADV,han,li wê derê
822,dorthin::ADV,hara,wêda
823,geradeaus::ADV,artez,rastê rast
824,vorwärts::ADV,aurrera,ber bi pêş
825,rückwärts::ADV,atzera,paşpê
826,rückwärts::ADV,atzerantz,paşpê
827,zurück::ADV,atzera,paşdo
828,zurück::ADV,atzera,paşvê
829,unten::ADV,behean,jêrî
830,hinab::ADV,behera,berjêr
831,hinab::ADV,beherantz,berjêr
832,oben::ADV,goian,banî
833,hinauf::ADV,gora,banî
834,hinauf::ADV,gorantz,banî
835,überall::ADV,edonon,li her derê
836,nicht::ADV,ez,ne
837,nicht::ADV,ez,nîn
838,nicht::ADV,ez,tine
839,ein wenig::ADV,apur bat,hebkî
840,ein wenig::ADV,pixka bat,hebkî
841,kaum::ADV,ozta,tema
842,kaum::ADV,ozta,himangi
843,kaum::ADV,nekez,tema
844,kaum::ADV,nekez,himangi
845,sehr::ADV,oso,gelek
846,so::ADV,hala,weha
847,so::ADV,honela,weha
848,noch::ADV,oraindik,hêj
849,noch::ADV,oraindik,dîsa
850,nur::ADV,bakarrik,tenê
851,nur::ADV,bakarrik,bes
852,schon::ADV,ja,hew
853,schon::ADV,jada,hew
854,wieder::ADV,berriro,jar din
855,wieder::ADV,berriro,dîsa
856,vergebens::ADV,alferrik,deya çun
857,vergebens::ADV,alferrik,îfleh bûn
858,vor::PRP,aurrean,li ber
859,hinter::PRP,ostean,li pişt
860,hinter::PRP,gibelean,li pişt
861,unter::PRP,pean,li bin
862,unter::PRP,azpian,li bin
863,durch::PRP,zehar,kura
864,neben::PRP,ondoan,li ba
865,neben::PRP,aldamenean,li ba
866,zwischen::PRP,artean,nabeyne
867,zwischen::PRP,artean,di nav...da
868,wegen::PRP,-gatik,ji bo
869,wegen::PRP,-gatik,ji ber
870,dies::PRN,hau,ev
871,das::PRN,hura,ev
872,alles::PRN,dena,hemû
873,ich::PRN,ni,ez
874,du::PRN,zu,tu
875,er::PRN,bera,wî
876,wir::PRN,gu,êm
877,ihr::PRN,zuek,hûn
878,sie::PRN,berak,we
879,was::FPRN,zer,çi
880,wer::FPRN,nor,ki
881,wo::FADV,non,li ku dere
882,wohin::FADV,nora,li ku dere
883,wie::FADV,nola,çawa
884,wie::FADV,zelan,çawa
885,warum::FADV,zeren,çima
886,warum::FADV,zergatik,çima
887,wieviel::FNUM,zenbat,çend
888,eins::NUM,bat,yek
889,zwei::NUM,bi,didu
890,zwei::NUM,biga,didu
891,drei::NUM,hiru,sisê
892,vier::NUM,lau,çar
893,fünf::NUM,bost,penç
894,sechs::NUM,sei,şeş
895,sieben::NUM,zazpi,heft
896,acht::NUM,zortzi,heşt
897,neun::NUM,bederatzi,neh
898,zehn::NUM,hamar,deh
899,elf::NUM,hamaika,yazdeh
900,zwölf::NUM,hamabi,diwazdeh
901,zwanzig::NUM,hogei,bîst
902,dreißig::NUM,hogeita hamar,sih
903,vierzig::NUM,berrogei,çil
904,fünfzig::NUM,berrogeita hamar,pençi
905,sechzig::NUM,hirurogei,şêst
906,siebzig::NUM,hirurogeita hamar,heftê
907,achtzig::NUM,laurogei,heştê
908,neunzig::NUM,laurogeita hamar,nod
909,hundert::NUM,ehun,sêd
910,tausend::NUM,mila,hezar
911,und::CNJ,eta,û
912,oder::CNJ,edo,an
913,oder::CNJ,edo,yan
914,stehen::V,zutik egon,sekinîn
915,sitzen::V,eserita egon,rûniştin
916,liegen::V,etzan,paldan
917,hängen::V,eskegita egon,darve kirin
918,hängen::V,zintzilik egon,darve kirin
919,werden::V,bihurtu,bûn
920,werden::V,bilakatu,bûn
921,passieren::V,pasatu,hatin holê
922,passieren::V,pasatu,hatin serê kesî
923,passieren::V,gertatu,hatin holê
924,passieren::V,gertatu,hatin serê kesî
925,beginnen::V,hasi,li dest pêkirin
926,enden::V,bukatu,xalas bû
927,wechseln::V,aldatu,guherandin
928,wechseln::V,aldatu,dêgiş kirin
929,aufgehen[Sonne]::V,ilki,hilatin
930,aufgehen[Sonne]::V,sortu,hilatin
931,untergehen[Sonne]::V,sartu,çun ava
932,scheinen[Sonne]::V,eguzkia egon,şewk de
933,donnern::V,trumoia jo,gire-gir
934,wehen::V,haizea ibili,ba le de
935,strömen::V,zorrotadaka isuri,xwe girtin
936,fließen::V,isuri,herikîn
937,sich drehen::V,biratu,xwe zivirandin
938,schwanken::V,zabuka ibili,hejandin
939,schwingen::V,kulunkatu,libakirin
940,fallen::V,erori,ketin
941,brennen::V,sutan egon,şewitîn
942,rauchen::V,kea bota,kişandin
943,regnen::V,euria ari izan,bahran tê
944,gefrieren::V,izoztu,qefilandin
945,gefrieren::V,hormatu,qefilandin
946,tauen::V,gesaldu,helandin
947,schmelzen::V,urtu,helandin
948,trocknen::V,idortu,zuwabûn
949,trocknen::V,lehortu,zuwabûn
950,sieden::V,irakin,kelîn
951,faulen::V,hirotu,xerabûn
952,faulen::V,usteldu,xerabûn
953,verfaulen::V,hirotu,xerabûn
954,verfaulen::V,usteldu,xerabûn
955,reißen::V,eten,jêkirin
956,reißen::V,tarrat egin,jêkirin
957,versinken::V,urperatu,xerq bûn
958,vergehen::V,iragan,derbas bûn
959,erscheinen::V,agertu,peyda bûn
960,verschwinden::V,desagertu,wendabûn
961,sinken::V,beheititu,noq bûn
962,abnehmen::V,gutxitu,kêm bûn
963,abnehmen::V,beheratu,kêm bûn
964,zunehmen::V,gora egin,qelew bûn
965,steigen::V,igo,hildan
966,wachsen::V,hazi,mezin bûn
967,glänzen::V,distiratu,biriqîn
968,funkeln::V,izarniatu,çikisîn
969,lärmen::V,zarata atera,guşîn
970,läuten::V,jo,lê de
971,läuten::V,hots egin,lê de
972,klingeln::V,txirrina jo,sîl dan
973,klingeln::V,txirrina jo,ringerin
974,klirren::V,tintin egin,zingzing hat
975,brausen::V,marru egin,guşîn
976,rauschen::V,fir-fir egin,guşîn
977,klingen::V,soinu egin,deng pe ketin
978,bellen::V,zaunkatu,kewtîn
979,heulen::V,ulu egin,ûrîn
980,heulen::V,uhuri egin,ûrîn
981,blasen::V,ufa egin,puf kirin
982,blasen::V,putz egin,puf kirin
983,pfeifen::V,txistu egin,fîkandin
984,schreien::V,oihu egin,qîrîn
985,schreien::V,garrasi egin,qîrîn
986,stöhnen::V,intziri egin,nalîn
987,zittern::V,ikara egin,hejîn
988,zittern::V,dar-dar egin,hejîn
989,leben::V,bizi izan,jihîn
990,geboren werden::V,jaio,hatin dinyê
991,geboren werden::V,jaio,bûn
992,atmen::V,hats egin,hilmijîn
993,atmen::V,arnasa egin,hilmijîn
994,trinken::V,edan,vexwarin
995,essen::V,jan,xwarin
996,schlucken::V,irentsi,daqulbandin
997,müde werden::V,unatu,betilîln
998,müde werden::V,unatu,qerimîn
999,müde werden::V,nekatu,betilîln
1000,müde werden::V,nekatu,qerimîn
1001,einschlafen::V,lokartu,razan
1002,schlafen::V,lo egin,razan
1003,schlafen::V,lo egin,razandin
1004,aufwachen::V,esnatu,şiyarbûn
1005,aufwachen::V,atzarri,şiyarbûn
1006,aufstehen::V,jaiki,rabûn
1007,sich erholen::V,atseden egin,baş bûn
1008,krank werden::V,gaixotu,nexweş kêt
1009,krank sein::V,eri izan,nexweş bû
1010,krank sein::V,gaixo izan,nexweş bû
1011,schmerzen::V,min egin,êşandin
1012,husten::V,eztul egin,kuxin
1013,genesen::V,osatu,baş bûn
1014,sterben::V,hil,mirin
1015,sterben::V,zendu,mirin
1016,umkommen::V,istripuz hil,mirin
1017,sich bewegen::V,higitu,leqîn
1018,sich rühren::V,zirkin egin,leqîn
1019,sich erheben::V,zutitu,rabûn
1020,sich erheben::V,altxatu,rabûn
1021,sich setzen::V,eseri,runiştin
1022,sich setzen::V,jesarri,runiştin
1023,hinfallen::V,erori,kêtin
1024,laufen::V,ibili,meşîn
1025,schreiten::V,oinkatu,meşkirin
1026,spazierengehen::V,paseatu,gerandin
1027,spazierengehen::V,ostera bat egin,gerandin
1028,eilen::V,lasterkatu,lezandin
1029,sich beeilen::V,lehiatu,zûkirin
1030,sausen::V,ziztu bizian joan,fîzîn
1031,rennen::V,lasterka egin,baz dan
1032,springen::V,jauzi egin,hilpekîn
1033,klettern::V,igo,hilperikîn
1034,schaukeln::V,zabu egin,lorandin
1035,schaukeln::V,zanbulu egin,lorandin
1036,kriechen::V,narras egin,xuşandin
1037,schwimmen::V,igerikatu,avjenîn
1038,schwimmen::V,igeri egin,avjenîn
1039,tauchen::V,murgildu,qutxuyardin
1040,tauchen::V,murgildu,noqîn
1041,tauchen::V,pulunpatu,qutxuyardin
1042,tauchen::V,pulunpatu,noqîn
1043,rudern::V,bogatu,qaîq ajotin
1044,rudern::V,arraun egin,qaîq ajotin
1045,fahren::V,joan,ajotin
1046,fliegen::V,hegaldatu,firîn
1047,fliegen::V,hegan egin,firîn
1048,gehen::V,joan,çûn
1049,weggehen::V,alde egin,çûn
1050,abfahren::V,abiatu,çûyin
1051,anhalten::V,geratu,rawestîn
1052,anhalten::V,gelditu,rawestîn
1053,hineingehen::V,sartu,ketin hundir
1054,eintreten::V,sartu,têketin
1055,kommen::V,etorri,hatin
1056,ankommen::V,heldu,gihan
1057,ankommen::V,heldu,gihîştin
1058,ankommen::V,iritsi,gihan
1059,ankommen::V,iritsi,gihîştin
1060,zurückkommen::V,itzuli,vegerandin
1061,bleiben::V,gelditu,sekinîn
1062,warten::V,itxaron,payîn
1063,warten::V,zain egon,payîn
1064,erwarten::V,iguriki,payîn
1065,suchen::V,bilatu,lêgerîn
1066,finden::V,idoro,peyda kirin
1067,finden::V,aurkitu,peyda kirin
1068,versuchen::V,saiatu,çeribandin
1069,versuchen::V,ahalegindu,çeribandin
1070,vorbereiten::V,gertatu,amade kirin
1071,lieben::V,maitatu,hez kirin
1072,lieben::V,maite izan,hez kirin
1073,mögen::V,laket izan,dil kirin
1074,mögen::V,atsegin izan,dil kirin
1075,lachen::V,irri egin,kenîn
1076,lachen::V,barre egin,kenîn
1077,rühren::V,hunkitu,hêjan
1078,weinen::V,negar egin,girîn
1079,schimpfen::V,erneguka ari izan,pevçûn
1080,sich ärgern::V,ernegatu,enirîn
1081,sich ärgern::V,haserretu,enirîn
1082,sich fürchten::V,beldur izan,tirsîn
1083,fürchten::V,beldur izan,tirsin
1084,fliehen::V,ihes egin,bazdan
1085,flüchten::V,ihes egin,revîn
1086,sehen::V,ikusi,dîtin
1087,anschauen::V,begietsi,sêr kirin
1088,ansehen::V,begiratu,hesibandin
1089,hören::V,aditu,guhdar jirin
1090,zuhören::V,entzun,guhdarî kirin
1091,probieren::V,dastatu,tehm kirin
1092,riechen::V,usnatu,bihn kirin
1093,riechen::V,usaindu,bihn kirin
1094,fühlen::V,sentitu,hîs kirin
1095,scheinen::V,iruditu,xoyer kir
1096,scheinen::V,begitandu,xoyer kir
1097,zu sehen sein::V,azaldu,diyar bûn
1098,vernehmen::V,aditu,bihîstin
1099,frieren::V,hotz izan,qerişîn
1100,tun::V,egin,kirin
1101,können::V,ahal izan,karin
1102,wollen::V,nahi izan,xwestîn
1103,anfangen::V,hasi,dest pêkirin
1104,beenden::V,bukatu,xelas kirin
1105,aufhören::V,utzi,xelas kirin
1106,gelingen::V,lortu,çe bûn
1107,geraten::V,heldu,qewîmîn
1108,öffnen::V,ireki,vekirin
1109,öffnen::V,zabaldu,vekirin
1110,schließen::V,itxi,girtin
1111,stellen::V,ipini,danîn
1112,setzen::V,jesarri,rûniştin
1113,legen::V,jarri,danîn
1114,legen::V,jarri,razandin
1115,berühren::V,ukitu,lêketin
1116,verbinden::V,uztartu,anîn pê
1117,bedecken::V,estali,sergirtin
1118,aufhängen::V,eseki,aliqandin
1119,aufhängen::V,eskegi,aliqandin
1120,anzünden::V,piztu,pêxistin
1121,aufheben::V,jaso,hildan
1122,zurücklassen::V,atzean utzi,hiştin
1123,zurücklassen::V,atzean utzi,vehiştin
1124,verlieren::V,galdu,wendakirin
1125,fallen lassen::V,erortzen utzi,xistin bixe
1126,fallen lassen::V,erortzen utzi,xistin
1127,machen::V,egin,kirin
1128,machen::V,egin,çêkirin
1129,herstellen::V,ekoiztu,çê kirin
1130,herstellen::V,ekoiztu,peyda kirin
1131,bauen::V,eraiki,lêkirin
1132,reparieren::V,konpondu,veherînerîn
1133,verbessern::V,hobetu,sererastkirin
1134,ändern::V,mudatu,degiş kirin
1135,graben::V,aitzurtu,kolandin
1136,beugen::V,makurtu,tewîn
1137,beugen::V,makurtu,xwar kirin
1138,biegen::V,malgutu,tewandin
1139,biegen::V,malgutu,xwarkirin
1140,biegen::V,makolatu,tewandin
1141,biegen::V,makolatu,xwarkirin
1142,drehen::V,jiratu,fitilandin
1143,wenden::V,bihurtu,zivîrin
1144,umdrehen::V,biratu,vegerandin
1145,umdrehen::V,alderantzikatu,vegerandin
1146,heben::V,jaso,hildan
1147,heben::V,goratu,hildan
1148,hochheben::V,goratu,hildan
1149,hochheben::V,altxatu,hildan
1150,ergreifen::V,oratu,dest avêtin
1151,halten::V,eutsi,hîştin
1152,halten::V,eutsi,sekinîn
1153,drücken::V,sakatu,pêl kirin
1154,schieben::V,bultzatu,damdan
1155,kratzen::V,hatz egin,xurandin
1156,kratzen::V,hazka egin,xurandin
1157,lecken::V,miaztu,alastin
1158,lecken::V,lamikatu,alastin
1159,beißen::V,hozka egin,gez kirin
1160,beißen::V,ausiki egin,gez kirin
1161,abreißen::V,kendu,hilşandin
1162,abschneiden::V,moztu,jêkirin
1163,abschneiden::V,pikatu,jêkirin
1164,binden::V,lotu,girêdan
1165,binden::V,estekatu,girêdan
1166,stecken::V,sartu,têxistin
1167,brechen::V,apurtu,şikandin
1168,klopfen::V,jo,kutandin
1169,hauen::V,jo,li dan
1170,kleben::V,itsatsi,zeliqîn
1171,kleben::V,itsatsi,şirêz kirin
1172,reiben::V,igurtzi,firikandin
1173,streichen::V,igurtzi,bax dan
1174,schleifen::V,zorroztu,çarkirin
1175,schneiden::V,moztu,jêkirin
1176,rütteln::V,astindu,hejandin
1177,rütteln::V,inarrosi,hejandin
1178,schütteln::V,astindu,daweşîn
1179,schütteln::V,inarrosi,daweşîn
1180,schwenken::V,zabukatu,têwdan
1181,schütten::V,isuri,rijandin
1182,füllen::V,bete,dagirtin
1183,einwickeln::V,bildu,pêçandin
1184,tragen::V,eroan,kişandin
1185,tragen::V,eroan,rajtin
1186,tragen::V,eraman,kişandin
1187,tragen::V,eraman,rajtin
1188,schleppen::V,narrastu,kişandin
1189,schleppen::V,herrestatu,kişandin
1190,ziehen::V,tira egin,kişandin
1191,aufbewahren::V,gorde,hilandin
1192,werfen::V,jaurti,avêtin
1193,werfen::V,aurtiki,avêtin
1194,fangen::V,atzeman,sem kirin
1195,fangen::V,atzeman,girtin
1196,packen::V,heldu,pê girtin
1197,verstecken::V,ostendu,hîlanin
1198,verstecken::V,ezkutatu,hîlanin
1199,teilen::V,zatitu,parvekirin
1200,schicken::V,bidali,şandin
1201,bringen::V,ekarri,anîn
1202,bringen::V,ekarri,birin
1203,hinzufügen::V,eratxiki,dan ser
1204,hinzufügen::V,eratxiki,li tiştekî zêde kirin
1205,hinzufügen::V,gaineratu,dan ser
1206,hinzufügen::V,gaineratu,li tiştekî zêde kirin
1207,bekommen::V,jaso,standin
1208,erhalten::V,jaso,standin
1209,nehmen::V,hartu,girtin
1210,wählen::V,hautatu,ray dan
1211,wählen::V,aukeratu,ray dan
1212,auswählen::V,hautatu,bijartin
1213,auswählen::V,aukeratu,bijartin
1214,bewahren::V,begiratu,rê li ber girtin
1215,bewahren::V,begiratu,lê xwedî derketin
1216,behindern::V,oztopatu,bara wi
1217,verderben::V,hondatu,heram bûn
1218,beschädigen::V,akastu,xerab kirin
1219,zerbrechen::V,apurtu,şikênandin
1220,zerbrechen::V,apurtu,perçe kirin
1221,zerreißen::V,zarratatu,qelişandin
1222,zerstören::V,suntsitu,hilşandin
1223,verbrennen::V,erre,şewitandin
1224,verbrennen::V,kiskali,şewitandin
1225,geben::V,eman,dan
1226,geben::V,eman,dayin
1227,reichen::V,luzatu,besbûn
1228,reichen::V,luzatu,têrkirin
1229,reichen::V,helarazi,besbûn
1230,reichen::V,helarazi,têrkirin
1231,schenken::V,oparitu,diyarî kirin
1232,versprechen::V,agindu,soz dan
1233,wünschen::V,opatu,dil kirin
1234,wünschen::V,opetsi,dil kirin
1235,loben::V,laudatu,pesinandin
1236,loben::V,goraipatu,pesinandin
1237,küssen::V,musu eman,maçkirin
1238,wiegen::V,kulunkatu,lorandin
1239,wiegen::V,kulunkatu,wezinandin
1240,zudecken::V,estali,nixumandin
1241,wecken::V,esnatu,bixwe hesandin
1242,wecken::V,iratzartu,bixwe hesandin
1243,zeigen::V,erakutsi,şanîdan
1244,führen::V,gidatu,raber kirin
1245,lehren::V,irakatsi,hîn kirin
1246,unterrichten::V,eskolak eman,ders dan
1247,aufziehen::V,hazi,mesinkirin
1248,leiten::V,arteztu,rêberî kirin
1249,antreiben::V,bulkatu,bezandin
1250,lassen::V,-arazi,berdan
1251,lassen::V,-arazi,hiştin
1252,einladen::V,gonbidatu,dawet kirin
1253,vereinigen::V,batu,bi yek kirin
1254,vereinigen::V,bateratu,bi yek kirin
1255,besuchen::V,ikustatu,mêvan bûn
1256,treffen::V,topatu,rast hatin
1257,sich versammeln::V,bildu,li hev çivîn
1258,spielen::V,jolastu,listin
1259,singen::V,abestu,stran
1260,singen::V,kantatu,stran
1261,tanzen::V,dantzatu,reqisîn
1262,tanzen::V,dantzan egin,reqisîn
1263,sich trennen::V,banandu,hew berdan
1264,verlassen::V,utzietsi,tanê hişt
1265,verlassen::V,utzietsi,bêkes
1266,retten::V,salbatu,rihakirin
1267,retten::V,gaizkatu,rihakirin
1268,bewachen::V,jagon,raçavkirin
1269,bewachen::V,zaindu,raçavkirin
1270,schützen::V,babestu,hemet kirin
1271,schützen::V,gerizatu,hemet kirin
1272,verteidigen::V,aldeztu,paraztin
1273,sich schlagen::V,elkar jo,li hev bezîn
1274,sich schlagen::V,elkar borrokatu,li hev bezîn
1275,schießen::V,tiro egin,agir kirin
1276,siegen::V,irabazi,biser ketin
1277,ärgern::V,ernegatu,xeyirandin
1278,ärgern::V,haserretu,xeyirandin
1279,schlagen::V,jo,lêdan
1280,schlagen::V,jo,lêxistin
1281,schlagen::V,erauntsi,lêdan
1282,schlagen::V,erauntsi,lêxistin
1283,treten::V,zapaldu,têlekirin
1284,treten::V,ostiaktu,têlekirin
1285,stechen::V,sastatu,têrekirin
1286,stoßen::V,bultzatu,lêketin
1287,stehlen::V,ostu,dizîn
1288,stehlen::V,ostu,dizî birin
1289,stehlen::V,lapurtu,dizîn
1290,stehlen::V,lapurtu,dizî birin
1291,stören::V,galarazi,aciz kirin
1292,belästigen::V,gohaindu,li tela yeki ketin
1293,belästigen::V,alamena eman,li tela yeki ketin
1294,verbergen::V,ezkutatu,veşartin
1295,verbergen::V,ezkutatu,kemîndanîn
1296,täuschen::V,tronpatu,xapandin
1297,täuschen::V,tronpatu,lê zexeli kirin
1298,täuschen::V,engainatu,xapandin
1299,täuschen::V,engainatu,lê zexeli kirin
1300,betrügen::V,iruzurtu,xapandin
1301,töten::V,hil,kûştin
1302,töten::V,heriotza eman,kûştin
1303,wohnen::V,bizi izan,rûniştin
1304,arbeiten::V,lan egin,kar kirin
1305,arbeiten::V,lan egin,şêxulin
1306,arbeiten::V,behar egin,kar kirin
1307,arbeiten::V,behar egin,şêxulin
1308,sammeln::V,bildu,komkirin
1309,sammeln::V,bildumatu,komkirin
1310,pflücken::V,batu,çinîn
1311,pflücken::V,bildu,çinîn
1312,jagen::V,ehizatu,nêçîr kirin
1313,fischen::V,arrantzatu,masî girtin
1314,fischen::V,arrantza egin,masî girtin
1315,fassen::V,harrapatu,pê girtin
1316,fassen::V,harrapatu,sêm kirin
1317,hüten::V,begiratu,hei jê man
1318,treiben::V,bultza egin,bêherandin
1319,anbinden::V,estekatu,tewilandin
1320,füttern::V,bazkatu,xwarine dan lê
1321,melken::V,jetzi,dotin
1322,hacken::V,xehatu,kolandin
1323,gießen::V,isuri,av dan
1324,reifen::V,heldu,kemilîn
1325,reifen::V,zoritu,kemilîn
1326,zubereiten::V,prestatu,çe kirin
1327,kochen::V,egosi,xwarin çe kirin
1328,kochen::V,egosi,kelandin
1329,backen::V,labean egin,pijandin
1330,braten::V,erregosi,qelandin
1331,braten::V,erregosi,sor kirin
1332,umrühren::V,eragin,têvdan
1333,stricken::V,trikotatu,hûnan
1334,stricken::V,puntu egin,hûnan
1335,nähen::V,josi,kêl kirin
1336,färben::V,tindatu,boyax kirin
1337,reinigen::V,ikuzi,paqijkirin
1338,reinigen::V,garbitu,paqijkirin
1339,waschen::V,xahutu,şuştin
1340,waschen::V,garbitu,şuştin
1341,abwischen::V,xukatu,pakîj kirin
1342,spülen::V,irakutzi,şuştin
1343,fegen::V,erraztatu,maliştin
1344,kehren::V,isastu,maliştin
1345,baden::V,bainatu,serîşûştin
1346,baden::V,bainua hartu,serîşûştin
1347,sich waschen::V,burua garbitu,serîşûştin
1348,ausziehen::V,erantzi,jê kirin
1349,anziehen::V,jantzi,pê kirin
1350,sich anziehen::V,jantzi,xwe kirin
1351,kämmen::V,orraztu,şeh kirin
1352,schmücken::V,apaindu,xemilandin
1353,sagen::V,esan,gotin
1354,sagen::V,esan,peyivîn
1355,sprechen::V,mintzatu,peyivîn
1356,sprechen::V,hitz egin,peyivîn
1357,reden::V,hitz egin,axaftin
1358,sich unterhalten::V,solastu,hev biştaxilin
1359,sich unterhalten::V,solas egin,hev biştaxilin
1360,fragen::V,galdetu,pirsîn
1361,fragen::V,galdetu,pirs kirin
1362,bitten::V,eskatu,tika kirin
1363,bitten::V,galdegin,tika kirin
1364,erzählen::V,edestu,behs kirin
1365,erzählen::V,kontatu,behs kirin
1366,mitteilen::V,jakinarazi,vegotin
1367,nennen::V,izena eman,bi nav kirin
1368,rufen::V,dei egin,bakirin
1369,prahlen::V,harrokerian ibili,pesnê xwe dan
1370,prahlen::V,ahoberokeriak esan,pesnê xwe dan
1371,übersetzen::V,itzuli,qulibandin
1372,übersetzen::V,itzuli,derbas kirin
1373,denken::V,pentsatu,fikirîn
1374,denken::V,gogoeta egin,fikirîn
1375,glauben::V,sinetsi,bawer bûn
1376,bemerken::V,ohartu,bala xwe dan
1377,bemerken::V,ohartu,çac lê ketin
1378,bemerken::V,konturatu,bala xwe dan
1379,bemerken::V,konturatu,çac lê ketin
1380,erkennen::V,ezagutu,pêhesîn
1381,erkennen::V,antzeman,pêhesîn
1382,begreifen::V,ulertu,fêmkirin
1383,verstehen::V,aditu,fêmkirin
1384,lernen::V,ikasi,halmandin
1385,lernen::V,ikasi,fêrbun
1386,wissen::V,jakin,zanîn
1387,sich erinnern an::V,gogoratu,bir bûn
1388,sich erinnern an::V,gogoan izan,bir bûn
1389,vergessen::V,ahaztu,ji bir kirin
1390,vergessen::V,ahantzi,ji bir kirin
1391,messen::V,neurtu,pê kanîn
1392,zählen::V,zenbatu,hejmardin
1393,zählen::V,kopuratu,hejmardin
1394,rechnen::V,kalkulatu,hesibandin
1395,lesen::V,irakurri,xwendin
1396,malen::V,margotu,rengandin
1397,malen::V,margotu,boyax kirin
1398,zeichnen::V,marraztu,işaret kirin
1399,schreiben::V,idatzi,nivîsandin
1400,besitzen::V,ukan,hebûn
1401,besitzen::V,eduki,hebûn
1402,kaufen::V,erosi,kirîn
1403,verkaufen::V,saldu,firotin
1404,bezahlen::V,ordaindu,pere dan
1405,zahlen::V,ordaindu,pere dan
1406,zahlen::V,ordaindu,dayin
1407,beherrschen::V,menpean izan,zebt kirin
1408,beherrschen::V,menpean izan,hukim kirin
1409,ertragen::V,jasan,bihêzkirin
1410,ertragen::V,pairatu,bihêzkirin
