,Concept_ID,xal,se
0,Auge::N,нүдн,tjelmie
1,Auge::N,нүдн,tjalmme
2,Auge::N,нүдн,čalbmi
3,Auge::N,нүдн,čalme
4,Auge::N,нүдн,čâ´lmm
5,Auge::N,нүдн,ча̄лльм
6,Ohr::N,чикн,bieljie
7,Ohr::N,чикн,biellje
8,Ohr::N,чикн,beallji
9,Ohr::N,чикн,pelji
10,Ohr::N,чикн,pe´llj
11,Ohr::N,чикн,пе̄лльй
12,Nase::N,хамр,njuenie
13,Nase::N,хамр,njunnje
14,Nase::N,хамр,njunni
15,Nase::N,хамр,njuṇe
16,Nase::N,хамр,njuu´nn
17,Nase::N,хамр,нюннҍ
18,Mund::N,амн,njaelmie
19,Mund::N,амн,njálmme
20,Mund::N,амн,njálbmi
21,Mund::N,амн,njälmi
22,Mund::N,амн,njä´lmm
23,Mund::N,амн,ня̄лльм
24,Zahn::N,шүдн,baenie
25,Zahn::N,шүдн,bádne
26,Zahn::N,шүдн,bátni
27,Zahn::N,шүдн,pääṇi
28,Zahn::N,шүдн,pää´nn
29,Zahn::N,шүдн,па̄ннҍ
30,Zunge::N,келн,njoektjeme
31,Zunge::N,келн,njuovtjav
32,Zunge::N,келн,njuovčča
33,Zunge::N,келн,njuovčâ
34,Zunge::N,келн,njuhččâm
35,Zunge::N,келн,нюхчем
36,Lippe::N,урл,bangseme
37,Lippe::N,урл,njálmmerabdda
38,Lippe::N,урл,bavssa
39,Lippe::N,урл,poovsâ
40,Lippe::N,урл,põõus
41,Lippe::N,урл,пэ̄кс
42,Wange::N,халх,skiehrie
43,Wange::N,халх,nierra
44,Wange::N,халх,muohtu
45,Wange::N,халх,nieṛâ
46,Wange::N,халх,njiõrr
47,Wange::N,халх,нӣрр
48,Gesicht::N,нүр,ååredæjja
49,Gesicht::N,нүр,muohto
50,Gesicht::N,нүр,muođut
51,Gesicht::N,нүр,ámadadju
52,Gesicht::N,нүр,muáđuh
53,Gesicht::N,нүр,muâđ
54,Gesicht::N,нүр,ка̄ссв
55,Stirn::N,маңна,gaalloe
56,Stirn::N,маңна,gállo
57,Stirn::N,маңна,gállu
58,Stirn::N,маңна,kállu
59,Stirn::N,маңна,käll
60,Stirn::N,маңна,вуэххьц
61,Haar::N,үсн,voepte
62,Haar::N,үсн,vuoppta
63,Haar::N,үсн,vuokta
64,Haar::N,үсн,vuop'tâ
65,Haar::N,үсн,vuõpt
66,Haar::N,үсн,вӯппт
67,Schnurrbart::N,сахл,bijjie-skaavtjoe
68,Schnurrbart::N,сахл,njunjevuolskávttjá
69,Schnurrbart::N,сахл,seamu
70,Schnurrbart::N,сахл,siämu
71,Schnurrbart::N,сахл,ää´bben
72,Schnurrbart::N,сахл,о̄а̄бпан
73,Bart::N,сахл,skaavtja
74,Bart::N,сахл,skaavtjoe
75,Bart::N,сахл,skávttjá
76,Bart::N,сахл,seamu
77,Bart::N,сахл,siämu
78,Bart::N,сахл,seäm
79,Bart::N,сахл,ся̄м
80,Bart::N,өргнә сахл,skaavtja
81,Bart::N,өргнә сахл,skaavtjoe
82,Bart::N,өргнә сахл,skávttjá
83,Bart::N,өргнә сахл,seamu
84,Bart::N,өргнә сахл,siämu
85,Bart::N,өргнә сахл,seäm
86,Bart::N,өргнә сахл,ся̄м
87,Kinn::N,өргн,gaejpie
88,Kinn::N,өргн,gájbbe
89,Kinn::N,өргн,gáibi
90,Kinn::N,өргн,käibi
91,Kinn::N,өргн,käi´bb
92,Kinn::N,өргн,ка̄ййп
93,Kiefer[Anatomie]::N,өргн,gaejpie
94,Kiefer[Anatomie]::N,өргн,oalol
95,Kiefer[Anatomie]::N,өргн,oaloldákte
96,Kiefer[Anatomie]::N,өргн,gáibi
97,Kiefer[Anatomie]::N,өргн,uá'lultähti
98,Kiefer[Anatomie]::N,өргн,vuâl'lõš
99,Kiefer[Anatomie]::N,өргн,вуаллнешш
100,Kehle::N,хол,gealoe
101,Kehle::N,хол,tjåttå
102,Kehle::N,хол,njiello
103,Kehle::N,хол,čotta
104,Kehle::N,хол,čuudâ
105,Kehle::N,хол,čoodd
106,Kehle::N,хол,чонт
107,Kehle::N,хол,кэ̄ҏс
108,Hals::N,күзүн,tjeapohke
109,Hals::N,күзүн,tjiebet
110,Hals::N,күзүн,čeabet
111,Hals::N,күзүн,čiäppát
112,Hals::N,күзүн,čeäppat
113,Hals::N,күзүн,ча̄пэх
114,Genick::N,гиҗг,tjovrese
115,Genick::N,гиҗг,nisske
116,Genick::N,гиҗг,niehkki
117,Genick::N,гиҗг,niski
118,Genick::N,гиҗг,niek'ki
119,Genick::N,гиҗг,nji´šǩǩmaadd
120,Genick::N,гиҗг,нышшькмоант
121,Kopf::N,толһа,åejjie
122,Kopf::N,толһа,oajvve
123,Kopf::N,толһа,oaivi
124,Kopf::N,толһа,uái'vi
125,Kopf::N,толһа,vuei´vv
126,Kopf::N,толһа,вуэййв
127,Rücken::N,нурһн,rudtje
128,Rücken::N,нурһн,hárddo
129,Rücken::N,нурһн,tjavelk
130,Rücken::N,нурһн,sealgi
131,Rücken::N,нурһн,selgi
132,Rücken::N,нурһн,čielgi
133,Rücken::N,нурһн,seä´lǧǧ
134,Rücken::N,нурһн,се̄лльк
135,Bauch::N,гесн,tjåejjie
136,Bauch::N,гесн,tjoajvve
137,Bauch::N,гесн,čoavji
138,Bauch::N,гесн,čuáv'ji
139,Bauch::N,гесн,čåu´jj
140,Bauch::N,гесн,чо̄ввьй
141,Nabel::N,киисн,naepie
142,Nabel::N,киисн,náhpe
143,Nabel::N,киисн,náhpi
144,Nabel::N,киисн,nääpi
145,Nabel::N,киисн,nää´pp
146,Nabel::N,киисн,на̄бпь
147,Busen::N,көкн,boenge
148,Busen::N,көкн,bållå
149,Busen::N,көкн,čižži
150,Busen::N,көкн,njamma
151,Busen::N,көкн,njižže
152,Busen::N,көкн,nje´ǯǯ
153,Busen::N,көкн,раннҍт
154,Brust::N,чееҗ,mïelke
155,Brust::N,чееҗ,radde
156,Brust::N,чееҗ,mielgga
157,Brust::N,чееҗ,raddi
158,Brust::N,чееҗ,radde
159,Brust::N,чееҗ,râ´dd
160,Brust::N,чееҗ,раннҍт
161,Schulter::N,ээм,åelkie
162,Schulter::N,ээм,oalgge
163,Schulter::N,ээм,hárdu
164,Schulter::N,ээм,ärdee
165,Schulter::N,ээм,uál'gi
166,Schulter::N,ээм,a´rddi
167,Schulter::N,ээм,vuä´lǧǧ
168,Schulter::N,ээм,вуэллык
169,Arm::N,һар,gïete
170,Arm::N,һар,giehta
171,Arm::N,һар,giehta
172,Arm::N,һар,kietâ
173,Arm::N,һар,kie'tâkaaṿâ
174,Arm::N,һар,ǩiõtt
175,Arm::N,һар,кӣдт
176,Ellenbogen::N,тоха,gernjere
177,Ellenbogen::N,тоха,garŋŋel
178,Ellenbogen::N,тоха,gargŋil
179,Ellenbogen::N,тоха,käŋŋir
180,Ellenbogen::N,тоха,kõõnjâr
181,Ellenbogen::N,тоха,карьнэль
182,Hand::N,баһлцг,gïete
183,Hand::N,баһлцг,giehta
184,Hand::N,баһлцг,giehta
185,Hand::N,баһлцг,kietâ
186,Hand::N,баһлцг,ǩiõtt
187,Hand::N,баһлцг,кӣдт
188,Handfläche::N,альхн,gïeten-låapoe
189,Handfläche::N,альхн,giehtavuodo
190,Handfläche::N,альхн,tjårmmåvuodo
191,Handfläche::N,альхн,giehtaloahpu
192,Handfläche::N,альхн,kiämád
193,Handfläche::N,альхн,kuámmir
194,Handfläche::N,альхн,kuä´m'mer
195,Handfläche::N,альхн,ǩiõttǩeä´m'men
196,Handfläche::N,альхн,ко̄а̄ллдэгк
197,Handfläche::N,альхн,кӣдткоалдэгк
198,Finger::N,хурһн,soerme
199,Finger::N,хурһн,tjuvdde
200,Finger::N,хурһн,suorbma
201,Finger::N,хурһн,čuvde
202,Finger::N,хурһн,suor'mâ
203,Finger::N,хурһн,suõrmm
204,Finger::N,хурһн,це̄ххп
205,Finger::N,һарин хурһн,soerme
206,Finger::N,һарин хурһн,tjuvdde
207,Finger::N,һарин хурһн,suorbma
208,Finger::N,һарин хурһн,čuvde
209,Finger::N,һарин хурһн,suor'mâ
210,Finger::N,һарин хурһн,suõrmm
211,Finger::N,һарин хурһн,це̄ххп
212,Fingernagel::N,хумсн,gadtse
213,Fingernagel::N,хумсн,guehpere
214,Fingernagel::N,хумсн,gadtsa
215,Fingernagel::N,хумсн,gazza
216,Fingernagel::N,хумсн,kozzâ
217,Fingernagel::N,хумсн,kõʒʒ
218,Fingernagel::N,хумсн,кэ̄ннц
219,Nagel[Anatomie]::N,хумсн,gadtse
220,Nagel[Anatomie]::N,хумсн,guehpere
221,Nagel[Anatomie]::N,хумсн,gadtsa
222,Nagel[Anatomie]::N,хумсн,gazza
223,Nagel[Anatomie]::N,хумсн,kozzâ
224,Nagel[Anatomie]::N,хумсн,kõʒʒ
225,Nagel[Anatomie]::N,хумсн,кэ̄ннц
226,Zeh::N,хурһн,tjiehtjere
227,Zeh::N,хурһн,juolggetjuvdde
228,Zeh::N,хурһн,juolgesuorbma
229,Zeh::N,хурһн,jyel'gisuor'mâ
230,Zeh::N,хурһн,jue´lǧǧsuõrmm
231,Zeh::N,хурһн,ю̄лльк-це̄һп
232,Zeh::N,көлин хурһн,tjiehtjere
233,Zeh::N,көлин хурһн,juolggetjuvdde
234,Zeh::N,көлин хурһн,juolgesuorbma
235,Zeh::N,көлин хурһн,jyel'gisuor'mâ
236,Zeh::N,көлин хурһн,jue´lǧǧsuõrmm
237,Zeh::N,көлин хурһн,ю̄лльк-це̄һп
238,Fuß::N,тавг,juelkie
239,Fuß::N,тавг,juolgge
240,Fuß::N,тавг,juolgi
241,Fuß::N,тавг,jyel'gi
242,Fuß::N,тавг,jue´lǧǧ
243,Fuß::N,тавг,ла̄бпь
244,Ferse::N,өскә,båetskie
245,Ferse::N,өскә,boasske
246,Ferse::N,өскә,šušmi
247,Ferse::N,өскә,šušme
248,Ferse::N,өскә,jue´lǧǧkädd
249,Ferse::N,өскә,ка̄ннт
250,Knie::N,өвдг,boelve
251,Knie::N,өвдг,buolvva
252,Knie::N,өвдг,čibbi
253,Knie::N,өвдг,veaŋki
254,Knie::N,өвдг,iidâ
255,Knie::N,өвдг,puõlvv
256,Knie::N,өвдг,пуллв
257,Oberschenkel::N,һуй,ruaksja
258,Oberschenkel::N,һуй,tjibbe
259,Oberschenkel::N,һуй,gassaváhkká
260,Oberschenkel::N,һуй,badjeváhkáa
261,Oberschenkel::N,һуй,čuár'bpeeḷi
262,Oberschenkel::N,һуй,če´bb
263,Oberschenkel::N,һуй,чуаррбе̄лль
264,Bein::N,көл,juelkie
265,Bein::N,көл,juolgge
266,Bein::N,көл,juolgi
267,Bein::N,көл,jyel'gi
268,Bein::N,көл,jue´lǧǧ
269,Bein::N,көл,ю̄лльк
270,Körper::N,махмуд,kråahpe
271,Körper::N,махмуд,rumáj
272,Körper::N,махмуд,rumaš
273,Körper::N,махмуд,ruumâš
274,Körper::N,махмуд,rå´pp
275,Körper::N,махмуд,лышшьк
276,Körper::N,махмуд,роаӈӈьк
277,Haut::N,арсн,njaltja
278,Haut::N,арсн,lijkke
279,Haut::N,арсн,tjuobma
280,Haut::N,арсн,liiki
281,Haut::N,арсн,liške
282,Haut::N,арсн,le´šǩǩ
283,Haut::N,арсн,лышшьк
284,Blut::N,цусн,vïrre
285,Blut::N,цусн,maelie
286,Blut::N,цусн,varra
287,Blut::N,цусн,varra
288,Blut::N,цусн,vorrâ
289,Blut::N,цусн,võrr
290,Blut::N,цусн,вэ̄рр
291,Ader::N,судцн,åerie
292,Ader::N,судцн,aajroe
293,Ader::N,судцн,suodna
294,Ader::N,судцн,varrasuotna
295,Ader::N,судцн,suoṇâ
296,Ader::N,судцн,suõnn
297,Ader::N,судцн,сӯнн
298,Sehne::N,шүрүсн,soene
299,Sehne::N,шүрүсн,gåårtenje
300,Sehne::N,шүрүсн,suodna
301,Sehne::N,шүрүсн,suotna
302,Sehne::N,шүрүсн,suoṇâ
303,Sehne::N,шүрүсн,suõnn
304,Sehne::N,шүрүсн,сӯнн
305,Knochen::N,ясн,måara
306,Knochen::N,ясн,måaroe
307,Knochen::N,ясн,dákte
308,Knochen::N,ясн,dákti
309,Knochen::N,ясн,tähti
310,Knochen::N,ясн,tä´htt
311,Knochen::N,ясн,та̄ххт
312,Knochen::N,ясн,та̄ффьт
313,Gehirn::N,экн,aajla
314,Gehirn::N,экн,vuojŋam
315,Gehirn::N,экн,vuoigŋašat
316,Gehirn::N,экн,vuoi'ŋâšeh
317,Gehirn::N,экн,vuo'ivâšneh
318,Gehirn::N,экн,vuõivâšn
319,Gehirn::N,экн,вуэййвэшна
320,Herz::N,зүркн,vaajmoe
321,Herz::N,зүркн,tsåhke
322,Herz::N,зүркн,váibmu
323,Herz::N,зүркн,váimu
324,Herz::N,зүркн,čââ´đ
325,Herz::N,зүркн,кӯттҌк
326,Magen::N,гесн,tjåejjie
327,Magen::N,гесн,tjoajvve
328,Magen::N,гесн,čoavji
329,Magen::N,гесн,čuáv'ji
330,Magen::N,гесн,čåu´jj
331,Magen::N,гесн,чо̄ввьй
332,Leber::N,элкн,mueksie
333,Leber::N,элкн,librre
334,Leber::N,элкн,vuoivvas
335,Leber::N,элкн,vuoivâs
336,Leber::N,элкн,vuõivâs
337,Leber::N,элкн,вуйвас
338,Atem::N,әмсхл,voejngehtasse
339,Atem::N,әмсхл,båssånis
340,Atem::N,әмсхл,vuojŋadahka
341,Atem::N,әмсхл,vuoiŋŋahat
342,Atem::N,әмсхл,vuo'iŋâstim
343,Atem::N,әмсхл,jiõg'g
344,Atem::N,әмсхл,вӯйнас
345,Atem::N,әмсхл,вӯййнмушш
346,Hunger::N,харһнлһн,nielkie
347,Hunger::N,харһнлһн,nielgge
348,Hunger::N,харһнлһн,nealgi
349,Hunger::N,харһнлһн,nelgi
350,Hunger::N,харһнлһн,neä´lǧǧ
351,Hunger::N,харһнлһн,не̄лльк
352,Träne::N,нульмсн,gïknjele
353,Träne::N,нульмсн,ganjál
354,Träne::N,нульмсн,ganjal
355,Träne::N,нульмсн,koonjâl
356,Träne::N,нульмсн,kõõnjâl
357,Träne::N,нульмсн,кэ̄нял
358,Geschmack::N,амтн,aelmie
359,Geschmack::N,амтн,muosse
360,Geschmack::N,амтн,smáhkka
361,Geschmack::N,амтн,máhku
362,Geschmack::N,амтн,smáhkka
363,Geschmack::N,амтн,mááhu
364,Geschmack::N,амтн,smakkâ
365,Geschmack::N,амтн,njõõd
366,Geschmack::N,амтн,smääkk
367,Geschmack::N,амтн,ня̄лльк
368,Geruch::N,үнр,haaje
369,Geruch::N,үнр,habjja
370,Geruch::N,үнр,hádja
371,Geruch::N,үнр,opsâ
