,Concept_ID,uz,la
804,aufwachen::V,uyg'onmoq,expergisci
805,aufstehen::V,qo'pmoq,exsurgere
806,sich erholen::V,dam olmoq,se reficere
807,krank werden::V,kasallanmoq,aegrescere
808,krank sein::V,betob yotmoq,aegrotare
809,schmerzen::V,og'rimoq,dolere
810,husten::V,yo'talmoq,tussire
811,genesen::V,tuzalmoq,convalescere
812,sterben::V,o'lmoq,mori
813,umkommen::V,halok bo'lmoq,perire
814,sich bewegen::V,harakat qilmoq,se movere
815,sich rühren::V,qimirlamoq,micare
816,sich erheben::V,qo'pmoq,surgere
817,sich setzen::V,o'tirmoq,considere
818,hinfallen::V,yiqilmoq,cadere
819,laufen::V,yurmoq,vadere
820,schreiten::V,yurmoq,gradi
821,spazierengehen::V,sayr ätmoq,ambulare
822,eilen::V,tezlamoq,properare
823,sich beeilen::V,shoshmoq,festinare
824,sausen::V,chopqillamoq,currere
825,rennen::V,yugurmoq,currere
826,springen::V,sakramoq,salire
827,klettern::V,yuqorilamoq,niti
828,schaukeln::V,irg'amoq,oscillare
829,kriechen::V,ämaklamoq,repere
830,kriechen::V,ämaklamoq,serpere
831,schwimmen::V,suzmoq,nare
832,schwimmen::V,suzmoq,natare
833,tauchen::V,chu'mmoq,mergere
834,rudern::V,eshkak eshmoq,remigare
835,fahren::V,haydamoq,vehi
836,fliegen::V,uchmoq,volare
837,gehen::V,bormoq,ire
838,gehen::V,bormoq,vadere
839,weggehen::V,ketoq,abire
840,weggehen::V,ketoq,discedere
841,abfahren::V,jo'namoq,proficisci
842,anhalten::V,to'xtamoq,consistere
843,hineingehen::V,kirmoq,inire
844,hineingehen::V,kirmoq,ingredi
845,eintreten::V,kirmoq,intrare
846,kommen::V,kelmoq,venire
847,ankommen::V,etib kelmoq,advenire
848,zurückkommen::V,qaytib kelmoq,revenire
849,bleiben::V,qolmoq,manere
850,warten::V,poylamoq,opperiri
851,erwarten::V,kutmoq,opperiri
852,erwarten::V,kutmoq,expectare
853,suchen::V,izlamoq,quaerere
854,finden::V,topmoq,reperire
855,versuchen::V,chalishmoq,conari
856,versuchen::V,chalishmoq,temptare
857,vorbereiten::V,hozirlamoq,parare
858,lieben::V,sevmoq,amare
859,mögen::V,ardoqlamoq,amare
860,lachen::V,kulmoq,ridere
861,rühren::V,ta'sirlantirmoq,commovere
862,weinen::V,yig'lamoq,flere
863,schimpfen::V,koyinmoq,increpare
864,sich ärgern::V,g'azab qilmoq,indignari
865,sich fürchten::V,hurkmoq,vereri
866,fürchten::V,qo'rqmoq,timere
867,fliehen::V,qochmoq,fugere
868,flüchten::V,qochmoq,effugere
869,sehen::V,ko'rmoq,videre
870,anschauen::V,razm solmoq,aspectare
871,ansehen::V,razm qilmoq,spectare
872,hören::V,äshitmoq,audire
873,zuhören::V,tinglamoq,auscultare
874,probieren::V,tatib ko'rmoq,gustare
875,riechen::V,iskamoq,olfacere
876,fühlen::V,sezmoq,sentire
877,scheinen::V,tuyilmoq,videri
878,zu sehen sein::V,ko'rinmoq,conspici
879,vernehmen::V,äshitmoq,comperire
880,frieren::V,sovuq qotmoq,algere
881,tun::V,ätmoq,facere
882,können::V,-a olmoq,posse
883,können::V,-y olmoq,posse
884,wollen::V,istamoq,velle
885,anfangen::V,boshlamoq,incipere
886,beenden::V,bitirmoq,finire
887,aufhören::V,tinmoq,desistere
888,gelingen::V,muvaffaqiyat qozonmoq,contingere
889,geraten::V,bo'lmoq,evenire
890,öffnen::V,ochmoq,aperire
891,schließen::V,yopmoq,claudere
892,stellen::V,qo'ymoq,sistere
893,setzen::V,o'tqazmoq,ponere
894,legen::V,yotqizmoq,ponere
895,berühren::V,tegmoq,tangere
896,verbinden::V,ulamoq,iungere
897,bedecken::V,bekitmoq,tegere
898,bedecken::V,bekitmoq,operire
899,aufhängen::V,ildirmoq,suspendere
900,anzünden::V,yondirmoq,accendere
901,anzünden::V,yondirmoq,inflammare
902,aufheben::V,ko'tarmoq,tollere
903,zurücklassen::V,ayrilmoq,relinquere
904,verlieren::V,yo'qotmoq,perdere
905,verlieren::V,yo'qotmoq,amittere
906,fallen lassen::V,tushirmoq,dimittere
907,machen::V,qilmoq,facere
908,herstellen::V,chiqarmoq,fabricare
909,bauen::V,solmoq,construere
910,reparieren::V,tuzatmoq,reparare
911,verbessern::V,isloh qilmoq,emendare
912,ändern::V,o'zgartirmoq,mutare
913,graben::V,qazimoq,fodere
914,beugen::V,bukmoq,flectere
915,biegen::V,bukmoq,curvare
916,drehen::V,aylantirmoq,torquere
917,wenden::V,burmoq,vertere
918,umdrehen::V,ag'darmoq,convertere
919,heben::V,yuksaltirmoq,tollere
920,hochheben::V,ko'tarmoq,levare
921,ergreifen::V,tutamlamoq,capessere
922,halten::V,tutmoq,tenere
923,drücken::V,bosmoq,premere
924,schieben::V,surmoq,promovere
925,kratzen::V,qashimoq,radere
926,lecken::V,mijimoq,lambere
927,beißen::V,tishlamoq,mordere
928,abreißen::V,emirmoq,avellere
929,abschneiden::V,cho'rt kesmoq,desecare
930,binden::V,bog'lamoq,ligare
931,stecken::V,suqmoq,inserere
932,brechen::V,sindirmoq,rumpere
933,klopfen::V,dukurlamoq,pultare
934,hauen::V,urmoq,ferire
935,kleben::V,yopishtirmoq,agglutinare
936,reiben::V,surkamoq,terere
937,streichen::V,surkamoq,oblinere
938,schleifen::V,qayramoq,acuere
939,schneiden::V,kesmoq,secare
940,rütteln::V,chayqamoq,quassare
941,schütteln::V,chayqamoq,quatere
942,schwenken::V,chayqatmoq,ventilare
943,schütten::V,quymoq,fundere
944,füllen::V,to'ldirmoq,complere
945,einwickeln::V,chulg'amoq,involvere
946,tragen::V,tashimoq,ferre
947,tragen::V,tashimoq,portare
948,schleppen::V,sudramoq,pertrahere
949,ziehen::V,tortmoq,trahere
950,aufbewahren::V,tutmoq,asservare
951,werfen::V,tashlamoq,iacere
952,fangen::V,tutmoq,capere
953,packen::V,opqochmoq,capessere
954,verstecken::V,yashirmoq,abdere
955,teilen::V,bo'lmoq,partiri
956,teilen::V,bo'lmoq,dividere
957,schicken::V,yubormoq,mittere
958,bringen::V,keltirmoq,apportare
959,hinzufügen::V,tirkamoq,addere
960,bekommen::V,olmoq,adipisci
961,erhalten::V,olmoq,accipere
962,nehmen::V,olmoq,sumere
963,wählen::V,saylamoq,eligere
964,auswählen::V,saylamoq,deligere
965,bewahren::V,saqlamoq,conservare
966,behindern::V,xalal bermoq,impedire
967,verderben::V,xazon qilmoq,corrumpere
968,beschädigen::V,buzmoq,laedere
969,zerbrechen::V,sindirmoq,rumpere
970,zerbrechen::V,sindirmoq,frangere
971,zerreißen::V,yirtmoq,discindere
972,zerstören::V,vayron qilmoq,delere
973,verbrennen::V,kuydirmoq,urere
974,verbrennen::V,kuydirmoq,cremare
975,geben::V,bermoq,dare
976,reichen::V,bermoq,praebere
977,schenken::V,sovg'a qilmoq,donare
978,schenken::V,sovg'a qilmoq,largiri
979,versprechen::V,va'da bermoq,polliceri
980,versprechen::V,va'da bermoq,promittere
981,wünschen::V,orziqmoq,
982,loben::V,maqtamoq,laudare
983,küssen::V,o'pmoq,osculari
984,wiegen::V,tebratmoq,
985,zudecken::V,yopmoq,tegere
986,wecken::V,uyg'otmoq,excitare
987,zeigen::V,ko'rsatmoq,monstrare
988,führen::V,boshlik bo'lmoq,ducere
989,lehren::V,o'rgatmoq,docere
990,unterrichten::V,dars bermoq,instituere
991,aufziehen::V,o'stirmoq,nutrire
992,leiten::V,boshqarmoq,ducere
993,antreiben::V,shoshiltirmoq,incitare
994,lassen::V,ruxsat bermoq,iubere
995,einladen::V,taklif kilmoq,invitare
996,vereinigen::V,qo'shmoq,coniungere
997,besuchen::V,mehmonga bormoq,visere
998,treffen::V,duchor bo'lmoq,convenire
999,sich versammeln::V,to'planmoq,convenire
1000,spielen::V,o'ynamoq,ludere
1001,singen::V,yalla qilmoq,cantare
1002,tanzen::V,raqs qilmoq,saltare
1003,sich trennen::V,yakkalanmoq,digredi
1004,sich trennen::V,yakkalanmoq,discedere
1005,verlassen::V,qoldirmoq,deserere
1006,verlassen::V,qoldirmoq,relinquere
1007,retten::V,qutqazmoq,servare
1008,bewachen::V,qo'rimoq,custodire
1009,schützen::V,yoniga olmoq,tueri
1010,schützen::V,yoniga olmoq,tutari
1011,verteidigen::V,yoqlamoq,defendere
1012,sich schlagen::V,yoqalashmoq,luctari
1013,schießen::V,otmoq,iaculari
1014,siegen::V,engmoq,vincere
1015,ärgern::V,jahl chiqarmoq,irritare
1016,schlagen::V,urmoq,ferire
1017,treten::V,tepmoq,calcare
1018,stechen::V,qadamoq,pungere
1019,stoßen::V,turtmoq,tundere
1020,stehlen::V,o'g'rilamoq,furari
1021,stören::V,tebratmoq,turbare
1022,belästigen::V,g'ashini keltirmoq,obtundere
1023,verbergen::V,berkitmoq,celare
1024,verbergen::V,berkitmoq,occultare
1025,täuschen::V,aldamoq,fallere
1026,betrügen::V,tirriq qilmoq,fraudare
1027,töten::V,o'ldirmoq,necare
1028,töten::V,o'ldirmoq,caedere
1029,wohnen::V,istiqomat qilmoq,habitare
1030,arbeiten::V,ishlamoq,laborare
1031,sammeln::V,yig'moq,colligere
1032,pflücken::V,termoq,carpere
1033,jagen::V,ov qilmoq,venari
1034,fischen::V,baliq ovlamoq,piscari
1035,fassen::V,ilinmoq,capere
1036,hüten::V,boqtirmoq,custodire
1037,treiben::V,haydamoq,agere
1038,anbinden::V,bog'lamoq,alligare
1039,füttern::V,edirmoq,nutrire
1040,melken::V,sog'moq,mulgere
1041,hacken::V,chopmoq,findere
1042,gießen::V,oqizmoq,rigare
1043,reifen::V,qizarmoq,maturescere
1044,zubereiten::V,pishirmoq,apparare
1045,kochen::V,qaynatmoq,coquere
1046,backen::V,yopmoq,coquere
1047,braten::V,qovurmoq,torrere
1048,umrühren::V,atalamoq,commovere
1049,stricken::V,to'qimoq,texere
1050,nähen::V,tikmoq,suere
1051,färben::V,bo'yoqlamoq,tingere
1052,reinigen::V,tozalamoq,purgare
1053,waschen::V,yuvmoq,lavare
1054,abwischen::V,surkamoq,abstergere
1055,spülen::V,chaymoq,perluere
1056,fegen::V,cho'tkalamoq,verrere
1057,kehren::V,supurmoq,purgare
1058,baden::V,cho'milmoq,lavari
1059,sich waschen::V,yuvinmoq,lavari
1060,ausziehen::V,echintirmoq,exuere
1061,anziehen::V,kiymoq,induere
1062,sich anziehen::V,kiyinmoq,vestiri
1063,kämmen::V,taramoq,pectere
1064,schmücken::V,yasatmoq,ornare
1065,schmücken::V,yasatmoq,decorare
1066,sagen::V,aytmoq,dicere
1067,sprechen::V,so'zlamoq,fari
1068,reden::V,gapirmoq,loqui
1069,sich unterhalten::V,suhbatlashmoq,colloqui
1070,sich unterhalten::V,suhbatlashmoq,disputare
1071,fragen::V,so'ramoq,rogare
1072,fragen::V,so'ramoq,quaerere
1073,bitten::V,iltimos qilmoq,orare
1074,bitten::V,iltimos qilmoq,rogare
1075,erzählen::V,aytib bermoq,narrare
1076,mitteilen::V,bildirmoq,communicare
1077,nennen::V,atamoq,appellare
1078,rufen::V,chaqirmoq,vocare
1079,prahlen::V,gerdaymoq,gloriari
1080,übersetzen::V,tarjima qilmoq,vertere
1081,denken::V,o'ylamoq,cogitare
1082,glauben::V,ishonmoq,credere
1083,bemerken::V,payqamoq,animadvertere
1084,erkennen::V,tanimoq,cognoscere
1085,begreifen::V,tushunmoq,comprehendere
1086,verstehen::V,anglamoq,intellegere
1087,lernen::V,o'qimoq,discere
1088,wissen::V,bilmoq,scire
1089,sich erinnern an::V,äsni tanimoq,meminisse
1090,vergessen::V,unutmoq,oblivisci
1091,messen::V,o'lchamoq,metiri
1092,zählen::V,raqamlamoq,numerare
1093,rechnen::V,cho'tlamoq,reri
1094,rechnen::V,cho'tlamoq,calculare
1095,lesen::V,o'qimoq,legere
1096,malen::V,rasm solmoq,pingere
1097,zeichnen::V,chizmoq,scribere
1098,schreiben::V,yozmoq,scribere
1099,besitzen::V,ägalamoq,possidere
1100,kaufen::V,olmoq,emere
1101,verkaufen::V,sotmoq,vendere
1102,bezahlen::V,to'lamoq,pendere
1103,zahlen::V,to'lamoq,solvere
1104,beherrschen::V,ägalamoq,regere
1105,beherrschen::V,ägalamoq,imperare
1106,ertragen::V,chidamoq,tolerare
1107,ertragen::V,chidamoq,sustinere
