,Concept_ID,ce,myv
249,Kummer::N,бала,мелявкс
250,Wunsch::N,лаам,мель
251,Wunsch::N,лаам,бажамо
252,Lust::N,лаам,бажамо
253,Geist::N,са,ойме
254,Gedanke::N,ойла,мель
255,Gedächtnis::N,диццадалар,мель
256,Verstand::N,хьекъал,прев
257,Sinn::N,маьӏна,толк
258,Sinn::N,маьӏна,смысла
259,Grund::N,бахьана,тувтал
260,Wahrheit::N,бакъдерг,видечи
261,Gespräch::N,къамел,кортнема
262,Märchen::N,туьйра,ёвкс
263,Erzählung::N,дийцар,ёвтнема
264,Nachricht::N,хаам,куля
265,Neuigkeit::N,керланиг,куля
266,Name::N,цӏе,лем
267,Rätsel::N,хӏетал-метал,содамоёвкс
268,Rede::N,къамел,кортамо
269,Sprache::N,мотт,кель
270,Stimme::N,aз,ваигель
271,Wort::N,дош,вал
272,Zeichen::N,билгало,теште
273,Ruf::N,кхайкхар,тердема
274,Lärm::N,гӏовгӏа,шалнома
275,Laut::N,аз,вайгель
276,Ton::N,aз,гайнема
277,Lied::N,илли,моро
278,Ruhe::N,тийналла,оймамо
279,Leute::N,нах,ломанть
280,Volk::N,халкъ,народ
281,Arbeit::N,болх,тев
282,Gast::N,хьаша,инже
283,Geschenk::N,совгӏат,казне
284,Spiel::N,ловзар,налксема
285,Gesellschaft::N,юкъаралла,община
286,Hilfe::N,гӏо,лездамо
287,Freund::N,доттагl,оя
288,Freund::N,доттагl,ялга
289,Kamerad::N,накъост,оя
290,Kamerad::N,накъост,ялга
291,Angelegenheit::N,гӏуллакх,тев
292,Anzahl::N,терахь,ламоксчи
293,Stück::N,юьхк,пакш
294,Stück::N,юьхк,пелькс
295,Teil::N,дакъа,часть
296,Teil::N,дакъа,пелькс
297,Hälfte::N,ах,пель
298,Hälfte::N,ах,пелькс
299,Kreis::N,го,кирькс
300,Kreuz::N,жӏара,крёст
301,Linie::N,сиз,кикс
302,Strich::N,сиз,межа
303,Abstand::N,юкъ,ютко
304,Gegend::N,мeттиг,тарка
305,Gegend::N,мeттиг,пертьпелькс
306,Platz::N,майда,васолкс
307,Ort::N,меттиг,тарка
308,Seite::N,aгӏo,ён
309,Seite::N,aгӏo,чире
310,Mitte::N,юкъ,куншка
311,Gegenstand::N,хӏума,предмет
312,Sache::N,хӏума,тев
313,Sache::N,хӏума,веща
314,Rand::N,йист,пе
315,Rand::N,йист,чире
316,Kante::N,йист,ирдез
317,Ecke::N,са,ужо
318,Spitze::N,ралла,пряне
319,Spitze::N,ралла,пе
320,Ende::N,юьхьиг,пе
321,Loch::N,ӏуьрг,варя
322,Winkel::N,са,ужо
323,Muster::N,дагар,сёрма
324,Muster::N,тӏамар,сёрма
325,Größe::N,барам,сэрь
326,Größe::N,барам,покшолма
327,Länge::N,йохалла,кувалмо
328,Höhe::N,локхалла,сэрь
329,Höhe::N,локхалла,пандо
330,Gewicht::N,йозалла,сталмо
331,Menge::N,дукхалла,лововкс
332,Haufen::N,сал,мар
333,Haufen::N,сал,валявкс
334,Haufen::N,оьла,мар
335,Haufen::N,оьла,валявкс
336,Reihe::N,рагӏ,ряд
337,Reihe::N,могӏа,ряд
338,Boot::N,кема,венч
339,Ruder::N,пийсиг,милё
340,Schlitten::N,салаз,нурдт
341,Ski::N,когсалаз,сокс
342,Lagerfeuer::N,цӏе,толбандя
343,Last::N,дукъ,сталмо
344,Last::N,дукъ,кандома
345,Gang::N,лелар,молема
346,Gang::N,лелар,якамо
347,Schritt::N,гӏулч,эскелькс
348,Norden::N,къилбаседе,якшамо ёнкс
349,Süden::N,къилбе,лембе ёнкс
350,Westen::N,малхбузе,чивалгома
351,Osten::N,малхбале,чилисема
352,Holz::N,дечиг,чувто
353,Brett::N,у,лаз
354,Platte::N,у,плита
355,Stütze::N,гӏopтоp,неже
356,Stange::N,гӏуркх,олга
357,Stock::N,ӏаса,мандо
358,Stab::N,гӏаж,олога
359,Rohr::N,биргӏа,турба
360,Haus::N,цӏа,кудо
361,Heim::N,кхерч,кудо
362,Ofen::N,кхерч,каштомо
363,Fußboden::N,цӏенкъа,киякс
364,Tisch::N,шун,столь
365,Stuhl::N,гӏант,стул
366,Wiege::N,ага,лавсь
367,Wiege::N,ага,нурямот
368,Bett::N,маьнга,ацамо
369,Regal::N,терхи,лався
370,Regal::N,терхи,лавсяланго
371,Kiste::N,яьшка,горобия
372,Kiste::N,яьшка,сундук
373,Fenster::N,кор,вальма
374,Tür::N,неӏ,кенкш
375,Tor::N,ков,ортат
376,Zaun::N,керт,пирявт
377,Zaun::N,керт,пирвякс
378,Dach::N,тхов,кудопря
379,Leiter::N,лами,кузтема
380,Besen::N,нуй,тенсть
381,Spaten::N,бел,койме
382,Schaufel::N,аьшкал,кече
383,Schaufel::N,аьшкал,келей койме
384,Gabel::N,мӏара,сянгине
385,Löffel::N,ӏайг,пенч
386,Messer::N,урс,пеель
387,Nagel::N,хьостам,эске
388,Netz::N,бой,алтыма
389,Haken::N,мӏара,кечказ
390,Schloss::N,чӏега,замок
391,Schloss::N,чӏега,панжома
392,Bild::N,сурт,картина
393,Puppe::N,тайниг,няка
394,Beutel::N,гали,кескав
395,Bündel::N,кочар,керькс
396,Tasche::N,тӏоьрмиг,юдма
397,Eimer::N,чийлик,ведра
398,Deckel::N,негӏар,велькс
399,Geschirr::N,пхьегӏа,кедьге
400,Sack::N,гали,кескав
401,Tasse::N,кад,чакш
402,Topf::N,яй,кастрюля
403,Kessel::N,яй,котёл
404,Essen::N,юург,ярсамо
405,Nahrung::N,кхача,ярсамопель
406,Speise::N,юург,ярсамопель
407,Fleisch::N,жижиг,сывель
408,Getreide::N,буьртиг,сюро
409,Brei::N,xудар,каша
410,Brot::N,бепиг,кши
411,Brot::N,кхаллар,кши
412,Scheibe::N,цастар,кочом
413,Scheibe::N,цастар,сускомо
414,Fett::N,мохь,куя
415,Butter::N,налха,ой
416,Öl::N,даьтта,ой
417,Salz::N,туьха,сал
418,Suppe::N,чорпа,ям
419,Honig::N,моз,медь
420,Milch::N,шура,ловсо
421,Tee::N,чай,чай
422,Leder::N,цӏока,киське
423,Wolle::N,тӏapгӏa,пона
424,Stoff::N,кӏади,коцт
425,Nadel::N,маха,салмукс
426,Faden::N,тай,суре
427,Knopf::N,нуьйда,пов
428,Knoten::N,шад,сюлмо
429,Farbe::N,сир,артомапель
430,Farbe::N,басар,артомапель
431,Kleidung::N,бедар,оршамот
432,Hemd::N,коч,панар
433,Kragen::N,кач,сиве
434,Ärmel::N,пхьош,ожа
435,Hose::N,хеча,понкст
436,Gürtel::N,доьхка,каркс
437,Mütze::N,куй,чапка
438,Schuh::N,мача,туфля
439,Stiefel::N,этка,кем
440,Ring::N,чӏуг,суркс
441,Band::N,лента,лента
442,Kamm::N,ехк,сурсеме
443,Spiegel::N,куьзга,чавачамо
444,Riemen::N,доьхка,кшнань каркс
445,Schnur::N,муш,пикс
446,Leine::N,кочатосу доьхка,ведьме
447,Decke::N,юргӏа,вельтямо
448,Kissen::N,гIайба,тодов
449,Tuch::N,исхар,паця
450,Handtuch::N,гата,нардамо
451,Kraft::N,гӏора,вий
452,Stärke::N,гӏап,виевчи
453,Gesundheit::N,могашалла,шумбрачи
454,Krankheit::N,цамгар,орма
455,Krankheit::N,цамгар,сэредема
456,Schmerz::N,лазар,сэредькс
457,Wunde::N,чов,керявкс
458,Fieber::N,xорша,маштыкс
459,Arznei::N,молха,ормаменькс
460,Brücke::N,тӏай,сэдь
461,Brücke::N,тӏай,мадамо
462,Brunnen::N,гӏу,лисьма
463,Weide::N,дак,ракшань ванома тарка
464,Pfad::N,тача,ян
465,Weg::N,некъ,ки
466,Straße::N,урам,ки
467,Dorf::N,юрт,веле
468,Stadt::N,гӏала,ош
469,Brief::N,кехат,сёрма
470,Buch::N,жайна,книга
471,Buchstabe::N,элп,буква
472,Zeitung::N,газет,газета
473,Leben::N,дахар,эрямо
474,Tod::N,далар,кулома
475,Tod::N,ӏожалла,кулома
476,Grab::N,каш,калмо
477,Kirche::N,килс,церькова
478,Sünde::N,къа,чумочи
479,Gott::N,дела,паз
480,Arbeiter::N,белхало,робочей
481,Chef::N,хьаькам,прявт
482,Meister::N,говзанча,кол тевень тенця
483,Arzt::N,лор,врач
484,Lehrer::N,хьехархо,учитель
485,Lehrer::N,хьехархо,тонавтыця
486,Geld::N,aхча,ярмак
487,Geschäft::N,туька,ладязь тев
488,Laden::N,туька,лавка
489,Preis::N,мах,питне
490,Ware::N,хlума,миевкс
491,Ware::N,хlума,рамавкс
492,Nutzen::N,пайда,паро
493,Nutzen::N,пайда,лезэ
494,Reichtum::N,хьал,сюпавчи
495,Welt::N,дуьне,мир
496,Welt::N,дуьне,мастор ланго
497,Land::N,мохк,мастор
498,Staat::N,пачхьалкх,государства
499,König::N,паччахь,король
500,Macht::N,ӏедал,азорксчи
501,Grenze::N,доза,буен тешкс
502,Krieg::N,тӏом,война
503,Feind::N,мостагӏ,душман
504,Gewalt::N,гӏело,нарьгамо
505,Kampf::N,къийсам,тюрема
506,Pfeil::N,пха,нал
507,Gewehr::N,топ,ружия
508,Gewehr::N,топ,винтовка
509,Fehler::N,гӏалат,ильведькс
510,Fehler::N,гӏалат,ильведевкс
511,Lüge::N,аьшпаш,манчема
512,Lüge::N,аьшпаш,кенгелема
513,Schaden::N,зен,зыян
514,Unglück::N,бала,зыян
515,Schuld::N,бехк,чумочи
516,Alter::N,хан,шка
517,Schluss::N,чакхе,пе
518,Zeit::N,хан,шка
519,Zeit::N,хан,пинге
520,Tag::N,де,чи
521,Morgen::N,ӏуьйре,валске
522,Mittag::N,делкъе,чикуншка
523,Abend::N,суьйре,чокшнэ
524,Nacht::N,буьйса,ве
525,Woche::N,кӏира,недля
526,Monat::N,бутт,ков
527,Jahr::N,шо,ие
528,Frühling::N,бӏаьсте,тундо
529,Sommer::N,аьхке,кизэ
530,Herbst::N,гуьйре,сёксь
531,Winter::N,ӏа,теле
532,Januar::N,январь,якшамков
533,Februar::N,февраль,февраль
534,März::N,март,март
535,April::N,апрель,апрель
536,Mai::N,май,май
537,Juni::N,июнь,июнь
538,Juli::N,июль,июль
539,August::N,август,август
540,September::N,сентябрь,сентября
541,Oktober::N,октябрь,октября
542,November::N,ноябрь,ноября
543,Dezember::N,декабрь,декабря
544,Montag::N,оршот,пондельник
545,Dienstag::N,шинара,овторник
546,Mittwoch::N,кхаара,серёда
547,Donnerstag::N,еара,цетьверьг
548,Freitag::N,пӏераска,пеця
549,Samstag::N,шот,субута
550,Samstag::N,шот,шлямочи
551,Sonntag::N,кӏиранде,недлячи
552,groß::A,доккха,ине
553,groß::A,доккха,покш
554,klein::A,кегий,вишка
555,lang::A,еха,кувака
556,kurz::A,доца,нурькине
557,breit::A,шуьйра,келей
558,schmal::A,готта,теине
559,dicht::A,луьста,тусто
560,dick[Gegenstand]::A,стомма,эчке
561,dünn::A,дуткъа,човине
562,fein::A,ховха,човине
563,fest::A,чӏогӏа,кеме
564,flach::A,чӏапа,лапужа
565,glatt::A,шера,валаня
566,hart::A,чӏогӏa,калгодо
567,weich::A,кӏеда,чевте
568,rund::A,горга,кеверь
569,spitz::A,ира,пшти
570,scharf::A,ира,пшти
571,stumpf::A,аьртa,ношка
572,schwer::A,деза,стака
573,schön::A,хаза,мазый
574,heiß::A,довха,пси
575,warm::A,довха,лембе
576,kalt::A,шийла,якшамо
577,kühl::A,шийла,экше
578,frisch::A,керла,свежа
579,feucht::A,тӏуьна,летьке
580,nass::A,тӏеда,начко
581,trocken::A,eкъа,коське
582,voll::A,дуьзна,пешксе
583,leer::A,яьсса,чаво
584,offen::A,диллина,панжадо
585,offen::A,диллина,виде
586,geschlossen::A,дӏакъевлина,пекстазь
587,geschlossen::A,дӏакъевлина,сёлгозь
588,geschlossen::A,дӏачӏагӏдина,пекстазь
589,geschlossen::A,дӏачӏагӏдина,сёлгозь
590,sauber::A,цӏена,ванькс
591,schmutzig::A,боьха,ливезев
592,roh::A,буьйда,верек
593,reif::A,хилла,кенерезь
594,lecker::A,чоме,тантей
595,süß::A,мерза,ламбамо
596,bitter::A,къаьхьа,сэпей
597,sauer::A,муьста,чапамо
598,hell::A,сирла,валдо
599,dunkel::A,бодане,чопода
600,schwarz::A,ӏаьржа,раужо
601,weiß::A,кӏайн,ашо
602,rot::A,цӏен,якстере
603,gelb::A,можа,ожо
604,blau::A,сийна,сэнь
605,grün::A,баьццара,пиже
606,grau::A,cира,шержев
607,grau::A,мокха,шержев
608,bunt::A,къорза,сёрмав
609,billig::A,дораха,аволь питней
610,teuer::A,деза,питней
611,wertvoll::A,мехала,питней
612,blind::A,бӏаьрзе,сокор
613,taub::A,къора,амариця
614,kräftig::A,нуьцкъала,пек виев
615,stark::A,зоьртала,виев
616,stark::A,нуьцкъала,виев
617,schwach::A,гӏорасиза,лавшо
618,fett::A,дерстана,куя
619,schlank::A,куц долу,виде ронга
620,hübsch::A,хаза,мазый
621,böse::A,вон,кежей
622,dumm::A,сонта,чавола
623,dumm::A,сонта,превтеме
624,faul::A,мало ен,нузякс
625,fleißig::A,тӏера,мелень путыця
626,geizig::A,пис,скупой
627,geizig::A,сутара,скупой
628,klug::A,хьекъале,превей
629,geschickt::A,тӏахъаьлла,маштозь теезь
630,lieb::A,хьоме,вадря
631,lustig::A,самукъане,весёла
632,sanft::A,кlеда,сэтьме
633,hungrig::A,меца,вачо
634,krank::A,цомгуш долу,сэредиця
635,nackt::A,дерзана,штапо
636,traurig::A,самукъане воцу,нусманя
637,lebendig::A,дийна,эриця
638,gut::A,дика,паро
639,schlecht::A,вон,берянь
640,richtig::A,нийса,виде
641,schlimm::A,вон,берянь
642,wahr::A,бакъдолу,алкуксонь
643,alt::A,къена,ташто
644,neu::A,керла,од
645,ehemalig::A,хилла,икелень
646,alt[Lebewesen]::A,къена,сыре
647,jung::A,къона,од
648,arm::A,къен,кажов
649,reich::A,хьоле,сюпав
650,bekannt::A,девзаш долу,содавикс
651,berühmt::A,цӏеяхана,содавикс
652,fremd::A,нехан,лия
653,fremd::A,нехан,асодавикс
654,verschieden::A,тайп-тайпанара,эрьва
655,nah::A,гергара,а васолонь
656,fern::A,гена,умонь
657,fern::A,гена,кезэрень
658,fern::A,генара,умонь
659,fern::A,генара,кезэрень
660,linker::A,аьрру,керш
661,rechter::A,аьтту,вить
662,anderer::A,кхин,лия
663,erster::A,хьалхара,васень
664,erster::A,хьалхара,васенце
665,zweiter::A,шолгIа,омбоце
666,dritter::A,кхоалгӏа,колмоце
667,letzter::A,тӏаьххьара,меельце
668,allein::ADV,цхьаъ,башка
669,allein::ADV,цхьаъ,ськамонзо
670,auf einmal::ADV,цу сохьтта,вейсэ
671,zusammen::ADV,цхьана,вейс
672,zusammen::ADV,цхьана,вейсэ
673,lange::ADV,дукха,кувать
674,plötzlich::ADV,цIеххьана,апак учо
675,sofort::ADV,цу сохьтта,курок
676,sofort::ADV,цу сохьтта,нейке
677,später::ADV,тӏаьхьо,мейле
678,jetzt::ADV,хӏинца,ней
679,heute::ADV,тахана,течи
680,morgen::ADV,кхана,ванды
681,bald::ADV,кеста,курок
682,dann::ADV,тӏаккха,мейле
683,dann::ADV,тӏаккха,седе мейле
684,gestern::ADV,селхана,исяк
685,einst::ADV,цкъа,весть
686,einst::ADV,цкъа,зярдо-бути
687,damals::ADV,хӏетахьь,сестэ
688,danach::ADV,тӏаккха,мейле
689,danach::ADV,тӏаккха,седе мейле
690,vorher::ADV,хьалхa,васняяк
691,zuerst::ADV,хьалха,васня
692,einmal::ADV,цкъа,весть
693,manchmal::ADV,цкъаццкъа,лиясто
694,oft::ADV,кест-кеста,сеетьстэ
695,immer::ADV,даим,свал
696,niemals::ADV,цкъа а,а зярдояк
697,hier::ADV,кхузахь,тесэ
698,hierhin::ADV,кхуза,тей
699,von hier::ADV,кхузара,тестэ
700,dort::ADV,цигахь,тосо
701,dorthin::ADV,цига,тов
702,geradeaus::ADV,нийса дӏа,витьстэ
703,vorwärts::ADV,хьалха,икелев
704,rückwärts::ADV,юха,мекев
705,zurück::ADV,юха,мекев
706,unten::ADV,лахахь,ало
707,hinab::ADV,охьа,алов
708,oben::ADV,лакхахь,вере
709,hinauf::ADV,хьала,верев
710,überall::ADV,массанхьа,эрьва косо
711,nicht::ADV,ца,а
712,ein wenig::ADV,кӏеззиг,аламошка
713,kaum::ADV,халла,ансяк
714,sehr::ADV,вуно,пек
715,sehr::ADV,вуно,вельть
716,noch::ADV,кхин,таго
717,nur::ADV,бен ...ца,ансяк
718,schon::ADV,хӏинцале,уш
719,wieder::ADV,юха а,таго
720,vergebens::ADV,эрна,стяко
721,vor::PRP,хьалха,икеле
722,hinter::PRP,тӏехьа,вельде
723,unter::PRP,кIелахь,ало
724,durch::PRP,чекх,пачк
725,neben::PRP,юххе,вакссо
726,zwischen::PRP,юккъехь,ютксо
727,wegen::PRP,дуьхьа,кис
728,wegen::PRP,дуьхьа,коряс
729,wegen::PRP,дуьхьа,кувалт
730,dies::PRN,и,те
731,dies::PRN,иза,те
732,das::PRN,и,те
733,das::PRN,и,тона
734,das::PRN,иза,те
735,das::PRN,иза,тона
736,alles::PRN,дерриг,весе
737,alles::PRN,дерриг,весемесь
738,ich::PRN,cо,мон
739,du::PRN,хьо,тон
740,er::PRN,и,сон
741,er::PRN,иза,сон
742,wir::PRN,тхо,минь
743,wir::PRN,вай,минь
744,ihr::PRN,шу,тынь
745,sie::PRN,уьш,сынь
746,was::FPRN,хӏун,мезе
747,wer::FPRN,мила,ки
748,wo::FADV,мичaхь,косо
749,wohin::FADV,мича,ков
750,wohin::FADV,мича,козо
751,wie::FADV,муха,кода
752,warum::FADV,хӏунда,мекс
753,wieviel::FNUM,мел,зяро
754,wieviel::FNUM,маса,зяро
755,eins::NUM,цхьаъ,вейке
756,zwei::NUM,шиъ,кавто
757,drei::NUM,кхоъ,колмо
758,vier::NUM,диъ,ниле
759,fünf::NUM,пхиъ,вете
760,sechs::NUM,ялх,кото
761,sieben::NUM,ворхӏ,сисем
762,acht::NUM,бархӏ,кавксо
763,neun::NUM,исс,вейксэ
764,zehn::NUM,итт,кемень
765,elf::NUM,цхьайтта,кевейкее
766,zwölf::NUM,шийтта,кемгавтово
767,zwanzig::NUM,ткъа,комсь
768,dreißig::NUM,ткъе итт,колоньгемень
769,vierzig::NUM,шовзткъа,ниленьгемень
770,fünfzig::NUM,шовзткъе итт,ведьгемень
771,sechzig::NUM,кхузткъа,кодгемень
772,siebzig::NUM,кхузткъе итт,сизьгемень
773,achtzig::NUM,дезткъа,кавксоньгемень
774,neunzig::NUM,дезткъе итт,вейксэньгемень
775,hundert::NUM,бӏе,сядо
776,tausend::NUM,эзар,тыща
777,und::CNJ,a,ды
778,oder::CNJ,я,или
779,stehen::V,латта,аштемс стядо
780,sitzen::V,хиъна ӏан,аштемс озадо
781,liegen::V,ӏилла,мадезь аштемс
782,hängen::V,кхаза,нурьгемс
783,werden::V,хила,арамс
784,passieren::V,хила,лисэмс
