,Concept_ID,se,lt
0,Auge::N,tjelmie,akis
1,Auge::N,tjalmme,akis
2,Auge::N,čalbmi,akis
3,Auge::N,čalme,akis
4,Auge::N,čâ´lmm,akis
5,Auge::N,ча̄лльм,akis
6,Ohr::N,bieljie,ausis
7,Ohr::N,biellje,ausis
8,Ohr::N,beallji,ausis
9,Ohr::N,pelji,ausis
10,Ohr::N,pe´llj,ausis
11,Ohr::N,пе̄лльй,ausis
12,Nase::N,njuenie,nosis
13,Nase::N,njunnje,nosis
14,Nase::N,njunni,nosis
15,Nase::N,njuṇe,nosis
16,Nase::N,njuu´nn,nosis
17,Nase::N,нюннҍ,nosis
18,Mund::N,njaelmie,burna
19,Mund::N,njálmme,burna
20,Mund::N,njálbmi,burna
21,Mund::N,njälmi,burna
22,Mund::N,njä´lmm,burna
23,Mund::N,ня̄лльм,burna
24,Zahn::N,baenie,dantis
25,Zahn::N,bádne,dantis
26,Zahn::N,bátni,dantis
27,Zahn::N,pääṇi,dantis
28,Zahn::N,pää´nn,dantis
29,Zahn::N,па̄ннҍ,dantis
30,Zunge::N,njoektjeme,liežuvis
31,Zunge::N,njuovtjav,liežuvis
32,Zunge::N,njuovčča,liežuvis
33,Zunge::N,njuovčâ,liežuvis
34,Zunge::N,njuhččâm,liežuvis
35,Zunge::N,нюхчем,liežuvis
36,Lippe::N,bangseme,lūpa
37,Lippe::N,njálmmerabdda,lūpa
38,Lippe::N,bavssa,lūpa
39,Lippe::N,poovsâ,lūpa
40,Lippe::N,põõus,lūpa
41,Lippe::N,пэ̄кс,lūpa
42,Wange::N,skiehrie,žandas
43,Wange::N,skiehrie,skruostas
44,Wange::N,nierra,žandas
45,Wange::N,nierra,skruostas
46,Wange::N,muohtu,žandas
47,Wange::N,muohtu,skruostas
48,Wange::N,nieṛâ,žandas
49,Wange::N,nieṛâ,skruostas
50,Wange::N,njiõrr,žandas
51,Wange::N,njiõrr,skruostas
52,Wange::N,нӣрр,žandas
53,Wange::N,нӣрр,skruostas
54,Gesicht::N,ååredæjja,veidas
55,Gesicht::N,muohto,veidas
56,Gesicht::N,muođut,veidas
57,Gesicht::N,ámadadju,veidas
58,Gesicht::N,muáđuh,veidas
59,Gesicht::N,muâđ,veidas
60,Gesicht::N,ка̄ссв,veidas
61,Stirn::N,gaalloe,kakta
62,Stirn::N,gállo,kakta
63,Stirn::N,gállu,kakta
64,Stirn::N,kállu,kakta
65,Stirn::N,käll,kakta
66,Stirn::N,вуэххьц,kakta
67,Haar::N,voepte,plaukai
68,Haar::N,vuoppta,plaukai
69,Haar::N,vuokta,plaukai
70,Haar::N,vuop'tâ,plaukai
71,Haar::N,vuõpt,plaukai
72,Haar::N,вӯппт,plaukai
73,Schnurrbart::N,bijjie-skaavtjoe,ūsai
74,Schnurrbart::N,njunjevuolskávttjá,ūsai
75,Schnurrbart::N,seamu,ūsai
76,Schnurrbart::N,siämu,ūsai
77,Schnurrbart::N,ää´bben,ūsai
78,Schnurrbart::N,о̄а̄бпан,ūsai
79,Bart::N,skaavtja,barzda
80,Bart::N,skaavtjoe,barzda
81,Bart::N,skávttjá,barzda
82,Bart::N,seamu,barzda
83,Bart::N,siämu,barzda
84,Bart::N,seäm,barzda
85,Bart::N,ся̄м,barzda
86,Kinn::N,gaejpie,smakras
87,Kinn::N,gájbbe,smakras
88,Kinn::N,gáibi,smakras
89,Kinn::N,käibi,smakras
90,Kinn::N,käi´bb,smakras
91,Kinn::N,ка̄ййп,smakras
92,Kiefer[Anatomie]::N,gaejpie,žandikaulis
93,Kiefer[Anatomie]::N,oalol,žandikaulis
94,Kiefer[Anatomie]::N,oaloldákte,žandikaulis
95,Kiefer[Anatomie]::N,gáibi,žandikaulis
96,Kiefer[Anatomie]::N,uá'lultähti,žandikaulis
97,Kiefer[Anatomie]::N,vuâl'lõš,žandikaulis
98,Kiefer[Anatomie]::N,вуаллнешш,žandikaulis
99,Kehle::N,gealoe,gerklė
100,Kehle::N,tjåttå,gerklė
101,Kehle::N,njiello,gerklė
102,Kehle::N,čotta,gerklė
103,Kehle::N,čuudâ,gerklė
104,Kehle::N,čoodd,gerklė
105,Kehle::N,чонт,gerklė
106,Kehle::N,кэ̄ҏс,gerklė
107,Hals::N,tjeapohke,kaklas
108,Hals::N,tjiebet,kaklas
109,Hals::N,čeabet,kaklas
110,Hals::N,čiäppát,kaklas
111,Hals::N,čeäppat,kaklas
112,Hals::N,ча̄пэх,kaklas
113,Genick::N,tjovrese,sprandas
114,Genick::N,nisske,sprandas
115,Genick::N,niehkki,sprandas
116,Genick::N,niski,sprandas
117,Genick::N,niek'ki,sprandas
118,Genick::N,nji´šǩǩmaadd,sprandas
119,Genick::N,нышшькмоант,sprandas
120,Kopf::N,åejjie,galva
121,Kopf::N,oajvve,galva
122,Kopf::N,oaivi,galva
123,Kopf::N,uái'vi,galva
124,Kopf::N,vuei´vv,galva
125,Kopf::N,вуэййв,galva
126,Rücken::N,rudtje,nugara
127,Rücken::N,hárddo,nugara
128,Rücken::N,tjavelk,nugara
129,Rücken::N,sealgi,nugara
130,Rücken::N,selgi,nugara
131,Rücken::N,čielgi,nugara
132,Rücken::N,seä´lǧǧ,nugara
133,Rücken::N,се̄лльк,nugara
134,Bauch::N,tjåejjie,pilvas
135,Bauch::N,tjoajvve,pilvas
136,Bauch::N,čoavji,pilvas
137,Bauch::N,čuáv'ji,pilvas
138,Bauch::N,čåu´jj,pilvas
139,Bauch::N,чо̄ввьй,pilvas
140,Nabel::N,naepie,bamba
141,Nabel::N,náhpe,bamba
142,Nabel::N,náhpi,bamba
143,Nabel::N,nääpi,bamba
144,Nabel::N,nää´pp,bamba
145,Nabel::N,на̄бпь,bamba
146,Busen::N,boenge,krūtinė
147,Busen::N,bållå,krūtinė
148,Busen::N,čižži,krūtinė
149,Busen::N,njamma,krūtinė
150,Busen::N,njižže,krūtinė
151,Busen::N,nje´ǯǯ,krūtinė
152,Busen::N,раннҍт,krūtinė
153,Brust::N,mïelke,krūtis
154,Brust::N,radde,krūtis
155,Brust::N,mielgga,krūtis
156,Brust::N,raddi,krūtis
157,Brust::N,radde,krūtis
158,Brust::N,râ´dd,krūtis
159,Brust::N,раннҍт,krūtis
160,Schulter::N,åelkie,petys
161,Schulter::N,oalgge,petys
162,Schulter::N,hárdu,petys
163,Schulter::N,ärdee,petys
164,Schulter::N,uál'gi,petys
165,Schulter::N,a´rddi,petys
166,Schulter::N,vuä´lǧǧ,petys
167,Schulter::N,вуэллык,petys
168,Arm::N,gïete,ranka
169,Arm::N,giehta,ranka
170,Arm::N,giehta,ranka
171,Arm::N,kietâ,ranka
172,Arm::N,kie'tâkaaṿâ,ranka
173,Arm::N,ǩiõtt,ranka
174,Arm::N,кӣдт,ranka
175,Ellenbogen::N,gernjere,alkūnė
176,Ellenbogen::N,garŋŋel,alkūnė
177,Ellenbogen::N,gargŋil,alkūnė
178,Ellenbogen::N,käŋŋir,alkūnė
179,Ellenbogen::N,kõõnjâr,alkūnė
180,Ellenbogen::N,карьнэль,alkūnė
181,Hand::N,gïete,ranka
182,Hand::N,gïete,plaštaka
183,Hand::N,giehta,ranka
184,Hand::N,giehta,plaštaka
185,Hand::N,giehta,ranka
186,Hand::N,giehta,plaštaka
187,Hand::N,kietâ,ranka
188,Hand::N,kietâ,plaštaka
189,Hand::N,ǩiõtt,ranka
190,Hand::N,ǩiõtt,plaštaka
191,Hand::N,кӣдт,ranka
192,Hand::N,кӣдт,plaštaka
193,Handfläche::N,gïeten-låapoe,delnas
194,Handfläche::N,gïeten-låapoe,plaštaka
195,Handfläche::N,giehtavuodo,delnas
196,Handfläche::N,giehtavuodo,plaštaka
197,Handfläche::N,tjårmmåvuodo,delnas
198,Handfläche::N,tjårmmåvuodo,plaštaka
199,Handfläche::N,giehtaloahpu,delnas
200,Handfläche::N,giehtaloahpu,plaštaka
201,Handfläche::N,kiämád,delnas
202,Handfläche::N,kiämád,plaštaka
203,Handfläche::N,kuámmir,delnas
204,Handfläche::N,kuámmir,plaštaka
205,Handfläche::N,kuä´m'mer,delnas
206,Handfläche::N,kuä´m'mer,plaštaka
207,Handfläche::N,ǩiõttǩeä´m'men,delnas
208,Handfläche::N,ǩiõttǩeä´m'men,plaštaka
209,Handfläche::N,ко̄а̄ллдэгк,delnas
210,Handfläche::N,ко̄а̄ллдэгк,plaštaka
211,Handfläche::N,кӣдткоалдэгк,delnas
212,Handfläche::N,кӣдткоалдэгк,plaštaka
213,Finger::N,soerme,pirštas
214,Finger::N,tjuvdde,pirštas
215,Finger::N,suorbma,pirštas
216,Finger::N,čuvde,pirštas
217,Finger::N,suor'mâ,pirštas
218,Finger::N,suõrmm,pirštas
219,Finger::N,це̄ххп,pirštas
220,Fingernagel::N,gadtse,nagas
221,Fingernagel::N,guehpere,nagas
222,Fingernagel::N,gadtsa,nagas
223,Fingernagel::N,gazza,nagas
224,Fingernagel::N,kozzâ,nagas
225,Fingernagel::N,kõʒʒ,nagas
226,Fingernagel::N,кэ̄ннц,nagas
227,Nagel[Anatomie]::N,gadtse,nagas
228,Nagel[Anatomie]::N,guehpere,nagas
229,Nagel[Anatomie]::N,gadtsa,nagas
230,Nagel[Anatomie]::N,gazza,nagas
231,Nagel[Anatomie]::N,kozzâ,nagas
232,Nagel[Anatomie]::N,kõʒʒ,nagas
233,Nagel[Anatomie]::N,кэ̄ннц,nagas
234,Zeh::N,tjiehtjere,pirštas
235,Zeh::N,juolggetjuvdde,pirštas
236,Zeh::N,juolgesuorbma,pirštas
237,Zeh::N,jyel'gisuor'mâ,pirštas
238,Zeh::N,jue´lǧǧsuõrmm,pirštas
239,Zeh::N,ю̄лльк-це̄һп,pirštas
240,Fuß::N,juelkie,pėda
241,Fuß::N,juolgge,pėda
242,Fuß::N,juolgi,pėda
243,Fuß::N,jyel'gi,pėda
244,Fuß::N,jue´lǧǧ,pėda
245,Fuß::N,ла̄бпь,pėda
246,Ferse::N,båetskie,kulnas
247,Ferse::N,boasske,kulnas
248,Ferse::N,šušmi,kulnas
249,Ferse::N,šušme,kulnas
250,Ferse::N,jue´lǧǧkädd,kulnas
251,Ferse::N,ка̄ннт,kulnas
252,Knie::N,boelve,kelis
253,Knie::N,buolvva,kelis
254,Knie::N,čibbi,kelis
255,Knie::N,veaŋki,kelis
256,Knie::N,iidâ,kelis
257,Knie::N,puõlvv,kelis
258,Knie::N,пуллв,kelis
259,Oberschenkel::N,ruaksja,kulšis
260,Oberschenkel::N,ruaksja,šlaunis
261,Oberschenkel::N,tjibbe,kulšis
262,Oberschenkel::N,tjibbe,šlaunis
263,Oberschenkel::N,gassaváhkká,kulšis
264,Oberschenkel::N,gassaváhkká,šlaunis
265,Oberschenkel::N,badjeváhkáa,kulšis
266,Oberschenkel::N,badjeváhkáa,šlaunis
267,Oberschenkel::N,čuár'bpeeḷi,kulšis
