,Concept_ID,ca,bn
733,sie::PRN,ells,তারা
734,sie::PRN,elles,তারা
735,was::FPRN,què,কি
736,wer::FPRN,qui,কে
737,wo::FADV,on,কোথায়
738,wohin::FADV,cap a on,কোথায়
739,wie::FADV,com,কেমন
740,warum::FADV,per què,কেন
741,wieviel::FNUM,quant,কত
742,eins::NUM,u,অক
743,zwei::NUM,dos,দুই
744,drei::NUM,tres,তিন
745,vier::NUM,quatre,চার
746,fünf::NUM,cinc,পাঁচ
747,sechs::NUM,sis,ছয়
748,sieben::NUM,set,সাত
749,acht::NUM,vuit,আট
750,neun::NUM,nou,নয়
751,zehn::NUM,deu,দশ
752,elf::NUM,onze,এগারো
753,zwölf::NUM,dotze,দ্বাদশ
754,zwanzig::NUM,vint,বিশ
755,dreißig::NUM,trenta,ত্রিশ
756,vierzig::NUM,quaranta,চল্লিশ
757,fünfzig::NUM,cinquanta,পঞ্চাশ
758,sechzig::NUM,seixanta,ষাট
759,siebzig::NUM,setanta,সত্তর
760,achtzig::NUM,vuitanta,আশি
761,neunzig::NUM,noranta,নব্বুই
762,hundert::NUM,cent,শত
763,tausend::NUM,mil,হাজার
764,und::CNJ,i,আর
765,und::CNJ,i,এবং
766,oder::CNJ,o,বা
767,stehen::V,estar de peu,দাঁড়ানো
768,sitzen::V,seure,বসা
769,liegen::V,jeure,শোয়া
770,hängen::V,penjar,ঝোলা
771,werden::V,fer-se,হইয়া উঠা
772,werden::V,posar-se,হইয়া উঠা
773,passieren::V,succeir,ঘটা
774,beginnen::V,iniciar-se,আরম্ভ হওয়া
775,enden::V,acabar-se,শেষ হওয়া
776,enden::V,terminar-se,শেষ হওয়া
777,wechseln::V,canviar,রূপাস্তর করা
778,aufgehen[Sonne]::V,sortir,উদিত হওয়া
779,untergehen[Sonne]::V,posar-se,অস্ত যাওয়া
780,scheinen[Sonne]::V,brillar,আলো দেওয়া
781,donnern::V,tronar,বজ্রধ্বনি করা
782,wehen::V,bufar,প্রবাহিত হওয়া
783,strömen::V,afluir,প্রবাহিত হওয়া
784,fließen::V,fluir,ছুটা
785,sich drehen::V,girar,পাক খাওয়া
786,schwanken::V,vacil·lar,দোলা
787,schwingen::V,oscil·lar,দোলা
788,fallen::V,caure,পড়া
789,fallen::V,tombar,পড়া
790,brennen::V,cremar,সেঁকা
791,rauchen::V,fumejar,ধোঁয়া ছড়ান
792,regnen::V,ploure,বর্ষণ_করা
793,gefrieren::V,gelar-se,হিমায়িত হওয়া
794,tauen::V,fondre's,গলা
795,schmelzen::V,fondre's,গলা
796,trocknen::V,assecar-se,শুষ্ক করা
797,sieden::V,bullir,ফোঁড়া
798,faulen::V,podrir-se,ক্ষয় হওয়া
799,verfaulen::V,podrir-se,ক্ষয় হওয়া 
800,reißen::V,trencar-se,ছিঁড়া
801,versinken::V,enfonsar-se,ডুবা
802,vergehen::V,passar,যাওয়া
803,erscheinen::V,aparèixer,আসা
804,verschwinden::V,desaparèixer,অদৃশ্য হওয়া
805,sinken::V,baixar,হ্রাস হওয়া
806,sinken::V,descendir,হ্রাস হওয়া
807,abnehmen::V,decréixer,হ্রাস হওয়া
808,zunehmen::V,augmentar,বৃদ্ধি পাওয়া
809,steigen::V,pujar,ওঠা
810,wachsen::V,créixer,বড় হওয়া
811,glänzen::V,brillar,জ্বলা
812,glänzen::V,resplendir,জ্বলা
813,funkeln::V,espurnejar,জ্বল্জ্বল করা
814,lärmen::V,fer soroll,
815,läuten::V,sonar,রুসুঝুসু করা
816,klingeln::V,trucar,বাজা
817,klirren::V,dringar,টুংটাং-শব্দ করা
818,brausen::V,rugir,গর্জন করা
819,rauschen::V,murmurar,মর্মরধ্বনি করা
820,klingen::V,sonar,শব্দ করা
821,bellen::V,lladrar,ঘেউ ঘেউ করা
822,heulen::V,udolar,গর্জন করা
823,blasen::V,bufar,ফুঁ দেওয়া
824,pfeifen::V,xiular,শিস্ দেওয়া
825,schreien::V,cridar,চিৎকার করা
826,stöhnen::V,gemegar,গোঁ-গো করা
827,zittern::V,tremolar,কাঁপা
828,leben::V,vīure,বাঁচা
829,geboren werden::V,néixer,জন্মানো
830,atmen::V,respirar,শ্বাস ফেলা
831,trinken::V,beure,পান করা
832,essen::V,menjar,ভক্ষণ করা
833,schlucken::V,empassar-se,গেলা
834,müde werden::V,cansar-se,পরিশ্রান্ত হওয়া
835,einschlafen::V,adormir-se,নিদ্রামগ্ন হওয়া
836,schlafen::V,dormir,নিদ্রা যাওয়া
837,aufwachen::V,despertar-se,জাগা
838,aufstehen::V,llevar-se,জাগা
839,sich erholen::V,descansar,আরাম করা
840,krank werden::V,posar-se malalt,অসুস্থ হত্তয়া
841,krank sein::V,estar malalt,রূগ্ণ হত্তয়া
842,schmerzen::V,doldre,কন্কন করা
843,husten::V,tossir,কাশা
844,genesen::V,recuperar-se,আরোগ্য হওয়া
845,sterben::V,morir,মারা যাওয়া
846,umkommen::V,perir,মারা যাওয়া
847,sich bewegen::V,moure's,চলা
848,sich rühren::V,moure's,নড়া
849,sich erheben::V,aixecar-se,উদিত হওয়া
850,sich setzen::V,asseure's,বসা
851,hinfallen::V,caure's,পড়া
852,laufen::V,caminar,হাঁটা
853,schreiten::V,procedir,হাঁটা
854,spazierengehen::V,passejar,পায়চারি করা
855,eilen::V,anar corrent,ত্বরাম্বিত করা
856,sich beeilen::V,afanyar-se,ত্বরাম্বিত করা
857,sausen::V,córrer,ধেয়ে যাওয়া
858,rennen::V,córrer,চলা
859,springen::V,saltar,লাফানো
860,klettern::V,escalar,আরোহণ করা
861,schaukeln::V,gronxar-se,দোলা
862,schaukeln::V,balancejar-se,দোলা
863,kriechen::V,reptar,হামাগুড়ি দেওয়া
864,kriechen::V,arrossegar-se,হামাগুড়ি দেওয়া
865,schwimmen::V,nadar,সাঁতার কাটা
866,tauchen::V,bussejar,ডোবা
867,tauchen::V,submergir-se,ডোবা
868,rudern::V,remar,দাঁড় টানা
869,fahren::V,anar,চালান
870,fliegen::V,volar,ওড়া
871,gehen::V,caminar,যাওয়া
872,weggehen::V,anar-se'n,প্রস্থান করা
873,abfahren::V,partir,প্রস্থান করা
874,anhalten::V,aturar-se,থামা
875,hineingehen::V,entrar,ঢোকা
876,eintreten::V,entrar,ঢোকা
877,kommen::V,venir,আসা
878,ankommen::V,arribar,আসা
879,zurückkommen::V,tornar,ফিরা
880,bleiben::V,quedar-se,থাকা
881,warten::V,esperar,অপেক্ষা করা
882,erwarten::V,esperar,অপেক্ষা করা
883,suchen::V,buscar,খোঁজ করা
884,finden::V,trobar,পাওয়া
885,versuchen::V,intentar,পরখ করা
886,vorbereiten::V,preparar,প্রস্তুত করা
887,lieben::V,estimar,ভালবাসা
888,mögen::V,agradar a,পছন্দ করা
889,lachen::V,riure,হাসা
890,rühren::V,commoure,হৃদয়ম্পর্শ করা
891,rühren::V,emocionar,হৃদয়ম্পর্শ করা
892,weinen::V,plorar,কাঁদা
893,schimpfen::V,renyar,নালিশ করা
894,sich ärgern::V,enfadar-se,রাগ হত্তয়া
895,sich fürchten::V,tenir por,ভয় করা
896,fürchten::V,témer,ডরা
897,fliehen::V,fugir,পালানো
898,flüchten::V,refugiar-se,পালানো
899,sehen::V,veure,দেখা
900,anschauen::V,mirar,দেখা
901,ansehen::V,mirar,দেখা
902,hören::V,oir,শোনা
903,zuhören::V,escoltar,শোনা
904,probieren::V,provar,পরখ করা
905,riechen::V,olorar,শুঁকা
906,fühlen::V,sentīr,অনুভব করা
907,scheinen::V,semblar,মনে হত্তয়া
908,zu sehen sein::V,poder-se veure,দেখা দেত্তয়া
909,vernehmen::V,percebre,শোনা
910,frieren::V,tenir fred,শীত লাগা
911,tun::V,fer,করা
912,können::V,poder,পারা
913,wollen::V,voler,ইচ্ছা করা
914,anfangen::V,iniciar,আরম্ভ করা
915,beenden::V,acabar,শেষ করা
916,aufhören::V,deixar,থামা
917,gelingen::V,sortir bé,সিদ্ধিলাভ করা
918,geraten::V,sortir,পরিণত হত্তয়া
919,öffnen::V,obrir,খোলা
920,schließen::V,tancar,বন্ধ করা
921,stellen::V,posar,স্থাপন করা
922,stellen::V,col·locar,স্থাপন করা
923,setzen::V,assentar,স্থাপন করা
924,legen::V,posar,স্থাপন করা
925,berühren::V,tocar,স্পর্শ করা
926,verbinden::V,unir,সংযুক্ত করা
927,verbinden::V,connectar,সংযুক্ত করা
928,bedecken::V,tapar,ঢাকা
929,bedecken::V,cobrir,ঢাকা
930,aufhängen::V,penjar,ঝুলানো
931,anzünden::V,encendre,জ্বালান
932,aufheben::V,aixecar,কুড়াইয়া তোলা
933,zurücklassen::V,deixar,পরিত্যাগ করা
934,verlieren::V,pērdre,হারান
935,fallen lassen::V,deixar caure,ফেলা
936,machen::V,fer,গঠন করা
937,herstellen::V,producir,সৃষ্টি করা
938,bauen::V,construir,নির্মাণ করা
939,reparieren::V,reparar,মেরামত করা
940,verbessern::V,millorar,উন্নতিলাভ করা
941,ändern::V,canviar,পরিবর্তিত করা
942,graben::V,cavar,খনন করা
943,beugen::V,doblegar,নোয়া
944,biegen::V,corbar,নোয়া
945,biegen::V,arquejar,নোয়া
946,drehen::V,girar,ঘোরান
947,wenden::V,girar,উলটাইয়া দেত্তয়া
948,umdrehen::V,voltar,উলটানো
949,heben::V,pujar,উত্তোলন করা
950,heben::V,aixecar,উত্তোলন করা
951,hochheben::V,aixecar,উঁচু করা
952,ergreifen::V,agafar,দখল করা
953,halten::V,mantenir,ধরা
954,drücken::V,prémer,টেপা
955,drücken::V,estrènyer,টেপা
956,schieben::V,empènyer,ঠেলা
957,kratzen::V,raspar,চাঁচা
958,lecken::V,llepar,চাটা
959,beißen::V,mossegar,দংশন করা
960,abreißen::V,arrencar,বিচ্ছিন্ন করা
961,abschneiden::V,tallar,বিচ্ছিন্ন করা
962,binden::V,lligar,বন্ধন করা
963,stecken::V,ficar,বিদ্ধ করা
964,brechen::V,trencar,ভাঙা
965,klopfen::V,trucar,আঘাত করা
966,hauen::V,picar,আঘাত করা
967,hauen::V,colpejar,আঘাত করা
968,kleben::V,enganxar,সাঁটা
969,reiben::V,fregar,ঘষা
970,streichen::V,untar,ছড়াইয়া
971,schleifen::V,afilar,ধার দেওয়া
972,schleifen::V,esmolar,ধার দেওয়া
973,schneiden::V,tallar,কাটা
974,rütteln::V,sacsejar,নাড়ান
975,schütteln::V,agitar,নড়া
976,schütteln::V,sacsejar,নড়া
977,schwenken::V,agitar,দোলা
978,schütten::V,abocar,বর্ষণ করা
979,füllen::V,omplir,পরিপূর্ণ করা
980,einwickeln::V,embolicar,মুড়া
981,tragen::V,dur,বহন করা
982,tragen::V,portar,বহন করা
983,schleppen::V,arrossegar,টানা
984,ziehen::V,tirar,টানা
985,ziehen::V,estirar,টানা
986,aufbewahren::V,conservar,রাখা
987,werfen::V,llançar,ছুড়া
988,fangen::V,agafar,লোফা
989,fangen::V,atrapar,লোফা
990,packen::V,engrapar,ধরা
991,verstecken::V,amagar,গোপন করা
992,teilen::V,dividir,বিভক্ত করা
993,schicken::V,enviar,প্রেরণ করা
994,bringen::V,portar,আনা
995,hinzufügen::V,afegir,একত্র করা
996,bekommen::V,obtenir,পাওয়া
997,erhalten::V,rebre,পাওয়া
998,nehmen::V,prendre,নেওয়া
999,wählen::V,triar,বাছা
1000,wählen::V,elegir,বাছা
1001,auswählen::V,escollir,বাছা
1002,auswählen::V,seleccionar,বাছা
1003,bewahren::V,conservar,বাঁচাইয়া রাখা
1004,behindern::V,impedir,বাধা দেওয়া
1005,behindern::V,obstaculitzar,বাধা দেওয়া
1006,verderben::V,espatllar,নষ্ট করা
1007,beschädigen::V,danyar,ক্ষতি করা
1008,beschädigen::V,destrossar,ক্ষতি করা
1009,zerbrechen::V,trencar,ভাঙ্গিয়া যাওয়া
1010,zerreißen::V,estripar,ছিঁড়া
1011,zerstören::V,destruir,বিনাশ করা
1012,verbrennen::V,cremar,দহন করা
1013,geben::V,donar,দেওয়া
1014,reichen::V,passar,দেওয়া
1015,schenken::V,regalar,উপহার দেত্তয়া
1016,versprechen::V,prometre,প্রতিশ্রুতি দেওয়া
1017,wünschen::V,desitjar,আকাঙ্ক্ষা করা
1018,loben::V,elogiar,প্রশংসা করা
1019,küssen::V,fer un petó a,চুম্বন করা
1020,wiegen::V,bressolar,দুলানো
1021,zudecken::V,tapar,ঢাকা
1022,zudecken::V,cobrir,ঢাকা
1023,wecken::V,despertar,জাগানো
1024,zeigen::V,mostrar,দেখানো
1025,zeigen::V,ensenyar,দেখানো
1026,führen::V,guiar,পথ দেখানো
1027,führen::V,conduir,পথ দেখানো
1028,lehren::V,ensenyar,শেখানো
1029,unterrichten::V,ensenyar,শিক্ষা দেওয়া
1030,aufziehen::V,criar,পালন করা
1031,leiten::V,dirigir,পরিচালনা করা
1032,antreiben::V,impel·lir,চালনা করা
1033,lassen::V,fer,অনুমতি দেওয়া
1034,einladen::V,invitar,নিমন্ত্রণ করা
1035,einladen::V,convidar,নিমন্ত্রণ করা
1036,vereinigen::V,unir,এক করা
1037,besuchen::V,visitar,দেখিতে যাওয়া
1038,besuchen::V,anar a veure,দেখিতে যাওয়া
1039,treffen::V,trobar,সন্মুখীন হওয়া
1040,sich versammeln::V,reunir-se,জড়ো হওয়া
1041,spielen::V,jugar,খেলা
1042,singen::V,cantār,গাওয়া
1043,tanzen::V,ballar,নাচা
1044,sich trennen::V,separar-se,পৃথক করা
1045,verlassen::V,deixar,পরিত্যাগ করা
1046,verlassen::V,abandonar,পরিত্যাগ করা
1047,retten::V,salvar,উদ্ধার করা
1048,bewachen::V,vigilar,পাহারা দেওয়া
1049,schützen::V,protegir,রক্ষা করা
1050,verteidigen::V,defensar,রক্ষা করা
1051,sich schlagen::V,barallar-se,লড়াই করা
1052,schießen::V,tirar,তীরবেগে ছোটা
1053,schießen::V,disparar,তীরবেগে ছোটা
1054,siegen::V,vèncer,জেতা
1055,ärgern::V,enfadar,বিরক্ত করা
1056,schlagen::V,pegar,আঘাত করা
1057,schlagen::V,colpejar,আঘাত করা
1058,treten::V,donar un cop de peu a,লাথি মারা
1059,stechen::V,punxar,দংশন করা
1060,stechen::V,apunyalar,দংশন করা
1061,stoßen::V,empènyer,ঠেলা
1062,stehlen::V,robar,অপহরণ করা
1063,stören::V,molestar,ঘাঁটান
1064,belästigen::V,importunar,বিরক্ত করা
1065,verbergen::V,amagar,গোপন করা
1066,verbergen::V,ocultar,গোপন করা
1067,täuschen::V,enganyar,প্রবঞ্চনা করা
1068,betrügen::V,estafar,প্রতারণা করা
1069,töten::V,matar,হত্যা করা
1070,wohnen::V,vīure,বাস করা
1071,wohnen::V,habitar,বাস করা
1072,arbeiten::V,treballar,কাজ করা
1073,sammeln::V,col·leccionar,সংগ্রহ করা
1074,pflücken::V,collir,চয়ন করা
1075,jagen::V,caçar,শিকার করা
1076,fischen::V,pescar,মাছ ধরা
1077,fassen::V,atrapar,ধরা
1078,hüten::V,pasturar,যুথভুক্ত করা
1079,treiben::V,arriar,চালনা করা
1080,anbinden::V,lligar,বন্ধন করা
1081,füttern::V,donar menjar a,ভোজন করানো
1082,melken::V,munyir,দুগ্ধ দোহন করা
1083,hacken::V,picar,কাটা
1084,hacken::V,tallar,কাটা
1085,gießen::V,regar,বর্ষণ করা
1086,reifen::V,madurar,পাকা
1087,zubereiten::V,preparar,রন্ধন করা
1088,kochen::V,coure,রন্ধন করা
1089,backen::V,coure al forn,সেকা
1090,braten::V,rostir,ভাজা
1091,umrühren::V,remenar,নড়ানো
1092,stricken::V,tricotar,বোনা
1093,stricken::V,fer punt de mitja,বোনা
1094,nähen::V,cosir,সেলাই করা
1095,färben::V,tenyir,রঞ্জিত করা
1096,reinigen::V,netejar,পরিষ্কার করা
1097,waschen::V,rentār,পরিষ্কার করা
1098,abwischen::V,eixugar,মুছা
1099,spülen::V,esbandir,পরিষ্কার করা
1100,fegen::V,escombrar,ঝাঁট দেওয়া
1101,kehren::V,escombrar,ঝাঁট দেওয়া
1102,baden::V,banyar-se,অবগাহন করা
1103,sich waschen::V,rentār-se,ধোয়া
1104,ausziehen::V,treure's,খুলা
1105,anziehen::V,posar-se,গায়ে দেত্তয়া
1106,sich anziehen::V,vestir-se,পোশাক পরা
1107,kämmen::V,pentinar,আঁচড়ানো
1108,schmücken::V,adornar,সাজান করা
1109,sagen::V,dir,উচ্চারণ করা
1110,sprechen::V,parlar,বলা
1111,reden::V,parlar,আলাপ করা
1112,sich unterhalten::V,conversar,আড্ডা দেওয়া
1113,fragen::V,preguntar,জিজ্ঞাসা করা
1114,bitten::V,demanar,প্রার্থনা করা
1115,erzählen::V,contar,বর্ণনা করা
1116,erzählen::V,explicar,বর্ণনা করা
1117,mitteilen::V,comunicar,বলা
1118,nennen::V,nomenar,নাম দেওয়া
1119,rufen::V,cridar,আমন্ত্রণ করা
1120,prahlen::V,lloar-se,বড়াই করা
1121,prahlen::V,jactar-se,বড়াই করা
1122,übersetzen::V,traduir,ভাষাস্তরিত করা
1123,denken::V,pensar,ভাবা
1124,glauben::V,creure,বিশ্বাস করা
1125,bemerken::V,notar,লক্ষ্য করা
1126,erkennen::V,reconèixer,চিনিতে পারা
1127,begreifen::V,comprendre,উপলব্ধি করা
1128,verstehen::V,entendre,উপলব্ধি করা
1129,lernen::V,aprendre,শেখা
1130,wissen::V,saber,জানা
1131,sich erinnern an::V,recordar,মনে করা
1132,vergessen::V,oblidar,বিস্মৃত হওয়া
1133,messen::V,mesurar,মাপা
1134,zählen::V,comptar,গণনা করা
1135,rechnen::V,calcular,হিসাব করা
1136,lesen::V,llegir,পাঠ করা
1137,malen::V,pintar,আঁকা
1138,zeichnen::V,dibuixar,ছকা
1139,schreiben::V,escrīure,লেখা
1140,besitzen::V,posseir,অধিকার করা
1141,kaufen::V,comprar,ক্রয় করা
1142,verkaufen::V,vendre,বেচা
1143,bezahlen::V,pagar,প্রদান করা
1144,zahlen::V,pagar per,প্রদান করা
1145,beherrschen::V,dominar,শাসন করা
1146,ertragen::V,aguantar,বহন করা
