,Concept_ID,cy,mhr
612,November::N,Tachwedd,кылме тылзе
613,November::N,Tachwedd,ноя́брь
614,Dezember::N,Rhagfyr,дека́брь
615,Montag::N,dydd Llun,шо́чмо
616,Dienstag::N,dydd Mawrth,ку́шкыжмо
617,Mittwoch::N,dydd Mercher,вӱрге́че
618,Donnerstag::N,dydd Iau,изарня́
619,Freitag::N,dydd Gwener,кугарня́
620,Samstag::N,dydd Sadwrn,шуматке́че
621,Sonntag::N,dydd Sul,рушарня́
622,groß::A,mawr,кугу́
623,klein::A,bach,изи́
624,lang::A,hir,кужу́
625,kurz::A,byr,кӱ́чык
626,kurz::A,cwta,кӱ́чык
627,breit::A,llydan,кумда́
628,schmal::A,cul,а́ҥысыр
629,dicht::A,dwys,ну́гыдо
630,dick[Gegenstand]::A,trwchus,кӱ́жгӧ
631,dünn::A,tenau,ви́чкыж
632,fein::A,main,ты́гыде
633,fest::A,cadarn,чо́ткыдо
634,flach::A,gwastad,лапка́
635,glatt::A,llyfn,яклака́
636,hart::A,caled,пе́ҥгыде
637,weich::A,meddal,пу́шкыдо
638,rund::A,crwn,йырге́шке
639,spitz::A,pigfain,коша́р
640,scharf::A,miniog,пӱ́сӧ
641,stumpf::A,pŵl,токма́к
642,schwer::A,trwm,не́ле
643,schön::A,teg,сы́лне
644,schön::A,hardd,сы́лне
645,schön::A,prydferth,сы́лне
646,heiß::A,poeth,шо́кшо
647,warm::A,twym,ле́ве
648,warm::A,cynnes,ле́ве
649,kalt::A,oer,йӱ́штӧ
650,kühl::A,oeraidd,юа́лге
651,kühl::A,oeraidd,южгата́
652,frisch::A,iach,свежа́
653,feucht::A,llaith,вӱ́дыжгӧ
654,nass::A,gwlyb,нӧ́рӧ
655,trocken::A,sych,ку́кшо
656,voll::A,llawn,тич
657,leer::A,gwag,яра́
658,offen::A,agored,виш
659,geschlossen::A,caead,пе́тырыме
660,geschlossen::A,caead,тӱ́чмӧ
661,geschlossen::A,caeëdig,пе́тырыме
662,geschlossen::A,caeëdig,тӱ́чмӧ
663,sauber::A,glân,ару́
664,sauber::A,glân,янда́р
665,schmutzig::A,budr,лавыра́н
666,schmutzig::A,budr,ла́выргыше
667,schmutzig::A,brwnt,лавыра́н
668,schmutzig::A,brwnt,ла́выргыше
669,roh::A,amrwd,кӱ́чымӧ
670,reif::A,aeddfed,лӧза́
671,lecker::A,blasus,ту́тло
672,lecker::A,danteithiol,ту́тло
673,süß::A,melys,ше́ре
674,bitter::A,chwerw,ко́чо
675,sauer::A,sur,шо́по
676,hell::A,disglair,во́лгыдо
677,dunkel::A,tywyll,пычке́мыш
678,schwarz::A,du,шола́
679,weiß::A,gwyn,ош
680,rot::A,coch,йошка́р
681,gelb::A,melyn,сар
682,blau::A,glas,ка́нде
683,grün::A,gwyrdd,ужа́р
684,grau::A,llwyd,сур
685,bunt::A,lliwgar,олача́
686,billig::A,rhad,шу́лдо
687,teuer::A,drud,ше́рге
688,wertvoll::A,gwerthfawr,шергака́н
689,blind::A,dall,со́кыр
690,taub::A,byddar,соҥгыра́
691,kräftig::A,nerthol,куа́тле
692,kräftig::A,grymus,куа́тле
693,stark::A,cryf,вия́н
694,stark::A,cadarn,вия́н
695,schwach::A,gwan,а́лдыме
696,fett::A,tew,коя́
697,schlank::A,main,йоштката́
698,schlank::A,main,яжу́
699,hübsch::A,tlws,чеве́р
700,böse::A,drwg,шы́де
701,dumm::A,twp,аҥыра́
702,faul::A,diog,його
703,fleißig::A,dyfal,ты́ршыше
704,geizig::A,crintach,чаҥга́
705,geizig::A,cybyddlyd,чаҥга́
706,klug::A,deallus,уша́н
707,geschickt::A,medrus,уста́
708,geschickt::A,deheuig,уста́
709,lieb::A,hoff,ала́л
710,lieb::A,annwyl,ала́л
711,lustig::A,llon,весела́
712,sanft::A,mwyn,ны́жылге
713,hungrig::A,newynog,шу́жышо
714,krank::A,sâl,че́рле
715,krank::A,gwael,че́рле
716,nackt::A,noeth,чарама́т
717,traurig::A,trist,ойга́н
718,lebendig::A,yn fyw,и́лыше
719,gut::A,da,сай
720,schlecht::A,drwg,уда́
721,schlecht::A,drwg,шӱ́кшӧ
722,schlecht::A,gwael,уда́
723,schlecht::A,gwael,шӱ́кшӧ
724,richtig::A,cywir,чы́нле
725,schlimm::A,enbyd,аля́к
726,schlimm::A,enbyd,тыра́н
727,wahr::A,gwir,чы́нле
728,wahr::A,gwir,настоя́щий
729,alt::A,hen,то́што
