,Concept_ID,cy,mhr
0,Auge::N,llygad,шинча́
1,Ohr::N,clust,пы́лыш
2,Nase::N,trwyn,нер
3,Mund::N,ceg,умша́
4,Zahn::N,dant,пӱй
5,Zunge::N,tafod,йы́лме
6,Lippe::N,gwefus,тӱ́рвӧ
7,Wange::N,boch,шӱ́ргӧ
8,Gesicht::N,wyneb,чури́й
9,Stirn::N,talcen,саҥга́
10,Haar::N,blew,ӱп
11,Schnurrbart::N,mwstas,ӧ́рыш
12,Bart::N,barf,понда́ш
13,Kinn::N,gên,оҥыла́ш
14,Kiefer[Anatomie]::N,gên,пӱйдӱ́ҥ
15,Kiefer[Anatomie]::N,gên,пӱйората́
16,Kehle::N,gwddf,лога́р
17,Hals::N,gwddf,шӱй
18,Genick::N,gwar,шӱйло́дыш
19,Genick::N,gwegil,шӱйло́дыш
20,Kopf::N,pen,вуй
21,Rücken::N,cefn,туп
22,Bauch::N,bol,мӱ́шкыр
23,Nabel::N,bogail,кы́лымде
24,Busen::N,bron,чы́зе
25,Brust::N,brest,оҥ
26,Schulter::N,ysgwydd,ва́че
27,Arm::N,braich,кид
28,Ellenbogen::N,penelin,кынерву́й
29,Hand::N,llaw,кид
30,Hand::N,llaw,копа́
31,Handfläche::N,palf,со́во
32,Finger::N,bys,парня́
33,Fingernagel::N,ewin,кидкӱ́ч
34,Fingernagel::N,ewin,парнягӱ́ч
35,Nagel[Anatomie]::N,ewin,кӱч
36,Zeh::N,bys troed,йолварня́
37,Fuß::N,troed,йол
38,Fuß::N,troed,йолкопа́
39,Ferse::N,sawdl,тага́н
40,Knie::N,glin,пулву́й
41,Oberschenkel::N,clun,э́рде
42,Bein::N,coes,йол
43,Körper::N,corff,кап
44,Haut::N,croen,кова́ште
45,Blut::N,gwaed,вӱр
46,Ader::N,gwythïen,шӧн
47,Sehne::N,gewyn,шӧн
48,Sehne::N,gewyn,кӱсе́н
49,Knochen::N,asgwrn,лу
50,Gehirn::N,ymennydd,вем
51,Gehirn::N,ymennydd,вуйве́м
52,Herz::N,calon,шӱм
53,Magen::N,cylla,пага́р
54,Magen::N,stumog,пага́р
55,Leber::N,iau,мокш
56,Atem::N,anadl,шӱ́лыш
57,Hunger::N,newyn,шужыма́ш
58,Träne::N,deigryn,шинчавӱ́д
59,Geschmack::N,cyflas,там
60,Geruch::N,aroglau,пуш
61,Schlaf::N,cwsg,о́мо
62,Traum::N,breuddwyd,йӱдо́мо
63,Himmel::N,awyr,кава́
64,Sonne::N,haul,ке́че
65,Mond::N,lleuad,ты́лзе
66,Stern::N,seren,шӱ́дыр
67,Luft::N,awyr,юж
68,Wind::N,gwynt,марде́ж
69,Welle::N,ton,то́лкын
70,Wasser::N,dŵr,вӱд
71,Stein::N,carreg,кӱ
72,Boden::N,llawr,рок
73,Erde::N,pridd,мла́нде
74,Staub::N,llwch,пура́к
75,Rauch::N,mwg,шикш
76,Funke::N,gwreichioni,сеске́м
77,Funke::N,gwreichioni,тулйы́п
78,Feuer::N,tân,тул
79,Licht::N,golau,со́то
80,Schatten::N,cysgod,ӱ́мыл
81,Wetter::N,tywydd,иге́че
82,Nebel::N,niwl,тӱтыра́
83,Wolke::N,cwmwl,пыл
84,Regen::N,glaw,йӱр
85,Schnee::N,ôd,лум
86,Schnee::N,eira,лум
87,Eis::N,iâ,ий
88,Frost::N,rhew,чатлама́
89,Kälte::N,oerni,йӱ́штӧ
90,Kälte::N,annwyd,йӱ́штӧ
91,Hitze::N,gwres,шо́кшо
92,Raureif::N,barrug,пӧрш
93,Raureif::N,barrug,по́кшым
94,Regenbogen::N,enfys,шонанпы́л
95,Donner::N,tyrfau,кӱ́дырчӧ
96,Strömung::N,cerrynt,йо́гын
97,Tropfen::N,dafn,чӱча́лтыш
98,Tropfen::N,diferyn,чӱча́лтыш
99,Schaum::N,ewyn,шоҥ
100,Schmutz::N,baw,лавыра́
101,Schmutz::N,budreddi,лавыра́
102,See::N,llyn,ер
103,Sumpf::N,cors,лӱ́кӧ
104,Moor::N,rhos,куп
105,Wiese::N,dôl,о́лык
106,Wald::N,coedwig,чодыра́
107,Hügel::N,bryn,арка́
108,Anhöhe::N,bryn,тӧва́
109,Anhöhe::N,bryn,кӱкшака́
110,Berg::N,mynydd,ку́рык
111,Gipfel::N,copa,чаҥга́
112,Gipfel::N,copa,курыкву́й
113,Höhle::N,ogof,пеще́р
114,Höhle::N,ogof,курыкпо́мыш
115,Abhang::N,llethr,та́йыл
116,Quelle::N,tarddiad,важ
117,Quelle::N,tarddiad,вӱдшинча́
118,Quelle::N,ffynhonnell,важ
119,Quelle::N,ffynhonnell,вӱдшинча́
120,Bach::N,nant,изэҥе́р
121,Bach::N,afonig,изэҥе́р
122,Bach::N,cornant,изэҥе́р
123,Fluss::N,afon,эҥе́р
124,Ufer::N,glan,сер
125,Küste::N,traeth,вӱдтӱ́р
126,Küste::N,arfordir,вӱдтӱ́р
127,Festland::N,tir,мла́нде
128,Meer::N,môr,те́ҥыз
129,Bucht::N,bae,икса́
130,Insel::N,ynys,отро́
131,Blume::N,blodyn,пеле́дыш
132,Gras::N,glaswellt,шу́до
133,Wurzel::N,gwreiddyn,вож
134,Baum::N,coeden,пуше́ҥге
135,Stamm::N,colfen,йы́тыр
136,Stamm::N,boncyff,йы́тыр
137,Rinde::N,rhisgl,шӱм
138,Ast::N,cangen,укш
139,Zweig::N,cainc,торма́к
140,Zweig::N,cangen,торма́к
141,Blatt::N,deilen,лышта́ш
142,Birke::N,bedwen,куэ́
143,Kiefer[Baum]::N,pinwydden,пӱ́нчӧ
144,Weide[Baum]::N,helygen,уа́
145,Tanne::N,ffynidwydden,кож
146,Horn::N,corn,шур
147,Feder::N,plufyn,пы́стыл
148,Fell::N,ffwr,кова́ште
149,Flügel::N,adain,шу́лдыр
150,Klaue::N,crafanc,кӱч
151,Kralle::N,ewin,ла́па
152,Kralle::N,ewin,копа́
153,Schwanz::N,cwt,поч
154,Schwanz::N,cynffon,поч
155,Ei::N,wy,му́но
156,Nest::N,nyth,пыжа́ш
157,Bau::N,ffau,пыжа́ш
158,Tier::N,anifail,я́нлык
159,Tier::N,anifail,живо́тный
160,Herde::N,praidd,кӱ́тӱ
161,Herde::N,praidd,тӱшка́
162,Herde::N,diadell,кӱ́тӱ
163,Herde::N,diadell,тӱшка́
164,Kuh::N,buwch,ушка́л
165,Bulle::N,tarw,ӱ́шкыж
166,Pferd::N,ceffyl,и́мне
167,Schaf::N,dafad,шо́рык
168,Schwein::N,mochyn,сӧсна́
169,Hund::N,ci,пий
170,Katze::N,cath,пы́рыс
171,Bär::N,arth,маска́
172,Eichhörnchen::N,gwiwer,ур
173,Elch::N,elc,шо́рдо
174,Fuchs::N,cadno,ры́выж
175,Hase::N,ysgyfarnog,мера́ҥ
176,Maus::N,llygoden,коля́
177,Wolf::N,blaidd,пи́ре
178,Vogel::N,aderyn,ка́йык
179,Schwarm::N,haid,каша́к
180,Huhn::N,cyw,чы́ве
181,Hahn::N,ceiliog,агыта́н
182,Gans::N,gŵydd,ко́мбо
183,Adler::N,eryr,карагу́ш
184,Ente::N,hwyad,лу́до
185,Eule::N,tylluan,тумна́
186,Kranich::N,garan,турня́
187,Kranich::N,crychydd,турня́
188,Krähe::N,brân,кора́к
189,Kuckuck::N,cog,куку́
190,Kuckuck::N,cwcw,куку́
191,Schwan::N,alarch,йӱ́ксӧ
192,Fisch::N,pysgod,кол
193,Barsch::N,draenog,ола́ҥге
194,Hecht::N,penhwyad,нуж
195,Hecht::N,penhwyad,чорта́н
196,Schlange[Tier]::N,neidr,ки́шке
197,Wurm::N,abwydyn,шукш
198,Wurm::N,pryf genwair,шукш
199,Spinne::N,cor,эҥыре́мыш
200,Spinne::N,pryf copyn,эҥыре́мыш
201,Ameise::N,morgrugyn,ку́тко
202,Laus::N,lleuen,тий
203,Mücke::N,gwybedyn,шыҥа́
204,Fliege::N,cleren,ка́рме
205,Schmetterling::N,glöyn byw,лы́ве
206,Schmetterling::N,iâr fach yr haf,лы́ве
207,Beere::N,aeronen,мӧр
208,Apfel::N,afal,олма́
209,Pilz::N,madarch,по́ҥго
210,Zwiebel::N,nionyn,шога́н
211,Zwiebel::N,winwnsyn,шога́н
212,Saat::N,had,нӧ́шмӧ
213,Saat::N,had,туш
214,Korn::N,grawn,шу́рно
215,Heu::N,gwair,шу́до
216,Schale::N,croen,шӱм
217,Schale::N,plisgyn,шӱм
218,Grube::N,pwll,выне́м
219,Grube::N,pydew,выне́м
220,Falle::N,magl,лӧ́дӧ
221,Schlinge::N,cwlwm rhedeg,о́птыш
222,Schlinge::N,cwlwm rhedeg,шӧрга́лтыш
223,Spur::N,ôl,кыша́
224,Asche::N,lludw,ло́мыж
225,Dreck::N,baw,лавыра́
226,Dreck::N,budreddi,лавыра́
227,Eisen::N,haearn,кӱ́ртньӧ
228,Gold::N,aur,шӧ́ртньӧ
229,Silber::N,arian,ший
230,Kohle::N,glo,мландышӱ́й
231,Glas::N,gwydr,янда́
232,Lehm::N,clai,шун
233,Sand::N,tywod,ошма́
234,Mensch::N,dyn,еҥ
235,Mensch::N,dyn,айде́ме
236,Mann::N,dyn,пӧръе́ҥ
237,Frau::N,merch,ӱдырама́ш
238,Frau::N,gwraig,ӱдырама́ш
239,Kind::N,plentyn,аза́
240,Junge::N,hogyn,рве́зе
241,Junge::N,bachgen,рве́зе
242,Mädchen::N,merch,ӱдыра́ш
243,Mädchen::N,geneth,ӱдыра́ш
244,Familie::N,teulu,еш
245,Familie::N,tylwyth,еш
246,Großvater::N,taid,коча́
247,Großvater::N,tad-cu,коча́
248,Großmutter::N,nain,кова́
249,Großmutter::N,mam-gu,кова́
250,Eltern::N,rhieni,ача́-ава́
251,Vater::N,tad,ача́
252,Mutter::N,mam,ава́
253,Sohn::N,mab,э́рге
254,Tochter::N,merch,ӱ́дыр
255,Bruder::N,brawd,иза́
256,Bruder::N,brawd,шо́льо
257,Schwester::N,chwaer,ака́
258,Onkel::N,ewythr,иза́
259,Tante::N,modryb,кока́
260,Ehemann::N,gŵr,мари́й
261,Ehefrau::N,gwraig,ва́те
262,Freude::N,gorfoledd,куа́н
263,Freude::N,gorfoledd,куаныма́ш
264,Gelächter::N,chwerthin,во́штылтыш
265,Glück::N,hapusrwydd,пиа́л
266,Kummer::N,galar,о́йго
267,Wunsch::N,dymuniad,ку́мыл
268,Lust::N,chwant,ку́мыл
269,Geist::N,ysbryd,ӧрт
270,Geist::N,ysbryd,чон
271,Gedanke::N,meddwl,ой
272,Gedanke::N,meddwl,шоныма́ш
273,Gedächtnis::N,cof,шарныма́ш
274,Verstand::N,meddwl,уш
275,Sinn::N,ystyr,смысл
276,Grund::N,achos,ама́л
277,Grund::N,rheswm,ама́л
278,Wahrheit::N,gwir,чын
279,Wahrheit::N,gwirionedd,чын
280,Gespräch::N,sgwrs,мутланыма́ш
281,Märchen::N,chwedl werin,йома́к
282,Erzählung::N,stori,ойлыма́ш
283,Nachricht::N,neges,увертарыма́ш
284,Neuigkeit::N,newydd,уве́р
285,Name::N,enw,лӱм
286,Rätsel::N,pos,ту́што
287,Rede::N,araith,ойлыма́ш
288,Sprache::N,iaith,йы́лме
289,Stimme::N,llais,йӱк
290,Wort::N,gair,ой
291,Wort::N,gair,мут
292,Zeichen::N,arwydd,ти́ште
293,Zeichen::N,arwydd,знак
294,Ruf::N,galwad,ӱжма́ш
295,Lärm::N,trwst,лӱшкыма́ш
296,Lärm::N,trwst,йӱк-йӱа́н
297,Laut::N,sain,йӱк
298,Ton::N,tôn,йӱксе́м
299,Lied::N,cân,му́ро
300,Ruhe::N,tawelwch,ты́мык
301,Leute::N,pobl,еҥ-влак
302,Volk::N,pobl,ка́лык
303,Arbeit::N,gwaith,паша́
304,Gast::N,gwestai,уна́
305,Geschenk::N,rhodd,пӧле́к
306,Geschenk::N,anrheg,пӧле́к
307,Spiel::N,chwarae,мо́дыш
308,Spiel::N,chwarae,модма́ш
309,Gesellschaft::N,cwmni,тӱшка́
310,Hilfe::N,cymorth,по́лыш
311,Freund::N,cyfaill,таҥ
312,Freund::N,cyfaill,йолта́ш
313,Kamerad::N,cydymaith,таҥ
314,Angelegenheit::N,pwnc,паша́
315,Anzahl::N,cyfrif,чот
316,Art::N,bath,вид
317,Stück::N,darn,ка́тыш
318,Stück::N,darn,ла́стык
319,Teil::N,rhan,ужа́ш
320,Hälfte::N,hanner,пел
321,Hälfte::N,hanner,пе́ле
322,Kreis::N,cylch,ты́ртыш
323,Kreuz::N,croes,ыре́с
324,Linie::N,llinell,ли́ний
325,Strich::N,strôc,коре́ш
326,Strich::N,trawiad,коре́ш
327,Abstand::N,bwlch,кокла́
328,Abstand::N,pellter,кокла́
329,Entfernung::N,pellter,тора́
330,Entfernung::N,pellter,ку́жыт
331,Gegend::N,cylch,кунде́м
332,Platz::N,lle,ку́мдык
333,Ort::N,lle,вер
334,Ort::N,lle,о́лмо
335,Seite::N,ochr,ӧ́рдыж
336,Mitte::N,canol,покше́л
337,Gegenstand::N,eitem,наста́
338,Sache::N,peth,наста́
339,Rand::N,cwr,тӱр
340,Rand::N,ymyl,тӱр
341,Kante::N,min,тӱр
342,Kante::N,ymyl,тӱр
343,Ecke::N,cornel,лук
344,Spitze::N,blaen,вуй
345,Ende::N,pen,муча́ш
346,Loch::N,twll,рож
347,Winkel::N,congl,лук
348,Muster::N,patrwm,пеза́к
349,Muster::N,patrwm,узо́р
350,Muster::N,patrwm,ӱ́лгӧ
351,Größe::N,maint,кӱ́кшыт
352,Größe::N,maintioli,кӱ́кшыт
353,Länge::N,hyd,ку́тыш
354,Höhe::N,uchder,кӱ́кшыт
355,Gewicht::N,pwysau,не́лыт
356,Menge::N,swm,чот
357,Menge::N,maint,чот
358,Haufen::N,pentwr,кы́шыл
359,Reihe::N,rhes,рада́м
360,Boot::N,cwch,пуш
361,Ruder::N,rhwyf,эшка́к
362,Schlitten::N,sled,тер
363,Schlitten::N,sled,изде́р
364,Schlitten::N,car llusg,тер
365,Schlitten::N,car llusg,изде́р
366,Ski::N,sgi,е́че
367,Lagerfeuer::N,coelcerth,туло́то
368,Last::N,llwyth,нӧ́лтыш
369,Gang::N,tro,ошкылма́ш
370,Schritt::N,cam,о́шкыл
371,Norden::N,gogledd,йӱдйыма́л
372,Süden::N,de,кечывалве́л
373,Westen::N,gorllewin,касве́л
374,Osten::N,dwyrain,эрве́л
375,Holz::N,pren,пу
376,Brett::N,bwrdd,оҥа́
377,Brett::N,astell,оҥа́
378,Platte::N,llech,аста́р
379,Stütze::N,ateg,чара́к
380,Stütze::N,cynhalydd,чара́к
381,Stange::N,polyn,лома́ш
382,Stock::N,ffon,тоя́
383,Stock::N,brigyn,тоя́
384,Stab::N,ffon,вара́
385,Stab::N,ffon,кашта́
386,Rohr::N,pibell,пуч
387,Haus::N,tŷ,пӧрт
388,Heim::N,cartref,мӧ́ҥгӧ
389,Ofen::N,stof,комака́
390,Fußboden::N,llawr,кӱва́р
391,Tisch::N,bwrdd,ӱсте́л
392,Stuhl::N,cadair,пӱке́н
393,Wiege::N,crud,шепка́
394,Bett::N,gwely,ва́кшыш
395,Regal::N,silff,шӧ́рлык
396,Kiste::N,bocs,шо́ндык
397,Kiste::N,bocs,я́шлык
398,Kiste::N,blwch,шо́ндык
399,Kiste::N,blwch,я́шлык
400,Fenster::N,ffenestr,окна́
401,Tür::N,drws,омса́
402,Tor::N,porth,капка́
403,Zaun::N,ffens,сава́р
404,Dach::N,to,леве́дыш
405,Leiter::N,ysgol,тошка́лтыш
406,Besen::N,ysgub,ӱштерво́штыр
407,Spaten::N,rhaw,ко́льмо
408,Schaufel::N,rhaw,сово́к
409,Schaufel::N,rhaw,су́ско
410,Gabel::N,fforc,ви́лке
411,Löffel::N,llwy,па́не
412,Löffel::N,llwy,совла́
413,Messer::N,cyllell,кӱ́зӧ
414,Nagel::N,hoel,пуда́
415,Netz::N,gwe,вапш
416,Netz::N,rhwyd,вапш
417,Haken::N,bach,са́гыле
418,Griff::N,carn,кыл
419,Schloss::N,clo,кӧгӧ́н
420,Bild::N,llun,сӱре́т
421,Bild::N,pictiwr,сӱре́т
422,Figur::N,ffigur,фигу́р
423,Puppe::N,dol,курча́к
424,Beutel::N,cwd,меша́к
425,Bündel::N,bwndel,арша́ш
426,Bündel::N,coflaid,арша́ш
427,Tasche::N,cod,сумка́
428,Eimer::N,bwced,ведра́
429,Eimer::N,cunnog,ведра́
430,Deckel::N,caead,ко́мдыш
431,Geschirr::N,llestri,а́те
432,Sack::N,sach,куль
433,Sack::N,sach,меша́к
434,Tasse::N,cwpan,чу́кыр
435,Tasse::N,cwpan,чашка́
436,Topf::N,pot,ми́ске
437,Topf::N,crochan,ми́ске
438,Kessel::N,tegell,под
439,Essen::N,pryd o fwyd,ко́чкыш
440,Nahrung::N,bwyd,ку́рго
441,Speise::N,saig,ко́чкыш
442,Fleisch::N,cig,шыл
443,Getreide::N,ŷd,шу́рно
444,Getreide::N,llafur,шу́рно
445,Brei::N,uwd,пу́чымыш
446,Brot::N,bara,ки́нде
447,Scheibe::N,tafell,ка́тыш
448,Fett::N,saim,коя́
449,Fett::N,braster,коя́
450,Butter::N,ymenyn,ӱй
451,Öl::N,olew,ӱй
452,Salz::N,halen,шинча́л
453,Suppe::N,cawl,шӱр
454,Honig::N,mêl,мӱй
455,Milch::N,llaeth,шӧр
456,Milch::N,llefrith,шӧр
457,Tee::N,te,чай
458,Leder::N,lledr,сура́н
459,Leder::N,lledr,шӱ́штӧ
460,Wolle::N,gwlân,пун
461,Stoff::N,lliain,куэ́м
462,Stoff::N,lliain,посто́
463,Stoff::N,brethyn,куэ́м
464,Stoff::N,brethyn,посто́
465,Nadel::N,nodwydd,и́ме
466,Faden::N,edau,шӱ́ртӧ
467,Faden::N,edefyn,шӱ́ртӧ
468,Knopf::N,botwm,по́лдыш
469,Knoten::N,cwlwm,пышке́м
470,Farbe::N,paent,чия́
471,Kleidung::N,dillad,чие́м
472,Kleidung::N,dillad,вурге́м
473,Kleidung::N,gwisgoedd,чие́м
474,Kleidung::N,gwisgoedd,вурге́м
475,Hemd::N,crys,ту́выр
476,Kragen::N,coler,сога́
477,Ärmel::N,llawes,шокш
478,Hose::N,trowsus,йола́ш
479,Gürtel::N,gwregys,ӱ́штӧ
480,Mütze::N,cap,упш
481,Schuh::N,esgid,боти́нке
482,Stiefel::N,botasen,кем
483,Ring::N,modrwy,шерга́ш
484,Band::N,rhuban,тасма́
485,Band::N,rhuban,ле́нте
486,Kamm::N,crib,шерге́
487,Spiegel::N,drych,вошто́нчыш
488,Riemen::N,strap,кӱзанӱ́штӧ
489,Schnur::N,llinyn,кере́м
490,Schnur::N,llinyn,кандыра́
491,Leine::N,tennyn,вӱра́ҥ
492,Decke::N,blanced,леве́дыш
493,Decke::N,blanced,одея́л
494,Decke::N,gwrthban,леве́дыш
495,Decke::N,gwrthban,одея́л
496,Kissen::N,clustog,кӱ́пчык
497,Kissen::N,gobennydd,кӱ́пчык
498,Tuch::N,sgarff,шо́выч
499,Handtuch::N,tywel,со́лык
500,Handtuch::N,lliain sychu,со́лык
501,Kraft::N,grym,вий
502,Kraft::N,grym,куа́т
503,Stärke::N,nerth,куа́т
504,Stärke::N,nerth,карма́н
505,Stärke::N,cryfder,куа́т
506,Stärke::N,cryfder,карма́н
507,Gesundheit::N,iechyd,таза́лык
508,Krankheit::N,afiechyd,чер
509,Krankheit::N,anhwylder,чер
510,Schmerz::N,poen,ко́рштыш
511,Schmerz::N,gwayw,ко́рштыш
512,Wunde::N,clwyf,су́сыр
513,Fieber::N,twymyn,йӱштыму́ж
514,Fieber::N,twymyn,лихора́дке
515,Arznei::N,meddyginiaeth,эм
516,Brücke::N,pont,кӱва́р
517,Brunnen::N,ffynnon,вӱдвыне́м
518,Weide::N,porfa,нурше́р
519,Pfad::N,llwybr,йолго́рно
520,Pfad::N,llwybr,сокма́к
521,Weg::N,ffordd,ко́рно
522,Straße::N,heol,ко́рно
523,Straße::N,ffordd,ко́рно
524,Dorf::N,pentref,ял
525,Stadt::N,tref,ола́
526,Brief::N,llythyr,се́рыш
527,Buch::N,llyfr,книга́
528,Buchstabe::N,llythyren,буква́
529,Zeitung::N,papur newydd,газе́т
530,Leben::N,bywyd,и́лыш
531,Tod::N,marwolaeth,колыма́ш
532,Grab::N,bedd,шӱга́р
533,Kirche::N,eglwys,че́рке
534,Sünde::N,pechod,су́лык
535,Gott::N,duw,ю́мо
536,Arbeiter::N,gweithiwr,паша́зе
537,Chef::N,pennaeth,тӧра́
538,Meister::N,meistr,маста́р
539,Arzt::N,meddyg,врач
540,Lehrer::N,athro,ту́ныктышо
541,Geld::N,pres,окса́
542,Geld::N,arian,окса́
543,Geschäft::N,busnes,сатулыма́ш
544,Laden::N,siop,ке́выт
545,Preis::N,pris,ак
546,Ware::N,nwydd,сату́
547,Nutzen::N,elw,пайда́
548,Nutzen::N,budd,пайда́
549,Reichtum::N,cyfoeth,поя́нлык
550,Welt::N,byd,тӱня́
551,Land::N,gwlad,эл
552,Staat::N,gwladwriaeth,кугыжа́ныш
553,König::N,brenin,кугыжа́
554,Macht::N,grym,власть
555,Macht::N,awdurdod,власть
556,Grenze::N,ffin,грани́ца
557,Grenze::N,goror,грани́ца
558,Krieg::N,rhyfel,сар
559,Feind::N,gelyn,тушма́н
560,Gewalt::N,ffyrnigrwydd,виешлыма́ш
561,Kampf::N,brwydr,кредалма́ш
562,Bogen[Waffe]::N,bwa,юҥе́ж
563,Pfeil::N,saeth,пикш
564,Gewehr::N,dryll,пыча́л
565,Fehler::N,gwall,йо́ҥылыш
566,Fehler::N,camgymeriad,йо́ҥылыш
567,Lüge::N,celwydd,шоя́к
568,Lüge::N,anwiredd,шоя́к
569,Schaden::N,niwed,зия́н
570,Schaden::N,difrod,зия́н
571,Unglück::N,anffawd,эҥге́к
572,Schuld::N,bai,тита́к
573,Schuld::N,bai,йола́
574,Alter::N,oed,ийго́т
575,Schluss::N,diwedd,муча́ш
576,Zeit::N,amser,жап
577,Zeit::N,amser,па́гыт
578,Tag::N,dydd,ке́че
579,Tag::N,diwrnod,ке́че
580,Morgen::N,bore,эр
581,Mittag::N,nawn,кечыва́л
582,Abend::N,noswaith,кас
583,Nacht::N,nos,йӱд
584,Woche::N,wythnos,арня́
585,Monat::N,mis,ты́лзе
586,Jahr::N,blwyddyn,ий
587,Frühling::N,gwanwyn,шо́шо
588,Sommer::N,haf,кеҥе́ж
589,Herbst::N,hydref,шы́же
590,Winter::N,gaeaf,те́ле
591,Januar::N,Ionawr,шоркыйол
592,Januar::N,Ionawr,идалыкву́й
593,Januar::N,Ionawr,янва́рь
594,Februar::N,Chwefror,пургыж
595,Februar::N,Chwefror,февра́ль
596,März::N,Mawrth,ӱярня
597,März::N,Mawrth,март
598,April::N,Ebrill,апре́ль
599,Mai::N,Mai,ага
600,Mai::N,Mai,май
601,Juni::N,Mehefin,пеледыш
602,Juni::N,Mehefin,ию́нь
603,Juli::N,Gorffennaf,сӱрем
604,Juli::N,Gorffennaf,ию́ль
605,August::N,Awst,сорла
606,August::N,Awst,агарма́н
607,August::N,Awst,а́вгуст
608,September::N,Medi,идым
609,September::N,Medi,сентя́брь
610,Oktober::N,Hydref,шыжа
611,Oktober::N,Hydref,октя́брь
