,Concept_ID,bg,lbe
108,Schaum::N,пяна,хьама
109,Schmutz::N,кал,кьяркьи
110,Schmutz::N,мръсотия,кьяркьи
111,See::N,езеро,бяр
112,Sumpf::N,блато,кунцӏа
113,Moor::N,мочурище,
114,Wiese::N,ливада,кьан
115,Wald::N,гора,вацӏа
116,Hügel::N,рид,бакӏу
117,Hügel::N,хълм,бакӏу
118,Anhöhe::N,могила,
119,Anhöhe::N,възвишение,
120,Berg::N,планина,зунтту
121,Gipfel::N,връх,мицӏ
122,Höhle::N,пещера,нух
123,Abhang::N,склон,сун
124,Abhang::N,стръмнина,сун
125,Quelle::N,извор,дайдихьу
126,Quelle::N,извор,бакӏ
127,Bach::N,поток,чӏрир нех
128,Fluss::N,река,нех
129,Ufer::N,бряг,зума
130,Küste::N,бряг,зумаинхалу
131,Küste::N,бряг,зуманицӏалу
132,Küste::N,крайбрежие,зумаинхалу
133,Küste::N,крайбрежие,зуманицӏалу
134,Festland::N,суша,кьири
135,Meer::N,море,хьхьири
136,Bucht::N,залив,
137,Insel::N,остров,жазира
138,Blume::N,цвете,тӏутӏи
139,Gras::N,трева,уртту
140,Wurzel::N,корен,мархха
141,Baum::N,дърво,мурхь
142,Stamm::N,стъбло,ттарцӏ
143,Rinde::N,кора,ккамара
144,Ast::N,клон,матӏи
145,Zweig::N,клон,къяртта
146,Blatt::N,лист,чӏапӏи
147,Birke::N,бреза,кӏялахӏи
148,Birke::N,бреза,кӏялахӏилул мурхь
149,Kiefer[Baum]::N,бор,ттар
150,Kiefer[Baum]::N,бор,ттарлил мурхь
151,Weide[Baum]::N,върба,щавщи
152,Tanne::N,ела,ттарлил мурхь
153,Horn::N,рог,хъи
154,Feder::N,перо,лелуххул тӏиму
155,Fell::N,кожа,бурчу
156,Flügel::N,крило,хъа
157,Flügel::N,крило,ххурупӏайрал тӏиму
158,Klaue::N,нокът,михь
159,Kralle::N,нокът,ххяппа
160,Schwanz::N,опашка,магъ
161,Ei::N,яйце,ккунук
162,Nest::N,гнездо,кюру
163,Bau::N,дупка,цукъуккутӏ
164,Tier::N,животно,хӏайван
165,Herde::N,стадо,газу
166,Kuh::N,крава,оьл
167,Bulle::N,бик,ниц
168,Pferd::N,кон,чу
169,Schaf::N,овца,тта
170,Schwein::N,свиня,дунгъуз
171,Hund::N,куче,ккаччи
172,Katze::N,котка,ччиту
173,Bär::N,мечка,цуша
174,Eichhörnchen::N,катерица,бюрхттукку
175,Elch::N,лос,ниц-бюрин
176,Fuchs::N,лисица,цулчӏа
177,Fuchs::N,лисица,куча цулчӏа
178,Hase::N,заек,бюрх
179,Maus::N,мишка,кӏулу
180,Wolf::N,вълк,барцӏ
181,Vogel::N,птица,лелуххи
182,Schwarm::N,рой,гьухъала
183,Schwarm::N,рояк,гьухъала
184,Huhn::N,кокошка,аьнакӏи
185,Hahn::N,петел,ажари
186,Gans::N,гъска,къаз
187,Adler::N,орел,барзу
188,Ente::N,патица,урдак
189,Eule::N,сова,ису
190,Eule::N,сова,ччиккумяв
191,Kranich::N,жерав,кьурукь
192,Krähe::N,врана,хъатӏу
193,Kuckuck::N,кукувица,ччикку
194,Schwan::N,лебед,урттил къаз
195,Fisch::N,риба,чавахъ
196,Barsch::N,костур,
197,Hecht::N,щука,
198,Schlange[Tier]::N,змия,шатта
199,Wurm::N,червей,кьюнукьай шатта
200,Spinne::N,паяк,ххялцу
201,Ameise::N,мравка,митӏикьукьу
202,Laus::N,въшка,
203,Mücke::N,комар,мичӏак
204,Fliege::N,муха,зимиз
205,Schmetterling::N,пеперуда,чӏимучӏали
206,Beere::N,плод,хӏаллил ахъулсса
207,Apfel::N,ябълка,гьивч
208,Pilz::N,гъба,ттуккул иис
209,Zwiebel::N,лук,лаччул чсмусул бакӏ
210,Zwiebel::N,кромид,лаччул чсмусул бакӏ
211,Saat::N,семе,гьанна
212,Korn::N,зърно,къама
213,Heu::N,сено,ххулув
214,Schale::N,кора,ккиртту
215,Grube::N,яма,кӏаланг
216,Grube::N,дупка,кӏаланг
217,Falle::N,примка,къатӏа
218,Schlinge::N,клуп,хӏатӏ
219,Spur::N,диря,ша
220,Spur::N,следа,ша
221,Asche::N,пепел,лах
222,Dreck::N,кал,кьяркьи
223,Dreck::N,кал,венп
224,Eisen::N,желязо,мах
225,Gold::N,злато,муси
226,Silber::N,сребро,арцу
227,Kohle::N,въглища,кӏалаш
228,Kohle::N,въглища,хъуручӏ
229,Glas::N,стъкло,пюрун
230,Lehm::N,глина,сина аьрщи
231,Sand::N,пясък,къун
232,Mensch::N,човек,инсан
233,Mann::N,мъж,чув
234,Mann::N,мъж,адимина
235,Frau::N,жена,щарсса
236,Frau::N,жена,хъамитайпа
237,Kind::N,дете,чӏиви оьрчӏ
238,Junge::N,момче,оьрчӏ
239,Junge::N,момче,бурхьин оьрчӏ
240,Mädchen::N,момиче,душ
241,Familie::N,фамилия,кулпат
242,Familie::N,семейство,кулпат
243,Großvater::N,дядо,ттатта
244,Großvater::N,дядо,ниттил ппу
245,Großmutter::N,баба,буттал нину
246,Eltern::N,родители,нину-ппу
247,Vater::N,баща,ппу
248,Mutter::N,майка,нину
249,Sohn::N,син,арс
250,Tochter::N,дъщеря,душ
251,Bruder::N,брат,уссу
252,Schwester::N,сестра,ссу
253,Onkel::N,чичо,буттауссу
254,Onkel::N,вуйчо,буттауссу
255,Tante::N,леля,буттал ссу
256,Ehemann::N,съпруг,лас
257,Ehefrau::N,съпруга,щар
258,Ehefrau::N,съпруга,щарсса
259,Freude::N,радост,шадшиву
260,Freude::N,радост,ххаришиву
261,Gelächter::N,смях,хъяхъаву
262,Glück::N,щастие,талихӏ
263,Kummer::N,тъга,дард
264,Wunsch::N,желание,мурад
265,Lust::N,желание,гьавас
266,Lust::N,желание,ччаву
267,Geist::N,дух,рухӏ
268,Gedanke::N,мисъл,пикри
269,Gedächtnis::N,памет,дакӏний личӏаву
270,Verstand::N,ум,аькьлу
271,Verstand::N,разум,аькьлу
272,Sinn::N,смисъл,мяъна
273,Grund::N,причина,багьана
274,Wahrheit::N,правда,тӏайламур
275,Wahrheit::N,правда,хӏакьмур
276,Gespräch::N,разговор,ихтилат
277,Märchen::N,приказка,магьа
278,Erzählung::N,разказ,хавар
279,Nachricht::N,вест,хавар
280,Nachricht::N,известие,хавар
281,Neuigkeit::N,новина,хавар
282,Name::N,име,цӏа
283,Rätsel::N,гатанка,ссигьа
284,Rede::N,реч,гъалгъа
285,Rede::N,слово,гъалгъа
286,Sprache::N,език,маз
287,Stimme::N,глас,чӏу
288,Stimme::N,глас,чӏукӏа
289,Wort::N,дума,махъ
290,Zeichen::N,знак,лишан
291,Ruf::N,зов,
292,Lärm::N,шум,чӏу
293,Lärm::N,глъчка,чӏу
294,Laut::N,звук,чӏу
295,Ton::N,тон,чӏу
296,Lied::N,песен,балай
297,Ruhe::N,тишина,дигьалагру
298,Ruhe::N,спокойствие,дигьалагру
299,Leute::N,хора,инсантал
300,Volk::N,народ,ил
301,Volk::N,народ,халкь
302,Arbeit::N,труд,заву
303,Arbeit::N,работа,заву
304,Gast::N,гост,хъамаличу
305,Geschenk::N,дар,бухчакарши
306,Geschenk::N,дар,лажинккакку
307,Geschenk::N,подарък,бухчакарши
308,Geschenk::N,подарък,лажинккакку
309,Spiel::N,игра,тӏуркӏу
310,Gesellschaft::N,общество,жямат
311,Gesellschaft::N,общество,ккуран
312,Hilfe::N,помощ,кумаг
313,Freund::N,приятел,дус
314,Kamerad::N,другар,хӏаласу
315,Angelegenheit::N,работа,иш
316,Anzahl::N,брой,аьдад
317,Anzahl::N,количество,аьдад
318,Art::N,вид,жинс
319,Stück::N,къс,касак
320,Stück::N,парче,касак
321,Teil::N,дял,бутӏа
322,Teil::N,част,бутӏа
323,Hälfte::N,половина,дачӏи
324,Kreis::N,кръг,кюрщан
325,Kreuz::N,кръст,ххач
326,Linie::N,черта,щва
327,Strich::N,щрих,щва
328,Strich::N,черта,щва
329,Abstand::N,дистанция,манзил
330,Abstand::N,разстояние,манзил
331,Entfernung::N,разстояние,манзил
332,Gegend::N,местност,кӏану
333,Platz::N,място,
334,Ort::N,място,кӏану
335,Seite::N,страна,чул
336,Seite::N,страна,чулухалу
337,Mitte::N,среда,дя
338,Gegenstand::N,предмет,зат
339,Sache::N,вещ,зат
340,Rand::N,ръб,зума
341,Kante::N,ръб,
342,Kante::N,кант,
343,Ecke::N,ъгъл,мурцӏу
344,Spitze::N,връх,мицӏ
345,Spitze::N,острие,мицӏ
346,Ende::N,край,зума
347,Loch::N,дупка,ккутӏ
348,Winkel::N,кът,мурцӏу
349,Winkel::N,ъгъл,мурцӏу
350,Muster::N,десен,накьич
351,Muster::N,образец,накьич
352,Größe::N,големина,
353,Länge::N,дължина,лахъишиву
354,Höhe::N,висота,лахъшиву
355,Höhe::N,височина,лахъшиву
356,Gewicht::N,тегло,дуццин
357,Gewicht::N,тегло,кӏушиву
358,Gewicht::N,тежест,дуццин
359,Gewicht::N,тежест,кӏушиву
360,Menge::N,количество,
361,Haufen::N,куп,бакӏу
362,Haufen::N,грамада,бакӏу
363,Reihe::N,ред,кьюкьа
364,Reihe::N,редица,кьюкьа
365,Boot::N,лодка,луткка
366,Ruder::N,весло,весло
367,Ruder::N,весло,чӏатӏа
368,Ruder::N,гребло,весло
369,Ruder::N,гребло,чӏатӏа
370,Schlitten::N,шейна,чана
371,Schlitten::N,шейна,санкка
372,Ski::N,ски,лижарду
373,Lagerfeuer::N,огнище,къавтӏн
374,Last::N,товар,гьиву
375,Gang::N,ход,нанаву
376,Gang::N,вървеж,нанаву
377,Schritt::N,стъпка,ша
378,Norden::N,север,ухссав
379,Norden::N,север,ухссавнил чулухалу
380,Süden::N,юг,кьилва
381,Westen::N,запад,баргълагавал
382,Westen::N,запад,баргълагавал чул
383,Osten::N,изток,баргъбуккай чулухалу
384,Holz::N,дърво,тӏама
385,Brett::N,дъска,тахта
386,Stange::N,прът,къазихъ
387,Stange::N,върлина,къазихъ
388,Stock::N,прът,ттархь
389,Stock::N,тояга,ттархь
390,Stab::N,прът,ччантӏакъу
391,Rohr::N,цев,бургъу
392,Rohr::N,тръба,бургъу
393,Haus::N,къща,къатта
394,Heim::N,дом,къатта
395,Ofen::N,печка,пач
396,Fußboden::N,под,чӏанкъатта
397,Tisch::N,маса,усттул
398,Stuhl::N,стол,кӏану
399,Wiege::N,люлка,оьрчӏал кӏану
400,Bett::N,легло,тах
401,Bett::N,креват,тах
402,Regal::N,рафт,чӏаму
403,Regal::N,етажерка,чӏаму
404,Kiste::N,кутия,яшикӏ
405,Kiste::N,кутия,къурши
406,Kiste::N,сандък,яшикӏ
407,Kiste::N,сандък,къурши
408,Fenster::N,прозорец,чӏавахьулу
409,Tür::N,врата,нуз
410,Tür::N,врата,нузкьун
411,Tor::N,врата,къапу
412,Tor::N,врата,дарваза
413,Zaun::N,ограда,дайгьузанну
414,Dach::N,покрив,магъи
415,Dach::N,покрив,цӏиялу
416,Leiter::N,стълба,чуртту
417,Besen::N,метла,чӏатлу
418,Spaten::N,лопата,бил
419,Schaufel::N,лопата,чӏатӏа
420,Gabel::N,вилица,гьиссилу
421,Löffel::N,лъжица,къуса
422,Messer::N,нож,чӏила
423,Nagel::N,гвоздей,мяр
424,Netz::N,мрежа,къери
425,Haken::N,кука,къича
426,Haken::N,закачалка,къича
427,Griff::N,ръчка,куяму
428,Griff::N,дръжка,куяму
429,Schloss::N,брава,кьункьула
430,Schloss::N,ключалка,кьункьула
431,Bild::N,картина,сурат
432,Figur::N,фигура,
433,Puppe::N,кукла,ссихьу
434,Beutel::N,кесия,чантай
435,Bündel::N,връзка,гьи
436,Bündel::N,връзка,къар
437,Tasche::N,чанта,
438,Eimer::N,кофа,бадра
439,Deckel::N,капак,къапаза
440,Deckel::N,похлупак,къапаза
441,Geschirr::N,съдове,пюрунчӏул
442,Geschirr::N,съдове,тӏахӏникӏичӏу
443,Sack::N,чувал,къап
444,Sack::N,чувал,дарваг
445,Tasse::N,чаша,пижан
446,Tasse::N,чаша,пинжан
447,Tasse::N,чаша,инкираччатӏи
448,Tasse::N,чаша,цинцилттал бушкъап
449,Topf::N,гърне,кӏункӏур
450,Topf::N,тенджера,кӏункӏур
451,Kessel::N,котел,чаг
452,Kessel::N,котел,кӏункӏур
453,Essen::N,ядене,дукия
454,Essen::N,ядене,дукин
455,Nahrung::N,храна,дукра
456,Speise::N,ястие,дукра
457,Fleisch::N,месо,дикӏ
458,Getreide::N,зърнено храни,къама
459,Brei::N,каша,ккурч
460,Brot::N,хляб,ччатӏ
461,Scheibe::N,резен,парча
462,Fett::N,мазнина,аьгъушиву
463,Butter::N,масло,нагь
464,Butter::N,масло,лагаву
465,Öl::N,олио,
466,Öl::N,оливия,
467,Salz::N,сол,цӏву
468,Suppe::N,супа,накь
469,Honig::N,мед,ницӏ
470,Milch::N,мляко,накӏ
471,Tee::N,чай,чяй
472,Leder::N,кожа,бурчу
473,Wolle::N,вълна,ппал
474,Stoff::N,плат,янна
475,Stoff::N,материал,янна
476,Nadel::N,игла,ххалаххи
477,Faden::N,конец,ххал
478,Knopf::N,копче,банд
479,Knoten::N,възел,къурхъ
480,Farbe::N,боя,сир
481,Kleidung::N,дрехи,янна
482,Kleidung::N,дрехи,лаххия
483,Kleidung::N,облекло,янна
484,Kleidung::N,облекло,лаххия
485,Hemd::N,риза,гьухъа
486,Kragen::N,яка,дарвач
487,Ärmel::N,ръкав,кахха
488,Hose::N,панталони,хӏажак
489,Gürtel::N,пояс,мухӏлу
490,Gürtel::N,колан,мухӏлу
491,Mütze::N,каскет,кьяпа
492,Mütze::N,фуражка,кьяпа
493,Schuh::N,обувка,
494,Stiefel::N,ботуш,чакма
495,Ring::N,пръстен,кӏисса
496,Band::N,лента,линт
497,Band::N,връзка,линт
498,Kamm::N,гребен,ттарал
499,Spiegel::N,огледало,дагьани
500,Riemen::N,каиш,эн
501,Riemen::N,ремък,эн
502,Schnur::N,връв,хьхьа
503,Leine::N,връв,
504,Leine::N,въже,
505,Decke::N,покривка,виргъан
506,Kissen::N,възглавница,кӏаралу
507,Tuch::N,сукно,карщи
508,Handtuch::N,пешкир,калихьу
509,Handtuch::N,пешкир,лажинлихьу
510,Handtuch::N,кърпа за лице,калихьу
511,Handtuch::N,кърпа за лице,лажинлихьу
512,Kraft::N,мощ,эллаж
513,Kraft::N,сила,эллаж
514,Stärke::N,сила,гуж
515,Gesundheit::N,здраве,цӏуллу-сагъшиву
516,Krankheit::N,болест,къашайшиву
517,Schmerz::N,болка,къюву
518,Wunde::N,рана,щаву
519,Fieber::N,треска,кӏиришиву
520,Fieber::N,температура,кӏиришиву
521,Arznei::N,лек,дару
522,Arznei::N,лекарство,дару
523,Brücke::N,мост,ламу
524,Brunnen::N,чешма,къуй
525,Brunnen::N,кладенец,къуй
526,Weide::N,паша,бизантту
527,Weide::N,пасище,бизантту
528,Pfad::N,пътека,жегъир ххуллу
529,Weg::N,път,ххуллу
530,Straße::N,шосе,ххуллу
531,Dorf::N,село,щар
532,Dorf::N,село,шяравалу
533,Stadt::N,град,шагьру
534,Brief::N,писмо,чагъар
535,Buch::N,книга,лу
536,Buchstabe::N,буква,хӏарп
537,Zeitung::N,вестник,кказит
538,Leben::N,живот,оьрму
539,Tod::N,смърт,ажал
540,Tod::N,смърт,бивкӏу
541,Tod::N,смърт,ивчӏаву
542,Grab::N,гроб,гьав
543,Kirche::N,църква,килиса
544,Sünde::N,грях,бунагъ
545,Gott::N,бог,зал
546,Arbeiter::N,работник,зузала
547,Chef::N,шеф,ялувма
548,Chef::N,началник,ялувма
549,Meister::N,майстор,усттар
550,Arzt::N,лекар,хӏакин
551,Lehrer::N,учител,учитель
552,Geld::N,пари,арцу
553,Geschäft::N,сделка,даву
554,Laden::N,дюкян,ттучан
555,Laden::N,магазин,ттучан
556,Preis::N,цена,багъа
557,Ware::N,стока,хъус
558,Nutzen::N,полза,хайр
559,Nutzen::N,полза,мюнпат
560,Nutzen::N,облага,хайр
561,Nutzen::N,облага,мюнпат
562,Reichtum::N,богатство,давлат
563,Reichtum::N,богатство,аваданшиву
564,Welt::N,свят,дуниял
565,Land::N,страна,билаят
566,Staat::N,щат,паччахӏлугъ
567,Staat::N,държава,паччахӏлугъ
568,König::N,крал,
569,Macht::N,мощ,власть
570,Macht::N,власт,власть
571,Grenze::N,граница,дазу
572,Krieg::N,война,дяъви
573,Feind::N,враг,душман
574,Feind::N,неприятел,душман
575,Gewalt::N,сила,къия
576,Gewalt::N,насилие,къия
577,Kampf::N,борба,лачӏуи уккаву
578,Kampf::N,сражение,лачӏуи уккаву
579,Bogen[Waffe]::N,лък,ккуртта
580,Pfeil::N,стрела,чӏатӏаракӏ
581,Gewehr::N,пушка,ттупанг
582,Fehler::N,грешка,гъалатӏ
583,Lüge::N,лъжа,щялмахъ
584,Schaden::N,повреда,зарал
585,Unglück::N,нещастие,бала
586,Schuld::N,вина,тахсир
587,Alter::N,възраст,оьрму
588,Schluss::N,край,ахир
589,Zeit::N,време,чӏун
590,Tag::N,ден,кьини
591,Morgen::N,утро,кӏюрх
592,Morgen::N,сутрин,кӏюрх
593,Mittag::N,обед,ахттайн
594,Mittag::N,обед,дяахттайн
595,Mittag::N,обед,ахттайн чӏун
596,Mittag::N,пладне,ахттайн
597,Mittag::N,пладне,дяахттайн
598,Mittag::N,пладне,ахттайн чӏун
599,Abend::N,вечер,маркӏачӏан
600,Nacht::N,нощ,хьхьу
601,Woche::N,седмица,нюжмар
602,Monat::N,месец,барз
603,Jahr::N,година,шин
604,Frühling::N,пролет,инт
605,Sommer::N,лято,гъи
606,Herbst::N,есен,ссут
607,Winter::N,зима,кӏи
608,Januar::N,януари,цалчинмур барз
609,Februar::N,февруари,кӏилчинмур барз
610,März::N,март,шамилчинмур барз
611,April::N,април,апрель
612,April::N,април,мукьилчинмур барз
613,Mai::N,май,май
614,Mai::N,май,ххюлчинмур барз
615,Juni::N,юни,июнь
616,Juni::N,юни,ряххилчинмур барз
617,Juli::N,юли,июль
618,Juli::N,юли,Арулчинмур барз
619,August::N,август,мяйлчинмур барз
620,September::N,септември,урчӏилчинмур барз
621,Oktober::N,октомври,ацӏилчинмур барз
622,November::N,ноември,ацӏния цалчинмур барз
623,Dezember::N,декември,ацӏния кӏилчинмур барз
624,Montag::N,понеделник,итин
625,Montag::N,понеделник,итин кьини
626,Dienstag::N,вторник,тталат
627,Dienstag::N,вторник,тталат кьини
628,Mittwoch::N,сряда,арвахӏ
629,Donnerstag::N,четвъртък,хамис
630,Freitag::N,петък,нюжмар
631,Freitag::N,петък,нюжмар кьини
632,Samstag::N,събота,ххуллун
633,Samstag::N,събота,ххуллун кьини
634,Sonntag::N,неделя,алхӏат
635,Sonntag::N,неделя,алхӏат кьини
636,groß::A,едър,бугъарасса
637,groß::A,голям,бугъарасса
638,klein::A,малък,чӏивисса
639,klein::A,дребен,чӏивисса
640,lang::A,дълъг,лахъисса
641,kurz::A,къс,кутӏасса
642,breit::A,широк,уттасса
643,schmal::A,тесен,уттакӏюласса
644,dicht::A,гъст,ццунсса
645,dick[Gegenstand]::A,дебел,ганзсса
646,dünn::A,тънък,кӏюласса
647,fein::A,фин,
648,fein::A,тънък,
649,fest::A,твърд,цӏакьсса
650,fest::A,твърд,кьянкьасса
651,fest::A,плътен,цӏакьсса
652,fest::A,плътен,кьянкьасса
653,flach::A,равен,баягъисса
654,flach::A,равен,цӏубакъасса
655,flach::A,равен,куртӏ дакъасса
656,flach::A,плосък,баягъисса
657,flach::A,плосък,цӏубакъасса
658,flach::A,плосък,куртӏ дакъасса
659,glatt::A,гладък,дюрчӏусса
660,hart::A,твърд,кьянкьасса
661,hart::A,корав,кьянкьасса
662,weich::A,мек,кӏукӏлусса
663,rund::A,кръгъл,ккурккисса
664,spitz::A,островръх,ярксса
665,spitz::A,островръх,дайлсса
666,spitz::A,островръх,мицӏ бусса
667,scharf::A,остър,ярксса
668,scharf::A,остър,дайлсса
669,scharf::A,остър,мицӏ бусса
670,stumpf::A,тъп,къуркъасса
671,schwer::A,тежък,кӏусса
672,schön::A,хубав,аьнтӏикӏасса
673,schön::A,красив,аьнтӏикӏасса
674,heiß::A,жарък,кӏирисса
675,warm::A,топъл,гъелисса
676,kalt::A,студен,дяркъусса
677,kühl::A,хладен,дюхлулсса
678,frisch::A,свеж,цӏусса
679,feucht::A,влажен,атилсса
680,feucht::A,влажен,хъавтусса
681,nass::A,мокър,атилсса
682,nass::A,мокър,хъавтусса
683,trocken::A,сух,кьавкьсса
684,trocken::A,сух,кьакьан бувсса
685,voll::A,пълен,бувцӏусса
686,leer::A,празен,бачӏвасса
687,offen::A,откровен,тӏивтӏусса
688,geschlossen::A,закрит,лавкьусса
689,geschlossen::A,затворен,лавкьусса
690,sauber::A,чист,марцӏсса
691,schmutzig::A,мръсен,чапалсса
692,roh::A,суров,шакъавхьсса
693,reif::A,зрял,дирсса
694,lecker::A,вкусен,нахӏусса
695,lecker::A,вкусен,тӏааьнсса
696,süß::A,сладък,нацӏусса
697,bitter::A,горчив,кьурчӏисса
698,sauer::A,кисел,туршсса
699,hell::A,ясен,чаннасса
700,hell::A,светъл,чаннасса
701,dunkel::A,тъмен,цӏансса
702,schwarz::A,черен,лухӏисса
703,weiß::A,бял,кӏяласса
704,rot::A,червен,ятӏулсса
705,gelb::A,жълт,хъахъисса
706,blau::A,син,някӏсса
707,grün::A,зелен,щюлисса
708,grau::A,сив,оьрусса
709,bunt::A,шарен,оьрчӏикӏурисса
710,bunt::A,пъстър,оьрчӏикӏурисса
711,billig::A,евтин,кьювкьусса
712,teuer::A,скъп,ххирасса
713,wertvoll::A,ценен,багьасса
714,blind::A,сляп,мурчӏисса
715,taub::A,глух,къюкӏсса
716,kräftig::A,силен,гужсса
717,stark::A,здрав,кьянкьасса
718,stark::A,силен,кьянкьасса
719,schwach::A,слаб,заэвсса
720,fett::A,тлъст,бучсса
721,schlank::A,тънък,бювхъусса
722,schlank::A,строен,бювхъусса
723,hübsch::A,хубав,янусса
724,böse::A,зъл,оьсса
725,dumm::A,глупав,ахӏмакьсса
726,faul::A,ленив,танмалсса
727,faul::A,ленив,курчӏилсса
728,faul::A,мързелив,танмалсса
729,faul::A,мързелив,курчӏилсса
730,fleißig::A,прилежен,хӏарачат бусса
731,geizig::A,скъпернически,янттарцӏансса
732,klug::A,умен,аькьлу бусса
733,klug::A,разумен,аькьлу бусса
734,geschickt::A,умел,паргалсса
735,geschickt::A,сръчен,паргалсса
736,lieb::A,мил,аьзизсса
737,lieb::A,драг,аьзизсса
738,lustig::A,весел,тяхъасса
739,sanft::A,нежен,иминсса
740,sanft::A,кротък,иминсса
741,hungrig::A,гладен,ккашилсса
742,krank::A,болен,къашавайсса
743,nackt::A,гол,кӏачӏасса
744,traurig::A,тъжен,пашмансса
745,traurig::A,печален,пашмансса
746,lebendig::A,жив,уттавасса
747,gut::A,добър,ххуйсса
748,schlecht::A,лош,оьккисса
749,richtig::A,правилен,саргъунсса
750,schlimm::A,лош,оьккисса
751,wahr::A,верен,хӏакьсса
752,wahr::A,истински,хӏакьсса
753,alt::A,стар,кугьнасса
754,alt::A,древен,кугьнасса
755,neu::A,нов,цӏусса
756,ehemalig::A,бивш,хъхъичӏвасса
757,alt[Lebewesen]::A,стар,агьилсса
758,jung::A,млад,чӏавасса
759,jung::A,млад,жагьилсса
760,arm::A,беден,мискинсса
761,reich::A,богат,авадансса
762,bekannt::A,познат,дусъсса
763,bekannt::A,известен,дусъсса
764,berühmt::A,почут,машгьурсса
765,berühmt::A,известен,машгьурсса
766,fremd::A,чужд,чил
767,verschieden::A,разен,личӏи-личӏисса
768,verschieden::A,различен,личӏи-личӏисса
769,nah::A,близък,гъансса
770,fern::A,далечен,архсса
771,linker::A,ляв,кияхсса
772,linker::A,ляв,кюччахсса
773,rechter::A,прав,урчӏахсса
