,Concept_ID,ps,vep
152,Flügel::N,وزر,suug
153,Klaue::N,پنجه,künz'
154,Klaue::N,منګول,künz'
155,Kralle::N,پنجه,künz'
156,Kralle::N,منګول,künz'
157,Schwanz::N,لکۍ,händ
158,Ei::N,وۍ,muna
159,Ei::N,هګۍ,muna
160,Nest::N,جاله,peza
161,Bau::N,کاز,uru
162,Tier::N,ژوی,živat
163,Tier::N,حیوان,živat
164,Herde::N,رمه,kogo
165,Herde::N,غېله,kogo
166,Kuh::N,غوا,lehm
167,Bulle::N,غوئی,härg
168,Pferd::N,آس,hebo
169,Schaf::N,پسه,lambaz
170,Schwein::N,سرکوزی,siga
171,Hund::N,سپی,koir
172,Katze::N,پشه,kaži
173,Bär::N,خرس,kondi
174,Eichhörnchen::N,خړ لمی,orav
175,Elch::N,ګوزن,hirb'
176,Fuchs::N,سپلم,reboi
177,Hase::N,سوی,jäniš
178,Maus::N,مږک,hir'
179,Wolf::N,لېوه,händikaz
180,Vogel::N,مرغه,lind
181,Schwarm::N,سېل,parveh
182,Huhn::N,چرګه,kana
183,Hahn::N,چرګ,kukoi
184,Gans::N,بته,hanh'
185,Adler::N,عقاب,orl
186,Ente::N,ایلۍ,sorz
187,Eule::N,ګونګی,hir'pulo
188,Kranich::N,کلنګ,kurg
189,Krähe::N,کارغه,variš
190,Kuckuck::N,فاخته,kägi
191,Schwan::N,قو,joucen
192,Fisch::N,کب,kala
193,Fisch::N,ماهی,kala
194,Schlange[Tier]::N,مار,kü
195,Schlange[Tier]::N,مار,mado
196,Wurm::N,چینجی,mado
197,Spinne::N,غڼه,hämähouk
198,Spinne::N,تارکښ,hämähouk
199,Ameise::N,مېږی,murahaine
200,Laus::N,سپږه,täi
201,Mücke::N,ماشی,säs'k
202,Fliege::N,مچ,kärbhaine
203,Schmetterling::N,پتنګ,lipkaine
204,Beere::N,مېوۍ,marj
205,Apfel::N,مڼه,jablok
206,Pilz::N,خرېړی,sen'
207,Pilz::N,خرېړی,babuk
208,Zwiebel::N,پیاز,lauk
209,Saat::N,تخم,semned
210,Korn::N,تخم,jüvä
211,Korn::N,تخم,vill'
212,Korn::N,دانه,jüvä
213,Korn::N,دانه,vill'
214,Heu::N,بوس,hein
215,Heu::N,پروړه,hein
216,Schale::N,پوستکی,kor'
217,Grube::N,کنده,kop
218,Falle::N,دام,rida
219,Falle::N,لومه,rida
220,Schlinge::N,کړۍ,rihm
221,Spur::N,نښه,jäl'g
222,Asche::N,آس,tuhk
223,Asche::N,ایره,tuhk
224,Dreck::N,ناپاکي,redu
225,Dreck::N,ناپاکي,pačak
226,Eisen::N,اوسپنه,raud
227,Gold::N,سره زر,kuld
228,Silber::N,نقره,hobed
229,Silber::N,سپین زر,hobed
230,Kohle::N,سکور,hil'
231,Kohle::N,سکاره,hil'
232,Glas::N,ښيښه,stökol
233,Lehm::N,خټه,savi
234,Sand::N,شګه,lete
235,Mensch::N,انسان,mez'
236,Mensch::N,انسان,ristit
237,Mann::N,سړی,mez'
238,Mann::N,نارینه,mez'
239,Frau::N,ښځه,naine
240,Kind::N,بچی,laps'
241,Kind::N,ماشوم,laps'
242,Junge::N,هلک,poig
243,Junge::N,هلک,prihaine
244,Mädchen::N,نجلۍ,neičukaine
245,Familie::N,کورنۍ,kanz
246,Familie::N,کورنۍ,pereh
247,Großvater::N,بابا,ded
248,Großmutter::N,انا,bab
249,Eltern::N,مور او پلار,vanhembad
250,Eltern::N,مور او پلار,kazvatajad
251,Vater::N,پلار,tat
252,Mutter::N,مور,mam
253,Sohn::N,زوی,poig
254,Tochter::N,لور,tütär
255,Bruder::N,ورور,veik
256,Bruder::N,ورور,vell'
257,Schwester::N,خور,čiža
258,Schwester::N,خور,sizar
259,Onkel::N,تره,däd'
260,Onkel::N,ماما,däd'
261,Tante::N,خاله,tädi
262,Ehemann::N,مېړه,mužik
263,Ehefrau::N,مېرمن,ak
264,Freude::N,خوشحالي,ilo
265,Freude::N,خوشحالي,ihastuz
266,Gelächter::N,خندا,nagr
267,Glück::N,بخت,oza
268,Kummer::N,غم,gor'a
269,Wunsch::N,هيله,taht
270,Wunsch::N,غوښتنه,taht
271,Lust::N,شوق,himo
272,Lust::N,مینه,himo
273,Geist::N,روح,heng
274,Gedanke::N,فکر,meletuz
275,Gedächtnis::N,یاد,mušt
276,Gedächtnis::N,حافظه,mušt
277,Verstand::N,عقل,mel'
278,Verstand::N,شعور,mel'
279,Sinn::N,معنی,jüvä
280,Grund::N,علت,sü
281,Grund::N,اساس,sü
282,Wahrheit::N,حقیقت,tozi
283,Gespräch::N,مرکه,lodu
284,Gespräch::N,مرکه,pagin
285,Gespräch::N,خبرې اترې,lodu
286,Gespräch::N,خبرې اترې,pagin
287,Märchen::N,افسانه,sarn
288,Erzählung::N,قصه,sanutez
289,Erzählung::N,کیسه,sanutez
290,Nachricht::N,خبر,tedotuz
291,Neuigkeit::N,نوی خبر,uzištuz
292,Name::N,نوم,nimi
293,Rätsel::N,کیسۍ,ozoitez
294,Rätsel::N,چیستان,ozoitez
295,Rede::N,وینا,pagin
296,Rede::N,وینا,sanad
297,Sprache::N,ژبه,kel'
298,Stimme::N,غږ,än'
299,Stimme::N,اواز,än'
300,Wort::N,لغت,sana
301,Wort::N,کلمه,sana
302,Zeichen::N,نښه,znam
303,Zeichen::N,اشاره,znam
304,Ruf::N,ږغ,kida
305,Ruf::N,ږغ,kucund
306,Ruf::N,بلنه,kida
307,Ruf::N,بلنه,kucund
308,Lärm::N,غالمغال,judu
309,Laut::N,ږغ,kulund
310,Ton::N,اواز,kulund
311,Lied::N,غزله,pajo
312,Lied::N,سندره,pajo
313,Ruhe::N,ارامي,lebu
314,Leute::N,خلک,rahvaz
315,Volk::N,ولس,rahvaz
316,Arbeit::N,کار,tö
317,Arbeit::N,کار,rad
318,Gast::N,مېلمه,adiv
319,Geschenk::N,تحفه,lahj
320,Geschenk::N,سوغات,lahj
321,Spiel::N,لوبه,vänd
322,Gesellschaft::N,ډله,sebr
323,Hilfe::N,کومک,abu
324,Hilfe::N,مرسته,abu
325,Freund::N,ملګری,sebranik
326,Kamerad::N,انډيوال,sebranik
327,Angelegenheit::N,موضوع,azj
328,Anzahl::N,شمېر,lugu
329,Anzahl::N,تعداد,lugu
330,Art::N,ډول,rod
331,Art::N,ډول,rodsugu
332,Stück::N,ټوټه,pala
333,Stück::N,ټوټه,supal
334,Teil::N,برخه,pala
335,Hälfte::N,نیم,pol'
336,Kreis::N,دایره,ümbruz
337,Kreis::N,دایره,kehkruz
338,Kreuz::N,صلیب,rist
339,Linie::N,خط,pird
340,Linie::N,لیکه,pird
341,Strich::N,کرښه,pird
342,Abstand::N,فاصله,keskust
343,Entfernung::N,واټن,matk
344,Gegend::N,سیمه,taho
345,Gegend::N,منطقه,taho
346,Platz::N,ځای,avaruz'
347,Ort::N,ځای,koht
348,Seite::N,مخ,pol'
349,Seite::N,مخ,kül'g
350,Seite::N,اړخ,pol'
351,Seite::N,اړخ,kül'g
352,Mitte::N,وسط,kesk
353,Mitte::N,مینځ,kesk
354,Gegenstand::N,شی,kalu
355,Sache::N,شی,azj
356,Sache::N,څيز,azj
357,Rand::N,څنډه,röun
358,Rand::N,کناره,röun
359,Kante::N,اړخ,röun
360,Ecke::N,ګوټ,saum
361,Spitze::N,څوکه,agjaine
362,Ende::N,څوکه,agj
363,Loch::N,سوری,reig
364,Winkel::N,کنج,čoga
365,Winkel::N,کنج,saum
366,Winkel::N,کوتی,čoga
367,Winkel::N,کوتی,saum
368,Muster::N,نمونه,kirjam
369,Größe::N,قد,suruz'
370,Größe::N,لويوالی,suruz'
371,Länge::N,طول,piduz
372,Länge::N,اوږد والی,piduz
373,Höhe::N,جګوالی,korktuz'
374,Gewicht::N,وزن,jügu
375,Gewicht::N,وزن,vedäduz
376,Menge::N,اندازه,äjüz'
377,Haufen::N,کوټه,kogo
378,Reihe::N,صف,rivi
379,Reihe::N,کتار,rivi
380,Boot::N,قايق,veneh
381,Ruder::N,چپه,air
382,Schlitten::N,ښویېدونی,regi
383,Schlitten::N,ښویېدونی,regut
384,Ski::N,سکي,suks'
385,Lagerfeuer::N,اور,nodj
386,Lagerfeuer::N,اور,pažag
387,Last::N,بار,jüguz
388,Last::N,پېټی,jüguz
389,Gang::N,تګ,astund
390,Schritt::N,ګام,hašk
391,Norden::N,شمال,pohjoine
392,Süden::N,سوېل,suvi
393,Westen::N,لوېدېځ,päivlaskm
394,Osten::N,شرق,päivnouzm
395,Osten::N,ختیځ,päivnouzm
396,Holz::N,لرګی,pu
397,Brett::N,تخته,laud
398,Platte::N,تخته,keitim
399,Stütze::N,تکیوان,tugi
400,Stange::N,ډاګه,arz'
401,Stock::N,لرګی,kalu
402,Stab::N,چيخله,seibaz
403,Rohr::N,نل,torv
404,Haus::N,کور,pert'
405,Heim::N,کور,kodi
406,Ofen::N,تودنۍ,päč
407,Fußboden::N,غولی,lava
408,Tisch::N,مېز,laud
409,Tisch::N,مېز,stal'c
410,Stuhl::N,چوکۍ,ištim
411,Wiege::N,زانګو,kätte
412,Bett::N,کټ,sija
413,Bett::N,کټ,magaduzsija
414,Bett::N,چپرکټ,sija
415,Bett::N,چپرکټ,magaduzsija
416,Regal::N,تاخچۍ,palič
417,Kiste::N,صندوق,mülütim
418,Fenster::N,کړکۍ,ikun
419,Tür::N,دروازه,uks'
420,Tor::N,دروازه,verai
421,Zaun::N,کټاره,aid
422,Dach::N,بام,katuz
423,Leiter::N,زينه,pordhad
424,Besen::N,جارو,lud
425,Besen::N,جارو,vast
426,Spaten::N,یوم,labid
427,Schaufel::N,بېلچه,labid
428,Gabel::N,پنجه,hangoine
429,Löffel::N,کاشوغه,luzik
430,Messer::N,چاقو,veič
431,Nagel::N,ميخ,nagl
432,Netz::N,جال,verk
433,Haken::N,څنګک,kouk
434,Griff::N,لاستی,kägä
435,Griff::N,لاستی,varz'
436,Schloss::N,کلپ,lukkol
437,Bild::N,رسم,kuva
438,Figur::N,قدوقامت,figur
439,Puppe::N,ګوډۍ,tätüine
440,Beutel::N,کڅوړه,havad
441,Bündel::N,دسته,toppaz
442,Bündel::N,دسته,käč
443,Tasche::N,بکس,sumk
444,Tasche::N,توبره,sumk
445,Eimer::N,سطل,vädr
446,Deckel::N,سرپوښ,katuz
447,Geschirr::N,لوښی,astii
448,Sack::N,جوال,havad
449,Tasse::N,پیاله,čašk
450,Topf::N,دېګی,pada
451,Kessel::N,دېګ,katil
452,Essen::N,خوراک,sönd
453,Nahrung::N,خوراک,söm
454,Speise::N,خواړه,sömine
455,Fleisch::N,غوښه,liha
456,Getreide::N,غله,vill'
457,Brei::N,اوګره,pudr
458,Brot::N,ډوډۍ,leib
459,Scheibe::N,مړۍ,bibaleh
460,Scheibe::N,مړۍ,šlik
461,Fett::N,غوړي,razv
462,Butter::N,کوچ,voi
463,Öl::N,تېل,voi
464,Salz::N,مالګه,sol
465,Suppe::N,شوربا,lem'
466,Suppe::N,شوربا,keitoz
467,Honig::N,شات,mezi
468,Milch::N,شوده,maid
469,Tee::N,چای,čai
470,Leder::N,څرمن,nahk
471,Wolle::N,پشم,vill
472,Stoff::N,ټوټه,kangaz
473,Nadel::N,ستن,negl
474,Faden::N,تار,nit'
475,Knopf::N,تڼۍ,nübl'
476,Knopf::N,تکمه,nübl'
477,Knoten::N,غوټه,sol'm
478,Farbe::N,رنګ,muju
479,Kleidung::N,کالي,sobad
480,Hemd::N,کميس,paid
481,Kragen::N,غاړه,kagluz
482,Ärmel::N,لستوڼی,hijam
483,Hose::N,پطلون,štanad
484,Gürtel::N,کمربند,vö
485,Mütze::N,خولۍ,šapuk
486,Schuh::N,بوټ,keng'
487,Stiefel::N,موزه,sapug
488,Ring::N,ګوته,rengaz
489,Band::N,فيته,lentaine
490,Kamm::N,ګمنځ,suga
491,Spiegel::N,ایینه,zerkol
492,Spiegel::N,هنداره,zerkol
493,Riemen::N,تسمه,vö
494,Schnur::N,مزی,nor
495,Leine::N,رسۍ,talutimnor
496,Decke::N,بړستن,sijakatuz
497,Kissen::N,بالښت,pöluz
498,Tuch::N,ټیکری,paik
499,Handtuch::N,دسمال,käzipaik
500,Kraft::N,زور,vägi
501,Kraft::N,توان,vägi
502,Stärke::N,قوت,vahvuz'
503,Gesundheit::N,صحت,tervhuz
504,Gesundheit::N,روغتیا,tervhuz
505,Krankheit::N,مرض,läžund
506,Krankheit::N,ناروغي,läžund
507,Schmerz::N,درد,kibu
508,Wunde::N,ټپ,čapatez
509,Wunde::N,زخم,čapatez
510,Fieber::N,تبه,säru
511,Arznei::N,دوا,zel'l'
512,Arznei::N,دارو,zel'l'
513,Brücke::N,پول,sild
514,Brunnen::N,څاه,kaiv
515,Brunnen::N,کوهی,kaiv
516,Weide::N,وله,omaluine
517,Pfad::N,تړه,tehut
518,Weg::N,لیار,te
519,Straße::N,سړک,te
520,Dorf::N,کلی,külä
521,Stadt::N,ښار,lidn
522,Brief::N,لیک,kirjeine
523,Brief::N,مکتوب,kirjeine
524,Buch::N,کتاب,kirj
525,Buchstabe::N,حرف,kirjam
526,Buchstabe::N,توری,kirjam
527,Zeitung::N,اخبار,lehtez
528,Leben::N,ژوند,elo
529,Tod::N,مرګ,surm
530,Tod::N,مړینه,surm
531,Grab::N,قبر,kaum
532,Grab::N,ډورۍ,kaum
533,Kirche::N,کلیسا,jumalanpert'
534,Sünde::N,ګناه,grähk
535,Gott::N,خدای,jumal
536,Arbeiter::N,کاریګر,radnik
537,Chef::N,آمر,pämez'
538,Meister::N,استاد,mastar
539,Arzt::N,طبیب,lekar'
540,Arzt::N,ډاکټر,lekar'
541,Lehrer::N,معلم,opendai
542,Lehrer::N,ښوونکی,opendai
543,Geld::N,پیسې,rahad
544,Geschäft::N,سوداګري,biznes
545,Laden::N,دکان,lauk
546,Laden::N,مغازه,lauk
547,Preis::N,بیه,arv
548,Ware::N,مال,tavar
549,Nutzen::N,ګټه,liža
550,Reichtum::N,شتمني,kodielo
551,Reichtum::N,شتمني,kal'huz'
552,Welt::N,نړۍ,mail'm
553,Welt::N,دنیا,mail'm
554,Land::N,هېواد,ma
555,Staat::N,دولت,valdkund
556,König::N,باچا,kunigaz
557,König::N,پادشاه,kunigaz
558,Macht::N,قدرت,vald
559,Grenze::N,حد,röun
560,Grenze::N,سرحد,röun
561,Krieg::N,جګړه,soda
562,Feind::N,دښمن,vihanik
563,Feind::N,دښمن,vastustai
564,Gewalt::N,زور,vägivald
565,Gewalt::N,تشدد,vägivald
566,Kampf::N,جنګ,tora
567,Kampf::N,مبارزه,tora
568,Bogen[Waffe]::N,لیندۍ,taug
569,Pfeil::N,غشی,nol
570,Gewehr::N,ټوپک,oružj
571,Fehler::N,خطا,viga
572,Fehler::N,غلطي,viga
573,Lüge::N,دروغ,kelastuz
574,Schaden::N,زیان,pahuz'
575,Schaden::N,تاوان,pahuz'
576,Unglück::N,بدبختي,bed
577,Unglück::N,بدبختي,gor'a
578,Schuld::N,ګناه,värhuz'
579,Alter::N,منګ,igä
580,Schluss::N,اخر,lop
581,Zeit::N,وخت,aig
582,Tag::N,ورځ,päiv
583,Morgen::N,سبا,homendez
584,Morgen::N,سهار,homendez
585,Mittag::N,غرمه,keskpäiv
586,Abend::N,ماښام,eht
587,Nacht::N,شپه,ö
588,Woche::N,اونۍ,nedal'
589,Monat::N,مياشت,ku
590,Jahr::N,کال,voz'
591,Frühling::N,پسرلی,keväz'
592,Sommer::N,دوبی,keza
593,Herbst::N,منی,sügüz'
594,Herbst::N,خزان,sügüz'
595,Winter::N,ژمی,tal'v
596,Januar::N,جنوري,viluku
597,Februar::N,فبروري,uhoku
598,März::N,مارچ,keväz'ku
599,April::N,اپریل,sulaku
600,Mai::N,مې,semendku
601,Juni::N,جون,kezaku
602,Juli::N,جولای,heinku
603,August::N,اګست,eloku
604,September::N,سپټامبر,sügüz'ku
605,Oktober::N,اکتوبر,reduku
606,November::N,نومبر,kül'mku
607,Dezember::N,دسمبر,tal'vku
608,Montag::N,دوشنبه,ezmärg
609,Dienstag::N,سه شنبه,tožnarg
610,Mittwoch::N,چارشنبه,koumanz'päiv
611,Donnerstag::N,پنجشنبه,nellänz'päiv
612,Freitag::N,جمعه,pätnič
613,Freitag::N,جمعه,videnz'päiv
614,Samstag::N,خالي,sobat
615,Sonntag::N,یکشنبه,pühäpäiv
616,groß::A,لوی,sur'
617,groß::A,لوی,järed
618,klein::A,وړوکی,pen'
619,klein::A,وړوکی,pičuine
620,lang::A,اوړد,pit'k
621,kurz::A,لنډ,lühüd
622,breit::A,پراخه,leved
623,schmal::A,تنګ,kaid
624,dicht::A,ګڼ,tihed
625,dick[Gegenstand]::A,پنډ,paks
626,dünn::A,نری,hoik
627,fein::A,نازک,hen
628,fest::A,کلک,luja
629,fest::A,کلک,ninev
630,fest::A,ټینګ,luja
631,fest::A,ټینګ,ninev
632,flach::A,هوار,lapak
633,glatt::A,ښوی,siled
634,hart::A,کلک,kova
635,weich::A,نرم,pehmed
636,weich::A,پوست,pehmed
637,rund::A,ګرد,kehker
638,spitz::A,تېره,nügu
639,spitz::A,تېره,terav
640,scharf::A,تېز,terav
641,scharf::A,تېره,terav
642,stumpf::A,پڅ,tül'c
643,schwer::A,دروند,jüged
644,schön::A,ښکلی,čoma
645,heiß::A,تود,räk
646,warm::A,تود,läm'
647,kalt::A,ېخ,vilu
648,kalt::A,سوړ,vilu
649,kühl::A,ېخ,raibak
650,kühl::A,ېخ,viluhk
651,kühl::A,سوړ,raibak
652,kühl::A,سوړ,viluhk
653,frisch::A,تازه,lahed
654,feucht::A,مرطوب,neps
655,feucht::A,مرطوب,toreh
656,nass::A,لوند,märg
657,trocken::A,وچ,kuiv
658,voll::A,ډک,täuz'
659,leer::A,خالی,joudai
660,offen::A,خلاص,avoin
661,offen::A,خلاص,avol'jaine
662,offen::A,پرانیستی,avoin
663,offen::A,پرانیستی,avol'jaine
664,geschlossen::A,تړلی,saubaline
665,sauber::A,پاک,puhtaz
666,schmutzig::A,چټل,redukaz
667,roh::A,خام,rohk
668,roh::A,خام,toreh
669,reif::A,پوخ,küps
670,reif::A,رسېدلی,küps
671,lecker::A,خوندور,magukaz
672,lecker::A,مزه دار,magukaz
673,süß::A,خوږ,maged
674,süß::A,شیرین,maged
675,bitter::A,تریخ,karged
676,sauer::A,ټاک,muiged
677,sauer::A,تريو,muiged
678,hell::A,روڼ,kirkas
679,hell::A,روڼ,valgei
680,hell::A,روښان,kirkas
681,hell::A,روښان,valgei
682,dunkel::A,تیاره,pimed
683,schwarz::A,تور,must
684,weiß::A,سپين,vauged
685,rot::A,سور,rusked
686,gelb::A,زېړ,pakuine
687,blau::A,شین,sinine
688,blau::A,اسماني رنګه,sinine
689,grün::A,زرغون,vihand
690,grau::A,خړ,hahk
691,bunt::A,رنګارنګ,kirjav
692,billig::A,ارزان,odav
693,teuer::A,ګران,kalliž
694,wertvoll::A,قیمتي,arvokas
695,blind::A,ړوند,soged
696,taub::A,کوڼ,kurdiž
697,kräftig::A,قوی,vägev
698,stark::A,قوی,vahv
699,stark::A,قوی,vägekaz
700,stark::A,تکړه,vahv
701,stark::A,تکړه,vägekaz
702,schwach::A,ضعیف,väll'
703,schwach::A,کمزوری,väll'
704,fett::A,چاغ,razvakaz
705,schlank::A,خوش اندام,kapos
706,hübsch::A,ښکلی,čoma
707,hübsch::A,ښایسته,čoma
708,böse::A,شریر,äred
709,böse::A,شریر,käred
710,böse::A,قهرناک,äred
711,böse::A,قهرناک,käred
712,dumm::A,احمق,el'getoi
713,faul::A,لټ,lašk
714,faul::A,تنبل,lašk
715,fleißig::A,زحمت کښ,radonnavedii
716,geizig::A,بخیل,ažlak
717,klug::A,عاقل,melev
718,klug::A,عاقل,melekaz
719,klug::A,هوښیار,melev
720,klug::A,هوښیار,melekaz
721,geschickt::A,ماهر,mahtokaz
722,lieb::A,عزیز,izo
723,lieb::A,عزیز,sula
724,lieb::A,محبوب,izo
725,lieb::A,محبوب,sula
726,lustig::A,خوشحال,ilokaz
727,sanft::A,پوست,laskav
728,sanft::A,ملایم,laskav
729,hungrig::A,وږی,näl'ghine
730,krank::A,مريض,läžui
731,krank::A,ناروغ,läžui
732,nackt::A,لوڅ,alastoi
733,traurig::A,غمجن,opalahine
734,lebendig::A,ژوندی,eläb
735,gut::A,ښه,hüvä
736,schlecht::A,بد,huba
737,schlecht::A,خراب,huba
738,richtig::A,سم,oiged
739,richtig::A,صحیح,oiged
740,schlimm::A,بد,paha
741,schlimm::A,مخوف,paha
742,wahr::A,واقعي,todesine
743,alt::A,زوړ,vanh
744,neu::A,نوی,uz'
745,ehemalig::A,پخوانی,edeline
746,alt[Lebewesen]::A,زوړ,ravaz
747,jung::A,ځوان,nor'
748,arm::A,غریب,gol'l'
749,arm::A,بې وزله,gol'l'
750,reich::A,شتمن,elokaz
751,reich::A,دولتمند,elokaz
752,bekannt::A,اشنا,tutab
753,berühmt::A,مشهور,tetab
754,fremd::A,پردی,veraz
755,fremd::A,بېګانه,veraz
756,verschieden::A,مختلف,erazvuitte
757,nah::A,نژدې,läheline
758,fern::A,لیری,edahaine
759,linker::A,چپ,hura
760,linker::A,کیڼ,hura
761,rechter::A,ښی,oiged
762,anderer::A,بل,toine
763,erster::A,لومړی,ezmäine
764,zweiter::A,دوهم,toine
765,dritter::A,درېم,koumanz'
766,letzter::A,آخرنی,jäl'gmäine
767,letzter::A,وروستی,jäl'gmäine
768,allein::ADV,یوازې,üksnäze
769,auf einmal::ADV,په یوه وخت کی,ühten aigan
770,zusammen::ADV,یو ځای,ühtes
771,lange::ADV,ډېر وخت,hätken
772,lange::ADV,ډېره موده,hätken
773,plötzlich::ADV,ناببره,äkkid
774,plötzlich::ADV,یوناڅاپه,äkkid
775,sofort::ADV,فوراً,kerdalaz
776,sofort::ADV,سمدلاسه,kerdalaz
777,später::ADV,وروسته,möhemba
778,jetzt::ADV,اوس,nügüd'
779,heute::ADV,نن,tämbei
780,morgen::ADV,سبا,homen
781,bald::ADV,ژر,pigai
782,dann::ADV,پس,sid'
783,dann::ADV,وروسته,sid'
784,gestern::ADV,پرون,eglai
785,einst::ADV,پخوا,ende
786,einst::ADV,پخوا,kerdan
787,damals::ADV,هغه وخت,siloi
788,danach::ADV,بیا,sid'
789,vorher::ADV,دمخه,ende
790,zuerst::ADV,لومړی,ezmäi
