,Concept_ID,vep,la
832,fallen::V,langeta,cadere
833,brennen::V,pallada,ardere
834,rauchen::V,savustada,fumare
835,regnen::V,vihmda,pluere
836,gefrieren::V,jäduda,congelari
837,gefrieren::V,kül'mdä,congelari
838,tauen::V,sulada,rorare
839,schmelzen::V,sulada,liquescere
840,trocknen::V,kuida,arescere
841,trocknen::V,kuivehtuda,arescere
842,sieden::V,kehuda,fervere
843,faulen::V,hapata,putescere
844,faulen::V,traudäs,putescere
845,verfaulen::V,hapata,putescere
846,reißen::V,rebita,scindi
847,versinken::V,upota,mergi
848,vergehen::V,mända,praeterire
849,erscheinen::V,ozutadas,apparere
850,verschwinden::V,hajeta,discedere
851,sinken::V,väheta,labi
852,sinken::V,lasktas,labi
853,abnehmen::V,peneta,deminui
854,zunehmen::V,ližaduda,augeri
855,steigen::V,nousta,augescere
856,wachsen::V,kazda,crescere
857,glänzen::V,loštta,splendere
858,funkeln::V,hoštta,micare
859,lärmen::V,robaita,strepere
860,läuten::V,judaita,sonare
861,klingeln::V,kelotada,tinnire
862,klirren::V,biraita,crepare
863,brausen::V,bruncta,saevire
864,rauschen::V,šobaita,crepare
865,klingen::V,heläita,sonare
866,bellen::V,nutta,latrare
867,heulen::V,ulaita,ululare
868,blasen::V,puhuda,flare
869,pfeifen::V,pistta,sibilare
870,pfeifen::V,vihelta,sibilare
871,schreien::V,kirkta,clamare
872,schreien::V,kidastada,clamare
873,stöhnen::V,ohkta,gemere
874,stöhnen::V,voivotada,gemere
875,zittern::V,säraita,tremere
876,zittern::V,säraita,trepidare
877,leben::V,eläda,vivere
878,geboren werden::V,sünduda,nasci
879,atmen::V,henktä,spirare
880,trinken::V,joda,bibere
881,essen::V,söda,edere
882,schlucken::V,lainata,devorare
883,müde werden::V,väzuda,fatigari
884,müde werden::V,šuštuda,fatigari
885,einschlafen::V,uinota,obdormiscere
886,schlafen::V,magata,dormire
887,schlafen::V,nukkuda,dormire
888,aufwachen::V,heraštuda,expergisci
889,aufstehen::V,nousta,exsurgere
890,sich erholen::V,lebaitas,se reficere
891,krank werden::V,läžegata,aegrescere
892,krank sein::V,läžuda,aegrotare
893,schmerzen::V,kibištada,dolere
894,husten::V,rügda,tussire
895,genesen::V,tervehtuda,convalescere
896,sterben::V,kolda,mori
897,umkommen::V,kolda,perire
898,sich bewegen::V,likkuda,se movere
899,sich rühren::V,likahtada,micare
900,sich rühren::V,kubahtada,micare
901,sich erheben::V,nousta,surgere
902,sich setzen::V,išttas,considere
903,hinfallen::V,langeta,cadere
904,laufen::V,kävuda,vadere
905,schreiten::V,astta,gradi
906,schreiten::V,haškta,gradi
907,spazierengehen::V,kävelta,ambulare
908,eilen::V,kiruhtada,properare
909,sich beeilen::V,kiruhtada,festinare
910,sausen::V,fun'urta,currere
911,rennen::V,joksta,currere
912,springen::V,hüptä,salire
913,klettern::V,libuda,niti
914,schaukeln::V,čibuda,oscillare
915,kriechen::V,ličtas,repere
916,kriechen::V,ličtas,serpere
917,schwimmen::V,ujuda,nare
918,schwimmen::V,ujuda,natare
919,tauchen::V,čukautas,mergere
920,rudern::V,souta,remigare
921,fahren::V,ajada,vehi
922,fahren::V,ajelda,vehi
923,fliegen::V,leta,volare
924,gehen::V,mända,ire
925,gehen::V,mända,vadere
926,gehen::V,kävuda,ire
927,gehen::V,kävuda,vadere
928,weggehen::V,päzda,abire
929,weggehen::V,päzda,discedere
930,weggehen::V,lähtta,abire
931,weggehen::V,lähtta,discedere
932,abfahren::V,tönduda,proficisci
933,anhalten::V,seižutadas,consistere
934,hineingehen::V,mända südäimehe,inire
935,hineingehen::V,mända südäimehe,ingredi
936,eintreten::V,tulda,intrare
937,kommen::V,tulda,venire
938,ankommen::V,tulda,advenire
939,zurückkommen::V,pörtas,revenire
940,bleiben::V,jäda,manere
941,warten::V,varastada,opperiri
942,erwarten::V,varastada,opperiri
943,erwarten::V,varastada,expectare
944,suchen::V,ectä,quaerere
945,finden::V,löuta,reperire
946,versuchen::V,ladida,conari
947,versuchen::V,ladida,temptare
948,versuchen::V,rohkaita,conari
949,versuchen::V,rohkaita,temptare
950,vorbereiten::V,vaumita,parare
951,lieben::V,armastada,amare
952,mögen::V,navedida,amare
953,lachen::V,nagrda,ridere
954,rühren::V,likutada,commovere
955,weinen::V,itkta,flere
956,schimpfen::V,laidas,increpare
957,schimpfen::V,pačatada,increpare
958,sich ärgern::V,rändüda,indignari
959,sich fürchten::V,varaita,vereri
960,fürchten::V,varaita,timere
961,fliehen::V,pageta,fugere
962,flüchten::V,pageta,effugere
963,flüchten::V,joksta,effugere
964,sehen::V,nähta,videre
965,anschauen::V,kacta,aspectare
966,ansehen::V,kacta,spectare
967,hören::V,kulda,audire
968,zuhören::V,kundeltas,auscultare
969,probieren::V,mujada,gustare
970,riechen::V,rižada,olfacere
971,fühlen::V,mujada,sentire
972,scheinen::V,näguda,videri
973,zu sehen sein::V,näguda,conspici
974,vernehmen::V,kulištada,comperire
975,frieren::V,kül'mdä,algere
976,tun::V,tehta,facere
977,können::V,voida,posse
978,können::V,mahtta,posse
979,wollen::V,himoita,velle
980,wollen::V,tahtoida,velle
981,anfangen::V,zavottä,incipere
982,anfangen::V,augotada,incipere
983,beenden::V,loptä,finire
984,aufhören::V,loptas,desistere
985,gelingen::V,lähtta,contingere
986,gelingen::V,tehtas,contingere
987,geraten::V,tulda,evenire
988,öffnen::V,avaita,aperire
989,schließen::V,saubata,claudere
990,stellen::V,panda,sistere
991,stellen::V,seižutada,sistere
992,setzen::V,ištutada,ponere
993,legen::V,panda,ponere
994,berühren::V,koskta,tangere
995,berühren::V,käziduda,tangere
996,verbinden::V,ühtenzoitta,iungere
997,bedecken::V,katta,tegere
998,bedecken::V,katta,operire
999,bedecken::V,peitta,tegere
1000,bedecken::V,peitta,operire
1001,aufhängen::V,riputada,suspendere
1002,anzünden::V,sütutada,accendere
1003,anzünden::V,sütutada,inflammare
1004,aufheben::V,leta,tollere
1005,zurücklassen::V,jätta,relinquere
1006,verlieren::V,kadotada,perdere
1007,verlieren::V,kadotada,amittere
1008,fallen lassen::V,kirbotada,dimittere
1009,machen::V,säta,facere
1010,machen::V,tehta,facere
1011,herstellen::V,tehta,fabricare
1012,bauen::V,leta,construere
1013,bauen::V,sauda,construere
1014,reparieren::V,koheta,reparare
1015,verbessern::V,paremboita,emendare
1016,ändern::V,vajehtada,mutare
1017,graben::V,kaida,fodere
1018,graben::V,čongoida,fodere
1019,beugen::V,koverta,flectere
1020,biegen::V,painda,curvare
1021,drehen::V,punotada,torquere
1022,wenden::V,käta,vertere
1023,wenden::V,kärauta,vertere
1024,umdrehen::V,käta,convertere
1025,heben::V,leta,tollere
1026,hochheben::V,libutada,levare
1027,ergreifen::V,tabata,capessere
1028,halten::V,pidada,tenere
1029,drücken::V,painda,premere
1030,schieben::V,žigutada,promovere
1031,kratzen::V,künstä,radere
1032,lecken::V,nolda,lambere
1033,beißen::V,purda,mordere
1034,beißen::V,hambastada,mordere
1035,abreißen::V,ratketa,avellere
1036,abschneiden::V,čapata,desecare
1037,abschneiden::V,leikata,desecare
1038,binden::V,sidoda,ligare
1039,stecken::V,čokaita,inserere
1040,brechen::V,katkaita,rumpere
1041,klopfen::V,kolkotada,pultare
1042,hauen::V,löda,ferire
1043,kleben::V,klejata,agglutinare
1044,reiben::V,hosta,terere
1045,reiben::V,törkita,terere
1046,reiben::V,jorotada,terere
1047,streichen::V,voita,oblinere
1048,schleifen::V,hijoida,acuere
1049,schleifen::V,teravzoitta,acuere
1050,schneiden::V,leikata,secare
1051,rütteln::V,heilutada,quassare
1052,schütteln::V,pudištada,quatere
1053,schwenken::V,maihutada,ventilare
1054,schütten::V,valada,fundere
1055,füllen::V,täutta,complere
1056,einwickeln::V,kärdä,involvere
1057,tragen::V,kantta,ferre
1058,tragen::V,kantta,portare
1059,tragen::V,kandišta,ferre
1060,tragen::V,kandišta,portare
1061,schleppen::V,vedätada,pertrahere
1062,ziehen::V,vedada,trahere
1063,aufbewahren::V,kaita,asservare
1064,werfen::V,čuta,iacere
1065,werfen::V,tactä,iacere
1066,fangen::V,püta,capere
1067,packen::V,tabata,capessere
1068,verstecken::V,peitta,abdere
1069,teilen::V,jagada,partiri
1070,teilen::V,jagada,dividere
1071,schicken::V,oigeta,mittere
1072,bringen::V,veda,apportare
1073,hinzufügen::V,ližata,addere
1074,bekommen::V,sada,adipisci
1075,erhalten::V,sada,accipere
1076,nehmen::V,otta,sumere
1077,wählen::V,valita,eligere
1078,auswählen::V,valita,deligere
1079,bewahren::V,kaita,conservare
1080,behindern::V,telustada,impedire
1081,verderben::V,travida,corrumpere
1082,beschädigen::V,satatada,laedere
1083,zerbrechen::V,mureta,rumpere
1084,zerbrechen::V,mureta,frangere
1085,zerreißen::V,rebitada,discindere
1086,zerstören::V,mureta,delere
1087,verbrennen::V,poltta,urere
1088,verbrennen::V,poltta,cremare
1089,geben::V,antta,dare
1090,reichen::V,antta,praebere
1091,schenken::V,lahjoita,donare
1092,schenken::V,lahjoita,largiri
1093,versprechen::V,toivotada,polliceri
1094,versprechen::V,toivotada,promittere
1095,wünschen::V,toivotada,
1096,loben::V,kitta,laudare
1097,küssen::V,tervehtada,osculari
1098,wiegen::V,likutada,
1099,zudecken::V,katta,tegere
1100,wecken::V,noustatada,excitare
1101,zeigen::V,ozutada,monstrare
1102,führen::V,astutada,ducere
1103,lehren::V,opeta,docere
1104,unterrichten::V,opeta,instituere
1105,aufziehen::V,kazvatada,nutrire
1106,leiten::V,ohjata,ducere
1107,antreiben::V,rigehtoitta,incitare
1108,lassen::V,käskta,iubere
1109,einladen::V,kucta,invitare
1110,vereinigen::V,ühtenzoitta,coniungere
1111,besuchen::V,rižada,visere
1112,treffen::V,vastata,convenire
1113,sich versammeln::V,kägeta,convenire
1114,sich versammeln::V,sätas,convenire
1115,spielen::V,väta,ludere
1116,singen::V,pajatada,cantare
1117,tanzen::V,kargaita,saltare
1118,sich trennen::V,erigata,digredi
1119,sich trennen::V,erigata,discedere
1120,verlassen::V,jätta,deserere
1121,verlassen::V,jätta,relinquere
1122,retten::V,päzutada,servare
1123,bewachen::V,varjoita,custodire
1124,schützen::V,kaita,tueri
1125,schützen::V,kaita,tutari
1126,verteidigen::V,kaita,defendere
1127,sich schlagen::V,torata,luctari
1128,schießen::V,ampta,iaculari
1129,siegen::V,vägestada,vincere
1130,ärgern::V,verdutada,irritare
1131,ärgern::V,rändütada,irritare
1132,schlagen::V,löda,ferire
1133,schlagen::V,iškta,ferire
1134,treten::V,peksta,calcare
1135,treten::V,topsta,calcare
1136,stechen::V,pystiä,pungere
1137,stoßen::V,iškta,tundere
1138,stoßen::V,pudištada,tundere
1139,stehlen::V,vargastada,furari
1140,stören::V,keskustada,turbare
1141,belästigen::V,tartuteldas,obtundere
1142,verbergen::V,katelda,celare
1143,verbergen::V,katelda,occultare
1144,täuschen::V,manitada,fallere
1145,betrügen::V,manitada,fraudare
1146,töten::V,rikta,necare
1147,töten::V,rikta,caedere
1148,töten::V,surmita,necare
1149,töten::V,surmita,caedere
1150,wohnen::V,eläda,habitare
1151,arbeiten::V,rata,laborare
1152,sammeln::V,kogota,colligere
1153,pflücken::V,poimda,carpere
1154,jagen::V,mecata,venari
1155,fischen::V,kalatada,piscari
1156,fassen::V,tabata,capere
1157,hüten::V,paimeta,custodire
1158,treiben::V,ajada,agere
1159,anbinden::V,küttestada,alligare
1160,anbinden::V,sidoda,alligare
1161,füttern::V,sötta,nutrire
1162,melken::V,lüpsta,mulgere
1163,hacken::V,sauda,findere
1164,gießen::V,valada,rigare
1165,reifen::V,küpseta,maturescere
1166,zubereiten::V,vaumištada,apparare
1167,kochen::V,keitta,coquere
1168,backen::V,paštta,coquere
1169,braten::V,žarda,torrere
1170,umrühren::V,segoitada,commovere
1171,stricken::V,kudoda,texere
1172,nähen::V,ombelta,suere
1173,färben::V,mujutada,tingere
1174,reinigen::V,puhtastada,purgare
1175,waschen::V,pesta,lavare
1176,abwischen::V,pühktä,abstergere
1177,spülen::V,huhtoida,perluere
1178,fegen::V,pühkta,verrere
1179,kehren::V,uhoita,purgare
1180,baden::V,kül'ptäs,lavari
1181,sich waschen::V,pestas,lavari
1182,ausziehen::V,riičta,exuere
1183,ausziehen::V,rušta,exuere
1184,anziehen::V,panda päle,induere
1185,anziehen::V,panda kädehe,induere
1186,anziehen::V,panda jaugha,induere
1187,sich anziehen::V,sobdas,vestiri
1188,kämmen::V,harjata,pectere
1189,schmücken::V,čomitada,ornare
1190,schmücken::V,čomitada,decorare
1191,sagen::V,sanuda,dicere
1192,sprechen::V,pagišta,fari
1193,reden::V,pagišta,loqui
1194,sich unterhalten::V,lodaita,colloqui
1195,sich unterhalten::V,lodaita,disputare
1196,fragen::V,küzuda,rogare
1197,fragen::V,küzuda,quaerere
1198,bitten::V,pakita,orare
1199,bitten::V,pakita,rogare
1200,erzählen::V,sanuda,narrare
1201,erzählen::V,starinoita,narrare
1202,mitteilen::V,tedotada,communicare
1203,nennen::V,nimitada,appellare
1204,rufen::V,kucta,vocare
1205,prahlen::V,kittäs,gloriari
1206,übersetzen::V,käta,vertere
1207,denken::V,meletada,cogitare
1208,glauben::V,uskta,credere
1209,bemerken::V,homaita,animadvertere
1210,erkennen::V,tundištada,cognoscere
1211,begreifen::V,tabata,comprehendere
1212,verstehen::V,el'geta,intellegere
1213,verstehen::V,toimetada,intellegere
1214,lernen::V,opetas,discere
1215,wissen::V,teta,scire
1216,sich erinnern an::V,johtutada,meminisse
1217,vergessen::V,unohtada,oblivisci
1218,messen::V,märita,metiri
1219,zählen::V,lugeda,numerare
1220,rechnen::V,lugeda,reri
1221,rechnen::V,lugeda,calculare
1222,lesen::V,lugeda,legere
1223,malen::V,pirta,pingere
1224,zeichnen::V,pirta,scribere
1225,schreiben::V,kirjutada,scribere
1226,besitzen::V,omištada,possidere
1227,kaufen::V,ostta,emere
1228,verkaufen::V,möda,vendere
1229,bezahlen::V,maksta,pendere
1230,zahlen::V,maksta,solvere
1231,beherrschen::V,valdoita,regere
1232,beherrschen::V,valdoita,imperare
1233,ertragen::V,tirpta,tolerare
1234,ertragen::V,tirpta,sustinere
