,Concept_ID,be,lv
186,Wetter::N,надворʼе,laiks
187,Nebel::N,туман,ру
188,Nebel::N,туман,онь
189,Nebel::N,туман,migla
190,Wolke::N,воблака,кымӧр
191,Wolke::N,воблака,mākonis
192,Regen::N,дождж,зэр
193,Regen::N,дождж,lietus
194,Schnee::N,снег,лым
195,Schnee::N,снег,sniegs
196,Eis::N,лёд,йи
197,Eis::N,лёд,ledus
198,Frost::N,мароз,кӧдзыд
199,Frost::N,мароз,sals
200,Kälte::N,холад,кӧдзыд
201,Kälte::N,холад,saltums
202,Kälte::N,холад,aukstums
203,Hitze::N,спёка,пӧсь
204,Hitze::N,спёка,гожӧд
205,Hitze::N,спёка,karstums
206,Raureif::N,іней,пуж
207,Raureif::N,іней,гыӧр
208,Raureif::N,іней,sarma
209,Regenbogen::N,вясёлка,ӧшкамӧшка
210,Regenbogen::N,вясёлка,varavīksne
211,Donner::N,гром,гым
212,Donner::N,гром,pērkons
213,Strömung::N,цячэнне,ва ныр
214,Strömung::N,цячэнне,визувтӧм
215,Strömung::N,цячэнне,straume
216,Strömung::N,цячэнне,strāvojums
217,Tropfen::N,кропля,войт
218,Tropfen::N,кропля,lāse
219,Schaum::N,пена,быг
220,Schaum::N,пена,быгзьӧм
221,Schaum::N,пена,putas
222,Schmutz::N,гразь,няйт
223,Schmutz::N,гразь,dubļi
224,See::N,возера,ты
225,See::N,возера,ezers
226,Sumpf::N,багна,гыбад
227,Sumpf::N,багна,кад
228,Sumpf::N,багна,dumbrājs
229,Sumpf::N,багна,staignājs
230,Moor::N,балота,нюр
231,Moor::N,балота,purvs
232,Moor::N,балота,muklājs
233,Wiese::N,луг,видз
234,Wiese::N,луг,pļava
235,Wald::N,лес,вӧр
236,Wald::N,лес,mežs
237,Hügel::N,узгорак,дзиб
238,Hügel::N,узгорак,мыльк
239,Hügel::N,узгорак,нӧрыс
240,Hügel::N,узгорак,paugurs
241,Anhöhe::N,узвышша,мыльк
242,Anhöhe::N,узвышша,нӧрыс
243,Anhöhe::N,узвышша,paugurs
244,Berg::N,гара,чой
245,Berg::N,гара,керӧс
246,Berg::N,гара,kalns
247,Gipfel::N,вяршыня,чук
248,Gipfel::N,вяршыня,virsotne
249,Höhle::N,пячора,рудӧг
250,Höhle::N,пячора,ala
251,Abhang::N,схіл,ньывк
252,Abhang::N,схіл,бокша
253,Abhang::N,схіл,nogāze
254,Quelle::N,крыніца,ӧшмӧс
255,Quelle::N,крыніца,avots
256,Bach::N,ручай,шор
257,Bach::N,ручай,urga
258,Bach::N,ручай,strauts
259,Fluss::N,рака,ю
260,Fluss::N,рака,upe
261,Ufer::N,бераг,вадор
262,Ufer::N,бераг,krasts
263,Küste::N,узбярэжжа,вадор
264,Küste::N,узбярэжжа,piekraste
265,Festland::N,суша,му
266,Festland::N,суша,sauszeme
267,Meer::N,мора,саридз
268,Meer::N,мора,jūra
269,Bucht::N,бухта,куръя
270,Bucht::N,бухта,līcis
271,Insel::N,востраў,ді
272,Insel::N,востраў,sala
273,Blume::N,кветка,дзоридз
274,Blume::N,кветка,puķe
275,Blume::N,кветка,zieds
276,Gras::N,трава,турун
277,Gras::N,трава,zāle
278,Wurzel::N,корань,вуж
279,Wurzel::N,корань,sakne
280,Baum::N,дрэва,пу
281,Baum::N,дрэва,koks
282,Stamm::N,ствол,пучер
283,Stamm::N,ствол,stumbrs
284,Rinde::N,кара,кырсь
285,Rinde::N,кара,miza
286,Ast::N,сук,ув
287,Ast::N,сук,zars
288,Zweig::N,галіна,вож
289,Zweig::N,галіна,nozare
290,Blatt::N,ліст,кор
291,Blatt::N,ліст,lapa
292,Birke::N,бяроза,кыдз
293,Birke::N,бяроза,bērzs
294,Kiefer[Baum]::N,хвоя,пожӧм
295,Kiefer[Baum]::N,хвоя,priede
296,Kiefer[Baum]::N,сасна,пожӧм
297,Kiefer[Baum]::N,сасна,priede
298,Weide[Baum]::N,вярба,бадь
299,Weide[Baum]::N,вярба,kārkls
300,Tanne::N,яліна,коз
301,Tanne::N,яліна,egle
302,Horn::N,рог,сюр
303,Horn::N,рог,rags
304,Feder::N,пяро,гӧн
305,Feder::N,пяро,тывборд
306,Feder::N,пяро,spalva
307,Fell::N,шкура,ку
308,Fell::N,шкура,āda
309,Flügel::N,крыло,борд
310,Flügel::N,крыло,spārns
311,Klaue::N,кіпцюр,гыж
312,Klaue::N,кіпцюр,nags
313,Kralle::N,лапа,гыж
314,Kralle::N,лапа,nags
315,Schwanz::N,хвост,бӧж
316,Schwanz::N,хвост,ļipa
317,Ei::N,яйка,кольк
318,Ei::N,яйка,ola
319,Nest::N,гняздо,поз
320,Nest::N,гняздо,ligzda
321,Bau::N,нара,горс
322,Bau::N,нара,пырмӧс
323,Bau::N,нара,гу
324,Bau::N,нара,ala
325,Tier::N,жывёла,пемӧс
326,Tier::N,жывёла,dzīvnieks
327,Herde::N,статак,стада
328,Herde::N,статак,кельӧб
329,Herde::N,статак,ganāmpulks
330,Kuh::N,карова,мӧс
331,Kuh::N,карова,govs
332,Bulle::N,бык,ӧш
333,Bulle::N,бык,bullis
334,Pferd::N,конь,вӧв
335,Pferd::N,конь,zirgs
336,Schaf::N,авечка,ыж
337,Schaf::N,авечка,aita
338,Schwein::N,свіння,порсь
339,Schwein::N,свіння,cūka
340,Hund::N,сабака,пон
341,Hund::N,сабака,suns
342,Katze::N,кошка,кань
343,Katze::N,кошка,kaķis
344,Bär::N,мядзведзь,ош
345,Bär::N,мядзведзь,lācis
346,Eichhörnchen::N,вавёрка,ур
347,Eichhörnchen::N,вавёрка,vāvere
348,Elch::N,лось,йӧра
349,Elch::N,лось,alnis
350,Fuchs::N,ліса,руч
351,Fuchs::N,ліса,lapsa
352,Hase::N,заяц,кӧч
353,Hase::N,заяц,zaķis
354,Maus::N,мыш,шыр
355,Maus::N,мыш,pele
356,Wolf::N,воўк,кӧин
357,Wolf::N,воўк,vilks
358,Vogel::N,птах,кай
359,Vogel::N,птах,лэбач
360,Vogel::N,птах,putns
361,Vogel::N,птушка,кай
362,Vogel::N,птушка,лэбач
363,Vogel::N,птушка,putns
364,Schwarm::N,чарада,чукӧр
365,Schwarm::N,чарада,spiets
366,Huhn::N,курыца,курӧг
367,Huhn::N,курыца,vista
368,Hahn::N,певень,петук
369,Hahn::N,певень,gailis
370,Gans::N,гусь,дзодзӧг
371,Gans::N,гусь,zoss
372,Adler::N,арол,кутш
373,Adler::N,арол,ērglis
374,Ente::N,качка,утка
375,Ente::N,качка,pīle
376,Eule::N,сава,сюзь
377,Eule::N,сава,pūce
378,Kranich::N,жораў,тури
379,Kranich::N,жораў,dzērve
380,Kranich::N,журавель,тури
381,Kranich::N,журавель,dzērve
382,Krähe::N,варона,рака
383,Krähe::N,варона,vārna
384,Kuckuck::N,зязюля,кӧк
385,Kuckuck::N,зязюля,dzeguze
386,Schwan::N,лебедзь,юсь
387,Schwan::N,лебедзь,gulbis
388,Fisch::N,рыба,чери
389,Fisch::N,рыба,zivs
390,Barsch::N,акунь,ёкыш
391,Barsch::N,акунь,asaris
392,Hecht::N,шчупак,сир
393,Hecht::N,шчупак,līdaka
394,Schlange[Tier]::N,змяя,кый
395,Schlange[Tier]::N,змяя,čūska
396,Wurm::N,чарвяк,номыр
397,Wurm::N,чарвяк,tārps
398,Spinne::N,павук,черань
399,Spinne::N,павук,zirneklis
400,Ameise::N,мурашка,кодзувкот
401,Ameise::N,мурашка,skudra
402,Laus::N,вош,той
403,Laus::N,вош,uts
404,Mücke::N,камар,ном
405,Mücke::N,камар,ods
406,Fliege::N,муха,гут
407,Fliege::N,муха,muša
408,Schmetterling::N,матыль,бобув
409,Schmetterling::N,матыль,tauriņš
410,Beere::N,ягада,тусь
411,Beere::N,ягада,вотӧс
412,Beere::N,ягада,oga
413,Apfel::N,яблык,яблӧг
414,Apfel::N,яблык,ābols
415,Pilz::N,грыб,тшак
416,Pilz::N,грыб,sēne
417,Zwiebel::N,цыбуля,луккок
418,Zwiebel::N,цыбуля,йӧнгыль
419,Zwiebel::N,цыбуля,sīpols
420,Saat::N,семя,тусь
421,Saat::N,семя,кӧйдыс
422,Saat::N,семя,sēkla
423,Korn::N,зерне,тусь
424,Korn::N,зерне,grauds
425,Heu::N,сена,турун
426,Heu::N,сена,siens
427,Schale::N,шалупінне,кор
428,Schale::N,шалупінне,čaula
429,Schale::N,шалупінне,čaumala
430,Grube::N,яма,гу
431,Grube::N,яма,bedre
432,Falle::N,пастка,лэч
433,Falle::N,пастка,slazds
434,Falle::N,пастка,lamatas
435,Schlinge::N,сіло,лэч
436,Schlinge::N,сіло,cilpa
437,Spur::N,след,туй
438,Spur::N,след,pēda
439,Asche::N,попел,пӧм
440,Asche::N,попел,pelni
441,Dreck::N,бруд,няйт
442,Dreck::N,бруд,dubļi
443,Eisen::N,жалеза,кӧрт
444,Eisen::N,жалеза,dzelzs
445,Gold::N,золата,зарни
446,Gold::N,золата,zelts
447,Silber::N,сребра,эзысь
448,Silber::N,сребра,sudrabs
449,Kohle::N,вугаль,шом
450,Kohle::N,вугаль,ogle
451,Glas::N,шкло,стеклӧ
452,Glas::N,шкло,stikls
453,Lehm::N,гліна,сёй
454,Lehm::N,гліна,māls
455,Sand::N,пясок,лыа
456,Sand::N,пясок,smiltis
457,Mensch::N,чалавек,морт
458,Mensch::N,чалавек,cilvēks
459,Mann::N,мужчына,аймӧрт
460,Mann::N,мужчына,мужичӧй
461,Mann::N,мужчына,vīrietis
462,Frau::N,жанчына,ань
463,Frau::N,жанчына,нывбаба
464,Frau::N,жанчына,sieviete
465,Kind::N,дзіця,кага
466,Kind::N,дзіця,bērns
467,Junge::N,хлопчык,пи
468,Junge::N,хлопчык,zēns
469,Junge::N,хлопчык,puika
470,Junge::N,хлопчык,puisis
471,Mädchen::N,дзяўчынка,ныв
472,Mädchen::N,дзяўчынка,meiča
473,Mädchen::N,дзяўчынка,skuķis
474,Mädchen::N,дзяўчынка,meitene
475,Familie::N,сямʼя,семья
476,Familie::N,сямʼя,ģimene
477,Großvater::N,дзядуля,пӧль
478,Großvater::N,дзядуля,vecaistēvs
479,Großmutter::N,бабуля,баб
480,Großmutter::N,бабуля,vecāmāte
481,Eltern::N,бацькі,ай-мам
482,Eltern::N,бацькі,бать-мам
483,Eltern::N,бацькі,vecāki
484,Vater::N,бацька,бать
485,Vater::N,бацька,ай
486,Vater::N,бацька,tēvs
487,Mutter::N,маці,мам
488,Mutter::N,маці,māte
489,Sohn::N,сын,пи
490,Sohn::N,сын,dēls
491,Tochter::N,дачка,ныв
492,Tochter::N,дачка,meita
493,Bruder::N,брат,вок
494,Bruder::N,брат,brālis
495,Schwester::N,сястра,чой
496,Schwester::N,сястра,māsa
497,Onkel::N,дзядзька,дядь
498,Onkel::N,дзядзька,tēvocis
499,Tante::N,цётка,тьӧт
500,Tante::N,цётка,tante
501,Ehemann::N,муж,верӧс
502,Ehemann::N,муж,vīrs
503,Ehefrau::N,жонка,гӧтыр
504,Ehefrau::N,жонка,sieva
505,Freude::N,радасць,радлун
506,Freude::N,радасць,prieks
507,Gelächter::N,смех,серам
508,Gelächter::N,смех,smiekli
509,Glück::N,шчасце,шуд
510,Glück::N,шчасце,laime
511,Kummer::N,гора,шог
512,Kummer::N,гора,bēdas
513,Kummer::N,гора,raizes
514,Wunsch::N,жаданне,кӧсйӧм
515,Wunsch::N,жаданне,vēlme
516,Wunsch::N,жаданне,vēlējums
517,Lust::N,цяга,кыскӧм
518,Lust::N,цяга,радейтӧм
519,Lust::N,цяга,kāre
520,Geist::N,дух,лов
521,Geist::N,дух,gars
522,Gedanke::N,думка,мӧвп
523,Gedanke::N,думка,doma
524,Gedächtnis::N,памяць,паметь
525,Gedächtnis::N,памяць,atmiņa
526,Verstand::N,розум,вежӧр
527,Verstand::N,розум,prāts
528,Sinn::N,сэнс,мог
529,Sinn::N,сэнс,вежӧртас
530,Sinn::N,сэнс,nozīme
531,Grund::N,зачэпка,помка
532,Grund::N,зачэпка,pamats
533,Grund::N,зачэпка,iemesls
534,Wahrheit::N,праўда,збыль
535,Wahrheit::N,праўда,збыльтор
536,Wahrheit::N,праўда,taisnība
537,Wahrheit::N,праўда,patiesība
538,Gespräch::N,размова,сёрни
539,Gespräch::N,размова,saruna
540,Märchen::N,казка,мойд
541,Märchen::N,казка,pasaka
542,Erzählung::N,расказ,висьт
543,Erzählung::N,расказ,stāsts
544,Erzählung::N,расказ,nostāsts
545,Erzählung::N,апавяданне,висьт
546,Erzählung::N,апавяданне,stāsts
547,Erzählung::N,апавяданне,nostāsts
548,Nachricht::N,вестка,юӧртӧм
549,Nachricht::N,вестка,ziņa
550,Nachricht::N,паведамленне,юӧртӧм
551,Nachricht::N,паведамленне,ziņa
552,Neuigkeit::N,навіна,выльтор
553,Neuigkeit::N,навіна,jaunums
554,Name::N,імя,ним
555,Name::N,імя,vārds
556,Rätsel::N,загадка,нӧдкыв
557,Rätsel::N,загадка,mīkla
558,Rede::N,прамова,сёрни
559,Rede::N,прамова,runa
560,Sprache::N,мова,кыв
561,Sprache::N,мова,valoda
562,Stimme::N,голас,гӧлӧс
563,Stimme::N,голас,вом шы
564,Stimme::N,голас,balss
565,Wort::N,слова,кыв
566,Wort::N,слова,vārds
567,Zeichen::N,знак,пас
568,Zeichen::N,знак,zīme
569,Ruf::N,кліч,чукӧстчӧм
570,Ruf::N,кліч,корӧм
571,Ruf::N,кліч,sauciens
572,Lärm::N,шум,шы
573,Lärm::N,шум,зык
574,Lärm::N,шум,зычитӧм
575,Lärm::N,шум,troksnis
576,Laut::N,гук,шы
577,Laut::N,гук,skaņa
578,Ton::N,гучанне,шы
579,Ton::N,гучанне,tonis
580,Lied::N,песня,сьылан
581,Lied::N,песня,сьыланкыв
582,Lied::N,песня,dziesma
583,Ruhe::N,спакой,чӧв
584,Ruhe::N,спакой,miers
585,Leute::N,людзі,йӧз
586,Leute::N,людзі,войтыр
587,Leute::N,людзі,ļaudis
588,Leute::N,людзі,cilvēki
589,Volk::N,народ,йӧз
590,Volk::N,народ,войтыр
591,Volk::N,народ,tauta
592,Arbeit::N,праца,удж
593,Arbeit::N,праца,darbs
594,Arbeit::N,работа,удж
595,Arbeit::N,работа,darbs
596,Gast::N,госць,гӧсть
597,Gast::N,госць,viešņa
598,Gast::N,госць,ciemiņš
599,Geschenk::N,падарунак,козин
600,Geschenk::N,падарунак,dāvana
601,Spiel::N,гульня,ворсан
602,Spiel::N,гульня,rotaļa
603,Gesellschaft::N,таварыства,котыр
604,Gesellschaft::N,таварыства,biedrība
605,Gesellschaft::N,таварыства,kompānija
606,Hilfe::N,дапамога,отсӧг
607,Hilfe::N,дапамога,palīdzība
608,Freund::N,друг,ёрт
609,Freund::N,друг,draugs
610,Freund::N,сябар,ёрт
611,Freund::N,сябар,draugs
612,Kamerad::N,прыяцель,ёрт
613,Kamerad::N,прыяцель,biedrs
614,Angelegenheit::N,справа,мог
615,Angelegenheit::N,справа,делӧ
616,Angelegenheit::N,справа,darīšana
617,Anzahl::N,колькасць,лыд
618,Anzahl::N,колькасць,тшӧт
619,Anzahl::N,колькасць,skaits
620,Anzahl::N,колькасць,daudzums
621,Art::N,від,сикас
622,Art::N,від,suga
623,Art::N,від,šķira
624,Stück::N,кусок,тор
625,Stück::N,кусок,gabals
626,Stück::N,кавалак,тор
627,Stück::N,кавалак,gabals
628,Teil::N,частка,юкӧн
629,Teil::N,частка,daļa
630,Hälfte::N,палова,пӧв
631,Hälfte::N,палова,джын
632,Hälfte::N,палова,puse
633,Hälfte::N,палавіна,пӧв
634,Hälfte::N,палавіна,джын
635,Hälfte::N,палавіна,puse
636,Kreis::N,круг,кытш
637,Kreis::N,круг,aplis
638,Kreis::N,круг,riņķis
639,Kreuz::N,крыж,перна
640,Kreuz::N,крыж,крест
641,Kreuz::N,крыж,krusts
642,Linie::N,лінія,визь
643,Linie::N,лінія,līnija
644,Strich::N,рыса,визь
645,Strich::N,рыса,svītra
646,Abstand::N,прамежак,кост
647,Abstand::N,прамежак,коласт
648,Abstand::N,прамежак,atstarpe
649,Entfernung::N,адлегласць,ылна
650,Entfernung::N,адлегласць,attālums
651,Entfernung::N,адлегласць,atstatums
652,Gegend::N,мясцовасць,му-ва
653,Gegend::N,мясцовасць,apvidus
654,Gegend::N,мясцовасць,apgabals
655,Platz::N,месца,ылдӧс
656,Platz::N,месца,йир
657,Platz::N,месца,гӧгӧртас
658,Platz::N,месца,vieta
659,Ort::N,месца,ин
660,Ort::N,месца,места
661,Ort::N,месца,vieta
662,Seite::N,бок,бок
663,Seite::N,бок,ӧтарладор
664,Seite::N,бок,sāns
665,Mitte::N,сярэдзіна,шӧр
666,Mitte::N,сярэдзіна,vidus
667,Gegenstand::N,прадмет,кӧлуй
668,Gegenstand::N,прадмет,priekšmets
669,Sache::N,рэч,добра
670,Sache::N,рэч,lieta
671,Rand::N,край,дор
672,Rand::N,край,mala
673,Rand::N,край,apmale
674,Kante::N,руб,дор
675,Kante::N,руб,šķautne
676,Kante::N,кант,дор
677,Kante::N,кант,šķautne
678,Ecke::N,вугал,пельӧс
679,Ecke::N,вугал,kakts
680,Ecke::N,вугал,stūris
681,Spitze::N,кончык,йыв
682,Spitze::N,кончык,smaile
683,Spitze::N,кончык,galotne
684,Ende::N,канец,пом
685,Ende::N,канец,gals
686,Ende::N,канец,uzgalis
687,Loch::N,дзірка,розь
688,Loch::N,дзірка,caurums
689,Winkel::N,вугал,пельӧс
690,Winkel::N,вугал,leņķis
691,Muster::N,узор,сер
692,Muster::N,узор,piemērs
693,Größe::N,памер,ыджда
694,Größe::N,памер,lielums
695,Länge::N,даўжыня,кузьта
696,Länge::N,даўжыня,garums
697,Höhe::N,вышыня,джуджда
698,Höhe::N,вышыня,augstums
699,Gewicht::N,вага,сьӧкта
700,Gewicht::N,вага,сьӧкталун
701,Gewicht::N,вага,svars
702,Gewicht::N,вага,smagums
703,Menge::N,колькасць,лун
704,Menge::N,колькасць,числӧ
705,Menge::N,колькасць,masa
706,Menge::N,колькасць,daudzums
707,Haufen::N,куча,чукӧр
708,Haufen::N,куча,čupa
709,Haufen::N,куча,grēda
710,Haufen::N,куча,kaudze
711,Reihe::N,рад,рад
712,Reihe::N,рад,rinda
713,Reihe::N,рад,virkne
714,Boot::N,лодка,пыж
715,Boot::N,лодка,laiva
716,Ruder::N,вясло,пелыс
717,Ruder::N,вясло,ӧпаснӧй
718,Ruder::N,вясло,airis
719,Ruder::N,вясло,irklis
720,Schlitten::N,сані,дадь
721,Schlitten::N,сані,ragavas
722,Ski::N,лыжа,лызь
723,Ski::N,лыжа,slēpe
724,Lagerfeuer::N,вогнішча,бипур
725,Lagerfeuer::N,вогнішча,ugunskurs
726,Last::N,цяжар,сьӧкыдтор
727,Last::N,цяжар,krava
728,Gang::N,ход,мунӧм
729,Gang::N,ход,ветлӧм
730,Gang::N,ход,eja
731,Gang::N,ход,gājums
732,Schritt::N,шаг,воськов
733,Schritt::N,шаг,воськовтӧм
734,Schritt::N,шаг,solis
735,Schritt::N,крок,воськов
736,Schritt::N,крок,воськовтӧм
737,Schritt::N,крок,solis
738,Norden::N,поўнач,войвыв
739,Norden::N,поўнач,ziemeļi
740,Süden::N,поўдзень,лунвыв
741,Süden::N,поўдзень,dienvidi
742,Westen::N,захад,рытыв
743,Westen::N,захад,rietumi
744,Osten::N,усход,асыв
745,Osten::N,усход,austrumi
746,Holz::N,дрэва,пу
747,Holz::N,дрэва,koks
748,Holz::N,дрэва,koksne
749,Holz::N,драўніна,пу
750,Holz::N,драўніна,koks
751,Holz::N,драўніна,koksne
752,Brett::N,дошка,пӧв
753,Brett::N,дошка,dēlis
754,Platte::N,пліта,плита
755,Platte::N,пліта,plate
756,Platte::N,пліта,plāksne
757,Stütze::N,падпорка,пыкӧд
758,Stütze::N,падпорка,мыджӧд
759,Stütze::N,падпорка,balsts
760,Stütze::N,падпорка,atspaids
761,Stange::N,жэрдка,потш
762,Stange::N,жэрдка,maikste
763,Stock::N,палка,бедь
764,Stock::N,палка,boze
765,Stock::N,палка,spieķis
766,Stab::N,шост,зир
767,Stab::N,шост,zizlis
768,Rohr::N,труба,труба
769,Rohr::N,труба,caurule
770,Haus::N,дом,керка
771,Haus::N,дом,māja
772,Heim::N,дом,горт
773,Heim::N,дом,mājas
774,Heim::N,хата,горт
775,Heim::N,хата,mājas
776,Ofen::N,печ,пач
777,Ofen::N,печ,krāsns
778,Fußboden::N,падлога,джодж
779,Fußboden::N,падлога,grīda
780,Tisch::N,стол,пызан
781,Tisch::N,стол,galds
782,Stuhl::N,стул,улӧс
783,Stuhl::N,стул,krēsls
784,Stuhl::N,крэсла,улӧс
785,Stuhl::N,крэсла,krēsls
786,Wiege::N,калыска,зыбка
787,Wiege::N,калыска,šūpulis
788,Bett::N,ложак,вольпась
789,Bett::N,ложак,gulta
790,Bett::N,пасцель,вольпась
791,Bett::N,пасцель,gulta
792,Regal::N,паліца,джадж
793,Regal::N,паліца,plaukts
794,Kiste::N,скрынка,куд
795,Kiste::N,скрынка,ящик
796,Kiste::N,скрынка,kaste
797,Kiste::N,скрынка,šķirsts
798,Fenster::N,акно,ӧшинь
799,Fenster::N,акно,logs
800,Tür::N,дзверы,ӧдзӧс
801,Tür::N,дзверы,durvis
802,Tor::N,вароты,дзиръя
803,Tor::N,вароты,vārti
