,Concept_ID,hu,lez
153,Ei::N,tojás,кака
154,Nest::N,fészek,муг
155,Bau::N,odú,тӏеквен
156,Tier::N,állat,гьайван
157,Herde::N,nyáj,суьруь
158,Herde::N,csorda,суьруь
159,Kuh::N,tehén,ккал
160,Bulle::N,bika,яц
161,Bulle::N,bika,бугъа
162,Pferd::N,ló,балкӏан
163,Schaf::N,juh,хеб
164,Schaf::N,birka,хеб
165,Schwein::N,sertés,вак
166,Hund::N,eb,кицӏ
167,Hund::N,kutya,кицӏ
168,Katze::N,macska,кац
169,Bär::N,medve,сев
170,Eichhörnchen::N,mókus,белка
171,Elch::N,jávorszarvas,лось
172,Fuchs::N,róka,сикӏ
173,Hase::N,nyúl,къуьр
174,Maus::N,egér,кьиф
175,Wolf::N,farkas,жанавур
176,Vogel::N,madár,луван ничхир
177,Schwarm::N,raj,луж
178,Huhn::N,tyúk,верч
179,Hahn::N,kakas,кӏек
180,Gans::N,lúd,къаз
181,Gans::N,liba,къаз
182,Adler::N,sas,лекь
183,Ente::N,kacsa,пӏатӏ
184,Eule::N,bagoly,тӏиб
185,Kranich::N,daru,дурна
186,Krähe::N,varjú,къаргъа
187,Kuckuck::N,kakukk,кукупӏ
188,Schwan::N,hattyú,къугь
189,Fisch::N,hal,гъед
190,Barsch::N,sügér,окунь
191,Hecht::N,csuka,щука
192,Schlange[Tier]::N,kígyó,илан
193,Schlange[Tier]::N,kígyó,гъуьлягъ
194,Wurm::N,kukac,квак
195,Spinne::N,pók,хуьшрекан
196,Ameise::N,hangya,цегв
197,Laus::N,tetű,нет
198,Mücke::N,szúnyog,ветӏ
199,Fliege::N,légy,тӏветӏ
200,Schmetterling::N,lepke,чепелукь
201,Schmetterling::N,pillangó,чепелукь
202,Beere::N,bogyó,куьлуь емиш
203,Apfel::N,alma,ич
204,Pilz::N,gomba,къарникъуз
205,Zwiebel::N,hagyma,чичӏек
206,Saat::N,vetőmag,тумар
207,Korn::N,mag,твар
208,Korn::N,szem,твар
209,Heu::N,széna,векь
210,Heu::N,széna,векьер
211,Schale::N,héj,пириш
212,Schale::N,héj,хъуьруьш
213,Grube::N,verem,фур
214,Falle::N,csapda,ракьар
215,Schlinge::N,tőr,гьалкъа
216,Spur::N,nyom,гел
217,Asche::N,hamu,руьхъ
218,Dreck::N,sár,чирк
219,Dreck::N,sár,кьуруш
220,Dreck::N,piszok,чирк
221,Dreck::N,piszok,кьуруш
222,Eisen::N,vas,ракь
223,Gold::N,arany,алтун
224,Silber::N,ezüst,гимиш
225,Kohle::N,szén,цӏивин
226,Glas::N,üveg,шуьше
227,Lehm::N,agyag,ччеб
228,Lehm::N,vályog,ччеб
229,Sand::N,homok,къум
230,Mensch::N,ember,инсан
231,Mann::N,úr,итим
232,Mann::N,férfi,итим
233,Frau::N,nő,паб
234,Frau::N,nő,дишегьли
235,Frau::N,asszony,паб
236,Frau::N,asszony,дишегьли
237,Kind::N,gyerek,аял
238,Kind::N,gyermek,аял
239,Junge::N,fiú,гада
240,Mädchen::N,lány,руш
241,Familie::N,család,хзан
242,Familie::N,család,килфет
243,Großvater::N,nagyapa,чӏехи буба
244,Großmutter::N,nagyanya,чӏехи диде
245,Eltern::N,szülők,диде-буба
246,Vater::N,apa,буба
247,Vater::N,atya,буба
248,Mutter::N,anya,диде
249,Sohn::N,fiú,хва
250,Tochter::N,lány,руш
251,Bruder::N,fivér,стха
252,Bruder::N,testvér,стха
253,Schwester::N,nővér,вах
254,Schwester::N,lánytestvér,вах
255,Onkel::N,nagybácsi,ими
256,Onkel::N,nagybácsi,халу
257,Tante::N,nagynéni,эме
258,Tante::N,nagynéni,хала
259,Ehemann::N,férj,гъуьл
260,Ehefrau::N,feleség,паб
261,Freude::N,öröm,шадвал
262,Gelächter::N,nevetés,хъвер
263,Gelächter::N,hahotázás,хъвер
264,Glück::N,boldogság,бахт
265,Kummer::N,bánat,дерт
266,Kummer::N,bánat,хажалат
267,Wunsch::N,óhaj,мурад
268,Lust::N,kedv,гьевес
269,Geist::N,elme,руьгь
270,Geist::N,szellem,руьгь
271,Gedanke::N,gondolat,фикир
272,Gedächtnis::N,emlékezet,
273,Verstand::N,ész,акьул
274,Verstand::N,értelem,акьул
275,Sinn::N,értelem,мана
276,Grund::N,ok,себеб
277,Grund::N,alap,себеб
278,Wahrheit::N,igaz,керчек
279,Wahrheit::N,igaz,гьакъикъат
280,Wahrheit::N,igazság,керчек
281,Wahrheit::N,igazság,гьакъикъат
282,Gespräch::N,beszélgetés,ихтилат
283,Märchen::N,mese,мах
284,Erzählung::N,elbeszélés,кьиса
285,Nachricht::N,hír,хабар
286,Nachricht::N,híradás,хабар
287,Neuigkeit::N,újság,цӏийи хабар
288,Name::N,név,тӏвар
289,Rätsel::N,rejtvény,мискӏал
290,Rede::N,beszéd,рахун
291,Rede::N,szónoklat,рахун
292,Sprache::N,nyelv,чӏал
293,Stimme::N,hang,ван
294,Wort::N,szó,гаф
295,Zeichen::N,jel,ишара
296,Ruf::N,kiáltás,эвер
297,Lärm::N,zaj,ван-сес
298,Laut::N,hang,ван
299,Laut::N,hang,сес
300,Ton::N,hang,ван-сес
301,Lied::N,dal,мани
302,Lied::N,ének,мани
303,Ruhe::N,csend,ласвал
304,Ruhe::N,csend,фаракъат
305,Ruhe::N,csend,асайиш
306,Ruhe::N,nyugalom,ласвал
307,Ruhe::N,nyugalom,фаракъат
308,Ruhe::N,nyugalom,асайиш
309,Leute::N,emberek,инсанар
310,Volk::N,nép,халкь
311,Arbeit::N,dolog,кӏвалах
312,Gast::N,vendég,мугьман
313,Geschenk::N,ajándék,савкьат
314,Spiel::N,játék,къугъун
315,Gesellschaft::N,társaság,жемят
316,Gesellschaft::N,társaság,общество
317,Hilfe::N,segítség,куьмек
318,Freund::N,barát,дуст
319,Kamerad::N,társ,яр-дуст
320,Angelegenheit::N,ügy,кар
321,Anzahl::N,szám,сан
322,Anzahl::N,szám,кьадар
323,Art::N,faj,жуьре
324,Art::N,fajta,жуьре
325,Stück::N,darab,кӏус
326,Teil::N,rész,пай
327,Hälfte::N,fél,зур
328,Hälfte::N,fél,зур пай
329,Kreis::N,kör,круг
330,Kreis::N,kör,чкаяр
331,Kreis::N,kör,элкъвей цӏар
332,Kreuz::N,kereszt,хаш
333,Linie::N,vonal,цӏар
334,Strich::N,vonás,цӏар
335,Abstand::N,köz,ара
336,Entfernung::N,távolság,мензил
337,Gegend::N,táj,чка
338,Gegend::N,vidék,чка
339,Platz::N,hely,ара
340,Ort::N,hely,чка
341,Seite::N,fél,пад
342,Seite::N,oldal,пад
343,Mitte::N,közép,юкь
344,Gegenstand::N,tárgy,затӏ
345,Sache::N,dolog,шей
346,Sache::N,dolog,затӏ
347,Rand::N,szél,къерех
348,Rand::N,perem,къерех
349,Rand::N,szegély,къерех
350,Kante::N,él,син
351,Ecke::N,sarok,пӏипӏ
352,Ecke::N,szöglet,пӏипӏ
353,Spitze::N,csúcs,кӏвенкӏв
354,Ende::N,vég,кьил
355,Loch::N,lyuk,тӏеквен
356,Winkel::N,szög,пӏипӏ
357,Muster::N,minta,гишир
358,Größe::N,nagyság,кьадар
359,Länge::N,hossz,яргъивал
360,Länge::N,hosszúság,яргъивал
361,Höhe::N,magasság,кьакьанвал
362,Gewicht::N,súly,заланвал
363,Menge::N,sokaság,кьадар
364,Menge::N,mennyiség,кьадар
365,Haufen::N,halom,хара
366,Reihe::N,sor,жерге
367,Boot::N,csónak,луьткве
368,Ruder::N,evező,кьусу
369,Schlitten::N,szánkó,гъелерар
370,Ski::N,sí,
371,Lagerfeuer::N,tábortűz,цӏай
372,Last::N,teher,заланвал
373,Gang::N,járás,ериш
374,Schritt::N,lépés,къадам
375,Norden::N,észak,кефер
376,Norden::N,észak,кефер пад
377,Süden::N,dél,кьибле
378,Westen::N,nyugat,рагъакӏидай пад
379,Osten::N,kelet,рагъэкъечӏдай пад
380,Holz::N,fa,кӏарас
381,Brett::N,deszka,кьул
382,Brett::N,deszka,тахта
383,Platte::N,lap,
384,Platte::N,lemez,
385,Stütze::N,támasz,даях
386,Stütze::N,támaszték,даях
387,Stange::N,rúd,юрк
388,Stange::N,pózna,юрк
389,Stock::N,pálca,лаш
390,Stab::N,bot,юрк
391,Rohr::N,cső,турба
392,Haus::N,ház,ужагъ
393,Heim::N,otthon,кӏвал
394,Ofen::N,kályha,пич
395,Fußboden::N,padló,кӏвалин ччил
396,Tisch::N,asztal,стол
397,Stuhl::N,szék,стул
398,Wiege::N,bölcső,кьеб
399,Bett::N,ágy,тахт
400,Regal::N,polc,кьацӏ
401,Regal::N,állvány,кьацӏ
402,Kiste::N,láda,ящик
403,Fenster::N,ablak,дакӏар
404,Tür::N,ajtó,рак
405,Tor::N,kapu,варар
406,Zaun::N,kerítés,пару
407,Dach::N,tető,къав
408,Leiter::N,létra,гурар
409,Besen::N,seprű,таран кул
410,Spaten::N,ásó,ппер
411,Schaufel::N,lapát,хекендаз
412,Gabel::N,villa,шиш
413,Löffel::N,kanál,тӏур
414,Messer::N,kés,чукӏул
415,Nagel::N,szeg,мих
416,Netz::N,háló,чил
417,Haken::N,kampó,къармах
418,Griff::N,nyél,ттум
419,Griff::N,fogantyú,ттум
420,Schloss::N,zár,куьлег
421,Bild::N,kép,шикил
422,Bild::N,kép,суьрет
423,Figur::N,alak,фигура
424,Puppe::N,bábu,нини
425,Beutel::N,zacskó,тагъар
426,Bündel::N,köteg,галгам
427,Tasche::N,táska,чанта
428,Eimer::N,vödör,ведре
429,Deckel::N,fedő,кьил
430,Deckel::N,fedő,къалпагъ
431,Deckel::N,fedél,кьил
432,Deckel::N,fedél,къалпагъ
433,Geschirr::N,edény,къаб-къажах
434,Sack::N,zsák,чувал
435,Tasse::N,csésze,сукӏра
436,Topf::N,fazék,къажгъан
437,Kessel::N,üst,къажгъан
438,Kessel::N,bogrács,къажгъан
439,Essen::N,evés,тӏуьн
440,Essen::N,étkezés,тӏуьн
441,Nahrung::N,ennivaló,тӏуьн
442,Speise::N,étel,хуьрек
443,Fleisch::N,hús,як
444,Getreide::N,gabona,техил
445,Brei::N,pép,хапӏа
446,Brei::N,pép,хешил
447,Brei::N,kása,хапӏа
448,Brei::N,kása,хешил
449,Brot::N,kenyér,фу
450,Scheibe::N,szelet,чӏук
451,Fett::N,háj,ягълу
452,Fett::N,zsír,ягълу
453,Butter::N,vaj,гъери
454,Öl::N,olaj,ягълу
455,Salz::N,só,кьел
456,Suppe::N,leves,суп
457,Suppe::N,leves,шурпа
458,Honig::N,méz,вирт
459,Milch::N,tej,нек
460,Tee::N,tea,чай
461,Leder::N,bőr,тумаж
462,Wolle::N,gyapjú,йис
463,Stoff::N,szövet,парча
464,Nadel::N,tű,раб
465,Faden::N,fonál,гъал
466,Knopf::N,gomb,дуьгме
467,Knoten::N,csomó,тӏвал
468,Farbe::N,szín,ранг
469,Farbe::N,festék,ранг
470,Kleidung::N,ruha,партал
471,Kleidung::N,ruházat,партал
472,Hemd::N,ing,перем
473,Kragen::N,gallér,хев
474,Ärmel::N,ujj,хел
475,Hose::N,gatya,шалвар
476,Hose::N,nadrág,шалвар
477,Gürtel::N,öv,чӏул
478,Mütze::N,sapka,бармак
479,Mütze::N,sapka,бапӏах
480,Schuh::N,cipő,ботинка
481,Stiefel::N,csizma,чекме
482,Ring::N,gyűrű,тупӏал
483,Band::N,szalag,тасма
484,Kamm::N,fésű,регъ
485,Spiegel::N,tükör,гуьзгуь
486,Riemen::N,szíj,къайиш
487,Schnur::N,zsinór,еб
488,Leine::N,póráz,
489,Decke::N,takaró,яргъан
490,Kissen::N,párna,хъуьцуьган
491,Tuch::N,kendő,шал
492,Handtuch::N,törülköző,дасмал
493,Kraft::N,erő,гуж
494,Stärke::N,erő,къуват
495,Stärke::N,erősség,къуват
496,Gesundheit::N,egészség,сагъвал
497,Krankheit::N,kór,тӏал
498,Krankheit::N,betegség,тӏал
499,Schmerz::N,fájdalom,тӏал
500,Schmerz::N,fájdalom,тӏарвал
501,Wunde::N,seb,хер
502,Fieber::N,láz,ифин
503,Arznei::N,orvosság,дарман
504,Arznei::N,gyógyszer,дарман
505,Brücke::N,híd,муьгъ
506,Brunnen::N,kút,къуй
507,Weide::N,legelő,уьруьш
508,Pfad::N,ösvény,рехъ
509,Weg::N,út,рехъ
510,Straße::N,út,рехъ
511,Dorf::N,falu,хуьр
512,Stadt::N,város,шегьер
513,Brief::N,levél,кагъаз
514,Buch::N,könyv,улуб
515,Buchstabe::N,betű,гьарф
516,Zeitung::N,újság,газета
517,Zeitung::N,hírlap,газета
518,Leben::N,élet,уьмуьр
519,Tod::N,halál,кьиникь
520,Grab::N,sír,сур
521,Kirche::N,templom,килиса
522,Sünde::N,bűn,гунагь
523,Sünde::N,vétek,гунагь
524,Gott::N,isten,аллагь
525,Arbeiter::N,munkás,фяле
526,Chef::N,főnök,гьаким
527,Meister::N,mester,устӏар
528,Arzt::N,orvos,доктор
529,Lehrer::N,tanár,муаллим
530,Lehrer::N,tanító,муаллим
531,Geld::N,pénz,пул
532,Geschäft::N,üzlet,
533,Laden::N,bolt,магазин
534,Preis::N,ár,къимет
535,Ware::N,áru,мал
536,Ware::N,áru,товар
537,Nutzen::N,haszon,хийир
538,Nutzen::N,haszon,менфят
539,Reichtum::N,gazdagság,девлет
540,Welt::N,világ,дуьнья
541,Land::N,ország,уьлкве
542,Staat::N,állam,пачагьлугъ
543,Staat::N,állam,государство
544,König::N,király,пачагь
545,Macht::N,hatalom,власть
546,Grenze::N,határ,сергьят
547,Krieg::N,háború,дяве
548,Feind::N,ellenség,душман
549,Gewalt::N,erőszak,гуж
550,Kampf::N,harc,женг
551,Bogen[Waffe]::N,íj,чӏемерук
552,Pfeil::N,nyíl,хьел
553,Gewehr::N,puska,тфенг
554,Gewehr::N,fegyver,тфенг
555,Fehler::N,hiba,гъалатӏ
556,Lüge::N,hazugság,ттаб
557,Schaden::N,kár,зиян
558,Schaden::N,kár,зарар
559,Unglück::N,csapás,бала
560,Unglück::N,csapás,бедбахтвал
561,Unglück::N,balszerencse,бала
562,Unglück::N,balszerencse,бедбахтвал
563,Schuld::N,bűn,тахсир
564,Alter::N,kor,яш
565,Schluss::N,vég,эхир
566,Schluss::N,befejezés,эхир
567,Zeit::N,idő,вяде
568,Tag::N,nap,югъ
569,Morgen::N,reggel,пакама
570,Mittag::N,dél,нисин
571,Abend::N,este,няни
572,Nacht::N,éj,йиф
573,Nacht::N,éjszaka,йиф
574,Woche::N,hét,гьафте
575,Monat::N,hó,варз
576,Monat::N,hónap,варз
577,Jahr::N,év,йис
578,Frühling::N,tavasz,гатфар
579,Sommer::N,nyár,гад
580,Herbst::N,ősz,зул
581,Winter::N,tél,кьуьд
582,Januar::N,január,январь
583,Februar::N,február,февраль
584,März::N,március,март
585,April::N,április,апрель
586,Mai::N,május,май
587,Juni::N,június,июнь
588,Juli::N,július,июль
589,August::N,augusztus,август
590,September::N,szeptember,сентябрь
591,Oktober::N,október,октябрь
592,November::N,november,ноябрь
593,Dezember::N,december,декабрь
594,Montag::N,hétfő,ислен
595,Dienstag::N,kedd,саласа
596,Mittwoch::N,szerda,арбе
597,Donnerstag::N,csütörtök,хемис югъ
598,Freitag::N,péntek,жуьмя
599,Freitag::N,péntek,жуьмя югъ
600,Samstag::N,szombat,киш
601,Sonntag::N,vasárnap,гьяд
602,groß::A,nagy,еке
603,groß::A,nagy,чӏехи
604,klein::A,pici,гъвечӏи
605,klein::A,kicsi,гъвечӏи
606,lang::A,hosszú,яргъи
607,kurz::A,rövid,куьруь
608,breit::A,széles,гьяркьуь
609,schmal::A,keskeny,гуьтӏуь
610,dicht::A,sűrű,къалин
611,dick[Gegenstand]::A,vastag,
612,dünn::A,vékony,кьелечӏ
613,fein::A,vékony,шуькӏуь
614,fest::A,szilárd,кӏеви
615,flach::A,sík,кьулу
616,flach::A,lapos,кьулу
617,glatt::A,sima,цӏалцӏам
618,hart::A,kemény,кӏеви
619,weich::A,puha,хъуьтуьл
620,rund::A,kerek,элкъвей
621,spitz::A,hegyes,хци
622,scharf::A,éles,хци
623,stumpf::A,tompa,къуьруь
624,stumpf::A,életlen,къуьруь
625,schwer::A,nehéz,залан
626,schwer::A,súlyos,залан
627,schön::A,szép,иер
628,heiß::A,forró,кудай
629,warm::A,meleg,чими
630,kalt::A,hideg,мекьи
631,kühl::A,hűs,къайи
632,kühl::A,hűvös,къайи
633,frisch::A,üde,таза
634,frisch::A,üde,михьи
635,frisch::A,friss,таза
636,frisch::A,friss,михьи
637,feucht::A,nedves,ламу
638,nass::A,vizes,кьежей
639,trocken::A,száraz,кьуру
640,voll::A,telt,ацӏай
641,leer::A,üres,буш
642,leer::A,üres,ичӏи
643,offen::A,nyílt,ахъа
644,offen::A,nyitott,ахъа
645,geschlossen::A,zárt,кӏеви
646,geschlossen::A,csukott,кӏеви
647,sauber::A,tiszta,михьи
648,schmutzig::A,piszkos,чиркин
649,schmutzig::A,piszkos,кьацӏай
650,schmutzig::A,szennyes,чиркин
651,schmutzig::A,szennyes,кьацӏай
652,roh::A,nyers,чиг
653,roh::A,nyers,ицӏи
654,reif::A,érett,дигмиш хьайи
655,lecker::A,finom,дадлу
656,süß::A,édes,ширин
657,bitter::A,keserű,туькьуьл
658,sauer::A,savanyú,цуру
659,hell::A,világos,экуь
660,dunkel::A,sötét,мичӏи
661,schwarz::A,fekete,чӏулав
662,weiß::A,fehér,лацу
663,rot::A,vörös,яру
664,gelb::A,sárga,хъипи
665,blau::A,kék,вили
666,grün::A,zöld,къацу
667,grau::A,ősz,рехи
668,grau::A,szürke,рехи
669,bunt::A,tarka,цӏару
670,bunt::A,tarka,яру-цӏару
671,bunt::A,színes,цӏару
672,bunt::A,színes,яру-цӏару
673,billig::A,olcsó,ужуз
674,teuer::A,drága,багьа
675,wertvoll::A,értékes,масан
676,blind::A,vak,буьркьуь
677,taub::A,süket,биши
678,kräftig::A,erős,гужлу
679,stark::A,erős,къуватлу
680,schwach::A,gyenge,такьатсуз
681,schwach::A,erőtlen,такьатсуз
682,fett::A,hájas,куьк
683,schlank::A,karcsú,шумал
684,hübsch::A,csinos,гуьрчег
685,böse::A,rossz,пис
686,böse::A,gonosz,пис
687,dumm::A,buta,ахмакь
688,dumm::A,ostoba,ахмакь
689,faul::A,lusta,тенпел
690,fleißig::A,szorgalmas,сяй ийидай
691,fleißig::A,szorgalmas,сяйи ийидай
692,geizig::A,fukar,мискьи
693,geizig::A,fösvény,мискьи
694,klug::A,okos,акьуллу
695,klug::A,eszes,акьуллу
696,geschickt::A,ügyes,магьир
697,lieb::A,drága,играми
698,lieb::A,kedves,играми
699,lustig::A,víg,шад
700,lustig::A,vidám,шад
701,sanft::A,enyhe,назик
702,sanft::A,enyhe,милайим
703,hungrig::A,éhes,гишин
704,krank::A,beteg,кефсуз
705,nackt::A,csupasz,кьецӏил
706,nackt::A,meztelen,кьецӏил
707,traurig::A,bús,пашман
708,traurig::A,szomorú,пашман
709,lebendig::A,élő,ччан алай
710,gut::A,jó,хъсан
711,gut::A,jó,вижевай
712,schlecht::A,rossz,пис
713,richtig::A,helyes,дуьз
714,schlimm::A,rossz,нифретлу
715,wahr::A,igaz,гьакъикъи
716,alt::A,ó,эски
717,alt::A,ó,куьгьне
718,alt::A,régi,эски
719,alt::A,régi,куьгьне
720,neu::A,új,цӏийи
721,ehemalig::A,volt,виликан
722,ehemalig::A,egykori,виликан
723,alt[Lebewesen]::A,öreg,кьуьзуь
724,jung::A,fiatal,жегьил
725,arm::A,szegény,кесиб
726,reich::A,gazdag,девлетлу
727,bekannt::A,ismert,чидай
728,bekannt::A,ismeretes,чидай
729,berühmt::A,híres,машгьур
730,fremd::A,idegen,ччара
731,verschieden::A,különböző,жуьреба-жуьре
732,nah::A,közeli,мукьвал
733,fern::A,távoli,яргъал
734,linker::A,bal,чапла
735,rechter::A,jobb,эрчӏи
736,anderer::A,más,маса
737,anderer::A,más,муькуь
738,anderer::A,másik,маса
739,anderer::A,másik,муькуь
740,erster::A,első,сад лагьай
741,zweiter::A,második,кьвед лагьай
742,dritter::A,harmadik,пуд лагьай
743,letzter::A,utolsó,эхиримжи
744,allein::ADV,egyedül,кьилди
745,auf einmal::ADV,egyszerre,
746,zusammen::ADV,együtt,санал
747,zusammen::ADV,összesen,санал
748,lange::ADV,sokáig,яргъалди
749,lange::ADV,hosszan,яргъалди
750,plötzlich::ADV,hirtelen,садлагьана
751,plötzlich::ADV,egyszerre,садлагьана
752,sofort::ADV,rögtön,гьасятда
753,sofort::ADV,tüstént,гьасятда
754,später::ADV,későn,гуьгъуьнлай
755,jetzt::ADV,most,гила
756,heute::ADV,ma,къе
757,morgen::ADV,holnap,пака
758,bald::ADV,majd,мукьва
759,bald::ADV,majd,мукьвара
760,bald::ADV,nemsokára,мукьва
761,bald::ADV,nemsokára,мукьвара
762,dann::ADV,akkor,ахпа
763,gestern::ADV,tegnap,накь
764,einst::ADV,hajdan,садра
765,damals::ADV,akkor,а чӏавуз
766,damals::ADV,akkoriban,а чӏавуз
767,danach::ADV,azután,ахпа
768,vorher::ADV,előbb,вилик
769,zuerst::ADV,először,сифте
770,einmal::ADV,egyszer,садра
771,manchmal::ADV,néha,гагь-гагь
772,manchmal::ADV,olykor,гагь-гагь
773,oft::ADV,sokszor,гзаф вахтара
774,immer::ADV,mindig,гьамиша
775,niemals::ADV,sohasem,са чӏавузни
776,niemals::ADV,sohasem,са вахтундани
777,hier::ADV,itt,ина
778,hierhin::ADV,erre,иниз
779,von hier::ADV,innen,инай
780,dort::ADV,ott,ана
781,dorthin::ADV,oda,аниз
782,geradeaus::ADV,egyenesen,дуьз
783,vorwärts::ADV,előre,вилик
784,vorwärts::ADV,előre,виликди
785,rückwärts::ADV,hátrafelé,кьулухъ
786,zurück::ADV,hátra,
787,zurück::ADV,vissza,
788,unten::ADV,alul,агъада
789,hinab::ADV,le,агъуз
790,hinab::ADV,lefelé,агъуз
791,oben::ADV,fenn,винел
792,oben::ADV,felül,винел
793,hinauf::ADV,fel,виниз
794,hinauf::ADV,felfelé,виниз
795,überall::ADV,mindenütt,вирина
796,nicht::ADV,nem,ваъ
797,ein wenig::ADV,egy kicsit,са тӏимил
798,kaum::ADV,alig,жизви
799,sehr::ADV,nagyon,лап
800,so::ADV,úgy,икӏ
801,noch::ADV,még,гьеле
802,nur::ADV,csak,анжах
803,nur::ADV,csupán,анжах
804,schon::ADV,már,хъувуна
805,schon::ADV,már,мадни дардиз
806,schon::ADV,már,мадни гуьтӏуьз
807,schon::ADV,már,мадни гуьтӏуь я
