,Concept_ID,uz,kv
776,klingeln::V,jiringlamoq,силькӧтны
777,klirren::V,sharaqlamoq,жольӧтны
778,brausen::V,vag'illamoq,гуасьны
779,rauschen::V,shitirlamoq,кышӧтны
780,klingen::V,yangramoq,горавны
781,bellen::V,hurmoq,увтны
782,bellen::V,hurmoq,вувтны
783,heulen::V,uvlamoq,уннявны
784,blasen::V,puflamoq,пӧлявны
785,pfeifen::V,xushtak chalmoq ,пиксыны
786,schreien::V,qiyqirmoq,айзыны
787,stöhnen::V,nola qilmoq,ойзыны
788,stöhnen::V,nola qilmoq,ружтыны
789,zittern::V,titramoq,легьявны
790,leben::V,yashamoq,овны
791,geboren werden::V,tug'ilmoq,шогмыны
792,atmen::V,nafas chiqarmoq,лолавны
793,trinken::V,ichmoq,юны
794,essen::V,emoq,сёйны
795,schlucken::V,yutmoq,ньылавны
796,müde werden::V,horimoq,мыдзны
797,einschlafen::V,uxlab qolmoq,ланьтны
798,schlafen::V,uxlamoq,узьны
799,aufwachen::V,uyg'onmoq,саймыны
800,aufwachen::V,uyg'onmoq,пальмыны
801,aufstehen::V,qo'pmoq,сувтны
802,sich erholen::V,dam olmoq,шоччисьлыны
803,krank werden::V,kasallanmoq,моржитны
804,krank sein::V,betob yotmoq,шогавны
805,krank sein::V,betob yotmoq,визьӧтны
806,schmerzen::V,og'rimoq,висьны
807,husten::V,yo'talmoq,кашляйтны
808,genesen::V,tuzalmoq,бурдны
809,sterben::V,o'lmoq,кувны
810,umkommen::V,halok bo'lmoq,вийсьыны
811,sich bewegen::V,harakat qilmoq,локны
812,sich bewegen::V,harakat qilmoq,ветлӧтны
813,sich rühren::V,qimirlamoq,вӧрзьӧтчыны
814,sich erheben::V,qo'pmoq,сувтны
815,sich setzen::V,o'tirmoq,пуксьыны
816,hinfallen::V,yiqilmoq,пӧрласьны
817,laufen::V,yurmoq,мунны
818,schreiten::V,yurmoq,тальччавны
819,spazierengehen::V,sayr ätmoq,котрасьны
820,eilen::V,tezlamoq,тэрмасьны
821,sich beeilen::V,shoshmoq,тэрмасьны
822,sausen::V,chopqillamoq,вирдавны-котӧртны
823,rennen::V,yugurmoq,
824,springen::V,sakramoq,чеччавны
825,klettern::V,yuqorilamoq,кышасьны
826,schaukeln::V,irg'amoq,чурликасьны
827,kriechen::V,ämaklamoq,кыскасьны-мунны
828,schwimmen::V,suzmoq,вартчыны
829,tauchen::V,chu'mmoq,сунгисьны ваӧ
830,rudern::V,eshkak eshmoq,сынны
831,fahren::V,haydamoq,мунны
832,fliegen::V,uchmoq,лэбавны
833,gehen::V,bormoq,мунны
834,weggehen::V,ketoq,мунны
835,abfahren::V,jo'namoq,иньдӧтчыны
836,abfahren::V,jo'namoq,мунны
837,anhalten::V,to'xtamoq,сувтны
838,hineingehen::V,kirmoq,пырны
839,eintreten::V,kirmoq,пырны
840,kommen::V,kelmoq,локны
841,ankommen::V,etib kelmoq,локны
842,zurückkommen::V,qaytib kelmoq,бертны
843,zurückkommen::V,qaytib kelmoq,панӧвтсьыны
844,bleiben::V,qolmoq,кольччыны
845,warten::V,poylamoq,видзчисьны
846,erwarten::V,kutmoq,видзчисьны
847,suchen::V,izlamoq,кошшыны
848,finden::V,topmoq,адззыны
849,versuchen::V,chalishmoq,пондыны
850,versuchen::V,chalishmoq,пондӧтны
851,vorbereiten::V,hozirlamoq,лӧсьӧтны
852,lieben::V,sevmoq,милуйтны
853,mögen::V,ardoqlamoq,радейтны
854,lachen::V,kulmoq,серавны
855,rühren::V,ta'sirlantirmoq,сьӧлӧм вӧрзьӧтны
856,weinen::V,yig'lamoq,горзыны
857,schimpfen::V,koyinmoq,видчыны
858,sich ärgern::V,g'azab qilmoq,лёкавны
859,sich fürchten::V,hurkmoq,повны
860,fürchten::V,qo'rqmoq,повны
861,fliehen::V,qochmoq,пышшыны
862,flüchten::V,qochmoq,пышшыны
863,sehen::V,ko'rmoq,адззыны
864,anschauen::V,razm solmoq,видзӧтны
865,ansehen::V,razm qilmoq,видзӧтны
866,hören::V,äshitmoq,кывны
867,zuhören::V,tinglamoq,кывзыны
868,probieren::V,tatib ko'rmoq,пешлыны
869,riechen::V,iskamoq,дукавны
870,fühlen::V,sezmoq,кывны
871,scheinen::V,tuyilmoq,декуйтчыны
872,zu sehen sein::V,ko'rinmoq,тыдавны
873,vernehmen::V,äshitmoq,тӧдмавны
874,frieren::V,sovuq qotmoq,гегдыны
875,tun::V,ätmoq,керны
876,können::V,-a olmoq,вермыны
877,können::V,-y olmoq,вермыны
878,wollen::V,istamoq,мӧдны
879,anfangen::V,boshlamoq,петны
880,beenden::V,bitirmoq,ештӧтны
881,beenden::V,bitirmoq,керыштны
882,aufhören::V,tinmoq,дугдыны
883,gelingen::V,muvaffaqiyat qozonmoq,шогмыны
884,geraten::V,bo'lmoq,мыччисьны
885,öffnen::V,ochmoq,осьтны
886,schließen::V,yopmoq,пӧднавны
887,stellen::V,qo'ymoq,сувтӧтны
888,setzen::V,o'tqazmoq,пуксьӧтны
889,legen::V,yotqizmoq,пуктыны
890,berühren::V,tegmoq,вӧрзьӧтны
891,verbinden::V,ulamoq,йитны
892,bedecken::V,bekitmoq,вевттьыны
893,aufhängen::V,ildirmoq,ӧшӧтны
894,anzünden::V,yondirmoq,ӧзтыны
895,aufheben::V,ko'tarmoq,лэбтыны
896,zurücklassen::V,ayrilmoq,кольны
897,verlieren::V,yo'qotmoq,ӧштыны
898,fallen lassen::V,tushirmoq,уськӧтны
899,machen::V,qilmoq,керны
900,herstellen::V,chiqarmoq,вӧчны
901,bauen::V,solmoq,строитны
902,reparieren::V,tuzatmoq,вочны
903,verbessern::V,isloh qilmoq,бурсьӧтны
904,ändern::V,o'zgartirmoq,вежны
905,graben::V,qazimoq,гарйыны
906,beugen::V,bukmoq,кусіньтны
907,biegen::V,bukmoq,чукыльтыштны
908,drehen::V,aylantirmoq,бергӧтны
909,wenden::V,burmoq,бергӧтны
910,umdrehen::V,ag'darmoq,бергӧтны
911,heben::V,yuksaltirmoq,лэбтыны
912,hochheben::V,ko'tarmoq,лэбтыны
913,ergreifen::V,tutamlamoq,кватитны
914,halten::V,tutmoq,видзны
915,drücken::V,bosmoq,личкыны
916,schieben::V,surmoq,тойлавны
917,kratzen::V,qashimoq,шаркӧтны
918,lecken::V,mijimoq,нювны
919,beißen::V,tishlamoq,йирны
920,abreißen::V,emirmoq,орӧтны
921,abschneiden::V,cho'rt kesmoq,шӧрыштны
922,abschneiden::V,cho'rt kesmoq,вундыштны
923,binden::V,bog'lamoq,гӧрдззыны
924,stecken::V,suqmoq,мӧртны
925,brechen::V,sindirmoq,жугдыны
926,klopfen::V,dukurlamoq,зукӧтны
927,hauen::V,urmoq,желльыны
928,kleben::V,yopishtirmoq,лякӧтны
929,reiben::V,surkamoq,зыртны
930,streichen::V,surkamoq,мавтны
931,schleifen::V,qayramoq,кыскыны
932,schneiden::V,kesmoq,вундавны
933,rütteln::V,chayqamoq,шатлавны
934,schütteln::V,chayqamoq,зыбӧтны
935,schwenken::V,chayqatmoq,ӧвтны
936,schwenken::V,chayqatmoq,макайтны
937,schütten::V,quymoq,кисьтны
938,füllen::V,to'ldirmoq,тыртны
939,füllen::V,to'ldirmoq,тырсьӧтны
940,einwickeln::V,chulg'amoq,тубны
941,tragen::V,tashimoq,новйӧтны
942,schleppen::V,sudramoq,кыскыны
943,ziehen::V,tortmoq,кыскыны
944,aufbewahren::V,tutmoq,видзны
945,werfen::V,tashlamoq,шентывлыны
946,fangen::V,tutmoq,кутны
947,packen::V,opqochmoq,кутасьны
948,packen::V,opqochmoq,кватитны
949,verstecken::V,yashirmoq,дзебны
950,teilen::V,bo'lmoq,торйӧтны
951,schicken::V,yubormoq,иньдыны
952,bringen::V,keltirmoq,вайны
953,hinzufügen::V,tirkamoq,содтыны
954,bekommen::V,olmoq,получитны
955,erhalten::V,olmoq,получитны
956,nehmen::V,olmoq,босьтны
957,wählen::V,saylamoq,бӧрйыны
958,auswählen::V,saylamoq,бӧрйыны
959,bewahren::V,saqlamoq,видзны
960,behindern::V,xalal bermoq,падтыны
961,verderben::V,xazon qilmoq,изводавны
962,beschädigen::V,buzmoq,паздыны
963,zerbrechen::V,sindirmoq,паздыны
964,zerreißen::V,yirtmoq,косявны
965,zerstören::V,vayron qilmoq,паздыны
966,verbrennen::V,kuydirmoq,сотны
967,geben::V,bermoq,сетны
968,reichen::V,bermoq,сетны
969,schenken::V,sovg'a qilmoq,козьнавны
970,versprechen::V,va'da bermoq,кӧсйыны
971,wünschen::V,orziqmoq,бурсьыны
972,loben::V,maqtamoq,ошкыны
973,küssen::V,o'pmoq,окавны
974,wiegen::V,tebratmoq,тюттьӧтны
975,zudecken::V,yopmoq,вевттьыны
976,wecken::V,uyg'otmoq,саймӧтны
977,zeigen::V,ko'rsatmoq,мыччавны
978,führen::V,boshlik bo'lmoq,нуӧтны
979,lehren::V,o'rgatmoq,велӧтны
980,unterrichten::V,dars bermoq,велӧтны
981,aufziehen::V,o'stirmoq,быдтыны
982,leiten::V,boshqarmoq,юравны
983,leiten::V,boshqarmoq,веськӧтлыны
984,antreiben::V,shoshiltirmoq,тэрмӧтны
985,lassen::V,ruxsat bermoq,-ӧтыны
986,einladen::V,taklif kilmoq,корны
987,vereinigen::V,qo'shmoq,ӧтувтны
988,vereinigen::V,qo'shmoq,ӧтлаавны
989,besuchen::V,mehmonga bormoq,пыравлыны
990,treffen::V,duchor bo'lmoq,пантавны
991,sich versammeln::V,to'planmoq,ӧксьыны
992,spielen::V,o'ynamoq,орсны
993,singen::V,yalla qilmoq,сьывны
994,tanzen::V,raqs qilmoq,йӧктыны
995,sich trennen::V,yakkalanmoq,торьясьны
996,verlassen::V,qoldirmoq,кольны
997,retten::V,qutqazmoq,мынтны
998,bewachen::V,qo'rimoq,смекайтны
999,schützen::V,yoniga olmoq,дорйыны
1000,verteidigen::V,yoqlamoq,дорйыны
1001,sich schlagen::V,yoqalashmoq,тышкасьны
1002,schießen::V,otmoq,лыйны
1003,siegen::V,engmoq,вермыны
1004,ärgern::V,jahl chiqarmoq,лӧгӧтны
1005,schlagen::V,urmoq,базнитны
1006,treten::V,tepmoq,чужьявны
1007,stechen::V,qadamoq,бытшкыны
1008,stoßen::V,turtmoq,тапкыны
1009,stoßen::V,turtmoq,тойыштны
1010,stehlen::V,o'g'rilamoq,гусявны
1011,stören::V,tebratmoq,костіавны
1012,belästigen::V,g'ashini keltirmoq,назыляйтны
1013,verbergen::V,berkitmoq,дзебны
1014,täuschen::V,aldamoq,бӧбӧтны
1015,täuschen::V,aldamoq,пӧрьявны
1016,betrügen::V,tirriq qilmoq,муклачитны
1017,töten::V,o'ldirmoq,вийны
1018,wohnen::V,istiqomat qilmoq,овны
1019,arbeiten::V,ishlamoq,уджавны
1020,sammeln::V,yig'moq,ӧктыны
1021,pflücken::V,termoq,судзлавны
1022,jagen::V,ov qilmoq,вӧравны
1023,fischen::V,baliq ovlamoq,чериавны
1024,fassen::V,ilinmoq,кутны
1025,hüten::V,boqtirmoq,вердны
1026,hüten::V,boqtirmoq,йирсьӧтны
1027,treiben::V,haydamoq,вашӧтны
1028,anbinden::V,bog'lamoq,кӧртавны
1029,füttern::V,edirmoq,вердны
1030,melken::V,sog'moq,высьтыны
1031,melken::V,sog'moq,чилькӧтны
1032,hacken::V,chopmoq,керавны
1033,gießen::V,oqizmoq,киськавны
1034,reifen::V,qizarmoq,кисьмыны
1035,zubereiten::V,pishirmoq,лӧсьӧтны
1036,kochen::V,qaynatmoq,пуны
1037,backen::V,yopmoq,пӧжавны
1038,braten::V,qovurmoq,жаритны
1039,umrühren::V,atalamoq,соравны
1040,stricken::V,to'qimoq,домавны
1041,nähen::V,tikmoq,вурны
1042,färben::V,bo'yoqlamoq,краситны
1043,reinigen::V,tozalamoq,весӧтны
1044,waschen::V,yuvmoq,пеславны
1045,abwischen::V,surkamoq,чышкыны
1046,spülen::V,chaymoq,гывьявны
1047,fegen::V,cho'tkalamoq,чышкыны
1048,kehren::V,supurmoq,чышкыны
1049,baden::V,cho'milmoq,купайтчыны 
1050,sich waschen::V,yuvinmoq,миссьыны
1051,ausziehen::V,echintirmoq,гыжтӧтны
1052,ausziehen::V,echintirmoq,пӧрччавны
1053,anziehen::V,kiymoq,пасьтавны
1054,sich anziehen::V,kiyinmoq,пасьтасьны
1055,kämmen::V,taramoq,сынавны
1056,schmücken::V,yasatmoq,баситны
1057,sagen::V,aytmoq,висьтавны
1058,sprechen::V,so'zlamoq,шуны
1059,reden::V,gapirmoq,баитны
1060,sich unterhalten::V,suhbatlashmoq,сёрнитны
1061,fragen::V,so'ramoq,юавны
1062,bitten::V,iltimos qilmoq,корны
1063,erzählen::V,aytib bermoq,висьтавны
1064,mitteilen::V,bildirmoq,висьтавны
1065,nennen::V,atamoq,нимтны
1066,rufen::V,chaqirmoq,китсавны
1067,rufen::V,chaqirmoq,корны
1068,rufen::V,chaqirmoq,чукӧстны
1069,prahlen::V,gerdaymoq,ошшасьны
1070,übersetzen::V,tarjima qilmoq,вуджӧтны
1071,denken::V,o'ylamoq,чайтны
1072,glauben::V,ishonmoq,веритны
1073,bemerken::V,payqamoq,казявны
1074,erkennen::V,tanimoq,тӧдсавны
1075,begreifen::V,tushunmoq,вежӧртны
1076,verstehen::V,anglamoq,кывны
1077,lernen::V,o'qimoq,велӧтчыны
1078,wissen::V,bilmoq,тӧдны
1079,sich erinnern an::V,äsni tanimoq,касьтывны
1080,vergessen::V,unutmoq,вунӧтны
1081,messen::V,o'lchamoq,меряйтны
1082,zählen::V,raqamlamoq,лыддьыны
1083,rechnen::V,cho'tlamoq,лыддьыны
1084,lesen::V,o'qimoq,лыддьӧтны
1085,malen::V,rasm solmoq,
1086,zeichnen::V,chizmoq,гижмавны
1087,schreiben::V,yozmoq,гижны
1088,besitzen::V,ägalamoq,лоны
1089,kaufen::V,olmoq,небны
1090,verkaufen::V,sotmoq,вузавны
1091,bezahlen::V,to'lamoq,вештыны
1092,zahlen::V,to'lamoq,вештыны
1093,beherrschen::V,ägalamoq,
1094,ertragen::V,chidamoq,терпитны
