,Concept_ID,pt,ce
814,was::FPRN,quê,хӏун
815,wer::FPRN,quem,мила
816,wo::FADV,onde,мичaхь
817,wohin::FADV,aonde,мича
818,wohin::FADV,para onde,мича
819,wie::FADV,como,муха
820,warum::FADV,porquê,хӏунда
821,warum::FADV,por que,хӏунда
822,wieviel::FNUM,quanto,мел
823,wieviel::FNUM,quanto,маса
824,eins::NUM,um,цхьаъ
825,zwei::NUM,dois,шиъ
826,drei::NUM,três,кхоъ
827,vier::NUM,quatro,диъ
828,fünf::NUM,cinco,пхиъ
829,sechs::NUM,seis,ялх
830,sieben::NUM,sete,ворхӏ
831,acht::NUM,oito,бархӏ
832,neun::NUM,nove,исс
833,zehn::NUM,dez,итт
834,elf::NUM,onze,цхьайтта
835,zwölf::NUM,doze,шийтта
836,zwanzig::NUM,vinte,ткъа
837,dreißig::NUM,trinta,ткъе итт
838,vierzig::NUM,quarenta,шовзткъа
839,fünfzig::NUM,cinquenta,шовзткъе итт
840,sechzig::NUM,sessenta,кхузткъа
841,siebzig::NUM,setenta,кхузткъе итт
842,achtzig::NUM,oitenta,дезткъа
843,neunzig::NUM,noventa,дезткъе итт
844,hundert::NUM,cem,бӏе
845,hundert::NUM,cento,бӏе
846,tausend::NUM,mil,эзар
847,und::CNJ,e,a
848,oder::CNJ,ou,я
849,stehen::V,estar em pé,латта
850,sitzen::V,estar sentado,хиъна ӏан
851,liegen::V,jazer,ӏилла
852,liegen::V,estar deitado,ӏилла
853,hängen::V,pender,кхаза
854,hängen::V,estar pendurado,кхаза
855,werden::V,tornar-se,хила
856,passieren::V,acontecer,хила
857,beginnen::V,começar,доло
858,enden::V,acabar,дӏадерза
859,enden::V,terminar,дӏадерза
860,wechseln::V,variar,хийца
861,wechseln::V,alternar,хийца
862,aufgehen[Sonne]::V,nascer,кхета
863,untergehen[Sonne]::V,pôr-se,чубуза
864,scheinen[Sonne]::V,brilhar,серло яла
865,donnern::V,trovejar,къекъа
866,wehen::V,soprar,хьекха
867,strömen::V,correr,эха
868,fließen::V,fluir,охьаэха
869,sich drehen::V,girar,хьийза
870,schwanken::V,oscilar,леста
871,schwingen::V,vibrar,лесто
872,fallen::V,cair,охьакхета
873,brennen::V,arder,дага
874,rauchen::V,fumegar,оза
875,regnen::V,chover,догlа догlу
876,gefrieren::V,gelar,гӏоро
877,gefrieren::V,congelar,гӏоро
878,tauen::V,derreter,даша
879,tauen::V,descongelar,даша
880,schmelzen::V,fundir-se,лала
881,trocknen::V,secar,дакъо
882,sieden::V,ferver,кхехка
883,faulen::V,estragar-se,дахкадала
884,verfaulen::V,apodrecer,дахкадала
885,reißen::V,romper-se,хеда
886,versinken::V,afundar-se,хичудаха
887,vergehen::V,passar,дlаэха
888,erscheinen::V,aparecer,схьадала
889,erscheinen::V,aparecer,ӏоттадала
890,verschwinden::V,desaparecer,къайладала
891,sinken::V,descer,лахдала
892,abnehmen::V,diminuir,
893,abnehmen::V,decrescer,
894,zunehmen::V,crescer,лакхадала
895,zunehmen::V,aumentar,лакхадала
896,steigen::V,subir,хьаладала
897,wachsen::V,crescer,кхиа
898,glänzen::V,brilhar,лепа
899,funkeln::V,cintilar,къега
900,lärmen::V,fazer barulho,гӏовгӏаян
901,läuten::V,chocalhar,детта
902,klingeln::V,tocar,дека
903,klirren::V,tinir,дека
904,brausen::V,bramar,хьаьдда даха
905,rauschen::V,murmurar,леста
906,rauschen::V,rumorejar,леста
907,klingen::V,soar,дека
908,bellen::V,ladrar,лета
909,heulen::V,uivar,угӏа
910,blasen::V,soprar,хӏуп баха
911,pfeifen::V,assobiar,шок етта
912,schreien::V,gritar,мохь бетта
913,stöhnen::V,gemer,узарш дан
914,zittern::V,tremer,дега
915,leben::V,viver,даха
916,geboren werden::V,nascer,хила
917,atmen::V,respirar,садеӏа
918,trinken::V,beber,мала
919,essen::V,comer,кхалла
920,schlucken::V,engolir,къурдбан
921,müde werden::V,cansar-se,кӏаддала
922,einschlafen::V,adormecer,наб кхета
923,schlafen::V,dormir,вижа
924,schlafen::V,dormir,наб ян
925,schlafen::V,dormir,дижина хила
926,aufwachen::V,acordar,самадала
927,aufstehen::V,levantar-se,гӏатта
928,sich erholen::V,descansar,садаӏа
929,krank werden::V,adoecer,цомгуш хила
930,krank werden::V,ficar doente,цомгуш хила
931,krank sein::V,estar doente,цомгуш хила
932,schmerzen::V,doer,лаза
933,schmerzen::V,doer,ӏийжа
934,husten::V,tossir,йовхарш етта
935,genesen::V,convalescer,тадала
936,sterben::V,morrer,дала
937,umkommen::V,perecer,хӏаллакхила
938,sich bewegen::V,mover-se,лела
939,sich rühren::V,mexer-se,меттахъхьен
940,sich erheben::V,levantar-se,хьалагlатта
941,sich setzen::V,sentar-se,хаа
942,hinfallen::V,cair,дожа
943,hinfallen::V,cair,охьакхета
944,laufen::V,andar,вада
945,laufen::V,andar,хьада
946,laufen::V,caminhar,вада
947,laufen::V,caminhar,хьада
948,schreiten::V,andar,болар дан
949,schreiten::V,andar,ког баккха
950,schreiten::V,caminhar,болар дан
951,schreiten::V,caminhar,ког баккха
952,spazierengehen::V,passear,доладала
953,eilen::V,apressar-se,сихдала
954,sich beeilen::V,apressar-se,сихдала
955,sich beeilen::V,despachar-se,сихдала
956,sausen::V,correr,
957,rennen::V,correr,дада
958,springen::V,saltar,ирхкхийсадала
959,klettern::V,trepar,тӏедийла
960,schaukeln::V,baloiçar,техко
961,kriechen::V,rastejar,такха
962,kriechen::V,arrastar-se,такха
963,schwimmen::V,nadar,некадан
964,tauchen::V,mergulhar,чулелха
965,rudern::V,remar,дига лело
966,rudern::V,remar,кема лело
967,fahren::V,ir,хахка
968,fliegen::V,voar,тӏемадала
969,gehen::V,ir,лeла
970,gehen::V,andar,лeла
971,weggehen::V,partir,дӏадаха
972,weggehen::V,ir-se embora,дӏадаха
973,abfahren::V,sair,дӏадаха
974,abfahren::V,partir,дӏадаха
975,anhalten::V,parar,саца
976,hineingehen::V,entrar,чудала
977,eintreten::V,entrar,чудала
978,kommen::V,vir,кхача
979,kommen::V,vir,дӏакхача
980,kommen::V,vir,схьакхача
981,ankommen::V,chegar,кхача
982,ankommen::V,chegar,схьакхача
983,zurückkommen::V,voltar,юхада
984,zurückkommen::V,regressar,юхада
985,bleiben::V,ficar,диса
986,bleiben::V,permanecer,диса
987,warten::V,esperar,хьежа
988,warten::V,esperar,cобар дан
989,erwarten::V,esperar,хьоьжуш ӏан
990,erwarten::V,aguardar,хьоьжуш ӏан
991,suchen::V,buscar,леха
992,suchen::V,procurar,леха
993,finden::V,achar,каро
994,finden::V,encontrar,каро
995,versuchen::V,tentar,дан хьажа
996,vorbereiten::V,preparar,кечъян
997,lieben::V,amar,деза
998,lieben::V,querer,деза
999,mögen::V,gostar de,безамхила
1000,lachen::V,rir,дела
1001,lachen::V,rir-se,дела
1002,rühren::V,comover,хьедан
1003,weinen::V,chorar,делха
1004,schimpfen::V,ralhar,чехо
1005,sich ärgern::V,zangar-se,оьгӏазъэха
1006,sich fürchten::V,ter medo de,кхера
1007,sich fürchten::V,ter receio de,кхера
1008,fürchten::V,temer,кхера
1009,fürchten::V,recear,кхера
1010,fliehen::V,fugir,дӏадада
1011,flüchten::V,refugiar-se,дӏадада
1012,sehen::V,ver,ган
1013,anschauen::V,olhar,хьажа
1014,anschauen::V,olhar,хьежа
1015,ansehen::V,mirar,хьовса
1016,hören::V,ouvir,хаза
1017,zuhören::V,escutar,ладогӏа
1018,probieren::V,provar,хьажа
1019,probieren::V,saborear,хьажа
1020,riechen::V,cheirar,хьожа яха
1021,fühlen::V,sentir,хаадала
1022,scheinen::V,parecer,мотта
1023,zu sehen sein::V,estar à vista,гуш хила
1024,vernehmen::V,ouvir,бартхатта
1025,frieren::V,ter frio,гӏоро
1026,tun::V,fazer,дан
1027,können::V,saber,дадала
1028,wollen::V,querer,тӏергӏа
1029,anfangen::V,iniciar,доло
1030,beenden::V,acabar,довла
1031,beenden::V,terminar,довла
1032,aufhören::V,cessar,саца
1033,aufhören::V,desistir,саца
1034,gelingen::V,sair bem,кадала
1035,gelingen::V,dar bom resultado,кадала
1036,geraten::V,sair,хила
1037,geraten::V,dar resultado,хила
1038,öffnen::V,abrir,дӏаделла
1039,öffnen::V,abrir,схьаделла
1040,schließen::V,fechar,къовла
1041,schließen::V,fechar,дӏачӏагӏа
1042,stellen::V,pôr,хlотто
1043,stellen::V,colocar,хlотто
1044,setzen::V,pôr,дийгӏа
1045,setzen::V,meter,дийгӏа
1046,legen::V,pôr,охьадилла
1047,legen::V,meter,охьадилла
1048,berühren::V,tocar,хьедан
1049,verbinden::V,unir,вовшахтаса
1050,verbinden::V,ligar,вовшахтаса
1051,bedecken::V,cobrir,тилла
1052,bedecken::V,cobrir,тӏетаса
1053,aufhängen::V,pendurar,хьалаолла
1054,anzünden::V,acender,лато
1055,aufheben::V,apanhar,айа
1056,aufheben::V,levantar,айа
1057,zurücklassen::V,deixar,дита
1058,verlieren::V,perder,дайа
1059,fallen lassen::V,deixar cair,охьадожо
1060,machen::V,fazer,дан
1061,herstellen::V,produzir,дан
1062,bauen::V,edificar,гӏишлоян
1063,bauen::V,construir,гӏишлоян
1064,reparieren::V,reparar,тадан
1065,reparieren::V,consertar,тадан
1066,verbessern::V,melhorar,нисдан
1067,ändern::V,mudar,хийца
1068,ändern::V,alterar,хийца
1069,graben::V,cavar,ахка
1070,beugen::V,curvar,сатто
1071,biegen::V,vergar,сатто
1072,drehen::V,girar,хьовзо
1073,wenden::V,virar,
1074,wenden::V,voltar,
1075,umdrehen::V,virar,хьовзo
1076,umdrehen::V,revolver,хьовзo
1077,heben::V,levantar,айа
1078,heben::V,levantar,хьалаайа
1079,hochheben::V,erguer,хьалаайа
1080,hochheben::V,levantar,хьалаайа
1081,ergreifen::V,apanhar,дӏалаца
1082,halten::V,segurar,латто
1083,drücken::V,apertar,тӏетаӏо
1084,schieben::V,empurrar,татта
1085,kratzen::V,raspar,мӏараш тийса
1086,lecken::V,lamber,мотт хьекха
1087,beißen::V,morder,катoха
1088,abreißen::V,arrancar,схьадаккха
1089,abschneiden::V,talhar,кхада
1090,binden::V,ligar,дӏадехка
1091,binden::V,ligar,вовшахтаса
1092,stecken::V,meter,чудахийта
1093,stecken::V,enfiar,чудахийта
1094,brechen::V,romper,кагдан
1095,brechen::V,quebrar,кагдан
1096,klopfen::V,bater,детта
1097,hauen::V,bater,етта
1098,kleben::V,colar,тӏелато
1099,reiben::V,esfregar,хьекхо
1100,streichen::V,barrar,тlехьакха
1101,schleifen::V,afiar,ирдан
1102,schneiden::V,cortar,ларга
1103,rütteln::V,sacudir,лесто
1104,schütteln::V,abanar,лесто
1105,schütteln::V,sacudir,лесто
1106,schwenken::V,agitar,лесто
1107,schütten::V,deitar,дотта
1108,füllen::V,encher,дуза
1109,einwickeln::V,envolver,хьарчо
1110,einwickeln::V,embrulhar,хьарчо
1111,tragen::V,levar,дахьа
1112,tragen::V,trazer,дахьа
1113,schleppen::V,arrastar,ийзо
1114,ziehen::V,puxar,озо
1115,aufbewahren::V,guardar,ӏалашдан
1116,aufbewahren::V,conservar,ӏалашдан
1117,werfen::V,lançar,кхосса
1118,fangen::V,apanhar,леца
1119,packen::V,agarrar,леца
1120,verstecken::V,esconder,къайладаккха
1121,teilen::V,partir,декъа
1122,teilen::V,dividir,декъа
1123,schicken::V,enviar,дӏадахьийта
1124,bringen::V,trazer,дан
1125,hinzufügen::V,acrescentar,тӏетоха
1126,bekommen::V,obter,даккха
1127,erhalten::V,receber,даккха
1128,nehmen::V,tomar,схьаэца
1129,wählen::V,eleger,харжа
1130,wählen::V,escolher,харжа
1131,auswählen::V,escolher,харжа
1132,auswählen::V,seleccionar,харжа
1133,bewahren::V,guardar,lалашдан
1134,bewahren::V,conservar,lалашдан
1135,behindern::V,impedir,новкъарло ян
1136,verderben::V,estragar,талхо
1137,verderben::V,corromper,талхо
1138,beschädigen::V,danificar,дохо
1139,zerbrechen::V,romper,дохо
1140,zerbrechen::V,romper,кагдан
1141,zerbrechen::V,quebrar,дохо
1142,zerbrechen::V,quebrar,кагдан
1143,zerreißen::V,rasgar,хадо
1144,zerstören::V,destruir,дохо
1145,zerstören::V,destruir,кагдан
1146,verbrennen::V,queimar,даго
1147,geben::V,dar,яла
1148,reichen::V,passar,дӏадала
1149,reichen::V,passar,дӏакховдо
1150,schenken::V,oferecer,совгӏат дан
1151,versprechen::V,prometer,ваӏда дан
1152,wünschen::V,desejar,лаа
1153,loben::V,louvar,хасто
1154,küssen::V,beijar,оба яккха
1155,wiegen::V,embalar,тахка
1156,zudecken::V,tapar,тӏетаса
1157,zudecken::V,cobrir,тӏетаса
1158,wecken::V,acordar,самадаккха
1159,wecken::V,despertar,самадаккха
1160,zeigen::V,mostrar,гайта
1161,führen::V,guiar,дига
1162,führen::V,conduzir,дига
1163,lehren::V,ensinar,ӏамо
1164,unterrichten::V,instruir,хьеха
1165,aufziehen::V,criar,кхио
1166,leiten::V,dirigir,урхалла дан
1167,leiten::V,conduzir,урхалла дан
1168,antreiben::V,impelir,сихдан
1169,lassen::V,fazer,-йта
1170,einladen::V,convidar,кхайкха
1171,vereinigen::V,unir,цхьаьнатоха
1172,vereinigen::V,reunir,цхьаьнатоха
1173,besuchen::V,ir ver,хьажахIотта
1174,besuchen::V,visitar,хьажахIотта
1175,treffen::V,encontrar,дуьхьалкхета
1176,sich versammeln::V,reunir-se,гулдан
1177,spielen::V,jogar,ловза
1178,spielen::V,brincar,ловза
1179,singen::V,cantar,лакха
1180,tanzen::V,bailar,хелхадала
1181,sich trennen::V,apartar-se,къаста
1182,verlassen::V,deixar,дита
1183,verlassen::V,abandonar,дита
1184,retten::V,salvar,кӏелхьардаккха
1185,bewachen::V,vigiar,ха дан
1186,bewachen::V,guardar,ха дан
1187,schützen::V,proteger,лардан
1188,verteidigen::V,defender,лардан
1189,sich schlagen::V,brigar,етта
1190,sich schlagen::V,bater-se,етта
1191,schießen::V,disparar,детта
1192,siegen::V,vencer,тола
1193,ärgern::V,irritar,оьгӏаздахийта
1194,ärgern::V,aborrecer,оьгӏаздахийта
1195,schlagen::V,bater,тоха
1196,treten::V,pisar,мийра тоха
1197,stechen::V,picar,ӏотта
1198,stechen::V,picar,къовзо
1199,stoßen::V,empurrar,татта
1200,stehlen::V,furtar,лачкъо
1201,stören::V,perturbar,новкъарло ян
1202,belästigen::V,incomodar,сагатдан
1203,belästigen::V,importunar,сагатдан
1204,verbergen::V,ocultar,къайладаккха
1205,verbergen::V,esconder,къайладаккха
1206,täuschen::V,iludir,ӏexo
1207,täuschen::V,enganar,ӏexo
1208,betrügen::V,burlar,ледан
1209,betrügen::V,enganar,ледан
1210,töten::V,matar,ден
1211,wohnen::V,morar,даха
1212,arbeiten::V,trabalhar,къахьега
1213,sammeln::V,recolher,гулдан
1214,sammeln::V,coleccionar,гулдан
1215,pflücken::V,colher,даха
1216,jagen::V,caçar,талла
1217,fischen::V,pescar,чӏерий леца
1218,fassen::V,apanhar,лаца
1219,fassen::V,apanhar,схьалаца
1220,hüten::V,guardar,лардан
1221,treiben::V,conduzir,лахка
1222,anbinden::V,atar,дӏадехка
1223,füttern::V,dar de comer a,хӏума яла
1224,melken::V,ordenhar,оза
1225,hacken::V,rachar,
1226,gießen::V,regar,хи тоха
1227,reifen::V,amadurecer,хьекъа
1228,zubereiten::V,preparar,кечъян
1229,zubereiten::V,preparar,кхача бан
1230,kochen::V,cozer,кхача бан
1231,backen::V,cozer,датта
1232,braten::V,assar,кхарза
1233,braten::V,fritar,кхарза
1234,umrühren::V,remexer,кего
1235,stricken::V,tricotar,
1236,stricken::V,fazer malha,
1237,nähen::V,coser,тега
1238,nähen::V,costurar,тега
1239,färben::V,tingir,басардан
1240,färben::V,colorir,басардан
1241,reinigen::V,limpar,цӏандан
1242,reinigen::V,purificar,цӏандан
1243,waschen::V,lavar,йила
1244,waschen::V,lavar,йитта
1245,waschen::V,lavar,дӏадайа
1246,abwischen::V,limpar,дӏадайа
1247,abwischen::V,esfregar,дӏадайа
1248,spülen::V,lavar,хи кхарза
1249,spülen::V,enxaguar,хи кхарза
1250,fegen::V,varrer,нуй хьакха
1251,kehren::V,varrer,нуй хьакха
1252,baden::V,banhar,лийча
1253,baden::V,tomar banho,лийча
1254,sich waschen::V,lavar-se,юьхь йила
1255,ausziehen::V,despir,духар дӏадаккха
1256,anziehen::V,vestir,
1257,sich anziehen::V,vestir-se,духа
1258,kämmen::V,pentear,ехк хьакха
1259,schmücken::V,adornar,хаздан
1260,sagen::V,dizer,ала
1261,sprechen::V,falar,баха
1262,sprechen::V,falar,мотт бийца
1263,reden::V,falar,къамел дан
1264,sich unterhalten::V,conversar,къамел дан
1265,fragen::V,perguntar,хатта
1266,bitten::V,pedir,деха
1267,erzählen::V,contar,дийца
1268,mitteilen::V,comunicar,хаам бан
1269,mitteilen::V,participar,хаам бан
1270,nennen::V,nomear,цӏе яккха
1271,nennen::V,apelidar,цӏе яккха
1272,rufen::V,chamar,кхайкха
1273,prahlen::V,gabar-se,куралла ян
1274,prahlen::V,gabar-se,дозалла дан
1275,prahlen::V,vangloriar-se,куралла ян
1276,prahlen::V,vangloriar-se,дозалла дан
1277,übersetzen::V,traduzir,гоч дан
1278,denken::V,pensar,ойла ян
1279,glauben::V,crer,теша
1280,bemerken::V,notar,ган
1281,bemerken::V,observar,ган
1282,erkennen::V,reconhecer,довза
1283,begreifen::V,apreender,кхета
1284,begreifen::V,compreender,кхета
1285,verstehen::V,entender,кхета
1286,verstehen::V,compreender,кхета
1287,lernen::V,aprender,деша
1288,wissen::V,saber,хаа
1289,sich erinnern an::V,lembrar-se de,дагадан
1290,sich erinnern an::V,recordar-se de,дагадан
1291,vergessen::V,esquecer,дицдала
1292,messen::V,medir,дуста
1293,zählen::V,contar,дагардан
1294,rechnen::V,calcular,лара
1295,lesen::V,ler,еша
1296,malen::V,pintar,сурт дилла
1297,zeichnen::V,desenhar,сурт дилла
1298,schreiben::V,escrever,яздан
1299,besitzen::V,possuir,доладан
1300,kaufen::V,comprar,эца
1301,verkaufen::V,vender,дохка
1302,bezahlen::V,pagar,мах бала
1303,zahlen::V,pagar,мах бала
1304,beherrschen::V,imperar,собаре хила
1305,ertragen::V,suportar,лан
1306,ertragen::V,suportar,сатоха
1307,ertragen::V,suportar,садетта
