,Concept_ID,eu,ta
100,Schmutz::N,zikin,அழுக்கு
101,See::N,laku,ஏரி
102,See::N,aintzira,ஏரி
103,Sumpf::N,zingira,சதுப்பு நிலம்
104,Moor::N,zohikaztegi,முட்புதற்காடு
105,Wiese::N,larre,பசும் புல்தரை
106,Wiese::N,belardi,பசும் புல்தரை
107,Wald::N,baso,காடு
108,Wald::N,oihan,காடு
109,Hügel::N,muino,குன்று
110,Hügel::N,pentoka,குன்று
111,Anhöhe::N,garai,பதுக்கை
112,Anhöhe::N,goragune,பதுக்கை
113,Berg::N,mendi,மலை
114,Gipfel::N,gain,உச்சி மாநாடு
115,Gipfel::N,tontor,உச்சி மாநாடு
116,Höhle::N,kobazulo,குகை
117,Abhang::N,aldapa,சரிவு
118,Quelle::N,iturri,மூலம்
119,Quelle::N,iturbegi,மூலம்
120,Bach::N,lats,ஓடை
121,Bach::N,erreka,ஓடை
122,Fluss::N,ibai,ஆறு
123,Fluss::N,uhaitz,ஆறு
124,Ufer::N,bazter,நீர்க்கரை
125,Küste::N,itsasalde,கடற்கரை
126,Festland::N,lehor,நிலம்
127,Meer::N,itsaso,கடல்
128,Bucht::N,golko,சிறுகுடா
129,Insel::N,irla,தீவு
130,Insel::N,uharte,தீவு
131,Blume::N,lili,பூ
132,Gras::N,belar,புல்தரை
133,Wurzel::N,zuztar,வேர்
134,Wurzel::N,sustrai,வேர்
135,Baum::N,zuhaitz,மரம்
136,Stamm::N,enbor,அடிமரம்
137,Rinde::N,azal,பட்டை
138,Rinde::N,azal,மரப்பட்டை
139,Ast::N,adar,கினை
140,Zweig::N,abar,குச்சி
141,Blatt::N,hosto,இலை
142,Birke::N,urki,பிர்ச் மரம்
143,Kiefer[Baum]::N,ler,தேவதாரு மரம்
144,Weide[Baum]::N,zume,மர வகைகளுள் ஒன்று
145,Weide[Baum]::N,sahats,மர வகைகளுள் ஒன்று
146,Tanne::N,izei,சாதிக்கய்
147,Horn::N,adar,கொம்பு
148,Feder::N,luma,இறகு
149,Feder::N,hegaki,இறகு
150,Fell::N,ile,மென்முடி
151,Fell::N,larru,மென்முடி
152,Flügel::N,hego,இறக்கை
153,Klaue::N,atzapar,நகம்
154,Kralle::N,erpe,நகம்
155,Kralle::N,atzapar,நகம்
156,Schwanz::N,isats,வால்
157,Schwanz::N,buztan,வால்
158,Ei::N,arrautza,முட்டை
159,Nest::N,habia,கூடு
160,Bau::N,ohantze,குகை
161,Tier::N,abere,விலங்கு
162,Tier::N,piztia,விலங்கு
163,Herde::N,saldo,கூட்டம்
164,Herde::N,abere talde,கூட்டம்
165,Kuh::N,behi,பசு
166,Bulle::N,zezen,காளை
167,Pferd::N,zaldi,குதிரை
168,Schaf::N,ardi,செம்மறிஆடு
169,Schwein::N,urde,பன்றி
170,Schwein::N,txerri,பன்றி
171,Hund::N,txakur,நாய்
172,Katze::N,katu,பூனை
173,Bär::N,hartz,கரடி
174,Eichhörnchen::N,urtxintxa,அணில்
175,Elch::N,altze,கடம்பை
176,Fuchs::N,azeri,நரி
177,Hase::N,erbi,முயல்
178,Maus::N,sagu,எலி
179,Wolf::N,otso,ஓநாய்
180,Vogel::N,txori,பறவை
181,Vogel::N,hegazti,பறவை
182,Schwarm::N,aldra,தொகுதி
183,Huhn::N,oilo,கோழிக்குஞசு
184,Hahn::N,oilar,சேவல்
185,Gans::N,antzara,பெண் வாத்து
186,Adler::N,arrano,பருநது
187,Ente::N,ahate,வாத்து
188,Eule::N,hontza,ஆந்தை
189,Kranich::N,kurrilo,நாரை
190,Krähe::N,bele,காகம்
191,Kuckuck::N,kuku,குயில்
192,Schwan::N,beltxarga,அன்னம்
193,Fisch::N,arrain,மீன்
194,Barsch::N,perka,பேர்ச்
195,Hecht::N,lutxo,கோலாச்சி மீன்
196,Schlange[Tier]::N,suge,பாம்பு
197,Wurm::N,har,புழு
198,Spinne::N,armiarma,சிலந்தி
199,Ameise::N,inurri,எறும்பு
200,Laus::N,zorri,பேன்
201,Mücke::N,eltxo,கொசுவினப்பூச்சி
202,Fliege::N,euli,ஈ
203,Schmetterling::N,pinpirin,வண்ணத்துப்பூச்சி
204,Schmetterling::N,tximeleta,வண்ணத்துப்பூச்சி
205,Beere::N,baia,சதைப்பழம்
206,Apfel::N,sagar,ஆப்பிள பழம்
207,Pilz::N,onddo,காளான்
208,Pilz::N,perretxiko,காளான்
209,Zwiebel::N,tipula,வெங்காயம்
210,Saat::N,haziak,விதை
211,Korn::N,ale,தானியம்
212,Korn::N,pikor,தானியம்
213,Heu::N,belar ondu,வைக்கோல்
214,Schale::N,azal,தோல்
215,Grube::N,hobi,குழி
216,Falle::N,harrapagailu,பொறி
217,Schlinge::N,bilur,கண்ணி
218,Schlinge::N,xedera,கண்ணி
219,Spur::N,lorratz,சுவடு
220,Asche::N,errauts,சாம்பல்
221,Dreck::N,satsukeria,அழுக்கு
222,Eisen::N,burdina,இரும்பு
223,Gold::N,urre,தங்கம்
224,Gold::N,urregorri,தங்கம்
225,Silber::N,zilar,வெள்ளி
226,Silber::N,urrezuri,வெள்ளி
227,Kohle::N,ikatz,நிலக்கரி
228,Glas::N,beira,கண்ணாடி
229,Lehm::N,buztin,களிமண்
230,Sand::N,harea,மணல்
231,Sand::N,hondar,மணல்
232,Mensch::N,gizaki,மனிதர்கள்
233,Mann::N,gizon,மனிதன்
234,Frau::N,andere,பெண்
235,Frau::N,emakume,பெண்
236,Kind::N,haur,குழந்தை
237,Junge::N,mutil,பையன்
238,Mädchen::N,neska,சிறுமி
239,Familie::N,sendi,குடும்பம்
240,Familie::N,familia,குடும்பம்
241,Großvater::N,aitona,தாத்தா
242,Großvater::N,aitatxi,தாத்தா
243,Großmutter::N,amona,பாட்டி
244,Großmutter::N,amatxi,பாட்டி
245,Eltern::N,gurasoak,பெற்றோர்
246,Vater::N,aita,தந்தை
247,Mutter::N,ama,தாய்
248,Sohn::N,seme,மகன்
249,Tochter::N,alaba,மகள்
250,Bruder::N,neba,சகோதரன்
251,Bruder::N,anaia,சகோதரன்
252,Schwester::N,ahizpa,அக்கா
253,Onkel::N,osaba,தாய் மாமன்
254,Tante::N,izeba,அத்தை
255,Ehemann::N,senar,கணவன்
256,Ehefrau::N,emazte,மனைவி
257,Freude::N,poz,கொண்டாட்டம்
258,Freude::N,pozkari,கொண்டாட்டம்
259,Gelächter::N,barre,சிரிப்பு
260,Gelächter::N,karkara,சிரிப்பு
261,Glück::N,zori,மகிழ்ச்சி
262,Kummer::N,xangrin,துயரம்
263,Kummer::N,atsekabe,துயரம்
264,Wunsch::N,nahi,விருப்பம்
265,Wunsch::N,nahikunde,விருப்பம்
266,Lust::N,gogo,விருப்பம்
267,Geist::N,gogo,ஆன்மா
268,Gedanke::N,gogoeta,எண்ணம்
269,Gedächtnis::N,oroimen,ஞாபகம்
270,Gedächtnis::N,gogoramen,ஞாபகம்
271,Verstand::N,adimen,மனம்
272,Verstand::N,ulermen,மனம்
273,Sinn::N,zentzu,அர்த்தம்
274,Grund::N,zergati,காரணம்
275,Wahrheit::N,egia,உண்நை
276,Gespräch::N,hizketa,பெசு
277,Gespräch::N,elkarrizketa,பெசு
278,Märchen::N,ipuin,நம்பத்தகாத கதை
279,Erzählung::N,edesti,கதை
280,Erzählung::N,kontakizun,கதை
281,Nachricht::N,albiste,செய்தி
282,Neuigkeit::N,berri,செய்தி
283,Name::N,izen,பெயர்
284,Rätsel::N,asmakizun,புதிர்
285,Rede::N,hitzaldi,பேச்சு
286,Rede::N,mintzaldi,பேச்சு
287,Sprache::N,hizkuntza,மொழி
288,Stimme::N,ahots,குரல்
289,Wort::N,hitz,வார்த்தை
290,Zeichen::N,agerbide,குறி
291,Zeichen::N,agergarri,குறி
292,Ruf::N,dei,அழைப்பு
293,Lärm::N,zarata,சத்தம்
294,Lärm::N,harrabots,சத்தம்
295,Laut::N,hots,ஒலி
296,Ton::N,tonu,குரல்
297,Ton::N,soinu,குரல்
298,Lied::N,abesti,பாட்டு
299,Ruhe::N,nasaitasun,அமைதி
300,Leute::N,jende,மக்கள்
301,Volk::N,herri,மக்கள்
302,Volk::N,populu,மக்கள்
303,Arbeit::N,lan,வேலை
304,Gast::N,arrotz,விருந்தாளி
305,Gast::N,apopilo,விருந்தாளி
306,Geschenk::N,opari,பரிசுப் பொருள்
307,Spiel::N,jolas,விளையாட்டு
308,Gesellschaft::N,gizarte,சமுதாயம்
309,Hilfe::N,helpide,உதவி
310,Hilfe::N,laguntza,உதவி
311,Freund::N,lagun,நண்பன்
312,Kamerad::N,adiskide,உடனிருப்பவன்
313,Kamerad::N,lagunkide,உடனிருப்பவன்
314,Angelegenheit::N,afera,செய்தி
315,Anzahl::N,kopuru,எண்ணிக்கை
316,Art::N,mota,வகை
317,Stück::N,puska,துண்டம்
318,Teil::N,atal,பகுதி
319,Hälfte::N,erdi,பாதி
320,Kreis::N,biribilki,வட்டம்
321,Kreuz::N,gurutze,சிலுவை
322,Linie::N,linea,கோடு
323,Strich::N,marra,வாத நோய்
324,Abstand::N,tarte,இடைவெளி
325,Entfernung::N,urrunera,தூரம்
326,Gegend::N,alderdi,வட்டாரம்
327,Gegend::N,eskualde,வட்டாரம்
328,Platz::N,leku,வெற்றிடம்
329,Ort::N,toki,இடம்
330,Seite::N,albo,பக்கம்
331,Mitte::N,erdi,இடைப்பகுதி
332,Gegenstand::N,gauzaki,உருப்படி
333,Sache::N,gauza,பொருள்
334,Rand::N,ertz,தொங்கு
335,Kante::N,ertz,விளிம்பு
336,Ecke::N,kantoi,மூலை
337,Spitze::N,punta,முனை
338,Ende::N,buru,முடிவு
339,Ende::N,mutur,முடிவு
340,Loch::N,zulo,துளை
341,Winkel::N,zoko,கோணம்
342,Winkel::N,bazter,கோணம்
343,Muster::N,eredu,பாங்கு
344,Muster::N,marrazki,பாங்கு
345,Größe::N,kaizu,அளவு
346,Größe::N,tamaina,அளவு
347,Länge::N,luzera,நீளம்
348,Höhe::N,goiera,உயரம்
349,Höhe::N,garaiera,உயரம்
350,Gewicht::N,hazta,எடை
351,Menge::N,kopuru,தொகை
352,Haufen::N,pila,குவியல்
353,Haufen::N,mendoi,குவியல்
354,Reihe::N,ilara,வரிசை
355,Reihe::N,errenkada,வரிசை
356,Boot::N,potin,படகு
357,Boot::N,txalupa,படகு
358,Ruder::N,arraun,துடுப்பு
359,Schlitten::N,lera,சகடையிலா வண்டி
360,Schlitten::N,narra,சகடையிலா வண்டி
361,Ski::N,eski,பனிச் சறுக்கல்
362,Lagerfeuer::N,su,மூட்டம்
363,Last::N,zama,பாரம்
364,Last::N,karga,பாரம்
365,Gang::N,ibilera,நடை
366,Schritt::N,pauso,காலடி
367,Schritt::N,urrats,காலடி
368,Norden::N,ipar,வடக்கு
369,Norden::N,iparralde,வடக்கு
370,Süden::N,hego,தெற்கு
371,Süden::N,hegoalde,தெற்கு
372,Westen::N,sartalde,மேற்கு திசை
373,Westen::N,mendebalde,மேற்கு திசை
374,Osten::N,ekialde,கிழக்கு
375,Osten::N,sortalde,கிழக்கு
376,Holz::N,zur,மரக்கட்டை
377,Brett::N,ohol,பலகை
378,Platte::N,lauza,பலகம்
379,Stütze::N,irozgarri,அடைப்புகன்
380,Stütze::N,bermagailu,அடைப்புகன்
381,Stange::N,haga,கம்பம்
382,Stock::N,makila,குச்சி
383,Stab::N,makila,கம்பு
384,Rohr::N,hodi,குழாய்
385,Haus::N,etxe,வீடு
386,Heim::N,etxe,வீடு
387,Heim::N,etxaleku,வீடு
388,Ofen::N,berogailu,அடுப்பு
389,Fußboden::N,zoru,தரை
390,Tisch::N,mahai,மேசை
391,Stuhl::N,aulki,நாற்காலி
392,Wiege::N,kuma,தொட்டில்
393,Wiege::N,sehaska,தொட்டில்
394,Bett::N,ohe,படுக்கை
395,Bett::N,ohatze,படுக்கை
396,Regal::N,apalategi,அலமாரி
397,Kiste::N,kutxa,பெட்டி
398,Fenster::N,leiho,சாளரம்
399,Tür::N,ate,கதவு
400,Tor::N,atari,வாசற்கதவு
401,Zaun::N,hesi,வேலி
402,Dach::N,teilatu,கூரை
403,Leiter::N,zurubi,ஏணி
404,Besen::N,erratz,விளக்குமாறு
405,Spaten::N,burdinpala,மண்வெட்டி
406,Schaufel::N,pala,அடிதண்டா
407,Gabel::N,sardexka,முட்கரண்டி
408,Löffel::N,koilara,கரண்டி
409,Messer::N,aizto,கத்தி
410,Nagel::N,iltze,ஆணி
411,Netz::N,sare,வலை
412,Haken::N,mako,கொக்கி
413,Griff::N,eskutoki,கைப்பிடி
414,Schloss::N,sarraila,பூட்டு
415,Bild::N,irudi,படம்
416,Figur::N,figura,எண்ணிக்கை
417,Puppe::N,panpina,பொம்மை
418,Puppe::N,andrakila,பொம்மை
419,Beutel::N,zorro,பை
420,Bündel::N,azao,பொதி
421,Bündel::N,espal,பொதி
422,Tasche::N,poltsa,பை
423,Eimer::N,treska,வாளி
424,Deckel::N,tapa,உறை
425,Deckel::N,estalki,உறை
426,Geschirr::N,baxera,பாத்திரம்
427,Geschirr::N,ontziteria,பாத்திரம்
428,Sack::N,zaku,பை
429,Tasse::N,kikara,கிண்ணம்
430,Topf::N,ontzi,பானை
431,Topf::N,lapiko,பானை
432,Kessel::N,pazia,கெண்டி
433,Essen::N,janaldi,உணவருந்துதல்
434,Nahrung::N,jan,உணவு
435,Speise::N,jaki,உணவு வகை
436,Fleisch::N,okela,இறைச்சி
437,Fleisch::N,haragi,இறைச்சி
438,Getreide::N,labore,மக்காச்சோளம்
439,Brei::N,ahi,கஞ்சி
440,Brei::N,pure,கஞ்சி
441,Brot::N,ogi,ரொட்டி
442,Scheibe::N,xerra,துண்டு
443,Scheibe::N,pirripita,துண்டு
444,Fett::N,urin,கொழுப்பு
445,Fett::N,koipe,கொழுப்பு
446,Butter::N,gurin,வெண்ணெய்
447,Öl::N,olio,எண்ணெய்
448,Salz::N,gatz,உப்பு
449,Suppe::N,zopa,ரசம்
450,Suppe::N,salda,ரசம்
451,Honig::N,ezti,தேன்
452,Milch::N,esne,பால்
453,Tee::N,te,தெனீர்
454,Leder::N,larru,பதம் செய்யப்பட்ட தோல்
455,Wolle::N,artile,கம்பளி
456,Stoff::N,ehun,துணி
457,Nadel::N,orratz,ஊசி
458,Nadel::N,jostorratz,ஊசி
459,Faden::N,hari,நூல்
460,Knopf::N,botoi,பொத்தான்
461,Knoten::N,korapilo,முடிச்சு
462,Farbe::N,pintura,வண்ணக் குழம்பு
463,Kleidung::N,arropa,ஆடைகள்
464,Kleidung::N,jantziak,ஆடைகள்
465,Hemd::N,atorra,சட்டை
466,Hemd::N,alkandora,சட்டை
467,Kragen::N,idun,கழுத்துப் பட்டை
468,Ärmel::N,mahuka,சட்டைக்கை
469,Hose::N,prakak,கால்சட்டை
470,Hose::N,galtzak,கால்சட்டை
471,Gürtel::N,gerriko,பெல்ட்
472,Mütze::N,txano,தொப்பி
473,Mütze::N,txapel,தொப்பி
474,Schuh::N,oski,காலணி
475,Schuh::N,oinetako,காலணி
476,Stiefel::N,bota,காலணி
477,Ring::N,uztai,மோதிரம்
478,Band::N,zinta,நாடா
479,Band::N,xingola,நாடா
480,Kamm::N,orrazi,கீப்பு
481,Spiegel::N,mirail,ஆடி
482,Spiegel::N,mirail,கண்ணாடி
483,Riemen::N,uhal,வார்
484,Schnur::N,lokailu,கயிறு
485,Leine::N,lotura,தோல்வார்
486,Decke::N,burusi,போர்வை
487,Kissen::N,kuxin,தலையணை
488,Tuch::N,zapi,துணி
489,Tuch::N,oihal,துணி
490,Handtuch::N,eskuzapi,தண்டு
491,Handtuch::N,eskuoihal,தண்டு
492,Kraft::N,indar,நிர்பந்தம்
493,Stärke::N,indar,பலம்
494,Gesundheit::N,osasun,ஆரோக்கியம்
495,Krankheit::N,eritasun,நோய்
496,Krankheit::N,gaixotasun,நோய்
497,Schmerz::N,min,வலி
498,Wunde::N,zauri,காயம்
499,Fieber::N,sukar,காய்ச்சல்
500,Arznei::N,osagai,மருந்து
501,Arznei::N,sendagai,மருந்து
502,Brücke::N,zubi,பாலம்
503,Brunnen::N,putzu,கேணி
504,Weide::N,alha,மேய்ச்சல் நிலம்
505,Weide::N,bazkaleku,மேய்ச்சல் நிலம்
506,Pfad::N,zidor,நடை வழி
507,Pfad::N,bidexka,நடை வழி
508,Weg::N,bide,வழி
509,Straße::N,errepide,சாலை
510,Dorf::N,herri,கிராமம்
511,Stadt::N,hiri,நகரம்
512,Brief::N,gutun,கடிதம்
513,Brief::N,eskutitz,கடிதம்
514,Buch::N,liburu,புத்தகம்
515,Buchstabe::N,hizki,எழத்து
516,Zeitung::N,egunkari,செய்தித்தாள்
517,Leben::N,bizi,வாழ்க்கை
518,Leben::N,bizitza,வாழ்க்கை
519,Tod::N,herio,மரணம்
520,Tod::N,heriotza,மரணம்
521,Grab::N,hobi,சமாதி
522,Grab::N,hilobi,சமாதி
523,Kirche::N,eliza,தேவாலயம்
524,Sünde::N,hoben,பாவம்
525,Sünde::N,bekatu,பாவம்
526,Gott::N,jainko,கடவுள்
527,Arbeiter::N,langile,தொழிலாளி
528,Arbeiter::N,behargin,தொழிலாளி
529,Chef::N,nagusi,மேலாளர்
530,Meister::N,maisu,தலைவன்
531,Arzt::N,osagile,மருத்துவர்
532,Arzt::N,sendagile,மருத்துவர்
533,Lehrer::N,irakasle,ஆசிரியர்
534,Geld::N,diru,பணம்
535,Geschäft::N,negozio,வாணிபம்
536,Laden::N,denda,கடை
537,Laden::N,saltegi,கடை
538,Preis::N,prezio,விலை
539,Preis::N,salneurri,விலை
540,Ware::N,salgai,சாமன்கள்
541,Nutzen::N,onura,இலாபம்
542,Nutzen::N,probetxu,இலாபம்
543,Reichtum::N,aberastasun,சொத்து
544,Welt::N,ludi,உலகம்
545,Welt::N,mundu,உலகம்
546,Land::N,herrialde,நாடு
547,Staat::N,estatu,நாடு
548,König::N,errege,அரசன்
549,Macht::N,botere,அதிகாரம்
550,Grenze::N,muga,எல்லை
551,Krieg::N,guda,போர்
552,Feind::N,etsai,எதிரி
553,Feind::N,arerio,எதிரி
554,Gewalt::N,bortxa,வன்முறை
555,Gewalt::N,bortizkeria,வன்முறை
556,Kampf::N,gudu,போராட்டம்
557,Kampf::N,auska,போராட்டம்
558,Bogen[Waffe]::N,arku,வில்
559,Pfeil::N,gezi,அம்பு
560,Gewehr::N,fusil,துப்பாக்கி
561,Fehler::N,huts,தவறு
562,Fehler::N,hutsegin,தவறு
563,Lüge::N,gezur,பொய்
564,Schaden::N,kalte,சேதாரம்
565,Unglück::N,zoritxar,இடையூறு
566,Unglück::N,zorigaitz,இடையூறு
567,Schuld::N,erru,குற்றம்
568,Alter::N,adin,வயது
569,Schluss::N,bukaera,முடிவு
570,Zeit::N,aldi,காலம்
571,Zeit::N,denbora,காலம்
572,Tag::N,egun,நாள்
573,Morgen::N,goiz,காலை நேரம்
574,Mittag::N,eguerdi,மதியம்
575,Abend::N,arrats,மாலைப் பொழுது
576,Nacht::N,gau,இரவு
577,Woche::N,aste,வாரம்
578,Monat::N,hil,மாதம்
579,Jahr::N,urte,வருடம்
580,Frühling::N,udalehen,வசந்தம்
581,Sommer::N,uda,கோடை
582,Herbst::N,udazken,இலையுதிர் காலம்
583,Herbst::N,neguantz,இலையுதிர் காலம்
584,Winter::N,negu,குளிர்காலம்
585,Januar::N,urtarril,ஜனவரி
586,Februar::N,otsail,பிபரவரி மாதம்
587,März::N,martxo,மார்ச் மாதம்
588,April::N,apiril,ஏப்ரல் மாதம்
589,Mai::N,maiatz,மே மாதம்
590,Juni::N,ekain,ஜூன் மாதம்
591,Juli::N,uztail,ஜூலை மாதம்
592,August::N,abuztu,ஆகஸ்ட் மாதம்
593,September::N,irail,செப்டம்பர் மாதம்
594,Oktober::N,urri,அக்டோபர் மாதம்
595,November::N,azaro,நவம்பர் மாதம்
596,Dezember::N,abendu,டிசம்பர்
597,Montag::N,astelehen,திங்கட் கிழமை
598,Dienstag::N,astearte,செவ்வாய்க்கிழமை
599,Mittwoch::N,asteazken,புதன் கிழமை
600,Donnerstag::N,ostegun,வியாழக் கிழமை
601,Freitag::N,ostiral,வெள்ளிக்கிழமை
602,Samstag::N,larunbat,சனிக்கிழமை
603,Sonntag::N,igande,ஞாயிறுக் கிழமை
604,groß::A,handi,பெரிய
605,klein::A,txiki,சிறிய
606,lang::A,luze,நீண்ட
607,kurz::A,labur,குட்டையான
608,breit::A,zabal,அகலமான
609,schmal::A,mehar,குறுகலான
610,dicht::A,sarri,அடர்த்தியான
611,dicht::A,trinko,அடர்த்தியான
612,dick[Gegenstand]::A,lodi,தடித்த
613,dünn::A,mehe,சன்னமான
614,fein::A,fin,மெல்லிய
615,fest::A,tinko,உறுதியாள
616,flach::A,lau,தட்டையான
617,flach::A,ordoki,தட்டையான
618,glatt::A,leun,வழுவழுப்பான
619,hart::A,gogor,கடினமான
620,weich::A,bigun,மென்மையான
621,weich::A,beratz,மென்மையான
622,rund::A,biribil,உருண்டையான
623,spitz::A,puntadun,திகந்தமாக
624,scharf::A,zorrotz,கூரான
625,stumpf::A,kamuts,உளம் திறந்த
626,schwer::A,astun,கனமான
627,schwer::A,pisutsu,கனமான
628,schön::A,eder,அழகான
629,heiß::A,bero,சூடான
630,heiß::A,oso bero,சூடான
631,warm::A,bero,இதமான
632,kalt::A,hotz,குளிர்ச்சியான
633,kühl::A,hotzil,குளிர்ச்சியான
634,frisch::A,fresko,சுத்தமான
635,frisch::A,hozkirri,சுத்தமான
636,feucht::A,heze,ஈரமான
637,nass::A,busti,ஈரமான
638,trocken::A,siku,உலர்ந்த
639,trocken::A,lehor,உலர்ந்த
640,voll::A,bete,நிரம்பிய
641,leer::A,huts,காலியான
642,offen::A,ireki,திறந்த
643,geschlossen::A,itxita,மூடப்பட்ட
644,sauber::A,xahu,சுத்தமான
645,sauber::A,garbi,சுத்தமான
646,schmutzig::A,lohi,அழக்கான
647,schmutzig::A,zikin,அழக்கான
648,roh::A,gordin,கச்சா
649,reif::A,umo,பழுத்த
650,reif::A,heldu,பழுத்த
651,lecker::A,goxo,சுவைமிக்க
652,süß::A,goxo,இனிப்பான
653,bitter::A,karmin,கசப்பான
654,bitter::A,garratz,கசப்பான
655,sauer::A,mingots,புளிப்பாக
656,hell::A,argi,பளபளப்பான
657,dunkel::A,ilun,கருமையான
658,schwarz::A,beltz,கருப்பு வண்ண
659,weiß::A,zuri,வெண்மையன
660,rot::A,gorri,சிவப்பு
661,gelb::A,hori,மஞ்சள் வண்ணம்
662,blau::A,urdin,நீல வண்ண
663,grün::A,berde,பச்சை வண்ண
664,grün::A,musker,பச்சை வண்ண
665,grau::A,urdin,சாம்பல் நிற
666,grau::A,urdinabar,சாம்பல் நிற
667,bunt::A,koloretsu,வண்ண மயமான
668,billig::A,merke,மலிவான
669,teuer::A,garesti,விலை அதிகமான
670,wertvoll::A,baliotsu,மதிப்புள்ள
671,blind::A,itsu,பார்வையற்ற
672,taub::A,gor,செவிடான
673,kräftig::A,kementsu,வலிமையான
674,stark::A,bizkor,பலமான
675,stark::A,indartsu,பலமான
676,schwach::A,ahul,பலவீனமான
677,schwach::A,indargabe,பலவீனமான
678,fett::A,gizen,பருமனாக
679,schlank::A,lerden,ஒல்லியான
680,hübsch::A,polit,அழகிய
681,böse::A,tzar,கேடு விளைவிக்கும்
682,böse::A,gaizto,கேடு விளைவிக்கும்
683,dumm::A,lelo,முட்டாள்தனமான
684,dumm::A,pello,முட்டாள்தனமான
685,faul::A,nagi,சோம்பலான
686,faul::A,alfer,சோம்பலான
687,fleißig::A,maratz,ஊக்கந்தளராத
688,fleißig::A,lanzale,ஊக்கந்தளராத
689,geizig::A,zeken,கஞேசத்தனமான
690,geizig::A,zikoitz,கஞேசத்தனமான
691,klug::A,zuhur,சாதுரியமான
692,geschickt::A,trebe,திறமையள்ள
693,geschickt::A,antzetsu,திறமையள்ள
