,Concept_ID,kv,fr
817,durch::PRP,пыр,à travers
818,neben::PRP,бокам,à côté de
819,neben::PRP,боксиным,à côté de
820,zwischen::PRP,коласас,entre
821,wegen::PRP,понда,à cause de
822,dies::PRN,эта,ceci
823,das::PRN,сiя,ce
824,das::PRN,сiя,cela
825,alles::PRN,быдӧс,tout
826,ich::PRN,ме,je
827,ich::PRN,ме,moi
828,du::PRN,тэ,tu
829,du::PRN,тэ,toi
830,er::PRN,сiя,il
831,er::PRN,сiя,lui
832,wir::PRN,мийӧ,nous
833,ihr::PRN,ті,vous
834,sie::PRN,нія,ils
835,sie::PRN,нія,elles
836,was::FPRN,мый,que
837,was::FPRN,мый,quoi
838,wer::FPRN,кин,qui
839,wo::FADV,кытӧн,où
840,wohin::FADV,кытчӧ,où
841,wie::FADV,дзик,comment
842,warum::FADV,мыля,pourquoi
843,warum::FADV,мыйсянь,pourquoi
844,wieviel::FNUM,мымда,combien
845,eins::NUM,ӧт,un
846,zwei::NUM,кык,deux
847,drei::NUM,куим,trois
848,vier::NUM,нёль,quatre
849,fünf::NUM,вит,cinq
850,sechs::NUM,квать,six
851,sieben::NUM,сизим,sept
852,acht::NUM,кыкьямыс,huit
853,neun::NUM,ӧкмыс,neuf
854,zehn::NUM,дас,dix
855,elf::NUM,дасотік,onze
856,zwölf::NUM,даскык,douze
857,zwanzig::NUM,кыкдас,vingt
858,dreißig::NUM,куимдас,trente
859,vierzig::NUM,нёльдас,quarante
860,fünfzig::NUM,витдас,cinquante
861,sechzig::NUM,кватьдас,soixante
862,siebzig::NUM,сизимдас,soixante-dix
863,achtzig::NUM,кыкьямысдас,quatre-vingt
864,neunzig::NUM,ӧкмысдас,quatre-vingt-dix
865,hundert::NUM,сто,cent
866,tausend::NUM,тысяча,mille
867,und::CNJ,и,et
868,und::CNJ,да,et
869,oder::CNJ,или,ou
870,stehen::V,сулавны,être debout
871,sitzen::V,пукавны,être assis
872,liegen::V,куйлыны,être couché
873,hängen::V,ӧшавны,pendre
874,werden::V,лоны,devenir
875,passieren::V,аркмыны,se passer
876,beginnen::V,петны,commencer
877,enden::V,-сь,finir
878,enden::V,-сь,se terminer
879,enden::V,бырны,finir
880,enden::V,бырны,se terminer
881,wechseln::V,вежсьыны,changer
882,wechseln::V,вежсьыны,alterner
883,aufgehen[Sonne]::V,петавны,se lever
884,untergehen[Sonne]::V,пуксьыны,se coucher
885,scheinen[Sonne]::V,югьявны,briller
886,donnern::V,гымавны,tonner
887,wehen::V,пӧлявны,souffler
888,strömen::V,киссьыны,affluer
889,fließen::V,визывтны,couler
890,sich drehen::V,бергавны,tourner
891,schwanken::V,кӧвьясьны,osciller
892,schwanken::V,кӧвьясьны,chanceler
893,schwingen::V,дюттясьны,vibrer
894,schwingen::V,дюттясьны,osciller
895,fallen::V,усьны,tomber
896,brennen::V,сотчыны,brûler
897,brennen::V,сотчыны,flamber
898,rauchen::V,тшынасьны,fumer
899,regnen::V,зэрны,pleuvoir
900,gefrieren::V,гегдыны,geler
901,tauen::V,сывны,dégeler
902,schmelzen::V,сывны,fondre
903,trocknen::V,косьмыны,sécher
904,sieden::V,пизьны,bouillir
905,faulen::V,нёльзьыны,pourrir
906,faulen::V,нёльзьыны,se putréfier
907,verfaulen::V,тӧрмыны,pourrir
908,verfaulen::V,сiсьмыны,pourrir
909,reißen::V,косясьны,rompre
910,reißen::V,косясьны,se déchirer
911,versinken::V,вӧйны,s'enfoncer
912,vergehen::V,мунны,passer
913,erscheinen::V,мыччисьны,apparaître
914,verschwinden::V,ӧшны,disparaître
915,sinken::V,ямны,descendre
916,sinken::V,ямны,s'abaisser
917,abnehmen::V,ямны,diminuer
918,zunehmen::V,паськавны,augmenter
919,steigen::V,лэбтiсьны,monter
920,wachsen::V,быдмыны,croître
921,glänzen::V,свиттявны,briller
922,funkeln::V,югйовтлыны,étinceler
923,funkeln::V,югйӧв-керны,étinceler
924,lärmen::V,чавзыны,faire du bruit
925,läuten::V,диньгыны,sonner
926,klingeln::V,силькӧтны,sonner
927,klirren::V,жольӧтны,cliqueter
928,brausen::V,гуасьны,mugir
929,rauschen::V,кышӧтны,bruire
930,klingen::V,горавны,sonner
931,bellen::V,увтны,aboyer
932,bellen::V,вувтны,aboyer
933,heulen::V,уннявны,hurler
934,blasen::V,пӧлявны,souffler
935,pfeifen::V,пиксыны,siffler
936,schreien::V,айзыны,crier
937,stöhnen::V,ойзыны,gémir
938,stöhnen::V,ружтыны,gémir
939,zittern::V,легьявны,trembler
940,leben::V,овны,vivre
941,geboren werden::V,шогмыны,naître
942,atmen::V,лолавны,respirer
943,trinken::V,юны,boire
944,essen::V,сёйны,manger
945,schlucken::V,ньылавны,avaler
946,müde werden::V,мыдзны,se lasser
947,müde werden::V,мыдзны,se fatiguer
948,einschlafen::V,ланьтны,s'endormir
949,schlafen::V,узьны,dormir
950,aufwachen::V,саймыны,se réveiller
951,aufwachen::V,пальмыны,se réveiller
952,aufstehen::V,сувтны,se lever
953,sich erholen::V,шоччисьлыны,se reposer
954,sich erholen::V,шоччисьлыны,se détendre
955,krank werden::V,моржитны,tomber malade
956,krank sein::V,шогавны,être malade
957,krank sein::V,визьӧтны,être malade
958,schmerzen::V,висьны,faire mal
959,husten::V,кашляйтны,tousser
960,genesen::V,бурдны,guérir
961,genesen::V,бурдны,se remettre
962,sterben::V,кувны,mourir
963,umkommen::V,вийсьыны,périr
964,sich bewegen::V,локны,bouger
965,sich bewegen::V,ветлӧтны,bouger
966,sich rühren::V,вӧрзьӧтчыны,broncher
967,sich erheben::V,сувтны,se lever
968,sich setzen::V,пуксьыны,s'asseoir
969,hinfallen::V,пӧрласьны,tomber
970,laufen::V,мунны,marcher
971,laufen::V,мунны,aller à pied
972,schreiten::V,тальччавны,marcher
973,spazierengehen::V,котрасьны,se promener
974,eilen::V,тэрмасьны,courir
975,sich beeilen::V,тэрмасьны,se hâter
976,sich beeilen::V,тэрмасьны,se dépêcher
977,sausen::V,вирдавны-котӧртны,filer
978,springen::V,чеччавны,sauter
979,klettern::V,кышасьны,grimper
980,schaukeln::V,чурликасьны,se balancer
981,kriechen::V,кыскасьны-мунны,ramper
982,schwimmen::V,вартчыны,nager
983,tauchen::V,сунгисьны ваӧ,plonger
984,rudern::V,сынны,ramer
985,fahren::V,мунны,aller
986,fahren::V,мунны,rouler
987,fliegen::V,лэбавны,voler
988,gehen::V,мунны,aller
989,weggehen::V,мунны,s'en aller
990,abfahren::V,иньдӧтчыны,partir
991,abfahren::V,мунны,partir
992,anhalten::V,сувтны,s'arrêter
993,hineingehen::V,пырны,entrer
994,eintreten::V,пырны,entrer
995,kommen::V,локны,venir
996,ankommen::V,локны,arriver
997,zurückkommen::V,бертны,revenir
998,zurückkommen::V,панӧвтсьыны,revenir
999,bleiben::V,кольччыны,rester
1000,bleiben::V,кольччыны,demeurer
1001,warten::V,видзчисьны,attendre
1002,erwarten::V,видзчисьны,attendre
1003,suchen::V,кошшыны,chercher
1004,finden::V,адззыны,trouver
1005,versuchen::V,пондыны,essayer
1006,versuchen::V,пондӧтны,essayer
1007,vorbereiten::V,лӧсьӧтны,préparer
1008,lieben::V,милуйтны,aimer
1009,mögen::V,радейтны,aimer
1010,mögen::V,радейтны,vouloir
1011,lachen::V,серавны,rire
1012,rühren::V,сьӧлӧм вӧрзьӧтны,toucher
1013,rühren::V,сьӧлӧм вӧрзьӧтны,attendrir
1014,weinen::V,горзыны,pleurer
1015,schimpfen::V,видчыны,gronder
1016,sich ärgern::V,лёкавны,se fâcher
1017,sich fürchten::V,повны,avoir peur
1018,fürchten::V,повны,craindre
1019,fürchten::V,повны,avoir peur de
1020,fliehen::V,пышшыны,fuir
1021,flüchten::V,пышшыны,s'enfuir
1022,sehen::V,адззыны,voir
1023,anschauen::V,видзӧтны,regarder
1024,ansehen::V,видзӧтны,regarder
1025,hören::V,кывны,entendre
1026,zuhören::V,кывзыны,écouter
1027,probieren::V,пешлыны,goûter
1028,riechen::V,дукавны,sentir
1029,fühlen::V,кывны,sentir
1030,scheinen::V,декуйтчыны,sembler
1031,scheinen::V,декуйтчыны,paraître
1032,zu sehen sein::V,тыдавны,se voir
1033,zu sehen sein::V,тыдавны,être visible
1034,vernehmen::V,тӧдмавны,entendre
1035,vernehmen::V,тӧдмавны,percevoir
1036,frieren::V,гегдыны,avoir froid
1037,tun::V,керны,faire
1038,können::V,вермыны,savoir
1039,können::V,вермыны,pouvoir
1040,wollen::V,мӧдны,vouloir
1041,anfangen::V,петны,commencer
1042,beenden::V,ештӧтны,finir
1043,beenden::V,ештӧтны,terminer
1044,beenden::V,керыштны,finir
1045,beenden::V,керыштны,terminer
1046,aufhören::V,дугдыны,cesser
1047,aufhören::V,дугдыны,arrêter
1048,gelingen::V,шогмыны,réussir
1049,geraten::V,мыччисьны,réussir
1050,öffnen::V,осьтны,ouvrir
1051,schließen::V,пӧднавны,fermer
1052,stellen::V,сувтӧтны,poser
1053,stellen::V,сувтӧтны,mettre
1054,setzen::V,пуксьӧтны,placer
1055,legen::V,пуктыны,placer
1056,berühren::V,вӧрзьӧтны,toucher
1057,verbinden::V,йитны,lier
1058,bedecken::V,вевттьыны,couvrir
1059,aufhängen::V,ӧшӧтны,accrocher
1060,anzünden::V,ӧзтыны,allumer
1061,aufheben::V,лэбтыны,ramasser
1062,zurücklassen::V,кольны,laisser
1063,verlieren::V,ӧштыны,perdre
1064,fallen lassen::V,уськӧтны,lâcher
1065,fallen lassen::V,уськӧтны,laisser tomber
1066,machen::V,керны,faire
1067,herstellen::V,вӧчны,produire
1068,herstellen::V,вӧчны,fabriquer
1069,bauen::V,строитны,bâtir
1070,bauen::V,строитны,construire
1071,reparieren::V,вочны,réparer
1072,verbessern::V,бурсьӧтны,améliorer
1073,ändern::V,вежны,changer
1074,ändern::V,вежны,modifier
1075,graben::V,гарйыны,creuser
1076,beugen::V,кусіньтны,plier
1077,beugen::V,кусіньтны,ployer
1078,biegen::V,чукыльтыштны,courber
1079,drehen::V,бергӧтны,tordre
1080,drehen::V,бергӧтны,tourner
1081,wenden::V,бергӧтны,retourner
1082,umdrehen::V,бергӧтны,tourner
1083,heben::V,лэбтыны,soulever
1084,hochheben::V,лэбтыны,lever
1085,ergreifen::V,кватитны,saisir
1086,ergreifen::V,кватитны,prendre
1087,halten::V,видзны,tenir
1088,drücken::V,личкыны,presser
1089,schieben::V,тойлавны,pousser
1090,kratzen::V,шаркӧтны,gratter
1091,kratzen::V,шаркӧтны,égratigner
1092,lecken::V,нювны,lécher
1093,beißen::V,йирны,mordre
1094,abreißen::V,орӧтны,arracher
1095,abschneiden::V,шӧрыштны,couper
1096,abschneiden::V,вундыштны,couper
1097,binden::V,гӧрдззыны,lier
1098,binden::V,гӧрдззыны,attacher
1099,stecken::V,мӧртны,enfoncer
1100,brechen::V,жугдыны,rompre
1101,klopfen::V,зукӧтны,frapper
1102,hauen::V,желльыны,frapper
1103,kleben::V,лякӧтны,coller
1104,reiben::V,зыртны,frotter
1105,streichen::V,мавтны,empâter
1106,schleifen::V,кыскыны,affiler
1107,schleifen::V,кыскыны,aiguiser
1108,schneiden::V,вундавны,couper
1109,schneiden::V,вундавны,trancher
1110,rütteln::V,шатлавны,cahoter
1111,schütteln::V,зыбӧтны,secouer
1112,schwenken::V,ӧвтны,agiter
1113,schwenken::V,макайтны,agiter
1114,schütten::V,кисьтны,verser
1115,füllen::V,тыртны,remplir
1116,füllen::V,тырсьӧтны,remplir
1117,einwickeln::V,тубны,envelopper
1118,tragen::V,новйӧтны,porter
1119,schleppen::V,кыскыны,traîner
1120,ziehen::V,кыскыны,tirer
1121,aufbewahren::V,видзны,garder
1122,aufbewahren::V,видзны,conserver
1123,werfen::V,шентывлыны,jeter
1124,werfen::V,шентывлыны,lancer
1125,fangen::V,кутны,attraper
1126,packen::V,кутасьны,agripper
1127,packen::V,кватитны,agripper
1128,verstecken::V,дзебны,cacher
1129,teilen::V,торйӧтны,diviser
1130,schicken::V,иньдыны,envoyer
1131,bringen::V,вайны,apporter
1132,hinzufügen::V,содтыны,ajouter
1133,bekommen::V,получитны,obtenir
1134,erhalten::V,получитны,recevoir
1135,nehmen::V,босьтны,prendre
1136,wählen::V,бӧрйыны,choisir
1137,auswählen::V,бӧрйыны,choisir
1138,auswählen::V,бӧрйыны,sélectionner
1139,bewahren::V,видзны,préserver
1140,behindern::V,падтыны,gêner
1141,verderben::V,изводавны,gâter
1142,verderben::V,изводавны,corrompre
1143,beschädigen::V,паздыны,endommager
1144,zerbrechen::V,паздыны,casser
1145,zerreißen::V,косявны,déchirer
1146,zerstören::V,паздыны,détruire
1147,verbrennen::V,сотны,brûler
1148,geben::V,сетны,donner
1149,reichen::V,сетны,tendre
1150,schenken::V,козьнавны,offrir
1151,versprechen::V,кӧсйыны,promettre
1152,wünschen::V,бурсьыны,souhaiter
1153,loben::V,ошкыны,louer
1154,küssen::V,окавны,embrasser
1155,wiegen::V,тюттьӧтны,bercer
1156,zudecken::V,вевттьыны,couvrir
1157,wecken::V,саймӧтны,éveiller
1158,wecken::V,саймӧтны,réveiller
1159,zeigen::V,мыччавны,montrer
1160,zeigen::V,мыччавны,faire voir
1161,führen::V,нуӧтны,guider
1162,lehren::V,велӧтны,apprendre
1163,unterrichten::V,велӧтны,instruire
1164,aufziehen::V,быдтыны,élever
1165,leiten::V,юравны,diriger
1166,leiten::V,юравны,conduire
1167,leiten::V,веськӧтлыны,diriger
1168,leiten::V,веськӧтлыны,conduire
1169,antreiben::V,тэрмӧтны,pousser
1170,lassen::V,-ӧтыны,faire
1171,einladen::V,корны,inviter
1172,vereinigen::V,ӧтувтны,unir
1173,vereinigen::V,ӧтувтны,réunir
1174,vereinigen::V,ӧтлаавны,unir
1175,vereinigen::V,ӧтлаавны,réunir
1176,besuchen::V,пыравлыны,visiter
1177,besuchen::V,пыравлыны,aller voir
1178,treffen::V,пантавны,rencontrer
1179,sich versammeln::V,ӧксьыны,s'assembler
1180,spielen::V,орсны,jouer
1181,singen::V,сьывны,chanter
1182,tanzen::V,йӧктыны,danser
1183,sich trennen::V,торьясьны,se séparer
1184,verlassen::V,кольны,quitter
1185,retten::V,мынтны,sauver
1186,bewachen::V,смекайтны,garder
1187,schützen::V,дорйыны,protéger
1188,verteidigen::V,дорйыны,défendre
1189,sich schlagen::V,тышкасьны,se taper
1190,schießen::V,лыйны,tirer
1191,siegen::V,вермыны,vaincre
1192,ärgern::V,лӧгӧтны,agacer
1193,schlagen::V,базнитны,battre
1194,schlagen::V,базнитны,frapper
1195,treten::V,чужьявны,botter
1196,treten::V,чужьявны,donner un coup de pied à
1197,stechen::V,бытшкыны,piquer
1198,stoßen::V,тапкыны,heurter
1199,stoßen::V,тойыштны,heurter
1200,stehlen::V,гусявны,voler
1201,stören::V,костіавны,gêner
1202,stören::V,костіавны,déranger
1203,belästigen::V,назыляйтны,molester
1204,belästigen::V,назыляйтны,importuner
1205,verbergen::V,дзебны,cacher
1206,verbergen::V,дзебны,dissimuler
1207,täuschen::V,бӧбӧтны,abuser
1208,täuschen::V,бӧбӧтны,tromper
1209,täuschen::V,пӧрьявны,abuser
1210,täuschen::V,пӧрьявны,tromper
1211,betrügen::V,муклачитны,duper
1212,betrügen::V,муклачитны,frauder
1213,töten::V,вийны,tuer
1214,wohnen::V,овны,habiter
1215,wohnen::V,овны,demeurer
1216,arbeiten::V,уджавны,travailler
1217,sammeln::V,ӧктыны,collectionner
1218,pflücken::V,судзлавны,cueillir
1219,jagen::V,вӧравны,chasser
1220,fischen::V,чериавны,pêcher
1221,fassen::V,кутны,capturer
1222,hüten::V,вердны,garder
1223,hüten::V,йирсьӧтны,garder
1224,treiben::V,вашӧтны,mener
1225,anbinden::V,кӧртавны,attacher
1226,füttern::V,вердны,faire manger
1227,melken::V,высьтыны,traire
1228,melken::V,чилькӧтны,traire
1229,hacken::V,керавны,fendre
1230,gießen::V,киськавны,arroser
1231,reifen::V,кисьмыны,mûrir
1232,zubereiten::V,лӧсьӧтны,préparer
1233,kochen::V,пуны,cuire
1234,backen::V,пӧжавны,cuire
1235,braten::V,жаритны,rôtir
1236,umrühren::V,соравны,remuer
1237,stricken::V,домавны,tricoter
1238,nähen::V,вурны,coudre
1239,färben::V,краситны,teindre
1240,reinigen::V,весӧтны,nettoyer
1241,waschen::V,пеславны,laver
1242,abwischen::V,чышкыны,essuyer
1243,spülen::V,гывьявны,rincer
1244,fegen::V,чышкыны,balayer
1245,kehren::V,чышкыны,balayer
1246,baden::V,купайтчыны ,se baigner
1247,sich waschen::V,миссьыны,se laver
1248,ausziehen::V,гыжтӧтны,ôter
1249,ausziehen::V,гыжтӧтны,enlever
1250,ausziehen::V,пӧрччавны,ôter
1251,ausziehen::V,пӧрччавны,enlever
1252,anziehen::V,пасьтавны,mettre
1253,sich anziehen::V,пасьтасьны,s'habiller
1254,kämmen::V,сынавны,peigner
1255,schmücken::V,баситны,orner
1256,schmücken::V,баситны,décorer
1257,sagen::V,висьтавны,dire
1258,sprechen::V,шуны,parler
1259,reden::V,баитны,parler
1260,sich unterhalten::V,сёрнитны,bavarder
1261,sich unterhalten::V,сёрнитны,s'entretenir
1262,fragen::V,юавны,demander
1263,bitten::V,корны,prier
1264,erzählen::V,висьтавны,raconter
1265,mitteilen::V,висьтавны,communiquer
1266,nennen::V,нимтны,nommer
1267,nennen::V,нимтны,appeler
1268,rufen::V,китсавны,appeler
1269,rufen::V,корны,appeler
1270,rufen::V,чукӧстны,appeler
1271,prahlen::V,ошшасьны,se vanter
1272,übersetzen::V,вуджӧтны,traduire
1273,denken::V,чайтны,penser
1274,glauben::V,веритны,croire
1275,bemerken::V,казявны,remarquer
1276,bemerken::V,казявны,apercevoir
1277,erkennen::V,тӧдсавны,reconnaître
1278,begreifen::V,вежӧртны,concevoir
1279,verstehen::V,кывны,entendre
1280,verstehen::V,кывны,comprendre
1281,lernen::V,велӧтчыны,apprendre
1282,wissen::V,тӧдны,savoir
1283,sich erinnern an::V,касьтывны,se souvenir de
1284,vergessen::V,вунӧтны,oublier
1285,messen::V,меряйтны,mesurer
1286,zählen::V,лыддьыны,compter
1287,rechnen::V,лыддьыны,calculer
1288,lesen::V,лыддьӧтны,lire
1289,zeichnen::V,гижмавны,dessiner
1290,schreiben::V,гижны,écrire
1291,besitzen::V,лоны,posséder
1292,kaufen::V,небны,acheter
1293,verkaufen::V,вузавны,vendre
1294,bezahlen::V,вештыны,payer
1295,zahlen::V,вештыны,payer
1296,ertragen::V,терпитны,tolérer
1297,ertragen::V,терпитны,supporter
1298,Insel::N,,île
1299,Menge::N,,quantité
1300,Gewalt::N,,violence
1301,Alter::N,,âge
1302,richtig::A,,juste
1303,richtig::A,,correct
1304,wahr::A,,vrai
1305,wahr::A,,véritable
1306,berühmt::A,,fameux
1307,berühmt::A,,célèbre
1308,allein::ADV,,seul
1309,rennen::V,,courir
1310,malen::V,,peindre
1311,beherrschen::V,,dominer
1312,beherrschen::V,,maîtriser
