,Concept_ID,tt,xal
582,November::N,ноябрь,үкр сар
583,Dezember::N,декабрь,бар сар
584,Montag::N,дүшәмбе,понедельник
585,Dienstag::N,сишәмбе,вторник
586,Mittwoch::N,чәршәмбе,среда
587,Mittwoch::N,чәршәмбе,үлмҗ өдр
588,Donnerstag::N,атнакич,четверг
589,Donnerstag::N,атнакич,пүрвә өдр
590,Donnerstag::N,пәнҗешәмбе,четверг
591,Donnerstag::N,пәнҗешәмбе,пүрвә өдр
592,Freitag::N,җомга,пятниц
593,Samstag::N,шимбә,суббот
594,Sonntag::N,якшәмбе,нарн өдр
595,Sonntag::N,якшәмбе,воскресень
596,groß::A,зур,ик
597,klein::A,кечкенә,бичкн
598,lang::A,озын,ут
599,kurz::A,кыска,оһтр
600,breit::A,киң,өргн
601,schmal::A,кысык,уутьхн
602,dicht::A,куе,нигт
603,dick[Gegenstand]::A,калын,зузан
604,dünn::A,нечкә,нимгн
605,fein::A,нәзакәтле,нәрхн
606,fest::A,нык,бат
607,flach::A,яссы,хавтха
608,flach::A,ялпак,хавтха
609,glatt::A,шома,тегш
610,glatt::A,шома,тиньгр
611,hart::A,каты,хату
612,weich::A,йомшак,җөөлн
613,weich::A,йомшак,җөөлкн
614,rund::A,түгәрәк,төгрг
615,spitz::A,очлы,шовһр
616,scharf::A,үткен,хурц
617,stumpf::A,үтмәс,мука
618,schwer::A,салмак,күнд
619,schön::A,гүзәл,сәәхн
620,heiß::A,эссе,халун
621,warm::A,җылы,дулан
622,kalt::A,суык,киитн
623,kalt::A,салкын,киитн
624,kühl::A,салкынча,серүн
625,frisch::A,салкынча,серүн
626,feucht::A,юеш,чиигтә
627,nass::A,дымлы,чиигтә
628,trocken::A,коры,хагсу
629,voll::A,тулы,дүүрң
630,leer::A,буш,сул
631,leer::A,буш,хоосн
632,offen::A,ачык,секәтә
633,geschlossen::A,йомык,хаалһата
634,sauber::A,пакь,цевр
635,sauber::A,чиста,цевр
636,schmutzig::A,керле,киртә
637,schmutzig::A,пычрак,киртә
638,roh::A,чи,түүкә
639,reif::A,өлгергән,болсн
640,lecker::A,тәмле,әмтәхн
641,süß::A,татлы,әмтәхн
642,bitter::A,ачы,һашун
643,bitter::A,ачы,һашута
644,sauer::A,әче,ишклң
645,hell::A,якты,герлтә
646,dunkel::A,кара,харңһу
647,schwarz::A,кара,хар
648,weiß::A,ак,цаһан
649,rot::A,кызыл,улан
650,gelb::A,сары,шар
651,blau::A,күк,көк
652,grün::A,яшел,көк
653,grau::A,соры,бор
654,bunt::A,чуар,алг
655,bunt::A,чуар,эрәтә
656,billig::A,арзан,кимд
657,teuer::A,хаклы,үнтә
658,wertvoll::A,кыйммәтле,үнтә
659,wertvoll::A,кыйммәтле,эрднь
660,blind::A,сукыр,сохр
661,blind::A,күзсез,сохр
662,taub::A,чукрак,дүлә
663,taub::A,саңгырау,дүлә
664,kräftig::A,егәрле,күчтә
665,stark::A,нык,чаңһ
666,stark::A,базык,чаңһ
667,schwach::A,зәгыйфь,күчн тату
668,fett::A,симез,тарһн
669,schlank::A,нәзек,эццн
670,hübsch::A,чибәр,көркхн
671,böse::A,усал,уурта
672,dumm::A,акылсыз,тенг
673,faul::A,ялкау,залху
674,faul::A,иренчәк,залху
675,fleißig::A,тырыш,кинән
676,fleißig::A,тырыш,кинмһә
677,fleißig::A,тырышучан,кинән
678,fleißig::A,тырышучан,кинмһә
679,geizig::A,саран,ховдг
680,klug::A,акыллы,ухата
681,geschickt::A,маһир,чадмг
682,lieb::A,сөекле,эңкр
683,lustig::A,күңелле,сергмҗтә
684,lustig::A,күңелле,җирһлтә
685,sanft::A,басынкы,номһн
686,hungrig::A,ач,өлн
687,hungrig::A,ач,харһнсн
688,krank::A,чирле,өвчтә
689,krank::A,чирле,шалтгта
690,krank::A,сырхау,өвчтә
691,krank::A,сырхау,шалтгта
692,nackt::A,шәрә,нүцкн
693,traurig::A,ямансу,һундлта
694,lebendig::A,тере,әмд
695,gut::A,яхшы,сән
696,schlecht::A,начар,му
697,richtig::A,дөрес,зөвтә
698,schlimm::A,әшәкә,җигшүртә
699,wahr::A,чып-чын,үнн
700,wahr::A,чып-чын,мөн
701,alt::A,иске,хуучн
702,neu::A,яңа,шин
703,ehemalig::A,элекке,хуучн
704,alt[Lebewesen]::A,карт,көгшн
705,jung::A,яшь,баһ
706,arm::A,фәкыйрь,угатя
707,reich::A,бай,байн
708,bekannt::A,таныш,таньл
709,bekannt::A,таныш,таньдг
710,berühmt::A,атаклы,туурсн
711,fremd::A,ят,күүнә
712,verschieden::A,төрле,әдл биш
713,verschieden::A,төрле,йилһәтә
714,nah::A,якын,өөрхн
715,fern::A,ерак,хол
716,linker::A,сул,зүн
717,rechter::A,уң,барун
718,anderer::A,бүтән,талдан
719,erster::A,беренче,негдгч
720,zweiter::A,икенче,хойрдгч
721,dritter::A,өченче,һурвдгч
722,letzter::A,ахыргы,отхн
723,allein::ADV,ялгыз,һанцарн
724,auf einmal::ADV,бердән,нег дәкҗ
725,zusammen::ADV,бергә,хамдан
726,lange::ADV,озак,удан
727,plötzlich::ADV,искәрмәстән,генткн
728,sofort::ADV,хәзер,дарунь
729,später::ADV,соңрак,сүүлд
730,jetzt::ADV,хәзер,ода
731,heute::ADV,бүген,эндр
732,morgen::ADV,иртәгә,маңһдур
733,bald::ADV,тиздән,дарунь
734,dann::ADV,аннары,дәкәд
735,gestern::ADV,кичә,өцклдүр
736,einst::ADV,берчак,нег саамд
737,damals::ADV,ул вакытта,тиигхд
738,damals::ADV,ул чакта,тиигхд
739,danach::ADV,да,тегәд
740,vorher::ADV,элек,урд
741,zuerst::ADV,башта,түрүләд
742,einmal::ADV,бер,нег дәкҗ
743,einmal::ADV,бер мәртәбә,нег дәкҗ
744,manchmal::ADV,кайчакта,зәрмдән
745,oft::ADV,еш,хара биш
746,oft::ADV,еш,хатяр биш
747,oft::ADV,еш,дару-дарунь
748,immer::ADV,һәркайчан,оньдинд
749,niemals::ADV,hичбер вакыт,кезә чмгн биш
750,hier::ADV,монда,энд
751,hier::ADV,монда,энүнд
752,hier::ADV,биредә,энд
753,hier::ADV,биредә,энүнд
754,hierhin::ADV,монда,нааран
755,von hier::ADV,моннан,эндәс
756,dort::ADV,анда,тенд
757,dorthin::ADV,тегеләй,тиигән
758,geradeaus::ADV,турыдан-туры,шуд
759,vorwärts::ADV,алга,уралан
760,rückwärts::ADV,кире,гедргән
761,zurück::ADV,кире,хәрү
762,unten::ADV,түбәндә,дор
763,hinab::ADV,аска,дор
764,hinab::ADV,аска,доракшан
765,oben::ADV,өстә,деер
766,oben::ADV,югарыда,деер
767,hinauf::ADV,өскә,өөдән
768,hinauf::ADV,өскә,деер
769,überall::ADV,hәркайда,альд болв чигн
770,nicht::ADV,түгел,эс
771,nicht::ADV,түгел,биш
772,nicht::ADV,түгел,бичә
773,ein wenig::ADV,бераз,баахн
774,ein wenig::ADV,бераз,баахнар
775,kaum::ADV,көчкә,әрә
776,sehr::ADV,бик,йир
777,so::ADV,алай,иигҗ
778,noch::ADV,янә,ода чигн
779,noch::ADV,тагын,ода чигн
780,nur::ADV,фәкать,һанцхн
781,schon::ADV,инде,одх
782,wieder::ADV,янә,бас
783,wieder::ADV,тагын,бас
784,vergebens::ADV,юкка,киидән
785,vor::PRP,алдыннан,урд
