,Concept_ID,tt,xal
0,Auge::N,күз,нүдн
1,Ohr::N,колак,чикн
2,Nase::N,борын,хамр
3,Mund::N,авыз,амн
4,Mund::N,тамак,амн
5,Zahn::N,теш,шүдн
6,Zunge::N,тел,келн
7,Lippe::N,ирен,урл
8,Wange::N,яңак,халх
9,Gesicht::N,йөз,нүр
10,Stirn::N,маңгай,маңна
11,Haar::N,чәч,үсн
12,Schnurrbart::N,мыек,сахл
13,Bart::N,сакал,сахл
14,Bart::N,сакал,өргнә сахл
15,Kinn::N,ияк,өргн
16,Kiefer[Anatomie]::N,казналык,өргн
17,Kehle::N,тамак,хол
18,Hals::N,бугаз,күзүн
19,Genick::N,җилкә,гиҗг
20,Kopf::N,баш,толһа
21,Rücken::N,сырт,нурһн
22,Bauch::N,корсак,гесн
23,Nabel::N,кендек,киисн
24,Busen::N,түш,көкн
25,Brust::N,имчәк,чееҗ
26,Brust::N,күкрәк,чееҗ
27,Schulter::N,иңбаш,ээм
28,Schulter::N,кулбаш,ээм
29,Arm::N,кул,һар
30,Ellenbogen::N,терсәк,тоха
31,Hand::N,кул,баһлцг
32,Handfläche::N,уч,альхн
33,Finger::N,бармак,хурһн
34,Finger::N,бармак,һарин хурһн
35,Fingernagel::N,тырнак,хумсн
36,Nagel[Anatomie]::N,тырнак,хумсн
37,Zeh::N,бармак,хурһн
38,Zeh::N,бармак,көлин хурһн
39,Fuß::N,табан,тавг
40,Ferse::N,үкчә,өскә
41,Knie::N,тез,өвдг
42,Oberschenkel::N,бот,һуй
43,Bein::N,аяк,көл
44,Körper::N,тән,махмуд
45,Körper::N,җисем,махмуд
46,Haut::N,тире,арсн
47,Blut::N,кан,цусн
48,Ader::N,тамыр,судцн
49,Sehne::N,сеңер,шүрүсн
50,Knochen::N,сөяк,ясн
51,Gehirn::N,ми,экн
52,Herz::N,йөрәк,зүркн
53,Magen::N,ашказаны,гесн
54,Leber::N,бавыр,элкн
55,Atem::N,сулыш,әмсхл
56,Hunger::N,ачлык,харһнлһн
57,Träne::N,яшь,нульмсн
58,Geschmack::N,тәм,амтн
59,Geschmack::N,зәвык,амтн
60,Geruch::N,ис,үнр
61,Schlaf::N,йокы,нөр
62,Traum::N,төш,зүүдн
63,Himmel::N,күк,теңгр
64,Sonne::N,кояш,нарн
65,Mond::N,ай,сар
66,Stern::N,йолдыз,одн
67,Luft::N,һава,аһар
68,Wind::N,җил,салькн
69,Welle::N,дулкын,дольган
70,Wasser::N,су,усн
71,Stein::N,таш,чолун
72,Boden::N,туфрак,Һазр
73,Erde::N,җир,Һазр
74,Staub::N,тузан,тоосн
75,Rauch::N,төтен,утан
76,Funke::N,очкын,очн
77,Feuer::N,ут,һал
78,Licht::N,якты,герл
79,Schatten::N,күләгә,сүүдр
80,Wetter::N,һава,теңгр
81,Nebel::N,томан,будн
82,Wolke::N,болыт,үүлн
83,Regen::N,яңгыр,хур
84,Schnee::N,кар,цасн
85,Eis::N,боз,мөсн
86,Frost::N,суык,киитн
87,Frost::N,салкын,киитн
88,Kälte::N,суык,киитн
89,Kälte::N,салкын,киитн
90,Hitze::N,эсселек,халун
91,Raureif::N,бәс,цаң
92,Raureif::N,бәс,кирү
93,Raureif::N,сыкы,цаң
94,Raureif::N,сыкы,кирү
95,Regenbogen::N,салават күпере,солңһ
96,Donner::N,күкрәү,оһтрһун дун
97,Strömung::N,агыш'агым,урсхл
98,Tropfen::N,тамчы,дусал
99,Schaum::N,күбек,көөсн
100,Schmutz::N,пычрак,кир
101,See::N,күл,нур
102,Sumpf::N,саз,унул
103,Moor::N,торфлык,улм
104,Wiese::N,болын,хадлһн
105,Wald::N,урман,ө-модн
106,Hügel::N,калку,толһа
107,Anhöhe::N,үр,хамр
108,Berg::N,тау,уул
109,Gipfel::N,оч,ора
110,Höhle::N,мәгарә,хадин көндә
111,Abhang::N,кабырга,ташу
112,Quelle::N,чишмә,булг
113,Bach::N,елга,һооҗур
114,Fluss::N,дәрья,һол
115,Ufer::N,су кырые,көвә
116,Küste::N,яр буе,көвә
117,Küste::N,яр буе,теңгсин көвә
118,Festland::N,коры җир,хүүрә һазр
119,Meer::N,диңгез,теңгс
120,Bucht::N,бухта,цекә
121,Bucht::N,бухта,теңгсин цекә
122,Bucht::N,култык,цекә
123,Bucht::N,култык,теңгсин цекә
124,Insel::N,атау,арл
125,Insel::N,утрау,арл
126,Blume::N,чәчкә,цецг
127,Gras::N,үлән,ноһан
128,Wurzel::N,тамыр,уңг
129,Baum::N,агач,модн
130,Stamm::N,кәүсә,шилв
131,Stamm::N,кәүсә,һол модн
132,Rinde::N,кабык,көрсн
133,Ast::N,ботак,ац
134,Zweig::N,ботак,ац
135,Zweig::N,тармак,ац
136,Blatt::N,яфрак,хамтхасн
137,Birke::N,каен,хусм модн
138,Kiefer[Baum]::N,нарат,шар харһа
139,Weide[Baum]::N,тал,удн
140,Tanne::N,чыршы,җөөлн цаһан модн
141,Horn::N,мөгез,өвр
142,Feder::N,йон,өрвлг
143,Fell::N,тире,арсн
144,Flügel::N,канат,җивр
145,Klaue::N,тырнак,хумсн
146,Kralle::N,тырнак,тавг
147,Schwanz::N,койрык,сүл
148,Ei::N,күкәй,өндгн
149,Ei::N,йомырка,өндгн
150,Nest::N,оя,үр
151,Bau::N,өн,нүкн
152,Tier::N,хайван,мал
153,Herde::N,көтү,сүрг мал
154,Kuh::N,сыер,үкр
155,Bulle::N,үгез,бух
156,Pferd::N,ат,мөрн
157,Schaf::N,сарык,хөн
158,Schwein::N,дуңгыз,һаха
159,Hund::N,эт,ноха
160,Katze::N,песи,мис
161,Bär::N,аю,аю
162,Eichhörnchen::N,тиен,кермн
163,Elch::N,поши,хандһа
164,Fuchs::N,төлке,арат
165,Hase::N,куян,туула
166,Maus::N,тычкан,хулһн
167,Wolf::N,бүре,чон
168,Vogel::N,кош,шовун
169,Schwarm::N,көтү,зел
170,Huhn::N,тавык,така
171,Hahn::N,әтәч,эр така
172,Gans::N,каз,һалун
173,Adler::N,каракош,һәрд
174,Ente::N,үрдәк,нуһсн
175,Eule::N,ябалак,һурвлһ
176,Kranich::N,торна,тоһрун
177,Krähe::N,карга,шаазһа
178,Kuckuck::N,күке,эргин хуцдг
179,Kuckuck::N,кәккүк,эргин хуцдг
180,Schwan::N,аккош,хун
181,Fisch::N,балык,заһсн
182,Barsch::N,алабуга,шүрг
183,Hecht::N,чуртан,цурх
184,Schlange[Tier]::N,елан,моһа
185,Wurm::N,корт,өтн
186,Spinne::N,үрмәкүч,аралҗн
187,Ameise::N,кырмыска,шорһлҗн
188,Laus::N,бет,бөөсн
189,Mücke::N,черки,бөкүн
190,Mücke::N,озынборын,бөкүн
191,Fliege::N,чебен,батхн
192,Schmetterling::N,күбәләк,эрвәкә
193,Beere::N,җиләк,бөөлҗрһн
194,Apfel::N,алма,альмн
195,Pilz::N,гөмбә,теңгрин ки
196,Zwiebel::N,суган,мәңгрснә толһа
197,Zwiebel::N,суганбаш,мәңгрснә толһа
198,Saat::N,орлык,буудян экн
199,Korn::N,иген,экн
200,Korn::N,орлык,экн
201,Heu::N,печән,өвсн
202,Schale::N,кабык,хальсн
203,Grube::N,баз,нүкн
204,Grube::N,чокыр,нүкн
205,Falle::N,тозак,урх
206,Falle::N,тозак,хавх
207,Falle::N,капкын,урх
208,Falle::N,капкын,хавх
209,Schlinge::N,элмәк,бүтү
210,Spur::N,эз,мөр
211,Asche::N,көл,үмсн
212,Dreck::N,пычрак,бальчг
213,Eisen::N,тимер,төмр
214,Gold::N,алтын,алтн
215,Silber::N,көмеш,мөңгн
216,Silber::N,көмеш,цаһан мөңгн
217,Kohle::N,күмер,нүүрсн
218,Glas::N,пыяла,шил
219,Lehm::N,балчык,шавр
220,Sand::N,ком,элсн
221,Mensch::N,адәм,күн
222,Mensch::N,адәм,күмн
223,Mensch::N,инсан,күн
224,Mensch::N,инсан,күмн
225,Mann::N,ир,эр
226,Frau::N,хатын,күүкд күн
227,Kind::N,бала,үрн
228,Junge::N,малай,көвүн
229,Mädchen::N,кыз,бичкн күүкн
230,Familie::N,гаилә,бүл
231,Großvater::N,бабай,өвк эцк
232,Großvater::N,бабай,наһц эцк
233,Großmutter::N,әби,эмг эк
234,Großmutter::N,әби,наһц эк
235,Eltern::N,ата-ана,эк эцк хойр
236,Vater::N,ата,эцк
237,Mutter::N,ана,эк
238,Sohn::N,ул,көвүн
239,Tochter::N,кыз,күүкн
240,Bruder::N,кардәш,дү көвүн
241,Schwester::N,апа,эгч
242,Schwester::N,апа,дү күүкн
243,Schwester::N,сеңел,эгч
244,Schwester::N,сеңел,дү күүкн
245,Onkel::N,дәдә,авһ
246,Onkel::N,дәдә,наһцх
247,Onkel::N,дәдәй,авһ
248,Onkel::N,дәдәй,наһцх
249,Tante::N,түти,наһц эгч
250,Tante::N,тәтәй,наһц эгч
251,Ehemann::N,ир,залу
252,Ehefrau::N,хатын,гергн
253,Freude::N,сөенеч,байр
254,Gelächter::N,көлү,инәдн
255,Gelächter::N,көлеш,инәдн
256,Glück::N,бәхет,җирһл
257,Glück::N,бәхет,сәәхн җирһл
258,Kummer::N,хәсрәт,зовлң
259,Wunsch::N,теләк,дурн
260,Lust::N,теләк,җилвтлһн
261,Lust::N,теләү,җилвтлһн
262,Geist::N,рух,зөрг
263,Gedanke::N,уй,ухан
264,Gedanke::N,фикер,ухан
265,Gedächtnis::N,хәтер,чееҗин тодлвр
266,Verstand::N,акыл,ухан
267,Sinn::N,мәгънә,учр-утх
268,Grund::N,сәбәп,учр
269,Grund::N,сәбәп,шалтан
270,Wahrheit::N,хак,үнн
271,Gespräch::N,әңгәмә,күүндвүр
272,Märchen::N,әкият,тууль
273,Erzählung::N,хикәя,келвр
274,Nachricht::N,хәбәр,медүллһн
275,Neuigkeit::N,яңалык,зәңг
276,Name::N,исем,нерн
277,Rätsel::N,табышмак,тәәлвртә тууль
278,Rede::N,нотык,келлһн
279,Sprache::N,тел,келн
280,Stimme::N,тавыш,дун
281,Wort::N,сүз,үг
282,Zeichen::N,ишарә,темдг
283,Ruf::N,дәшү,дуудлһн
284,Lärm::N,шау,шууган
285,Laut::N,аваз,ә
286,Ton::N,шалтырату,дун
287,Lied::N,җыр,дун
288,Ruhe::N,тынлык,амулң
289,Leute::N,халык,әмтн
290,Volk::N,халык,улс
291,Arbeit::N,эш,көдлмш
292,Arbeit::N,хезмәт,көдлмш
293,Gast::N,кунак,гиич
294,Geschenk::N,бүләк,белг
295,Spiel::N,уен,наадн
296,Gesellschaft::N,җәмгыять,олн
297,Hilfe::N,ярдәм,нөкд
298,Hilfe::N,булышлык,нөкд
299,Freund::N,дус,иньг
300,Kamerad::N,иптәш,үр
301,Angelegenheit::N,эш,керг
302,Anzahl::N,микъдар,то
303,Art::N,төр,зүүл
304,Stück::N,кисәк,хусг
305,Teil::N,өлеш,хүв
306,Hälfte::N,ярым,өрәл
307,Kreis::N,түгәрәк,төгрг
308,Kreuz::N,хач,кирс
309,Kreuz::N,тәре,кирс
310,Linie::N,сызык,зурасн
311,Strich::N,сызык,татасн
312,Abstand::N,ара,зә
313,Entfernung::N,ераклык,һазр
314,Gegend::N,урын,һазр
315,Platz::N,бушлык,зә
316,Ort::N,урын,бәәрн
317,Seite::N,як,тал
318,Seite::N,як,хаҗу
319,Seite::N,як,хәврһ
320,Mitte::N,урта,дунд
321,Gegenstand::N,нәрсә,юмн
322,Sache::N,нәрсә,юмн
323,Rand::N,чит,зах
324,Kante::N,кырый,ирмәг
325,Ecke::N,почмак,өнцг
326,Spitze::N,оч,үзүр
327,Ende::N,азак,үзүр
328,Loch::N,тишек,хаһрха
329,Winkel::N,почмак,булң
330,Muster::N,парча,намч
331,Größe::N,зурлык,кемҗән
332,Länge::N,озынлык,ут
333,Höhe::N,биеклек,өндр
334,Gewicht::N,авырлык,күнд
335,Gewicht::N,авырлык,чиңнүр
336,Menge::N,микъдар,ик
337,Haufen::N,өем,ова
338,Reihe::N,рәт,зерг
339,Reihe::N,рәт,зерглән
340,Boot::N,каек,оңһц
341,Boot::N,көймә,оңһц
342,Ruder::N,ишкәк,хәәв
343,Schlitten::N,чана,цан
344,Ski::N,чаңгы,лыҗ
345,Lagerfeuer::N,костёр,костёр
346,Last::N,йөк,күнд
347,Gang::N,йөреш,йовлһн
348,Schritt::N,адым,ишкм
349,Norden::N,төньяк,ар үзг
350,Süden::N,көньяк,өмн
351,Süden::N,көньяк,өмн үзг
352,Westen::N,көнбатыш,барун
353,Westen::N,көнбатыш,барун үзг
354,Osten::N,шәрык,зүн
355,Osten::N,шәрык,зүн үзг
356,Osten::N,көнчыгыш,зүн
357,Osten::N,көнчыгыш,зүн үзг
358,Holz::N,агач,модн
359,Brett::N,такта,харһа
360,Platte::N,плитә,хавтха чолун
361,Stütze::N,таяу,тулг
362,Stange::N,колга,уньн
363,Stock::N,таяк,модн
364,Stab::N,таяк,шуург
365,Rohr::N,торба,турва
366,Haus::N,өй,гер
367,Haus::N,йорт,гер
368,Heim::N,гаилә,гер-бул
369,Heim::N,нәсел,гер-бул
370,Ofen::N,мич,беш
371,Fußboden::N,идән,девскр
372,Tisch::N,өстәл,ширә
373,Stuhl::N,утыргыч,стул
374,Wiege::N,бишек,өлгә
375,Wiege::N,бишек,дүүҗң
376,Bett::N,ятак,орн
377,Bett::N,ятак,орндг
378,Bett::N,урын-җир,орн
379,Bett::N,урын-җир,орндг
380,Regal::N,киштә,таг
381,Regal::N,киштә,тәвц
382,Regal::N,шүрлек,таг
383,Regal::N,шүрлек,тәвц
384,Kiste::N,әрҗә,яршг
385,Fenster::N,тәрәзә,терз
386,Tür::N,ишек,үүдн
387,Tor::N,капка,үүдн
388,Tor::N,капка,өргн үүдн
389,Tor::N,капка,хашан үүдн
390,Zaun::N,койма,хаша
391,Dach::N,түбә,деевр
392,Leiter::N,баскыч,шат
393,Leiter::N,баскыч,давшур
394,Besen::N,себерке,сәвүр
395,Spaten::N,көрәк,күрз
396,Schaufel::N,көрәк,совг
397,Gabel::N,чәннечке,серә
398,Löffel::N,кашык,ухр
399,Messer::N,пычак,утх
400,Nagel::N,кадак,хадасн
401,Netz::N,челтәр,гөлм
402,Haken::N,ыргак,дегә
403,Griff::N,тотка,иш
404,Griff::N,тотка,бәрүл
405,Schloss::N,йозак,оньс
406,Bild::N,рәсем,зург
407,Bild::N,картина,зург
408,Figur::N,сын,фигур
409,Figur::N,фигура,фигур
410,Puppe::N,курчак,наадһа
411,Beutel::N,луза,мишг
412,Bündel::N,бәйләм,багла
413,Bündel::N,бәйләм,боодһа
414,Tasche::N,букча,сумк
415,Eimer::N,чиләк,суулһ
416,Deckel::N,капкач,бүркәсн
417,Geschirr::N,савыт-саба,сав
418,Geschirr::N,савыт-саба,сав-сарх
419,Geschirr::N,кашык-аяк,сав
420,Geschirr::N,кашык-аяк,сав-сарх
421,Sack::N,капчык,мишг
422,Tasse::N,чынаяк,ааһ
423,Topf::N,чүлмәк,кастрюль
424,Kessel::N,казан,хәәсн
425,Essen::N,ашау,зоогллһн
426,Nahrung::N,азык,теҗәл
427,Nahrung::N,тәгам,теҗәл
428,Nahrung::N,ашамлык,теҗәл
429,Speise::N,ризык,хот
430,Fleisch::N,ит,махн
431,Getreide::N,ашлык,хот болҗ эдлгддг цецгүдтә урһмл
432,Brei::N,ботка,хаш
433,Brot::N,ипи,өдмг
434,Brot::N,икмәк,өдмг
435,Scheibe::N,телем,зүсм
436,Fett::N,май,өөкн
437,Butter::N,май,тосн
438,Öl::N,май,тосн
439,Salz::N,тоз,давсн
440,Suppe::N,шулпа,шөлн
441,Honig::N,бал,бал
442,Milch::N,сөт,үсн
443,Tee::N,чәй,цә
444,Leder::N,күн,арсн
445,Wolle::N,йон,утцн
446,Wolle::N,йон,эд
447,Stoff::N,тукыма,эд
448,Nadel::N,энә,зүн
449,Faden::N,җеп,утцн
450,Knopf::N,төймә,товч
451,Knoten::N,төен,зәңгдә
452,Farbe::N,буяу,будг
453,Kleidung::N,кием,хувцн
454,Kleidung::N,кием,хувц-хунр
455,Hemd::N,күлмәк,киилг
456,Kragen::N,яка,зах
457,Ärmel::N,җиң,ханцн
458,Hose::N,чалбар,шалвур
459,Gürtel::N,билбау,бүс
460,Mütze::N,бүрек,махла
461,Schuh::N,башмак,башмгуд
462,Stiefel::N,итек,һосн
463,Ring::N,балдак,билцг
464,Band::N,тасма,лент
465,Kamm::N,тарак,сам
466,Spiegel::N,көзге,толь
467,Riemen::N,каеш,бүс
468,Schnur::N,бау,деесн
469,Leine::N,тезген,бурнтг
470,Leine::N,тезген,нохан көтлвр
471,Decke::N,юрган,көнҗл
472,Kissen::N,мендәр,дер
473,Tuch::N,яулык,альчур
474,Handtuch::N,сөлгә,полотенц
475,Handtuch::N,сөлгә,һар-нүүрин альчур
476,Kraft::N,егәр,күчн
477,Kraft::N,дәрман,күчн
478,Stärke::N,көч,чидл
479,Stärke::N,дәрман,чидл
480,Gesundheit::N,саулык,эрүл-менд
481,Krankheit::N,чир,өвчн
482,Krankheit::N,хаста,өвчн
483,Krankheit::N,сырхау,өвчн
484,Schmerz::N,авырту,өвдлһн
485,Wunde::N,яра,шав
486,Wunde::N,җәрәхәт,шав
487,Fieber::N,бизгәк,безг
488,Arznei::N,дару,эм
489,Brücke::N,күпер,тагт
490,Brunnen::N,кое,худг
491,Weide::N,утлавык,малын идг
492,Pfad::N,сукмак,цувг
493,Weg::N,юл,хаалһ
494,Straße::N,урам,зам
495,Dorf::N,авыл,хотн
496,Stadt::N,шәһәр,балһсн
497,Brief::N,хат,бичг
498,Buch::N,китап,дегтр
499,Buchstabe::N,хәреф,үзг
500,Zeitung::N,газет,газет
501,Zeitung::N,газета,газет
502,Leben::N,гомер,җирһл
503,Leben::N,тормыш,җирһл
504,Leben::N,тереклек,җирһл
505,Tod::N,үлем,үкл
506,Tod::N,үлем,өңгрлһн
507,Grab::N,гүр,оршалһна нүкн
508,Grab::N,кабер,оршалһна нүкн
509,Kirche::N,чиркәү,чонҗ
510,Sünde::N,язык,нүл
511,Sünde::N,язык,килнц
512,Sünde::N,гөнаһ,нүл
513,Sünde::N,гөнаһ,килнц
514,Gott::N,алла,бурхн
515,Gott::N,ходай,бурхн
516,Arbeiter::N,эшче,көдлмшч
517,Chef::N,башлык,толһач
518,Meister::N,оста,урн
519,Arzt::N,врач,эмч
520,Arzt::N,табиб,эмч
521,Lehrer::N,укытучы,багш
522,Lehrer::N,мөгаллим,багш
523,Geld::N,акча,мөңгн
524,Geschäft::N,эш,көдлмш
525,Laden::N,кибет,лавк
526,Laden::N,магазин,лавк
527,Preis::N,бәя,үн
528,Preis::N,бәһа,үн
529,Ware::N,товар,эд-тавр
530,Nutzen::N,файда,олз
531,Reichtum::N,байлык,зөөр
532,Welt::N,дөнья,орчлң
533,Welt::N,дөнья,делкә
534,Land::N,ил,орн-нутг
535,Staat::N,дәүләт,государств
536,König::N,патша,хан
537,Macht::N,хакимият,йосн
538,Grenze::N,чик,меҗә
539,Krieg::N,сугыш,дән
540,Feind::N,дошман,дәәсн
541,Gewalt::N,көчләү,күч һарһлһн
542,Kampf::N,көрәш,ноолдан
543,Kampf::N,көрәш,бәрлдлһн
544,Bogen[Waffe]::N,җәя,саадг
545,Pfeil::N,ук,сумн
546,Gewehr::N,мылтык,бу
547,Fehler::N,хата,алдг
548,Lüge::N,ялган,худл
549,Schaden::N,зыян,хорлт
550,Schaden::N,зарар,хорлт
551,Unglück::N,бәла,гүрм
552,Schuld::N,гаеп,гем
553,Schuld::N,гаеп,буру
554,Alter::N,яшь,насн
555,Schluss::N,ахыр,чилгч
556,Zeit::N,заман,цаг
557,Tag::N,көн,өдр
558,Morgen::N,иртә,өрүн
559,Mittag::N,өйлә,үд
560,Abend::N,кич,асхн
561,Nacht::N,төн,сө
562,Woche::N,атна,долан хонг
563,Monat::N,ай,сар
564,Jahr::N,ел,җил
565,Frühling::N,яз,хавр
566,Sommer::N,җәй,зун
567,Herbst::N,көз,намр
568,Winter::N,кыш,үвл
569,Januar::N,гыйнвар,январь
570,Februar::N,февраль,февраль
571,März::N,март,март
572,März::N,март,моһа сар
573,April::N,апрель,апрель
574,Mai::N,май,май
575,Juni::N,июнь,июнь
576,Juni::N,июнь,мөчн сар
577,Juli::N,июль,июль
578,August::N,август,август
579,September::N,сентябрь,һаха сар
580,Oktober::N,октябрь,октябрь
581,November::N,ноябрь,ноябрь
