,Concept_ID,ca,sq
832,zwischen::PRP,entre,midis
833,zwischen::PRP,entre,ndërmjet
834,wegen::PRP,a causa de,për
835,dies::PRN,aquest,ky
836,das::PRN,això,ky
837,alles::PRN,tot,gjithçka
838,ich::PRN,jo,unë
839,du::PRN,tu,ti
840,er::PRN,ell,ai
841,wir::PRN,nosaltres,ne
842,ihr::PRN,vosaltres,ju
843,sie::PRN,ells,ata
844,sie::PRN,elles,ata
845,was::FPRN,què,ç'
846,was::FPRN,què,çfarë
847,wer::FPRN,qui,kush
848,wo::FADV,on,ku
849,wohin::FADV,cap a on,për ku
850,wie::FADV,com,si
851,warum::FADV,per què,pse
852,warum::FADV,per què,përse
853,wieviel::FNUM,quant,sa
854,eins::NUM,u,një
855,zwei::NUM,dos,dy
856,drei::NUM,tres,tre
857,vier::NUM,quatre,katër
858,fünf::NUM,cinc,pesë
859,sechs::NUM,sis,gjashtë
860,sieben::NUM,set,shtatë
861,acht::NUM,vuit,tetë
862,neun::NUM,nou,nëntë
863,zehn::NUM,deu,dhjetë
864,elf::NUM,onze,njëmbëdhjetë
865,zwölf::NUM,dotze,dymbëdhjetë
866,zwanzig::NUM,vint,njëzet
867,dreißig::NUM,trenta,tridhjetë
868,vierzig::NUM,quaranta,dyzet
869,fünfzig::NUM,cinquanta,pesëdhjetë
870,sechzig::NUM,seixanta,gjashtëdhjetë
871,siebzig::NUM,setanta,shtatëdhjetë
872,achtzig::NUM,vuitanta,tetëdhjetë
873,neunzig::NUM,noranta,nëntëdhjetë
874,hundert::NUM,cent,qind
875,tausend::NUM,mil,mijë
876,und::CNJ,i,e
877,und::CNJ,i,dhe
878,oder::CNJ,o,a
879,oder::CNJ,o,apo
880,stehen::V,estar de peu,rri
881,sitzen::V,seure,rri
882,liegen::V,jeure,rri shtrirë
883,hängen::V,penjar,varem
884,werden::V,fer-se,bëhem
885,werden::V,posar-se,bëhem
886,passieren::V,succeir,ndodh
887,beginnen::V,iniciar-se,filloj
888,enden::V,acabar-se,përfundoj
889,enden::V,terminar-se,përfundoj
890,wechseln::V,canviar,ndërroj
891,aufgehen[Sonne]::V,sortir,hapem
892,untergehen[Sonne]::V,posar-se,hyj
893,untergehen[Sonne]::V,posar-se,perëndoj
894,scheinen[Sonne]::V,brillar,ndriçoj
895,donnern::V,tronar,gjëmoj
896,donnern::V,tronar,bubulloj
897,wehen::V,bufar,fryj
898,strömen::V,afluir,derdh
899,fließen::V,fluir,rrjedh
900,sich drehen::V,girar,rrotullohem
901,schwanken::V,vacil·lar,dyzoj
902,schwingen::V,oscil·lar,dridhem
903,fallen::V,caure,bie
904,fallen::V,tombar,bie
905,brennen::V,cremar,digjem
906,rauchen::V,fumejar,nxjerr tym
907,regnen::V,ploure,bie shi
908,gefrieren::V,gelar-se,ngrij
909,tauen::V,fondre's,shkrij
910,schmelzen::V,fondre's,shkrij
911,trocknen::V,assecar-se,thaj
912,sieden::V,bullir,ziej
913,faulen::V,podrir-se,kalbem
914,faulen::V,podrir-se,prishem
915,verfaulen::V,podrir-se,kalbem
916,reißen::V,trencar-se,grisem
917,reißen::V,trencar-se,shqyhem
918,versinken::V,enfonsar-se,humboj
919,vergehen::V,passar,kaloj
920,erscheinen::V,aparèixer,dukem
921,verschwinden::V,desaparèixer,zhdukem
922,sinken::V,baixar,ulem
923,sinken::V,descendir,ulem
924,abnehmen::V,decréixer,pakësohem
925,abnehmen::V,decréixer,zvogëlohem
926,zunehmen::V,augmentar,shtohem
927,steigen::V,pujar,rritem
928,wachsen::V,créixer,rritem
929,glänzen::V,brillar,vezulloj
930,glänzen::V,resplendir,vezulloj
931,funkeln::V,espurnejar,xixoj
932,funkeln::V,espurnejar,xixëlloj
933,lärmen::V,fer soroll,oshtij
934,lärmen::V,fer soroll,zhurmoj
935,läuten::V,sonar,bie
936,klingeln::V,trucar,i bie ziles
937,klirren::V,dringar,kërcëlloj
938,brausen::V,rugir,gjëmoj
939,rauschen::V,murmurar,fëshfërij
940,klingen::V,sonar,tingëlloj
941,bellen::V,lladrar,leh
942,heulen::V,udolar,ulërij
943,blasen::V,bufar,fryj
944,pfeifen::V,xiular,fishkëllej
945,schreien::V,cridar,bërtas
946,stöhnen::V,gemegar,rënkoj
947,zittern::V,tremolar,trembem
948,leben::V,vīure,rroj
949,leben::V,vīure,jetoj
950,geboren werden::V,néixer,lind
951,atmen::V,respirar,marr frymë
952,trinken::V,beure,pi
953,essen::V,menjar,ha
954,schlucken::V,empassar-se,gëlltis
955,schlucken::V,empassar-se,kapërdij
956,müde werden::V,cansar-se,lodhem
957,einschlafen::V,adormir-se,bie të fle
958,schlafen::V,dormir,fle
959,aufwachen::V,despertar-se,zgjohem
960,aufstehen::V,llevar-se,çohem
961,aufstehen::V,llevar-se,ngrihem
962,sich erholen::V,descansar,qetësohem
963,sich erholen::V,descansar,shtendosem
964,krank werden::V,posar-se malalt,bie i sëmurë
965,krank sein::V,estar malalt,jam i sëmurë
966,schmerzen::V,doldre,dhemb
967,husten::V,tossir,kollitem
968,genesen::V,recuperar-se,shërohem
969,sterben::V,morir,vdes
970,umkommen::V,perir,vdes
971,umkommen::V,perir,mbaroj
972,sich bewegen::V,moure's,shkundem
973,sich rühren::V,moure's,lëviz
974,sich erheben::V,aixecar-se,ngrihem
975,sich setzen::V,asseure's,ulem
976,hinfallen::V,caure's,gremisem
977,laufen::V,caminar,eci
978,schreiten::V,procedir,çapem
979,spazierengehen::V,passejar,shëtis
980,eilen::V,anar corrent,ngas
981,sich beeilen::V,afanyar-se,nxitoj
982,sausen::V,córrer,eci shpejt
983,rennen::V,córrer,vrapoj
984,springen::V,saltar,kërcej
985,klettern::V,escalar,hipi
986,schaukeln::V,gronxar-se,kolovitem
987,schaukeln::V,balancejar-se,kolovitem
988,kriechen::V,reptar,zvarritem
989,kriechen::V,arrossegar-se,zvarritem
990,schwimmen::V,nadar,notoj
991,tauchen::V,bussejar,zhytem
992,tauchen::V,submergir-se,zhytem
993,rudern::V,remar,vozis
994,fahren::V,anar,shkoj
995,fliegen::V,volar,fluturoj
996,gehen::V,caminar,eci
997,gehen::V,caminar,shkoj
998,weggehen::V,anar-se'n,vete
999,abfahren::V,partir,nisem
1000,anhalten::V,aturar-se,ndalem
1001,hineingehen::V,entrar,futem
1002,eintreten::V,entrar,hyj
1003,kommen::V,venir,vij
1004,ankommen::V,arribar,arrij
1005,ankommen::V,arribar,mbërrij
1006,zurückkommen::V,tornar,kthehem
1007,bleiben::V,quedar-se,mbetem
1008,bleiben::V,quedar-se,qëndroj
1009,warten::V,esperar,pres
1010,erwarten::V,esperar,pres
1011,suchen::V,buscar,kërkoj
1012,finden::V,trobar,gjej
1013,versuchen::V,intentar,mundohem
1014,vorbereiten::V,preparar,përgatis
1015,lieben::V,estimar,dashuroj
1016,mögen::V,agradar a,dua
1017,lachen::V,riure,qesh
1018,rühren::V,commoure,mallëngjej
1019,rühren::V,emocionar,mallëngjej
1020,weinen::V,plorar,qaj
1021,schimpfen::V,renyar,shaj
1022,sich ärgern::V,enfadar-se,bëhem verem
1023,sich fürchten::V,tenir por,kam frikë
1024,sich fürchten::V,tenir por,frikësohem
1025,fürchten::V,témer,kam frikë nga
1026,fliehen::V,fugir,arratisem
1027,flüchten::V,refugiar-se,iki
1028,sehen::V,veure,shoh
1029,anschauen::V,mirar,shikoj
1030,ansehen::V,mirar,shikoj
1031,hören::V,oir,dëgjoj
1032,zuhören::V,escoltar,veshtoj
1033,probieren::V,provar,provoj
1034,riechen::V,olorar,nuhas
1035,fühlen::V,sentīr,ndiej
1036,scheinen::V,semblar,ndriçoj
1037,zu sehen sein::V,poder-se veure,dukem
1038,vernehmen::V,percebre,dëgjoj
1039,frieren::V,tenir fred,mërdhij
1040,tun::V,fer,bëj
1041,können::V,poder,mund
1042,wollen::V,voler,dua
1043,wollen::V,voler,dëshiroj
1044,anfangen::V,iniciar,filloj
1045,beenden::V,acabar,kryej
1046,beenden::V,acabar,mbaroj
1047,aufhören::V,deixar,pushoj
1048,gelingen::V,sortir bé,më shkon mbarë
1049,geraten::V,sortir,del
1050,öffnen::V,obrir,hap
1051,schließen::V,tancar,mbyll
1052,stellen::V,posar,vë
1053,stellen::V,col·locar,vë
1054,setzen::V,assentar,vë
1055,legen::V,posar,vë
1056,berühren::V,tocar,rrok
1057,verbinden::V,unir,bashkoj
1058,verbinden::V,connectar,bashkoj
1059,bedecken::V,tapar,mbuloj
1060,bedecken::V,cobrir,mbuloj
1061,aufhängen::V,penjar,var
1062,anzünden::V,encendre,ndez
1063,aufheben::V,aixecar,ngre
1064,zurücklassen::V,deixar,lë pas
1065,verlieren::V,pērdre,humb
1066,fallen lassen::V,deixar caure,lëshoj
1067,machen::V,fer,bëj
1068,herstellen::V,producir,prodhoj
1069,bauen::V,construir,ndërtoj
1070,reparieren::V,reparar,ndreq
1071,reparieren::V,reparar,meremetoj
1072,verbessern::V,millorar,përmirësoj
1073,ändern::V,canviar,ndërroj
1074,graben::V,cavar,gërmoj
1075,beugen::V,doblegar,kërrus
1076,biegen::V,corbar,përkul
1077,biegen::V,arquejar,përkul
1078,drehen::V,girar,dredh
1079,drehen::V,girar,rrotulloj
1080,wenden::V,girar,kthej
1081,umdrehen::V,voltar,kthej
1082,heben::V,pujar,ngre
1083,heben::V,aixecar,ngre
1084,hochheben::V,aixecar,ngre
1085,ergreifen::V,agafar,rrëmbej
1086,halten::V,mantenir,mbaj
1087,drücken::V,prémer,shtyp
1088,drücken::V,estrènyer,shtyp
1089,schieben::V,empènyer,shtyj
1090,kratzen::V,raspar,kruaj
1091,kratzen::V,raspar,gërvisht
1092,lecken::V,llepar,lëpij
1093,beißen::V,mossegar,kafshoj
1094,abreißen::V,arrencar,shkëpus
1095,abschneiden::V,tallar,cungoj
1096,binden::V,lligar,lidh
1097,stecken::V,ficar,fus
1098,stecken::V,ficar,ngul
1099,brechen::V,trencar,thyej
1100,klopfen::V,trucar,trokas
1101,hauen::V,picar,godas
1102,hauen::V,colpejar,godas
1103,kleben::V,enganxar,ngjis
1104,reiben::V,fregar,fërkoj
1105,streichen::V,untar,lyej
1106,schleifen::V,afilar,mpreh
1107,schleifen::V,esmolar,mpreh
1108,schneiden::V,tallar,pres
1109,rütteln::V,sacsejar,shkund
1110,schütteln::V,agitar,lëkund
1111,schütteln::V,sacsejar,lëkund
1112,schwenken::V,agitar,valëvit
1113,schütten::V,abocar,mbush
1114,füllen::V,omplir,mbush
1115,einwickeln::V,embolicar,mbështjell
1116,tragen::V,dur,mbaj
1117,tragen::V,dur,mbart
1118,tragen::V,portar,mbaj
1119,tragen::V,portar,mbart
1120,schleppen::V,arrossegar,heq
1121,schleppen::V,arrossegar,zhgërryej
1122,ziehen::V,tirar,tërheq
1123,ziehen::V,estirar,tërheq
1124,aufbewahren::V,conservar,ruaj
1125,werfen::V,llançar,hedh
1126,fangen::V,agafar,kap
1127,fangen::V,atrapar,kap
1128,packen::V,engrapar,rrëmbej
1129,verstecken::V,amagar,fsheh
1130,teilen::V,dividir,ndaj
1131,schicken::V,enviar,dërgoj
1132,bringen::V,portar,sjell
1133,hinzufügen::V,afegir,shtoj
1134,bekommen::V,obtenir,kap
1135,erhalten::V,rebre,marr
1136,nehmen::V,prendre,marr
1137,wählen::V,triar,zgjedh
1138,wählen::V,elegir,zgjedh
1139,auswählen::V,escollir,përzgjedh
1140,auswählen::V,seleccionar,përzgjedh
1141,bewahren::V,conservar,ruaj
1142,behindern::V,impedir,pengoj
1143,behindern::V,obstaculitzar,pengoj
1144,verderben::V,espatllar,prish
1145,beschädigen::V,danyar,dëmtoj
1146,beschädigen::V,destrossar,dëmtoj
1147,zerbrechen::V,trencar,thyej
1148,zerreißen::V,estripar,çjerr
1149,zerreißen::V,estripar,zheloj
1150,zerstören::V,destruir,prish
1151,zerstören::V,destruir,shkatërroj
1152,verbrennen::V,cremar,djeg
1153,geben::V,donar,jap
1154,reichen::V,passar,jap
1155,schenken::V,regalar,fal
1156,schenken::V,regalar,dhuroj
1157,versprechen::V,prometre,premtoj
1158,wünschen::V,desitjar,uroj
1159,loben::V,elogiar,lëvdoj
1160,loben::V,elogiar,lavdëroj
1161,küssen::V,fer un petó a,puth
1162,wiegen::V,bressolar,tund
1163,zudecken::V,tapar,mbuloj
1164,zudecken::V,cobrir,mbuloj
1165,wecken::V,despertar,zgjoj
1166,zeigen::V,mostrar,dëftej
1167,zeigen::V,ensenyar,dëftej
1168,führen::V,guiar,çoj
1169,führen::V,conduir,çoj
1170,lehren::V,ensenyar,arsej
1171,unterrichten::V,ensenyar,arsimoj
1172,aufziehen::V,criar,rris
1173,leiten::V,dirigir,udhëheq
1174,antreiben::V,impel·lir,nxis
1175,lassen::V,fer,detyroj
1176,einladen::V,invitar,ftoj
1177,einladen::V,convidar,ftoj
1178,vereinigen::V,unir,bashkoj
1179,besuchen::V,visitar,vizitoj
1180,besuchen::V,anar a veure,vizitoj
1181,treffen::V,trobar,ndesh
1182,sich versammeln::V,reunir-se,tubohem
1183,spielen::V,jugar,loz
1184,spielen::V,jugar,luaj
1185,singen::V,cantār,këndoj
1186,tanzen::V,ballar,kërcej
1187,tanzen::V,ballar,vallëzoj
1188,sich trennen::V,separar-se,ndahem
1189,verlassen::V,deixar,braktis
1190,verlassen::V,abandonar,braktis
1191,retten::V,salvar,shpëtoj
1192,bewachen::V,vigilar,ruaj
1193,schützen::V,protegir,ruaj
1194,schützen::V,protegir,mbroj
1195,verteidigen::V,defensar,mbroj
1196,sich schlagen::V,barallar-se,zihem
1197,schießen::V,tirar,shtie
1198,schießen::V,disparar,shtie
1199,siegen::V,vèncer,fitoj
1200,siegen::V,vèncer,ngadhënjej
1201,ärgern::V,enfadar,zemëroj
1202,schlagen::V,pegar,rrah
1203,schlagen::V,pegar,godas
1204,schlagen::V,colpejar,rrah
1205,schlagen::V,colpejar,godas
1206,treten::V,donar un cop de peu a,shtyj
1207,treten::V,donar un cop de peu a,shtyj më këmbë
1208,stechen::V,punxar,ther
1209,stechen::V,punxar,shpoj
1210,stechen::V,apunyalar,ther
1211,stechen::V,apunyalar,shpoj
1212,stoßen::V,empènyer,shtyj
1213,stehlen::V,robar,vjedh
1214,stören::V,molestar,pengoj
1215,belästigen::V,importunar,bezdis
1216,verbergen::V,amagar,fsheh
1217,verbergen::V,ocultar,fsheh
1218,täuschen::V,enganyar,mashtroj
1219,betrügen::V,estafar,kobis
1220,töten::V,matar,vras
1221,wohnen::V,vīure,banoj
1222,wohnen::V,habitar,banoj
1223,arbeiten::V,treballar,punoj
1224,arbeiten::V,treballar,vardoj
1225,sammeln::V,col·leccionar,mbledh
1226,sammeln::V,col·leccionar,grumbulloj
1227,pflücken::V,collir,vjel
1228,pflücken::V,collir,mbledh
1229,jagen::V,caçar,gjuaj
1230,fischen::V,pescar,peshkoj
1231,fischen::V,pescar,gjuaj peshk
1232,fassen::V,atrapar,zë
1233,hüten::V,pasturar,kullos
1234,treiben::V,arriar,vë përpara
1235,anbinden::V,lligar,lidh
1236,füttern::V,donar menjar a,grazhdoj
1237,melken::V,munyir,mjel
1238,hacken::V,picar,grij
1239,hacken::V,tallar,grij
1240,gießen::V,regar,ujis
1241,reifen::V,madurar,piqem
1242,zubereiten::V,preparar,gatuaj
1243,kochen::V,coure,ziej
1244,backen::V,coure al forn,pjek
1245,backen::V,coure al forn,furroj
1246,braten::V,rostir,fërgoj
1247,braten::V,rostir,tiganis
1248,umrühren::V,remenar,trazoj
1249,stricken::V,tricotar,thur
1250,stricken::V,fer punt de mitja,thur
1251,nähen::V,cosir,qep
1252,färben::V,tenyir,ngjyej
1253,färben::V,tenyir,bojatis
1254,reinigen::V,netejar,qëroj
1255,reinigen::V,netejar,pastroj
1256,waschen::V,rentār,laj
1257,waschen::V,rentār,finjos
1258,abwischen::V,eixugar,fshij
1259,spülen::V,esbandir,kulloj
1260,fegen::V,escombrar,fshij
1261,kehren::V,escombrar,fshij
1262,baden::V,banyar-se,lahem
1263,sich waschen::V,rentār-se,lahem
1264,ausziehen::V,treure's,heq
1265,ausziehen::V,treure's,zbath
1266,anziehen::V,posar-se,vesh
1267,anziehen::V,posar-se,mbath
1268,sich anziehen::V,vestir-se,vishem
1269,kämmen::V,pentinar,kreh
1270,schmücken::V,adornar,hijeshoj
1271,sagen::V,dir,them
1272,sprechen::V,parlar,flas
1273,reden::V,parlar,fjalos
1274,reden::V,parlar,fjalëtoj
1275,sich unterhalten::V,conversar,bisedoj
1276,fragen::V,preguntar,pyes
1277,bitten::V,demanar,lus
1278,bitten::V,demanar,lutem
1279,erzählen::V,contar,rrëfej
1280,erzählen::V,explicar,rrëfej
1281,mitteilen::V,comunicar,kumtoj
1282,nennen::V,nomenar,quaj
1283,rufen::V,cridar,thërras
1284,prahlen::V,lloar-se,mburrem
1285,prahlen::V,lloar-se,kapardisem
1286,prahlen::V,jactar-se,mburrem
1287,prahlen::V,jactar-se,kapardisem
1288,übersetzen::V,traduir,përkthej
1289,denken::V,pensar,mendoj
1290,glauben::V,creure,besoj
1291,bemerken::V,notar,vërej
1292,erkennen::V,reconèixer,njoh
1293,erkennen::V,reconèixer,shquaj
1294,begreifen::V,comprendre,marr vesh
1295,verstehen::V,entendre,marr vesh
1296,lernen::V,aprendre,mësoj
1297,wissen::V,saber,di
1298,sich erinnern an::V,recordar,kujtoj
1299,vergessen::V,oblidar,harroj
1300,messen::V,mesurar,mas
1301,zählen::V,comptar,njeh
1302,rechnen::V,calcular,llogaris
1303,lesen::V,llegir,lexoj
1304,lesen::V,llegir,këndoj
1305,malen::V,pintar,lyej
1306,zeichnen::V,dibuixar,vizatoj
1307,schreiben::V,escrīure,shkruaj
1308,besitzen::V,posseir,kam
1309,kaufen::V,comprar,blej
1310,verkaufen::V,vendre,shes
1311,bezahlen::V,pagar,paguaj
1312,zahlen::V,pagar per,paguaj
1313,beherrschen::V,dominar,zotëroj
1314,ertragen::V,aguantar,duroj
