,Concept_ID,sv,xal
820,eins::NUM,en,негн
821,eins::NUM,ett,негн
822,zwei::NUM,två,хойр
823,drei::NUM,tre,һурвн
824,vier::NUM,fyra,дөрвн
825,fünf::NUM,fem,тавн
826,sechs::NUM,sex,зурһан
827,sieben::NUM,sju,долан
828,acht::NUM,åtta,нәәмн
829,neun::NUM,nio,йисн
830,zehn::NUM,tio,арвн
831,elf::NUM,elva,арвн негн
832,zwölf::NUM,tolv,арвн хойр
833,zwanzig::NUM,tjugo,хөрн
834,dreißig::NUM,trettio,һучн
835,vierzig::NUM,fyrtio,дөчн
836,fünfzig::NUM,femtio,тәвн
837,sechzig::NUM,sextio,җирн
838,siebzig::NUM,sjuttio,далн
839,achtzig::NUM,åttio,найн
840,neunzig::NUM,nittio,йирн
841,hundert::NUM,hundra,зун
842,tausend::NUM,tusen,миңһн
843,und::CNJ,och,болн
844,oder::CNJ,eller,эс гиҗ
845,oder::CNJ,eller,эс гихлә
846,stehen::V,stå,зогсх
847,sitzen::V,sitta,суух
848,liegen::V,ligga,кевтх
849,hängen::V,hänga,өлгәтә бәәх
850,werden::V,bli,болх
851,passieren::V,ske,болх
852,passieren::V,hända,болх
853,beginnen::V,börja,эклх
854,enden::V,ända,төгсх
855,wechseln::V,växla,хүврх
856,aufgehen[Sonne]::V,gå upp,һарх
857,untergehen[Sonne]::V,gå ned,орх
858,untergehen[Sonne]::V,gå ned,сүүрлх
859,scheinen[Sonne]::V,skina,герлтх
860,donnern::V,dundra,күрҗңнх
861,wehen::V,blåsa,сальклх
862,strömen::V,forsa,һооҗх
863,strömen::V,strömma,һооҗх
864,fließen::V,flyta,урсх
865,sich drehen::V,snurra,эргх
866,schwanken::V,vackla,дәәвлх
867,schwingen::V,svinga,нәәхлх
868,fallen::V,falla,унх
869,fallen::V,falla,киисх
870,brennen::V,brinna,шатх
871,rauchen::V,ryka,ута һарһх
872,regnen::V,regna,орх
873,gefrieren::V,frysa,мөстх
874,tauen::V,töa,хәәлх
875,schmelzen::V,smälta,хәәлх
876,schmelzen::V,smälta,хәәлгдх
877,trocknen::V,torka,эврх
878,sieden::V,koka,буслх
879,sieden::V,sjuda,буслх
880,faulen::V,ruttna,үмкәрх
881,verfaulen::V,ruttna,илҗрх
882,reißen::V,brista,тасрх
883,versinken::V,sjunka,чивх
884,vergehen::V,förgå,болх
885,erscheinen::V,synas,һарх
886,erscheinen::V,visa sig,һарх
887,verschwinden::V,försvinna,уга болх
888,sinken::V,sjunka,татгдх
889,abnehmen::V,avta,хасгдх
890,abnehmen::V,minskas,хасгдх
891,zunehmen::V,tilltaga,өсх
892,steigen::V,stiga,немх
893,wachsen::V,växa,өсх
894,wachsen::V,växa,урһх
895,glänzen::V,glimma,гилвкх
896,funkeln::V,tindra,цәклх
897,funkeln::V,gnistra,цәклх
898,lärmen::V,bråka,шууглдх
899,lärmen::V,väsnas,шууглдх
900,läuten::V,ringa,хоңх
901,klingeln::V,ringa,җиңнулх
902,klirren::V,klirra,җиңнх
903,brausen::V,brusa,догшрхх
904,rauschen::V,susa,сарҗңнх
905,klingen::V,låta,ә һарх
906,klingen::V,klinga,ә һарх
907,bellen::V,skälla,хуцх
908,heulen::V,yla,уульх
909,heulen::V,tjuta,уульх
910,blasen::V,blåsa,үләх
911,pfeifen::V,vissla,ишкрх
912,schreien::V,skrika,хәәкрх
913,stöhnen::V,stöna,түңшх
914,zittern::V,darra,дагҗннх
915,zittern::V,skälva,дагҗннх
916,leben::V,leva,бәәх
917,geboren werden::V,födas,төрх
918,atmen::V,andas,әмсхлх
919,trinken::V,dricka,уух
920,essen::V,äta,идх
921,schlucken::V,svälja,зальгх
922,müde werden::V,tröttna,көшх
923,einschlafen::V,somna,унтх
924,schlafen::V,sova,нөөрсх
925,aufwachen::V,vakna,серх
926,aufstehen::V,stiga upp,босх
927,sich erholen::V,repa sig,амрх
928,sich erholen::V,hämta sig,амрх
929,krank werden::V,insjukna,гемтх
930,krank sein::V,vara sjuk,шалтглх
931,schmerzen::V,smärta,өвдх
932,schmerzen::V,göra ont,өвдх
933,husten::V,hosta,ханях
934,genesen::V,tillfriskna,эдгх
935,sterben::V,dö,үкх
936,sterben::V,dö,өңгрх
937,umkommen::V,omkomma,үкх
938,sich bewegen::V,röra sig,көдлх
939,sich bewegen::V,röra sig,көндрх
940,sich rühren::V,röra på sig,көндрх
941,sich erheben::V,resa sig,босх
942,sich setzen::V,sätta sig,суух
943,hinfallen::V,falla omkull,унх
944,hinfallen::V,falla omkull,киисх
945,laufen::V,löpa,йовх
946,schreiten::V,skrida,алхх
947,spazierengehen::V,promenera,сергҗ йовх
948,eilen::V,ila,шулудх
949,sich beeilen::V,skynda sig,адһх
950,sich beeilen::V,skynda sig,шамдх
951,sausen::V,susa,хурдлх
952,sausen::V,susa,йир_хурдар_гүүх
953,sausen::V,susa,йир_хурдар_йовх
954,rennen::V,löpa,гүүх
955,rennen::V,springa,гүүх
956,springen::V,hoppa,һәрәдх
957,klettern::V,klättra,давшх
958,schaukeln::V,gunga,дүүдңндх
959,kriechen::V,kräla,мөлкх
960,schwimmen::V,simma,усчх
961,tauchen::V,dyka,булхх
962,rudern::V,ro,хәәвдх
963,fahren::V,köra,йовх
964,fliegen::V,flyga,нисх
965,gehen::V,gå,йовх
966,weggehen::V,gå bort,йовх
967,weggehen::V,gå bort,одх
968,weggehen::V,gå bort,һарх
969,weggehen::V,gå bort,мөрлх
970,abfahren::V,resa,мордх
971,abfahren::V,avresa,мордх
972,anhalten::V,stanna,зогсх
973,hineingehen::V,gå in,орх
974,eintreten::V,träda in,орх
975,kommen::V,komma,ирх
976,ankommen::V,ankomma,ирх
977,zurückkommen::V,återkomma,орх
978,bleiben::V,bli,бәәх
979,bleiben::V,förbli,бәәх
980,warten::V,vänta,күләх
981,erwarten::V,vänta,күләх
982,suchen::V,leta,хәәх
983,finden::V,finna,олх
984,versuchen::V,försöka,седх
985,vorbereiten::V,förbereda,белдх
986,lieben::V,älska,дурлх
987,mögen::V,tycka om,таассгдх
988,lachen::V,skratta,инәх
989,rühren::V,röra,уйрах
990,weinen::V,gråta,уульх
991,schimpfen::V,skälla,харах
992,sich ärgern::V,förargas,уурлх
993,sich fürchten::V,vara rädd,әәх
994,fürchten::V,frukta,әәх
995,fürchten::V,frukta,сүрдх
996,fliehen::V,fly,зулх
997,fliehen::V,rymma,зулх
998,flüchten::V,fly,орһх
999,flüchten::V,fly,зулх
1000,sehen::V,se,үзх
1001,anschauen::V,se på,харх
1002,anschauen::V,betrakta,харх
1003,ansehen::V,åse,хәләх
1004,ansehen::V,åse,үзх
1005,hören::V,höra,соңсх
1006,zuhören::V,höra på,соңсх
1007,zuhören::V,lyssna till,соңсх
1008,probieren::V,smaka,амсх
1009,probieren::V,smaka på,амсх
1010,riechen::V,lukta,үнрчлх
1011,fühlen::V,känna,медх
1012,scheinen::V,verka,болҗ медгдх
1013,scheinen::V,verka,миниһәр болхла
1014,scheinen::V,verka,болад бәәх
1015,scheinen::V,tyckas,болҗ медгдх
1016,scheinen::V,tyckas,миниһәр болхла
1017,scheinen::V,tyckas,болад бәәх
1018,zu sehen sein::V,synas,үзгдх
1019,zu sehen sein::V,kunna ses,үзгдх
1020,vernehmen::V,få veta,соңсх
1021,vernehmen::V,förnimma,соңсх
1022,frieren::V,frysa,даарх
1023,tun::V,göra,кех
1024,können::V,kunna,чадх
1025,wollen::V,vilja,дурлх
1026,anfangen::V,börja,эклх
1027,beenden::V,avsluta,дуусх
1028,aufhören::V,sluta,уурх
1029,aufhören::V,upphöra,уурх
1030,gelingen::V,lyckas,бүтх
1031,gelingen::V,lyckas,күцәх
1032,geraten::V,bli,болх
1033,öffnen::V,öppna,секх
1034,schließen::V,låsa,хаах
1035,schließen::V,stänga,хаах
1036,stellen::V,ställa,тәвх
1037,setzen::V,sätta,суулһх
1038,legen::V,lägga,тәвх
1039,berühren::V,beröra,көндәх
1040,verbinden::V,förbinda,боох
1041,bedecken::V,täcka,хучх
1042,bedecken::V,täcka,бүркх
1043,bedecken::V,betäcka,хучх
1044,bedecken::V,betäcka,бүркх
1045,aufhängen::V,hänga,өлгх
1046,aufhängen::V,hänga upp,өлгх
1047,anzünden::V,tända,асах
1048,anzünden::V,tända,шатах
1049,anzünden::V,antända,асах
1050,anzünden::V,antända,шатах
1051,anzünden::V,tända på,асах
1052,anzünden::V,tända på,шатах
1053,aufheben::V,lyfta,өөдән өргх
1054,zurücklassen::V,lämna,үлдәх
1055,zurücklassen::V,efterlämna,үлдәх
1056,verlieren::V,mista,геех
1057,verlieren::V,förlora,геех
1058,fallen lassen::V,tappa,алдх
1059,fallen lassen::V,släppa,алдх
1060,machen::V,göra,кех
1061,herstellen::V,tillverka,кех
1062,herstellen::V,framställa,кех
1063,bauen::V,bygga,тосхх
1064,reparieren::V,reparera,ясх
1065,verbessern::V,rätta,сәәрүлх
1066,verbessern::V,förbättra,сәәрүлх
1067,ändern::V,ändra,хүврәх
1068,ändern::V,förändra,хүврәх
1069,graben::V,gräva,малтх
1070,beugen::V,böja,нуһлх
1071,biegen::V,böja,матилһх
1072,biegen::V,kröka,матилһх
1073,drehen::V,vrida,эргүлх
1074,wenden::V,vända,көмрх
1075,wenden::V,vända,эргүлх
1076,umdrehen::V,vrida om,эргүлх
1077,heben::V,häva,өргх
1078,heben::V,häva,деер өргх
1079,hochheben::V,lyfta,өргх
1080,ergreifen::V,gripa,бәрх
1081,halten::V,hålla,бәрх
1082,drücken::V,trycka,шахх
1083,schieben::V,skjuta,түлкх
1084,kratzen::V,riva,мааҗх
1085,kratzen::V,skrapa,мааҗх
1086,lecken::V,slicka,долах
1087,beißen::V,bita,хазх
1088,abreißen::V,slita_av,таслх
1089,abreißen::V,riva_av,таслх
1090,abschneiden::V,skära av,тәәрх
1091,binden::V,binda,боох
1092,stecken::V,sticka,шаах
1093,stecken::V,sticka,хатхх
1094,brechen::V,bryta,хамхлх
1095,brechen::V,brista,хамхлх
1096,klopfen::V,banka,цокх
1097,klopfen::V,klappa,цокх
1098,hauen::V,hugga,цокх
1099,kleben::V,klistra,наах
1100,reiben::V,gnida,зүлгх
1101,streichen::V,smörja,наах
1102,streichen::V,smörja,лашх
1103,streichen::V,smörja,түркх
1104,schleifen::V,slipa,хурцлх
1105,schneiden::V,skära,хәәчлх
1106,schneiden::V,klippa,хәәчлх
1107,rütteln::V,skaka,дәәвлүлх
1108,schütteln::V,rista,сегсрх
1109,schwenken::V,svänga,дайлх
1110,schütten::V,hälla,кех
1111,füllen::V,fylla,дүүргх
1112,einwickeln::V,slå in,орах
1113,einwickeln::V,veckla in,орах
1114,tragen::V,bära,зөөх
1115,schleppen::V,släpa,чирх
1116,ziehen::V,dra,татх
1117,aufbewahren::V,förvara,хадһлх
1118,aufbewahren::V,ta vara på,хадһлх
1119,werfen::V,kasta,хайх
1120,fangen::V,fånga,бәрх
1121,fangen::V,fånga,хавлх
1122,packen::V,gripa,бәрх
1123,packen::V,gripa tag,бәрх
1124,verstecken::V,gömma,дүрх
1125,verstecken::V,gömma,бултулх
1126,teilen::V,dela,хувах
1127,schicken::V,skicka,илгәх
1128,bringen::V,bringa,авч ирх
1129,hinzufügen::V,tillägga,немх
1130,bekommen::V,få,авх
1131,bekommen::V,erhålla,авх
1132,erhalten::V,få,авх 
1133,erhalten::V,erhålla,авх 
1134,nehmen::V,ta,авх
1135,nehmen::V,taga,авх
1136,wählen::V,välja,шүүх
1137,auswählen::V,utvälja,шүүх
1138,bewahren::V,bevara,хадһлх
1139,bewahren::V,bevara,кевтнь үлдәх
1140,bewahren::V,bevara,кевтнь бәәлһх
1141,behindern::V,hindra,харшлх
1142,behindern::V,förhindra,харшлх
1143,verderben::V,förstöra,үрәх
1144,beschädigen::V,skada,эвдх
1145,zerbrechen::V,bryta isär,күүлх
1146,zerbrechen::V,bryta isär,хамхлх
1147,zerbrechen::V,bryta sönder,күүлх
1148,zerbrechen::V,bryta sönder,хамхлх
1149,zerreißen::V,riva sönder,шуучх
1150,zerreißen::V,slita sönder,шуучх
1151,zerstören::V,förstöra,эвдх
1152,verbrennen::V,bränna,шатах
1153,verbrennen::V,bränna upp,шатах
1154,geben::V,ge,өгх
1155,reichen::V,räcka,өгх
1156,schenken::V,skänka,белглх
1157,versprechen::V,lova,амлх
1158,wünschen::V,önska,сә хәәх
1159,loben::V,lova,магтх
1160,loben::V,beröma,магтх
1161,küssen::V,pussa,үмсх
1162,wiegen::V,vagga,саатулх
1163,zudecken::V,täcka,бүркх
1164,wecken::V,väcka,серүлх
1165,zeigen::V,visa,үзүлх
1166,führen::V,föra,көтлх
1167,lehren::V,lära,заах
1168,lehren::V,lära,сурһх
1169,unterrichten::V,undervisa,сурһх
1170,unterrichten::V,undervisa,багшлх
1171,aufziehen::V,uppfostra,өскәх
1172,leiten::V,leda,һардх
1173,leiten::V,leda,толһалх
1174,antreiben::V,driva på,шамдах
1175,lassen::V,få att,күч үзүлх
1176,einladen::V,bjuda,үрх
1177,einladen::V,inbjuda,үрх
1178,vereinigen::V,förena,хамцулх
1179,besuchen::V,besöka,одх
1180,treffen::V,möta,харһх
1181,treffen::V,träffa,харһх
1182,sich versammeln::V,församla sig,цуглрх
1183,sich versammeln::V,församla sig,хурх
1184,spielen::V,leka,наадх
1185,spielen::V,spela,наадх
1186,singen::V,sjunga,дуулх
1187,tanzen::V,dansa,биилх
1188,sich trennen::V,skiljas,хаһцх
1189,verlassen::V,lämna,хайх
1190,verlassen::V,överge,хайх
1191,retten::V,rädda,әм аврх
1192,retten::V,rädda,әәмшгәс харсх
1193,bewachen::V,bevaka,харх
1194,bewachen::V,bevaka,манх
1195,schützen::V,skydda,харсх
1196,schützen::V,beskydda,харсх
1197,verteidigen::V,försvara,харсх
1198,sich schlagen::V,slåss,гүвдлдх
1199,schießen::V,skjuta,хах
1200,siegen::V,segra,диилх
1201,ärgern::V,förarga,уурлулх
1202,schlagen::V,slå,цокх
1203,schlagen::V,slå,гүвдх
1204,treten::V,sparka,
1205,stechen::V,sticka,хатхх
1206,stoßen::V,stöta,түлкчкх
1207,stehlen::V,stjäla,хулхалх
1208,stören::V,störa,һә болх
1209,belästigen::V,genera,амр эс өгх
1210,belästigen::V,besvära,амр эс өгх
1211,verbergen::V,dölja,нуух
1212,verbergen::V,dölja,бултулх
1213,täuschen::V,vilseleda,меклх
1214,betrügen::V,bedra,меклх
1215,betrügen::V,bedra,мек һарһх
1216,töten::V,döda,алх
1217,wohnen::V,bo,бәәх
1218,arbeiten::V,arbeta,көдлх
1219,sammeln::V,samla,түүх
1220,pflücken::V,plocka,түүх
1221,pflücken::V,plocka,хурах
1222,jagen::V,jaga,аңнх
1223,jagen::V,jaga,аңһучлх
1224,fischen::V,fiska,заһс аңнх
1225,fassen::V,fånga,бәрх
1226,hüten::V,vakta,хәрүлх
1227,treiben::V,driva,туух
1228,anbinden::V,binda fast,уйх
1229,füttern::V,fodra,теҗәх
1230,melken::V,mjölka,саах
1231,hacken::V,hacka,чавчх
1232,gießen::V,hälla,услх
1233,gießen::V,vattna,услх
1234,reifen::V,mogna,болх
1235,reifen::V,mogna,болвсрх
1236,zubereiten::V,tillaga,белдх
1237,zubereiten::V,tillreda,белдх
1238,kochen::V,koka,чанх
1239,kochen::V,koka,болһх
1240,backen::V,baka,болһх
1241,braten::V,steka,хуурх
1242,umrühren::V,röra om,самрх
1243,stricken::V,sticka,өлгх
1244,nähen::V,sy,уйх
1245,färben::V,färga,будх
1246,reinigen::V,rensa,цеврлх
1247,reinigen::V,rengöra,цеврлх
1248,waschen::V,tvätta,уһах
1249,abwischen::V,torka av,арчх
1250,spülen::V,spola,зәәлх
1251,spülen::V,skölja,зәәлх
1252,fegen::V,feja,сәвүрдх
1253,kehren::V,sopa,сәвүрдх
1254,baden::V,bada,өөмх
1255,sich waschen::V,tvätta sig,уһах
1256,sich waschen::V,tvätta sig,бийән уһаҗ
1257,ausziehen::V,ta av,тәәлх
1258,anziehen::V,ta på,өмсх
1259,sich anziehen::V,klä på sig,хувцлх
1260,kämmen::V,kamma,самлх
1261,schmücken::V,pynta,чимх
1262,schmücken::V,pynta,кеерүлх
1263,schmücken::V,smycka,чимх
1264,schmücken::V,smycka,кеерүлх
1265,sagen::V,säga,келх
1266,sprechen::V,tala,келх
1267,reden::V,tala,күүндх
1268,reden::V,tala,күр_кех
1269,reden::V,prata,күүндх
1270,reden::V,prata,күр_кех
1271,sich unterhalten::V,prata,күүндх
1272,fragen::V,fråga,сурх
1273,fragen::V,spörja,сурх
1274,bitten::V,be,эрх
1275,erzählen::V,berätta,келх
1276,erzählen::V,berätta,келҗ өгх
1277,mitteilen::V,meddela,медүлх
1278,nennen::V,kalla,нерәдх
1279,nennen::V,kalla,нер өгх
1280,rufen::V,ropa,дуудх
1281,prahlen::V,pråla,көөрх
1282,prahlen::V,skryta,көөрх
1283,übersetzen::V,tolka,орчулх
1284,übersetzen::V,översätta,орчулх
1285,denken::V,tänka,санх
1286,glauben::V,tro,шүтх
1287,glauben::V,tro,нәәлх
1288,bemerken::V,uppmärksamma,темдглх
1289,bemerken::V,lägga märke till,темдглх
1290,erkennen::V,känna igen,таньх
1291,erkennen::V,känna igen,медх
1292,begreifen::V,begripa,медх
1293,verstehen::V,förstå,соңсх
1294,lernen::V,lära sig,сурх
1295,wissen::V,veta,медх
1296,sich erinnern an::V,minnas,санх
1297,sich erinnern an::V,komma ihåg,санх
1298,vergessen::V,glömma,мартх
1299,messen::V,mäta,кемҗәлх
1300,zählen::V,räkna,тоолх
1301,rechnen::V,räkna,тоолх
1302,lesen::V,läsa,умшх
1303,malen::V,måla,зурх
1304,zeichnen::V,teckna,зурх
1305,schreiben::V,skriva,бичх
1306,besitzen::V,äga,эзлх
1307,besitzen::V,besitta,эзлх
1308,kaufen::V,köpa,хулдҗ авх
1309,verkaufen::V,sälja,хулдх
1310,verkaufen::V,sälja,гүүлгх
1311,bezahlen::V,betala,өгх
1312,zahlen::V,betala,өгх
1313,beherrschen::V,behärska,эзлх
1314,ertragen::V,tåla,даах
1315,ertragen::V,uthärda,даах
