,Concept_ID,hy,os
700,grün::A,կանաչ,цъӕх
701,grün::A,կանաչ,кӕрдӕгхуыз
702,grau::A,գորշ,цъӕх
703,grau::A,գորշ,фӕныкхуыз
704,bunt::A,գոյնզգոյն,хъулон
705,bunt::A,գոյնզգոյն,гæрæм
706,billig::A,էժան,аслам
707,teuer::A,թանկ,зынаргъ
708,wertvoll::A,թանկարժեք,зынаргъ
709,blind::A,կույր,куырм
710,taub::A,խուլ,къуырма
711,kräftig::A,հզոր,домбай
712,kräftig::A,հզոր,тыхджын
713,stark::A,ուժեղ,тыхджын
714,schwach::A,տկար,ӕнӕбон
715,schwach::A,թույլ,ӕнӕбон
716,fett::A,գեր,нард
717,schlank::A,նիհար,гуырвидыц
718,schlank::A,նիհար,хæрзконд
719,schlank::A,նիհար,рæхснæг
720,schlank::A,նիհար,сагамад
721,hübsch::A,գրավիչ,аив
722,hübsch::A,գրավիչ,рӕсугъд
723,hübsch::A,սիրունիկ,аив
724,hübsch::A,սիրունիկ,рӕсугъд
725,böse::A,չար,фыдзӕрдӕ
726,dumm::A,հիմար,ӕдылы
727,faul::A,ծույլ,зивӕг
728,faul::A,ծույլ,зивӕггӕнаг
729,fleißig::A,ջանասեր,æнæзивæг
730,fleißig::A,ջանասեր,æнувыд
731,fleißig::A,փութաջան,æнæзивæг
732,fleißig::A,փութաջան,æнувыд
733,geizig::A,ագահ,чъынды
734,geizig::A,ագահ,æлгъин
735,geizig::A,ագահ,мæрддзæст
736,geizig::A,կծծի,чъынды
737,geizig::A,կծծի,æлгъин
738,geizig::A,կծծի,мæрддзæст
739,klug::A,խելոք,зондджын
740,klug::A,ընդունակ,зондджын
741,geschickt::A,ճարտար,хӕрзарӕхст
742,lieb::A,սիրելի,уарзон
743,lustig::A,զվարթ,хъӕлдзӕг
744,sanft::A,հեզ,мынчын
745,hungrig::A,քաղցած,ӕххормаг
746,krank::A,հիվանդ,нӕфӕразгӕ
747,nackt::A,մերկ,бӕгънӕг
748,traurig::A,տխուր,ӕрхӕндӕг
749,lebendig::A,կենդանի,цардӕгас
750,gut::A,լավ,хорз
751,schlecht::A,վատ,цауд
752,richtig::A,ձիշտ,раст
753,schlimm::A,լղրճուկ,ӕвзӕр
754,wahr::A,ճիշտ,ӕцӕг
755,wahr::A,իրական,ӕцӕг
756,alt::A,հին,зӕронд
757,neu::A,նոր,ног
758,ehemalig::A,նախկին,раздӕры
759,alt[Lebewesen]::A,ծեր,ацӕргӕ
760,alt[Lebewesen]::A,պառավ,ацӕргӕ
761,jung::A,մատաղ,ӕрыгон
762,arm::A,աղքատ,мӕгуыр
763,reich::A,հարուստ,хъӕздыг
764,bekannt::A,ծանոթ,зонгӕ
765,berühmt::A,հայտնի,номдзыд
766,berühmt::A,հռչակավոր,номдзыд
767,fremd::A,օտար,æцæгæлон
768,verschieden::A,տարբեր,æндæр æмæ æндæр
769,verschieden::A,տարբեր,алы
770,verschieden::A,տարբեր,алыхуызон
771,nah::A,մոտ,хӕстӕг
772,nah::A,մերձ,хӕстӕг
773,fern::A,հեռավոր,дард
774,fern::A,հեռավոր,дӕрддаг
775,linker::A,ձախ,галиу
776,rechter::A,աջ,рахиз
777,anderer::A,այլ,иннӕ
778,anderer::A,այլ,ӕндӕр
779,anderer::A,ուրիշ,иннӕ
780,anderer::A,ուրիշ,ӕндӕр
781,erster::A,առաջին,фыццаг
782,erster::A,առաջին,фыццӕгӕм
783,zweiter::A,երկրորդ,дыккаг
784,zweiter::A,երկրորդ,дыккæгæм
785,dritter::A,երրորդ,æртыккаг
786,dritter::A,երրորդ,æртыккæгæм
787,letzter::A,վերջին,фӕстаг
788,allein::ADV,միայնակ,иунæг
789,auf einmal::ADV,միասնաբար,уайтагъд
790,auf einmal::ADV,միասնաբար,æвиппайды
791,auf einmal::ADV,միասնաբար,æваст
792,zusammen::ADV,միասին,иумӕ
793,zusammen::ADV,իրար հետ,иумӕ
794,lange::ADV,երկար ժամանակ,бирæ рæстæг
795,plötzlich::ADV,հանկարծ,æвиппайды
796,plötzlich::ADV,հանկարծ,æваст
797,sofort::ADV,իսկույն,уыцы сахат
798,sofort::ADV,իսկույն,уайтагъд
799,später::ADV,ավելի ուշ,фæстæдæр
800,später::ADV,հետո,фæстæдæр
801,jetzt::ADV,այժմ,ныр
802,heute::ADV,այսօր,абон
803,morgen::ADV,վաղը,райсом
804,bald::ADV,շուտով,тагъд
805,bald::ADV,շուտով,рæхджы
806,dann::ADV,ապա,стæй
807,dann::ADV,հետո,стæй
808,gestern::ADV,երեկ,знон
809,einst::ADV,հին ատեն,кӕддӕр
810,damals::ADV,ատէնին,уæд
811,danach::ADV,ապա,стæй
812,danach::ADV,ապա,уый фæстæ
813,danach::ADV,այն ժամանակ,стæй
814,danach::ADV,այն ժամանակ,уый фæстæ
815,vorher::ADV,առաջ,раздæр
816,zuerst::ADV,նախ,фыццаг
817,einmal::ADV,մի անգամ,иу хатт
818,manchmal::ADV,երբեմն,хатт
819,oft::ADV,հաճախ,арæх
820,immer::ADV,միշտ,ӕдзух
821,niemals::ADV,երբեք,никуы
822,niemals::ADV,երբեք,никæд
823,hier::ADV,այստեղ,ам
824,hierhin::ADV,այստեղ,ардӕм
825,von hier::ADV,այդտեղից,ардыгæй
826,dort::ADV,այնտեղ,уым
827,dorthin::ADV,այնտեղ,уырдӕм
828,geradeaus::ADV,ուղիղ,æргом
829,vorwärts::ADV,առաջ,размӕ
830,rückwärts::ADV,դեպի ետ,фӕстӕмӕ
831,zurück::ADV,ետ,фӕстӕмӕ
832,unten::ADV,ներքեւում,дæлæ
833,unten::ADV,ներքեւում,дæлейы
834,unten::ADV,ներքեւում,бынæй
835,hinab::ADV,ներքեւ,дӕлӕмӕ
836,hinab::ADV,ներքեւ,уырдыгмӕ
837,oben::ADV,վերեւում,уӕле
838,hinauf::ADV,վերեւ,уӕлӕмӕ
839,überall::ADV,ամենուր,алыран
840,überall::ADV,ամենուր,алкæм
841,überall::ADV,ամենուր,кæмдæриддæр
842,nicht::ADV,չէ,нӕ
843,ein wenig::ADV,մի քիչ,чысыл
844,kaum::ADV,հազիվ,цъус
845,sehr::ADV,շատ,тынг
846,sehr::ADV,շատ,иттӕг
847,so::ADV,այդպես,афтӕ
848,noch::ADV,դեռ,ма
849,nur::ADV,միայն,канд
850,nur::ADV,միայն,ӕрмӕст
851,schon::ADV,արդեն,нырид
852,wieder::ADV,նորից,ногӕй
853,wieder::ADV,դարձյալ,ногӕй
854,vergebens::ADV,իզուր,дзæгъæлы
855,vergebens::ADV,իզուր,уæгъды
856,vergebens::ADV,իզուր,æнæхъуаджы
857,vor::PRP,դիմացը,разы
858,hinter::PRP,ետեւը,фӕстӕ
859,unter::PRP,տակ,бын
860,durch::PRP,միջով,æхсæнты
861,neben::PRP,քովը,цур
862,zwischen::PRP,միջեւ,астӕу
863,wegen::PRP,պատճառով,тыххай
864,wegen::PRP,շնորհից,тыххай
865,dies::PRN,սա,ай
866,dies::PRN,այս,ай
867,das::PRN,դա,уый
868,das::PRN,այդ,уый
869,alles::PRN,ամեն ինչ,алцы
870,alles::PRN,ամեն ինչ,æппæтдæр
871,alles::PRN,ամեն ինչ,иууылдӕр
872,ich::PRN,ես,æз
873,du::PRN,դու,ды
874,er::PRN,նա,уый
875,wir::PRN,մենք,мах
876,ihr::PRN,դուք,сымах
877,sie::PRN,նրանք,уыдон
878,was::FPRN,ինչ,цы
879,wer::FPRN,ով,чи
880,wo::FADV,ուր,кӕм
881,wo::FADV,որտեղ,кӕм
882,wohin::FADV,դեպի ուր,кӕдӕм
883,wie::FADV,ինչպես,куыд
884,warum::FADV,ինչու,цӕмӕн
885,wieviel::FNUM,որչափ,цал
886,eins::NUM,մեկ,иу
887,zwei::NUM,երկու,дыууӕ
888,drei::NUM,երեք,ӕртӕ
889,vier::NUM,չորս,цыппар
890,fünf::NUM,հինգ,фондз
891,sechs::NUM,վեց,ӕхсӕз
892,sieben::NUM,յոթ,авд
893,acht::NUM,ութ,аст
894,neun::NUM,ինը,фараст
895,zehn::NUM,տասը,дӕс
896,elf::NUM,տասնմեկ,иуæндæс
897,zwölf::NUM,տասներկու,дыууадæс
898,zwanzig::NUM,քսան,дыууын
899,dreißig::NUM,երեսուն,æртын
900,dreißig::NUM,երեսուն,дæсæмæссæдз
901,vierzig::NUM,քառասուն,цыппор
902,vierzig::NUM,քառասուն,цыппур
903,vierzig::NUM,քառասուն,дыууиссæдзы
904,fünfzig::NUM,հիսուն,фӕндзай
905,sechzig::NUM,վաթսուն,æхсай
906,sechzig::NUM,վաթսուն,æртиссæдзы
907,siebzig::NUM,յոթանասուն,æвдай
908,siebzig::NUM,յոթանասուն,дæс æмæ æртиссæдзы
909,achtzig::NUM,ութսուն,цыппарыссæдзы
910,achtzig::NUM,ութսուն,æстай
911,neunzig::NUM,իննսուն,нæуæдз
912,neunzig::NUM,իննսուն,дæс æмæ цыппарыссæдзы
913,hundert::NUM,հարյուր,сӕдӕ
914,tausend::NUM,հազար,мин
915,und::CNJ,ու,ӕмӕ
916,oder::CNJ,կամ,кӕнӕ
917,stehen::V,կանգնել,лӕууын
918,sitzen::V,նստել,бадын
919,liegen::V,ստել,хуыссын
920,hängen::V,կախվել,ауыгъд уын
921,werden::V,դառնալ,суӕвын
922,passieren::V,պատահել,æрцæуын
923,beginnen::V,սկսվել,райдайын
924,enden::V,վերջանալ,фæуын
925,wechseln::V,փոխվել,ивын
926,aufgehen[Sonne]::V,բարձրանալ,скæсын
927,aufgehen[Sonne]::V,ելնել ,скæсын
928,untergehen[Sonne]::V,մտնել, аныгуылын
929,scheinen[Sonne]::V,շողալ,рухс кӕнын
930,scheinen[Sonne]::V,փայլել,рухс кӕнын
931,donnern::V,որոտալ,нæрын
932,wehen::V,փչել,дымын
933,strömen::V,հոսել,кӕлын
934,fließen::V,հոսել,цæуын
935,fließen::V,հոսել,уайын
936,fließen::V,հոսել,кæлын
937,sich drehen::V,պտտվել,зилын
938,schwanken::V,տատանվել,æнкъуысын
939,schwingen::V,ճոճվել,æнкъуысын
940,schwingen::V,ճոճվել,змæлын
941,fallen::V,ընկնել,хауын
942,brennen::V,այրվել,судзын
943,rauchen::V,ծխել,фæздæг кæнын
944,regnen::V,անձրեւ գալ,уарын
945,gefrieren::V,սառչել,сӕлын
946,tauen::V,լկիլ,стайын
947,schmelzen::V,հալիլ,тайын
948,trocknen::V,չորանալ,хус кæнын
949,sieden::V,եռալ,фыцын
950,faulen::V,փտել,ӕмбийын
951,verfaulen::V,նեխել,бамбийын
952,reißen::V,պատռվել,скъуийын
953,reißen::V,ճղվել,скъуийын
954,versinken::V,սուզվել,дӕлдон_кӕнын
955,vergehen::V,անցնել ,аивгъуийын
956,erscheinen::V,հայտնվել,разынын
957,erscheinen::V,երեւալ,разынын
958,verschwinden::V,անհետանալ,фæтары уын
959,verschwinden::V,անհետանալ,фæдæлдзæх уын
960,verschwinden::V,անհետանալ,фесæфын
961,verschwinden::V,անհետանալ,æрбайсæфын
962,sinken::V,ընկնել,дæлæмæ æрхауын
963,abnehmen::V,փոքրանալ,фæкъаддæр уын
964,abnehmen::V,փոքրանալ,фæцух уын
965,zunehmen::V,մեծանալ,фæфылдæр уын
966,zunehmen::V,մեծանալ,сбирæ уын
967,zunehmen::V,մեծանալ,сахадын
968,steigen::V,բարձրանալ,сыстын
969,wachsen::V,աճել,рӕзын
970,glänzen::V,նշուլել,ӕрттивын
971,glänzen::V,փայլիլ,ӕрттивын
972,funkeln::V,փայլատակել,тыбар-тыбур_кӕнын
973,lärmen::V,աղմուկ հանել,хъæлæба кæнын
974,läuten::V,զնգալ,цæгъдын
975,klingeln::V,զնգալ,цæгъдын
976,klirren::V,զնգզնգալ,дзыгъал-мыгъул кæнын
977,klirren::V,զնգզնգալ,дзæгъ-дзæгъ кæнын
978,brausen::V,մոլեգնել,абухын
979,rauschen::V,սոսափել,
980,klingen::V,հնչել,зæлын
981,klingen::V,հնչել,азæлын
982,klingen::V,հնչել,хъуысын
983,bellen::V,հաչել,рæйын
984,heulen::V,ոռնալ ,ниуын
985,blasen::V,փչել ,фу кӕнын
986,pfeifen::V,սուլել,æхситт кæнын
987,pfeifen::V,սուլել,къуыззитт кæнын
988,schreien::V,գոռալ ,хъӕр кӕнын
989,stöhnen::V,տնքալ,хъæрзын
990,stöhnen::V,տնքալ,дзыназын
991,zittern::V,դողալ,ризын
992,leben::V,ապրել,цӕрын
993,geboren werden::V,ծնվել,райгуырын
994,atmen::V,շնչել,улӕфын
995,trinken::V,խմել,нуазын
996,essen::V,ուտել,хӕрын
997,schlucken::V,կլանել,ныхъуырын
998,schlucken::V,կուլ տալ,ныхъуырын
999,müde werden::V,հոգնել,бафæллайын
1000,müde werden::V,հոգնել,бафæлмæцын
1001,müde werden::V,հոգնել,сфæлмæцын
1002,einschlafen::V,քուն մտնել,бафынæй уын
1003,schlafen::V,քնել,хуыссын
1004,schlafen::V,քնել,фынӕй кӕнын
1005,aufwachen::V,արթննալ,райхъал уын
1006,aufstehen::V,ելլել,стын
1007,sich erholen::V,հանգստանալ,фæллад уадзын
1008,sich erholen::V,հանգստանալ,улæфын
1009,krank werden::V,հիւանդանալ,фӕрынчын уын
1010,krank sein::V,հիվանդ լինել,сӕйын
1011,schmerzen::V,ցավել,риссын
1012,husten::V,հազալ,хуыфын
1013,genesen::V,ապաքինվել,сдзæбæх уын
1014,genesen::V,ապաքինվել,рандидзын
1015,genesen::V,ապաքինվել,сæндидзын
1016,sterben::V,մեռնել,мӕлын
1017,sterben::V,վախճանվել,мӕлын
1018,umkommen::V,կործանվել,фесæфын
1019,umkommen::V,կործանվել,байсæфын
1020,umkommen::V,կործանվել,бабын уын
1021,umkommen::V,կործանվել,мард фæуын
1022,sich bewegen::V,ընթանալ,тæлфын
1023,sich bewegen::V,ընթանալ,цæуын
1024,sich rühren::V,շարժվել,змӕлын
1025,sich erheben::V,կանգնել,стын
1026,sich erheben::V,վեր կենալ,стын
1027,sich setzen::V,նստել,сбадын
1028,hinfallen::V,ընկնել,ӕрхауын
1029,laufen::V,քայլել,цӕуын
1030,laufen::V,քայլել,рацу-бацу_кӕнын
1031,schreiten::V,ճեմել,къахдзæф кæнын
1032,schreiten::V,ճեմել,санчъех кæнын
1033,schreiten::V,ճեմել,цæуын
1034,spazierengehen::V,շրջագայել,озер кæнын
1035,spazierengehen::V,շրջագայել,тезгъо кæнын
1036,eilen::V,շտապել,тагъд кæнын
1037,eilen::V,շտապել,тындзын
1038,sich beeilen::V,շտապել ,тагъд кæнын
1039,sich beeilen::V,շտապել ,тындзын
1040,sausen::V,սլանալ,уайын
1041,sausen::V,սլանալ,тæхын
1042,rennen::V,վազել,згъорын
1043,springen::V,ցատկել,гæпп кæнын
1044,springen::V,ցատկել,сæррæтт кæнын
1045,springen::V,ցատկել,лиуырын
1046,klettern::V,մագլցել,хилын
1047,schaukeln::V,ճոճվել,хецъро кæнын
1048,schaukeln::V,ճոճվել,херыйыл бадын
1049,schaukeln::V,օրորվել,хецъро кæнын
1050,schaukeln::V,օրորվել,херыйыл бадын
1051,kriechen::V,սողալ,бырын
1052,schwimmen::V,լողալ,ленк кӕнын
1053,tauchen::V,սուզվել,ныгъуылын
1054,rudern::V,թիավարել,бæлæгъ тæрын
1055,rudern::V,թիավարել,чема тæрын
1056,fahren::V,ընթանալ,цӕуын
1057,fliegen::V,թռչել,тӕхын
1058,gehen::V,գնալ,цӕуын
1059,weggehen::V,հեռանալ,ацӕуын
1060,abfahren::V,ճանապարհվել,араст уын
1061,anhalten::V,կանգնել,æрлæууын
1062,hineingehen::V,մտնել,мидæмæ цæуын
1063,eintreten::V,մտնել,бацӕуын
1064,kommen::V,գալ,æрцæуын
1065,ankommen::V,ժամանել,æрцæуын
1066,zurückkommen::V,վերադառնալ,раздæхын
1067,zurückkommen::V,վերադառնալ,фæстæмæ_раздæхын
1068,zurückkommen::V,վերադառնալ,æрбаздæхын
1069,zurückkommen::V,վերադառնալ,аздæхын
1070,bleiben::V,մնալ,лӕууын
1071,warten::V,սպասել,ӕнхъӕлмӕ кӕсын
1072,erwarten::V,սպասել,ӕнхъӕлмӕ кӕсын
1073,suchen::V,որոնել,агурын
1074,finden::V,գտնել,ссарын
1075,versuchen::V,փորձել,фӕлварын
1076,vorbereiten::V,պատրաստել,бацаттæ кæнын
1077,vorbereiten::V,պատրաստել,æрæввонг кæнын
1078,lieben::V,սիրել,уарзын
1079,mögen::V,հավանել,зæрдæмæ цæуын
1080,mögen::V,սիրել,зæрдæмæ цæуын
1081,lachen::V,ծիծաղել,худын
1082,rühren::V,հուզել,зæрдæ суынгæг кæнын
1083,weinen::V,լալ,кӕуын
1084,schimpfen::V,տրտնջալ,æлгъитын
1085,schimpfen::V,քրթմնջել,æлгъитын
1086,sich ärgern::V,զայրանալ,мæсты кæнын
1087,sich fürchten::V,վախնալ,тæрсын
1088,fürchten::V,վախենալ,тæрсын
1089,fliehen::V,փախչել,лидзын
1090,flüchten::V,փախչել,алидзын
1091,sehen::V,տեսնել,уынын
1092,anschauen::V,դիտել,акӕсын
1093,ansehen::V,նայել,кӕсын
1094,hören::V,լսել,хъусын
1095,zuhören::V,ունկնդրել,хъусын
1096,probieren::V,համը տեսել,уынын
1097,probieren::V,համը տեսել,аходын
1098,riechen::V,հոտ առնել,смудын
1099,fühlen::V,զգալ,ӕнкъарын
1100,scheinen::V,երեւալ,зынын
1101,zu sehen sein::V,երեւալ,зынын
1102,vernehmen::V,իմանալ ,фехъусын
1103,frieren::V,մրսել,сийын
1104,tun::V,անել,кӕнын
1105,können::V,կարողանալ,фӕразын
1106,wollen::V,ուզել,фӕндын
1107,wollen::V,ցանկանալ,фӕндын
1108,anfangen::V,սկսել,райдайын
1109,beenden::V,վերջացնել,фӕуын
1110,aufhören::V,դադարել,банцайын
1111,aufhören::V,դադարել,фенцайын
1112,gelingen::V,հաջողվել,бантысын
1113,gelingen::V,գլուխ գալ,бантысын
1114,geraten::V,ստացվել,разынын
1115,öffnen::V,բաց անել,гом кӕнын
1116,schließen::V,փակել ,ӕхгӕнын
1117,stellen::V,դնել,ӕвӕрын
1118,setzen::V,նստեցնել,сбадын кӕнын
1119,legen::V,դնել,ӕрӕвӕрын
1120,berühren::V,դիպչել,агайын
1121,berühren::V,շոշափել,агайын
1122,verbinden::V,շաղկապել,бӕттын
1123,bedecken::V,ծածկել,ӕмбӕрзын
1124,aufhängen::V,կախել,ауындзын
1125,anzünden::V,վառել,ссудзын
1126,aufheben::V,վերցնել,сисын
1127,zurücklassen::V,թողնել,ныууадзын
1128,verlieren::V,կորցնել,фесафын
1129,fallen lassen::V,գցել,ӕрӕппарын
1130,fallen lassen::V,գցել,къухтӕй феуӕгъд кӕнын
1131,machen::V,անել,саразын
1132,herstellen::V,արտադրել,сцæттæ кæнын
1133,herstellen::V,արտադրել,саразын
1134,bauen::V,կառուցել,амайын
1135,reparieren::V,նորոգել,æмпъузын
1136,reparieren::V,նորոգել,цалцæг кæнын
1137,verbessern::V,բարելավել,фæхуыздæр кæнын
1138,ändern::V,փոխել,аивын
1139,graben::V,փորել,къахын
1140,beugen::V,ծռել,æркъæдз кæнын
1141,beugen::V,ծռել,æртасын кæнын
1142,biegen::V,թեքել,тасын кӕнын
1143,drehen::V,ոլորել,здухын
1144,wenden::V,պտտել,афæлдахын
1145,wenden::V,պտտել,рафæлдахын
1146,umdrehen::V,շրջել,афæлдахын
1147,heben::V,բարձրացնել,сдарын
1148,heben::V,բարձրացնել,схæцын
1149,hochheben::V,բարձրացնել,уæлæмæ хæцын
1150,ergreifen::V,վարակվել,фӕлӕбурын
1151,halten::V,բռնել,дарын
1152,drücken::V,ճնշել,æлхъивын
1153,drücken::V,ճնշել,хæцын
1154,schieben::V,հրել,схойын
1155,kratzen::V,քերել,хафын
1156,lecken::V,լիզել,сдæрын
1157,beißen::V,կծել,хæцын
1158,abreißen::V,պոկել,ратонын
1159,abschneiden::V,կտրել ,ралыг кӕнын
1160,binden::V,կապել,бабӕттын
1161,stecken::V,խրել,ныссадзын
1162,brechen::V,կոտրել ,асæттын
1163,brechen::V,կոտրել ,басæттын
1164,brechen::V,կոտրել ,ныссæттын
1165,klopfen::V,թակել,хойын
1166,klopfen::V,թակել,гуыпп-гуыпп кæнын
1167,klopfen::V,թակել,къуырцц-къуырцц кæнын
1168,hauen::V,ծեծել,цӕвын
1169,hauen::V,ծեծել,нӕмын
1170,kleben::V,կպցնել,ныхасын
1171,kleben::V,կպցնել,æндадзын
1172,reiben::V,շփել,сӕрфын
1173,reiben::V,շփել,хафын
1174,streichen::V,վրան քսել,байсæрдын
1175,streichen::V,վրան քսել,сахорын
1176,schleifen::V,սրել ,ссын
1177,schleifen::V,սրել ,цыргъ кӕнын
1178,schneiden::V,կտրել,кӕрдын
1179,rütteln::V,ցնցել,æнкъусын
1180,schütteln::V,թափահարել,уигъын
1181,schwenken::V,ճոճել,тилын
1182,schwenken::V,ճոճել,уигъын
1183,schütten::V,լցնել,ныккӕнын
1184,füllen::V,լիքը լցնել,байдзаг кæнын
1185,einwickeln::V,փաթաթել,батухын
1186,tragen::V,կրել,хӕссын
1187,tragen::V,տանել,хӕссын
1188,schleppen::V,քաշել,ласын
1189,ziehen::V,ձգել,ласын
1190,ziehen::V,քաշել,ласын
1191,aufbewahren::V,պահել ,æвæрын
1192,werfen::V,նետել,зыввытт кӕнын
1193,packen::V,հափշտակել,рацахсын
1194,verstecken::V,ծածկել,æмбæхсын
1195,verstecken::V,ծածկել,нымæхсын
1196,teilen::V,բաժանել,уарын
1197,schicken::V,ուղարկել,ӕрвитын
1198,bringen::V,բերել,æрхæссын
1199,bringen::V,բերել,æрбахæссын
1200,hinzufügen::V,ավելացնել,ӕфтауын
1201,bekommen::V,հայթայթել,ссарын
1202,bekommen::V,հայթայթել,сфæрæз кæнын
1203,bekommen::V,հայթայթել,самал кæнын
1204,erhalten::V,ստանալ,райсын
1205,nehmen::V,վերցնել,райсын
1206,wählen::V,ընտրել,равзарын
1207,auswählen::V,գերադասել,авзарын
1208,bewahren::V,պահպանել,бавæрын
1209,bewahren::V,պահպանել,нывæрын
1210,behindern::V,խոչընդոտել,цæлхдур æвæрын
1211,behindern::V,խոչընդոտել,ныхдур æвæрын
1212,behindern::V,խոչընդոտել,къуылымпы кæнын
1213,behindern::V,խոչընդոտել,хъыг дарын
1214,verderben::V,փչացնել,фесафын
1215,beschädigen::V,վնասել,халын
1216,zerbrechen::V,ջարդել,асӕттын
1217,zerbrechen::V,կոտրել,асӕттын
1218,zerreißen::V,պատռել,аскъуынын
1219,zerstören::V,քանդել,фехалын
1220,verbrennen::V,այրել,басудзын
1221,geben::V,տալ,дӕттын
1222,reichen::V,հանձնել,адæттын
1223,schenken::V,նվիրել,лæвар кæнын
1224,versprechen::V,խոստանալ,дзырд раттын
1225,versprechen::V,խոստանալ,зӕрдӕ бавӕрын
1226,wünschen::V,մաղթել,зæрдæ зæгъы
1227,loben::V,գովել,раппӕлын
1228,küssen::V,համբուրել,пъа кæнын
1229,küssen::V,համբուրել,ба кæнын
1230,wiegen::V,օրորել,узын
1231,zudecken::V,վրան գցել,бамбӕрзын
1232,wecken::V,զարթնեցնել,райхъал кӕнын
1233,zeigen::V,ցույց տալ,амонын
1234,führen::V,ուղեկցել,кӕнын
1235,führen::V,ուղեկցել,фæкæнын
1236,lehren::V,սովորեցնել,ахуыр кæнын
1237,unterrichten::V,ավանդել,ахуыр кæнын
1238,aufziehen::V,դաստիարակել,хъомыл кӕнын
1239,leiten::V,ղեկավարել,разамынд дӕттын
1240,leiten::V,կառավարել,разамынд дӕттын
1241,antreiben::V,շտապեցնել,тагъд кæнын
1242,antreiben::V,շտապեցնել,рог кæнын
1243,lassen::V,ստիպել,кæнын
1244,einladen::V,հրավիրել,ӕрхонын
1245,einladen::V,հրավիրել,ӕрбахонын
1246,vereinigen::V,միացնել,баиу кӕнын
1247,besuchen::V,այցելել,абæрæг кæнын
1248,besuchen::V,այցելել,бабæрæг кæнын
1249,besuchen::V,այցելել,бауайын
1250,treffen::V,հանդիպել,фембæлын
1251,sich versammeln::V,հավաքվել,æрæмбырд уын
1252,spielen::V,խաղալ,хъазын
1253,singen::V,երգել,зарын
1254,tanzen::V,պարել,кафын
1255,sich trennen::V,ցրվել,фæйнæрдæм фæцæуын айхæлын
1256,verlassen::V,լքել,ныууадзын
1257,retten::V,փրկել,фервӕзын кӕнын
1258,bewachen::V,պահել,хъахъхъӕнын
1259,schützen::V,պաշտպանել,хъахъхъӕнын
1260,verteidigen::V,պաշտպանել,бахизын
1261,sich schlagen::V,կռվել,хыл кæнын
1262,schießen::V,կրակել,ӕхсын
1263,siegen::V,հաղթել,басӕттын
1264,siegen::V,հաղթել,фӕуӕлахиз уӕвын
1265,ärgern::V,ձանձրացնել,мӕсты кӕнын
1266,schlagen::V,խփել,ныццæвын
1267,treten::V,քացի տալ,
1268,stechen::V,խայթել,фæрæхойын
1269,stoßen::V,մղել,риуыгъын
1270,stehlen::V,գողանալ,давын
1271,stören::V,խանգարել,хъыгдарын
1272,belästigen::V,անհանգստացնել,хъыгдарын
1273,verbergen::V,թաքցնել,бамбӕхсын
1274,verbergen::V,թաքցնել,басусӕг кӕнын
1275,täuschen::V,խաբել,фӕливын
1276,täuschen::V,խաբել,асайын
1277,betrügen::V,խաբել,асайын
1278,töten::V,սպանել ,амарын
1279,wohnen::V,բնակվել,цӕрын
1280,arbeiten::V,աշխատել,кусын
1281,sammeln::V,հավաքել,æртонын
1282,pflücken::V,քաղել,тонын
1283,jagen::V,որս անել,цуан кæнын
1284,fischen::V,ձուկ բռնել,кæсаг ахсын æнгуырæй
1285,fischen::V,ձուկ բռնել,æнгуыр дарын
1286,fassen::V,բռնել,ӕрцахсын
1287,hüten::V,արածեցնել,хизын
1288,treiben::V,հովուել,скъӕрын
1289,anbinden::V,չուանել,бабæттын
1290,anbinden::V,չուանել,æрбæттын
1291,füttern::V,կերակրել,холлаг дæттын
1292,füttern::V,կերակրել,холлаг æвæрын
1293,füttern::V,կերակրել,дарын
1294,melken::V,կթել,дуцын
1295,hacken::V,կոտորել,кæрдын
1296,hacken::V,կոտորել,лыгтæ кæнын
1297,gießen::V,ջրել,бакалын
1298,reifen::V,հասունանալ ,срæгъæд уын
1299,reifen::V,հասունանալ ,сцæттæ уын
1300,zubereiten::V,պատրաստել,сцӕттӕ кӕнын
1301,kochen::V,եփել,фыцын
1302,backen::V,թխել,фыцын
1303,braten::V,տապակել,цурын
1304,umrühren::V,խառնել,ахæццæ кæнын
1305,umrühren::V,խառնել,азмæнтын
1306,umrühren::V,խառնել,астауын
1307,stricken::V,գործել,кæнын
1308,stricken::V,գործել,бийын
1309,nähen::V,կարել,хуыйын
1310,färben::V,ներկել,ахорын
1311,reinigen::V,մաքրել,ссыгъдæг кæнын
1312,reinigen::V,մաքրել,ныссыгъдæг кæнын
1313,reinigen::V,մաքրել,ныссæрфын
1314,waschen::V,լվանալ,ӕхсын
1315,abwischen::V,սրբել,сӕрфын
1316,spülen::V,ողողել,æнхъæвзын
1317,spülen::V,պարզաջրել,æнхъæвзын
1318,fegen::V,ավլել,мӕрзын
1319,kehren::V,ավլել,мӕрзын
1320,baden::V,լողանալ,хи найын
1321,sich waschen::V,լվացվել,хи æхсын
1322,ausziehen::V,հանել,ласын
1323,anziehen::V,հագնել,скæнын
1324,sich anziehen::V,հագնվել,дзаума скæнын
1325,sich anziehen::V,հագնվել,дарæс скæнын
1326,kämmen::V,սանրել,ныффасын
1327,kämmen::V,սանրել,æрфасын
1328,schmücken::V,զարդարել,фӕлындын
1329,sagen::V,ասել,зæгъын
1330,sprechen::V,խոսել,дзурын
