,Concept_ID,de,sl
190,Korn::N,Korn,zŕno
191,Heu::N,Heu,senó
192,Schale::N,Schale,lupína
193,Grube::N,Grube,jáma
194,Falle::N,Falle,pást
195,Schlinge::N,Schlinge,zánka
196,Schlinge::N,Schlinge,pêtlja
197,Spur::N,Spur,sléd
198,Asche::N,Asche,pepél
199,Dreck::N,Dreck,bláto
200,Eisen::N,Eisen,želézo
201,Gold::N,Gold,zlató
202,Silber::N,Silber,srebró
203,Kohle::N,Kohle,ógel
204,Glas::N,Glas,stêklo
205,Lehm::N,Lehm,ílo
206,Sand::N,Sand,pések
207,Mensch::N,Mensch,člôvek
208,Mann::N,Mann,móž
209,Mann::N,Mann,môški
210,Frau::N,Frau,gospá
211,Frau::N,Frau,žénska
212,Kind::N,Kind,déte
213,Kind::N,Kind,otròk
214,Junge::N,Junge,fànt
215,Junge::N,Junge,déček
216,Mädchen::N,Mädchen,deklè
217,Mädchen::N,Mädchen,déklica
218,Familie::N,Familie,družína
219,Großvater::N,Großvater,dèd
220,Großvater::N,Großvater,dédek
221,Großmutter::N,Großmutter,bábica
222,Eltern::N,Eltern,stárši
223,Vater::N,Vater,ôče
224,Mutter::N,Mutter,máma
225,Sohn::N,Sohn,sín
226,Tochter::N,Tochter,hčí
227,Tochter::N,Tochter,hčérka
228,Bruder::N,Bruder,bràt
229,Schwester::N,Schwester,sêstra
230,Onkel::N,Onkel,újec
231,Onkel::N,Onkel,stríc
232,Tante::N,Tante,têta
233,Tante::N,Tante,strína
234,Ehemann::N,Ehemann,móž
235,Ehemann::N,Ehemann,sopróg
236,Ehefrau::N,Ehefrau,žêna
237,Ehefrau::N,Ehefrau,sopróga
238,Freude::N,Freude,rádost
239,Freude::N,Freude,vesêlje
240,Gelächter::N,Gelächter,sméh
241,Gelächter::N,Gelächter,grohòt
242,Glück::N,Glück,sréča
243,Kummer::N,Kummer,gorjé
244,Wunsch::N,Wunsch,žêlja
245,Lust::N,Lust,poželênje
246,Geist::N,Geist,dúša
247,Gedanke::N,Gedanke,mísel
248,Gedächtnis::N,Gedächtnis,pámet
249,Verstand::N,Verstand,
250,Sinn::N,Sinn,pomèn
251,Sinn::N,Sinn,smísel
252,Grund::N,Grund,vzròk
253,Wahrheit::N,Wahrheit,resníca
254,Gespräch::N,Gespräch,pogóvor
255,Märchen::N,Märchen,právljica
256,Erzählung::N,Erzählung,povést
257,Nachricht::N,Nachricht,sporočílo
258,Neuigkeit::N,Neuigkeit,novóst
259,Name::N,Name,imé
260,Rätsel::N,Rätsel,ugánka
261,Rede::N,Rede,góvor
262,Sprache::N,Sprache,jêzik
263,Stimme::N,Stimme,glás
264,Wort::N,Wort,beséda
265,Zeichen::N,Zeichen,znák
266,Ruf::N,Ruf,klíc
267,Lärm::N,Lärm,hrúp
268,Lärm::N,Lärm,trúšč
269,Laut::N,Laut,glás
270,Ton::N,Ton,tón
271,Lied::N,Lied,pésem
272,Ruhe::N,Ruhe,pokòj
273,Leute::N,Leute,ljudjé
274,Volk::N,Volk,národ
275,Arbeit::N,Arbeit,délo
276,Gast::N,Gast,gòst
277,Geschenk::N,Geschenk,darílo
278,Spiel::N,Spiel,ígra
279,Gesellschaft::N,Gesellschaft,drúžba
280,Hilfe::N,Hilfe,pomóč
281,Freund::N,Freund,prijátelj
282,Kamerad::N,Kamerad,továriš
283,Angelegenheit::N,Angelegenheit,zadéva
284,Anzahl::N,Anzahl,števílo
285,Art::N,Art,vŕsta
286,Stück::N,Stück,kós
287,Teil::N,Teil,dél
288,Hälfte::N,Hälfte,polovíca
289,Kreis::N,Kreis,króg
290,Kreis::N,Kreis,kolobár
291,Kreuz::N,Kreuz,kríž
292,Linie::N,Linie,próga
293,Strich::N,Strich,čŕta
294,Abstand::N,Abstand,preslédek
295,Entfernung::N,Entfernung,oddáljenost
296,Gegend::N,Gegend,kràj
297,Gegend::N,Gegend,dežêla
298,Platz::N,Platz,prôstor
299,Ort::N,Ort,mésto
300,Seite::N,Seite,bòk
301,Seite::N,Seite,strán
302,Mitte::N,Mitte,sredína
303,Gegenstand::N,Gegenstand,prédmet
304,Sache::N,Sache,réč
305,Sache::N,Sache,stvár
306,Rand::N,Rand,kràj
307,Kante::N,Kante,rób
308,Ecke::N,Ecke,vogál
309,Spitze::N,Spitze,óst
310,Ende::N,Ende,kônec
311,Loch::N,Loch,lúknja
312,Winkel::N,Winkel,kót
313,Muster::N,Muster,vzórec
314,Größe::N,Größe,veličína
315,Länge::N,Länge,dolžína
316,Höhe::N,Höhe,vršína
317,Gewicht::N,Gewicht,téža
318,Menge::N,Menge,količína
319,Haufen::N,Haufen,kùp
320,Haufen::N,Haufen,kopíca
321,Reihe::N,Reihe,níz
322,Reihe::N,Reihe,vŕsta
323,Boot::N,Boot,čóln
324,Ruder::N,Ruder,vêslo
325,Schlitten::N,Schlitten,saní
326,Ski::N,Ski,smučí
327,Lagerfeuer::N,Lagerfeuer,táborni ôgenj
328,Last::N,Last,tôvor
329,Gang::N,Gang,hòd
330,Schritt::N,Schritt,korák
331,Norden::N,Norden,séver
332,Süden::N,Süden,júg
333,Westen::N,Westen,zapàd
334,Osten::N,Osten,vzhòd
335,Holz::N,Holz,lés
336,Brett::N,Brett,deskà
337,Platte::N,Platte,plôča
338,Stütze::N,Stütze,opóra
339,Stütze::N,Stütze,zaslómba
340,Stange::N,Stange,gréd
341,Stock::N,Stock,pálica
342,Stab::N,Stab,pálica
343,Rohr::N,Rohr,cév
344,Haus::N,Haus,híša
345,Heim::N,Heim,dóm
346,Ofen::N,Ofen,péč
347,Fußboden::N,Fußboden,pòd
348,Tisch::N,Tisch,míza
349,Stuhl::N,Stuhl,stòl
350,Wiege::N,Wiege,zíbel
351,Bett::N,Bett,póstelja
352,Regal::N,Regal,políca
353,Kiste::N,Kiste,zabòj
354,Fenster::N,Fenster,ôkno
355,Tür::N,Tür,vráta
356,Tor::N,Tor,velíka vráta
357,Zaun::N,Zaun,ográja
358,Dach::N,Dach,stréha
359,Leiter::N,Leiter,léstev
360,Besen::N,Besen,mêtla
361,Spaten::N,Spaten,lopáta
362,Schaufel::N,Schaufel,lopáta
363,Gabel::N,Gabel,vílice
364,Löffel::N,Löffel,žlíca
365,Messer::N,Messer,nòž
366,Nagel::N,Nagel,žebèlj
367,Netz::N,Netz,mréža
368,Haken::N,Haken,kljúka
369,Griff::N,Griff,ročáj
370,Griff::N,Griff,oprijèm
371,Schloss::N,Schloss,ključávnica
372,Bild::N,Bild,slíka
373,Figur::N,Figur,figúra
374,Figur::N,Figur,postáva
375,Puppe::N,Puppe,lútka
376,Beutel::N,Beutel,môšnja
377,Bündel::N,Bündel,cúla
378,Bündel::N,Bündel,svéženj
379,Tasche::N,Tasche,tórba
380,Tasche::N,Tasche,tobôlec
381,Eimer::N,Eimer,vêdro
382,Deckel::N,Deckel,pokròv
383,Deckel::N,Deckel,poklópec
384,Geschirr::N,Geschirr,posóda
385,Sack::N,Sack,vréča
386,Tasse::N,Tasse,skodélica
387,Topf::N,Topf,lônec
388,Kessel::N,Kessel,kôtel
389,Essen::N,Essen,hrána
390,Nahrung::N,Nahrung,živílo
391,Speise::N,Speise,jéd
392,Fleisch::N,Fleisch,mesó
393,Getreide::N,Getreide,žíto
394,Brei::N,Brei,káša
395,Brot::N,Brot,krùh
396,Scheibe::N,Scheibe,réženj
397,Fett::N,Fett,mást
398,Fett::N,Fett,maščôba
399,Butter::N,Butter,máslo
400,Öl::N,Öl,ólje
401,Salz::N,Salz,sól
402,Suppe::N,Suppe,júha
403,Honig::N,Honig,méd
404,Milch::N,Milch,mléko
405,Tee::N,Tee,čáj
406,Leder::N,Leder,úsnje
407,Wolle::N,Wolle,vólna
408,Stoff::N,Stoff,blagó
409,Nadel::N,Nadel,ígla
410,Faden::N,Faden,nít
411,Knopf::N,Knopf,gúmb
412,Knoten::N,Knoten,vôzel
413,Farbe::N,Farbe,bárva
414,Kleidung::N,Kleidung,obléka
415,Hemd::N,Hemd,srájca
416,Kragen::N,Kragen,ovrátnik
417,Ärmel::N,Ärmel,rokáv
418,Hose::N,Hose,hláče
419,Gürtel::N,Gürtel,pás
420,Mütze::N,Mütze,kápa
421,Mütze::N,Mütze,čépica
422,Schuh::N,Schuh,čévelj
423,Stiefel::N,Stiefel,škórenj
424,Ring::N,Ring,pŕstan
425,Band::N,Band,trák
426,Kamm::N,Kamm,glavník
427,Spiegel::N,Spiegel,zrcálo
428,Spiegel::N,Spiegel,ogledálo
429,Riemen::N,Riemen,jêrmen
430,Schnur::N,Schnur,vŕvca
431,Leine::N,Leine,konôpec
432,Decke::N,Decke,odéja
433,Kissen::N,Kissen,blazína
434,Tuch::N,Tuch,pŕt
435,Tuch::N,Tuch,rúta
436,Handtuch::N,Handtuch,brisáča
437,Kraft::N,Kraft,síla
438,Stärke::N,Stärke,jákost
439,Gesundheit::N,Gesundheit,zdrávje
440,Krankheit::N,Krankheit,bolézen
441,Schmerz::N,Schmerz,ból
442,Schmerz::N,Schmerz,bolečína
443,Wunde::N,Wunde,rána
444,Fieber::N,Fieber,vročína
445,Arznei::N,Arznei,lék
446,Arznei::N,Arznei,zdravílo
447,Brücke::N,Brücke,móst
448,Brunnen::N,Brunnen,vodnják
449,Weide::N,Weide,páša
450,Pfad::N,Pfad,stezà
451,Weg::N,Weg,pót
452,Straße::N,Straße,césta
453,Dorf::N,Dorf,vás
454,Stadt::N,Stadt,mésto
455,Brief::N,Brief,písmo
456,Buch::N,Buch,knjíga
457,Buchstabe::N,Buchstabe,čŕka
458,Zeitung::N,Zeitung,čásnik
459,Leben::N,Leben,življênje
460,Tod::N,Tod,smŕt
461,Grab::N,Grab,gròb
462,Kirche::N,Kirche,cérkev
463,Sünde::N,Sünde,gréh
464,Gott::N,Gott,bóg
465,Arbeiter::N,Arbeiter,délavec
466,Chef::N,Chef,šéf
467,Meister::N,Meister,mójster
468,Arzt::N,Arzt,zdravník
469,Lehrer::N,Lehrer,učítelj
470,Geld::N,Geld,denár
471,Geschäft::N,Geschäft,kupčíja
472,Laden::N,Laden,trgovína
473,Preis::N,Preis,céna
474,Ware::N,Ware,róba
475,Nutzen::N,Nutzen,príd
476,Reichtum::N,Reichtum,bogástvo
477,Welt::N,Welt,svét
478,Land::N,Land,dežêla
479,Staat::N,Staat,držáva
480,König::N,König,králj
481,Macht::N,Macht,oblást
482,Grenze::N,Grenze,mêja
483,Krieg::N,Krieg,vôjna
484,Feind::N,Feind,sovrážnik
485,Gewalt::N,Gewalt,nasílje
486,Kampf::N,Kampf,bòj
487,Kampf::N,Kampf,bórba
488,Bogen[Waffe]::N,Bogen,lók
489,Pfeil::N,Pfeil,puščíca
490,Gewehr::N,Gewehr,púška
491,Fehler::N,Fehler,zmóta
492,Lüge::N,Lüge,láž
493,Schaden::N,Schaden,okvára
494,Unglück::N,Unglück,nesréča
495,Schuld::N,Schuld,krívda
496,Alter::N,Alter,dôba
497,Schluss::N,Schluss,kônec
498,Zeit::N,Zeit,čàs
499,Tag::N,Tag,dán
500,Morgen::N,Morgen,jútro
501,Mittag::N,Mittag,póldan
502,Abend::N,Abend,večér
503,Nacht::N,Nacht,nóč
504,Woche::N,Woche,téden
505,Monat::N,Monat,mésec
506,Jahr::N,Jahr,léto
507,Frühling::N,Frühling,pomlád
508,Sommer::N,Sommer,polétje
509,Herbst::N,Herbst,jesén
510,Winter::N,Winter,zíma
511,Januar::N,Januar,jánuar
512,Februar::N,Februar,fébruar
513,März::N,März,márec
514,April::N,April,apríl
515,Mai::N,Mai,máj
516,Juni::N,Juni,júnij
517,Juli::N,Juli,júlij
518,August::N,August,avgúst
519,September::N,September,septêmber
520,Oktober::N,Oktober,október
521,November::N,November,novêmber
522,Dezember::N,Dezember,decémber
523,Montag::N,Montag,ponedéljek
524,Dienstag::N,Dienstag,tôrek
525,Mittwoch::N,Mittwoch,sréda
526,Donnerstag::N,Donnerstag,četŕtek
527,Freitag::N,Freitag,pétek
528,Samstag::N,Samstag,sobóta
529,Sonntag::N,Sonntag,nedélja
530,groß::A,groß,vêlik
531,klein::A,klein,májhen
532,lang::A,lang,dólg
533,kurz::A,kurz,krátek
534,breit::A,breit,širòk
535,schmal::A,schmal,ózek
536,dicht::A,dicht,góst
537,dick[Gegenstand]::A,dick,dêbel
538,dünn::A,dünn,tánek
539,fein::A,fein,drôben
540,fest::A,fest,tŕden
541,flach::A,flach,plán
542,flach::A,flach,plòsk
543,glatt::A,glatt,gládek
544,hart::A,hart,tŕd
545,weich::A,weich,mehák
546,rund::A,rund,okrógel
547,spitz::A,spitz,šílast
548,scharf::A,scharf,óster
549,stumpf::A,stumpf,tóp
550,stumpf::A,stumpf,skŕhan
551,schwer::A,schwer,têžek
552,schön::A,schön,lép
553,schön::A,schön,krásen
554,heiß::A,heiß,vròč
555,warm::A,warm,tôpel
556,kalt::A,kalt,mŕzel
557,kalt::A,kalt,hláden
558,kühl::A,kühl,hláden
559,frisch::A,frisch,svéž
560,feucht::A,feucht,vlážen
561,nass::A,nass,móker
562,trocken::A,trocken,súh
563,voll::A,voll,póln
564,leer::A,leer,prázen
565,offen::A,offen,odpŕt
566,geschlossen::A,geschlossen,zapŕt
567,sauber::A,sauber,číst
568,sauber::A,sauber,líčen
569,schmutzig::A,schmutzig,umázan
570,roh::A,roh,suròv
571,reif::A,reif,zrèl
572,lecker::A,lecker,okúsen
573,süß::A,süß,sládek
574,bitter::A,bitter,grenák
575,sauer::A,sauer,kísel
576,hell::A,hell,svetèl
577,dunkel::A,dunkel,temèn
578,schwarz::A,schwarz,čŕn
579,weiß::A,weiß,bél
580,rot::A,rot,rdèč
581,gelb::A,gelb,žólt
582,gelb::A,gelb,rumèn
583,blau::A,blau,móder
584,grün::A,grün,zelèn
585,grau::A,grau,sív
586,bunt::A,bunt,písan
587,billig::A,billig,pocéni
588,teuer::A,teuer,drág
589,wertvoll::A,wertvoll,dragocén
590,blind::A,blind,slép
591,taub::A,taub,glúh
592,kräftig::A,kräftig,močán
593,stark::A,stark,ják
594,schwach::A,schwach,šíbek
595,fett::A,fett,dêbel
596,schlank::A,schlank,vítek
597,hübsch::A,hübsch,lép
598,böse::A,böse,zèl
599,böse::A,böse,hudôben
600,dumm::A,dumm,glúp
601,dumm::A,dumm,bédast
602,faul::A,faul,lén
603,fleißig::A,fleißig,marljív
604,geizig::A,geizig,škŕt
605,klug::A,klug,pámeten
606,geschickt::A,geschickt,spréten
607,lieb::A,lieb,míl
608,lieb::A,lieb,ljúb
609,lustig::A,lustig,vesél
610,sanft::A,sanft,láhek
611,hungrig::A,hungrig,láčen
612,krank::A,krank,bolán
613,nackt::A,nackt,nág
614,traurig::A,traurig,túžen
615,lebendig::A,lebendig,žív
616,gut::A,gut,dóber
617,schlecht::A,schlecht,malopríden
618,richtig::A,richtig,pravílen
619,schlimm::A,schlimm,húd
620,wahr::A,wahr,resníčen
621,alt::A,alt,stàr
622,neu::A,neu,nòv
623,ehemalig::A,ehemalig,nekdánji
624,alt[Lebewesen]::A,alt,stàr
625,jung::A,jung,mlád
626,arm::A,arm,ubóg
627,arm::A,arm,réven
628,reich::A,reich,bogàt
629,bekannt::A,bekannt,znán
630,berühmt::A,berühmt,sláven
631,berühmt::A,berühmt,znamenít
632,fremd::A,fremd,túj
633,verschieden::A,verschieden,razlíčen
634,nah::A,nah,blížnji
635,fern::A,fern,dáleč
636,linker::A,linker,lévi
637,rechter::A,rechter,désni
638,anderer::A,anderer,drúgi
639,erster::A,erster,pŕvi
640,zweiter::A,zweiter,drúgi
641,dritter::A,dritter,trétji
642,letzter::A,letzter,poslédnji
643,allein::ADV,allein,sám
644,auf einmal::ADV,auf einmal,obênem
645,zusammen::ADV,zusammen,skúpaj
646,lange::ADV,lange,dólgo
647,plötzlich::ADV,plötzlich,náglo
648,plötzlich::ADV,plötzlich,nenádoma
649,sofort::ADV,sofort,prècej
650,später::ADV,später,poznêje
651,jetzt::ADV,jetzt,zdàj
652,heute::ADV,heute,dánes
653,morgen::ADV,morgen,jútri
654,bald::ADV,bald,kmálu
655,dann::ADV,dann,nató
656,gestern::ADV,gestern,včéraj
657,einst::ADV,einst,nékdaj
658,damals::ADV,damals,tedàj
659,damals::ADV,damals,takràt
660,danach::ADV,danach,potèm
661,vorher::ADV,vorher,poprèj
662,zuerst::ADV,zuerst,spŕva
663,einmal::ADV,einmal,ênkrat
664,manchmal::ADV,manchmal,včásih
665,oft::ADV,oft,pogósto
666,immer::ADV,immer,védno
667,immer::ADV,immer,zméraj
668,niemals::ADV,niemals,nikdàr
669,hier::ADV,hier,tù
670,hier::ADV,hier,túkaj
671,hierhin::ADV,hierhin,sèmkaj
672,von hier::ADV,von hier,od tú
673,dort::ADV,dort,tàm
674,dorthin::ADV,dorthin,tjà
675,geradeaus::ADV,geradeaus,rávno napréj
676,vorwärts::ADV,vorwärts,napréj
677,rückwärts::ADV,rückwärts,zádaj
678,zurück::ADV,zurück,nazáj
679,unten::ADV,unten,dôli
680,unten::ADV,unten,spôdaj
681,hinab::ADV,hinab,dôl
682,oben::ADV,oben,gôri
683,oben::ADV,oben,zgôraj
684,hinauf::ADV,hinauf,gôr
685,überall::ADV,überall,povsód
686,nicht::ADV,nicht,ne
687,ein wenig::ADV,ein wenig,málo
688,kaum::ADV,kaum,kómaj
689,sehr::ADV,sehr,zeló
690,so::ADV,so,takó
691,noch::ADV,noch,še
692,nur::ADV,nur,samó
693,schon::ADV,schon,žè
694,wieder::ADV,wieder,spét
695,vergebens::ADV,vergebens,zamàn
696,vergebens::ADV,vergebens,zastónj
697,vor::PRP,vor,pred
698,hinter::PRP,hinter,za
699,unter::PRP,unter,pod
700,durch::PRP,durch,skózi
701,neben::PRP,neben,kràj
702,neben::PRP,neben,póleg
703,zwischen::PRP,zwischen,med
704,zwischen::PRP,zwischen,izmed
705,wegen::PRP,wegen,zarádi
706,dies::PRN,dies,tó
707,das::PRN,das,tó
708,alles::PRN,alles,vsè
709,ich::PRN,ich,jàz
710,du::PRN,du,tí
711,er::PRN,er,òn
712,wir::PRN,wir,mí
713,ihr::PRN,ihr,ví
714,sie::PRN,sie,ôni
715,was::FPRN,was,káj
716,wer::FPRN,wer,kdó
717,wo::FADV,wo,kjé
718,wohin::FADV,wohin,kám
719,wie::FADV,wie,kakó
720,warum::FADV,warum,zakáj
721,wieviel::FNUM,wieviel,kóliko
722,eins::NUM,eins,êden
723,zwei::NUM,zwei,dvá
724,drei::NUM,drei,trí
725,vier::NUM,vier,štíri
726,fünf::NUM,fünf,pét
727,sechs::NUM,sechs,šést
728,sieben::NUM,sieben,sédem
729,acht::NUM,acht,ósem
730,neun::NUM,neun,devét
731,zehn::NUM,zehn,desét
732,elf::NUM,elf,enájst
733,zwölf::NUM,zwölf,dvánajst
734,zwanzig::NUM,zwanzig,dvájset
735,dreißig::NUM,dreißig,trídeset
736,vierzig::NUM,vierzig,štírideset
737,fünfzig::NUM,fünfzig,pétdeset
738,sechzig::NUM,sechzig,šéstdeset
739,siebzig::NUM,siebzig,sédemdeset
740,achtzig::NUM,achtzig,ósemdeset
741,neunzig::NUM,neunzig,devétdeset
742,hundert::NUM,hundert,stó
743,tausend::NUM,tausend,tísoč
744,und::CNJ,und,in
745,oder::CNJ,oder,áli
746,stehen::V,stehen,státi
747,sitzen::V,sitzen,sedéti
748,liegen::V,liegen,ležáti
749,hängen::V,hängen,viséti
750,werden::V,werden,postáti
751,passieren::V,passieren,zgodíti se
752,beginnen::V,beginnen,začéti se
753,enden::V,enden,končáti se
754,wechseln::V,wechseln,ménjati se
755,aufgehen[Sonne]::V,aufgehen,vzíti
756,untergehen[Sonne]::V,untergehen,zaíti
757,scheinen[Sonne]::V,scheinen,sijáti
758,donnern::V,donnern,grméti
759,wehen::V,wehen,píhati
760,strömen::V,strömen,líti
761,fließen::V,fließen,têči
762,sich drehen::V,sich drehen,vrtéti se
763,schwanken::V,schwanken,kolébati
764,schwingen::V,schwingen,níhati
765,fallen::V,fallen,pádati
766,brennen::V,brennen,goréti
767,rauchen::V,rauchen,kadíti se
768,regnen::V,regnen,deževáti
769,gefrieren::V,gefrieren,zmŕzniti
770,tauen::V,tauen,tájati
771,schmelzen::V,schmelzen,kopnéti
772,trocknen::V,trocknen,sušíti se
773,sieden::V,sieden,kipéti
774,faulen::V,faulen,gníti
775,verfaulen::V,verfaulen,zgníti
776,reißen::V,reißen,tŕgati se
777,versinken::V,versinken,pogrézniti se
778,vergehen::V,vergehen,miníti
779,erscheinen::V,erscheinen,pojáviti se
780,verschwinden::V,verschwinden,izgíniti
781,sinken::V,sinken,péšati
782,abnehmen::V,abnehmen,pojémati
783,zunehmen::V,zunehmen,véčati se
784,zunehmen::V,zunehmen,množíti se
785,steigen::V,steigen,dvígati se
786,wachsen::V,wachsen,rásti
787,glänzen::V,glänzen,sijáti
788,funkeln::V,funkeln,ískriti se
789,lärmen::V,lärmen,ropotáti
790,lärmen::V,lärmen,razgrájati
791,läuten::V,läuten,zvoníti
