,Concept_ID,mrj,ar
168,Huhn::N,цӹвӹ,دجاجة
169,Hahn::N,ӓптӓн,ديك
170,Gans::N,комбы,وزة
171,Adler::N,кучкыж,نسر
172,Ente::N,лыды,بطة
173,Eule::N,тымана,بوم
174,Kranich::N,тырня,كركي
175,Kranich::N,тыртня,كركي
176,Krähe::N,лудыгарак,غراب
177,Kuckuck::N,куку,وقواق
178,Schwan::N,йӱксӹ,إوز عراقي
179,Fisch::N,кол,سمك
180,Barsch::N,алангы,فرخ أوربي
181,Hecht::N,нуж,سمك الكراكي
182,Hecht::N,нужгол,سمك الكراكي
183,Schlange[Tier]::N,кӹшкы,حية
184,Schlange[Tier]::N,кӹшкы,ثعبان
185,Wurm::N,шукш,دودة
186,Spinne::N,ӓнгӹремшӹ,عنكبوت
187,Ameise::N,кыткы,نملة
188,Laus::N,ти,قملة
189,Mücke::N,кужнер,ناموسة
190,Mücke::N,кужынер,ناموسة
191,Fliege::N,шӹнгӓ,ذبابة
192,Schmetterling::N,лӹпӹ,فراشة
193,Beere::N,мöр,حبة
194,Apfel::N,олма,تفاح
195,Pilz::N,понгы,فطر
196,Zwiebel::N,охыра,بصل
197,Saat::N,нӱшмӹ,زرع
198,Saat::N,нӱшмӱ,زرع
199,Korn::N,пӹрцӹ,حبة
200,Heu::N,шуды,دريس
201,Schale::N,аваха,قشرة
202,Schale::N,карлангы,قشرة
203,Grube::N,йӓм,نقرة
204,Falle::N,лӱдӹ,فخ
205,Falle::N,лӱдӹ,مصيدة
206,Falle::N,лӱдӹш,فخ
207,Falle::N,лӱдӹш,مصيدة
208,Schlinge::N,онгы,عروة
209,Spur::N,кишӓ,أثر
210,Asche::N,ломых,رماد
211,Asche::N,ломпыж,رماد
212,Dreck::N,лявӹрӓ,قذر
213,Eisen::N,кӹртни,حديد
214,Gold::N,шöртни,ذهب
215,Gold::N,шöртньӹ,ذهب
216,Silber::N,ши,فضة
217,Kohle::N,шӱ,فحم
218,Glas::N,охоница,زجاج
219,Lehm::N,шун,طين
220,Sand::N,ошма,رمل
221,Mensch::N,эдем,إنسان
222,Mann::N,пӱэргӹ,رجل
223,Frau::N,ӹдӹрӓмӓш,امرأة
224,Kind::N,ӓзӓ,طفل
225,Kind::N,шачшы,طفل
226,Junge::N,рвезӹ,ولد
227,Junge::N,ӹрвезӹ,ولد
228,Mädchen::N,ӹдӹрӓш,بنت
229,Familie::N,йиш,عائلة
230,Familie::N,семня,عائلة
231,Großvater::N,тьоти,جد
232,Großmutter::N,папа,جدة
233,Eltern::N,ӓтя-ӓвӓ,أبوان
234,Eltern::N,ӓтя-ӓвӓ,والدان
235,Vater::N,ӓтя,أب
236,Mutter::N,ӓвӓ,أم
237,Sohn::N,эргӹ,إبن
238,Tochter::N,ӹдӹр,بنت
239,Tochter::N,ӹдӹр,إبنة
240,Bruder::N,ӹза,أخ
241,Bruder::N,ӹза,شقيق
242,Schwester::N,ӓкӓ,أخت
243,Onkel::N,кугуза,عم
244,Tante::N,куака,عمة
245,Ehemann::N,мары,زوج
246,Ehefrau::N,вӓтӹ,زوجة
247,Freude::N,ӹвӹртӹмӓш,فرح
248,Freude::N,ӹвӹртӹмӓш,سرور
249,Gelächter::N,ваштылмаш,قهقهة
250,Glück::N,пиӓл,سعادة
251,Kummer::N,ясы,غم
252,Wunsch::N,охата,منية
253,Wunsch::N,шанымаш,منية
254,Lust::N,шӓр,شهوة
255,Lust::N,охата,شهوة
256,Lust::N,шанымаш,شهوة
257,Geist::N,тух,روح
258,Gedanke::N,шанымаш,فكرة
259,Gedächtnis::N,ӓш,ذاكرة
260,Verstand::N,ыш,عقل
261,Sinn::N,кын,معنى
262,Grund::N,вир,سبب
263,Wahrheit::N,тöр,حقيقة
264,Gespräch::N,хытырымаш,محادثة
265,Märchen::N,ямак,خرافة
266,Erzählung::N,шайыштмаш,قصة
267,Erzählung::N,шайыштмаш,حكاية
268,Nachricht::N,увертӓрӹмӓш,خبر
269,Neuigkeit::N,увер,خبر جديد
270,Name::N,лӹм,اسم
271,Rätsel::N,тышты,لغز
272,Rede::N,шая,خطبة
273,Rede::N,шамак,خطبة
274,Sprache::N,йӹлмӹ,لغة
275,Stimme::N,юк,صوت
276,Wort::N,шамак,كلمة
277,Zeichen::N,палӹ,رمز
278,Zeichen::N,палӹ,إشارة
279,Ruf::N,сӹгӹрӹмӓш,نداء
280,Lärm::N,юкланымащ,صخب
281,Lärm::N,юкланымащ,ضجة
282,Laut::N,юк,صوت
283,Ton::N,юк,نغمة
284,Lied::N,мыры,أغنية
285,Ruhe::N,тыр,هدوء
286,Leute::N,эдемвлӓ,ناس
287,Volk::N,халык,شعب
288,Arbeit::N,пӓшӓ,عمل
289,Gast::N,хына,ضيف
290,Geschenk::N,подарка,هدية
291,Spiel::N,мадыш,لعب
292,Gesellschaft::N,йӓл,صحبة
293,Gesellschaft::N,йӓлвлӓ,صحبة
294,Hilfe::N,палшык,عون
295,Hilfe::N,палшык,مساعدة
296,Freund::N,тӓнг,صديق
297,Kamerad::N,тос,زميل
298,Angelegenheit::N,дела,أمر
299,Angelegenheit::N,дела,شأن
300,Angelegenheit::N,йела,أمر
301,Angelegenheit::N,йела,شأن
302,Angelegenheit::N,йыла,أمر
303,Angelegenheit::N,йыла,شأن
304,Angelegenheit::N,пӓшӓ,أمر
305,Angelegenheit::N,пӓшӓ,شأن
306,Anzahl::N,шот,عدد
307,Art::N,цӹре,نوع
308,Stück::N,лаштык,قطعة
309,Teil::N,пай,قسم
310,Teil::N,часть,قسم
311,Hälfte::N,пел,نصف
312,Kreis::N,тӹртӹш,دائرة
313,Kreuz::N,крестӹ,صليب
314,Abstand::N,ло,مسافة
315,Entfernung::N,ло,بعد
316,Gegend::N,вӓр,ناحية
317,Platz::N,вӓр,فراغ
318,Ort::N,вӓр,مكان
319,Seite::N,öрдӹж,جانب
320,Mitte::N,ло,وسط
321,Gegenstand::N,хӓдӹр,موضوع
322,Sache::N,хӓдӹр,شيء
323,Rand::N,шöр,حافة
324,Kante::N,шöр,حافة
325,Ecke::N,лык,ركن
326,Spitze::N,вуй,سن
327,Ende::N,вуй,طرف
328,Ende::N,мычаш,طرف
329,Loch::N,ыраж,ثقب
330,Winkel::N,лык,زاوية
331,Muster::N,тӹрлец,عينة
332,Größe::N,кӱкшӹц,حجم
333,Länge::N,кыт,طول
334,Höhe::N,кӱкшӹц,علو
335,Höhe::N,кӱкшӹц,ارتفاع
336,Gewicht::N,нелӹц,وزن
337,Menge::N,шот,كمية
338,Haufen::N,ара,كوم
339,Reihe::N,ряд,صف
340,Boot::N,пыш,قارب
341,Boot::N,пыш,زورق
342,Ruder::N,вешлӓ,مجذاف
343,Schlitten::N,тир,مزلقة
344,Ski::N,ечӹ,زلاجة
345,Lagerfeuer::N,тыл,نار المخيم
346,Last::N,нелӹц,حمل
347,Gang::N,ход,مشية
348,Schritt::N,ашкыл,خطوة
349,Norden::N,йыдпелвел,شمال
350,Süden::N,кечӹвӓлвел,جنوب
351,Westen::N,кечӹ шӹцмӹ,غرب
352,Osten::N,ирвел,شرق
353,Osten::N,кечӹ лӱлтмӹ,شرق
354,Holz::N,пушӓнгӹ,خشب
355,Brett::N,ханга,لوح
356,Platte::N,плитӓ,صفيحة
357,Stütze::N,цӓрӓк,سند
358,Stütze::N,цӓрӓк,دعامة
359,Stange::N,равы,عود
360,Stange::N,намаш,عود
361,Stock::N,панды,عصا
362,Stab::N,равы,قضيب
363,Rohr::N,пыч,أنبوبة
364,Haus::N,пöрт,دار
365,Haus::N,пöрт,بيت
366,Heim::N,пöрт,بيت
367,Heim::N,пöрт,مسكن
368,Ofen::N,камака,مدفأة
369,Fußboden::N,седӹрӓ,أرضية
370,Tisch::N,стöл,مائدة
371,Stuhl::N,пöкен,كرسي
372,Wiege::N,шипкӓ,مهد
373,Bett::N,койка,سرير
374,Bett::N,кравать,سرير
375,Regal::N,полицӓ,رف
376,Kiste::N,шӱ́ндӹк,صندوق
377,Fenster::N,окня,شباك
378,Fenster::N,окня,نافذة
379,Tür::N,амаса,باب
380,Tor::N,хапка,بوابة
381,Zaun::N,забор,سياج
382,Dach::N,левӓш,سطح
383,Leiter::N,ташкалтыш,سلم
384,Besen::N,сало,مكنسة
385,Besen::N,салко,مكنسة
386,Spaten::N,кольмы,مسحاة
387,Schaufel::N,лоток,مجرفة
388,Gabel::N,ви́лка,شوكة
389,Löffel::N,савала,ملعقة
390,Messer::N,кӹзӹ,سكين
391,Nagel::N,пыда,مسمار
392,Netz::N,вӓпш,شبكة
393,Haken::N,крӱк,خطاف
394,Haken::N,крӱк,صنارة
395,Haken::N,кагак,خطاف
396,Haken::N,кагак,صنارة
397,Griff::N,кычем,قبضة
398,Schloss::N,замок,قفل
399,Schloss::N,сыравач,قفل
400,Bild::N,картин,صورة
401,Figur::N,кӓн,تمثال
402,Puppe::N,поханя,دمية
403,Beutel::N,мешӓк,كيس
404,Bündel::N,топ,ربطة
405,Bündel::N,пидӹш,ربطة
406,Bündel::N,кӹлдӹш,ربطة
407,Tasche::N,сумкы,شنطة
408,Tasche::N,сумкы,محفظة
409,Eimer::N,ведӹрӓ,سطل
410,Eimer::N,ведӹрӓ,جردل
411,Deckel::N,комдыш,سداد
412,Geschirr::N,ӓтӹ,أوان
413,Sack::N,мешӓк,زكيبة
414,Tasse::N,цӓшкӓ,فنجان
415,Topf::N,ми́ска,قدر
416,Topf::N,ми́ска,طنجرة
417,Kessel::N,пад,قدر
418,Kessel::N,пад,غلاية
419,Essen::N,качкыш,طعام
420,Essen::N,качкыш-йӱш,طعام
421,Nahrung::N,качкыш,غذاء
422,Nahrung::N,качкыш-йӱш,غذاء
423,Speise::N,няня,أكل
424,Fleisch::N,пай,لحم
425,Getreide::N,киндӹ,حبوب
426,Brei::N,шӹрӓш,عصيدة
427,Brot::N,сыкыр,خبز
428,Scheibe::N,ламыт,شريحة
429,Scheibe::N,лаштык,شريحة
430,Fett::N,кая,سمن
431,Butter::N,ӱ,زبدة
432,Öl::N,ӱ,زيت
433,Salz::N,санзал,ملح
434,Suppe::N,лем,حساء
435,Suppe::N,лем,شربة
436,Honig::N,мӱ,عسل
437,Milch::N,шӹшер,حليب
438,Tee::N,чӓй,شاي
439,Leder::N,шарга,جلد
440,Leder::N,кавашты,جلد
441,Wolle::N,миж,صوف
442,Stoff::N,матер,قماش
443,Stoff::N,матери,قماش
444,Nadel::N,им,إبرة
445,Faden::N,шӹртӹ,خيط
446,Knopf::N,полдыш,زر
447,Knoten::N,пӱкшем,عقدة
448,Farbe::N,чиӓ,صبغة
449,Farbe::N,крӓскӓ,صبغة
450,Kleidung::N,выргем,ملابس
451,Hemd::N,тыгыр,قميص
452,Kragen::N,шӱ,ياقة
453,Ärmel::N,шокш,كم
454,Hose::N,ялаш,سروال
455,Hose::N,ялаш,بنطلون
456,Gürtel::N,ӹштӹ,حزام
457,Mütze::N,упш,طاقية
458,Schuh::N,ту́фльы,حذاء
459,Stiefel::N,кем,جزمة
460,Stiefel::N,кем,حذاء طويل
461,Ring::N,шӓргӓш,حلقة
462,Band::N,лемтӓ,شريط
463,Kamm::N,шерге,مشط
464,Spiegel::N,тӹгӹр,مرآة
465,Riemen::N,прӓжӓ,سير
466,Schnur::N,кӓндӹра,حبل
467,Schnur::N,кӓндӹра,دوبارة
468,Leine::N,керем,قيد
469,Decke::N,одеял,بطانية
470,Kissen::N,кӹпцӹк,وسادة
471,Tuch::N,савыц,منديل
472,Handtuch::N,шӹргӹсавыц,فوطة
473,Handtuch::N,шӹргӹсавыц,منشفة
474,Handtuch::N,шӹргӹмсавыц,فوطة
475,Handtuch::N,шӹргӹмсавыц,منشفة
476,Kraft::N,ви,قدرة
477,Stärke::N,ви,قوة
478,Gesundheit::N,шу,صحة
479,Gesundheit::N,шулык,صحة
480,Krankheit::N,мыж,مرض
481,Schmerz::N,карштыш,ألم
482,Schmerz::N,карштыш,وجع
483,Wunde::N,шушыр,جرح
484,Fieber::N,ӱштӹмыж,حمى
485,Arznei::N,лекӓрцӹ,دواء
486,Brücke::N,кӹвер,جسر
487,Brunnen::N,вӹдсӹнзӓ,بئر
488,Weide::N,ныр,مرعى
489,Pfad::N,ялгорны,درب
490,Weg::N,корны,سكة
491,Straße::N,корны,طريق
492,Dorf::N,сола,قرية
493,Stadt::N,города,مدينة
494,Brief::N,сирмӓш,خطاب
495,Brief::N,сирмӓш,مكتوب
496,Buch::N,книгӓ,كتاب
497,Buchstabe::N,буква́,حرف
498,Zeitung::N,газет,جريدة
499,Zeitung::N,кайзет,جريدة
500,Leben::N,житя,عيش
501,Leben::N,житя,حياة
502,Tod::N,смöрт,موت
503,Tod::N,смöрт,وفاة
504,Grab::N,шӹгер,قبر
505,Grab::N,мыгилӓ,قبر
506,Grab::N,шӹгерлӓ,قبر
507,Kirche::N,церкӹ,كنيسة
508,Sünde::N,сулык,خطيئة
509,Gott::N,йымы,إله
510,Arbeiter::N,пӓшӓзӹ,عامل
511,Chef::N,вуй,رئيس
512,Meister::N,мастар,أسطى
513,Arzt::N,доктор,طبيب
514,Lehrer::N,тымдышы,مدرس
515,Geld::N,окса,نقود
516,Geschäft::N,торге́йӹмӓш,صفقة
517,Laden::N,лапка,دكان
518,Laden::N,магазин,دكان
519,Preis::N,ӓк,سعر
520,Ware::N,товар,بضاعة
521,Nutzen::N,пайда,فائدة
522,Reichtum::N,перке,غنى
523,Reichtum::N,перке,ثروة
524,Welt::N,сӓндӓлӹк,عالم
525,Welt::N,сӓндӓлӹк,دنيا
526,Welt::N,свет,عالم
527,Welt::N,свет,دنيا
528,Land::N,сӓндӓлӹк,بلد
529,Staat::N,кугижӓншӹ,دولة
530,König::N,король,ملك
531,Macht::N,власть,سلطة
532,Grenze::N,пӹсмӓн,حدود
533,Krieg::N,вырсы,حرب
534,Feind::N,тышман,عدو
535,Gewalt::N,ви,عنف
536,Kampf::N,кредӓлмӓш,قتال
537,Bogen[Waffe]::N,янгеж,قوس
538,Pfeil::N,пикш,سهم
539,Gewehr::N,пичӓл,بندقية
540,Fehler::N,самынь,خطأ
541,Lüge::N,шая,كذب
542,Schaden::N,вре́дӓ,تلف
543,Unglück::N,пёда,نحس
544,Unglück::N,тымаша,نحس
545,Schuld::N,вуйнамат,ذنب
546,Alter::N,иӓш,سن
547,Alter::N,иӓш,عمر
548,Alter::N,игечӹ,سن
549,Alter::N,игечӹ,عمر
550,Schluss::N,пӹтӓртӹш,ختام
551,Schluss::N,пӹтӓртӹш,نهاية
552,Zeit::N,веремӓ,وقت
553,Tag::N,кечӹ,يوم
554,Morgen::N,ир,صباح
555,Morgen::N,ирок,صباح
556,Mittag::N,кечӹвӓл,ظهر
557,Abend::N,вады,مساء
558,Nacht::N,йыд,ليلة
559,Woche::N,ӓрня,أسبوع
560,Monat::N,тӹ́лзӹ,شهر
561,Jahr::N,год,عام
562,Jahr::N,год,سنة
563,Frühling::N,шошым,ربيع
564,Sommer::N,кӓнгӹж,صيف
565,Herbst::N,шӹжӹ,خريف
566,Winter::N,тел,شتاء
567,Winter::N,телӹ,شتاء
568,Januar::N,январ,يناير
569,Januar::N,январ,كانون الثاني
570,Januar::N,январь,يناير
571,Januar::N,январь,كانون الثاني
572,Februar::N,февраль,شباط
573,Februar::N,февраль,فبراير
574,März::N,март,آذار
575,März::N,март,مارس
576,April::N,апрель,نيسان
577,Mai::N,май,مايو
578,Juni::N,июнь,يونيو
579,Juni::N,июнь,حزيران
580,Juli::N,июль,تموز
581,Juli::N,июль,يوليو
582,August::N,август,آب
583,August::N,август,أغسطس
584,September::N,сентябрь,أيلول
585,September::N,сентябрь,سبتمبر
586,Oktober::N,октябрь,أكتوبر
587,Oktober::N,октябрь,تشرين الأول
588,November::N,ноябрь,نوفمبر
589,November::N,ноябрь,تشرين الثاني
590,Dezember::N,декавыр,ديسمبر
591,Dezember::N,декавыр,كانون الأول
592,Montag::N,шачмы,يوم الاثنين
593,Dienstag::N,кышкыжмы,يوم الثلاثاء
594,Mittwoch::N,вӹрчегӹ,يوم الأربعاء
595,Donnerstag::N,изӓрня,يوم الخميس
596,Freitag::N,когарня,يوم الجمعة
597,Samstag::N,кукшыгечӹ,يوم السبت
598,Sonntag::N,рушӓрня,يوم الأحد
599,groß::A,кого,كبير
600,klein::A,изи,صغير
601,lang::A,кужы,طويل
602,kurz::A,кӹтӹк,قصير
603,breit::A,кымда,واسع
604,schmal::A,ӓнгӹсӹр,ضيق
605,dicht::A,шӹре,كث
606,dicht::A,шӹре,كثيف
607,dick[Gegenstand]::A,кӹжгӹ,غليظ
608,dünn::A,вӹцкӹж,رفيع
609,fein::A,пыльга,رقيق
610,fest::A,цаткыды,متين
611,flach::A,тӓлякӓ,سهل
612,flach::A,тӓлякӓ,منبسط
613,glatt::A,ягылгы,ناعم
614,hart::A,пингӹдӹ,صلب
615,hart::A,пингӹдӹ,جامد
616,weich::A,пышкыды,لين
617,rund::A,тӹртӹш,مستدير
618,spitz::A,кашар,مدبب
619,scharf::A,кашар,حاد
620,stumpf::A,нӹшкӹ,ثالم
621,schwer::A,нелӹ,ثقيل
622,schön::A,цевер,جميل
623,schön::A,олмыдшы,جميل
624,heiß::A,шокшы,حار
625,heiß::A,шокшы,ساخن
626,warm::A,шокшы,دافئ
627,kalt::A,ӱштӹ,بارد
628,kühl::A,юалгы,قر
629,kühl::A,йонгата,قر
630,frisch::A,йонгата,طازج
631,feucht::A,ӹлӹкшӹ,رطب
632,feucht::A,вӹдӹжгӹ,رطب
633,nass::A,начкы,مبلول
634,trocken::A,кукшы,جاف
635,voll::A,темшӹ,ملء
636,voll::A,темыман,ملء
637,leer::A,йӓрӓ,خال
638,leer::A,йӓрӓ,فارغ
639,offen::A,виш,مفتوح
640,geschlossen::A,чӱчмӹ,مغلق
641,geschlossen::A,тӹкӹлӓлтшӹ,مغلق
642,sauber::A,ире,نظيف
643,schmutzig::A,шоран,قذر
644,schmutzig::A,лявӹрӓн,قذر
645,schmutzig::A,шорангшы,قذر
646,roh::A,пеле кӱшӹ,نيء
647,reif::A,кӱшӹ,ناضج
648,lecker::A,тотан,لذيذ
649,süß::A,мӱӓн,حلو
650,bitter::A,качы,مر
651,sauer::A,шапы,حامض
652,hell::A,соты,نير
653,hell::A,валгыды,نير
654,dunkel::A,пӹц,مظلم
655,dunkel::A,пӹцкемӹш,مظلم
656,schwarz::A,шим,أسود
657,weiß::A,ош,أبيض
658,weiß::A,ошы,أبيض
659,rot::A,якшаргы,أحمر
660,gelb::A,сар,أصفر
661,gelb::A,сары,أصفر
662,blau::A,симсӹ,أزرق
663,grün::A,ыжар,أخضر
664,grau::A,луды,رمادي
665,bunt::A,ала,ملوب
666,billig::A,шулдаш,رخيص
667,teuer::A,шергӹ,غال
668,teuer::A,шергӓкӓн,غال
669,wertvoll::A,ӓкӓн,ثمين
670,blind::A,слöпöй,أعمى
671,blind::A,сльöпöй,أعمى
672,taub::A,тӱтӱк,أصم
673,taub::A,тӱтӱк,أطرش
674,kräftig::A,виӓн,قوي
675,stark::A,виӓн,قوي
676,schwach::A,шава,ضعيف
677,schwach::A,лӹпкӓ,ضعيف
678,schwach::A,слабка,ضعيف
679,fett::A,таза,سمين
680,schlank::A,яштака,أهيف
681,hübsch::A,сӹлнӹ,جميل
682,hübsch::A,олмыдшы,جميل
683,böse::A,шӹдӓн,رديء
684,dumm::A,окмак,أبله
685,dumm::A,окмак,أحمق
686,faul::A,ялахай,كسلان
687,fleißig::A,пӓшам яратышы,مجتهد
688,geizig::A,шык,بخيل
689,klug::A,ышан,ذكي
690,klug::A,ышан,عاقل
691,geschickt::A,мастар,ماهر
692,lieb::A,тыри,عزيز
693,lustig::A,мындыр,مرح
694,lustig::A,сусу,مرح
695,sanft::A,йӹвӹжӓ,حليم
696,hungrig::A,шужышы,جائع
697,krank::A,церлӹ,مريض
698,krank::A,хворой,مريض
699,nackt::A,цӓрӓ,عار
700,traurig::A,сы́лыкан,حزين
701,traurig::A,кымы́лдымы,حزين
702,lebendig::A,живой,حي
703,gut::A,яжо,جيد
704,schlecht::A,уда,سيء
705,schlecht::A,худа,سيء
706,richtig::A,вургамла,صحيح
707,schlimm::A,йӹрнык,خبيث
708,wahr::A,настоящий,حق
709,wahr::A,настояшый,حق
710,alt::A,шонгы,قديم
711,neu::A,у,جديد
712,ehemalig::A,тошты,سابق
713,alt[Lebewesen]::A,ӹлалшӹ,مسن
714,jung::A,нöргӹ,شاب
715,jung::A,нöргӹ,صغير
716,jung::A,молода,شاب
717,jung::A,молода,صغير
718,arm::A,укеӓн,فقير
719,reich::A,паян,غني
720,reich::A,пурлыкан,غني
721,bekannt::A,палӹмӹ,معلوم
722,berühmt::A,лӹмлы,مشهور
723,fremd::A,эдемӹн,أجنبي
724,verschieden::A,тӹрлӹ,مختلف
725,nah::A,лишӹл,قريب
726,fern::A,мӹндӹр,بعيد
727,linker::A,шалахай,يسار
728,rechter::A,вургамла,يمين
729,anderer::A,вес,آخر
730,anderer::A,весӹ,آخر
731,erster::A,икшӹ,أول
732,erster::A,икӹмшӹ,أول
733,zweiter::A,кокшы,ثان
734,dritter::A,кымшы,ثالث
735,letzter::A,остатка,أخير
736,allein::ADV,иктӹ,وحده
737,allein::ADV,иктӹт,وحده
738,auf einmal::ADV,тöрöк,بالمرة
739,zusammen::ADV,икараш,معا
740,zusammen::ADV,цымырын,معا
741,lange::ADV,кужын,مدة طويلة
742,plötzlich::ADV,трӱк,فجأة
743,sofort::ADV,полт,حالا
