,Concept_ID,ps,no
362,Höhe::N,جګوالی,høyde
363,Gewicht::N,وزن,vekt
364,Menge::N,اندازه,mengde
365,Haufen::N,کوټه,haug
366,Haufen::N,کوټه,bunke
367,Reihe::N,صف,rekke
368,Reihe::N,کتار,rekke
369,Boot::N,قايق,båt
370,Ruder::N,چپه,åre
371,Schlitten::N,ښویېدونی,slede
372,Schlitten::N,ښویېدونی,kjelke
373,Ski::N,سکي,ski
374,Lagerfeuer::N,اور,leirbål
375,Last::N,بار,bør
376,Last::N,بار,last
377,Last::N,پېټی,bør
378,Last::N,پېټی,last
379,Gang::N,تګ,gang
380,Schritt::N,ګام,steg
381,Schritt::N,ګام,skritt
382,Norden::N,شمال,nord
383,Süden::N,سوېل,sør
384,Westen::N,لوېدېځ,vest
385,Osten::N,شرق,øst
386,Osten::N,ختیځ,øst
387,Holz::N,لرګی,tre
388,Brett::N,تخته,fjøl
389,Brett::N,تخته,brett
390,Platte::N,تخته,plate
391,Stütze::N,تکیوان,støtte
392,Stange::N,ډاګه,stang
393,Stock::N,لرګی,pinne
394,Stab::N,چيخله,stav
395,Stab::N,چيخله,kjepp
396,Rohr::N,نل,rør
397,Haus::N,کور,hus
398,Heim::N,کور,hjem
399,Ofen::N,تودنۍ,ovn
400,Fußboden::N,غولی,gulv
401,Tisch::N,مېز,bord
402,Stuhl::N,چوکۍ,stol
403,Wiege::N,زانګو,vogge
404,Bett::N,کټ,seng
405,Bett::N,چپرکټ,seng
406,Regal::N,تاخچۍ,reol
407,Regal::N,تاخچۍ,hylle
408,Kiste::N,صندوق,kasse
409,Fenster::N,کړکۍ,vindu
410,Tür::N,دروازه,dør
411,Tor::N,دروازه,port
412,Zaun::N,کټاره,gjerde
413,Dach::N,بام,tak
414,Leiter::N,زينه,stige
415,Besen::N,جارو,kost
416,Spaten::N,یوم,spade
417,Schaufel::N,بېلچه,skuffe
418,Gabel::N,پنجه,gaffel
419,Löffel::N,کاشوغه,skje
420,Messer::N,چاقو,kniv
421,Nagel::N,ميخ,spiker
422,Netz::N,جال,nett
423,Haken::N,څنګک,krok
424,Griff::N,لاستی,tak
425,Griff::N,لاستی,håndtak
426,Schloss::N,کلپ,lås
427,Bild::N,رسم,bilde
428,Figur::N,قدوقامت,figur
429,Puppe::N,ګوډۍ,dukke
430,Beutel::N,کڅوړه,pose
431,Bündel::N,دسته,bylt
432,Tasche::N,بکس,veske
433,Tasche::N,توبره,veske
434,Eimer::N,سطل,bøtte
435,Deckel::N,سرپوښ,lokk
436,Geschirr::N,لوښی,kjøkkentøy
437,Sack::N,جوال,sekk
438,Tasse::N,پیاله,kopp
439,Topf::N,دېګی,gryte
440,Kessel::N,دېګ,kjele
441,Essen::N,خوراک,mål
442,Nahrung::N,خوراک,mat
443,Nahrung::N,خوراک,næring
444,Speise::N,خواړه,matrett
445,Fleisch::N,غوښه,kjøtt
446,Getreide::N,غله,korn
447,Brei::N,اوګره,grøt
448,Brot::N,ډوډۍ,brød
449,Scheibe::N,مړۍ,skive
450,Fett::N,غوړي,fett
451,Butter::N,کوچ,smør
452,Öl::N,تېل,olje
453,Salz::N,مالګه,salt
454,Suppe::N,شوربا,suppe
455,Honig::N,شات,honning
456,Milch::N,شوده,melk
457,Tee::N,چای,te
458,Leder::N,څرمن,lær
459,Leder::N,څرمن,skinn
460,Wolle::N,پشم,ull
461,Stoff::N,ټوټه,tøy
462,Stoff::N,ټوټه,stoff
463,Nadel::N,ستن,nål
464,Faden::N,تار,tråd
465,Knopf::N,تڼۍ,knapp
466,Knopf::N,تکمه,knapp
467,Knoten::N,غوټه,knute
468,Farbe::N,رنګ,farge
469,Kleidung::N,کالي,påkledning
470,Hemd::N,کميس,skjorte
471,Kragen::N,غاړه,krage
472,Ärmel::N,لستوڼی,erme
473,Hose::N,پطلون,bukse
474,Gürtel::N,کمربند,belte
475,Mütze::N,خولۍ,lue
476,Schuh::N,بوټ,sko
477,Stiefel::N,موزه,støvel
478,Ring::N,ګوته,ring
479,Band::N,فيته,band
480,Kamm::N,ګمنځ,kam
481,Spiegel::N,ایینه,speil
482,Spiegel::N,هنداره,speil
483,Riemen::N,تسمه,rem
484,Schnur::N,مزی,snor
485,Leine::N,رسۍ,line
486,Decke::N,بړستن,teppe
487,Kissen::N,بالښت,pute
488,Tuch::N,ټیکری,tøy
489,Handtuch::N,دسمال,håndkle
490,Kraft::N,زور,kraft
491,Kraft::N,توان,kraft
492,Stärke::N,قوت,styrke
493,Gesundheit::N,صحت,helse
494,Gesundheit::N,صحت,sunnhet
495,Gesundheit::N,روغتیا,helse
496,Gesundheit::N,روغتیا,sunnhet
497,Krankheit::N,مرض,syke
498,Krankheit::N,مرض,sykdom
499,Krankheit::N,ناروغي,syke
500,Krankheit::N,ناروغي,sykdom
501,Schmerz::N,درد,smerte
502,Wunde::N,ټپ,sår
503,Wunde::N,زخم,sår
504,Fieber::N,تبه,feber
505,Arznei::N,دوا,medisin
506,Arznei::N,دوا,legemiddel
507,Arznei::N,دارو,medisin
508,Arznei::N,دارو,legemiddel
509,Brücke::N,پول,bro
510,Brunnen::N,څاه,brønn
511,Brunnen::N,کوهی,brønn
512,Weide::N,وله,beite
513,Pfad::N,تړه,sti
514,Weg::N,لیار,vei
515,Straße::N,سړک,gate
516,Dorf::N,کلی,landsby
517,Stadt::N,ښار,by
518,Brief::N,لیک,brev
519,Brief::N,مکتوب,brev
520,Buch::N,کتاب,bok
521,Buchstabe::N,حرف,bokstav
522,Buchstabe::N,توری,bokstav
523,Zeitung::N,اخبار,avis
524,Leben::N,ژوند,liv
525,Tod::N,مرګ,død
526,Tod::N,مړینه,død
527,Grab::N,قبر,grav
528,Grab::N,ډورۍ,grav
529,Kirche::N,کلیسا,kirke
530,Sünde::N,ګناه,synd
531,Gott::N,خدای,gud
532,Arbeiter::N,کاریګر,arbeider
533,Chef::N,آمر,sjef
534,Meister::N,استاد,mester
535,Arzt::N,طبیب,lege
536,Arzt::N,ډاکټر,lege
537,Lehrer::N,معلم,lærer
538,Lehrer::N,ښوونکی,lærer
539,Geld::N,پیسې,penger
540,Geschäft::N,سوداګري,forretning
541,Laden::N,دکان,butikk
542,Laden::N,مغازه,butikk
543,Preis::N,بیه,pris
544,Ware::N,مال,vare
545,Nutzen::N,ګټه,nytte
546,Reichtum::N,شتمني,rikdom
547,Welt::N,نړۍ,verden
548,Welt::N,دنیا,verden
549,Land::N,هېواد,land
550,Staat::N,دولت,stat
551,König::N,باچا,konge
552,König::N,پادشاه,konge
553,Macht::N,قدرت,makt
554,Grenze::N,حد,grense
555,Grenze::N,سرحد,grense
556,Krieg::N,جګړه,krig
557,Feind::N,دښمن,fiende
558,Gewalt::N,زور,vold
559,Gewalt::N,تشدد,vold
560,Kampf::N,جنګ,kamp
561,Kampf::N,مبارزه,kamp
562,Bogen[Waffe]::N,لیندۍ,bue
563,Pfeil::N,غشی,pil
564,Gewehr::N,ټوپک,gevær
565,Fehler::N,خطا,feil
566,Fehler::N,غلطي,feil
567,Lüge::N,دروغ,løgn
568,Schaden::N,زیان,skade
569,Schaden::N,تاوان,skade
570,Unglück::N,بدبختي,uhell
571,Schuld::N,ګناه,skyld
572,Alter::N,منګ,alder
573,Schluss::N,اخر,slutt
574,Zeit::N,وخت,tid
575,Tag::N,ورځ,dag
576,Morgen::N,سبا,morgen
577,Morgen::N,سهار,morgen
578,Mittag::N,غرمه,middag
579,Abend::N,ماښام,aften
580,Nacht::N,شپه,natt
581,Woche::N,اونۍ,uke
582,Monat::N,مياشت,måned
583,Jahr::N,کال,år
584,Frühling::N,پسرلی,vår
585,Sommer::N,دوبی,sommer
586,Herbst::N,منی,høst
587,Herbst::N,خزان,høst
588,Winter::N,ژمی,vinter
589,Januar::N,جنوري,januar
590,Februar::N,فبروري,februar
591,März::N,مارچ,mars
592,April::N,اپریل,april
593,Mai::N,مې,mai
594,Juni::N,جون,juni
595,Juli::N,جولای,juli
596,August::N,اګست,august
597,September::N,سپټامبر,september
598,Oktober::N,اکتوبر,oktober
599,November::N,نومبر,november
600,Dezember::N,دسمبر,desember
601,Montag::N,دوشنبه,mandag
602,Dienstag::N,سه شنبه,tirsdag
603,Mittwoch::N,چارشنبه,onsdag
604,Donnerstag::N,پنجشنبه,torsdag
605,Freitag::N,جمعه,fredag
606,Samstag::N,خالي,lørdag
607,Sonntag::N,یکشنبه,søndag
608,groß::A,لوی,stor
609,klein::A,وړوکی,liten
610,lang::A,اوړد,lang
611,kurz::A,لنډ,kort
612,breit::A,پراخه,bred
613,schmal::A,تنګ,smal
614,dicht::A,ګڼ,tett
615,dick[Gegenstand]::A,پنډ,tykk
616,dünn::A,نری,tynn
617,fein::A,نازک,fin
618,fest::A,کلک,fast
619,fest::A,ټینګ,fast
620,flach::A,هوار,flat
621,glatt::A,ښوی,glatt
622,hart::A,کلک,hard
623,weich::A,نرم,myk
624,weich::A,نرم,bløt
625,weich::A,پوست,myk
626,weich::A,پوست,bløt
627,rund::A,ګرد,rund
628,spitz::A,تېره,spiss
629,scharf::A,تېز,kvass
630,scharf::A,تېره,kvass
631,stumpf::A,پڅ,stubb
632,schwer::A,دروند,tung
633,schön::A,ښکلی,pen
634,schön::A,ښکلی,vakker
635,heiß::A,تود,het
636,warm::A,تود,varm
637,kalt::A,ېخ,kald
638,kalt::A,سوړ,kald
639,kühl::A,ېخ,kjølig
640,kühl::A,سوړ,kjølig
641,frisch::A,تازه,fersk
642,feucht::A,مرطوب,fuktig
643,nass::A,لوند,våt
644,trocken::A,وچ,tørr
645,voll::A,ډک,full
646,leer::A,خالی,tom
647,offen::A,خلاص,åpen
648,offen::A,پرانیستی,åpen
649,geschlossen::A,تړلی,lukket
650,sauber::A,پاک,ren
651,schmutzig::A,چټل,skitten
652,roh::A,خام,rå
653,reif::A,پوخ,moden
654,reif::A,رسېدلی,moden
655,lecker::A,خوندور,lekker
656,lecker::A,مزه دار,lekker
657,süß::A,خوږ,søt
658,süß::A,شیرین,søt
659,bitter::A,تریخ,besk
660,bitter::A,تریخ,bitter
661,sauer::A,ټاک,sur
662,sauer::A,تريو,sur
663,hell::A,روڼ,lys
664,hell::A,روښان,lys
665,dunkel::A,تیاره,mørk
666,schwarz::A,تور,svart
667,weiß::A,سپين,hvit
668,rot::A,سور,rød
669,gelb::A,زېړ,gul
670,blau::A,شین,blå
671,blau::A,اسماني رنګه,blå
672,grün::A,زرغون,grønn
673,grau::A,خړ,grå
674,bunt::A,رنګارنګ,broket
675,billig::A,ارزان,billig
676,teuer::A,ګران,dyr
677,wertvoll::A,قیمتي,verdifull
678,blind::A,ړوند,blind
679,taub::A,کوڼ,døv
680,kräftig::A,قوی,kraftig
681,stark::A,قوی,sterk
682,stark::A,تکړه,sterk
683,schwach::A,ضعیف,svak
684,schwach::A,کمزوری,svak
685,fett::A,چاغ,fet
686,schlank::A,خوش اندام,slank
687,hübsch::A,ښکلی,pen
688,hübsch::A,ښایسته,pen
689,böse::A,شریر,slem
690,böse::A,قهرناک,slem
691,dumm::A,احمق,dum
692,faul::A,لټ,lat
693,faul::A,لټ,doven
694,faul::A,تنبل,lat
695,faul::A,تنبل,doven
696,fleißig::A,زحمت کښ,flittig
697,geizig::A,بخیل,gjerrig
698,klug::A,عاقل,klok
699,klug::A,هوښیار,klok
700,geschickt::A,ماهر,hendig
701,geschickt::A,ماهر,skikket
702,lieb::A,عزیز,kjær
703,lieb::A,عزیز,snill
704,lieb::A,محبوب,kjær
705,lieb::A,محبوب,snill
706,lustig::A,خوشحال,morsom
707,sanft::A,پوست,blid
708,sanft::A,ملایم,blid
709,hungrig::A,وږی,sulten
710,krank::A,مريض,syk
711,krank::A,ناروغ,syk
712,nackt::A,لوڅ,naken
713,traurig::A,غمجن,sørgmodig
714,lebendig::A,ژوندی,levende
715,gut::A,ښه,god
716,schlecht::A,بد,dårlig
717,schlecht::A,خراب,dårlig
718,richtig::A,سم,riktig
719,richtig::A,صحیح,riktig
720,schlimm::A,بد,slem
721,schlimm::A,مخوف,slem
722,wahr::A,واقعي,sann
723,alt::A,زوړ,gammel
724,neu::A,نوی,ny
725,ehemalig::A,پخوانی,forhenværende
726,alt[Lebewesen]::A,زوړ,gammel
727,jung::A,ځوان,ung
728,arm::A,غریب,fattig
729,arm::A,بې وزله,fattig
730,reich::A,شتمن,rik
731,reich::A,دولتمند,rik
732,bekannt::A,اشنا,kjent
733,berühmt::A,مشهور,berømt
734,fremd::A,پردی,fremmed
735,fremd::A,بېګانه,fremmed
736,verschieden::A,مختلف,forskjellig
737,nah::A,نژدې,nær
738,fern::A,لیری,fjern
739,linker::A,چپ,venstre
740,linker::A,کیڼ,venstre
741,rechter::A,ښی,høyre
742,anderer::A,بل,annen
743,erster::A,لومړی,første
744,zweiter::A,دوهم,annen
745,dritter::A,درېم,tredje
746,letzter::A,آخرنی,sist
747,letzter::A,وروستی,sist
748,allein::ADV,یوازې,alene
749,auf einmal::ADV,په یوه وخت کی,med ett
750,zusammen::ADV,یو ځای,sammen
751,lange::ADV,ډېر وخت,lenge
752,lange::ADV,ډېره موده,lenge
753,plötzlich::ADV,ناببره,plutselig
754,plötzlich::ADV,یوناڅاپه,plutselig
755,sofort::ADV,فوراً,straks
756,sofort::ADV,سمدلاسه,straks
757,später::ADV,وروسته,senere
758,jetzt::ADV,اوس,nå
759,heute::ADV,نن,i dag
760,morgen::ADV,سبا,i morgen
761,bald::ADV,ژر,snart
762,dann::ADV,پس,så
763,dann::ADV,وروسته,så
764,gestern::ADV,پرون,i går
765,einst::ADV,پخوا,engang
766,damals::ADV,هغه وخت,den gang
767,danach::ADV,بیا,deretter
768,vorher::ADV,دمخه,før
769,vorher::ADV,دمخه,i forveien
770,zuerst::ADV,لومړی,først
771,einmal::ADV,یو ځل,en gang
772,manchmal::ADV,ګاهی ګاهی,somme tider
773,oft::ADV,ډېر ځله,ofte
774,immer::ADV,تل,alltid
775,immer::ADV,همېشه,alltid
776,niemals::ADV,هیڅکله نه,aldri
777,hier::ADV,دلته,her
778,hierhin::ADV,دلته,hit
779,hierhin::ADV,دې ځای ته,hit
780,von hier::ADV,د دې ځای نه,herfra
781,dort::ADV,هلته,der
782,dorthin::ADV,هلته,dit
783,dorthin::ADV,هغه ځای ته,dit
784,geradeaus::ADV,مخامخ,rett fram
785,vorwärts::ADV,مخ پهٔ وړاندې,fram
786,vorwärts::ADV,مخ پهٔ وړاندې,framover
787,rückwärts::ADV,بېرته,baklengs
788,zurück::ADV,بېرته,tilbake
789,unten::ADV,لاندي,nede
790,hinab::ADV,ښکته,ned
791,hinab::ADV,ښکته,nedover
792,oben::ADV,پورته,oppe
793,oben::ADV,پورته,ovenpå
794,hinauf::ADV,پاس,opp
795,hinauf::ADV,پاس,oppover
796,überall::ADV,هره خوا,overalt
797,nicht::ADV,نه,ikke
798,ein wenig::ADV,یو څه,litt
799,kaum::ADV,ایله,neppe
800,sehr::ADV,ډېر,svært
801,sehr::ADV,زيات,svært
802,so::ADV,داسې,så
803,so::ADV,دومره,så
804,noch::ADV,نور,enda
805,nur::ADV,تش,bare
806,nur::ADV,صرف,bare
807,schon::ADV,دمخه,alt
808,schon::ADV,دمخه,allerede
809,wieder::ADV,بیا,igjen
810,vergebens::ADV,عبث,forgjeves
811,vor::PRP,دمخه,foran
