,Concept_ID,tt,az
799,zwischen::PRP,арасында,arasında
800,wegen::PRP,сәбәпле,üçün
801,wegen::PRP,сәбәпле,ötəri
802,dies::PRN,бу,bu
803,das::PRN,ул,o
804,alles::PRN,һәммә,hər şey
805,ich::PRN,мин,mən
806,du::PRN,син,sən
807,er::PRN,ул,o
808,wir::PRN,без,biz
809,ihr::PRN,сез,siz
810,sie::PRN,ул,onlar
811,was::FPRN,ни,nə
812,was::FPRN,нәрсә,nə
813,wer::FPRN,кем,kim
814,wo::FADV,кайда,harada
815,wohin::FADV,кая,haraya
816,wie::FADV,ничек,necə
817,warum::FADV,нигә,niyə
818,warum::FADV,нигә,nə üçün
819,wieviel::FNUM,ничә,neçə
820,wieviel::FNUM,ничә,nə qədər
821,eins::NUM,бер,bir
822,zwei::NUM,ике,iki
823,drei::NUM,өч,üç
824,vier::NUM,дүрт,dörd
825,fünf::NUM,биш,beş
826,sechs::NUM,алты,altı
827,sieben::NUM,җиде,yeddi
828,acht::NUM,сигез,səkkiz
829,neun::NUM,тугыз,doqquz
830,zehn::NUM,ун,on
831,elf::NUM,унбер,on bir
832,zwölf::NUM,унике,on iki
833,zwanzig::NUM,егерме,iyirmi
834,dreißig::NUM,утыз,otuz
835,vierzig::NUM,кырык,qırx
836,fünfzig::NUM,илле,əlli
837,sechzig::NUM,алтмыш,altmış
838,siebzig::NUM,җитмеш,yetmiş
839,achtzig::NUM,сиксән,səksən
840,neunzig::NUM,туксан,doxsan
841,hundert::NUM,йөз,yüz
842,tausend::NUM,мең,min
843,und::CNJ,вә,və
844,oder::CNJ,яки,ya
845,oder::CNJ,яисә,ya
846,stehen::V,тору,durmaq
847,sitzen::V,утыру,oturmaq
848,liegen::V,яту,uzanmaq
849,hängen::V,эленү,asılmaq
850,werden::V,булу,olmaq
851,passieren::V,булу,olmaq
852,passieren::V,булу,baş vermək
853,beginnen::V,башлану,başlamaq
854,enden::V,бетү,bitmək
855,wechseln::V,үзгәртү,dəyişmək
856,aufgehen[Sonne]::V,чыгу,doğmaq
857,untergehen[Sonne]::V,бату,batmaq
858,scheinen[Sonne]::V,яктырту,parlamaq
859,donnern::V,күкрәү,guruldamaq
860,wehen::V,исү,əsmək
861,strömen::V,агу,axmaq
862,fließen::V,агу,axmaq
863,sich drehen::V,бөтерелү,dönmək
864,schwanken::V,икеләнү,yellənmək
865,schwingen::V,тирбәлү,yellənmək
866,fallen::V,егылу,düşmek
867,brennen::V,яну,yanmaq
868,rauchen::V,төтәү,tüstüləmək
869,rauchen::V,төтенләү,tüstüləmək
870,regnen::V,яву,yağmaq
871,gefrieren::V,кату,donmaq
872,tauen::V,эрү,ərimək
873,tauen::V,эретү,ərimək
874,schmelzen::V,эрү,ərimək
875,schmelzen::V,эретү,ərimək
876,trocknen::V,кибү,qurumaq
877,sieden::V,ургылу,qaynamaq
878,faulen::V,черү,çürümək
879,verfaulen::V,черү,çürümək
880,reißen::V,өзелү,yırtılmaq
881,versinken::V,бату,batmaq
882,vergehen::V,авышу,ötmək
883,erscheinen::V,пәйда булу,görünmək
884,verschwinden::V,югалу,yox olmaq
885,verschwinden::V,юк булу,yox olmaq
886,sinken::V,кимү,enmək
887,sinken::V,кайту,enmək
888,abnehmen::V,азаю,azalmaq
889,zunehmen::V,арту,artmaq
890,zunehmen::V,күбәю,artmaq
891,zunehmen::V,ишәю,artmaq
892,steigen::V,үсү,yüksəlmək
893,wachsen::V,үсү,böyümək
894,glänzen::V,ялкылдау,parlamaq
895,funkeln::V,ялтырау,parıldamaq
896,lärmen::V,шаулау,səs-küy etmək
897,läuten::V,шалтырату,çalmaq
898,klingeln::V,шалтырату,zəng etmək
899,klirren::V,чылтырау,cingildəmək
900,brausen::V,давыллау,gurlamaq
901,brausen::V,дулау,gurlamaq
902,rauschen::V,кыштырдау,xışıldamaq
903,klingen::V,ишетелү,səslənmək
904,bellen::V,өрү,hürmək
905,heulen::V,улау,ulamaq
906,blasen::V,өрү,üfləmək
907,pfeifen::V,сызгырту,fit vermek
908,schreien::V,кычкыру,bağırmaq
909,schreien::V,кычкыру,qışqırmaq
910,stöhnen::V,ыңгырашу,inləmək
911,zittern::V,калтырау,titrəmək
912,zittern::V,калтырану,titrəmək
913,leben::V,яшәү,yaşamaq
914,leben::V,гомер итү,yaşamaq
915,geboren werden::V,туу,doğmaq
916,atmen::V,сулау,nəfəs almaq
917,trinken::V,эчү,içmek
918,essen::V,ашау,yemək
919,schlucken::V,йоту,udmaq
920,müde werden::V,ялыгу,yorulmaq
921,müde werden::V,йөгенү,yorulmaq
922,einschlafen::V,йокыга китү,yuxuya getmək
923,schlafen::V,йоклау,uyumaq
924,aufwachen::V,уяну,oyanmaq
925,aufstehen::V,тору,yuxudan durmaq
926,sich erholen::V,ял алу,dincəlmək
927,sich erholen::V,истирахәт итү,dincəlmək
928,krank werden::V,чирләү,xəstə olmaq
929,krank sein::V,чирләү,azarlanmaq
930,krank sein::V,чирләү,xəstələnmək
931,schmerzen::V,авырту,ağrimaq
932,husten::V,ютәлләү,öksürmək
933,genesen::V,савыгу,sağalmaq
934,genesen::V,сәламәтләнү,sağalmaq
935,sterben::V,үлү,ölmək
936,sterben::V,үлү,vəfat etmək
937,sterben::V,дөнья кую,ölmək
938,sterben::V,дөнья кую,vəfat etmək
939,sterben::V,вафат булу,ölmək
940,sterben::V,вафат булу,vəfat etmək
941,umkommen::V,үлү,həlak olmaq
942,sich bewegen::V,йөрү,hərəkət etmək
943,sich rühren::V,кыймылдау,tərpənmək
944,sich erheben::V,басу,qalxmaq
945,sich setzen::V,утыру,oturmaq
946,hinfallen::V,егылу,yıxılmaq
947,laufen::V,җәяүләү,yerimək
948,schreiten::V,атлау,addım atmaq
949,spazierengehen::V,йөрү,gəzmək
950,spazierengehen::V,йөргенү,gəzmək
951,eilen::V,ашыгу,atılmaq
952,sich beeilen::V,ашыгу,tələsmək
953,sich beeilen::V,кызулау,tələsmək
954,sausen::V,җилдерү,çırpmaq
955,rennen::V,йөгерү,qaçmaq
956,springen::V,сикерү,sıçramaq
957,klettern::V,үрмәләү,dırmanmaq
958,schaukeln::V,атыну,sallanmaq
959,kriechen::V,шуышу,sürünmək
960,kriechen::V,үрмәләү,sürünmək
961,schwimmen::V,йөзү,üzmek
962,tauchen::V,чуму,dalmaq
963,rudern::V,ишү,avarlamaq
964,fahren::V,бару,sürmək
965,fliegen::V,очу,uçmaq
966,gehen::V,йөрү,getmək
967,weggehen::V,китү,getmək
968,abfahren::V,кузгалу,yola düşmək
969,anhalten::V,тукталу,saxlamaq
970,hineingehen::V,инү,girmək
971,eintreten::V,инү,girmək
972,eintreten::V,инү,daxil olmaq
973,kommen::V,килү,gəlmək
974,ankommen::V,бару,gəlib çatmaq
975,zurückkommen::V,кире кайту,qayıtmaq
976,bleiben::V,калу,qalmaq
977,warten::V,көтү,gözləmək
978,erwarten::V,көтү,bəkləmək
979,suchen::V,эзләү,aramaq
980,suchen::V,эзләү,axtarmaq
981,finden::V,табу,tapmaq
982,versuchen::V,маташу,çalışmaq
983,vorbereiten::V,хәзерләү,hazırlamaq
984,lieben::V,сөю,sevmək
985,lieben::V,ярату,sevmək
986,mögen::V,өнәү,xoşlamaq
987,lachen::V,көлү,gülmək
988,rühren::V,дулкынландыру,həyəcanlandırmaq
989,weinen::V,елау,ağlamaq
990,schimpfen::V,сүгү,küfr etmək
991,schimpfen::V,сүгенү,küfr etmək
992,sich ärgern::V,ачулану,acıqlanmaq
993,sich fürchten::V,курку,qorxmaq
994,fürchten::V,калтырау,qorxmaq
995,fürchten::V,калтырану,qorxmaq
996,fliehen::V,арка бирү,qaçmaq
997,flüchten::V,качу,qaçmaq
998,sehen::V,күрү,görmək
999,anschauen::V,карау,baxmaq
1000,ansehen::V,карау,baxmaq
1001,ansehen::V,күзәтү,baxmaq
1002,hören::V,ишетү,duymaq
1003,hören::V,ишетү,eşitmək
1004,zuhören::V,тыңлау,dinləmək
1005,probieren::V,тату,dadına baxmaq
1006,riechen::V,иснәү,qoxlamaq
1007,fühlen::V,тою,duymaq
1008,fühlen::V,сизү,duymaq
1009,scheinen::V,күренү,görünmək
1010,zu sehen sein::V,күренү,görünmək
1011,vernehmen::V,ишетү,eşitmək
1012,frieren::V,өшү,üşümək
1013,frieren::V,күшегү,üşümək
1014,tun::V,итү,etmək
1015,können::V,алу,bilmək
1016,können::V,алу,bacarmaq
1017,wollen::V,теләү,istəmək
1018,anfangen::V,керешү,başlamaq
1019,beenden::V,бетерү,bitirmək
1020,beenden::V,тәмамлау,bitirmək
1021,aufhören::V,бетү,bitmək
1022,aufhören::V,бетү,qurtarmaq
1023,gelingen::V,уңу,müvəffəq olmaq
1024,geraten::V,сабышу,düşmək
1025,öffnen::V,ачу,açmaq
1026,schließen::V,ябу,qapamaq
1027,stellen::V,кую,qoymaq
1028,setzen::V,утырту,oturtmaq
1029,legen::V,яткыру,qoymaq
1030,berühren::V,тию,toxunmaq
1031,verbinden::V,ялгау,bağlamaq
1032,bedecken::V,өрту,örtmək
1033,bedecken::V,каплау,örtmək
1034,bedecken::V,томалау,örtmək
1035,aufhängen::V,асу,asmaq
1036,anzünden::V,кабызу,yandırmaq
1037,aufheben::V,күтәрү,qaldırmaq
1038,zurücklassen::V,калдыру,buraxmaq
1039,verlieren::V,югалту,itirmək
1040,fallen lassen::V,төшерү,düşürmək
1041,machen::V,ясау,etmək
1042,machen::V,эшләү,etmək
1043,herstellen::V,ясау,istehsal etmək
1044,bauen::V,кору,tikmək
1045,reparieren::V,төзәтү,təmir etmək
1046,verbessern::V,яхшырту,düzəltmək
1047,ändern::V,үзгәртү,dəyişdirmək
1048,graben::V,казу,qazımaq
1049,beugen::V,ию,əymək
1050,biegen::V,бөгү,bükmək
1051,drehen::V,бору,döndərmək
1052,drehen::V,бөтерү,döndərmək
1053,wenden::V,бору,çevirmək
1054,umdrehen::V,түнтәрү,çevirmək
1055,heben::V,күтәрү,qaldırmaq
1056,hochheben::V,күтәрү,qaldırmaq
1057,ergreifen::V,эләктерү,tutmaq
1058,halten::V,тоту,saxlamaq
1059,drücken::V,кысу,sıxmaq
1060,schieben::V,кузгату,sürmək
1061,kratzen::V,тырнау,qaşımaq
1062,lecken::V,ялау,yalamaq
1063,beißen::V,тешләү,dişləmək
1064,abreißen::V,өзү,qoparmaq
1065,abschneiden::V,кыю,ayırmaq
1066,abschneiden::V,кисү,ayırmaq
1067,binden::V,бәйләү,bağlamaq
1068,stecken::V,төртү,soxmaq
1069,stecken::V,тыгу,soxmaq
1070,brechen::V,сындыру,qırmaq
1071,klopfen::V,шаку,sındırmaq
1072,klopfen::V,шакылдау,sındırmaq
1073,hauen::V,кыйнау,vurmaq
1074,kleben::V,ябыштыру,apışdırmaq
1075,reiben::V,ышку,ovmaq
1076,streichen::V,ягу,sürtmək
1077,schleifen::V,кайрау,bülövləmək
1078,schneiden::V,кисү,kəsmək
1079,rütteln::V,селкетү,sirkələmək
1080,schütteln::V,селкетү,çalxalamaq
1081,schwenken::V,болгау,yelləmək
1082,schütten::V,кою,tökmək
1083,füllen::V,тутыру,doldurmaq
1084,einwickeln::V,төрү,sarımaq
1085,tragen::V,ташу,daşımaq
1086,schleppen::V,сөйрәү,sürükləmək
1087,schleppen::V,өстерәү,sürükləmək
1088,ziehen::V,тарту,çəkmək
1089,aufbewahren::V,саклау,gizlətmək
1090,werfen::V,ыргыту,atmaq
1091,fangen::V,тоту,tutmaq
1092,packen::V,эләктерү,yaxalamaq
1093,verstecken::V,яшерү,gizlətmək
1094,teilen::V,бүлү,bölmək
1095,schicken::V,җибәрү,yollamaq
1096,schicken::V,җибәрү,göndərmək
1097,bringen::V,китерү,gətirmək
1098,hinzufügen::V,өстәү,əlavə etmək
1099,bekommen::V,алу,almaq
1100,bekommen::V,алу,əldə etmək
1101,erhalten::V,алу,almaq
1102,nehmen::V,алу,almaq
1103,wählen::V,сайлау,seçmək
1104,auswählen::V,сайлау,arımaq
1105,bewahren::V,саклау,qorumaq
1106,behindern::V,комачаулау,mane olmaq
1107,verderben::V,бозу,pozmaq
1108,beschädigen::V,бозу,zədələmək
1109,zerbrechen::V,вату,qırmaq
1110,zerbrechen::V,вату,sındırmaq
1111,zerreißen::V,өзү,yırtmaq
1112,zerreißen::V,ерту,yırtmaq
1113,zerstören::V,җимерү,dağıtmaq
1114,verbrennen::V,яндыру,yandırmaq
1115,verbrennen::V,көйдерү,yandırmaq
1116,geben::V,бирү,vermək
1117,reichen::V,тапшыру,uzatmaq
1118,schenken::V,бүләкләү,vermək
1119,versprechen::V,вәгъдә бирү,vəd vermək
1120,wünschen::V,котлау,arzulamaq
1121,loben::V,мактау,tərifləmək
1122,küssen::V,үбү,öpmək
1123,wiegen::V,тирбәтү,tərpətmək
1124,zudecken::V,ябу,örtmək
1125,zudecken::V,бөркәү,örtmək
1126,wecken::V,уяту,oyatmaq
1127,zeigen::V,күрсәтү,göstərmək
1128,führen::V,йөртү,rəhbərlik etmək
1129,lehren::V,өйрәтү,öyrətmək
1130,unterrichten::V,укыту,öyrətmək
1131,unterrichten::V,укыту,dərs vermək
1132,aufziehen::V,асрау,tərbiyə etmək
1133,leiten::V,җитәкләү,idarə etmək
1134,antreiben::V,куалау,bizləmək
1135,antreiben::V,әйдәләү,bizləmək
1136,antreiben::V,ашыктыру,bizləmək
1137,lassen::V,мәҗбүр итү,-tırmaq
1138,einladen::V,чакыру,dəvət etmək
1139,vereinigen::V,берләштерү,birləşdirmək
1140,besuchen::V,керешү,baş çəkmək
1141,besuchen::V,керешү,ziyarət etmək
1142,treffen::V,очрату,rastlaşmaq
1143,treffen::V,очрату,rast gəlmək
1144,sich versammeln::V,җыелышу,toplanmaq
1145,spielen::V,уйнау,oynamaq
1146,singen::V,җырлау,oxumaq
1147,tanzen::V,бию,oynamaq
1148,tanzen::V,бию,rəqs etmək
1149,sich trennen::V,аерылу,ayrılmaq
1150,sich trennen::V,ташлашу,ayrılmaq
1151,verlassen::V,ташлау,tərk etmək
1152,verlassen::V,калдыру,tərk etmək
1153,retten::V,коткару,xilas etmək
1154,bewachen::V,каравыллау,gözətmək
1155,schützen::V,ышыклау,qorumaq
1156,verteidigen::V,яклау,qorumaq
1157,verteidigen::V,саклау,qorumaq
1158,sich schlagen::V,сугышу,döyüşmək
1159,schießen::V,ату,atmaq
1160,schießen::V,ату,atəş açmaq
1161,siegen::V,җиңү,yenmək
1162,ärgern::V,ачуландыру,acışdırmaq
1163,schlagen::V,ору,döymək
1164,schlagen::V,бәрү,döymək
1165,schlagen::V,тукмау,döymək
1166,treten::V,тибү,təpmək
1167,stechen::V,кадау,soxmaq
1168,stoßen::V,этү,itələmək
1169,stehlen::V,урлау,çalmaq
1170,stehlen::V,урлау,oğurlamaq
1171,stören::V,комачаулау,pozmaq
1172,belästigen::V,борчу,narahat etmək
1173,belästigen::V,билмазалау,narahat etmək
1174,verbergen::V,яшерү,gizləmək
1175,täuschen::V,алдату,aldatmaq
1176,betrügen::V,хәрәмләшү,aldatmaq
1177,töten::V,үтерү,öldürmək
1178,wohnen::V,яшәү,yaşamaq
1179,arbeiten::V,эшләү,işləmək
1180,arbeiten::V,эшләү,çalışmaq
1181,sammeln::V,туплау,yığmaq
1182,sammeln::V,туплау,toplamaq
1183,pflücken::V,өзү,qoparmaq
1184,jagen::V,аулау,ovlamaq
1185,fischen::V,балык тоту,balıq tutmaq
1186,fassen::V,тоту,tutmaq
1187,hüten::V,көтү,güdmək
1188,treiben::V,куалау,haylamaq
1189,anbinden::V,бәйләү,bağlamaq
1190,füttern::V,туйдыру,bəsləmək
1191,melken::V,саву,sağmaq
1192,hacken::V,чабу,yarmaq
1193,gießen::V,сугару,sulamaq
1194,reifen::V,җитешү,dəymək
1195,zubereiten::V,пешеренү,bişirmək
1196,kochen::V,пешерү,qaynatmaq
1197,kochen::V,кайнату,qaynatmaq
1198,backen::V,пешерү,bişirmək
1199,braten::V,куыру,qızartmaq
1200,braten::V,кыздыру,qızartmaq
1201,umrühren::V,бутау,qarışdırmaq
1202,umrühren::V,болгату,qarışdırmaq
1203,stricken::V,бәйләү,hörmək
1204,nähen::V,тегү,tikmək
1205,färben::V,ману,boyamaq
1206,reinigen::V,чистарту,təmizləmək
1207,waschen::V,юу,yumaq
1208,abwischen::V,сөртү,silmək
1209,spülen::V,чайкау,çalxamaq
1210,fegen::V,себерү,süpürmək
1211,kehren::V,себерү,süpürmək
1212,baden::V,коену,çimmək
1213,sich waschen::V,юыну,yuyunmaq
1214,ausziehen::V,чишенү,soyunmaq
1215,anziehen::V,кию,geymək
1216,sich anziehen::V,киенү,geyinmək
1217,kämmen::V,тарау,daramaq
1218,schmücken::V,бизәү,bəzəmək
1219,schmücken::V,бизәкләү,bəzəmək
1220,sagen::V,дию,demək
1221,sagen::V,дию,söymek
1222,sagen::V,әйтү,demək
1223,sagen::V,әйтү,söymek
1224,sprechen::V,сөйләү,danışmaq
1225,sprechen::V,сөйләшү,danışmaq
1226,reden::V,сөйләү,danışmaq
1227,sich unterhalten::V,сөйләшү,söhbət etmək
1228,fragen::V,сорау,soruşmaq
1229,fragen::V,сорашу,soruşmaq
1230,bitten::V,үтенү,diləmək
1231,bitten::V,үтенү,xahiş etmək
1232,erzählen::V,сөйләү,bəhs etmək
1233,mitteilen::V,белдерү,bildirmək
1234,nennen::V,дию,adlandırmaq
1235,rufen::V,дәшү,çağırmaq
1236,prahlen::V,мактану,öyünmək
1237,prahlen::V,шапырыну,öyünmək
1238,übersetzen::V,күчерү,tərcümə etmək
1239,denken::V,уйлау,düşünmək
1240,denken::V,уйлау,fikirləşmək
1241,glauben::V,инану,inanmaq
1242,bemerken::V,искәрү,qeyd etmək
1243,erkennen::V,тану,tanımaq
1244,begreifen::V,аңлау,anlamaq
1245,begreifen::V,төшенү,anlamaq
1246,verstehen::V,аңлау,duymaq
1247,verstehen::V,төшенү,duymaq
1248,lernen::V,уку,öyrənmək
1249,lernen::V,өйрәнү,öyrənmək
1250,wissen::V,белү,bilmək
1251,sich erinnern an::V,хәтерләү,xatırlamaq
1252,vergessen::V,оныту,unutmaq
1253,messen::V,үлчәү,ölçmək
1254,zählen::V,санау,saymaq
1255,rechnen::V,исәпләү,hesablamaq
1256,lesen::V,уку,oxumaq
1257,malen::V,рәсем ясау,şəkil çəkmək
1258,malen::V,сурәт ясау,şəkil çəkmək
1259,malen::V,сурәтләү,şəkil çəkmək
1260,zeichnen::V,язу-сызу,cızmaq
1261,zeichnen::V,сурәт ясау,cızmaq
1262,schreiben::V,язу,yazmaq
1263,besitzen::V,биләү,yiyələnmək
1264,besitzen::V,биләү,malik olmaq
1265,kaufen::V,алу,satın almaq
1266,verkaufen::V,сату,satmaq
1267,bezahlen::V,түләү,ödəmək
1268,zahlen::V,түләү,ödəmək
1269,beherrschen::V,ия булу,idarə etmək
1270,ertragen::V,чыдау,dözmək
