,Concept_ID,ka,lt
96,Frost::N,ყინვა,šalna
97,Kälte::N,სიცივე,šaltis
98,Hitze::N,სიცხე,karštis
99,Raureif::N,ჭირხლი,šerkšnas
100,Raureif::N,თრთვილი,šerkšnas
101,Regenbogen::N,ცისარტყელა,vaivorykštė
102,Donner::N,ქუხილი,perkūnas
103,Donner::N,ქუხილი,griaustinis
104,Strömung::N,დინება,tėkmė
105,Tropfen::N,წვეთი,lašas
106,Schaum::N,ქაფი,putos
107,Schaum::N,დორბლი,putos
108,Schmutz::N,ჭუჭყი,purvas
109,Schmutz::N,ტალახი,purvas
110,See::N,ტბა,ežeras
111,Sumpf::N,ჭაობი,klampynė
112,Sumpf::N,ჭაობი,liūnas
113,Moor::N,ტორფნარი,pelkė
114,Wiese::N,ველი,pieva
115,Wiese::N,მდელო,pieva
116,Wald::N,ტყე,miškas
117,Hügel::N,ბორცვი,kalva
118,Anhöhe::N,მაღლობი,kauburys
119,Berg::N,მთა,kalnas
120,Gipfel::N,მწვერვალი,viršūnė
121,Höhle::N,მღვიმე,ola
122,Höhle::N,გამოქვებული,ola
123,Abhang::N,ფერდობი,šlaitas
124,Abhang::N,ფერდობი,nuokalnė
125,Quelle::N,წყარო,versmė
126,Quelle::N,წყარო,šaltinis
127,Quelle::N,სათავე,versmė
128,Quelle::N,სათავე,šaltinis
129,Bach::N,რუ,upelis
130,Bach::N,ნაკადული,upelis
131,Fluss::N,მდინარე,upė
132,Ufer::N,კიდე,krantas
133,Ufer::N,ნაპირი,krantas
134,Küste::N,ნაპირი,pajūris
135,Festland::N,ხმელეთი,sausuma
136,Meer::N,ზღვა,jūra
137,Bucht::N,ყურე,įlanka
138,Bucht::N,ყურე,užutekis
139,Insel::N,კუნძული,sala
140,Blume::N,ყვავილი,gėlė
141,Gras::N,ბალახი,žolė
142,Wurzel::N,ძირი,šaknis
143,Wurzel::N,ფესვი,šaknis
144,Baum::N,ხე,medis
145,Stamm::N,ტანი,kamienas
146,Rinde::N,ქერქი,žievė
147,Ast::N,ტოტი,šaka
148,Zweig::N,შტო,šakelė
149,Blatt::N,ფოთოლი,lapas
150,Birke::N,არყი,beržas
151,Kiefer[Baum]::N,ფიჭვი,pušis
152,Weide[Baum]::N,ტირიფი,karklas
153,Tanne::N,ნაძვი,eglė
154,Tanne::N,ნაძვი,kėnis
155,Horn::N,რქა,ragas
156,Feder::N,ფრთა,plunksna
157,Fell::N,ტყავი,kailis
158,Flügel::N,ფრთა,sparnas
159,Klaue::N,კლანჭი,kanopa
160,Kralle::N,ტორი,nagas
161,Schwanz::N,კუდი,uodega
162,Ei::N,კვერცხი,kiaušinis
163,Nest::N,ბუდე,gūžta
164,Nest::N,ბუდე,lizdas
165,Bau::N,სორო,ola
166,Tier::N,ნადირი,gyvūnas
167,Tier::N,ცხოველი,gyvūnas
168,Herde::N,ფარა,banda
169,Herde::N,ფარა,kaimenė
170,Kuh::N,ფური,karvė
171,Kuh::N,ძროხა,karvė
172,Bulle::N,ხარი,bulius
173,Pferd::N,რაში,arklys
174,Pferd::N,ცხენი,arklys
175,Schaf::N,ცხვარი,avis
176,Schwein::N,ღორი,kiaulė
177,Hund::N,ძაღლი,šuo
178,Katze::N,კატა,katė
179,Bär::N,დათვი,lokys
180,Eichhörnchen::N,ციყვი,voveraitė
181,Elch::N,ცხენ-ირემი,briedis
182,Fuchs::N,მელა,lapė
183,Hase::N,კურდღელი,kiškas
184,Maus::N,თაგვი,pelė
185,Wolf::N,მგელი,vilkas
186,Vogel::N,ჩიტი,paukštis
187,Vogel::N,ფრინველი,paukštis
188,Schwarm::N,გუნდი,spiečius
189,Huhn::N,დედალი,višta
190,Hahn::N,მამალი,gaidys
191,Gans::N,ბატი,žąsis
192,Adler::N,არწივი,erelis
193,Ente::N,იხვი,antis
194,Eule::N,ბუ,pelėda
195,Kranich::N,წერო,gervė
196,Krähe::N,ყვავი,varna
197,Kuckuck::N,გუგული,gegužė
198,Schwan::N,გედი,gulbė
199,Fisch::N,თევზი,žuvis
200,Barsch::N,ქორჭილა,ešerys
201,Hecht::N,ქარიყლაპია,lydeka
202,Schlange[Tier]::N,გველი,gyvatė
203,Wurm::N,ჭია,kirmėlė
204,Spinne::N,ობობა,voras
205,Ameise::N,ჭიანჭველა,skruzdė
206,Laus::N,ტილი,utėlė
207,Laus::N,მკბენარი,utėlė
208,Mücke::N,კოღო,uodas
209,Fliege::N,ბუზი,musė
210,Schmetterling::N,პეპელა,drugys
211,Schmetterling::N,პეპელა,peteliškė
212,Beere::N,კენკრა,uoga
213,Apfel::N,ვაშლი,obuolys
214,Pilz::N,სოკო,grybas
215,Zwiebel::N,ხახვი,svogūnas
216,Saat::N,თესლი,sėkla
217,Korn::N,მარცვალი,grūdai
218,Heu::N,თივა,šienas
219,Schale::N,ჩენჩო,žievelė
220,Grube::N,ორმო,duobė
221,Falle::N,ხაფანგი,pinklės
222,Falle::N,ხაფანგი,žabangai
223,Schlinge::N,მახე,kilpa
224,Spur::N,კვალი,vėžė
225,Spur::N,კვალი,pėdos
226,Spur::N,კვალი,pėdsakas
227,Asche::N,ფერფლი,pelenai
228,Dreck::N,ტალახი,purvas
229,Dreck::N,სიბინძურე,purvas
230,Eisen::N,რკინა,geležis
231,Gold::N,ოქრო,auksas
232,Silber::N,ვერცხლი,sidabras
233,Kohle::N,ნახშირი,anglis
234,Glas::N,მინა,stiklas
235,Lehm::N,თიხა,molis
236,Sand::N,ქვიშა,smėlis
237,Mensch::N,ადამიანი,žmogus
238,Mann::N,კაცი,vyras
239,Mann::N,კაცი,vyriškis
240,Frau::N,ქალი,moteris
241,Kind::N,ბავშვი,vaikas
242,Junge::N,ვაჟი,vaikinas
243,Junge::N,ვაჟი,berniukas
244,Mädchen::N,გოგო,mergytė
245,Mädchen::N,გოგო,mergaitė
246,Familie::N,ოჯახი,šeima
247,Großvater::N,პაპა,senelis
248,Großvater::N,ბაბუა,senelis
249,Großmutter::N,ბებია,senelė
250,Großmutter::N,დიდედა,senelė
251,Eltern::N,მშობლები,tėvai
252,Vater::N,მამა,tėvas
253,Mutter::N,დედა,motina
254,Sohn::N,ვაჟიშვილი,sūnus
255,Tochter::N,ქალიშვილი,duktė
256,Bruder::N,ძმა,brolis
257,Schwester::N,და,sesuo
258,Onkel::N,ბიძა,dėdė
259,Tante::N,დეიდა,teta
260,Tante::N,მამიდა,teta
261,Ehemann::N,ქმარი,vyras
262,Ehefrau::N,ცოლი,žmona
263,Freude::N,სიხარული,džiaugsmas
264,Gelächter::N,სიცილი,juokas
265,Glück::N,ბედნიერება,laimė
266,Kummer::N,მწუხარება,vargas
267,Kummer::N,მწუხარება,rūpestis
268,Wunsch::N,წადილი,troškimas
269,Wunsch::N,წადილი,pageidavimas
270,Wunsch::N,სურვილი,troškimas
271,Wunsch::N,სურვილი,pageidavimas
272,Lust::N,წადილი,noras
273,Lust::N,წადილი,geidulys
274,Geist::N,სული,dvasia
275,Gedanke::N,ფიქრი,mintis
276,Gedächtnis::N,მეხსიერება,atmintis
277,Verstand::N,ჭკუა,protas
278,Verstand::N,გონება,protas
279,Sinn::N,მნიშვნელობა,prasmė
280,Grund::N,მიზეზი,priežastis
281,Wahrheit::N,სიმართლე,tiesa
282,Wahrheit::N,სიმართლე,teisybė
283,Wahrheit::N,ჭეშმარიტება,tiesa
284,Wahrheit::N,ჭეშმარიტება,teisybė
285,Gespräch::N,ბაასი,pokalbis
286,Gespräch::N,საუბარი,pokalbis
287,Märchen::N,არაკი,pasaka
288,Märchen::N,ზღაპარი,pasaka
289,Erzählung::N,თქმულება,apsakymas
290,Erzählung::N,თქმულება,pasakojimas
291,Nachricht::N,ცნობა,žinia
292,Nachricht::N,ამბავი,žinia
293,Neuigkeit::N,სიახლე,naujiena
294,Name::N,სახელი,vardas
295,Rätsel::N,გამოცანა,mįslė
296,Rede::N,სიტყვა,kalba
297,Sprache::N,ენა,kalba
298,Stimme::N,ხმა,balsas
299,Wort::N,სიტყვა,žodis
300,Zeichen::N,ნიშანი,žymė
301,Zeichen::N,ნიშანი,ženklas
302,Ruf::N,ძახილი,šauksmas
303,Lärm::N,ხმაური,triukšmas
304,Laut::N,ხმა,garsas
305,Laut::N,ბგერა,garsas
306,Ton::N,ტონი,tonas
307,Ton::N,ტონი,garsas
308,Lied::N,სიმღერა,daina
309,Lied::N,სიმღერა,giesmė
310,Ruhe::N,სიწყნარე,ramybė
311,Ruhe::N,სიწყნარე,ramumas
312,Leute::N,ადამიანები,žmonės
313,Volk::N,ერი,tauta
314,Volk::N,ხალხი,tauta
315,Arbeit::N,მუშაობა,darbas
316,Arbeit::N,მუშაობა,triūsas
317,Gast::N,სტუმარი,svečias
318,Geschenk::N,საჩუქარი,dovana
319,Spiel::N,თამაში,žaismas
320,Spiel::N,თამაში,žaidimas
321,Gesellschaft::N,საზოგადოება,draugija
322,Gesellschaft::N,საზოგადოება,kompanija
323,Hilfe::N,შველა,pagalba
324,Hilfe::N,დახმარება,pagalba
325,Freund::N,მეგობარი,draugas
326,Freund::N,მეგობარი,bičiulis
327,Kamerad::N,ამხანაგი,draugas
328,Angelegenheit::N,საქმე,dalykas
329,Angelegenheit::N,საქმე,reikalas
330,Anzahl::N,ოდენობა,kiekis
331,Anzahl::N,ოდენობა,skaičius
332,Art::N,სახეობა,rūšis
333,Stück::N,ნატეხი,gabalas
334,Teil::N,წილი,dalis
335,Hälfte::N,ნახევარი,pusė
336,Kreis::N,წრე,ratas
337,Kreis::N,წრე,apskritis
338,Kreis::N,წრე,apskritimas
339,Kreuz::N,ჯვარი,kryžius
340,Linie::N,ხაზი,linija
341,Strich::N,შტრიხი,brėžis
342,Strich::N,შტრიხი,brūkšnys
343,Abstand::N,მანძილი,atstumas
344,Entfernung::N,სიშორე,atstumas
345,Gegend::N,არე,vietovė
346,Gegend::N,მხარე,vietovė
347,Platz::N,ფართობი,vieta
348,Ort::N,ადგილი,vieta
349,Ort::N,ადგილი,vietovė
350,Seite::N,მხარე,pusė
351,Seite::N,მხარე,šonas
352,Mitte::N,შუა,vidurys
353,Gegenstand::N,საგანი,dalykas
354,Sache::N,ნივთი,daiktas
355,Rand::N,კიდე,kraštas
356,Rand::N,კიდე,pakraštys
357,Kante::N,ნაწიბული,kraštas
358,Ecke::N,კუთხე,kertė
359,Ecke::N,კუთხე,kampas
360,Spitze::N,წვეტი,priekis
361,Spitze::N,წვეტი,priešakys
362,Ende::N,ბოლო,galas
363,Loch::N,ხვრელი,skylė
364,Winkel::N,კუთხე,kampas
365,Winkel::N,კუთხე,kampelis
366,Muster::N,მოხატულობა,raštas
367,Größe::N,ზომა,dydis
368,Größe::N,ზომა,didumas
369,Größe::N,სიდიდე,dydis
370,Größe::N,სიდიდე,didumas
371,Länge::N,სიგრძე,ilgis
372,Länge::N,სიგრძე,ilgumas
373,Höhe::N,სიმაღლე,aukštis
374,Höhe::N,სიმაღლე,aukštuma
375,Gewicht::N,წონა,svoris
376,Gewicht::N,წონა,svarstis
377,Menge::N,რაოდენობა,kiekis
378,Menge::N,რაოდენობა,daugybė
379,Haufen::N,გროვა,krūva
380,Haufen::N,გროვა,šūsnis
381,Reihe::N,რიგი,greta
382,Reihe::N,წყება,greta
383,Boot::N,გემი,valtis
384,Boot::N,გემი,laivelis
385,Ruder::N,ხოფი,irklas
386,Ruder::N,ნიჩაბი,irklas
387,Schlitten::N,მარხილი,rogės
388,Schlitten::N,მარხილი,rogutės
389,Ski::N,თხილამური,slidė
390,Lagerfeuer::N,კოცონი,laužas
391,Last::N,ტვირთი,našta
392,Last::N,ტვირთი,nešulys
393,Gang::N,სვლა,eisena
394,Schritt::N,ბიჯი,žingsnis
395,Norden::N,ჩრდილოეთი,šiaurė
396,Norden::N,ჩრდილოეთი,žiemiai
397,Süden::N,სამხრეთი,pietūs
398,Westen::N,დასავლეთი,vakarai
399,Osten::N,აღმოსავლეთი,rytai
400,Holz::N,ხე,mediena
401,Brett::N,დაფა,lenta
402,Brett::N,ფიცარი,lenta
403,Platte::N,თლილი ქვა,plokštė
404,Stütze::N,საყრდენი,atrama
405,Stütze::N,საყრდენი,atspara
406,Stange::N,ჭოკი,lazda
407,Stange::N,ჭოკი,kartis
408,Stock::N,კეტი,lazda
409,Stab::N,ლატანი,kartis
410,Rohr::N,მილაკი,vamzdis
411,Haus::N,სახლი,namas
412,Heim::N,ოჯახის კერა,namai
413,Ofen::N,ღუმელი,krosnis
414,Fußboden::N,იატაკი,grindys
415,Tisch::N,სუფრა,stalas
416,Tisch::N,მაგიდა,stalas
417,Stuhl::N,სკამი,kėdė
418,Wiege::N,აკვანი,lopšys
419,Bett::N,საწოლი,lova
420,Bett::N,საწოლი,patalai
421,Bett::N,სარეცელი,lova
422,Bett::N,სარეცელი,patalai
423,Regal::N,თაროები,lentyna
424,Kiste::N,ყუთი,dėžė
425,Kiste::N,სკივრი,dėžė
426,Fenster::N,ფანჯარა,langas
427,Fenster::N,სარკმელი,langas
428,Tür::N,ბჭე,durys
429,Tür::N,კარი,durys
430,Tor::N,ჭიშკარი,vartai
431,Zaun::N,ღობე,tvora
432,Zaun::N,გალავანი,tvora
433,Dach::N,სახურავი,stogas
434,Leiter::N,კიბე,kopėčios
435,Besen::N,ცოცხი,šluota
436,Spaten::N,ნიჩაბი,lopeta
437,Spaten::N,ნიჩაბი,kastuvas
438,Schaufel::N,ბარი,semtuvas
439,Gabel::N,ჩანგალი,šakutė
440,Löffel::N,კოვზი,šaukštas
441,Messer::N,დანა,peilis
442,Nagel::N,ლურსმანი,vinis
443,Netz::N,ბადე,tinklas
444,Haken::N,კავი,vagis
445,Haken::N,კავი,kablys
446,Haken::N,კაუჭი,vagis
447,Haken::N,კაუჭი,kablys
448,Griff::N,ტარი,kotas
449,Griff::N,ტარი,rankena
450,Schloss::N,კლიტე,spyna
451,Schloss::N,კლიტე,užraktas
452,Schloss::N,საკეტი,spyna
453,Schloss::N,საკეტი,užraktas
454,Bild::N,სურათი,paveikslas
455,Figur::N,ფიგურა,figūra
456,Puppe::N,თოჯინა,lėlė
457,Beutel::N,პარკი,krepšys
458,Beutel::N,პარკი,maišelis
459,Bündel::N,გალა,ryšulys
460,Bündel::N,ასხმა,ryšulys
461,Tasche::N,ჩანთა,krepšelis
462,Eimer::N,ჩამჩა,kibiras
463,Deckel::N,ხუფი,dangtis
464,Deckel::N,სარქველი,dangtis
465,Geschirr::N,ჭურჭელი,indai
466,Sack::N,ტომარა,maišas
467,Tasse::N,ფინჯანი,puodukas
468,Topf::N,ქოთანი,puodas
469,Kessel::N,ქვაბი,katilas
470,Essen::N,ჭამა,valgis
471,Nahrung::N,საზრდო,penas
472,Nahrung::N,საზრდო,maistas
473,Nahrung::N,საკვები,penas
474,Nahrung::N,საკვები,maistas
475,Speise::N,საჭმელი,patiekalas
476,Fleisch::N,ხორცი,mėsa
477,Getreide::N,მარცვლოვანი,javai
478,Brei::N,ფაფა,košė
479,Brot::N,პური,duona
480,Scheibe::N,ნაჭერი,riekė
481,Fett::N,ქონი,taukai
482,Fett::N,ქონი,riebalai
483,Fett::N,ცხიმი,taukai
484,Fett::N,ცხიმი,riebalai
485,Butter::N,კარაქი,sviestas
486,Öl::N,ზეთი,aliejus
487,Salz::N,მარილი,druska
488,Suppe::N,სუფი,sriuba
489,Honig::N,თაფლი,medus
490,Milch::N,რძე,pienas
491,Tee::N,ჩაი,arbata
492,Leder::N,ტყავი,oda
493,Wolle::N,მატყლი,vilna
494,Stoff::N,ქსოვილი,audeklas
495,Nadel::N,ნემსი,adata
496,Faden::N,ძაფი,gija
497,Faden::N,ძაფი,siūlas
498,Faden::N,მკედი,gija
499,Faden::N,მკედი,siūlas
500,Knopf::N,ღილი,saga
501,Knoten::N,ნასკვი,mazgas
502,Farbe::N,საღებავი,dažai
503,Kleidung::N,ტანსაცმელი,rūbai
504,Kleidung::N,ტანსაცმელი,drabužiai
505,Hemd::N,ხალათი,marškiniai
506,Hemd::N,პერანგი,marškiniai
507,Kragen::N,საყელო,apykaklė
508,Ärmel::N,სახელო,rankovė
509,Hose::N,შარვალი,kelnės
510,Gürtel::N,ქამარი,juosta
511,Gürtel::N,ქამარი,diržas
512,Mütze::N,ქუდი,kepurė
513,Schuh::N,ფეხსაცმელი,batas
514,Stiefel::N,ჩექმა,auliniai batai
515,Ring::N,ბეჭედი,žiedas
516,Band::N,ბაფთი,kaspinas
517,Kamm::N,სავარცხელი,šukos
518,Spiegel::N,სარკე,veidrodis
519,Riemen::N,ღვედი,diržas
520,Schnur::N,ლარი,virvė
521,Leine::N,ჯაჭვი,pavadėlis
522,Decke::N,საბანი,antklodė
523,Kissen::N,ბალიში,pagalvė
524,Kissen::N,ბალიში,priegalvis
525,Tuch::N,მაუდი,skarelė
526,Tuch::N,თავშალი,skarelė
527,Handtuch::N,ხელსახოცი,rankšluostis
528,Kraft::N,ძალა,jėga
529,Stärke::N,ღონე,stiprumas
530,Gesundheit::N,ჯანმრთელობა,sveikata
531,Krankheit::N,სენი,liga
532,Krankheit::N,ავადმყოფობა,liga
533,Schmerz::N,ტკივილი,skausmas
534,Wunde::N,იარი,žaizda
535,Wunde::N,ჭრილობა,žaizda
536,Fieber::N,ციება,karštis
537,Arznei::N,წამალი,vaistas
538,Brücke::N,ხიდი,tiltas
539,Brunnen::N,ჭა,šulinys
540,Weide::N,საძოვარი,ganykla
541,Weide::N,საძოვარი,gluosnis
542,Pfad::N,ბილიკი,takas
543,Weg::N,გზა,kelias
544,Straße::N,შარაგზა,gatvė
545,Dorf::N,დაბა,kaimas
546,Dorf::N,დაბა,sodžius
547,Dorf::N,სოფელი,kaimas
548,Dorf::N,სოფელი,sodžius
549,Stadt::N,ქალაქი,miestas
550,Brief::N,წერილი,laiškas
551,Buch::N,წიგნი,knyga
552,Buchstabe::N,ასო,raidė
553,Zeitung::N,გაზეთი,laikraštis
554,Leben::N,სიცოცხლე,gyvybė
555,Leben::N,სიცოცხლე,gyvenimas
556,Tod::N,სიკვდილი,mirtis
557,Grab::N,სამარე,kapas
558,Grab::N,საფლავი,kapas
559,Kirche::N,ეკლესია,bažnyčia
560,Sünde::N,ცოდვა,nuodėmė
561,Sünde::N,ცოდვა,nusidėjimas
562,Gott::N,ღმერთი,dievas
563,Arbeiter::N,მუშა,darbininkas
564,Chef::N,გამგე,šefas
565,Chef::N,გამგე,vadovas
566,Chef::N,გამგე,viršininkas
567,Meister::N,ოსტატი,meistras
568,Arzt::N,ექიმი,gydytojas
569,Arzt::N,მკურნალი,gydytojas
570,Lehrer::N,მასწავლებელი,mokytojas
571,Geld::N,ფული,pinigai
572,Geschäft::N,საქმე,biznis
573,Geschäft::N,ბიზნესი,biznis
574,Laden::N,დუქანი,krautuvė
575,Laden::N,დუქანი,parduotuvė
576,Laden::N,მაღაზია,krautuvė
577,Laden::N,მაღაზია,parduotuvė
578,Preis::N,ფასი,kaina
579,Ware::N,საქონელი,prekė
580,Nutzen::N,ხეირი,nauda
581,Nutzen::N,ხეირი,pelnas
582,Reichtum::N,სიმდიდრე,turtas
583,Welt::N,მსოფლიო,pasaulis
584,Land::N,მხარე,žemė
585,Land::N,მხარე,šalis
586,Land::N,ქვეყანა,žemė
587,Land::N,ქვეყანა,šalis
588,Staat::N,სახელმწიფო,valstija
589,König::N,მეფე,karalius
590,Macht::N,ძლიერება,galia
591,Macht::N,ძლიერება,valdžia
592,Grenze::N,ზღვარი,riba
593,Grenze::N,ზღვარი,siena
594,Krieg::N,ომი,karas
595,Feind::N,მტერი,priešas
596,Gewalt::N,სისასტიკე,jėga
597,Gewalt::N,სისასტიკე,smurtas
598,Gewalt::N,სისასტიკე,prievarta
599,Kampf::N,ბრძოლა,kova
600,Bogen[Waffe]::N,მშვილდი,lankas
601,Pfeil::N,ისარი,strėlė
602,Pfeil::N,მახვილი,strėlė
603,Gewehr::N,თოფი,šautuvas
604,Gewehr::N,შაშხანა,šautuvas
605,Fehler::N,შეცდომა,klaida
606,Lüge::N,სიცრუე,melas
607,Schaden::N,ვნება,nuostolis
608,Schaden::N,ვნება,apgadinimas
609,Unglück::N,ხიფათი,nelaimė
610,Unglück::N,უბედურება,nelaimė
611,Schuld::N,ბრალი,kaltė
612,Alter::N,ასაკი,amžius
613,Schluss::N,ბოლო,pabaiga
614,Schluss::N,დასასრული,pabaiga
615,Zeit::N,დრო,laikas
616,Tag::N,დღე,diena
617,Morgen::N,დილა,rytas
618,Mittag::N,შუადღე,vidurdienis
619,Abend::N,საღამო,vakaras
620,Nacht::N,ღამე,naktis
621,Woche::N,კვირა,savaitė
622,Monat::N,თვე,mėnuo
623,Jahr::N,წელი,metai
624,Frühling::N,გაზაფხული,pavasaris
625,Sommer::N,ზაფხული,vasara
626,Herbst::N,შემოდგომა,ruduo
627,Winter::N,ზამთარი,žiema
628,Januar::N,იანვარი,sausis
629,Februar::N,თებერვალი,vasaris
630,März::N,მარტი,kovas
631,April::N,აპრილი,balandis
632,Mai::N,მაისი,gegužė
633,Juni::N,ივნისი,birželis
634,Juli::N,ივლისი,liepa
635,August::N,აგვისტო,rugpjūtis
636,September::N,სექტემბერი,rugsėjis
637,Oktober::N,ოქტომბერი,spalis
638,November::N,ნოემბერი,lapkritis
639,Dezember::N,დეკემბერი,gruodis
640,Montag::N,ორშაბათი,pirmadienis
641,Dienstag::N,სამშაბათი,antradienis
642,Mittwoch::N,ოთხშაბათი,trečiadienis
643,Donnerstag::N,ხუთშაბათი,ketvirtadienis
644,Freitag::N,პარასკევი,penktadienis
645,Samstag::N,შაბათი,šeštadienis
646,Sonntag::N,კვირა,sekmadienis
647,groß::A,დიდი,didis
648,groß::A,დიდი,didelis
649,klein::A,მცირე,mažas
650,klein::A,პატარა,mažas
651,lang::A,გრძელი,ilgas
652,kurz::A,მოკლე,trumpas
653,breit::A,ფართო,platus
654,breit::A,განიერი,platus
655,schmal::A,ვიწრო,smulkus
656,schmal::A,წვრილი,smulkus
657,dicht::A,მჭიდრო,tankus
658,dick[Gegenstand]::A,სქელი,storas
659,dünn::A,წვრილი,plonas
660,fein::A,თხელი,smulkus
661,fest::A,მყარი,kietas
662,fest::A,მყარი,tvirtas
663,flach::A,ბრტყელი,lėkštas
664,flach::A,ბრტყელი,plokščias
665,glatt::A,გლუ,slidus
666,hart::A,მაგარი,kietas
667,weich::A,რბილი,minkštas
668,rund::A,მრგვალი,apvalus
669,rund::A,მრგვალი,apskritas
670,spitz::A,წვეტიანი,aštrus
671,spitz::A,წვეტიანი,smailus
672,scharf::A,მჭრელი,aštrus
673,stumpf::A,ბლაგვი,bukas
674,stumpf::A,ბლაგვი,atšipęs
675,schwer::A,მძიმე,sunkus
676,schön::A,ლამაზი,gražus
677,heiß::A,ცხელი,karštas
678,warm::A,თბილი,šiltas
679,kalt::A,ცივი,šaltas
680,kühl::A,გრილი,vėsus
681,kühl::A,გრილი,bejausmis
682,frisch::A,სუფთა,šviežias
683,feucht::A,ნოტიო,drėgnas
684,nass::A,სველი,šlapias
685,trocken::A,მშრალი,sausas
686,voll::A,სავსე,pilnas
687,leer::A,ცარიელი,tuščias
688,offen::A,ღია,atviras
689,offen::A,გაშლილი,atviras
690,geschlossen::A,დახურული,uždaras
691,geschlossen::A,დახურული,uždarytas
692,sauber::A,სუფთა,švarus
693,sauber::A,წმინდა,švarus
694,schmutzig::A,ტალახიანი,nešvarus
695,schmutzig::A,ტალახიანი,purvinas
696,roh::A,უმი,žalias
697,reif::A,მწიფე,prinokęs
698,reif::A,მწიფე,pribrendęs
699,lecker::A,გემრიელი,gardus
700,süß::A,ტკბილი,saldus
701,bitter::A,მწარე,kartus
702,sauer::A,მჟავე,gižus
703,sauer::A,მჟავე,rūgštus
704,hell::A,ნათელი,šviesus
705,hell::A,ნათელი,skaistus
706,dunkel::A,ბნელი,tamsus
707,schwarz::A,შავი,juodas
708,weiß::A,თეთრი,baltas
709,rot::A,წითელი,raudonas
710,gelb::A,ყვითელი,geltonas
711,blau::A,ლურჯი,mėlynas
712,blau::A,ცისფერი,mėlynas
