,Concept_ID,tt,lez
788,du::PRN,син,вун
789,er::PRN,ул,ам
790,er::PRN,ул,гьа
791,wir::PRN,без,чун
792,ihr::PRN,сез,куьн
793,sie::PRN,ул,абур
794,was::FPRN,ни,вуч
795,was::FPRN,нәрсә,вуч
796,wer::FPRN,кем,вуж
797,wo::FADV,кайда,гьина
798,wohin::FADV,кая,гьиниз
799,wie::FADV,ничек,гьикӏ
800,warum::FADV,нигә,вучиз
801,wieviel::FNUM,ничә,шумуд
802,eins::NUM,бер,са
803,zwei::NUM,ике,кьвед
804,drei::NUM,өч,пуд
805,vier::NUM,дүрт,кьуд
806,fünf::NUM,биш,вад
807,sechs::NUM,алты,ругуд
808,sieben::NUM,җиде,ирид
809,acht::NUM,сигез,муьжуьд
810,neun::NUM,тугыз,кӏуьд
811,zehn::NUM,ун,цӏуд
812,elf::NUM,унбер,цӏусад
813,zwölf::NUM,унике,цӏикьвед
814,zwanzig::NUM,егерме,къад
815,dreißig::NUM,утыз,къанницӏуд
816,vierzig::NUM,кырык,яхцӏур
817,fünfzig::NUM,илле,яхцӏурни цӏуд
818,sechzig::NUM,алтмыш,пудкъад
819,siebzig::NUM,җитмеш,пудкъанни цӏуд
820,achtzig::NUM,сиксән,кьудкъад
821,neunzig::NUM,туксан,кьудкъанни цӏуд
822,hundert::NUM,йөз,виш
823,tausend::NUM,мең,агъзур
824,und::CNJ,вә,ва
825,oder::CNJ,яки,я
826,oder::CNJ,яисә,я
827,stehen::V,тору,акъвазун
828,sitzen::V,утыру,ацукьун
829,liegen::V,яту,къаткун
830,hängen::V,эленү,куьрс хьун
831,werden::V,булу,хьун
832,passieren::V,булу,хьун
833,beginnen::V,башлану,башламиш хьун
834,enden::V,бетү,куьтягь хьун
835,wechseln::V,үзгәртү,дегиш хьун
836,aufgehen[Sonne]::V,чыгу,экъечӏун
837,untergehen[Sonne]::V,бату,акӏун
838,scheinen[Sonne]::V,яктырту,ишигь гун
839,donnern::V,күкрәү,къукърумар авун
840,wehen::V,исү,
841,strömen::V,агу,авахьун
842,fließen::V,агу,авахьун
843,sich drehen::V,бөтерелү,элкъуьн
844,schwanken::V,икеләнү,юзун
845,schwingen::V,тирбәлү,галтад хьун
846,fallen::V,егылу,аватун
847,brennen::V,яну,кун
848,brennen::V,яну,ккун
849,rauchen::V,төтәү,
850,rauchen::V,төтенләү,
851,regnen::V,яву,къун
852,gefrieren::V,кату,муркӏади кьун
853,tauen::V,эрү,цӏурун
854,tauen::V,эретү,цӏурун
855,schmelzen::V,эрү,цӏурун
856,schmelzen::V,эретү,цӏурун
857,trocknen::V,кибү,кьурун
858,sieden::V,ургылу,ругун
859,faulen::V,черү,кутӏун
860,verfaulen::V,черү,чуьруьтмиш хьун
861,verfaulen::V,черү,кутӏун
862,reißen::V,өзелү,атӏун
863,reißen::V,өзелү,къазунун
864,versinken::V,бату,батмиш хьун
865,vergehen::V,авышу,алатун
866,erscheinen::V,пәйда булу,майдандиз акъатун
867,verschwinden::V,югалу,квахьун
868,verschwinden::V,юк булу,квахьун
869,sinken::V,кимү,элекьун
870,sinken::V,кайту,элекьун
871,abnehmen::V,азаю,тӏимил хьун
872,abnehmen::V,азаю,гъвечӏи хьун
873,zunehmen::V,арту,артух хьун
874,zunehmen::V,күбәю,артух хьун
875,zunehmen::V,ишәю,артух хьун
876,steigen::V,үсү,хкаж хьун
877,wachsen::V,үсү,экъечӏун
878,glänzen::V,ялкылдау,цӏарцӏар гун
879,funkeln::V,ялтырау,нур гун
880,lärmen::V,шаулау,ван авун
881,läuten::V,шалтырату,зенг ягъун
882,klingeln::V,шалтырату,зенг ягъун
883,klirren::V,чылтырау,зигринг авун
884,brausen::V,давыллау,къати хьун
885,brausen::V,дулау,къати хьун
886,rauschen::V,кыштырдау,вишриш авун
887,klingen::V,ишетелү,ван авун
888,bellen::V,өрү,элуькьун
889,heulen::V,улау,къув ягъун
890,blasen::V,өрү,уф гун
891,pfeifen::V,сызгырту,уьфт ягъун
892,schreien::V,кычкыру,гьараюн
893,stöhnen::V,ыңгырашу,суза авун
894,zittern::V,калтырау,зурзун
895,zittern::V,калтырану,зурзун
896,leben::V,яшәү,яшамиш хьун
897,leben::V,гомер итү,яшамиш хьун
898,geboren werden::V,туу,хьун
899,atmen::V,сулау,нефес чӏугун
900,trinken::V,эчү,хъун
901,essen::V,ашау,тӏуьн
902,schlucken::V,йоту,туькьуьнун
903,müde werden::V,ялыгу,галатун
904,müde werden::V,ялыгу,юргъун хьун
905,müde werden::V,йөгенү,галатун
906,müde werden::V,йөгенү,юргъун хьун
907,einschlafen::V,йокыга китү,ксун
908,schlafen::V,йоклау,ксун
909,aufwachen::V,уяну,ахварай аватун
910,aufstehen::V,тору,къарагъун
911,sich erholen::V,ял алу,ял ягъун
912,sich erholen::V,истирахәт итү,ял ягъун
913,krank werden::V,чирләү,кефсуз хьун
914,krank sein::V,чирләү,тӏа хьун
915,schmerzen::V,авырту,тӏа хьун
916,husten::V,ютәлләү,уьгьуь ягъун
917,genesen::V,савыгу,сагъ хъхьун
918,genesen::V,сәламәтләнү,сагъ хъхьун
919,sterben::V,үлү,кьин
920,sterben::V,дөнья кую,кьин
921,sterben::V,вафат булу,кьин
922,umkommen::V,үлү,терг хьун
923,sich bewegen::V,йөрү,юзун
924,sich rühren::V,кыймылдау,юзун
925,sich erheben::V,басу,къарагъун
926,sich setzen::V,утыру,ацукьун
927,hinfallen::V,егылу,алукьун
928,laufen::V,җәяүләү,къекъуьн
929,schreiten::V,атлау,ккамар къачун
930,spazierengehen::V,йөрү,сейр авун
931,spazierengehen::V,йөргенү,сейр авун
932,eilen::V,ашыгу,тади авун
933,sich beeilen::V,ашыгу,гьерекатун
934,sich beeilen::V,кызулау,гьерекатун
935,sausen::V,җилдерү,чкурун
936,rennen::V,йөгерү,катун
937,rennen::V,йөгерү,зверун
938,springen::V,сикерү,хкадарун
939,klettern::V,үрмәләү,акьахун
940,schaukeln::V,атыну,
941,kriechen::V,шуышу,капаралди фин
942,kriechen::V,үрмәләү,капаралди фин
943,schwimmen::V,йөзү,сирнав авун
944,tauchen::V,чуму,кьилихъди циз вегьин
945,rudern::V,ишү,кьусуйралди лодка гьалун
946,rudern::V,ишү,цуьруьгъуьлдалди кӏватӏун
947,fahren::V,бару,фин
948,fliegen::V,очу,лув гун
949,fliegen::V,очу,цавай фин
950,gehen::V,йөрү,фин
951,weggehen::V,китү,хъфин
952,abfahren::V,кузгалу,фин
953,abfahren::V,кузгалу,рекье гьатун
954,anhalten::V,тукталу,акъвазун
955,hineingehen::V,инү,гьахьун
956,eintreten::V,инү,гьахьун
957,kommen::V,килү,атун
958,ankommen::V,бару,атун
959,zurückkommen::V,кире кайту,хтун
960,bleiben::V,калу,амукьун
961,warten::V,көтү,гуьзлемишун
962,erwarten::V,көтү,вил алаз акъвазун
963,suchen::V,эзләү,къекъуьн
964,finden::V,табу,жугъун
965,versuchen::V,маташу,алахъун
966,vorbereiten::V,хәзерләү,гьазурун
967,lieben::V,сөю,кӏан хьун
968,lieben::V,ярату,кӏан хьун
969,mögen::V,өнәү,рикӏ ацукьун
970,lachen::V,көлү,хъуьруьн
971,rühren::V,дулкынландыру,
972,weinen::V,елау,шехьун
973,schimpfen::V,сүгү,сеперар гун
974,schimpfen::V,сүгү,экъуьгъунар авун
975,schimpfen::V,сүгенү,сеперар гун
976,schimpfen::V,сүгенү,экъуьгъунар авун
977,sich ärgern::V,ачулану,хъел акатун
978,sich fürchten::V,курку,кичӏе хьун
979,fürchten::V,калтырау,къурхутмиш хьун
980,fürchten::V,калтырану,къурхутмиш хьун
981,fliehen::V,арка бирү,катун
982,flüchten::V,качу,катун
983,sehen::V,күрү,акун
984,anschauen::V,карау,вил вегьин
985,ansehen::V,карау,килигун
986,ansehen::V,күзәтү,килигун
987,hören::V,ишетү,ван хьун
988,zuhören::V,тыңлау,яб гун
989,probieren::V,тату,дад акун
990,riechen::V,иснәү,ни чӏугун
991,fühlen::V,тою,гьисс авун
992,fühlen::V,сизү,гьисс авун
993,scheinen::V,күренү,
994,zu sehen sein::V,күренү,
995,vernehmen::V,ишетү,
996,frieren::V,өшү,кьун
997,frieren::V,өшү,мекьи хьун
998,frieren::V,күшегү,кьун
999,frieren::V,күшегү,мекьи хьун
1000,tun::V,итү,авун
1001,können::V,алу,хьун
1002,können::V,алу,акъакьун
1003,wollen::V,теләү,кӏан хьун
1004,anfangen::V,керешү,башламишун
1005,beenden::V,бетерү,куьтягьун
1006,beenden::V,тәмамлау,куьтягьун
1007,aufhören::V,бетү,акъвазун
1008,gelingen::V,уңу,арадал атун
1009,geraten::V,сабышу,акъатун
1010,öffnen::V,ачу,ахъаюн
1011,schließen::V,ябу,акьалун
1012,stellen::V,кую,эцигун
1013,setzen::V,утырту,ацукьарун
1014,legen::V,яткыру,эцигун
1015,berühren::V,тию,хкӏурун
1016,verbinden::V,ялгау,гилигун
1017,bedecken::V,өрту,кӏевун
1018,bedecken::V,каплау,кӏевун
1019,bedecken::V,томалау,кӏевун
1020,aufhängen::V,асу,куьрсарун
1021,anzünden::V,кабызу,куькӏуьрун
1022,aufheben::V,күтәрү,хкажун
1023,zurücklassen::V,калдыру,тун
1024,verlieren::V,югалту,квадарун
1025,fallen lassen::V,төшерү,авадрун
1026,machen::V,ясау,авун
1027,machen::V,ясау,кар авун
1028,machen::V,эшләү,авун
1029,machen::V,эшләү,кар авун
1030,herstellen::V,ясау,расун
1031,bauen::V,кору,туькӏуьрун
1032,reparieren::V,төзәтү,расун
1033,verbessern::V,яхшырту,хъсанрун
1034,ändern::V,үзгәртү,табдил авун
1035,graben::V,казу,эгъуьнун
1036,beugen::V,ию,акӏажарун
1037,beugen::V,ию,кангур авун
1038,biegen::V,бөгү,патахъарун
1039,drehen::V,бору,алчударун
1040,drehen::V,бөтерү,алчударун
1041,wenden::V,бору,
1042,umdrehen::V,түнтәрү,элкъуьрун
1043,heben::V,күтәрү,хкажун
1044,hochheben::V,күтәрү,хкажун
1045,ergreifen::V,эләктерү,агалчна кьун
1046,halten::V,тоту,кьун
1047,drücken::V,кысу,чуькьуьн
1048,schieben::V,кузгату,хуртӏ гун
1049,kratzen::V,тырнау,къадгъунун
1050,lecken::V,ялау,мез гун
1051,beißen::V,тешләү,кӏасун
1052,abreißen::V,өзү,галудун
1053,abschneiden::V,кыю,атӏун
1054,abschneiden::V,кисү,атӏун
1055,binden::V,бәйләү,
1056,stecken::V,төртү,сухун
1057,stecken::V,тыгу,сухун
1058,brechen::V,сындыру,хун
1059,brechen::V,сындыру,кукӏварун
1060,klopfen::V,шаку,тахъ-тахъ авун
1061,klopfen::V,шакылдау,тахъ-тахъ авун
1062,hauen::V,кыйнау,ягъун
1063,kleben::V,ябыштыру,алкӏурун
1064,kleben::V,ябыштыру,кукӏурун
1065,reiben::V,ышку,тӏушунун
1066,streichen::V,ягу,алтадун
1067,schleifen::V,кайрау,кӏвенкӏв авун
1068,schneiden::V,кисү,атӏун
1069,rütteln::V,селкетү,къарсурун
1070,schütteln::V,селкетү,къарсурун
1071,schwenken::V,болгау,элягъун
1072,schwenken::V,болгау,галтадун
1073,schütten::V,кою,цун
1074,füllen::V,тутыру,ацӏурун
1075,einwickeln::V,төрү,кутун
1076,einwickeln::V,төрү,элкъуьрун
1077,tragen::V,ташу,тухун
1078,schleppen::V,сөйрәү,галчӏурун
1079,schleppen::V,өстерәү,галчӏурун
1080,ziehen::V,тарту,ялун
1081,ziehen::V,тарту,чӏугун
1082,aufbewahren::V,саклау,хуьн
1083,werfen::V,ыргыту,гадрун
1084,fangen::V,тоту,кьун
1085,packen::V,эләктерү,кьун
1086,verstecken::V,яшерү,кӏевун
1087,teilen::V,бүлү,паюн
1088,schicken::V,җибәрү,ракъурун
1089,bringen::V,китерү,гъун
1090,hinzufügen::V,өстәү,алава авун
1091,bekommen::V,алу,къачун
1092,bekommen::V,алу,жугъурун
1093,erhalten::V,алу,къачун
1094,nehmen::V,алу,къачун
1095,wählen::V,сайлау,хкягъун
1096,auswählen::V,сайлау,хкягъун
1097,bewahren::V,саклау,хуьн
1098,behindern::V,комачаулау,манийвал авун
1099,verderben::V,бозу,чӏурун
1100,beschädigen::V,бозу,нукьсанвал гун
1101,zerbrechen::V,вату,хун
1102,zerreißen::V,өзү,къазунун
1103,zerreißen::V,ерту,къазунун
1104,zerstören::V,җимерү,чӏурун
1105,zerstören::V,җимерү,барбатӏун
1106,verbrennen::V,яндыру,ккун
1107,verbrennen::V,көйдерү,ккун
1108,geben::V,бирү,гун
1109,reichen::V,тапшыру,вугун
1110,reichen::V,тапшыру,гун
1111,schenken::V,бүләкләү,пишкеш авун
1112,versprechen::V,вәгъдә бирү,гаф гун
1113,wünschen::V,котлау,дуьа авун
1114,loben::V,мактау,тариф авун
1115,küssen::V,үбү,темен гун
1116,wiegen::V,тирбәтү,эчӏягъун
1117,zudecken::V,ябу,гьалдун
1118,zudecken::V,бөркәү,гьалдун
1119,wecken::V,уяту,ахварай авудун
1120,zeigen::V,күрсәтү,къалурун
1121,führen::V,йөртү,тухун
1122,lehren::V,өйрәтү,кӏелиз тун
1123,unterrichten::V,укыту,тарс гун
1124,aufziehen::V,асрау,тербия гун
1125,aufziehen::V,асрау,тербияламишун
1126,leiten::V,җитәкләү,идара авун
1127,antreiben::V,куалау,тади кутун
1128,antreiben::V,әйдәләү,тади кутун
1129,antreiben::V,ашыктыру,тади кутун
1130,lassen::V,мәҗбүр итү,
1131,einladen::V,чакыру,теклиф авун
1132,vereinigen::V,берләштерү,сад авун
1133,besuchen::V,керешү,кьилив атун
1134,treffen::V,очрату,гьалтун
1135,sich versammeln::V,җыелышу,алтӏушун
1136,spielen::V,уйнау,къугъун
1137,singen::V,җырлау,лугьун
1138,singen::V,җырлау,мани лугьун
1139,tanzen::V,бию,кьуьл авун
1140,sich trennen::V,аерылу,къакъатун
1141,sich trennen::V,ташлашу,къакъатун
1142,verlassen::V,ташлау,гъил къачун
1143,verlassen::V,калдыру,гъил къачун
1144,retten::V,коткару,къутармишун
1145,bewachen::V,каравыллау,хуьн
1146,schützen::V,ышыклау,хуьн
1147,verteidigen::V,яклау,хуьн
1148,verteidigen::V,саклау,хуьн
1149,sich schlagen::V,сугышу,кукӏун
1150,schießen::V,ату,акъатун
1151,siegen::V,җиңү,гъалиб хьун
1152,ärgern::V,ачуландыру,хъел гъун
1153,ärgern::V,ачуландыру,хъел кутун
1154,schlagen::V,ору,ягъун
1155,schlagen::V,ору,галукьарун
1156,schlagen::V,бәрү,ягъун
1157,schlagen::V,бәрү,галукьарун
1158,schlagen::V,тукмау,ягъун
1159,schlagen::V,тукмау,галукьарун
1160,treten::V,тибү,кьуьл къекъягъун
1161,treten::V,тибү,кьуьл эцягъун
1162,stechen::V,кадау,акьадарун
1163,stoßen::V,этү,эцягъун
1164,stehlen::V,урлау,чуьнуьхун
1165,stören::V,комачаулау,хкуьрун
1166,belästigen::V,борчу,хкуьрун
1167,belästigen::V,борчу,азият гун
1168,belästigen::V,билмазалау,хкуьрун
1169,belästigen::V,билмазалау,азият гун
1170,verbergen::V,яшерү,далдаламишун
1171,täuschen::V,алдату,алцурарун
1172,täuschen::V,алдату,алцуррун
1173,betrügen::V,хәрәмләшү,алцурарун
1174,betrügen::V,хәрәмләшү,гьарамзадавал авун
1175,töten::V,үтерү,яна кьин
1176,wohnen::V,яшәү,дуланмиш хьун
1177,arbeiten::V,эшләү,кӏвалахун
1178,arbeiten::V,эшләү,кӏвалах авун
1179,sammeln::V,туплау,кӏватӏун
1180,pflücken::V,өзү,атӏун
1181,jagen::V,аулау,гъуьрч авун
1182,fischen::V,балык тоту,гъетер кьун
1183,fassen::V,тоту,кьун
1184,hüten::V,көтү,чӏура хуьн
1185,treiben::V,куалау,гьалун
1186,anbinden::V,бәйләү,акалун
1187,füttern::V,туйдыру,ем гун
1188,melken::V,саву,ацун
1189,hacken::V,чабу,куьткуьнун
1190,gießen::V,сугару,яд гун
1191,reifen::V,җитешү,чурун
1192,reifen::V,җитешү,агакьун
1193,zubereiten::V,пешеренү,гьазурун
1194,kochen::V,пешерү,ругун
1195,kochen::V,кайнату,ругун
1196,backen::V,пешерү,чурун
1197,braten::V,куыру,чурун
1198,braten::V,кыздыру,чурун
1199,umrühren::V,бутау,какадарун
1200,umrühren::V,болгату,какадарун
1201,stricken::V,бәйләү,хурун
1202,nähen::V,тегү,цун
1203,färben::V,ману,шир ягъун
1204,reinigen::V,чистарту,михьун
1205,waschen::V,юу,чуьхуьн
1206,abwischen::V,сөртү,гуьцӏун
1207,spülen::V,чайкау,экъуьрун
1208,fegen::V,себерү,шуткун
1209,kehren::V,себерү,кул алтадун
1210,baden::V,коену,эхъуьн
1211,sich waschen::V,юыну,жендек чуьхуьн
1212,ausziehen::V,чишенү,хутӏунун
1213,ausziehen::V,чишенү,галудун
1214,anziehen::V,кию,алукӏун
1215,sich anziehen::V,киенү,алукӏун
1216,sich anziehen::V,киенү,парталар алукӏун
1217,kämmen::V,тарау,эвягъун
1218,schmücken::V,бизәү,безетмишун
1219,schmücken::V,бизәү,гуьрчегарун
1220,schmücken::V,бизәкләү,безетмишун
1221,schmücken::V,бизәкләү,гуьрчегарун
1222,sagen::V,дию,лугьун
1223,sagen::V,әйтү,лугьун
1224,sprechen::V,сөйләү,рахун
1225,sprechen::V,сөйләшү,рахун
1226,reden::V,сөйләү,рахун
1227,sich unterhalten::V,сөйләшү,ихтилат авун
1228,fragen::V,сорау,жузун
1229,fragen::V,сорашу,жузун
1230,bitten::V,үтенү,тӏалабун
1231,erzählen::V,сөйләү,ахъаюн
1232,mitteilen::V,белдерү,хабар гун
1233,nennen::V,дию,тӏвар гун
1234,rufen::V,дәшү,эверун
1235,prahlen::V,мактану,яцӏу гафар авун
1236,prahlen::V,шапырыну,яцӏу гафар авун
1237,übersetzen::V,күчерү,таржума авун
1238,übersetzen::V,күчерү,гафладун
1239,denken::V,уйлау,фикир авун
1240,glauben::V,инану,агъун
1241,bemerken::V,искәрү,фикир гун
1242,erkennen::V,тану,
1243,begreifen::V,аңлау,гъавурда акьун
1244,begreifen::V,төшенү,гъавурда акьун
1245,verstehen::V,аңлау,
1246,verstehen::V,төшенү,
1247,lernen::V,уку,кӏелун
1248,lernen::V,өйрәнү,кӏелун
1249,wissen::V,белү,чир хьун
1250,wissen::V,белү,чирхьун
1251,sich erinnern an::V,хәтерләү,рикӏел хуьн
1252,vergessen::V,оныту,рикӏелай фин
1253,vergessen::V,оныту,рикӏелай алатун
1254,messen::V,үлчәү,алцумун
1255,zählen::V,санау,гьисабун
1256,rechnen::V,исәпләү,гьисабун
1257,lesen::V,уку,кӏелун
1258,malen::V,рәсем ясау,кхьин
1259,malen::V,рәсем ясау,шикилар чӏугун
1260,malen::V,сурәт ясау,кхьин
1261,malen::V,сурәт ясау,шикилар чӏугун
1262,malen::V,сурәтләү,кхьин
1263,malen::V,сурәтләү,шикилар чӏугун
1264,zeichnen::V,язу-сызу,чӏугун
1265,zeichnen::V,сурәт ясау,чӏугун
1266,schreiben::V,язу,кхьин
1267,besitzen::V,биләү,иеси хьун
1268,kaufen::V,алу,къачун
1269,kaufen::V,алу,маса къачун
1270,verkaufen::V,сату,гун
1271,verkaufen::V,сату,маса гун
1272,bezahlen::V,түләү,къимет гун
1273,bezahlen::V,түләү,эвезда авун
1274,bezahlen::V,түләү,гьакъи агакьрун
1275,zahlen::V,түләү,къимет гун
1276,zahlen::V,түләү,эвезда авун
1277,zahlen::V,түләү,гьакъи агакьрун
1278,beherrschen::V,ия булу,иеси хьун
1279,ertragen::V,чыдау,таб гун
