,Concept_ID,cy,br
796,drei::NUM,tri,tri
797,vier::NUM,pedwar,pevar
798,fünf::NUM,pump,pemp
799,sechs::NUM,chwech,c'hwec'h
800,sieben::NUM,saith,seizh
801,acht::NUM,wyth,eizh
802,neun::NUM,naw,nav
803,zehn::NUM,deg,dek
804,elf::NUM,un ar ddeg,unnek
805,zwölf::NUM,deuddeg,daouzek
806,zwölf::NUM,un deg dau,daouzek
807,zwanzig::NUM,ugain,ugent
808,dreißig::NUM,tri deg,tregont
809,dreißig::NUM,deg ar hugain,tregont
810,vierzig::NUM,deugain,daou-ugent
811,fünfzig::NUM,hanner cant,hanter-kant
812,sechzig::NUM,chwe deg,tri-ugent
813,siebzig::NUM,saith deg,dek ha tri-ugent
814,siebzig::NUM,deg a thrigain,dek ha tri-ugent
815,achtzig::NUM,wyth deg,pevar-ugent
816,achtzig::NUM,pedar ugain,pevar-ugent
817,neunzig::NUM,naw deg,dek ha pevar-ugent
818,neunzig::NUM,deg a phedwar ugain,dek ha pevar-ugent
819,hundert::NUM,cant,kant
820,tausend::NUM,mil,mil
821,und::CNJ,a,ha
822,oder::CNJ,neu,pe
823,stehen::V,sefyll,bezañ a-sav
824,sitzen::V,eistedd,azezañ
825,sitzen::V,eistedd,bezañ en e goazez
826,liegen::V,gorwedd,bezañ en e c'hourvez
827,hängen::V,hongian,krougañ
828,werden::V,dod yn,dazonet
829,werden::V,mynd yn,dazonet
830,passieren::V,digwydd,c'hoarvezout
831,beginnen::V,cychwyn,stagañ
832,enden::V,gorffen,achuiñ
833,wechseln::V,newid,cheñch
834,aufgehen[Sonne]::V,codi,dirouzañ
835,untergehen[Sonne]::V,machlud,
836,scheinen[Sonne]::V,tywynnu,lugernañ
837,donnern::V,taranu,taranal
838,wehen::V,chwythu,c'hwezhañ
839,strömen::V,ffrydio,deredek
840,fließen::V,llifo,redek
841,sich drehen::V,troi,troiñ
842,sich drehen::V,cylchdroi,troiñ
843,schwanken::V,siglo,trantellat
844,schwingen::V,siglo,froumal
845,fallen::V,cwympo,kouezhañ
846,brennen::V,llosgi,deviñ
847,rauchen::V,mygu,divogedañ
848,regnen::V,glawio,glavañ
849,gefrieren::V,rhewi,reviñ
850,tauen::V,toddi,diskornañ
851,tauen::V,meirioli,diskornañ
852,schmelzen::V,toddi,teuziñ
853,trocknen::V,sychu,sec'hañ
854,sieden::V,berwi,berviñ
855,faulen::V,pydru,breinañ
856,faulen::V,braenu,breinañ
857,verfaulen::V,pydru,breinañ
858,verfaulen::V,dadfeilio,breinañ
859,reißen::V,clecian,darnaouiñ
860,reißen::V,torri'n glats,darnaouiñ
861,versinken::V,suddo,sodellañ
862,vergehen::V,myned heibio,tremen
863,vergehen::V,pasio,tremen
864,erscheinen::V,ymddangos,donet war-wel
865,verschwinden::V,diflannu,monet diwar wel
866,sinken::V,syrthio,en em izelat
867,abnehmen::V,lleihau,nebeutaat
868,zunehmen::V,cynyddu,kreskiñ
869,steigen::V,codi,sevel
870,wachsen::V,tyfu,kreskiñ
871,glänzen::V,disgleirio,lugernañ
872,funkeln::V,pefrio,elieniñ
873,lärmen::V,cadw sŵn,rabotat
874,lärmen::V,gwneud twrw,rabotat
875,läuten::V,canu,
876,klingeln::V,canu,
877,klingeln::V,seinio,
878,klirren::V,tincian,diridignat
879,klirren::V,tincian,sterlinkañ
880,brausen::V,rhuo,gwegal
881,rauschen::V,siffrwd,trouzal
882,rauschen::V,chwithrwd,trouzal
883,klingen::V,seinio,seniñ
884,bellen::V,cyfarth,harzhal
885,heulen::V,udo,yudal
886,heulen::V,oernadu,yudal
887,blasen::V,chwythu,c'hwezhañ
888,pfeifen::V,chwibanu,c'hwitellat
889,schreien::V,gweiddi,huchal
890,schreien::V,bloeddio,huchal
891,stöhnen::V,griddfan,hirvoudiñ
892,zittern::V,crynu,krenañ
893,leben::V,byw,bevañ
894,geboren werden::V,cael eich geni,genel
895,atmen::V,anadlu,tennañ e anal
896,trinken::V,yfed,evañ
897,essen::V,bwyta,debriñ
898,schlucken::V,llyncu,lonkañ
899,müde werden::V,blino,skuizhañ
900,einschlafen::V,mynd i gysgu,menel kousket
901,einschlafen::V,syrthio i gysgu,menel kousket
902,schlafen::V,huno,kousket
903,schlafen::V,cysgu,kousket
904,aufwachen::V,dihuno,dihuniñ
905,aufstehen::V,codi,sevel
906,sich erholen::V,ymlacio,diskuizhañ
907,sich erholen::V,dadflino,diskuizhañ
908,krank werden::V,mynd yn sâl,klañviñ
909,krank werden::V,mynd yn wael,klañviñ
910,krank sein::V,gwaelu,bezañ klañv
911,schmerzen::V,brifo,skourjezañ
912,husten::V,pesychu,pasaat
913,husten::V,pesychu,peudal
914,genesen::V,gwella,pareañ
915,genesen::V,cael yn ôl,pareañ
916,sterben::V,marw,mervel
917,umkommen::V,trengi,perisañ
918,sich bewegen::V,symud,bouljal
919,sich rühren::V,syflyd,fiñval
920,sich erheben::V,codi,sevel
921,sich setzen::V,eistedd,azezañ
922,sich setzen::V,eistedd,mont en e goazez
923,hinfallen::V,cwympo,kouezhañ
924,laufen::V,cerdded,redek
925,schreiten::V,camu,kerzhet
926,spazierengehen::V,mynd am dro,pourmen
927,eilen::V,rhuthro,hastañ
928,sich beeilen::V,brysio,hastañ
929,sausen::V,rhuthro,karzhañ
930,rennen::V,rhedeg,redek
931,springen::V,llamu,lammat
932,springen::V,neidio,lammat
933,klettern::V,dringo,krimpat
934,schaukeln::V,siglo,brañsellat
935,kriechen::V,cropian,skrampañ
936,schwimmen::V,nofio,neuial
937,tauchen::V,plymio,splujañ
938,tauchen::V,ymsuddo,splujañ
939,rudern::V,rhwyfo,roeñvat
940,fahren::V,gyrru,kas
941,fahren::V,gyrru,bleniañ
942,fahren::V,dreifio,kas
943,fahren::V,dreifio,bleniañ
944,fliegen::V,hedfan,nijal
945,gehen::V,mynd,mont
946,weggehen::V,mynd,mont kuit
947,weggehen::V,ymadael,mont kuit
948,abfahren::V,ymadael,mont kuit
949,anhalten::V,stopio,chom a-sav
950,hineingehen::V,mynd i mewn,monet e-barzh
951,eintreten::V,mynd i,monet e-barzh
952,kommen::V,dod,dont
953,ankommen::V,cyrraedd,erruout
954,zurückkommen::V,dychwelyd,addonet
955,bleiben::V,aros,chom
956,bleiben::V,sefyll,chom
957,warten::V,aros,gortoz
958,warten::V,disgwyl,gortoz
959,erwarten::V,disgwyl,gortoz
960,suchen::V,chwilio am,klask
961,finden::V,darganfod,kavout
962,versuchen::V,profi,klask
963,versuchen::V,ceisio,klask
964,vorbereiten::V,paratoi,aozañ
965,lieben::V,caru,karout
966,mögen::V,hoffi,karout
967,lachen::V,chwerthin,c'hoarzin
968,rühren::V,cynhyrfu,tenerañ
969,weinen::V,wylo,gouelañ
970,weinen::V,llefain,gouelañ
971,schimpfen::V,grwgnach,krozal
972,sich ärgern::V,gofidio,fachañ
973,sich ärgern::V,gofidio,en em fachañ
974,sich fürchten::V,ofni,
975,fürchten::V,arswydo,
976,fliehen::V,ffoi,tec'het
977,flüchten::V,dianc,tuzañ
978,sehen::V,gweld,gwelet
979,anschauen::V,syllu,sellout ouzh
980,anschauen::V,edrych,sellout ouzh
981,ansehen::V,gwylio,sellout ouzh
982,hören::V,clywed,klevet
983,zuhören::V,gwrando,selaou
984,probieren::V,profi,blasa
985,riechen::V,arogli,klevet
986,fühlen::V,teimlo,santout
987,fühlen::V,clywed,santout
988,scheinen::V,ymddangos,diskouez bezañ
989,zu sehen sein::V,dod i'r golwg,bezañ gwelus
990,vernehmen::V,clywed sôn am,merzhañ
991,frieren::V,bod yn oer,anoued
992,tun::V,gwneud,ober
993,können::V,gallu,gouzout
994,wollen::V,bod mewn angen,fellout da
995,wollen::V,bod mewn angen,kaout c'hoant da
996,anfangen::V,dechrau,kregiñ
997,beenden::V,darfod,achuiñ
998,beenden::V,gorffen,achuiñ
999,aufhören::V,peidio,paouez
1000,gelingen::V,llwyddo,
1001,geraten::V,diweddu,
1002,öffnen::V,agor,digeriñ
1003,schließen::V,cau,serriñ
1004,stellen::V,gosod,lakaat
1005,setzen::V,gosod,lakaat
1006,legen::V,gosod,lakaat
1007,berühren::V,cyffwrdd,touch
1008,verbinden::V,cysylltu,eren
1009,bedecken::V,gorchuddio,goloiñ
1010,aufhängen::V,crogi,istribilhañ
1011,aufhängen::V,hongian,istribilhañ
1012,anzünden::V,cynnau,alumiñ
1013,anzünden::V,cynnau,c'hwezzañ
1014,aufheben::V,codi,dastum
1015,zurücklassen::V,gadael,lezel
1016,verlieren::V,colli,koll
1017,fallen lassen::V,gollwng,laoskel
1018,fallen lassen::V,gollwng,lezel da gouezhel
1019,machen::V,gwneud,ober
1020,herstellen::V,cynhyrchu,fardañ
1021,bauen::V,adeiladu,sevel
1022,reparieren::V,trwsio,adaozañ
1023,reparieren::V,atgyweirio,adaozañ
1024,verbessern::V,diwygio,gwellaat
1025,ändern::V,altro,cheñch
1026,graben::V,palu,kleuzañ
1027,graben::V,cloddio,kleuzañ
1028,beugen::V,plygu,plegañ
1029,biegen::V,plygu,krommañ
1030,drehen::V,troelli,treiñ
1031,wenden::V,troi,treiñ
1032,umdrehen::V,troi,treiñ
1033,heben::V,codi,sevel
1034,hochheben::V,dyrchafu,sevel
1035,ergreifen::V,gafael,kemer
1036,halten::V,dal,dalc'hen
1037,drücken::V,pwyso,bountañ
1038,drücken::V,gwasgu,bountañ
1039,schieben::V,gwthio,poulzañ
1040,kratzen::V,crafu,skrabat
1041,lecken::V,llyfu,lipat
1042,beißen::V,cnoi,kregiñ
1043,beißen::V,brathu,kregiñ
1044,abreißen::V,tynnu ymaith,diframmañ
1045,abschneiden::V,torri,troc'hañ
1046,binden::V,clymu,stagañ
1047,stecken::V,plannu,sankañ
1048,brechen::V,torri,darnaouiñ
1049,klopfen::V,taro,skoiñ
1050,hauen::V,taro,dornañ
1051,kleben::V,gludio,pegañ
1052,reiben::V,rhwbio,taravat
1053,reiben::V,rhwbio,trekiñ
1054,streichen::V,taenu,toazañ
1055,schleifen::V,hogi,lemmañ
1056,schneiden::V,torri,troc'hañ
1057,rütteln::V,ysgytio,tordorosañ
1058,schütteln::V,siglo,hejañ
1059,schütteln::V,ysgwyd,hejañ
1060,schwenken::V,siglo,
1061,schütten::V,tywallt,diskargañ
1062,füllen::V,llenwi,kargañ
1063,einwickeln::V,lapio,gronnañ
1064,tragen::V,cludo,dougen
1065,schleppen::V,llusgo,stlejal
1066,ziehen::V,tynnu,sachañ
1067,aufbewahren::V,cadw,miret
1068,werfen::V,taflu,teuler
1069,fangen::V,dal,tapañ
1070,packen::V,cipio,krapat
1071,packen::V,crafangu,krapat
1072,verstecken::V,celu,kuzhat
1073,verstecken::V,cuddio,kuzhat
1074,teilen::V,rhannu,rannañ
1075,schicken::V,anfon,kas
1076,bringen::V,dod â,degas
1077,hinzufügen::V,chwanegu,lakat ouzhpenn
1078,bekommen::V,cael,kaout
1079,erhalten::V,derbyn,kaout
1080,nehmen::V,cymryd,kemer
1081,wählen::V,dewis,choaz
1082,auswählen::V,dethol,dibab
1083,bewahren::V,cadw,mirout
1084,behindern::V,atal,diaezañ
1085,behindern::V,rhwystro,diaezañ
1086,verderben::V,difetha,lovrañ
1087,beschädigen::V,niweidio,gwallegañ
1088,zerbrechen::V,torri,torriñ
1089,zerreißen::V,rhwygo,diroegiñ
1090,zerstören::V,dinistrio,distrujañ
1091,verbrennen::V,llosgi,deviñ
1092,geben::V,rhoi,reiñ
1093,reichen::V,estyn,
1094,schenken::V,rhoddi,donezonañ
1095,versprechen::V,addo,prometiñ
1096,wünschen::V,dymuno,hetiñ
1097,loben::V,canmol,feurmiñ
1098,küssen::V,cusanu,pokat
1099,wiegen::V,siglo,pouezañ
1100,zudecken::V,gorchuddio,goloiñ
1101,wecken::V,deffro,dihuniñ
1102,zeigen::V,dangos,diskouez
1103,führen::V,arwain,kas
1104,lehren::V,dysgu,deskiñ
1105,unterrichten::V,hyfforddi,kelenn
1106,aufziehen::V,dod i fyny,
1107,leiten::V,arwain,bleinañ
1108,antreiben::V,annog,poulzañ
1109,lassen::V,gadael,leuskel
1110,einladen::V,gwahodd,pediñ
1111,vereinigen::V,uno,unisañ
1112,vereinigen::V,cyfuno,unisañ
1113,besuchen::V,ymweld â,gweladenniñ
1114,treffen::V,cwrdd,kejal
1115,treffen::V,cwrdd,ankontrañ
1116,treffen::V,cyfarfod,kejal
1117,treffen::V,cyfarfod,ankontrañ
1118,sich versammeln::V,casglu,bodennañ
1119,sich versammeln::V,cynnull,bodennañ
1120,spielen::V,chwarae,c'hoari
1121,singen::V,canu,kanañ
1122,tanzen::V,dawnsio,dañsal
1123,sich trennen::V,ymwahanu,dispartiañ
1124,verlassen::V,gadael,lezel
1125,retten::V,achub,saveteiñ
1126,bewachen::V,gwarchod,mesa
1127,schützen::V,noddi,diwall
1128,verteidigen::V,amddiffyn,difenn
1129,sich schlagen::V,ffraeo,lopañ
1130,sich schlagen::V,terfysgu,lopañ
1131,schießen::V,saethu,
1132,siegen::V,ennill,trec'hiñ
1133,ärgern::V,cythruddo,hegasiñ
1134,schlagen::V,curo,skeiñ
1135,treten::V,cicio,botaouiñ
1136,stechen::V,pigo,pikat
1137,stoßen::V,gwthio,stokañ
1138,stehlen::V,dwyn,laerezh
1139,stehlen::V,lladrata,laerezh
1140,stören::V,aflonyddu,direnkañ
1141,belästigen::V,trafferthu,dregasiñ
1142,verbergen::V,cuddio,skoachañ
1143,täuschen::V,twyllo,tromplañ
1144,betrügen::V,hocedu,lorbañ
1145,töten::V,lladd,lazhañ
1146,wohnen::V,byw,bezañ o chom
1147,arbeiten::V,gweithio,labourat
1148,sammeln::V,casglu,dastum
1149,pflücken::V,casglu,kuntuilhañ
1150,jagen::V,hela,chaseal
1151,fischen::V,pysgota,pesketa
1152,fassen::V,dal,pakañ
1153,hüten::V,bugeilio,geota
1154,treiben::V,gyrru,
1155,anbinden::V,clymu,stagañ
1156,füttern::V,porthi,boueta
1157,melken::V,godro,goro
1158,hacken::V,torri,difrakal
1159,gießen::V,dyfrhau,dourañ
1160,reifen::V,aeddfedu,azviñ
1161,zubereiten::V,coginio,keginañ
1162,kochen::V,berwi,poazhañ
1163,backen::V,pobi,fritañ
1164,backen::V,crasu,fritañ
1165,braten::V,ffrio,rostañ
1166,umrühren::V,cyffroi,
1167,stricken::V,gwau,stammañ
1168,nähen::V,gwnïo,gwriat
1169,färben::V,lliwio,livañ
1170,reinigen::V,glanhau,naetañ
1171,waschen::V,golchi,gwalc'hiñ
1172,abwischen::V,sychu,torchañ
1173,spülen::V,streulio,disgwalc'hiñ
1174,fegen::V,ysgubo,skubañ
1175,kehren::V,ysgubo,skubañ
1176,baden::V,cael bath,kouronkañ
1177,sich waschen::V,ymolchi,en em walc'hiñ
1178,ausziehen::V,tynnu,
1179,anziehen::V,gwisgo,
1180,sich anziehen::V,ymwisgo,gwiskañ
1181,kämmen::V,cribo,kribat
1182,schmücken::V,harddu,kinklañ
1183,schmücken::V,addurno,kinklañ
1184,sagen::V,dweud,larêt
1185,sagen::V,dweud,lavaret
1186,sprechen::V,llefaru,komz
1187,reden::V,siarad,kaozeal
1188,sich unterhalten::V,sgwrsio,balbotal
1189,fragen::V,gofyn,goulenn
1190,bitten::V,gofyn am,goulenn
1191,erzählen::V,dweud,kontañ
1192,mitteilen::V,cyfleu,kemenn
1193,nennen::V,enwi,anviñ
1194,rufen::V,galw,gelver
1195,prahlen::V,brolio,fougeal
1196,prahlen::V,ymffrostio,fougeal
1197,übersetzen::V,cyfieithu,treiñ
1198,denken::V,meddwl,soñjal
1199,glauben::V,credu,krediñ
1200,glauben::V,coelio,krediñ
1201,bemerken::V,sylwi,apresevañ
1202,erkennen::V,adnabod,anavout
1203,begreifen::V,amgyffred,meizañ
1204,verstehen::V,deall,kompren
1205,lernen::V,dysgu,deskiñ
1206,wissen::V,gwybod,gouzout
1207,sich erinnern an::V,cofio,kaout soñj e
1208,vergessen::V,anghofio,ankouaat
1209,messen::V,mesur,muzuliañ
1210,zählen::V,cyfrif,kontañ
1211,rechnen::V,cyfrifo,jedañ
1212,lesen::V,darllen,lenn
1213,malen::V,peintio,livañ
1214,zeichnen::V,tynnu,tresañ
1215,schreiben::V,ysgrifennu,skrivañ
1216,besitzen::V,meddu,kaout
1217,kaufen::V,prynu,prenañ
1218,verkaufen::V,gwerthu,gwerzhañ
1219,bezahlen::V,talu am,paeañ
1220,zahlen::V,talu,paeañ
1221,beherrschen::V,rheoli,mestroniañ
1222,beherrschen::V,llywodraethu,mestroniañ
1223,ertragen::V,dioddef,anduriñ
