,Concept_ID,lv,hr
228,Strömung::N,ва ныр,strujanje
229,Strömung::N,визувтӧм,struja
230,Strömung::N,визувтӧм,strujanje
231,Strömung::N,straume,struja
232,Strömung::N,straume,strujanje
233,Strömung::N,strāvojums,struja
234,Strömung::N,strāvojums,strujanje
235,Tropfen::N,войт,kap
236,Tropfen::N,войт,kaplja
237,Tropfen::N,lāse,kap
238,Tropfen::N,lāse,kaplja
239,Schaum::N,быг,pjena
240,Schaum::N,быгзьӧм,pjena
241,Schaum::N,putas,pjena
242,Schmutz::N,няйт,nečistoća
243,Schmutz::N,няйт,prljavština
244,Schmutz::N,dubļi,nečistoća
245,Schmutz::N,dubļi,prljavština
246,See::N,ты,jezero
247,See::N,ezers,jezero
248,Sumpf::N,гыбад,bara
249,Sumpf::N,кад,bara
250,Sumpf::N,dumbrājs,bara
251,Sumpf::N,staignājs,bara
252,Moor::N,нюр,močvara
253,Moor::N,purvs,močvara
254,Moor::N,muklājs,močvara
255,Wiese::N,видз,livada
256,Wiese::N,pļava,livada
257,Wald::N,вӧр,šuma
258,Wald::N,mežs,šuma
259,Hügel::N,дзиб,brijeg
260,Hügel::N,дзиб,brežuljak
261,Hügel::N,мыльк,brijeg
262,Hügel::N,мыльк,brežuljak
263,Hügel::N,нӧрыс,brijeg
264,Hügel::N,нӧрыс,brežuljak
265,Hügel::N,paugurs,brijeg
266,Hügel::N,paugurs,brežuljak
267,Anhöhe::N,мыльк,uzvišica
268,Anhöhe::N,нӧрыс,uzvišica
269,Anhöhe::N,paugurs,uzvišica
270,Berg::N,чой,brdo
271,Berg::N,керӧс,brdo
272,Berg::N,kalns,brdo
273,Gipfel::N,чук,vrh
274,Gipfel::N,virsotne,vrh
275,Höhle::N,рудӧг,pećina
276,Höhle::N,рудӧг,spilja
277,Höhle::N,ala,pećina
278,Höhle::N,ala,spilja
279,Abhang::N,ньывк,obronak
280,Abhang::N,ньывк,nizbrdica
281,Abhang::N,бокша,obronak
282,Abhang::N,бокша,nizbrdica
283,Abhang::N,nogāze,obronak
284,Abhang::N,nogāze,nizbrdica
285,Quelle::N,ӧшмӧс,izvor
286,Quelle::N,ӧшмӧс,vrelo
287,Quelle::N,avots,izvor
288,Quelle::N,avots,vrelo
289,Bach::N,шор,potok
290,Bach::N,urga,potok
291,Bach::N,strauts,potok
292,Fluss::N,ю,rijeka
293,Fluss::N,upe,rijeka
294,Ufer::N,вадор,obala
295,Ufer::N,krasts,obala
296,Küste::N,вадор,obala
297,Küste::N,вадор,morska obala
298,Küste::N,piekraste,obala
299,Küste::N,piekraste,morska obala
300,Festland::N,му,kopno
301,Festland::N,sauszeme,kopno
302,Meer::N,саридз,more
303,Meer::N,jūra,more
304,Bucht::N,куръя,zaliv
305,Bucht::N,līcis,zaliv
306,Insel::N,ді,ada
307,Insel::N,ді,otok
308,Insel::N,sala,ada
309,Insel::N,sala,otok
310,Blume::N,дзоридз,cvijet
311,Blume::N,puķe,cvijet
312,Blume::N,zieds,cvijet
313,Gras::N,турун,trava
314,Gras::N,zāle,trava
315,Wurzel::N,вуж,korijen
316,Wurzel::N,sakne,korijen
317,Baum::N,пу,drvo
318,Baum::N,пу,stablo
319,Baum::N,koks,drvo
320,Baum::N,koks,stablo
321,Stamm::N,пучер,deblo
322,Stamm::N,пучер,stablo
323,Stamm::N,stumbrs,deblo
324,Stamm::N,stumbrs,stablo
325,Rinde::N,кырсь,kora
326,Rinde::N,miza,kora
327,Ast::N,ув,grana
328,Ast::N,zars,grana
329,Zweig::N,вож,grana
330,Zweig::N,nozare,grana
331,Blatt::N,кор,list
332,Blatt::N,lapa,list
333,Birke::N,кыдз,breza
334,Birke::N,bērzs,breza
335,Kiefer[Baum]::N,пожӧм,bor
336,Kiefer[Baum]::N,priede,bor
337,Weide[Baum]::N,бадь,iva
338,Weide[Baum]::N,бадь,vŕba
339,Weide[Baum]::N,kārkls,iva
340,Weide[Baum]::N,kārkls,vŕba
341,Tanne::N,коз,jela
342,Tanne::N,egle,jela
343,Horn::N,сюр,rog
344,Horn::N,rags,rog
345,Feder::N,гӧн,pero
346,Feder::N,тывборд,pero
347,Feder::N,spalva,pero
348,Fell::N,ку,koža
349,Fell::N,āda,koža
350,Flügel::N,борд,krilo
351,Flügel::N,spārns,krilo
352,Klaue::N,гыж,papak
353,Klaue::N,nags,papak
354,Kralle::N,гыж,pandža
355,Kralle::N,nags,pandža
356,Schwanz::N,бӧж,rep
357,Schwanz::N,ļipa,rep
358,Ei::N,кольк,jaje
359,Ei::N,ola,jaje
360,Nest::N,поз,gnijezdo
361,Nest::N,ligzda,gnijezdo
362,Bau::N,горс,jazbina
363,Bau::N,пырмӧс,jazbina
364,Bau::N,гу,jazbina
365,Bau::N,ala,jazbina
366,Tier::N,пемӧс,životinja
367,Tier::N,dzīvnieks,životinja
368,Herde::N,стада,krdo
369,Herde::N,стада,stado
370,Herde::N,кельӧб,krdo
371,Herde::N,кельӧб,stado
372,Herde::N,ganāmpulks,krdo
373,Herde::N,ganāmpulks,stado
374,Kuh::N,мӧс,krava
375,Kuh::N,govs,krava
376,Bulle::N,ӧш,bik
377,Bulle::N,bullis,bik
378,Pferd::N,вӧв,konj
379,Pferd::N,zirgs,konj
380,Schaf::N,ыж,ovca
381,Schaf::N,aita,ovca
382,Schwein::N,порсь,svinja
383,Schwein::N,cūka,svinja
384,Hund::N,пон,pas
385,Hund::N,пон,pseto
386,Hund::N,suns,pas
387,Hund::N,suns,pseto
388,Katze::N,кань,mačka
389,Katze::N,kaķis,mačka
390,Bär::N,ош,medvjed
391,Bär::N,lācis,medvjed
392,Eichhörnchen::N,ур,vjeverica
393,Eichhörnchen::N,vāvere,vjeverica
394,Elch::N,йӧра,los
395,Elch::N,alnis,los
396,Fuchs::N,руч,lisica
397,Fuchs::N,lapsa,lisica
398,Hase::N,кӧч,zec
399,Hase::N,zaķis,zec
400,Maus::N,шыр,miš
401,Maus::N,pele,miš
402,Wolf::N,кӧин,vuk
403,Wolf::N,кӧин,kurjak
404,Wolf::N,vilks,vuk
405,Wolf::N,vilks,kurjak
406,Vogel::N,кай,ptica
407,Vogel::N,лэбач,ptica
408,Vogel::N,putns,ptica
409,Schwarm::N,чукӧр,roj
410,Schwarm::N,чукӧр,jato
411,Schwarm::N,spiets,roj
412,Schwarm::N,spiets,jato
413,Huhn::N,курӧг,kokoš
414,Huhn::N,vista,kokoš
415,Hahn::N,петук,kokot
416,Hahn::N,петук,pijevac
417,Hahn::N,gailis,kokot
418,Hahn::N,gailis,pijevac
419,Gans::N,дзодзӧг,guska
420,Gans::N,zoss,guska
421,Adler::N,кутш,orao
422,Adler::N,ērglis,orao
423,Ente::N,утка,patka
424,Ente::N,pīle,patka
425,Eule::N,сюзь,sova
426,Eule::N,pūce,sova
427,Kranich::N,тури,ždral
428,Kranich::N,dzērve,ždral
429,Krähe::N,рака,vrana
430,Krähe::N,vārna,vrana
431,Kuckuck::N,кӧк,kukavica
432,Kuckuck::N,dzeguze,kukavica
433,Schwan::N,юсь,labud
434,Schwan::N,gulbis,labud
435,Fisch::N,чери,riba
436,Fisch::N,zivs,riba
437,Barsch::N,ёкыш,grgeč
438,Barsch::N,asaris,grgeč
439,Hecht::N,сир,štuka
440,Hecht::N,līdaka,štuka
441,Schlange[Tier]::N,кый,guja
442,Schlange[Tier]::N,кый,zmija
443,Schlange[Tier]::N,čūska,guja
444,Schlange[Tier]::N,čūska,zmija
445,Wurm::N,номыр,crv
446,Wurm::N,tārps,crv
447,Spinne::N,черань,pauk
448,Spinne::N,zirneklis,pauk
449,Ameise::N,кодзувкот,mrav
450,Ameise::N,skudra,mrav
451,Laus::N,той,uš
452,Laus::N,uts,uš
453,Mücke::N,ном,komarac
454,Mücke::N,ods,komarac
455,Fliege::N,гут,muha
456,Fliege::N,muša,muha
457,Schmetterling::N,бобув,leptir
458,Schmetterling::N,tauriņš,leptir
459,Beere::N,тусь,boba
460,Beere::N,тусь,bobica
461,Beere::N,вотӧс,boba
462,Beere::N,вотӧс,bobica
463,Beere::N,oga,boba
464,Beere::N,oga,bobica
465,Apfel::N,яблӧг,jabuka
466,Apfel::N,ābols,jabuka
467,Pilz::N,тшак,pečurka
468,Pilz::N,sēne,pečurka
469,Zwiebel::N,луккок,luk
470,Zwiebel::N,луккок,kapula
471,Zwiebel::N,йӧнгыль,luk
472,Zwiebel::N,йӧнгыль,kapula
473,Zwiebel::N,sīpols,luk
474,Zwiebel::N,sīpols,kapula
475,Saat::N,тусь,sjemenje
476,Saat::N,кӧйдыс,sjemenje
477,Saat::N,sēkla,sjemenje
478,Korn::N,тусь,zrno
479,Korn::N,grauds,zrno
480,Heu::N,турун,sijeno
481,Heu::N,siens,sijeno
482,Schale::N,кор,kora
483,Schale::N,кор,ljuska
484,Schale::N,čaula,kora
485,Schale::N,čaula,ljuska
486,Schale::N,čaumala,kora
487,Schale::N,čaumala,ljuska
488,Grube::N,гу,jama
489,Grube::N,bedre,jama
490,Falle::N,лэч,zamka
491,Falle::N,лэч,klopka
492,Falle::N,slazds,zamka
493,Falle::N,slazds,klopka
494,Falle::N,lamatas,zamka
495,Falle::N,lamatas,klopka
496,Schlinge::N,лэч,uzao
497,Schlinge::N,лэч,petlja
498,Schlinge::N,cilpa,uzao
499,Schlinge::N,cilpa,petlja
500,Spur::N,туй,trag
501,Spur::N,туй,slijed
502,Spur::N,pēda,trag
503,Spur::N,pēda,slijed
504,Asche::N,пӧм,pepeo
505,Asche::N,pelni,pepeo
506,Dreck::N,няйт,blato
507,Dreck::N,dubļi,blato
508,Eisen::N,кӧрт,željezo
509,Eisen::N,dzelzs,željezo
510,Gold::N,зарни,zlato
511,Gold::N,zelts,zlato
512,Silber::N,эзысь,srebro
513,Silber::N,sudrabs,srebro
514,Kohle::N,шом,ugalj
515,Kohle::N,шом,ugljen
516,Kohle::N,ogle,ugalj
517,Kohle::N,ogle,ugljen
518,Glas::N,стеклӧ,staklo
519,Glas::N,stikls,staklo
520,Lehm::N,сёй,glina
521,Lehm::N,сёй,ilovača
522,Lehm::N,māls,glina
523,Lehm::N,māls,ilovača
524,Sand::N,лыа,pijesak
525,Sand::N,smiltis,pijesak
526,Mensch::N,морт,čovjek
527,Mensch::N,cilvēks,čovjek
528,Mann::N,аймӧрт,muškarac
529,Mann::N,мужичӧй,muškarac
530,Mann::N,vīrietis,muškarac
531,Frau::N,ань,žena
532,Frau::N,нывбаба,žena
533,Frau::N,sieviete,žena
534,Kind::N,кага,čedo
535,Kind::N,кага,dijete
536,Kind::N,bērns,čedo
537,Kind::N,bērns,dijete
538,Junge::N,пи,momče
539,Junge::N,пи,dječak
540,Junge::N,zēns,momče
541,Junge::N,zēns,dječak
542,Junge::N,puika,momče
543,Junge::N,puika,dječak
544,Junge::N,puisis,momče
545,Junge::N,puisis,dječak
546,Mädchen::N,ныв,djevojka
547,Mädchen::N,ныв,djevojčica
548,Mädchen::N,meiča,djevojka
549,Mädchen::N,meiča,djevojčica
550,Mädchen::N,skuķis,djevojka
551,Mädchen::N,skuķis,djevojčica
552,Mädchen::N,meitene,djevojka
553,Mädchen::N,meitene,djevojčica
554,Familie::N,семья,obitelj
555,Familie::N,семья,porodica
556,Familie::N,ģimene,obitelj
557,Familie::N,ģimene,porodica
558,Großvater::N,пӧль,djed
559,Großvater::N,vecaistēvs,djed
560,Großmutter::N,баб,baka
561,Großmutter::N,vecāmāte,baka
562,Eltern::N,ай-мам,roditelji
563,Eltern::N,бать-мам,roditelji
564,Eltern::N,vecāki,roditelji
565,Vater::N,бать,otac
566,Vater::N,ай,otac
567,Vater::N,tēvs,otac
568,Mutter::N,мам,majka
569,Mutter::N,māte,majka
570,Sohn::N,пи,sin
571,Sohn::N,dēls,sin
572,Tochter::N,ныв,kći
573,Tochter::N,ныв,kćerka
574,Tochter::N,meita,kći
575,Tochter::N,meita,kćerka
576,Bruder::N,вок,brat
577,Bruder::N,brālis,brat
578,Schwester::N,чой,sestra
579,Schwester::N,māsa,sestra
580,Onkel::N,дядь,čika
581,Onkel::N,дядь,ujak
582,Onkel::N,tēvocis,čika
583,Onkel::N,tēvocis,ujak
584,Tante::N,тьӧт,ujna
585,Tante::N,тьӧт,tetka
586,Tante::N,tante,ujna
587,Tante::N,tante,tetka
588,Ehemann::N,верӧс,muž
589,Ehemann::N,верӧс,suprug
590,Ehemann::N,vīrs,muž
591,Ehemann::N,vīrs,suprug
592,Ehefrau::N,гӧтыр,žena
593,Ehefrau::N,гӧтыр,supruga
594,Ehefrau::N,sieva,žena
595,Ehefrau::N,sieva,supruga
596,Freude::N,радлун,radost
597,Freude::N,prieks,radost
598,Gelächter::N,серам,grohot
599,Gelächter::N,smiekli,grohot
600,Glück::N,шуд,sreća
601,Glück::N,laime,sreća
602,Kummer::N,шог,jad
603,Kummer::N,шог,briga
604,Kummer::N,bēdas,jad
605,Kummer::N,bēdas,briga
606,Kummer::N,raizes,jad
607,Kummer::N,raizes,briga
608,Wunsch::N,кӧсйӧм,želja
609,Wunsch::N,vēlme,želja
610,Wunsch::N,vēlējums,želja
611,Lust::N,кыскӧм,volja
612,Lust::N,радейтӧм,volja
613,Lust::N,kāre,volja
614,Geist::N,лов,duh
615,Geist::N,gars,duh
616,Gedanke::N,мӧвп,misao
617,Gedanke::N,doma,misao
618,Gedächtnis::N,паметь,pamćenje
619,Gedächtnis::N,atmiņa,pamćenje
620,Verstand::N,вежӧр,um
621,Verstand::N,вежӧр,razum
622,Verstand::N,prāts,um
623,Verstand::N,prāts,razum
624,Sinn::N,мог,smisao
625,Sinn::N,мог,značenje
626,Sinn::N,вежӧртас,smisao
627,Sinn::N,вежӧртас,značenje
628,Sinn::N,nozīme,smisao
629,Sinn::N,nozīme,značenje
630,Grund::N,помка,razlog
631,Grund::N,pamats,razlog
632,Grund::N,iemesls,razlog
633,Wahrheit::N,збыль,istina
634,Wahrheit::N,збыльтор,istina
635,Wahrheit::N,taisnība,istina
636,Wahrheit::N,patiesība,istina
637,Gespräch::N,сёрни,razgovor
638,Gespräch::N,saruna,razgovor
639,Märchen::N,мойд,bajka
640,Märchen::N,pasaka,bajka
641,Erzählung::N,висьт,priča
642,Erzählung::N,висьт,pripovijest
643,Erzählung::N,stāsts,priča
644,Erzählung::N,stāsts,pripovijest
645,Erzählung::N,nostāsts,priča
646,Erzählung::N,nostāsts,pripovijest
647,Nachricht::N,юӧртӧм,vijest
648,Nachricht::N,ziņa,vijest
649,Neuigkeit::N,выльтор,novost
650,Neuigkeit::N,jaunums,novost
651,Name::N,ним,ime
652,Name::N,vārds,ime
653,Rätsel::N,нӧдкыв,zagonetka
654,Rätsel::N,mīkla,zagonetka
655,Rede::N,сёрни,govor
656,Rede::N,сёрни,besjeda
657,Rede::N,runa,govor
658,Rede::N,runa,besjeda
659,Sprache::N,кыв,jezik
660,Sprache::N,valoda,jezik
661,Stimme::N,гӧлӧс,glas
662,Stimme::N,вом шы,glas
663,Stimme::N,balss,glas
664,Wort::N,кыв,riječ
665,Wort::N,vārds,riječ
666,Zeichen::N,пас,znak
667,Zeichen::N,zīme,znak
668,Ruf::N,чукӧстчӧм,povik
669,Ruf::N,чукӧстчӧм,poklik
670,Ruf::N,корӧм,povik
671,Ruf::N,корӧм,poklik
672,Ruf::N,sauciens,povik
673,Ruf::N,sauciens,poklik
674,Lärm::N,шы,buka
675,Lärm::N,шы,galama
676,Lärm::N,зык,buka
677,Lärm::N,зык,galama
678,Lärm::N,зычитӧм,buka
679,Lärm::N,зычитӧм,galama
680,Lärm::N,troksnis,buka
681,Lärm::N,troksnis,galama
682,Laut::N,шы,zvuk
683,Laut::N,skaņa,zvuk
684,Ton::N,шы,ton
685,Ton::N,tonis,ton
686,Lied::N,сьылан,pjesma
687,Lied::N,сьыланкыв,pjesma
688,Lied::N,dziesma,pjesma
689,Ruhe::N,чӧв,tišina
690,Ruhe::N,чӧв,počinak
691,Ruhe::N,miers,tišina
692,Ruhe::N,miers,počinak
693,Leute::N,йӧз,ljudi
694,Leute::N,войтыр,ljudi
695,Leute::N,ļaudis,ljudi
696,Leute::N,cilvēki,ljudi
697,Volk::N,йӧз,puk
698,Volk::N,йӧз,narod
699,Volk::N,войтыр,puk
700,Volk::N,войтыр,narod
701,Volk::N,tauta,puk
702,Volk::N,tauta,narod
703,Arbeit::N,удж,rad
704,Arbeit::N,удж,posao
705,Arbeit::N,darbs,rad
706,Arbeit::N,darbs,posao
707,Gast::N,гӧсть,gost
708,Gast::N,viešņa,gost
709,Gast::N,ciemiņš,gost
710,Geschenk::N,козин,dar
711,Geschenk::N,козин,poklon
712,Geschenk::N,dāvana,dar
713,Geschenk::N,dāvana,poklon
714,Spiel::N,ворсан,igra
715,Spiel::N,rotaļa,igra
716,Gesellschaft::N,котыр,društvo
717,Gesellschaft::N,котыр,kompanija
718,Gesellschaft::N,biedrība,društvo
719,Gesellschaft::N,biedrība,kompanija
720,Gesellschaft::N,kompānija,društvo
721,Gesellschaft::N,kompānija,kompanija
722,Hilfe::N,отсӧг,pomoć
723,Hilfe::N,palīdzība,pomoć
724,Freund::N,ёрт,prijatelj
725,Freund::N,draugs,prijatelj
726,Kamerad::N,ёрт,drug
727,Kamerad::N,ёрт,drugar
728,Kamerad::N,biedrs,drug
729,Kamerad::N,biedrs,drugar
730,Angelegenheit::N,мог,posao
731,Angelegenheit::N,делӧ,posao
732,Angelegenheit::N,darīšana,posao
733,Anzahl::N,лыд,broj
734,Anzahl::N,лыд,brojnost
735,Anzahl::N,тшӧт,broj
736,Anzahl::N,тшӧт,brojnost
737,Anzahl::N,skaits,broj
738,Anzahl::N,skaits,brojnost
739,Anzahl::N,daudzums,broj
740,Anzahl::N,daudzums,brojnost
741,Art::N,сикас,vid
742,Art::N,сикас,vrst
743,Art::N,suga,vid
744,Art::N,suga,vrst
745,Art::N,šķira,vid
746,Art::N,šķira,vrst
747,Stück::N,тор,komad
748,Stück::N,gabals,komad
749,Teil::N,юкӧн,dio
750,Teil::N,daļa,dio
751,Hälfte::N,пӧв,polovina
752,Hälfte::N,джын,polovina
753,Hälfte::N,puse,polovina
754,Kreis::N,кытш,krug
755,Kreis::N,aplis,krug
756,Kreis::N,riņķis,krug
757,Kreuz::N,перна,križ
758,Kreuz::N,крест,križ
759,Kreuz::N,krusts,križ
760,Linie::N,визь,crta
761,Linie::N,līnija,crta
762,Strich::N,визь,crta
763,Strich::N,svītra,crta
764,Abstand::N,кост,razmak
765,Abstand::N,кост,odstojanje
766,Abstand::N,коласт,razmak
767,Abstand::N,коласт,odstojanje
768,Abstand::N,atstarpe,razmak
769,Abstand::N,atstarpe,odstojanje
770,Entfernung::N,ылна,udaljenost
771,Entfernung::N,attālums,udaljenost
772,Entfernung::N,atstatums,udaljenost
773,Gegend::N,му-ва,kraj
774,Gegend::N,му-ва,predeo
775,Gegend::N,apvidus,kraj
776,Gegend::N,apvidus,predeo
777,Gegend::N,apgabals,kraj
778,Gegend::N,apgabals,predeo
779,Platz::N,ылдӧс,mjesto
780,Platz::N,йир,mjesto
781,Platz::N,гӧгӧртас,mjesto
782,Platz::N,vieta,mjesto
783,Ort::N,ин,mjesto
784,Ort::N,места,mjesto
785,Ort::N,vieta,mjesto
786,Seite::N,бок,bok
787,Seite::N,бок,strana
788,Seite::N,ӧтарладор,bok
789,Seite::N,ӧтарладор,strana
790,Seite::N,sāns,bok
791,Seite::N,sāns,strana
792,Mitte::N,шӧр,sredina
793,Mitte::N,vidus,sredina
794,Gegenstand::N,кӧлуй,predmet
795,Gegenstand::N,priekšmets,predmet
796,Sache::N,добра,posao
797,Sache::N,lieta,posao
798,Rand::N,дор,rub
799,Rand::N,дор,kraj
800,Rand::N,mala,rub
801,Rand::N,mala,kraj
802,Rand::N,apmale,rub
803,Rand::N,apmale,kraj
804,Kante::N,дор,brid
805,Kante::N,дор,ivica
806,Kante::N,šķautne,brid
807,Kante::N,šķautne,ivica
