,Concept_ID,et,ady
703,manchmal::ADV,mõnikord,
704,oft::ADV,tihti,бэрэ
705,oft::ADV,sageli,бэрэ
706,immer::ADV,ikka,ренэ́у
707,immer::ADV,alati,ренэ́у
708,niemals::ADV,mitte kunagi,
709,hier::ADV,siin,
710,hierhin::ADV,siia,
711,von hier::ADV,siit,
712,dort::ADV,seal,модэ
713,dorthin::ADV,sinna,модэ́
714,geradeaus::ADV,otse edasi,занкӏэу
715,vorwärts::ADV,edasi,ыпэкӏэ
716,rückwärts::ADV,tagurpidi,ыужыкӏэ́
717,zurück::ADV,tagasi,ыужыкӏэ́
718,unten::ADV,all,ычӏэкӏэ́
719,unten::ADV,allpool,ычӏэкӏэ́
720,hinab::ADV,alla,ычӏэгъы́
721,hinab::ADV,alla,ычӏэкӏэ́
722,oben::ADV,ülal,ышъхьагъы
723,hinauf::ADV,üles,ышъхьагъыкӏэ
724,überall::ADV,kõikjal,тыди́
725,überall::ADV,kõikjal,тыдэкӏи́
726,nicht::ADV,ei,-п
727,nicht::ADV,ei,мы-
728,nicht::ADV,mitte,-п
729,nicht::ADV,mitte,мы-
730,ein wenig::ADV,veidi,тӏэкӏу
731,ein wenig::ADV,natuke,тӏэкӏу
732,kaum::ADV,vaevalt,къоды́й
733,sehr::ADV,väga,дэд
734,so::ADV,nii,ащ фэд
735,so::ADV,nii,мыщ фэд
736,so::ADV,nii,джащ фэд
737,noch::ADV,veel,джыри
738,nur::ADV,ainult,ныӏэ́п
739,schon::ADV,juba,
740,wieder::ADV,jälle,джыри
741,vergebens::ADV,asjata,пкӏэнчъэ́у
742,vor::PRP,ees,пашъхьэ́
743,hinter::PRP,taha,кӏы́б
744,unter::PRP,all,чӏэ-
745,durch::PRP,läbi,пхыры-
746,durch::PRP,kaudu,пхыры-
747,neben::PRP,kõrval,дэжь
748,zwischen::PRP,vahel,азыфа́гу
749,wegen::PRP,tõttu,къы-
750,wegen::PRP,pärast,къы-
751,dies::PRN,see,ар
752,das::PRN,see,а
753,das::PRN,see,мо
754,alles::PRN,kõik,зэкӏэ́
755,ich::PRN,mina,сэ
756,du::PRN,sina,о
757,er::PRN,tema,ар
758,wir::PRN,me,тэ
759,ihr::PRN,te,шъо
760,sie::PRN,nad,ахэр
761,was::FPRN,mis,сыд
762,wer::FPRN,kes,хэт
763,wo::FADV,kus,тыдэ́
764,wohin::FADV,kuhu,тыдэ́
765,wie::FADV,kuidas,сыдэущтэ́у
766,warum::FADV,miks,сыд пае́
767,wieviel::FNUM,mitu,тхьапш
768,wieviel::FNUM,mitu,сыд фэди́з
769,wieviel::FNUM,kui palju,тхьапш
770,wieviel::FNUM,kui palju,сыд фэди́з
771,eins::NUM,üks,зы
772,zwei::NUM,kaks,тӏу
773,drei::NUM,kolm,щы
774,vier::NUM,neli,плӏы
775,fünf::NUM,viis,тфы
776,sechs::NUM,kuus,хы
777,sieben::NUM,seitse,блы
778,acht::NUM,kaheksa,и
779,neun::NUM,üheksa,бгъу
780,zehn::NUM,kümme,пшӏы
781,elf::NUM,üksteist,пшӏыкӏузы́
782,zwölf::NUM,kaksteist,пшӏыкӏутӏу
783,zwanzig::NUM,kakskümmend,тӏокӏы́
784,dreißig::NUM,kolmkümmend,щэкӏы
785,vierzig::NUM,nelikümmend,тӏокӏи́тӏу
786,fünfzig::NUM,viiskümmend,шъэны́ыкъу
787,sechzig::NUM,kuuskümmend,тӏокӏи́щ
788,siebzig::NUM,seitsekümmend,тӏокӏищырэ́ пшӏырэ́
789,achtzig::NUM,kaheksakümmend,тӏокӏи́пӏ
790,neunzig::NUM,üheksakümmend,тӏокӏиилӏырэ́ пшӏырэ́
791,hundert::NUM,sada,шъэ
792,tausend::NUM,tuhat,мин
793,und::CNJ,ja,ыкӏи
794,oder::CNJ,või,е
795,stehen::V,seisma,ущытын
796,stehen::V,seisma,умыхъыен
797,sitzen::V,istuma,уисын
798,sitzen::V,istuma,утесын
799,liegen::V,lamama,телъы́н
800,hängen::V,rippuma,къыщылэлын
801,hängen::V,rippuma,къыщылэлын щыгъын быхъур
802,werden::V,saama,хъун
803,werden::V,hakkama,хъун
804,passieren::V,juhtuma,къэхъун
805,beginnen::V,algama,къежьэн
806,beginnen::V,algama,къыублэн
807,beginnen::V,hakkama,къежьэн
808,beginnen::V,hakkama,къыублэн
809,enden::V,lõppema,ухы́н
810,wechseln::V,vahelduma,зэхъожьы́н
811,aufgehen[Sonne]::V,tõusma,къыкъокӏы́н
812,untergehen[Sonne]::V,loojuma,къохьан
813,scheinen[Sonne]::V,paistma,къепсыи
814,donnern::V,kõmisema,гъогъон
815,wehen::V,puhuma,епщэ́н
816,strömen::V,voolama,чъэн
817,fließen::V,voolama,чъэн
818,sich drehen::V,pöörduma,зыгъэчэрэгъу́н
819,schwanken::V,kõikuma,хъые́н
820,schwingen::V,võnkuma,зыгъэхъые́н
821,fallen::V,langema,къефэхы́н
822,brennen::V,põlema,стын
823,rauchen::V,suitsema,ӏугъо къикӏын
824,regnen::V,sadama,къещхы́н
825,gefrieren::V,kinni külmuma,дыкъын
826,tauen::V,sulama,жъун
827,schmelzen::V,sulama,ткӏун
828,trocknen::V,kuivama,гъушъы́н
829,trocknen::V,kuivama,чъэпхъу́н
830,sieden::V,keema,жъон
831,faulen::V,mädanema,шъун
832,verfaulen::V,mädanema,шъун
833,reißen::V,rebenema,зэӏэтхъы́н
834,versinken::V,uppuma,чӏихьан
835,vergehen::V,mööduma,блэкӏы́н
836,erscheinen::V,ilmuma,къэлъэгъон
837,verschwinden::V,kaduma,кӏодыжьы́н
838,sinken::V,vajuma,
839,sinken::V,langema,
840,abnehmen::V,vähenema,къыкӏичын
841,abnehmen::V,kahenema,къыкӏичын
842,zunehmen::V,kasvama,хэхъо́н
843,steigen::V,tõusma,къежьэн
844,steigen::V,üles minema,къежьэн
845,wachsen::V,kasvama,хэхъо́н
846,wachsen::V,kasvama,къэкӏы́н
847,glänzen::V,läikimä,цӏыу́н
848,funkeln::V,sädelema,жъыу́н
849,lärmen::V,lärmama,бырсыры́н
850,läuten::V,helisema,теон
851,klingeln::V,helisema,теон
852,klirren::V,kõlisema,
853,brausen::V,kohisema,шъуин
854,rauschen::V,kohisema,макъэ гъэӏун
855,klingen::V,kõlama,къыхэӏукӏын
856,bellen::V,haukuma,хьакъу́н
857,heulen::V,uluma,быун
858,blasen::V,puhuma,епщэ́н
859,pfeifen::V,vilistama,шъуин
860,schreien::V,karjuma,куо́н
861,schreien::V,karjuma,кӏыи́н
862,stöhnen::V,oigama,щэӏун
863,zittern::V,värisema,кӏэзэзын
864,leben::V,elama,псэу́н
865,leben::V,elus olema,псэу́н
866,geboren werden::V,sündima,къэхъун
867,atmen::V,hingama,жьы къэщэ́н
868,trinken::V,jooma,ешъо́н
869,essen::V,sööma,шхын
870,schlucken::V,neelama,бдырыин
871,müde werden::V,väsima,пшъын
872,einschlafen::V,uinuma,хэчъыен
873,schlafen::V,magama,чъые́н
874,aufwachen::V,ärkama,къэущы́н
875,aufstehen::V,ärkama,уцу́н
876,aufstehen::V,üles tõusma,уцу́н
877,sich erholen::V,puhkama,зыгъэпсэфын
878,krank werden::V,haigestuma,сымаджэ́ хъун
879,krank werden::V,haigeks jääma,сымаджэ́ хъун
880,krank sein::V,haige olema,сымэджэ́н
881,schmerzen::V,valutama,сымэджэ́н
882,husten::V,köhima,пскэ́н
883,genesen::V,toibuma,хъужьын
884,sterben::V,surema,лӏэн
885,umkommen::V,surma saama,хэкӏодэн
886,sich bewegen::V,liikuma,хъые́н
887,sich rühren::V,liikuma,хъые́н
888,sich erheben::V,kerkima,къэтэджын
889,sich setzen::V,istet võtma,тӏысы́н
890,hinfallen::V,kukkuma,ебэджы́н
891,hinfallen::V,maha kukkuma,ебэджы́н
892,laufen::V,kõndima,кӏон
893,schreiten::V,astuma,кӏон
894,spazierengehen::V,jalutama,къэкӏухьэн
895,eilen::V,ruttama,гузэжъон
896,eilen::V,kiirustama,гузэжъон
897,sich beeilen::V,ruttama,гуӏэ́н
898,sich beeilen::V,kiirustama,гуӏэ́н
899,sausen::V,kihutama,псынкӏэ́у чъэн
900,sausen::V,tormama,псынкӏэ́у чъэн
901,rennen::V,jooksma,чъэн
902,rennen::V,kihutama,чъэн
903,springen::V,hüppama,пкӏэн
904,klettern::V,ronima,дэцохъоен
905,schaukeln::V,kiikuma,уешӏэн
906,kriechen::V,roomama,цохъо́н
907,schwimmen::V,ujuma,есы́н
908,tauchen::V,sukelduma,зычӏэгъэо́н
909,rudern::V,sõudma,къошъо бэщкӏэ фын
910,fahren::V,sõitma,кӏон
911,fliegen::V,lendama,быбы́н
912,gehen::V,käima,кӏон
913,gehen::V,minema,кӏон
914,weggehen::V,ära minema,ӏукӏын
915,weggehen::V,välja minema,ӏукӏын
916,abfahren::V,väljuma,ежьэн
917,abfahren::V,ära sõitma,ежьэн
918,anhalten::V,peatuma,къэуцу́н
919,hineingehen::V,sisenema,ихьан
920,hineingehen::V,sisse minema,ихьан
921,eintreten::V,sisenema,чӏэхьан
922,eintreten::V,sisse astuma,чӏэхьан
923,kommen::V,tulema,къэкӏо́н
924,ankommen::V,saabuma,къэсы́н
925,zurückkommen::V,tagasi tulema,гъэзэжьын
926,bleiben::V,jääma,къэнэ́н
927,warten::V,ootama,пэплъэ́н
928,erwarten::V,ootama,ежэн
929,erwarten::V,lootma,ежэн
930,suchen::V,otsima,лъыхъу́н
931,finden::V,leidma,къэгъоты́н
932,finden::V,leidma,къыхэгъэщы́н
933,versuchen::V,püüdma,пылъы́н
934,versuchen::V,üritama,пылъы́н
935,versuchen::V,katsetama,пылъы́н
936,vorbereiten::V,valmistama,гъэхьазыры́н
937,lieben::V,armastama,шӏу плъэгъу́н
938,mögen::V,sallima,шӏу плъэгъу́н
939,mögen::V,meeldima,шӏу плъэгъу́н
940,lachen::V,naerma,щхын
941,rühren::V,liigutama,гур гъэузын
942,rühren::V,heldima panema,гур гъэузын
943,weinen::V,nutma,гъын
944,schimpfen::V,sõimama,хъонэн
945,sich ärgern::V,ärrituma,губжы́н
946,sich ärgern::V,vihastuma,губжы́н
947,sich fürchten::V,kartma,щынэ́н
948,sich fürchten::V,hirmu tundma,щынэ́н
949,fürchten::V,kartma,щынэ́н
950,fliehen::V,põgenema,
951,flüchten::V,põgenema,
952,sehen::V,nägema,льэгъу́н
953,anschauen::V,vaatama,плъэн
954,anschauen::V,vaatama,еплъы́н
955,ansehen::V,vaatama,плъэн
956,hören::V,kuulma,зэхэхын
957,zuhören::V,kuulama,дэӏо́н
958,probieren::V,proovima,хэӏэн
959,riechen::V,nuusutama,пэмэ́н
960,fühlen::V,tundma,зэхэпшӏэн
961,scheinen::V,näida,уащыхъу́н
962,scheinen::V,näida,уашӏошӏы́н
963,scheinen::V,ilmuda,уащыхъу́н
964,scheinen::V,ilmuda,уашӏошӏы́н
965,zu sehen sein::V,ilmuma,зэрэлъэгъу́н
966,vernehmen::V,üle kuulama,зэхэхын
967,frieren::V,külmetada,дыкъын
968,frieren::V,külmetada,пӏыкӏэн
969,frieren::V,külmetada,чъыӏэ́ лӏэн
970,tun::V,tegema,шӏын
971,können::V,võima,лъэкӏы́н
972,können::V,oskama,лъэкӏы́н
973,wollen::V,tahtma,фэе́н
974,anfangen::V,hakkama,ублэн
975,anfangen::V,alustama,ублэн
976,beenden::V,lõpetama,ухы́н
977,aufhören::V,lakkama,щыгъэтын
978,gelingen::V,õnnestuma,хъун
979,geraten::V,jõudma,
980,öffnen::V,avama,ӏухы́н
981,schließen::V,sulgema,игъэсэн
982,stellen::V,panema,бгъэуцун
983,stellen::V,asetama,бгъэуцун
984,setzen::V,panema,гъэтӏысы́н
985,legen::V,panema,хэлъхьа́н
986,legen::V,asetama,хэлъхьа́н
987,berühren::V,riivama,эӏэн
988,berühren::V,riivama,нэсын
989,berühren::V,puudutama,эӏэн
990,berühren::V,puudutama,нэсын
991,verbinden::V,ühendama,зэхэпхэ́н
992,verbinden::V,ühendama,пхын
993,bedecken::V,katma,техъо́н
994,aufhängen::V,riputama,пылъэ́н
995,anzünden::V,süütama,хэгъэнэ́н
996,aufheben::V,üles tõstma,
997,zurücklassen::V,jätma,къэгъэнэ́н
998,verlieren::V,kaotama,чӏэ́нэн
999,verlieren::V,kaotama,шӏокӏоды́н
1000,fallen lassen::V,maha pillama,чӏэунэн
1001,fallen lassen::V,maha pillama,пӏэпызын
1002,fallen lassen::V,kukkuda laskma,чӏэунэн
1003,fallen lassen::V,kukkuda laskma,пӏэпызын
1004,machen::V,tegema,шӏын
1005,herstellen::V,valmistama,шӏы́н
1006,bauen::V,ehitama,шӏы́н
1007,reparieren::V,parandama,дыжьы́н
1008,verbessern::V,parandama,нахьышӏу пшӏын
1009,verbessern::V,parandama,нахь дэгъу пшӏын
1010,ändern::V,muutma,зэблэхъу́н
1011,ändern::V,ümber tegema,зэблэхъу́н
1012,graben::V,kaevama,тӏын
1013,beugen::V,painutama,
1014,biegen::V,painutama,уфэн
1015,drehen::V,keerama,гъэчэрегъу́
1016,wenden::V,ümber pöörama,пӏонтӏэн
1017,wenden::V,ümber pöörama,бгъэзэн
1018,wenden::V,ümber pöörama,уӏубын
1019,umdrehen::V,ümber keerama,
1020,heben::V,tõstma,ӏэты́н
1021,hochheben::V,üles tõstma,ӏэты́н
1022,hochheben::V,kõrgele tõstma,ӏэты́н
1023,ergreifen::V,haarama,къэубыты́н
1024,halten::V,hoidma,ӏыгъы́н
1025,drücken::V,pigistama,тэӏункӏэн
1026,schieben::V,lükkama,уеӏункӏын
1027,schieben::V,lükkama,уетӏыргун
1028,kratzen::V,kraapima,цӏэнтхъун
1029,lecken::V,lakkuma,бзэи́н
1030,beißen::V,purema,ецэкъэ́н
1031,beißen::V,hammustama,ецэкъэ́н
1032,abreißen::V,rebima,къичын
1033,abreißen::V,rebima,пытхъын
1034,abreißen::V,ära rebima,къичын
1035,abreißen::V,ära rebima,пытхъын
1036,abschneiden::V,ära lõikama,пыупкӏын
1037,abschneiden::V,ära lõikama,гобзыкӏын
1038,binden::V,siduma,епхын
1039,stecken::V,pistma,хэсэн
1040,brechen::V,murdma,зэпыпкӏын
1041,klopfen::V,koputama,теон
1042,hauen::V,lööma,теон
1043,kleben::V,kleepima,щхэн
1044,reiben::V,hõõruma,пӏотын
1045,streichen::V,silitama,щыфэн
1046,schleifen::V,lihvima,гъэчаны́н
1047,schleifen::V,lihvima,кӏэлыкӏы́н
1048,schleifen::V,teritama,гъэчаны́н
1049,schleifen::V,teritama,кӏэлыкӏы́н
1050,schneiden::V,lõikama,бзын
1051,rütteln::V,raputama,гъэсысын
1052,schütteln::V,raputama,гъэсысын
1053,schütteln::V,loksutama,гъэсысын
1054,schwenken::V,vehkima,ӏэ шӏын
1055,schwenken::V,lehvitama,ӏэ шӏын
1056,schütten::V,kallama,икӏэ́н
1057,füllen::V,täitma,из шӏын
1058,einwickeln::V,sisse mähkima,кӏоцӏыщыхьа́н
1059,tragen::V,kandma,хьын
1060,schleppen::V,tassima,пхьын
1061,schleppen::V,tassima,плъэшъун
1062,schleppen::V,lohistama,пхьын
1063,schleppen::V,lohistama,плъэшъун
1064,ziehen::V,vedama,пкъудыин
1065,ziehen::V,vedama,пщэн
1066,ziehen::V,vedama,плъэшъун
1067,ziehen::V,tõmbama,пкъудыин
1068,ziehen::V,tõmbama,пщэн
1069,ziehen::V,tõmbama,плъэшъун
1070,aufbewahren::V,säilitama,пӏыгъын
1071,aufbewahren::V,säilitama,уухъумэн
1072,aufbewahren::V,alal hoidma,пӏыгъын
1073,aufbewahren::V,alal hoidma,уухъумэн
1074,werfen::V,viskama,дзын
1075,fangen::V,püüdma,къэубыты́н
1076,packen::V,kinni haarama,къэубыты́н
1077,packen::V,kinni võtma,къэубыты́н
1078,verstecken::V,peitma,бгъэбылъын
1079,teilen::V,jagama,гощы́н
1080,teilen::V,jaotama,гощы́н
1081,schicken::V,saatma,гъахьы́н
1082,bringen::V,viima,къэхьы́н
1083,hinzufügen::V,lisama,хэгъэхъо́н
1084,bekommen::V,saama,
1085,erhalten::V,saama,
1086,nehmen::V,võtma,къытехы́н
1087,wählen::V,valima,къыхэхы́н
1088,auswählen::V,valima,къыхэхы́н
1089,bewahren::V,hoidma,къэухъумэн
1090,behindern::V,takistama,пэрыохъу хъун
1091,verderben::V,rikkuma,къутэн
1092,beschädigen::V,rikkuma,къутэн
1093,zerbrechen::V,katki tegema,къутэн
1094,zerreißen::V,katki rebima,зэӏэтхъы́н
1095,zerstören::V,purustama,къутэ́н
1096,verbrennen::V,põletama,гъэсты́н
1097,geben::V,andma,еты́н
1098,reichen::V,andma,еты́н
1099,reichen::V,ulatama,еты́н
1100,schenken::V,kinkima,еты́н
1101,versprechen::V,lubama,гъэгугъэ́н
1102,versprechen::V,tõotama,гъэгугъэ́н
1103,wünschen::V,soovima,шӏоигъо́н
1104,loben::V,kiitma,щытхъун
1105,küssen::V,suudlema,ебэу́н
1106,wiegen::V,hällitama,гъэхъыен
1107,zudecken::V,kaanetama,техъо́н
1108,zudecken::V,kinni katma,техъо́н
1109,wecken::V,äratama,къэгъэущы́н
1110,zeigen::V,näitama,гъэлъэгъо́н
1111,führen::V,juhatama,щэн
1112,lehren::V,õpetama,егъэджэ́н
1113,lehren::V,õpetama,егъэшӏэн
1114,unterrichten::V,õpetama,егъэджэ́н
1115,aufziehen::V,üles kasvatama,пӏун
1116,leiten::V,juhtima,гъэзекӏон
1117,antreiben::V,ergutama,къепфылӏэн
1118,lassen::V,laskma,еты́н
1119,einladen::V,kutsuma,къегъэблэгъэн
1120,vereinigen::V,ühendama,зэгогъэхьан
1121,besuchen::V,külastama,щыӏэ́н
1122,treffen::V,kohtama,ӏукӏэ́н
1123,treffen::V,kohtama,пэгъокӏы́н
1124,sich versammeln::V,kogunema,зэхэхьан
1125,spielen::V,mängima,джэгу́н
1126,singen::V,laulma,орэ́д къэӏо́н
1127,tanzen::V,tantsima,къэшъо́н
1128,sich trennen::V,lahku minema,зэгокӏыжьы́ных
1129,verlassen::V,maha jätma,бгынэн
1130,verlassen::V,maha jätma,хэкӏыжьын
1131,retten::V,päästma,къыхэпхыжьын
1132,retten::V,päästma,къэбгъэнэжьын
1133,bewachen::V,valvama,къэгъэгъунэн
1134,schützen::V,kaitsma,ухъумэ́н
1135,verteidigen::V,kaitsma,къэухъумэн
1136,sich schlagen::V,kaklema,эзэон
1137,schießen::V,tulistama,он
1138,siegen::V,võitma,текӏо́н
1139,ärgern::V,ärritama,бгъэгубжын
1140,ärgern::V,vihastama,бгъэгубжын
1141,schlagen::V,lööma,ео́н
1142,treten::V,sõtkuma,
1143,stechen::V,pistma,хэӏун
1144,stechen::V,torkama,хэӏун
1145,stoßen::V,tõukama,тӏыро́н
1146,stoßen::V,tõukama,уеӏункӏын
1147,stehlen::V,varastama,тыгъу́н
1148,stören::V,segama,бгъэгумэкӏын
1149,stören::V,häirima,бгъэгумэкӏын
1150,belästigen::V,ahistama,бгъэгумэкӏын
1151,verbergen::V,peitma,ушъэфын
1152,verbergen::V,varjama,ушъэфын
1153,täuschen::V,petma,гъэпцӏэ́н
1154,täuschen::V,tüssama,гъэпцӏэ́н
1155,betrügen::V,petma,гъэпцӏэ́н
1156,betrügen::V,tüssama,гъэпцӏэ́н
1157,betrügen::V,truudust murtma,гъэпцӏэ́н
1158,töten::V,tapma,уикӏын
1159,töten::V,surmama,уикӏын
1160,wohnen::V,elama,дэсын
1161,arbeiten::V,töötama,лэжьэ́н
1162,sammeln::V,koguma,угъои́н
1163,sammeln::V,korjama,угъои́н
1164,pflücken::V,noppima,къыпычы́н
1165,jagen::V,jahtima,шэкӏон
1166,jagen::V,jahtima,ешэкӏон
1167,fischen::V,kalastama,пцэжъые уешэн
1168,fischen::V,kala püüdma,пцэжъые уешэн
1169,fassen::V,püüdma,къэубыты́н
1170,hüten::V,karjatama,хэхъо́н
1171,treiben::V,ajama,пфын
1172,anbinden::V,kinni siduma,епхын
1173,füttern::V,söötma,гъэшхэ́н
1174,melken::V,lüpsma,щын
1175,hacken::V,raiuma,упкӏэтэн
1176,hacken::V,lõhkuma,упкӏэтэн
1177,gießen::V,kastma,тепкӏэн
1178,reifen::V,valmima,игъо хъун
1179,zubereiten::V,valmistama,бгъэхьазырын
1180,kochen::V,keetma,шӏы́н
1181,backen::V,küpsetama,гъэжъэ́н
1182,braten::V,praadima,гъэжъэ́н
1183,umrühren::V,segama,зэхэгъэкӏухьан
1184,stricken::V,kuduma,хъын
1185,nähen::V,õmblema,дэн
1186,färben::V,värvima,бгъэлэн
1187,reinigen::V,puhastama,укъэбзы́н
1188,waschen::V,pesema,бгыкӏын
1189,abwischen::V,puhtaks pühkima,лъэкӏы́н
1190,spülen::V,uhtma,дэгъэчъыхьан
1191,fegen::V,pühkima,пхъэнкӏы́н
1192,kehren::V,pühkima,пхъэнкӏы́н
1193,baden::V,suplema,зыгъэпскӏын
1194,baden::V,kümblema,зыгъэпскӏын
1195,sich waschen::V,end pesema,зытхьакӏы́н
1196,ausziehen::V,käest võtma,къытехы́н
1197,ausziehen::V,jalast võtma,къытехы́н
1198,ausziehen::V,seljast võtma,къытехы́н
1199,anziehen::V,jalga panema,щылъэ́н
1200,sich anziehen::V,riietuma,зыфэпэн
1201,kämmen::V,kammima,жьын
1202,schmücken::V,kaunistama,гъэдэхэ́н
1203,sagen::V,ütlema,къэӏон
1204,sprechen::V,rääkima,псэлъэ́н
1205,sprechen::V,kõnelema,псэлъэ́н
1206,reden::V,kõnelema,гущыӏэ́н
1207,sich unterhalten::V,vestlema,зэдэгущыӏэн
1208,fragen::V,küsima,упчӏэ́н
1209,bitten::V,paluma,лъэӏо́н
1210,erzählen::V,jutustama,къэпӏотэ́н
1211,mitteilen::V,teatama,макъэ егъэӏун
1212,mitteilen::V,teada andma,макъэ егъэӏун
1213,nennen::V,nimetama,цӏэ фэусы́н
1214,rufen::V,kutsuma,джэн
1215,prahlen::V,hooplema,узыщытхъужьы́н
1216,übersetzen::V,tõlkima,бгъэкӏотэн
1217,denken::V,mõtlema,егупшысэ́н
1218,glauben::V,uskuma,уивыхъэ́ телъы́н
1219,bemerken::V,märkama,гу лъыптэ́н
1220,erkennen::V,ära tundma,зэхэпхын
1221,erkennen::V,ära tundma,зэбгъэшӏэн
1222,begreifen::V,aru saama,гурыӏо́н
1223,verstehen::V,mõistma,зэхэхын
1224,lernen::V,õppima,еджэ́н
1225,wissen::V,teadma,шӏэн
1226,sich erinnern an::V,mäletama,къэшӏэжьын
1227,vergessen::V,unustama,пщыгъупшэжьы́н
1228,messen::V,mõõtma,шын
1229,zählen::V,loendama,плъытэ́н
1230,rechnen::V,arvutama,плъытэ́н
1231,rechnen::V,arvutama,угугъэ́н
1232,lesen::V,lugema,еджэ́н
1233,malen::V,maalima,шӏын
1234,zeichnen::V,joonistama,шӏын
1235,schreiben::V,kirjutama,тхын
1236,besitzen::V,omama,иӏэн
1237,kaufen::V,ostma,щэфы́н
1238,verkaufen::V,müüma,щэн
1239,bezahlen::V,tasuma,птын
1240,bezahlen::V,tasuma,лъыптын
1241,bezahlen::V,tasuma,птыжьы́н
1242,zahlen::V,maksma,птын
1243,zahlen::V,maksma,лъыптын
1244,beherrschen::V,valitsema,иунаеу иӏэн
1245,ertragen::V,taluma,щэчы́н
