,Concept_ID,tt,el
97,Eis::N,боз,πάγος
98,Frost::N,суык,παγωνία
99,Frost::N,салкын,παγωνία
100,Kälte::N,суык,κρύο
101,Kälte::N,суык,ψύχος
102,Kälte::N,салкын,κρύο
103,Kälte::N,салкын,ψύχος
104,Hitze::N,эсселек,ζέστη
105,Raureif::N,бәс,πάχνη
106,Raureif::N,сыкы,πάχνη
107,Regenbogen::N,салават күпере,ουράνιο τόξο
108,Donner::N,күкрәү,βροντή
109,Strömung::N,агыш'агым,ρεύμα
110,Tropfen::N,тамчы,στάλα
111,Schaum::N,күбек,αφρός
112,Schmutz::N,пычрак,βρωμιά
113,See::N,күл,λίμνη
114,Sumpf::N,саз,βάλτος
115,Moor::N,торфлык,έλος
116,Wiese::N,болын,λιβάδι
117,Wald::N,урман,δάσος
118,Hügel::N,калку,λόφος
119,Anhöhe::N,үр,ύψωμα
120,Berg::N,тау,όρος
121,Berg::N,тау,βουνό
122,Gipfel::N,оч,κορυφή
123,Höhle::N,мәгарә,σπηλιά
124,Abhang::N,кабырга,πλαγιά
125,Quelle::N,чишмә,πηγή
126,Quelle::N,чишмә,βρύση
127,Bach::N,елга,ρυάκι
128,Fluss::N,дәрья,ποτάμι
129,Fluss::N,дәрья,ποταμός
130,Ufer::N,су кырые,όχθη
131,Küste::N,яр буе,ακτή
132,Küste::N,яр буе,ακρογιαλιά
133,Festland::N,коры җир,στεριά
134,Meer::N,диңгез,θάλασσα
135,Bucht::N,бухта,κόλπος
136,Bucht::N,култык,κόλπος
137,Insel::N,атау,νησί
138,Insel::N,атау,νήσος
139,Insel::N,утрау,νησί
140,Insel::N,утрау,νήσος
141,Blume::N,чәчкә,άνθος
142,Blume::N,чәчкә,λουλούδι
143,Gras::N,үлән,χόρτο
144,Gras::N,үлән,χορτάρι
145,Wurzel::N,тамыр,ρίζα
146,Baum::N,агач,δέντρο
147,Stamm::N,кәүсә,κορμός
148,Rinde::N,кабык,φλούδα
149,Ast::N,ботак,κλαδί
150,Zweig::N,ботак,κλαδί
151,Zweig::N,ботак,κλάδος
152,Zweig::N,тармак,κλαδί
153,Zweig::N,тармак,κλάδος
154,Blatt::N,яфрак,φύλλο
155,Birke::N,каен,σημύδα
156,Kiefer[Baum]::N,нарат,πεύκο
157,Weide[Baum]::N,тал,ιτιά
158,Tanne::N,чыршы,έλατο
159,Horn::N,мөгез,κέρας
160,Horn::N,мөгез,κέρατο
161,Feder::N,йон,φτερό
162,Fell::N,тире,δέρμα
163,Fell::N,тире,τομάρι
164,Flügel::N,канат,πτερύγιο
165,Klaue::N,тырнак,κουλό
166,Kralle::N,тырнак,νύχι
167,Schwanz::N,койрык,ουρά
168,Ei::N,күкәй,αβγό
169,Ei::N,йомырка,αβγό
170,Nest::N,оя,φωλιά
171,Bau::N,өн,φωλιά
172,Tier::N,хайван,ζώο
173,Herde::N,көтү,κοπάδι
174,Kuh::N,сыер,αγελάδα
175,Bulle::N,үгез,ταύρος
176,Pferd::N,ат,άλογο
177,Schaf::N,сарык,πρόβατο
178,Schwein::N,дуңгыз,γουρούνι
179,Hund::N,эт,σκυλί
180,Hund::N,эт,σκύλος
181,Katze::N,песи,γάτα
182,Bär::N,аю,άρκτος
183,Bär::N,аю,αρκούδα
184,Eichhörnchen::N,тиен,βερβερίτσα
185,Elch::N,поши,άλκη
186,Fuchs::N,төлке,αλεπού
187,Hase::N,куян,λαγός
188,Maus::N,тычкан,ποντικός
189,Wolf::N,бүре,λύκος
190,Vogel::N,кош,πουλί
191,Schwarm::N,көтү,σμήνος
192,Huhn::N,тавык,κότα
193,Huhn::N,тавык,όρνιθα
194,Hahn::N,әтәч,πετεινός
195,Gans::N,каз,χήνα
196,Adler::N,каракош,αετός
197,Ente::N,үрдәк,πάπια
198,Eule::N,ябалак,κουκουβάγια
199,Kranich::N,торна,γερανός
200,Krähe::N,карга,καρακάξα
201,Kuckuck::N,күке,κούκος
202,Kuckuck::N,кәккүк,κούκος
203,Schwan::N,аккош,κύκνος
204,Fisch::N,балык,ψάρι
205,Barsch::N,алабуга,πέρκα
206,Hecht::N,чуртан,λούτσος
207,Schlange[Tier]::N,елан,φίδι
208,Wurm::N,корт,σκουλήκι
209,Spinne::N,үрмәкүч,αράχνη
210,Ameise::N,кырмыска,μυρμήγκι
211,Laus::N,бет,ψείρα
212,Mücke::N,черки,κουνούπι
213,Mücke::N,озынборын,κουνούπι
214,Fliege::N,чебен,μύγα
215,Schmetterling::N,күбәләк,πεταλούδα
216,Beere::N,җиләк,ρόγα
217,Apfel::N,алма,μήλο
218,Pilz::N,гөмбә,μανιτάρι
219,Zwiebel::N,суган,κρεμμύδι
220,Zwiebel::N,суганбаш,κρεμμύδι
221,Saat::N,орлык,σπόρος
222,Korn::N,иген,σπυρί
223,Korn::N,орлык,σπυρί
224,Heu::N,печән,σανός
225,Schale::N,кабык,τσόφλι
226,Grube::N,баз,λάκκος
227,Grube::N,чокыр,λάκκος
228,Falle::N,тозак,παγίδα
229,Falle::N,капкын,παγίδα
230,Schlinge::N,элмәк,θηλειά
231,Spur::N,эз,ίχνος
232,Asche::N,көл,στάχτη
233,Dreck::N,пычрак,βρωμιά
234,Eisen::N,тимер,σίδερο
235,Gold::N,алтын,μάλαμα
236,Gold::N,алтын,χρυσάφι
237,Silber::N,көмеш,ασήμι
238,Silber::N,көмеш,άργυρος
239,Kohle::N,күмер,κάρβουνο
240,Glas::N,пыяла,γυαλί
241,Lehm::N,балчык,πηλός
242,Sand::N,ком,άμμος
243,Mensch::N,адәм,άνθρωπος
244,Mensch::N,инсан,άνθρωπος
245,Mann::N,ир,άνδρας
246,Frau::N,хатын,γυναίκα
247,Kind::N,бала,παιδί
248,Junge::N,малай,αγόρι
249,Mädchen::N,кыз,κοπέλα
250,Mädchen::N,кыз,κορίτσι
251,Familie::N,гаилә,οικογένεια
252,Großvater::N,бабай,παππούς
253,Großmutter::N,әби,γιαγιά
254,Eltern::N,ата-ана,γονείς
255,Vater::N,ата,πατέρας
256,Mutter::N,ана,μητέρα
257,Sohn::N,ул,γιος
258,Tochter::N,кыз,κόρη
259,Bruder::N,кардәш,αδελφός
260,Schwester::N,апа,αδελφή
261,Schwester::N,сеңел,αδελφή
262,Onkel::N,дәдә,θείος
263,Onkel::N,дәдәй,θείος
264,Tante::N,түти,θεία
265,Tante::N,тәтәй,θεία
266,Ehemann::N,ир,σύζυγος
267,Ehefrau::N,хатын,σύζυγος
268,Freude::N,сөенеч,χαρά
269,Gelächter::N,көлү,γέλια
270,Gelächter::N,көлеш,γέλια
271,Glück::N,бәхет,ευτυχία
272,Kummer::N,хәсрәт,έγνοια
273,Wunsch::N,теләк,επιθυμία
274,Lust::N,теләк,όρεξη
275,Lust::N,теләү,όρεξη
276,Geist::N,рух,πνέυμα
277,Gedanke::N,уй,σκέψη
278,Gedanke::N,фикер,σκέψη
279,Gedächtnis::N,хәтер,μνήμη
280,Verstand::N,акыл,νους
281,Sinn::N,мәгънә,νόημα
282,Grund::N,сәбәп,λόγος
283,Wahrheit::N,хак,αλήθεια
284,Gespräch::N,әңгәмә,συνομιλία
285,Märchen::N,әкият,παραμύθι
286,Erzählung::N,хикәя,διήγημα
287,Nachricht::N,хәбәр,είδηση
288,Neuigkeit::N,яңалык,νέο
289,Name::N,исем,όνομα
290,Rätsel::N,табышмак,αίνιγμα
291,Rede::N,нотык,λόγος
292,Rede::N,нотык,ομιλία
293,Sprache::N,тел,γλώσσα
294,Stimme::N,тавыш,φωνή
295,Wort::N,сүз,λέξη
296,Zeichen::N,ишарә,σημείο
297,Ruf::N,дәшү,κραυγή
298,Lärm::N,шау,θόρυβος
299,Laut::N,аваз,ήχος
300,Ton::N,шалтырату,ήχος
301,Ton::N,шалтырату,τόνος
302,Lied::N,җыр,τραγούδι
303,Ruhe::N,тынлык,ησυχία
304,Leute::N,халык,κόσμος
305,Leute::N,халык,άνθρωποι
306,Volk::N,халык,λαός
307,Arbeit::N,эш,εργασία
308,Arbeit::N,хезмәт,εργασία
309,Gast::N,кунак,επισκέπτης
310,Geschenk::N,бүләк,δώρο
311,Spiel::N,уен,παιχνίδι
312,Gesellschaft::N,җәмгыять,κοινωνία
313,Hilfe::N,ярдәм,βοήθεια
314,Hilfe::N,булышлык,βοήθεια
315,Freund::N,дус,φίλος
316,Kamerad::N,иптәш,σύντροφος
317,Angelegenheit::N,эш,υπόθεση
318,Anzahl::N,микъдар,αριθμός
319,Art::N,төр,είδος
320,Stück::N,кисәк,κομμάτι
321,Teil::N,өлеш,μέρος
322,Hälfte::N,ярым,μισό
323,Kreis::N,түгәрәк,κύκλος
324,Kreuz::N,хач,σταυρός
325,Kreuz::N,тәре,σταυρός
326,Linie::N,сызык,γραμμή
327,Strich::N,сызык,γραμμή
328,Abstand::N,ара,απόσταση
329,Entfernung::N,ераклык,απόσταση
330,Gegend::N,урын,περιοχή
331,Gegend::N,урын,τοποθεσία
332,Platz::N,бушлык,χώρος
333,Ort::N,урын,τόπος
334,Seite::N,як,πλευρά
335,Mitte::N,урта,μέση
336,Gegenstand::N,нәрсә,αντικείμενο
337,Sache::N,нәрсә,πράγμα
338,Rand::N,чит,άκρη
339,Rand::N,чит,χείλος
340,Kante::N,кырый,άκρη
341,Ecke::N,почмак,γωνιά
342,Spitze::N,оч,μύτη
343,Ende::N,азак,άκρη
344,Loch::N,тишек,τρύπα
345,Winkel::N,почмак,γωνία
346,Muster::N,парча,σχέδιο
347,Größe::N,зурлык,μέγεθος
348,Länge::N,озынлык,μήκος
349,Höhe::N,биеклек,ύψος
350,Gewicht::N,авырлык,βάρος
351,Menge::N,микъдар,ποσότητα
352,Haufen::N,өем,σωρός
353,Reihe::N,рәт,αράδα
354,Boot::N,каек,βάρκα
355,Boot::N,көймә,βάρκα
356,Ruder::N,ишкәк,κουπί
357,Schlitten::N,чана,έλκηθρο
358,Ski::N,чаңгы,σκι
359,Lagerfeuer::N,костёр,φωτιά
360,Last::N,йөк,φορτίο
361,Gang::N,йөреш,δρόμος
362,Schritt::N,адым,βήμα
363,Norden::N,төньяк,βορράς
364,Süden::N,көньяк,νότος
365,Westen::N,көнбатыш,δύση
366,Osten::N,шәрык,ανατολή
367,Osten::N,көнчыгыш,ανατολή
368,Holz::N,агач,ξύλο
369,Brett::N,такта,σανίδι
370,Platte::N,плитә,πλάκα
371,Stütze::N,таяу,στήριγμα
372,Stange::N,колга,ραβδί
373,Stange::N,колга,κοντός
374,Stock::N,таяк,ξύλο
375,Stock::N,таяк,μπαστούνι
376,Stab::N,таяк,ραβδί
377,Rohr::N,торба,σωλήνας
378,Haus::N,өй,σπίτι
379,Haus::N,йорт,σπίτι
380,Heim::N,гаилә,σπίτι
381,Heim::N,нәсел,σπίτι
382,Ofen::N,мич,σόμπα
383,Ofen::N,мич,θερμάστρα
384,Fußboden::N,идән,πάτωμα
385,Tisch::N,өстәл,τραπέζι
386,Stuhl::N,утыргыч,καρέκλα
387,Wiege::N,бишек,κούνια
388,Bett::N,ятак,κρεβάτι
389,Bett::N,урын-җир,κρεβάτι
390,Regal::N,киштә,ράφι
391,Regal::N,шүрлек,ράφι
392,Kiste::N,әрҗә,κιβώτιο
393,Fenster::N,тәрәзә,παράθυρο
394,Tür::N,ишек,πόρτα
395,Tor::N,капка,πύλη
396,Zaun::N,койма,φράχτης
397,Dach::N,түбә,στέγη
398,Leiter::N,баскыч,σκάλα
399,Leiter::N,баскыч,κλίμακα
400,Besen::N,себерке,σκούπα
401,Spaten::N,көрәк,φτυάρι
402,Schaufel::N,көрәк,φτυάρι
403,Gabel::N,чәннечке,πιρούνι
404,Löffel::N,кашык,κουτάλι
405,Messer::N,пычак,μαχαίρι
406,Nagel::N,кадак,καρφί
407,Netz::N,челтәр,δίχτυ
408,Haken::N,ыргак,γάντζος
409,Haken::N,ыргак,αγκίστρι
410,Griff::N,тотка,λαβή
411,Schloss::N,йозак,κλειδαριά
412,Bild::N,рәсем,εικόνα
413,Bild::N,картина,εικόνα
414,Figur::N,сын,ανάστημα
415,Figur::N,фигура,ανάστημα
416,Puppe::N,курчак,κούκλα
417,Beutel::N,луза,πουγγί
418,Bündel::N,бәйләм,δεμάτι
419,Tasche::N,букча,τσάντα
420,Eimer::N,чиләк,κουβάς
421,Deckel::N,капкач,καπάκι
422,Geschirr::N,савыт-саба,σκεύη
423,Geschirr::N,кашык-аяк,σκεύη
424,Sack::N,капчык,σάκος
425,Tasse::N,чынаяк,φλιτζάνι
426,Topf::N,чүлмәк,χύτρα
427,Kessel::N,казан,καζάνι
428,Essen::N,ашау,φαγητό
429,Nahrung::N,азык,τροφή
430,Nahrung::N,тәгам,τροφή
431,Nahrung::N,ашамлык,τροφή
432,Speise::N,ризык,φαγητό
433,Fleisch::N,ит,κρέας
434,Getreide::N,ашлык,σιτάρι
435,Brei::N,ботка,χυλός
436,Brot::N,ипи,ψωμί
437,Brot::N,ипи,άρτος
438,Brot::N,икмәк,ψωμί
439,Brot::N,икмәк,άρτος
440,Scheibe::N,телем,φέτα
441,Fett::N,май,πάχος
442,Butter::N,май,βούτυρο
443,Öl::N,май,λάδι
444,Salz::N,тоз,αλάτι
445,Suppe::N,шулпа,σούπα
446,Honig::N,бал,μέλι
447,Milch::N,сөт,γάλα
448,Tee::N,чәй,τσάι
449,Leder::N,күн,πετσί
450,Wolle::N,йон,μαλλί
451,Stoff::N,тукыма,ύφασμα
452,Nadel::N,энә,βελόνα
453,Faden::N,җеп,κλωστή
454,Knopf::N,төймә,κουμπί
455,Knoten::N,төен,κόμπος
456,Farbe::N,буяу,μπογιά
457,Kleidung::N,кием,ρούχα
458,Kleidung::N,кием,ενδυμασία
459,Hemd::N,күлмәк,πουκάμισο
460,Kragen::N,яка,κολάρο
461,Ärmel::N,җиң,μανίκι
462,Hose::N,чалбар,πανταλόνι
463,Gürtel::N,билбау,ζώνη
464,Mütze::N,бүрек,σκούφος
465,Schuh::N,башмак,παπούτσι
466,Stiefel::N,итек,μπότα
467,Ring::N,балдак,δαχτυλίδι
468,Band::N,тасма,κορδέλα
469,Kamm::N,тарак,χτένα
470,Spiegel::N,көзге,καθρέφτης
471,Riemen::N,каеш,λουρί
472,Schnur::N,бау,κορδόνι
473,Leine::N,тезген,σχοινί
474,Decke::N,юрган,κουβέρτα
475,Kissen::N,мендәр,μαξιλάρι
476,Tuch::N,яулык,πανί
477,Tuch::N,яулык,μαντήλι
478,Handtuch::N,сөлгә,πετσέτα
479,Kraft::N,егәр,δύναμη
480,Kraft::N,дәрман,δύναμη
481,Stärke::N,көч,ισχύς
482,Stärke::N,көч,δύναμη
483,Stärke::N,дәрман,ισχύς
484,Stärke::N,дәрман,δύναμη
485,Gesundheit::N,саулык,υγεία
486,Krankheit::N,чир,αρρώστια
487,Krankheit::N,хаста,αρρώστια
488,Krankheit::N,сырхау,αρρώστια
489,Schmerz::N,авырту,πόνος
490,Wunde::N,яра,πληγή
491,Wunde::N,җәрәхәт,πληγή
492,Fieber::N,бизгәк,πυρετός
493,Arznei::N,дару,φάρμακο
494,Brücke::N,күпер,γέφυρα
495,Brunnen::N,кое,πηγάδι
496,Weide::N,утлавык,βοσκή
497,Pfad::N,сукмак,μονοπάτι
498,Weg::N,юл,δρόμος
499,Straße::N,урам,οδός
500,Straße::N,урам,δρόμος
501,Dorf::N,авыл,χωριό
502,Stadt::N,шәһәр,πόλη
503,Brief::N,хат,γράμμα
504,Brief::N,хат,επιστολή
505,Buch::N,китап,βιβλίο
506,Buchstabe::N,хәреф,γράμμα
507,Zeitung::N,газет,εφημερίδα
508,Zeitung::N,газета,εφημερίδα
509,Leben::N,гомер,ζωή
510,Leben::N,гомер,βίος
511,Leben::N,тормыш,ζωή
512,Leben::N,тормыш,βίος
513,Leben::N,тереклек,ζωή
514,Leben::N,тереклек,βίος
515,Tod::N,үлем,θάνατος
516,Grab::N,гүр,τάφος
517,Grab::N,кабер,τάφος
518,Kirche::N,чиркәү,εκκλησία
519,Sünde::N,язык,αμαρτία
520,Sünde::N,гөнаһ,αμαρτία
521,Gott::N,алла,θεός
522,Gott::N,ходай,θεός
523,Arbeiter::N,эшче,εργάτης
524,Chef::N,башлык,προϊστάμενος
525,Meister::N,оста,μάστορας
526,Meister::N,оста,αρχιτεχνίτης
527,Arzt::N,врач,γιατρός
528,Arzt::N,табиб,γιατρός
529,Lehrer::N,укытучы,δάσκαλος
530,Lehrer::N,мөгаллим,δάσκαλος
531,Geld::N,акча,λεφτά
532,Geld::N,акча,χρήματα
533,Geschäft::N,эш,συναλλαγή
534,Laden::N,кибет,μαγαζί
535,Laden::N,кибет,κατάστημα
536,Laden::N,магазин,μαγαζί
537,Laden::N,магазин,κατάστημα
538,Preis::N,бәя,τιμή
539,Preis::N,бәһа,τιμή
540,Ware::N,товар,εμπόρευμα
541,Nutzen::N,файда,όφελος
542,Reichtum::N,байлык,πλούτος
543,Welt::N,дөнья,κόσμος
544,Land::N,ил,χώρα
545,Staat::N,дәүләт,κράτος
546,Staat::N,дәүләт,πολιτεία
547,König::N,патша,βασιλιάς
548,Macht::N,хакимият,εξουσία
549,Grenze::N,чик,σύνορα
550,Krieg::N,сугыш,πόλεμος
551,Feind::N,дошман,εχθρός
552,Gewalt::N,көчләү,βία
553,Kampf::N,көрәш,αγώνας
554,Bogen[Waffe]::N,җәя,τόξο
555,Pfeil::N,ук,σαΐτα
556,Gewehr::N,мылтык,τουφέκι
557,Fehler::N,хата,λάθος
558,Fehler::N,хата,σφάλμα
559,Lüge::N,ялган,ψέμα
560,Lüge::N,ялган,ψεύδος
561,Schaden::N,зыян,ζημία
562,Schaden::N,зарар,ζημία
563,Unglück::N,бәла,δυστυχία
564,Schuld::N,гаеп,ενοχή
565,Schuld::N,гаеп,φταίξιμο
566,Alter::N,яшь,ηλικία
567,Schluss::N,ахыр,τέλος
568,Zeit::N,заман,χρόνος
569,Tag::N,көн,μέρα
570,Tag::N,көн,ημέρα
571,Morgen::N,иртә,πρωί
572,Mittag::N,өйлә,μεσημέρι
573,Abend::N,кич,βράδυ
574,Nacht::N,төн,νύχτα
575,Woche::N,атна,εβδομάδα
576,Monat::N,ай,μήνας
577,Jahr::N,ел,έτος
578,Jahr::N,ел,χρόνος
579,Frühling::N,яз,άνοιξη
580,Sommer::N,җәй,καλοκαίρι
581,Herbst::N,көз,φθινόπωρο
582,Winter::N,кыш,χειμώνας
583,Januar::N,гыйнвар,Ιανουάριος
584,Februar::N,февраль,Φεβρουάριος
585,März::N,март,Μάρτιος
586,April::N,апрель,Απρίλιος
587,Mai::N,май,Μάιος
588,Juni::N,июнь,Ιούνιος
589,Juli::N,июль,Ιούλιος
590,August::N,август,Αύγουστος
591,September::N,сентябрь,Σεπτέμβριος
592,Oktober::N,октябрь,Οκτώβριος
593,November::N,ноябрь,Νοέμβριος
594,Dezember::N,декабрь,Δεκέμβριος
595,Montag::N,дүшәмбе,Δευτέρα
596,Dienstag::N,сишәмбе,Τρίτη
597,Mittwoch::N,чәршәмбе,Τετάρτη
598,Donnerstag::N,атнакич,Πέμπτη
599,Donnerstag::N,пәнҗешәмбе,Πέμπτη
600,Freitag::N,җомга,Παρασκευή
601,Samstag::N,шимбә,Σάββατο
602,Sonntag::N,якшәмбе,Κυριακή
603,groß::A,зур,μεγάλος
604,klein::A,кечкенә,μικρός
605,lang::A,озын,μακρύς
606,kurz::A,кыска,κοντός
607,breit::A,киң,φαρδύς
608,schmal::A,кысык,στενός
609,dicht::A,куе,πυκνός
610,dick[Gegenstand]::A,калын,παχύς
611,dick[Gegenstand]::A,калын,χοντρός
612,dünn::A,нечкә,ψιλός
613,dünn::A,нечкә,λεπτός
614,fein::A,нәзакәтле,ψιλός
615,fest::A,нык,στερεός
616,flach::A,яссы,επίπεδος
617,flach::A,ялпак,επίπεδος
618,glatt::A,шома,λείος
619,glatt::A,шома,ομαλός
620,hart::A,каты,σκληρός
621,weich::A,йомшак,μαλακός
622,rund::A,түгәрәк,στρογγυλός
623,spitz::A,очлы,μυτερός
624,scharf::A,үткен,κοφτερός
625,stumpf::A,үтмәс,αμβλύς
626,schwer::A,салмак,βαρύς
627,schön::A,гүзәл,ωραίος
628,schön::A,гүзәл,όμορφος
629,heiß::A,эссе,ζεστός
630,warm::A,җылы,θερμός
631,kalt::A,суык,κρύος
632,kalt::A,суык,ψυχρός
633,kalt::A,салкын,κρύος
634,kalt::A,салкын,ψυχρός
635,kühl::A,салкынча,δροσερός
636,frisch::A,салкынча,νωπός
637,frisch::A,салкынча,φρέσκος
638,feucht::A,юеш,υγρός
639,nass::A,дымлы,βρεγμένος
640,trocken::A,коры,ξηρός
641,trocken::A,коры,στεγνός
642,voll::A,тулы,γεμάτος
643,leer::A,буш,άδειος
644,offen::A,ачык,ανοιχτός
645,geschlossen::A,йомык,κλειστός
646,sauber::A,пакь,καθαρός
647,sauber::A,чиста,καθαρός
648,schmutzig::A,керле,βρώμικος
649,schmutzig::A,керле,λερωμένος
650,schmutzig::A,пычрак,βρώμικος
651,schmutzig::A,пычрак,λερωμένος
652,roh::A,чи,ωμός
653,reif::A,өлгергән,ώριμος
654,lecker::A,тәмле,νόστιμος
655,süß::A,татлы,γλυκός
656,bitter::A,ачы,πικρός
657,sauer::A,әче,ξινός
658,hell::A,якты,φωτεινός
659,dunkel::A,кара,σκοτεινός
660,schwarz::A,кара,μαύρος
661,schwarz::A,кара,μελανός
662,weiß::A,ак,άσπρος
663,rot::A,кызыл,κόκκινος
664,gelb::A,сары,κίτρινος
665,blau::A,күк,μπλε
666,blau::A,күк,γαλανός
667,grün::A,яшел,πράσινος
668,grau::A,соры,γκρίζος
669,bunt::A,чуар,ποικιλόχρωπος
670,billig::A,арзан,φτηνός
671,teuer::A,хаклы,ακριβός
672,wertvoll::A,кыйммәтле,πολύτιμος
673,blind::A,сукыр,τυφλός
674,blind::A,күзсез,τυφλός
675,taub::A,чукрак,κουφός
676,taub::A,саңгырау,κουφός
677,kräftig::A,егәрле,δυνατός
678,stark::A,нык,γερός
679,stark::A,базык,γερός
680,schwach::A,зәгыйфь,αδύνατος
681,fett::A,симез,παχύς
682,schlank::A,нәзек,λεπτός
683,schlank::A,нәзек,λυγερός
684,hübsch::A,чибәр,όμορφος
685,hübsch::A,чибәр,χαριτωμένος
686,böse::A,усал,κακός
687,dumm::A,акылсыз,κουτός
688,dumm::A,акылсыз,ανόητος
689,faul::A,ялкау,τεμπέλης
690,faul::A,иренчәк,τεμπέλης
691,fleißig::A,тырыш,εργατικός
692,fleißig::A,тырышучан,εργατικός
693,geizig::A,саран,τσιγγούνης
694,klug::A,акыллы,έξυπνος
695,geschickt::A,маһир,επιδέξιος
696,lieb::A,сөекле,φίλος
697,lieb::A,сөекле,αγαπητός
698,lustig::A,күңелле,εύθυμος
699,lustig::A,күңелле,χαρούμενος
700,sanft::A,басынкы,ήπιος
701,hungrig::A,ач,πεινασμένος
702,krank::A,чирле,άρρωστος
703,krank::A,сырхау,άρρωστος
704,nackt::A,шәрә,γυμνός
705,traurig::A,ямансу,λυπημένος
706,lebendig::A,тере,ζωντανός
707,gut::A,яхшы,καλός
708,schlecht::A,начар,κακός
709,richtig::A,дөрес,σωστός
710,schlimm::A,әшәкә,άσχημος
711,wahr::A,чып-чын,αληθής
712,wahr::A,чып-чын,αληθινός
713,alt::A,иске,παλιός
714,neu::A,яңа,νέος
715,neu::A,яңа,καινούργιος
716,ehemalig::A,элекке,παλιός
717,alt[Lebewesen]::A,карт,γέρος
718,jung::A,яшь,νέος
719,arm::A,фәкыйрь,φτωχός
720,reich::A,бай,πλούσιος
721,bekannt::A,таныш,γνωστός
722,berühmt::A,атаклы,περίφημος
723,berühmt::A,атаклы,ξακουσμένος
724,fremd::A,ят,ξένος
725,verschieden::A,төрле,διαφορετικός
726,nah::A,якын,κοντινός
727,fern::A,ерак,μακριά
728,linker::A,сул,αριστερός
729,rechter::A,уң,δεξιός
730,anderer::A,бүтән,άλλος
731,erster::A,беренче,πρώτος
732,zweiter::A,икенче,δεύτερος
733,dritter::A,өченче,τρίτος
734,letzter::A,ахыргы,τελευταίος
735,allein::ADV,ялгыз,μόνος
