,Concept_ID,be,kv
797,schwingen::V,калыхацца,дюттясьны
798,fallen::V,падаць,усьны
799,brennen::V,гарэць,сотчыны
800,rauchen::V,дымець,тшынасьны
801,regnen::V,дажджыць,зэрны
802,gefrieren::V,замерзнуць,гегдыны
803,tauen::V,раставаць,сывны
804,schmelzen::V,плавіцца,сывны
805,trocknen::V,сохнуць,косьмыны
806,sieden::V,кіпець,пизьны
807,faulen::V,гнісці,нёльзьыны
808,verfaulen::V,згнісці,тӧрмыны
809,verfaulen::V,згнісці,сiсьмыны
810,reißen::V,ірвацца,косясьны
811,versinken::V,тануць,вӧйны
812,vergehen::V,праходзіць,мунны
813,erscheinen::V,зʼявіцца,мыччисьны
814,verschwinden::V,знікнуць,ӧшны
815,sinken::V,спадаць,ямны
816,abnehmen::V,паменшыцца,ямны
817,zunehmen::V,павялічвацца,паськавны
818,steigen::V,паднімацца,лэбтiсьны
819,wachsen::V,расці,быдмыны
820,glänzen::V,блішчаць,свиттявны
821,funkeln::V,бліскаць,югйовтлыны
822,funkeln::V,бліскаць,югйӧв-керны
823,lärmen::V,шумець,чавзыны
824,läuten::V,званіць,диньгыны
825,klingeln::V,званіць,силькӧтны
826,klirren::V,бразгаць,жольӧтны
827,brausen::V,бушаваць,гуасьны
828,rauschen::V,шастаць,кышӧтны
829,klingen::V,гучаць,горавны
830,bellen::V,брахаць,увтны
831,bellen::V,брахаць,вувтны
832,heulen::V,выць,уннявны
833,blasen::V,дзьмухнуць,пӧлявны
834,pfeifen::V,свістаць,пиксыны
835,schreien::V,крычаць,айзыны
836,stöhnen::V,стагнаць,ойзыны
837,stöhnen::V,стагнаць,ружтыны
838,zittern::V,дрыжаць,легьявны
839,leben::V,жыць,овны
840,geboren werden::V,нарадзіцца,шогмыны
841,atmen::V,дыхаць,лолавны
842,trinken::V,піць,юны
843,essen::V,есці,сёйны
844,schlucken::V,глытаць,ньылавны
845,müde werden::V,стаміцца,мыдзны
846,einschlafen::V,заснуць,ланьтны
847,schlafen::V,спаць,узьны
848,aufwachen::V,рассыпацца,саймыны
849,aufwachen::V,рассыпацца,пальмыны
850,aufstehen::V,устаць,сувтны
851,sich erholen::V,адпачываць,шоччисьлыны
852,krank werden::V,захварэць,моржитны
853,krank sein::V,хварэць,шогавны
854,krank sein::V,хварэць,визьӧтны
855,schmerzen::V,балець,висьны
856,husten::V,кашляць,кашляйтны
857,genesen::V,паправіцца,бурдны
858,genesen::V,паздаравець,бурдны
859,sterben::V,памерці,кувны
860,umkommen::V,загінуць,вийсьыны
861,sich bewegen::V,рухацца,локны
862,sich bewegen::V,рухацца,ветлӧтны
863,sich rühren::V,варушыцца,вӧрзьӧтчыны
864,sich erheben::V,устаць,сувтны
865,sich setzen::V,сесці,пуксьыны
866,hinfallen::V,упасці,пӧрласьны
867,laufen::V,хадзіць,мунны
868,schreiten::V,шагаць,тальччавны
869,schreiten::V,крочыць,тальччавны
870,spazierengehen::V,гуляць,котрасьны
871,eilen::V,спяшацца,тэрмасьны
872,sich beeilen::V,спяшацца,тэрмасьны
873,sausen::V,імчацца,вирдавны-котӧртны
874,rennen::V,бегаць,
875,springen::V,скакаць,чеччавны
876,klettern::V,лазіць,кышасьны
877,schaukeln::V,гайдацца,чурликасьны
878,kriechen::V,поўзаць,кыскасьны-мунны
879,schwimmen::V,плаваць,вартчыны
880,tauchen::V,ныраць,сунгисьны ваӧ
881,rudern::V,веславаць,сынны
882,fahren::V,ехаць,мунны
883,fliegen::V,лятаць,лэбавны
884,gehen::V,ісці,мунны
885,weggehen::V,пайсці,мунны
886,abfahren::V,адʼяжджаць,иньдӧтчыны
887,abfahren::V,адʼяжджаць,мунны
888,anhalten::V,спыніцца,сувтны
889,anhalten::V,затрымацца,сувтны
890,hineingehen::V,уваходзіць,пырны
891,eintreten::V,увайсці,пырны
892,kommen::V,прыйсці,локны
893,ankommen::V,прыбыць,локны
894,zurückkommen::V,вярнуцца,бертны
895,zurückkommen::V,вярнуцца,панӧвтсьыны
896,bleiben::V,застацца,кольччыны
897,warten::V,чакаць,видзчисьны
898,erwarten::V,чакаць,видзчисьны
899,suchen::V,шукаць,кошшыны
900,finden::V,знайсці,адззыны
901,versuchen::V,прабаваць,пондыны
902,versuchen::V,прабаваць,пондӧтны
903,vorbereiten::V,падрыхтаваць,лӧсьӧтны
904,lieben::V,кахаць,милуйтны
905,mögen::V,любіць,радейтны
906,lachen::V,смяяцца,серавны
907,rühren::V,расчуліць,сьӧлӧм вӧрзьӧтны
908,weinen::V,плакаць,горзыны
909,schimpfen::V,лаяцца,видчыны
910,sich ärgern::V,сердаваць,лёкавны
911,sich fürchten::V,баяцца,повны
912,fürchten::V,баяцца,повны
913,fliehen::V,уцякаць,пышшыны
914,flüchten::V,уцячы,пышшыны
915,sehen::V,бачыць,адззыны
916,anschauen::V,паглядзець,видзӧтны
917,ansehen::V,глядзець,видзӧтны
918,hören::V,чуць,кывны
919,zuhören::V,слухаць,кывзыны
920,probieren::V,каштаваць,пешлыны
921,riechen::V,нюхаць,дукавны
922,fühlen::V,адчуваць,кывны
923,scheinen::V,здавацца,декуйтчыны
924,zu sehen sein::V,віднецца,тыдавны
925,vernehmen::V,пачуць,тӧдмавны
926,frieren::V,мёрзнуць,гегдыны
927,tun::V,рабіць,керны
928,können::V,умець,вермыны
929,wollen::V,хацець,мӧдны
930,anfangen::V,пачаць,петны
931,beenden::V,закончыць,ештӧтны
932,beenden::V,закончыць,керыштны
933,aufhören::V,перастаць,дугдыны
934,gelingen::V,удацца,шогмыны
935,geraten::V,аказацца,мыччисьны
936,öffnen::V,адчыніць,осьтны
937,schließen::V,зачыніць,пӧднавны
938,stellen::V,паставіць,сувтӧтны
939,setzen::V,пасадзіць,пуксьӧтны
940,legen::V,класці,пуктыны
941,berühren::V,чапаць,вӧрзьӧтны
942,verbinden::V,звязаць,йитны
943,bedecken::V,накрыць,вевттьыны
944,aufhängen::V,павесіць,ӧшӧтны
945,anzünden::V,запаліць,ӧзтыны
946,aufheben::V,падняць,лэбтыны
947,zurücklassen::V,пакінуць,кольны
948,verlieren::V,згубіць,ӧштыны
949,fallen lassen::V,упусціць,уськӧтны
950,machen::V,зрабіць,керны
951,herstellen::V,вырабіць,вӧчны
952,bauen::V,будаваць,строитны
953,reparieren::V,правіць,вочны
954,verbessern::V,палепшыць,бурсьӧтны
955,ändern::V,змяніць,вежны
956,graben::V,капаць,гарйыны
957,beugen::V,сагнуць,кусіньтны
958,biegen::V,пагнуць,чукыльтыштны
959,drehen::V,вярцець,бергӧтны
960,wenden::V,павярнуць,бергӧтны
961,umdrehen::V,перавярнуць,бергӧтны
962,heben::V,падымаць,лэбтыны
963,hochheben::V,падняць,лэбтыны
964,ergreifen::V,схапіць,кватитны
965,ergreifen::V,схваціць,кватитны
966,halten::V,трымаць,видзны
967,drücken::V,націскаць,личкыны
968,schieben::V,пхаць,тойлавны
969,schieben::V,штурхаць,тойлавны
970,kratzen::V,скрэбці,шаркӧтны
971,lecken::V,лізаць,нювны
972,beißen::V,кусаць,йирны
973,abreißen::V,адарваць,орӧтны
974,abschneiden::V,адрэзаць,шӧрыштны
975,abschneiden::V,адрэзаць,вундыштны
976,binden::V,вязаць,гӧрдззыны
977,stecken::V,уваткнуць,мӧртны
978,brechen::V,зламаць,жугдыны
979,klopfen::V,стукаць,зукӧтны
980,hauen::V,біць,желльыны
981,kleben::V,клеіць,лякӧтны
982,reiben::V,церці,зыртны
983,streichen::V,намазаць,мавтны
984,schleifen::V,тачыць,кыскыны
985,schneiden::V,рэзаць,вундавны
986,rütteln::V,хістаць,шатлавны
987,schütteln::V,трэсці,зыбӧтны
988,schwenken::V,махаць,ӧвтны
989,schwenken::V,махаць,макайтны
990,schütten::V,наліць,кисьтны
991,füllen::V,напоўніць,тыртны
992,füllen::V,напоўніць,тырсьӧтны
993,einwickeln::V,загарнуць,тубны
994,tragen::V,несці,новйӧтны
995,schleppen::V,цягнуць,кыскыны
996,ziehen::V,цягнуць,кыскыны
997,aufbewahren::V,захоўваць,видзны
998,werfen::V,кідаць,шентывлыны
999,fangen::V,лавіць,кутны
1000,packen::V,схапіць,кутасьны
1001,packen::V,схапіць,кватитны
1002,packen::V,схваціць,кутасьны
1003,packen::V,схваціць,кватитны
1004,verstecken::V,схаваць,дзебны
1005,teilen::V,раздзяліць,торйӧтны
1006,schicken::V,пасылаць,иньдыны
1007,bringen::V,прынесці,вайны
1008,hinzufügen::V,дабавіць,содтыны
1009,bekommen::V,дастаць,получитны
1010,erhalten::V,атрымаць,получитны
1011,nehmen::V,ўзяць,босьтны
1012,wählen::V,выбраць,бӧрйыны
1013,auswählen::V,адабраць,бӧрйыны
1014,bewahren::V,захаваць,видзны
1015,behindern::V,перашкаджаць,падтыны
1016,verderben::V,сапсаваць,изводавны
1017,beschädigen::V,пашкодзіць,паздыны
1018,zerbrechen::V,разбіць,паздыны
1019,zerreißen::V,разадраць,косявны
1020,zerstören::V,разбурыць,паздыны
1021,verbrennen::V,спаліць,сотны
1022,geben::V,даць,сетны
1023,reichen::V,перадаць,сетны
1024,schenken::V,дарыць,козьнавны
1025,versprechen::V,абяцаць,кӧсйыны
1026,wünschen::V,жадаць,бурсьыны
1027,loben::V,хваліць,ошкыны
1028,küssen::V,цалаваць,окавны
1029,wiegen::V,гушкаць,тюттьӧтны
1030,wiegen::V,калыхаць,тюттьӧтны
1031,zudecken::V,накрыць,вевттьыны
1032,wecken::V,пабудзіць,саймӧтны
1033,zeigen::V,паказаць,мыччавны
1034,führen::V,весці,нуӧтны
1035,lehren::V,вучыць,велӧтны
1036,unterrichten::V,выкладаць,велӧтны
1037,aufziehen::V,выхаваць,быдтыны
1038,leiten::V,кіраваць,юравны
1039,leiten::V,кіраваць,веськӧтлыны
1040,antreiben::V,падганяць,тэрмӧтны
1041,lassen::V,прымусіць,-ӧтыны
1042,einladen::V,запрасіць,корны
1043,vereinigen::V,абʼяднаць,ӧтувтны
1044,vereinigen::V,абʼяднаць,ӧтлаавны
1045,besuchen::V,наведаць,пыравлыны
1046,treffen::V,сустрэць,пантавны
1047,sich versammeln::V,сабрацца,ӧксьыны
1048,spielen::V,гуляць,орсны
1049,singen::V,пець,сьывны
1050,singen::V,спяваць,сьывны
1051,tanzen::V,танцаваць,йӧктыны
1052,sich trennen::V,расстацца,торьясьны
1053,verlassen::V,пакінуць,кольны
1054,retten::V,выратаваць,мынтны
1055,bewachen::V,ахоўваць,смекайтны
1056,schützen::V,уберагаць,дорйыны
1057,verteidigen::V,абараніць,дорйыны
1058,sich schlagen::V,біцца,тышкасьны
1059,sich schlagen::V,драцца,тышкасьны
1060,schießen::V,страляць,лыйны
1061,siegen::V,перамагчы,вермыны
1062,ärgern::V,злаваць,лӧгӧтны
1063,schlagen::V,ударыць,базнитны
1064,treten::V,штурхаць,чужьявны
1065,stechen::V,укалоць,бытшкыны
1066,stoßen::V,папхнуць,тапкыны
1067,stoßen::V,папхнуць,тойыштны
1068,stehlen::V,украсці,гусявны
1069,stören::V,перашкодзіць,костіавны
1070,belästigen::V,дакучаць,назыляйтны
1071,verbergen::V,скрыць,дзебны
1072,verbergen::V,схаваць,дзебны
1073,täuschen::V,падмануць,бӧбӧтны
1074,täuschen::V,падмануць,пӧрьявны
1075,betrügen::V,змахляваць,муклачитны
1076,töten::V,забіць,вийны
1077,wohnen::V,жыць,овны
1078,arbeiten::V,працаваць,уджавны
1079,sammeln::V,сабраць,ӧктыны
1080,pflücken::V,зрываць,судзлавны
1081,jagen::V,паляваць,вӧравны
1082,fischen::V,рыбачыць,чериавны
1083,fassen::V,злавіць,кутны
1084,hüten::V,пасвіць,вердны
1085,hüten::V,пасвіць,йирсьӧтны
1086,treiben::V,гнаць,вашӧтны
1087,anbinden::V,прывязаць,кӧртавны
1088,füttern::V,карміць,вердны
1089,melken::V,даіць,высьтыны
1090,melken::V,даіць,чилькӧтны
1091,hacken::V,сячы,керавны
1092,gießen::V,паліць,киськавны
1093,reifen::V,паспець,кисьмыны
1094,zubereiten::V,зварыць,лӧсьӧтны
1095,zubereiten::V,згатаваць,лӧсьӧтны
1096,kochen::V,варыць,пуны
1097,backen::V,пячы,пӧжавны
1098,braten::V,смажыць,жаритны
1099,umrühren::V,перамяшаць,соравны
1100,stricken::V,вязаць,домавны
1101,nähen::V,шыць,вурны
1102,färben::V,пафарбаваць,краситны
1103,reinigen::V,ачысціць,весӧтны
1104,waschen::V,мыць,пеславны
1105,abwischen::V,выцерці,чышкыны
1106,spülen::V,паласкаць,гывьявны
1107,fegen::V,падмятаць,чышкыны
1108,kehren::V,месці,чышкыны
1109,baden::V,купацца,купайтчыны 
1110,sich waschen::V,мыцца,миссьыны
1111,ausziehen::V,зняць,гыжтӧтны
1112,ausziehen::V,зняць,пӧрччавны
1113,anziehen::V,надзець,пасьтавны
1114,sich anziehen::V,адзецца,пасьтасьны
1115,kämmen::V,прычасаць,сынавны
1116,schmücken::V,аздобіць,баситны
1117,sagen::V,сказаць,висьтавны
1118,sprechen::V,гаварыць,шуны
1119,reden::V,размаўляць,баитны
1120,sich unterhalten::V,гутарыць,сёрнитны
1121,fragen::V,спытаць,юавны
1122,bitten::V,прасіць,корны
1123,erzählen::V,расказаць,висьтавны
1124,mitteilen::V,паведаміць,висьтавны
1125,nennen::V,назваць,нимтны
1126,rufen::V,зваць,китсавны
1127,rufen::V,зваць,корны
1128,rufen::V,зваць,чукӧстны
1129,prahlen::V,хваліцца,ошшасьны
1130,übersetzen::V,перакласці,вуджӧтны
1131,denken::V,думаць,чайтны
1132,glauben::V,верыць,веритны
1133,bemerken::V,заўважыць,казявны
1134,erkennen::V,пазнаць,тӧдсавны
1135,begreifen::V,спасцігнуць,вежӧртны
1136,verstehen::V,пачуць,кывны
1137,lernen::V,вучыцца,велӧтчыны
1138,wissen::V,знаць,тӧдны
1139,sich erinnern an::V,памятаць,касьтывны
1140,vergessen::V,забыць,вунӧтны
1141,messen::V,мераць,меряйтны
1142,zählen::V,лічыць,лыддьыны
1143,rechnen::V,лічыць,лыддьыны
1144,lesen::V,чытаць,лыддьӧтны
1145,malen::V,маляваць,
1146,zeichnen::V,рысаваць,гижмавны
1147,schreiben::V,пісаць,гижны
1148,besitzen::V,мець,лоны
1149,kaufen::V,купіць,небны
1150,verkaufen::V,прадаць,вузавны
1151,bezahlen::V,заплаціць,вештыны
1152,zahlen::V,плаціць,вештыны
1153,beherrschen::V,уладаць,
1154,beherrschen::V,валодаць,
1155,ertragen::V,выцерпець,терпитны
