,Concept_ID,sah,lez
110,Gipfel::N,чыпчаал,кӏукӏ
111,Höhle::N,хайа_хаспаҕа,кьветӏ
112,Höhle::N,көҥүс,кьветӏ
113,Abhang::N,эниэ,гуьне
114,Quelle::N,дьүүктэ,чешме
115,Bach::N,үрүйэ,булах
116,Fluss::N,өрүс,вацӏ
117,Ufer::N,биэрэк,къерех
118,Küste::N,кытыл,къерех
119,Festland::N,кураанах сир,кьурамат
120,Meer::N,муора,гьуьл
121,Bucht::N,хомо,бухта
122,Bucht::N,бухта,бухта
123,Insel::N,арыы,остров
124,Blume::N,сибэкки,цуьк
125,Gras::N,от,хъач
126,Wurzel::N,силис,дувул
127,Baum::N,мас,ттар
128,Stamm::N,умнас,тан
129,Rinde::N,хатырык,чкал
130,Ast::N,мутук,тӏур
131,Zweig::N,лабаа,хел
132,Blatt::N,сэбирдэх,пеш
133,Birke::N,хатыҥ,верх
134,Kiefer[Baum]::N,бэс,шамагъаж
135,Weide[Baum]::N,үөт,цӏвелин ттар
136,Weide[Baum]::N,талах,цӏвелин ттар
137,Tanne::N,харыйа,ель
138,Horn::N,муос,карч
139,Feder::N,куорсун,цӏакул
140,Fell::N,тирии,хам
141,Flügel::N,кынат,лув
142,Klaue::N,тыҥырах,къармах
143,Kralle::N,баппаҕай,пац
144,Kralle::N,баппаҕай,тапас
145,Schwanz::N,кутурук,ттум
146,Ei::N,сымыыт,кака
147,Nest::N,уйа,муг
148,Bau::N,хороон,тӏеквен
149,Tier::N,кыыл,гьайван
150,Tier::N,харамай,гьайван
151,Herde::N,үөр,суьруь
152,Kuh::N,ынах,ккал
153,Bulle::N,оҕус,яц
154,Bulle::N,оҕус,бугъа
155,Pferd::N,сылгы,балкӏан
156,Schaf::N,овца,хеб
157,Schwein::N,сибиинньэ,вак
158,Hund::N,ыт,кицӏ
159,Katze::N,куоска,кац
160,Bär::N,эһэ,сев
161,Eichhörnchen::N,тииҥ,белка
162,Elch::N,тайах,лось
163,Fuchs::N,саһыл,сикӏ
164,Hase::N,куобах,къуьр
165,Maus::N,кутуйах,кьиф
166,Wolf::N,бөрө,жанавур
167,Vogel::N,көтөр,луван ничхир
168,Schwarm::N,бөлөх,луж
169,Huhn::N,куурусса,верч
170,Hahn::N,бөтүүк,кӏек
171,Gans::N,хаас,къаз
172,Adler::N,хотой,лекь
173,Ente::N,кус,пӏатӏ
174,Eule::N,мэкчиргэ,тӏиб
175,Kranich::N,туруйа,дурна
176,Krähe::N,тураах,къаргъа
177,Kuckuck::N,кэҕэ,кукупӏ
178,Schwan::N,куба,къугь
179,Fisch::N,балык,гъед
180,Barsch::N,алыһар,окунь
181,Hecht::N,сордон,щука
182,Schlange[Tier]::N,моҕой,илан
183,Schlange[Tier]::N,моҕой,гъуьлягъ
184,Schlange[Tier]::N,эриэн үөн,илан
185,Schlange[Tier]::N,эриэн үөн,гъуьлягъ
186,Wurm::N,үөн,квак
187,Spinne::N,ооҕуй,хуьшрекан
188,Ameise::N,кымырдаҕас,цегв
189,Laus::N,быт,нет
190,Mücke::N,кумаар,ветӏ
191,Fliege::N,сахсырҕа,тӏветӏ
192,Schmetterling::N,лыах,чепелукь
193,Schmetterling::N,үрүмэччи,чепелукь
194,Beere::N,отон,куьлуь емиш
195,Apfel::N,яблоко,ич
196,Pilz::N,тэллэй,къарникъуз
197,Zwiebel::N,луук,чичӏек
198,Saat::N,сиэмэ,тумар
199,Korn::N,сиэмэ,твар
200,Heu::N,от,векь
201,Heu::N,от,векьер
202,Schale::N,хах,пириш
203,Schale::N,хах,хъуьруьш
204,Grube::N,дьаама,фур
205,Falle::N,сохсо,ракьар
206,Schlinge::N,уктаа,гьалкъа
207,Spur::N,суол,гел
208,Asche::N,күл,руьхъ
209,Dreck::N,бадараан,чирк
210,Dreck::N,бадараан,кьуруш
211,Eisen::N,тимир,ракь
212,Gold::N,көмүс,алтун
213,Gold::N,кыһыл көмүс,алтун
214,Silber::N,көмүс,гимиш
215,Silber::N,үрүҥ көмүс,гимиш
216,Kohle::N,чох,цӏивин
217,Glas::N,өстүөкүлэ,шуьше
218,Lehm::N,туой,ччеб
219,Sand::N,кумах,къум
220,Mensch::N,киһи,инсан
221,Mann::N,эр,итим
222,Frau::N,дьахтар,паб
223,Frau::N,дьахтар,дишегьли
224,Kind::N,оҕо,аял
225,Junge::N,уол,гада
226,Mädchen::N,кыыс оҕо,руш
227,Familie::N,кэргэн,хзан
228,Familie::N,кэргэн,килфет
229,Großvater::N,эһэ,чӏехи буба
230,Großmutter::N,эбэ,чӏехи диде
231,Eltern::N,аҕа-ийэ,диде-буба
232,Vater::N,аҕа,буба
233,Mutter::N,ийэ,диде
234,Sohn::N,уол,хва
235,Tochter::N,кыыс,руш
236,Bruder::N,убай,стха
237,Bruder::N,быраат,стха
238,Schwester::N,аҕас,вах
239,Schwester::N,балыс,вах
240,Onkel::N,таай,ими
241,Onkel::N,таай,халу
242,Onkel::N,абаҕа,ими
243,Onkel::N,абаҕа,халу
244,Tante::N,эдьиий,эме
245,Tante::N,эдьиий,хала
246,Ehemann::N,эр,гъуьл
247,Ehefrau::N,ойох,паб
248,Freude::N,үөрүү,шадвал
249,Gelächter::N,күлүү,хъвер
250,Glück::N,дьол,бахт
251,Glück::N,соргу,бахт
252,Kummer::N,кутурҕан,дерт
253,Kummer::N,кутурҕан,хажалат
254,Wunsch::N,баҕарыы,мурад
255,Lust::N,баҕа,гьевес
256,Geist::N,тыын,руьгь
257,Gedanke::N,санаа,фикир
258,Gedächtnis::N,өй,
259,Verstand::N,өй,акьул
260,Sinn::N,суолта,мана
261,Grund::N,төрүөт,себеб
262,Wahrheit::N,кырдьык,керчек
263,Wahrheit::N,кырдьык,гьакъикъат
264,Gespräch::N,бэсиэдэ,ихтилат
265,Gespräch::N,кэпсэтии,ихтилат
266,Märchen::N,остуоруйа,мах
267,Erzählung::N,кэпсээн,кьиса
268,Nachricht::N,биллэриллии,хабар
269,Neuigkeit::N,сонун,цӏийи хабар
270,Name::N,аат,тӏвар
271,Rätsel::N,таабырын,мискӏал
272,Rede::N,этии,рахун
273,Sprache::N,тыл,чӏал
274,Stimme::N,куолас,ван
275,Wort::N,тыл,гаф
276,Zeichen::N,бэлиэ,ишара
277,Ruf::N,ыҥырыы,эвер
278,Lärm::N,айдаан,ван-сес
279,Laut::N,тыас,ван
280,Laut::N,тыас,сес
281,Ton::N,дорҕоон,ван-сес
282,Lied::N,ырыа,мани
283,Ruhe::N,уу чуумпу,ласвал
284,Ruhe::N,уу чуумпу,фаракъат
285,Ruhe::N,уу чуумпу,асайиш
286,Leute::N,дьон,инсанар
287,Volk::N,дьон,халкь
288,Volk::N,норуот,халкь
289,Arbeit::N,үлэ,кӏвалах
290,Gast::N,ыалдьыт,мугьман
291,Geschenk::N,бэлэх,савкьат
292,Spiel::N,оонньуу,къугъун
293,Gesellschaft::N,общество,жемят
294,Gesellschaft::N,общество,общество
295,Hilfe::N,көмө,куьмек
296,Freund::N,доҕор,дуст
297,Kamerad::N,атас,яр-дуст
298,Angelegenheit::N,дьыала,кар
299,Anzahl::N,ахсаан,сан
300,Anzahl::N,ахсаан,кьадар
301,Art::N,биис,жуьре
302,Stück::N,кырбас,кӏус
303,Teil::N,ирээт,пай
304,Hälfte::N,аҥар,зур
305,Hälfte::N,аҥар,зур пай
306,Kreis::N,төгүрүк,круг
307,Kreis::N,төгүрүк,чкаяр
308,Kreis::N,төгүрүк,элкъвей цӏар
309,Kreis::N,төгүрүмтэ,круг
310,Kreis::N,төгүрүмтэ,чкаяр
311,Kreis::N,төгүрүмтэ,элкъвей цӏар
312,Kreuz::N,кириэс,хаш
313,Linie::N,сурааһын,цӏар
314,Strich::N,сурааһын,цӏар
315,Abstand::N,арыт,ара
316,Entfernung::N,ыраах,мензил
317,Gegend::N,сир,чка
318,Platz::N,арыт,ара
319,Ort::N,сир,чка
320,Seite::N,өрүт,пад
321,Seite::N,сирэй,пад
322,Mitte::N,орто,юкь
323,Gegenstand::N,предмет,затӏ
324,Sache::N,мал,шей
325,Sache::N,мал,затӏ
326,Rand::N,кытыы,къерех
327,Rand::N,ойоҕос,къерех
328,Kante::N,кырыы,син
329,Ecke::N,муннук,пӏипӏ
330,Spitze::N,чыпчаал,кӏвенкӏв
331,Ende::N,төбө,кьил
332,Loch::N,тэһэҕэс,тӏеквен
333,Loch::N,дьөлөҕөс,тӏеквен
334,Winkel::N,муннук,пӏипӏ
335,Muster::N,оһуор,гишир
336,Größe::N,кээмэй,кьадар
337,Länge::N,уста,яргъивал
338,Höhe::N,үрдүк,кьакьанвал
339,Gewicht::N,ыйааһын,заланвал
340,Menge::N,ахсаан,кьадар
341,Haufen::N,чөмчөх,хара
342,Reihe::N,кэккэ,жерге
343,Boot::N,оҥочо,луьткве
344,Ruder::N,эрдии,кьусу
345,Schlitten::N,сыарҕа,гъелерар
346,Ski::N,хайыһар,
347,Lagerfeuer::N,кутаа,цӏай
348,Last::N,ыарахан,заланвал
349,Gang::N,хаамыы,ериш
350,Schritt::N,хардыы,къадам
351,Norden::N,хоту,кефер
352,Norden::N,хоту,кефер пад
353,Süden::N,соҕуруу,кьибле
354,Westen::N,арҕаа,рагъакӏидай пад
355,Osten::N,илин,рагъэкъечӏдай пад
356,Holz::N,мас,кӏарас
357,Brett::N,дуоска,кьул
358,Brett::N,дуоска,тахта
359,Brett::N,хаптаһын,кьул
360,Brett::N,хаптаһын,тахта
361,Platte::N,билиитэ,
362,Stütze::N,тулааһын,даях
363,Stange::N,ураҕас,юрк
364,Stock::N,мас,лаш
365,Stock::N,баалкы,лаш
366,Stab::N,ураҕас,юрк
367,Rohr::N,турба,турба
368,Haus::N,дьиэ,ужагъ
369,Heim::N,дьиэ,кӏвал
370,Ofen::N,оһох,пич
371,Fußboden::N,муоста,кӏвалин ччил
372,Tisch::N,остуол,стол
373,Stuhl::N,устуул,стул
374,Wiege::N,биһик,кьеб
375,Bett::N,кырабаат,тахт
376,Regal::N,долбуур,кьацӏ
377,Kiste::N,дьааһык,ящик
378,Fenster::N,түннүк,дакӏар
379,Tür::N,аан,рак
380,Tor::N,аан,варар
381,Zaun::N,соппулуот,пару
382,Dach::N,кырыыса,къав
383,Leiter::N,кирилиэс,гурар
384,Besen::N,миинньик,таран кул
385,Spaten::N,күрдьэх,ппер
386,Schaufel::N,күрдьэх,хекендаз
387,Gabel::N,биилкэ,шиш
388,Löffel::N,луоска,тӏур
389,Messer::N,быһах,чукӏул
390,Nagel::N,тоһоҕо,мих
391,Netz::N,илим,чил
392,Haken::N,көхө,къармах
393,Griff::N,ук,ттум
394,Griff::N,тутаах,ттум
395,Schloss::N,күлүүс,куьлег
396,Bild::N,хартыына,шикил
397,Bild::N,хартыына,суьрет
398,Figur::N,фигура,фигура
399,Puppe::N,куукула,нини
400,Beutel::N,мөһөөччук,тагъар
401,Bündel::N,баайыы,галгам
402,Tasche::N,суумка,чанта
403,Eimer::N,биэдэрэ,ведре
404,Deckel::N,хаппах,кьил
405,Deckel::N,хаппах,къалпагъ
406,Geschirr::N,иһит,къаб-къажах
407,Sack::N,куул,чувал
408,Tasse::N,сэлиэнэй,сукӏра
409,Topf::N,көстүрүүҥкэ,къажгъан
410,Kessel::N,хочуол,къажгъан
411,Essen::N,аһылык,тӏуьн
412,Nahrung::N,ас,тӏуьн
413,Speise::N,аһылык,хуьрек
414,Fleisch::N,эт,як
415,Getreide::N,злактар,техил
416,Brei::N,хааһы,хапӏа
417,Brei::N,хааһы,хешил
418,Brot::N,килиэп,фу
419,Scheibe::N,куһуок,чӏук
420,Fett::N,сыа,ягълу
421,Butter::N,арыы,гъери
422,Öl::N,арыы,ягълу
423,Salz::N,туус,кьел
424,Suppe::N,мин,суп
425,Suppe::N,мин,шурпа
426,Honig::N,мүөт,вирт
427,Milch::N,үүт,нек
428,Tee::N,чэй,чай
429,Leder::N,тирии,тумаж
430,Wolle::N,түү,йис
431,Stoff::N,таҥас,парча
432,Nadel::N,иннэ,раб
433,Faden::N,сап,гъал
434,Knopf::N,тимэх,дуьгме
435,Knoten::N,түмүк,тӏвал
436,Farbe::N,кырааска,ранг
437,Kleidung::N,таҥас,партал
438,Hemd::N,ырбаахы,перем
439,Kragen::N,саҕа,хев
440,Ärmel::N,сиэх,хел
441,Hose::N,ыстаан,шалвар
442,Hose::N,бүрүүкэ,шалвар
443,Gürtel::N,кур,чӏул
444,Mütze::N,бэргэһэ,бармак
445,Mütze::N,бэргэһэ,бапӏах
446,Schuh::N,бачыыҥка,ботинка
447,Stiefel::N,саппыкы,чекме
448,Ring::N,биһилэх,тупӏал
449,Band::N,лиэнтэ,тасма
450,Kamm::N,тараах,регъ
451,Spiegel::N,сиэркилэ,гуьзгуь
452,Riemen::N,кур,къайиш
453,Schnur::N,быа,еб
454,Leine::N,тэһиин,
455,Decke::N,суорҕан,яргъан
456,Kissen::N,сыттык,хъуьцуьган
457,Tuch::N,былаат,шал
458,Handtuch::N,соттор,дасмал
459,Kraft::N,сыра,гуж
460,Stärke::N,күүс,къуват
461,Gesundheit::N,доруобуйа,сагъвал
462,Krankheit::N,ыарыы,тӏал
463,Schmerz::N,ыарыы,тӏал
464,Schmerz::N,ыарыы,тӏарвал
465,Wunde::N,баас,хер
466,Fieber::N,түрүлгэн,ифин
467,Fieber::N,лихорадка,ифин
468,Fieber::N,температура,ифин
469,Arznei::N,эмп,дарман
470,Brücke::N,күргэ,муьгъ
471,Brunnen::N,холуодьас,къуй
472,Weide::N,мэччирэҥ,уьруьш
473,Pfad::N,ыллык,рехъ
474,Weg::N,суол,рехъ
475,Straße::N,суол,рехъ
476,Dorf::N,дэриэбинэ,хуьр
477,Stadt::N,куорат,шегьер
478,Brief::N,сурук,кагъаз
479,Buch::N,кинигэ,улуб
480,Buchstabe::N,буква,гьарф
481,Zeitung::N,хаһыат,газета
482,Leben::N,тыын,уьмуьр
483,Tod::N,өлүү,кьиникь
484,Grab::N,иин,сур
485,Kirche::N,таҥара дьиэтэ,килиса
486,Sünde::N,айыы,гунагь
487,Gott::N,тангара,аллагь
488,Arbeiter::N,үлэһит,фяле
489,Chef::N,баһылык,гьаким
490,Chef::N,начальник,гьаким
491,Meister::N,уус,устӏар
492,Meister::N,маастар,устӏар
493,Arzt::N,врач,доктор
494,Lehrer::N,учуутал,муаллим
495,Geld::N,харчы,пул
496,Geschäft::N,идэ,
497,Laden::N,маҕаһыын,магазин
498,Preis::N,сыана,къимет
499,Ware::N,табаар,мал
500,Ware::N,табаар,товар
501,Nutzen::N,туһа,хийир
502,Nutzen::N,туһа,менфят
503,Reichtum::N,баай,девлет
504,Welt::N,аан дойду,дуьнья
505,Land::N,дойду,уьлкве
506,Staat::N,государство,пачагьлугъ
507,Staat::N,государство,государство
508,König::N,король,пачагь
509,Macht::N,былаас,власть
510,Grenze::N,кыраныысса,сергьят
511,Krieg::N,сэрии,дяве
512,Feind::N,өстөөх,душман
513,Gewalt::N,күүһүлээһин,гуж
514,Kampf::N,охсуһуу,женг
515,Bogen[Waffe]::N,ох,чӏемерук
516,Pfeil::N,ох,хьел
517,Gewehr::N,саа,тфенг
518,Fehler::N,сыыһа,гъалатӏ
519,Lüge::N,сымыйа,ттаб
520,Schaden::N,хоромньу,зиян
521,Schaden::N,хоромньу,зарар
522,Unglück::N,алдьархай,бала
523,Unglück::N,алдьархай,бедбахтвал
524,Schuld::N,буруй,тахсир
525,Alter::N,саас,яш
526,Schluss::N,тиһэх,эхир
527,Zeit::N,бириэмэ,вяде
528,Tag::N,күн,югъ
529,Morgen::N,сарсыарда,пакама
530,Mittag::N,күн ортото,нисин
531,Abend::N,киэһэ,няни
532,Nacht::N,түүн,йиф
533,Woche::N,нэдиэлэ,гьафте
534,Monat::N,ый,варз
535,Jahr::N,сыл,йис
536,Jahr::N,дьыл,йис
537,Frühling::N,саас,гатфар
538,Sommer::N,сайын,гад
539,Herbst::N,күһүн,зул
540,Winter::N,кыһын,кьуьд
541,Januar::N,тохсунньу,январь
542,Februar::N,олунньу,февраль
543,März::N,кулун тутар,март
544,April::N,муус устар ый,апрель
545,Mai::N,ыам ыйа,май
546,Juni::N,бэс ыйа,июнь
547,Juli::N,от ыйа,июль
548,August::N,атырдьах ыйа,август
549,September::N,балаҕан ыйа,сентябрь
550,Oktober::N,алтынньы,октябрь
551,November::N,сэтинньи,ноябрь
552,Dezember::N,ахсынньы,декабрь
553,Montag::N,бэнидиэнньик,ислен
554,Dienstag::N,оптуорунньук,саласа
555,Mittwoch::N,сэрэдэ,арбе
556,Donnerstag::N,чэппиэр,хемис югъ
557,Freitag::N,бээтинсэ,жуьмя
558,Freitag::N,бээтинсэ,жуьмя югъ
559,Samstag::N,субуота,киш
560,Sonntag::N,баскыһыанньа,гьяд
561,groß::A,бөдөҥ,еке
562,groß::A,бөдөҥ,чӏехи
563,groß::A,улахан,еке
564,groß::A,улахан,чӏехи
565,klein::A,кыр,гъвечӏи
566,lang::A,уһун,яргъи
567,kurz::A,кылгас,куьруь
568,breit::A,кэтит,гьяркьуь
569,schmal::A,кыараҕас,гуьтӏуь
570,dicht::A,хойуу,къалин
571,dick[Gegenstand]::A,суон,
572,dick[Gegenstand]::A,хойуу,
573,dünn::A,чараас,кьелечӏ
574,fein::A,бытархай,шуькӏуь
575,fein::A,синньигес,шуькӏуь
576,fest::A,бөҕө,кӏеви
577,fest::A,кытаанах,кӏеви
578,flach::A,хаптаҕай,кьулу
579,glatt::A,кылааккай,цӏалцӏам
580,hart::A,хатан,кӏеви
581,hart::A,кытаанах,кӏеви
582,weich::A,сымнаҕас,хъуьтуьл
583,rund::A,төгүрүк,элкъвей
584,spitz::A,сытыы,хци
585,spitz::A,уһуктаах,хци
586,scharf::A,сытыы,хци
587,stumpf::A,сыппах,къуьруь
588,schwer::A,ыарахан,залан
589,schön::A,кыраһыабай,иер
590,heiß::A,итии,кудай
591,warm::A,ичигэс,чими
592,kalt::A,тымныы,мекьи
593,kühl::A,сөрүүн,къайи
594,frisch::A,ыраас,таза
595,frisch::A,ыраас,михьи
596,frisch::A,сөрүүн,таза
597,frisch::A,сөрүүн,михьи
598,frisch::A,тымныы,таза
599,frisch::A,тымныы,михьи
600,feucht::A,сииктээх,ламу
601,nass::A,инчэҕэй,кьежей
602,trocken::A,кураан,кьуру
603,voll::A,толору,ацӏай
604,leer::A,иччитэх,буш
605,leer::A,иччитэх,ичӏи
606,offen::A,аһаҕас,ахъа
607,geschlossen::A,бүтэй,кӏеви
608,sauber::A,сэбэр,михьи
609,schmutzig::A,кирдээх,чиркин
610,schmutzig::A,кирдээх,кьацӏай
611,roh::A,сиикэй,чиг
612,roh::A,сиикэй,ицӏи
613,reif::A,буспут,дигмиш хьайи
614,reif::A,сиппит-хоппут,дигмиш хьайи
615,lecker::A,минньигэс,дадлу
616,süß::A,минньигэс,ширин
617,bitter::A,аһыы,туькьуьл
618,sauer::A,аһыы,цуру
619,hell::A,сырдык,экуь
620,dunkel::A,хараҥа,мичӏи
621,schwarz::A,хара,чӏулав
622,weiß::A,үрүҥ,лацу
623,weiß::A,маҥан,лацу
624,rot::A,кыһыл,яру
625,gelb::A,саһархай,хъипи
626,blau::A,күөх,вили
627,grün::A,күөх,къацу
628,grün::A,от күөҕэ,къацу
629,grau::A,сиэрэй,рехи
630,bunt::A,эриэн,цӏару
631,bunt::A,эриэн,яру-цӏару
632,billig::A,чэпчэки,ужуз
633,teuer::A,сыаналаах,багьа
634,wertvoll::A,сыаналаах,масан
635,blind::A,хараҕа суох,буьркьуь
636,taub::A,дьүлэй,биши
637,kräftig::A,модун,гужлу
638,stark::A,күүстээх,къуватлу
639,schwach::A,мөлтөх,такьатсуз
640,fett::A,эмис,куьк
641,schlank::A,дьылҕан,шумал
642,schlank::A,дьыпсаҕай,шумал
643,hübsch::A,олус кэрэ,гуьрчег
644,hübsch::A,көрүөхтэн үчүгэй,гуьрчег
645,böse::A,өһүөннээх,пис
646,dumm::A,акаары,ахмакь
647,faul::A,нэс,тенпел
648,fleißig::A,кыһамньылаах,сяй ийидай
649,fleißig::A,кыһамньылаах,сяйи ийидай
650,geizig::A,иҥсэлээх,мискьи
651,klug::A,өйдөөх,акьуллу
652,geschickt::A,наһаа дьоҕурдаах,магьир
653,lieb::A,тапталлаах,играми
654,lustig::A,көрдөөх,шад
655,sanft::A,намчы,назик
656,sanft::A,намчы,милайим
657,sanft::A,сымнаҕас,назик
658,sanft::A,сымнаҕас,милайим
659,hungrig::A,аччык,гишин
660,krank::A,ыалдьар,кефсуз
661,nackt::A,сыгынньах,кьецӏил
662,traurig::A,санаарҕабыллаах,пашман
663,lebendig::A,тыыннаах,ччан алай
664,gut::A,үтүө,хъсан
665,gut::A,үтүө,вижевай
666,gut::A,үчүгэй,хъсан
667,gut::A,үчүгэй,вижевай
668,schlecht::A,куһаҕан,пис
669,richtig::A,сөп,дуьз
670,schlimm::A,сидьиҥ,нифретлу
671,schlimm::A,быдьар,нифретлу
672,wahr::A,кырдьык,гьакъикъи
673,alt::A,былыргы,эски
674,alt::A,былыргы,куьгьне
675,neu::A,саҥа,цӏийи
676,ehemalig::A,урукку,виликан
677,alt[Lebewesen]::A,кырдьаҕас,кьуьзуь
678,jung::A,эдэр,жегьил
679,arm::A,дьадаҥы,кесиб
680,reich::A,баай,девлетлу
681,bekannt::A,билэр,чидай
682,berühmt::A,аатырбыт,машгьур
683,fremd::A,атын,ччара
684,verschieden::A,араас,жуьреба-жуьре
685,nah::A,чугас,мукьвал
686,fern::A,ыраах,яргъал
687,linker::A,хаҥас,чапла
688,rechter::A,уҥа,эрчӏи
689,anderer::A,атын,маса
690,anderer::A,атын,муькуь
691,erster::A,маҥнайгы,сад лагьай
692,zweiter::A,иккис,кьвед лагьай
693,dritter::A,үһүс,пуд лагьай
694,letzter::A,тиһэх,эхиримжи
695,allein::ADV,соҕотох,кьилди
696,auf einmal::ADV,биирдэ,
697,zusammen::ADV,холбуу,санал
698,lange::ADV,уһуннук,яргъалди
699,plötzlich::ADV,эмискэ,садлагьана
700,sofort::ADV,тута,гьасятда
701,später::ADV,хойут,гуьгъуьнлай
702,jetzt::ADV,билигин,гила
703,heute::ADV,бүгүн,къе
704,morgen::ADV,сарсын,пака
705,bald::ADV,өтөр,мукьва
706,bald::ADV,өтөр,мукьвара
707,dann::ADV,кэнна,ахпа
708,gestern::ADV,бэҕэһээ,накь
709,einst::ADV,биир төгүл,садра
710,einst::ADV,арай биирдэ,садра
711,damals::ADV,оччоҕо,а чӏавуз
712,danach::ADV,аары,ахпа
713,danach::ADV,ол кэнниттэн,ахпа
714,vorher::ADV,урут,вилик
715,zuerst::ADV,маҥнай,сифте
716,einmal::ADV,биирдэ,садра
717,manchmal::ADV,арыт,гагь-гагь
718,oft::ADV,чаастатык,гзаф вахтара
719,immer::ADV,мэлдьи,гьамиша
720,niemals::ADV,хаһан да,са чӏавузни
721,niemals::ADV,хаһан да,са вахтундани
722,hier::ADV,маныаха,ина
723,hierhin::ADV,бэттэх,иниз
724,von hier::ADV,мантан,инай
725,dort::ADV,онно,ана
726,dorthin::ADV,онно,аниз
727,geradeaus::ADV,быһа,дуьз
728,geradeaus::ADV,быһаччы,дуьз
729,vorwärts::ADV,инники,вилик
730,vorwärts::ADV,инники,виликди
731,rückwärts::ADV,төттөру,кьулухъ
732,zurück::ADV,төттөрү,
733,unten::ADV,аллара,агъада
734,hinab::ADV,аллара,агъуз
735,oben::ADV,үөһэ,винел
736,hinauf::ADV,өрө,виниз
737,hinauf::ADV,үөһэ,виниз
738,überall::ADV,бэйдиэ,вирина
739,nicht::ADV,буолбатах,ваъ
740,ein wenig::ADV,кыратык,са тӏимил
741,kaum::ADV,нэһиилэ,жизви
742,sehr::ADV,бэрт,лап
743,sehr::ADV,наһаа,лап
744,so::ADV,оччо,икӏ
