,Concept_ID,no,ps
813,vor::PRP,foran,دمخه
814,vor::PRP,utenfor,دمخه
815,hinter::PRP,bak,شاته
816,hinter::PRP,bakom,شاته
817,unter::PRP,under,لاندي
818,durch::PRP,gjennom,د مینځ نه
819,durch::PRP,igjennom,د مینځ نه
820,neben::PRP,ved siden av,نژدې
821,zwischen::PRP,mellom,ترمینځ
822,wegen::PRP,på grunn av,د ... له لاسه
823,dies::PRN,dette,دا
824,das::PRN,det,دا
825,alles::PRN,alt,هرڅهٔ
826,ich::PRN,jeg,زه
827,du::PRN,du,ته
828,er::PRN,han,دی
829,wir::PRN,vi,مونږ
830,ihr::PRN,dere,تاسې
831,sie::PRN,de,هغوی
832,was::FPRN,hva,څهٔ
833,wer::FPRN,hvem,چا
834,wer::FPRN,hvem,څوک
835,wo::FADV,hvor,چيری
836,wo::FADV,hvor,چېرته
837,wohin::FADV,hvor ... hen,چېرته
838,wie::FADV,hvordan,څنګه
839,warum::FADV,hvorfor,ولې
840,wieviel::FNUM,hvor mye,څو
841,wieviel::FNUM,hvor mye,څومره
842,eins::NUM,en,یو
843,eins::NUM,ett,یو
844,zwei::NUM,to,دوه
845,drei::NUM,tre,درې
846,vier::NUM,fire,څلور
847,fünf::NUM,fem,پنځه
848,sechs::NUM,seks,شپږ
849,sieben::NUM,sju,اوه
850,acht::NUM,åtte,اته
851,neun::NUM,ni,نهه
852,zehn::NUM,ti,لس
853,elf::NUM,elleve,یوولس
854,zwölf::NUM,tolv,دولس
855,zwanzig::NUM,tjue,شل
856,dreißig::NUM,tretti,دېرش
857,vierzig::NUM,førti,څلوېښت
858,fünfzig::NUM,femti,پنځوس
859,sechzig::NUM,seksti,شپېته
860,siebzig::NUM,sytti,اویا
861,achtzig::NUM,åtti,اتیا
862,neunzig::NUM,nitti,نوي
863,hundert::NUM,hundre,سل
864,tausend::NUM,tusen,زر
865,und::CNJ,og,او
866,oder::CNJ,eller,ېا
867,stehen::V,stå,درېدل
868,sitzen::V,sitte,کښېنستل
869,liegen::V,ligge,ملاستل
870,hängen::V,henge,ځړېدل
871,werden::V,bli,کېدل
872,passieren::V,skje,پېښېدل
873,passieren::V,hende,پېښېدل
874,beginnen::V,begynne,شروع کېدل
875,enden::V,ende,خلاصدل
876,enden::V,ende,تمامېدل
877,enden::V,slutte,خلاصدل
878,enden::V,slutte,تمامېدل
879,wechseln::V,veksle,تغییر موندل
880,aufgehen[Sonne]::V,stå opp,ختل
881,untergehen[Sonne]::V,gå ned,لوېدل
882,untergehen[Sonne]::V,gå ned,پرېوتل
883,scheinen[Sonne]::V,skinne,رڼا کول
884,donnern::V,tordne,تنېدل
885,donnern::V,tordne,غړمبېدل
886,wehen::V,blåse,چلېدل
887,strömen::V,strømme,بهېدل
888,fließen::V,flyte,بهېدل
889,fließen::V,flyte,تویېدل
890,sich drehen::V,dreie seg,ګرځېدل
891,sich drehen::V,dreie seg,چورلېدل
892,schwanken::V,svaie,زنګېدل
893,schwingen::V,svinge,زنګېدل
894,fallen::V,falle,ولېدل
895,brennen::V,brenne,سوځېدل
896,rauchen::V,ryke,لوګی کول
897,regnen::V,regne,باران اورېدل
898,gefrieren::V,fryse,کنګل نيول
899,tauen::V,tine,وېلې کېدل
900,schmelzen::V,smelte,وېلې کېدل
901,trocknen::V,tørre,وچېدل
902,sieden::V,koke,اېشېدل
903,faulen::V,råtne,خرابېدل
904,verfaulen::V,råtne,ورستېدل
905,reißen::V,briste,شلېدل
906,versinken::V,synke,ډوېېدل
907,versinken::V,synke ned,ډوېېدل
908,vergehen::V,forløpe,تېرېدل
909,erscheinen::V,synes,ښکارېدل
910,verschwinden::V,forsvinne,ورکېدل
911,sinken::V,synke,ښکته کېدل
912,abnehmen::V,avta,کمېدل
913,abnehmen::V,minske,کمېدل
914,zunehmen::V,tilta,زیاتېدل
915,steigen::V,stige,جګېدل
916,steigen::V,stige,پورته کېدل
917,wachsen::V,gro,وده کول
918,wachsen::V,vokse,وده کول
919,glänzen::V,skinne,ځلېدل
920,funkeln::V,tindre,پړکېدل
921,lärmen::V,bråke,غال و غول کول
922,läuten::V,ringe,زنګ وهل
923,klingeln::V,ringe,زنګ وهل
924,klirren::V,klirre,کړنګېدل
925,brausen::V,bruse,تلاطم کول
926,rauschen::V,suse,شڼهار کول
927,klingen::V,lyde,آواز کول
928,klingen::V,klinge,آواز کول
929,bellen::V,gjø,غپېدل
930,bellen::V,bjeffe,غپېدل
931,heulen::V,ule,انګلل
932,blasen::V,blåse,پو کول
933,pfeifen::V,plystre,شپېلک وهل
934,schreien::V,skrike,ناره کول
935,stöhnen::V,stønne,زګېروی کول
936,zittern::V,dirre,لړزېدل
937,zittern::V,skjelve,لړزېدل
938,leben::V,leve,ژوند کول
939,geboren werden::V,fødes,زېږېدل
940,atmen::V,ånde,ساه کښل
941,atmen::V,ånde,تنفس کول
942,atmen::V,puste,ساه کښل
943,atmen::V,puste,تنفس کول
944,trinken::V,drikke,څښل
945,essen::V,spise,خوړل
946,schlucken::V,svelge,غړپول
947,müde werden::V,bli trett,ستړی کېدل
948,einschlafen::V,sovne,ویده کېدل
949,schlafen::V,sove,خوب کول
950,aufwachen::V,våkne,ویښېدل
951,aufstehen::V,stå opp,پاڅېدل
952,sich erholen::V,bli bra,استراحت کول
953,sich erholen::V,komme seg,استراحت کول
954,krank werden::V,bli syk,رنځورېدل
955,krank sein::V,være syk,ناجوړېدل
956,schmerzen::V,gjøre vondt,خوږېدل
957,schmerzen::V,gjøre vondt,درد کول
958,husten::V,hoste,ټوخېدل
959,genesen::V,komme seg,رغېدل
960,sterben::V,dø,مړل
961,umkommen::V,omkomme,تلفېدل
962,sich bewegen::V,bevege seg,چلېدل
963,sich bewegen::V,bevege seg,حرکت کول
964,sich rühren::V,røre på seg,ښورېدل
965,sich erheben::V,reise seg,درېدل
966,sich setzen::V,sette sig,کښېنستل
967,hinfallen::V,falle over ende,لوېدل
968,laufen::V,løpe,منډې وهل
969,schreiten::V,skride,قدم ایښودل
970,spazierengehen::V,spasere,چکر وهل
971,spazierengehen::V,gå en tur,چکر وهل
972,eilen::V,ile,بېړه کول
973,sich beeilen::V,skynde seg,عجله کول
974,sausen::V,suse,ځغستل
975,rennen::V,løpe,زغلېدل
976,springen::V,hoppe,ټوپ وهل
977,springen::V,springe,ټوپ وهل
978,klettern::V,klatre,ختل
979,schaukeln::V,huske,زنګېدل
980,kriechen::V,krype,خاپوړی وهل
981,schwimmen::V,svømme,لامبو وهل
982,tauchen::V,dykke,غوټه وهل
983,rudern::V,ro,پارو وهل
984,fahren::V,kjøre,تلل
985,fliegen::V,fly,الوتل
986,gehen::V,gå,تلل
987,weggehen::V,gå bort,بهر وتل
988,abfahren::V,reise,تلل
989,anhalten::V,stanse,ودرېدل
990,hineingehen::V,gå inn,داخلېدل
991,eintreten::V,tre inn,ننوتل
992,kommen::V,komme,راتلل
993,ankommen::V,ankomme,رسېدل
994,ankommen::V,komme til,رسېدل
995,zurückkommen::V,komme tilbake,بېرته راتلل
996,bleiben::V,bli,پاتې کېدل
997,bleiben::V,forbli,پاتې کېدل
998,warten::V,vente,انتظار وېستل
999,erwarten::V,vente,انتظار کول
1000,suchen::V,søke,لټول
1001,finden::V,finne,میندل
1002,finden::V,finne,پیدا کول
1003,versuchen::V,prøve,هڅه کول
1004,versuchen::V,forsøke,هڅه کول
1005,vorbereiten::V,forberede,چمتوکول
1006,lieben::V,elske,مینه لرل
1007,mögen::V,like,خوښول
1008,mögen::V,like,علاقه لرل
1009,lachen::V,le,خندېدل
1010,rühren::V,røre,اغېزه کول
1011,weinen::V,gråte,ژړل
1012,schimpfen::V,skjelle,ښکنځا کول
1013,sich ärgern::V,ergre seg,قهر راتلل
1014,sich fürchten::V,være redd,ډارېدل
1015,fürchten::V,være redd for,ډارېدل
1016,fliehen::V,rømme,تښتېدل
1017,fliehen::V,flykte,تښتېدل
1018,flüchten::V,flykte,تښتېدل
1019,sehen::V,se,لیدل
1020,anschauen::V,se på,کتل
1021,anschauen::V,betrakte,کتل
1022,ansehen::V,anse,ننداره کول
1023,hören::V,høre,اورېدل
1024,zuhören::V,tilhøre,غوږ نیول
1025,probieren::V,smake,څکه کول
1026,probieren::V,smake,چاشنی کول
1027,probieren::V,smake på,څکه کول
1028,probieren::V,smake på,چاشنی کول
1029,riechen::V,lukte,بويول
1030,fühlen::V,føle,حسول
1031,scheinen::V,se ut,ښکارېدل
1032,zu sehen sein::V,synes,ښکارېدل
1033,vernehmen::V,få vite,خبرېدل
1034,frieren::V,fryse,ساړه کېتل
1035,tun::V,gjøre,کول
1036,können::V,kunne,کولای شول
1037,können::V,kunne,د لاسه کېدل
1038,wollen::V,ville,غوښتل
1039,anfangen::V,begynne,شروع کول
1040,beenden::V,avslutte,ختمول
1041,beenden::V,avslutte,پای ته رسول
1042,aufhören::V,slutte,بس کول
1043,aufhören::V,holde opp,بس کول
1044,gelingen::V,lykkes,موفق کېدل
1045,gelingen::V,lykkes,بریالی کېدل
1046,geraten::V,bli,کېدل
1047,öffnen::V,åpne,خلاصول
1048,öffnen::V,åpne,پرانیستل
1049,schließen::V,lukke,تړل
1050,schließen::V,stenge,تړل
1051,stellen::V,stille,ایښودل
1052,setzen::V,sette,کښېنول
1053,legen::V,legge,ایښودل
1054,berühren::V,berøre,لاس وهل
1055,verbinden::V,forbinde,تړل
1056,bedecken::V,dekke,پوښول
1057,aufhängen::V,henge,ځوړندول
1058,aufhängen::V,henge opp,ځوړندول
1059,anzünden::V,tenne,بلول
1060,anzünden::V,antenne,بلول
1061,anzünden::V,tenne på,بلول
1062,aufheben::V,løfte,پورته کول
1063,aufheben::V,ta opp,پورته کول
1064,zurücklassen::V,slippe tilbake,پرېښودل
1065,verlieren::V,miste,ورکول
1066,fallen lassen::V,droppe,له لاسه لوېدل
1067,fallen lassen::V,la falle,له لاسه لوېدل
1068,machen::V,lage,کول
1069,machen::V,gjøre,کول
1070,herstellen::V,fremstille,جوړول
1071,herstellen::V,fremstille,توليدول
1072,bauen::V,bygge,جوړول
1073,reparieren::V,reparere,ترمیمول
1074,verbessern::V,rette,اصلاح کول
1075,verbessern::V,forbedre,اصلاح کول
1076,ändern::V,forandre,تغیر ورکول
1077,graben::V,grave,کيندل
1078,beugen::V,bøye,ټیټول
1079,biegen::V,bøye,کږول
1080,drehen::V,dreie,ګرځول
1081,wenden::V,vende,اړول
1082,umdrehen::V,snu,اړول
1083,heben::V,heve,جګول
1084,heben::V,heve,پورته کول
1085,hochheben::V,løfte,جګول
1086,ergreifen::V,gripe,نیول
1087,ergreifen::V,få tak i,نیول
1088,halten::V,holde,نیول
1089,drücken::V,trykke,کښېکښل
1090,schieben::V,skyve,پوری وهل
1091,kratzen::V,klø,ګرول
1092,kratzen::V,klore,ګرول
1093,lecken::V,slikke,څټل
1094,beißen::V,bite,چیچل
1095,abreißen::V,rive av,شکول
1096,abschneiden::V,skjære av,پرېکول
1097,binden::V,binde,تړل
1098,stecken::V,stikke,ټومبل
1099,brechen::V,bryte,ماتول
1100,brechen::V,briste,ماتول
1101,klopfen::V,banke,ټکول
1102,hauen::V,hogge,ټکول
1103,kleben::V,klistre,نښلول
1104,kleben::V,klistre,سرېښول
1105,reiben::V,gni,مږل
1106,streichen::V,stryke,مښل
1107,schleifen::V,slipe,تېره کول
1108,schneiden::V,klippe,غوڅول
1109,schneiden::V,klippe,پرېکول
1110,rütteln::V,ruske,خوڅول
1111,schütteln::V,riste,ښورول
1112,schwenken::V,svinge,خوڅول
1113,schütten::V,helle,اچول
1114,schütten::V,helle,تویول
1115,füllen::V,fylle,ډکول
1116,einwickeln::V,vikle inn,پېچل
1117,einwickeln::V,vikle inn,نغښتل
1118,tragen::V,bære,وړل
1119,schleppen::V,slepe,وړل
1120,ziehen::V,dra,کښل
1121,ziehen::V,trekke,کښل
1122,aufbewahren::V,oppbevare,ساتل
1123,aufbewahren::V,ta vare på,ساتل
1124,werfen::V,kaste,اچول
1125,werfen::V,kaste,غورځول
1126,fangen::V,fange,نیول
1127,fangen::V,fange,ګیرول
1128,packen::V,gripe,نیول
1129,packen::V,gripe tak i,نیول
1130,verstecken::V,gjemme,پټول
1131,teilen::V,dele,وېشل
1132,teilen::V,dele,تقسیمول
1133,schicken::V,sende,لېږل
1134,schicken::V,sende,استول
1135,bringen::V,bringe,راوړل
1136,hinzufügen::V,tilføye,زیاتول
1137,bekommen::V,få,حاصلول
1138,erhalten::V,få,اخیستل
1139,nehmen::V,ta,نیول
1140,nehmen::V,ta,اخيستل
1141,wählen::V,velge,خوښول
1142,auswählen::V,velge ut,چنده کول
1143,bewahren::V,bevare,ساتل
1144,behindern::V,hindre,مانع کېدل
1145,behindern::V,hindre,ممانعت کول
1146,behindern::V,forhindre,مانع کېدل
1147,behindern::V,forhindre,ممانعت کول
1148,verderben::V,ødelegge,خرابېدل
1149,beschädigen::V,skade,ورانول
1150,zerbrechen::V,brekke i stykker,ماتول
1151,zerreißen::V,rive i stykker,څیرې کول
1152,zerstören::V,ødelegge,ړنګول
1153,zerstören::V,ødelegge,ورانول
1154,verbrennen::V,brenne,سوځول
1155,verbrennen::V,brenne opp,سوځول
1156,geben::V,gi,ورکول
1157,reichen::V,rekke,ورکول
1158,schenken::V,forære,بښل
1159,schenken::V,skjenke,بښل
1160,versprechen::V,love,لوز کول
1161,wünschen::V,ønske,غوښتل
1162,loben::V,rose,ستایل
1163,loben::V,rose,تمجید کول
1164,küssen::V,kysse,ښکلول
1165,wiegen::V,vogge,زنګول
1166,zudecken::V,dekke til,پوښول
1167,wecken::V,vekke,ويښول
1168,zeigen::V,vise,ښودل
1169,führen::V,føre,بیول
1170,lehren::V,lære,درس ورکول
1171,lehren::V,lære,تعلیم ورکول
1172,unterrichten::V,undervise,درس ورکول
1173,aufziehen::V,oppdra,روزل
1174,leiten::V,lede,رهبری کول
1175,leiten::V,lede,لارښوونه کول
1176,antreiben::V,drive på,چټک کول
1177,lassen::V,få til å,اړکول
1178,einladen::V,be,بلل
1179,einladen::V,invitere,بلل
1180,vereinigen::V,forene,متحد کول
1181,vereinigen::V,forene,یوځای کول
1182,besuchen::V,besøke,کتنه کول
1183,treffen::V,møte,ليدل
1184,treffen::V,møte,تلقی کول
1185,treffen::V,treffe,ليدل
1186,treffen::V,treffe,تلقی کول
1187,sich versammeln::V,forsamles,راغونډېدل
1188,spielen::V,leke,لوبه کول
1189,spielen::V,spille,لوبه کول
1190,singen::V,synge,سندرې وېل
1191,tanzen::V,danse,ګډېدل
1192,sich trennen::V,skilles,بېلېدل
1193,verlassen::V,forlate,ترک کول
1194,retten::V,redde,نجات ورکول
1195,bewachen::V,bevokte,ساتل
1196,bewachen::V,bevokte,حفاظت کول
1197,schützen::V,verne,ژغورل
1198,schützen::V,beskytte,ژغورل
1199,verteidigen::V,forsvare,دفاع کول
1200,sich schlagen::V,slåss,جنګېدل
1201,schießen::V,skyte,ویشتل
1202,siegen::V,seire,غالبېدل
1203,ärgern::V,ergre,خپه کول
1204,treten::V,sparke,په لغته وهل
1205,stechen::V,stikke,ټومبل
1206,stoßen::V,støte,ټېل وهل
1207,stoßen::V,støte,پوری وهل
1208,stehlen::V,stjele,تښتول
1209,stehlen::V,stjele,غلا کول
1210,stören::V,forstyrre,ماتول
1211,belästigen::V,plage,ځورول
1212,belästigen::V,plage,تکلیف ورکول
1213,belästigen::V,sjenere,ځورول
1214,belästigen::V,sjenere,تکلیف ورکول
1215,verbergen::V,gjemme,پټول
1216,täuschen::V,villede,تېرایستل
1217,täuschen::V,villede,خطا ایستل
1218,betrügen::V,bedra,غولول
1219,töten::V,drepe,وژل
1220,töten::V,drepe,مړ کول
1221,wohnen::V,bo,اوسېدل
1222,arbeiten::V,arbeide,کار کول
1223,sammeln::V,samle,راټولول
1224,sammeln::V,samle,راغونډول
1225,pflücken::V,plukke,شکول
1226,jagen::V,jage,ښکار کول
1227,fischen::V,fiske,کب نيول
1228,fassen::V,fange,نیول
1229,fassen::V,fange,ګیرول
1230,hüten::V,vokte,پوول
1231,treiben::V,drive,بیول
1232,anbinden::V,feste,تړل
1233,füttern::V,fore,خوراک ورکول
1234,melken::V,melke,لوشل
1235,hacken::V,hakke,پی کول
1236,gießen::V,helle,اوبه کول
1237,reifen::V,modne,رسېدل
1238,zubereiten::V,lage,تیارول
1239,zubereiten::V,tilberede,تیارول
1240,kochen::V,koke,پخول
1241,backen::V,bake,پخول
1242,braten::V,steke,وريتول
1243,umrühren::V,røre om,لړل
1244,stricken::V,strikke,اوبدل
1245,nähen::V,sy,ګنډل
1246,färben::V,farge,رنګول
1247,reinigen::V,rense,صافول
1248,reinigen::V,gjøre ren,صافول
1249,waschen::V,vaske,مینځل
1250,abwischen::V,tørke av,وچول
1251,spülen::V,spyle,کنګالول
1252,spülen::V,skylle,کنګالول
1253,fegen::V,feie,جارو کول
1254,kehren::V,koste,جارو کول
1255,baden::V,bade,لمبېدل
1256,sich waschen::V,vaske seg,ځان مينځل
1257,ausziehen::V,ta av,کښل
1258,ausziehen::V,ta av,ایستل
1259,anziehen::V,ta på,اغوستل
1260,sich anziehen::V,kle på seg,کالی اغوستل
1261,kämmen::V,gre,ګمنځول
1262,kämmen::V,kjemme,ګمنځول
1263,schmücken::V,pynte,ښکلی کول
1264,schmücken::V,smykke,ښکلی کول
1265,sagen::V,si,وېل
1266,sprechen::V,snakke,وېل
1267,sprechen::V,snakke,غږېدل
1268,reden::V,tale,ګړېدل
1269,reden::V,tale,خبرې کول
1270,reden::V,snakke,ګړېدل
1271,reden::V,snakke,خبرې کول
1272,sich unterhalten::V,samtale,خبری کول
1273,fragen::V,spørre,پوښتنه کول
1274,bitten::V,be,غوښتل
1275,erzählen::V,fortelle,کيسه کول
1276,erzählen::V,fortelle,حکايت کول
1277,mitteilen::V,meddele,خبرول
1278,mitteilen::V,meddele,خبر ورکول
1279,nennen::V,kalle,نوم ايښودل
1280,rufen::V,rope,بلل
1281,prahlen::V,skryte,لاپې وهل
1282,übersetzen::V,oversette,ژباړل
1283,übersetzen::V,oversette,ترجمه کول
1284,denken::V,tenke,فکر کول
1285,glauben::V,tro,باور کول
1286,bemerken::V,bemerke,لیدل
1287,bemerken::V,legge merke til,لیدل
1288,erkennen::V,gjenkjenne,پېژندل
1289,begreifen::V,begripe,رسېدل
1290,begreifen::V,begripe,پوهېدل
1291,verstehen::V,forstå,پوهېدل
1292,verstehen::V,skjønne,پوهېدل
1293,lernen::V,lære,زده کول
1294,lernen::V,lære,درس لوستل
1295,wissen::V,vite,پوهېدل
1296,sich erinnern an::V,huske på,یادول
1297,sich erinnern an::V,huske på,په یاد راوړل
1298,vergessen::V,glemme,هېرول
1299,messen::V,måle,اندازه کول
1300,zählen::V,telle,شمارل
1301,rechnen::V,regne,حسابول
1302,lesen::V,lese,لوستل
1303,malen::V,male,رسمول
1304,zeichnen::V,tegne,رسمول
1305,schreiben::V,skrive,لیکل
1306,besitzen::V,eie,لرل
1307,besitzen::V,inneha,لرل
1308,kaufen::V,kjøpe,رانیول
1309,verkaufen::V,selge,خرڅول
1310,bezahlen::V,betale,تأدیه کول
1311,zahlen::V,betale,کسات اخيستل
1312,beherrschen::V,beherske,تسلط لرل
1313,ertragen::V,orke,زغمل
1314,schlagen::V,,وهل
