,Concept_ID,pt,ro
854,dumm::A,estúpido,tâmpit
855,faul::A,preguiçoso,leneș
856,fleißig::A,aplicado,harnic
857,fleißig::A,aplicado,sârguincios
858,fleißig::A,diligente,harnic
859,fleißig::A,diligente,sârguincios
860,geizig::A,avarento,calic
861,geizig::A,avarento,zgârcit
862,klug::A,prudente,isteț
863,klug::A,prudente,deștept
864,klug::A,inteligente,isteț
865,klug::A,inteligente,deștept
866,geschickt::A,hábil,dibaci
867,lieb::A,caro,drag
868,lieb::A,caro,iubit
869,lieb::A,querido,drag
870,lieb::A,querido,iubit
871,lustig::A,alegre,vesel
872,sanft::A,suave,blând
873,sanft::A,suave,blajin
874,sanft::A,brando,blând
875,sanft::A,brando,blajin
876,hungrig::A,faminto,flămând
877,krank::A,doente,bolnav
878,krank::A,enfermo,bolnav
879,nackt::A,nu,gol
880,nackt::A,despido,gol
881,traurig::A,triste,trist
882,traurig::A,triste,mâhnit
883,lebendig::A,vivo,viu
884,gut::A,bom,bun
885,schlecht::A,mau,rău
886,schlecht::A,mau,prost
887,schlecht::A,ruim,rău
888,schlecht::A,ruim,prost
889,richtig::A,justo,drept
890,richtig::A,justo,corect
891,richtig::A,correcto,drept
892,richtig::A,correcto,corect
893,schlimm::A,mau,rău
894,schlimm::A,grave,rău
895,wahr::A,verdadeiro,adevărat
896,alt::A,velho,uzat
897,alt::A,velho,vechi
898,alt::A,antigo,uzat
899,alt::A,antigo,vechi
900,neu::A,novo,nou
901,ehemalig::A,antigo,fost
902,ehemalig::A,antigo,anterior
903,alt[Lebewesen]::A,velho,bătrîn
904,jung::A,jovem,tânăr
905,arm::A,pobre,sărac
906,arm::A,pobre,sărman
907,reich::A,rico,avut
908,reich::A,rico,bogat
909,bekannt::A,conhecido,cunoscut
910,berühmt::A,famoso,renumit
911,berühmt::A,célebre,renumit
912,fremd::A,alheio,străin
913,fremd::A,estranho,străin
914,verschieden::A,diverso,diferit
915,verschieden::A,diverso,deosebit
916,verschieden::A,diferente,diferit
917,verschieden::A,diferente,deosebit
918,nah::A,próximo,apropiat
919,fern::A,remoto,departe
920,fern::A,distante,departe
921,linker::A,esquerdo,stâng
922,rechter::A,direito,drept
923,anderer::A,outro,alt
924,erster::A,primeiro,prim
925,zweiter::A,segundo,al doilea
926,dritter::A,terceiro,treilea
927,letzter::A,final,final
928,letzter::A,último,final
929,allein::ADV,só,singur
930,auf einmal::ADV,de vez,dintrodată
931,zusammen::ADV,juntos,împreună
932,lange::ADV,muito tempo,îndelung
933,lange::ADV,muito tempo,mult timp
934,plötzlich::ADV,de repente,deodată
935,plötzlich::ADV,de repente,pe neașteptate
936,sofort::ADV,imediatamente,imediat
937,sofort::ADV,imediatamente,numaidecît
938,später::ADV,mais tarde,mai apoi
939,später::ADV,mais tarde,mai târziu
940,jetzt::ADV,agora,acum
941,heute::ADV,hoje,azi
942,heute::ADV,hoje,astăzi
943,morgen::ADV,amanhã,mâine
944,bald::ADV,logo,curând
945,bald::ADV,breve,curând
946,dann::ADV,então,apoi
947,dann::ADV,depois,apoi
948,gestern::ADV,ontem,ieri
949,einst::ADV,antigamente,odată
950,einst::ADV,antigamente,odinioară
951,damals::ADV,então,atunci
952,damals::ADV,então,pe atunci
953,danach::ADV,logo,după aceasta
954,danach::ADV,depois,după aceasta
955,vorher::ADV,antes,mai întâi
956,vorher::ADV,antes,în prealabil
957,zuerst::ADV,primeiro,întâi
958,zuerst::ADV,primeiro,în primul rând
959,einmal::ADV,uma vez,odată
960,manchmal::ADV,às vezes,uneori
961,manchmal::ADV,às vezes,câteodată
962,oft::ADV,muitas vezes,des
963,oft::ADV,muitas vezes,deseori
964,immer::ADV,sempre,mereu
965,immer::ADV,sempre,întotdeauna
966,niemals::ADV,nunca,niciodată
967,hier::ADV,cá,aci
968,hier::ADV,cá,aici
969,hier::ADV,aqui,aci
970,hier::ADV,aqui,aici
971,hierhin::ADV,para cá,încoace
972,von hier::ADV,daqui,de aici
973,dort::ADV,lá,acolo
974,dort::ADV,ali,acolo
975,dorthin::ADV,lá,dincolo
976,dorthin::ADV,para lá,dincolo
977,geradeaus::ADV,em frente,drept înainte
978,vorwärts::ADV,avante,înainte
979,rückwärts::ADV,para trás,îndărăt
980,zurück::ADV,atrás,înapoi
981,unten::ADV,debaixo,jos
982,unten::ADV,debaixo,dedesubt
983,unten::ADV,em baixo,jos
984,unten::ADV,em baixo,dedesubt
985,hinab::ADV,para baixo,în jos
986,hinab::ADV,para baixo,de vale
987,oben::ADV,em cima,sus
988,oben::ADV,em cima,deasupra
989,hinauf::ADV,para cima,în sus
990,überall::ADV,em toda parte,peste tot
991,überall::ADV,em toda parte,pretutindeni
992,nicht::ADV,não,nu
993,ein wenig::ADV,um pouco,puțin
994,ein wenig::ADV,um bocado,puțin
995,kaum::ADV,apenas,cu greu
996,kaum::ADV,apenas,cu anevoie
997,sehr::ADV,muito,mult
998,sehr::ADV,muito,foarte
999,so::ADV,tão,așa
1000,so::ADV,tão,atât
1001,so::ADV,assim,așa
1002,so::ADV,assim,atât
1003,noch::ADV,ainda,încă
1004,nur::ADV,só,doar
1005,nur::ADV,apenas,doar
1006,nur::ADV,somente,doar
1007,schon::ADV,já,și
1008,schon::ADV,já,deja
1009,wieder::ADV,outra vez,iar
1010,wieder::ADV,outra vez,iarăși
1011,vergebens::ADV,em vão,în zadar
1012,vor::PRP,diante de,înainte de
1013,hinter::PRP,atrás de,după
1014,hinter::PRP,atrás de,în spatele
1015,unter::PRP,sob,sub
1016,unter::PRP,debaixo de,sub
1017,durch::PRP,por,prin
1018,durch::PRP,através de,prin
1019,neben::PRP,junto de,lângă
1020,neben::PRP,junto de,alături de
1021,neben::PRP,ao lado de,lângă
1022,neben::PRP,ao lado de,alături de
1023,zwischen::PRP,entre,între
1024,zwischen::PRP,entre,dintre
1025,wegen::PRP,por,pentru
1026,wegen::PRP,por causa de,pentru
1027,dies::PRN,isto,acesta
1028,das::PRN,isso,asta
1029,das::PRN,aquilo,asta
1030,alles::PRN,todo,tot
1031,ich::PRN,eu,eu
1032,du::PRN,tu,tu
1033,er::PRN,ele,el
1034,er::PRN,ele,dânsul
1035,wir::PRN,nós,noi
1036,ihr::PRN,vós,voi
1037,ihr::PRN,vocês,voi
1038,sie::PRN,eles,ei
1039,sie::PRN,eles,dânșii
1040,was::FPRN,quê,ce
1041,wer::FPRN,quem,cine
1042,wo::FADV,onde,unde
1043,wohin::FADV,aonde,încotro
1044,wohin::FADV,para onde,încotro
1045,wie::FADV,como,cum
1046,warum::FADV,porquê,de ce
1047,warum::FADV,porquê,pentru ce
1048,warum::FADV,por que,de ce
1049,warum::FADV,por que,pentru ce
1050,wieviel::FNUM,quanto,cât
1051,eins::NUM,um,unu
1052,zwei::NUM,dois,doi
1053,drei::NUM,três,trei
1054,vier::NUM,quatro,patru
1055,fünf::NUM,cinco,cinci
1056,sechs::NUM,seis,șase
1057,sieben::NUM,sete,șapte
1058,acht::NUM,oito,opt
1059,neun::NUM,nove,nouă
1060,zehn::NUM,dez,zece
1061,elf::NUM,onze,unsprezece
1062,zwölf::NUM,doze,douăsprezece
1063,zwanzig::NUM,vinte,douăzeci
1064,dreißig::NUM,trinta,treizeci
1065,vierzig::NUM,quarenta,patruzeci
1066,fünfzig::NUM,cinquenta,cincizeci
1067,sechzig::NUM,sessenta,șaizeci
1068,siebzig::NUM,setenta,șaptezeci
1069,achtzig::NUM,oitenta,optzeci
1070,neunzig::NUM,noventa,nouăzeci
1071,hundert::NUM,cem,sută
1072,hundert::NUM,cento,sută
1073,tausend::NUM,mil,mie
1074,und::CNJ,e,și
1075,oder::CNJ,ou,ori
1076,stehen::V,estar em pé,sta
1077,sitzen::V,estar sentado,ședea
1078,liegen::V,jazer,zăcea
1079,liegen::V,jazer,fi culcat
1080,liegen::V,estar deitado,zăcea
1081,liegen::V,estar deitado,fi culcat
1082,hängen::V,pender,atârna
1083,hängen::V,estar pendurado,atârna
1084,werden::V,tornar-se,deveni
1085,werden::V,tornar-se,se face
1086,passieren::V,acontecer,se întâmpla
1087,beginnen::V,começar,începe
1088,enden::V,acabar,se sfârși
1089,enden::V,acabar,se termina
1090,enden::V,terminar,se sfârși
1091,enden::V,terminar,se termina
1092,wechseln::V,variar,se schimba
1093,wechseln::V,alternar,se schimba
1094,aufgehen[Sonne]::V,nascer,răsări
1095,untergehen[Sonne]::V,pôr-se,apune
1096,scheinen[Sonne]::V,brilhar,străluci
1097,donnern::V,trovejar,tuna
1098,wehen::V,soprar,bate
1099,strömen::V,correr,curge în șiroaie
1100,fließen::V,fluir,curge
1101,sich drehen::V,girar,se învârti
1102,schwanken::V,oscilar,se clătina
1103,schwingen::V,vibrar,vibra
1104,schwingen::V,vibrar,flutura
1105,fallen::V,cair,cădea
1106,brennen::V,arder,arde
1107,rauchen::V,fumegar,fuma
1108,regnen::V,chover,ploua
1109,gefrieren::V,gelar,îngheța
1110,gefrieren::V,congelar,îngheța
1111,tauen::V,derreter,se dezgheța
1112,tauen::V,descongelar,se dezgheța
1113,schmelzen::V,fundir-se,se topi
1114,trocknen::V,secar,se usca
1115,sieden::V,ferver,fierbe
1116,sieden::V,ferver,clocoti
1117,faulen::V,estragar-se,se împuți
1118,verfaulen::V,apodrecer,putrezi
1119,reißen::V,romper-se,se rupe
1120,reißen::V,romper-se,se sfâșia
1121,versinken::V,afundar-se,se scufunda
1122,vergehen::V,passar,trece
1123,vergehen::V,passar,se scurge
1124,erscheinen::V,aparecer,apărea
1125,verschwinden::V,desaparecer,dispărea
1126,sinken::V,descer,cădea
1127,sinken::V,descer,coborî
1128,abnehmen::V,diminuir,scădea
1129,abnehmen::V,diminuir,descrește
1130,abnehmen::V,decrescer,scădea
1131,abnehmen::V,decrescer,descrește
1132,zunehmen::V,crescer,spori
1133,zunehmen::V,crescer,crește
1134,zunehmen::V,crescer,augmenta
1135,zunehmen::V,aumentar,spori
1136,zunehmen::V,aumentar,crește
1137,zunehmen::V,aumentar,augmenta
1138,steigen::V,subir,urca
1139,wachsen::V,crescer,crește
1140,glänzen::V,brilhar,luci
1141,glänzen::V,brilhar,străluci
1142,funkeln::V,cintilar,scânteia
1143,lärmen::V,fazer barulho,face larmă
1144,läuten::V,chocalhar,suna
1145,klingeln::V,tocar,suna
1146,klirren::V,tinir,zăngăni
1147,brausen::V,bramar,vui
1148,rauschen::V,murmurar,vâjâi
1149,rauschen::V,rumorejar,vâjâi
1150,klingen::V,soar,suna
1151,bellen::V,ladrar,lătra
1152,heulen::V,uivar,urla
1153,blasen::V,soprar,sufla
1154,pfeifen::V,assobiar,fluiera
1155,schreien::V,gritar,țipa
1156,stöhnen::V,gemer,geme
1157,zittern::V,tremer,tremura
1158,leben::V,viver,trăi
1159,geboren werden::V,nascer,se naște
1160,atmen::V,respirar,respira
1161,trinken::V,beber,bea
1162,essen::V,comer,mânca
1163,schlucken::V,engolir,înghiți
1164,müde werden::V,cansar-se,se obosi
1165,einschlafen::V,adormecer,adormi
1166,schlafen::V,dormir,dormi
1167,aufwachen::V,acordar,se deștepta
1168,aufstehen::V,levantar-se,fi se scula
1169,sich erholen::V,descansar,se relaxa
1170,sich erholen::V,descansar,se destinde
1171,krank werden::V,adoecer,se îmbolnăvi
1172,krank werden::V,ficar doente,se îmbolnăvi
1173,krank sein::V,estar doente,zăcea
1174,krank sein::V,estar doente,fi bolnav
1175,schmerzen::V,doer,durea
1176,husten::V,tossir,tuși
1177,genesen::V,convalescer,se însănătoși
1178,sterben::V,morrer,muri
1179,umkommen::V,perecer,pieri
1180,sich bewegen::V,mover-se,se mișca
1181,sich rühren::V,mexer-se,se mișca
1182,sich erheben::V,levantar-se,se ridica
1183,sich setzen::V,sentar-se,lua loc
1184,sich setzen::V,sentar-se,se așeza
1185,hinfallen::V,cair,cădea jos
1186,laufen::V,andar,merge
1187,laufen::V,andar,merge pe jos
1188,laufen::V,caminhar,merge
1189,laufen::V,caminhar,merge pe jos
1190,schreiten::V,andar,păși
1191,schreiten::V,caminhar,păși
1192,spazierengehen::V,passear,se plimba
1193,eilen::V,apressar-se,fi se grăbi
1194,sich beeilen::V,apressar-se,se grăbi
1195,sich beeilen::V,despachar-se,se grăbi
1196,sausen::V,correr,țâșni
1197,rennen::V,correr,fugi
1198,rennen::V,correr,alerga
1199,springen::V,saltar,sări
1200,klettern::V,trepar,urca
1201,klettern::V,trepar,se cățăra
1202,schaukeln::V,baloiçar,legăna
1203,kriechen::V,rastejar,se târî
1204,kriechen::V,arrastar-se,se târî
1205,schwimmen::V,nadar,înota
1206,tauchen::V,mergulhar,se scufunda
1207,rudern::V,remar,vâsli
1208,rudern::V,remar,lopăta
1209,fahren::V,ir,merge
1210,fliegen::V,voar,zbura
1211,gehen::V,ir,merge
1212,gehen::V,andar,merge
1213,weggehen::V,partir,se duce
1214,weggehen::V,ir-se embora,se duce
1215,abfahren::V,sair,pleca
1216,abfahren::V,partir,pleca
1217,anhalten::V,parar,se opri
1218,hineingehen::V,entrar,intra
1219,eintreten::V,entrar,intra
1220,kommen::V,vir,veni
1221,ankommen::V,chegar,sosi
1222,ankommen::V,chegar,ajunge
1223,zurückkommen::V,voltar,se întoarce
1224,zurückkommen::V,regressar,se întoarce
1225,bleiben::V,ficar,rămâne
1226,bleiben::V,permanecer,rămâne
1227,warten::V,esperar,aștepta
1228,erwarten::V,esperar,aștepta
1229,erwarten::V,aguardar,aștepta
1230,suchen::V,buscar,căuta
1231,suchen::V,procurar,căuta
1232,finden::V,achar,găsi
1233,finden::V,encontrar,găsi
1234,versuchen::V,tentar,încerca
1235,vorbereiten::V,preparar,pregăti
1236,lieben::V,amar,iubi
1237,lieben::V,querer,iubi
1238,mögen::V,gostar de,plăcea a
1239,lachen::V,rir,râde
1240,lachen::V,rir-se,râde
1241,rühren::V,comover,mișca
1242,rühren::V,comover,înduioșa
1243,weinen::V,chorar,plânge
1244,schimpfen::V,ralhar,înjura
1245,sich ärgern::V,zangar-se,se supăra
1246,sich fürchten::V,ter medo de,se teme
1247,sich fürchten::V,ter medo de,fi teamă a
1248,sich fürchten::V,ter receio de,se teme
1249,sich fürchten::V,ter receio de,fi teamă a
1250,fürchten::V,temer,se teme de
1251,fürchten::V,recear,se teme de
1252,fliehen::V,fugir,fugi
1253,flüchten::V,refugiar-se,evada
1254,sehen::V,ver,vedea
1255,anschauen::V,olhar,privi
1256,ansehen::V,mirar,privi
1257,hören::V,ouvir,auzi
1258,zuhören::V,escutar,asculta
1259,probieren::V,provar,gusta
1260,probieren::V,saborear,gusta
1261,riechen::V,cheirar,mirosi
1262,fühlen::V,sentir,simți
1263,fühlen::V,sentir,resimți
1264,scheinen::V,parecer,părea
1265,zu sehen sein::V,estar à vista,se vedea
1266,vernehmen::V,ouvir,auzi
1267,frieren::V,ter frio,fi frig
1268,tun::V,fazer,face
1269,können::V,saber,ști
1270,können::V,saber,putea
1271,wollen::V,querer,dori
1272,anfangen::V,iniciar,începe
1273,beenden::V,acabar,sfârși
1274,beenden::V,acabar,termina
1275,beenden::V,terminar,sfârși
1276,beenden::V,terminar,termina
1277,aufhören::V,cessar,înceta
1278,aufhören::V,desistir,înceta
1279,gelingen::V,sair bem,reuși
1280,gelingen::V,sair bem,izbuti
1281,gelingen::V,dar bom resultado,reuși
1282,gelingen::V,dar bom resultado,izbuti
1283,geraten::V,sair,reuși
1284,geraten::V,dar resultado,reuși
1285,öffnen::V,abrir,deschide
1286,schließen::V,fechar,închide
1287,stellen::V,pôr,pune
1288,stellen::V,pôr,așeza
1289,stellen::V,colocar,pune
1290,stellen::V,colocar,așeza
1291,setzen::V,pôr,pune
1292,setzen::V,pôr,așeza
1293,setzen::V,meter,pune
1294,setzen::V,meter,așeza
1295,legen::V,pôr,pune
1296,legen::V,meter,pune
1297,berühren::V,tocar,atinge
1298,verbinden::V,unir,lega
1299,verbinden::V,ligar,lega
1300,bedecken::V,cobrir,acoperi
1301,aufhängen::V,pendurar,atârna
1302,aufhängen::V,pendurar,spânzura
1303,anzünden::V,acender,aprinde
1304,aufheben::V,apanhar,ridica
1305,aufheben::V,apanhar,lua de jos
1306,aufheben::V,levantar,ridica
1307,aufheben::V,levantar,lua de jos
1308,zurücklassen::V,deixar,lăsa
1309,zurücklassen::V,deixar,lăsa în urmă
1310,verlieren::V,perder,pierde
1311,fallen lassen::V,deixar cair,scăpa
1312,fallen lassen::V,deixar cair,arunca
1313,machen::V,fazer,face
1314,herstellen::V,produzir,fabrica
1315,herstellen::V,produzir,confecționa
1316,bauen::V,edificar,clădi
1317,bauen::V,edificar,construi
1318,bauen::V,construir,clădi
1319,bauen::V,construir,construi
1320,reparieren::V,reparar,repara
1321,reparieren::V,consertar,repara
1322,verbessern::V,melhorar,ameliora
1323,verbessern::V,melhorar,îmbunătăți
1324,ändern::V,mudar,schimba
1325,ändern::V,mudar,modifica
1326,ändern::V,alterar,schimba
1327,ändern::V,alterar,modifica
1328,graben::V,cavar,săpa
1329,beugen::V,curvar,curba
1330,biegen::V,vergar,îndoi
1331,biegen::V,vergar,încovoia
1332,drehen::V,girar,învârti
1333,wenden::V,virar,întoarce
1334,wenden::V,voltar,întoarce
1335,umdrehen::V,virar,învârti
1336,umdrehen::V,virar,întoarce
1337,umdrehen::V,revolver,învârti
1338,umdrehen::V,revolver,întoarce
1339,heben::V,levantar,ridica
1340,hochheben::V,erguer,ridica
1341,hochheben::V,levantar,ridica
1342,ergreifen::V,apanhar,lua
1343,ergreifen::V,apanhar,apuca
1344,halten::V,segurar,ține
1345,drücken::V,apertar,apăsa
1346,drücken::V,apertar,strânge
1347,schieben::V,empurrar,împinge
1348,kratzen::V,raspar,zgâria
1349,lecken::V,lamber,linge
1350,beißen::V,morder,mușca
1351,abreißen::V,arrancar,rupe
1352,abreißen::V,arrancar,smulge
1353,abschneiden::V,talhar,scurta
1354,binden::V,ligar,lega
1355,stecken::V,meter,pune
1356,stecken::V,enfiar,pune
1357,brechen::V,romper,rupe
1358,brechen::V,romper,frânge
1359,brechen::V,quebrar,rupe
1360,brechen::V,quebrar,frânge
1361,klopfen::V,bater,ciocăni
1362,hauen::V,bater,lovi
1363,kleben::V,colar,lipi
1364,reiben::V,esfregar,freca
1365,reiben::V,esfregar,fricționa
1366,streichen::V,barrar,unge
1367,schleifen::V,afiar,ascuți
1368,schneiden::V,cortar,tăia
1369,rütteln::V,sacudir,zgâlțâi
1370,schütteln::V,abanar,scutura
1371,schütteln::V,sacudir,scutura
1372,schwenken::V,agitar,agita
1373,schütten::V,deitar,vărsa
1374,füllen::V,encher,umple
1375,einwickeln::V,envolver,înveli
1376,einwickeln::V,envolver,înfășura
1377,einwickeln::V,embrulhar,înveli
1378,einwickeln::V,embrulhar,înfășura
1379,tragen::V,levar,căra
1380,tragen::V,trazer,căra
1381,schleppen::V,arrastar,târî
1382,ziehen::V,puxar,trage
1383,aufbewahren::V,guardar,păstra
1384,aufbewahren::V,guardar,conserva
1385,aufbewahren::V,conservar,păstra
1386,aufbewahren::V,conservar,conserva
1387,werfen::V,lançar,arunca
1388,fangen::V,apanhar,prinde
1389,packen::V,agarrar,apuca
1390,verstecken::V,esconder,ascunde
1391,teilen::V,partir,împărți
1392,teilen::V,dividir,împărți
1393,schicken::V,enviar,trimite
1394,bringen::V,trazer,aduce
1395,hinzufügen::V,acrescentar,adăuga
1396,bekommen::V,obter,obține
1397,bekommen::V,obter,dobândi
1398,erhalten::V,receber,primi
1399,erhalten::V,receber,căpăta
1400,nehmen::V,tomar,lua
1401,wählen::V,eleger,opta
1402,wählen::V,eleger,alege
1403,wählen::V,escolher,opta
1404,wählen::V,escolher,alege
1405,auswählen::V,escolher,selecta
1406,auswählen::V,seleccionar,selecta
1407,bewahren::V,guardar,păstra
1408,bewahren::V,conservar,păstra
1409,behindern::V,impedir,stingheri
1410,verderben::V,estragar,strica
1411,verderben::V,corromper,strica
1412,beschädigen::V,danificar,strica
1413,zerbrechen::V,romper,rupe
1414,zerbrechen::V,romper,frânge
1415,zerbrechen::V,quebrar,rupe
1416,zerbrechen::V,quebrar,frânge
1417,zerreißen::V,rasgar,rupe
1418,zerreißen::V,rasgar,sfâșia
1419,zerstören::V,destruir,distruge
1420,verbrennen::V,queimar,arde
1421,verbrennen::V,queimar,incendia
1422,geben::V,dar,da
1423,reichen::V,passar,întinde
1424,schenken::V,oferecer,dărui
1425,versprechen::V,prometer,făgădui
1426,wünschen::V,desejar,ura
1427,loben::V,louvar,lăuda
1428,küssen::V,beijar,săruta
1429,wiegen::V,embalar,legăna
1430,zudecken::V,tapar,acoperi
1431,zudecken::V,cobrir,acoperi
1432,wecken::V,acordar,trezi
1433,wecken::V,acordar,deștepta
1434,wecken::V,despertar,trezi
1435,wecken::V,despertar,deștepta
1436,zeigen::V,mostrar,arăta
1437,führen::V,guiar,călăuzi
1438,führen::V,conduzir,călăuzi
1439,lehren::V,ensinar,preda
1440,lehren::V,ensinar,învăța
1441,unterrichten::V,instruir,învăța
1442,unterrichten::V,instruir,instrui
1443,aufziehen::V,criar,crește
1444,leiten::V,dirigir,duce
1445,leiten::V,dirigir,conduce
1446,leiten::V,conduzir,duce
1447,leiten::V,conduzir,conduce
1448,antreiben::V,impelir,împinge
1449,antreiben::V,impelir,încuraja
1450,lassen::V,fazer,pune pe să
1451,einladen::V,convidar,invita
1452,vereinigen::V,unir,uni
1453,vereinigen::V,unir,întruni
1454,vereinigen::V,reunir,uni
1455,vereinigen::V,reunir,întruni
1456,besuchen::V,ir ver,vizita
1457,besuchen::V,ir ver,face o vizită
1458,besuchen::V,visitar,vizita
1459,besuchen::V,visitar,face o vizită
1460,treffen::V,encontrar,întâlni
1461,sich versammeln::V,reunir-se,se aduna
1462,spielen::V,jogar,se juca
1463,spielen::V,brincar,se juca
1464,singen::V,cantar,cânta
1465,tanzen::V,bailar,dansa
1466,sich trennen::V,apartar-se,se separa
1467,sich trennen::V,apartar-se,se despărți
1468,verlassen::V,deixar,părăsi
1469,verlassen::V,deixar,abandona
1470,verlassen::V,abandonar,părăsi
1471,verlassen::V,abandonar,abandona
1472,retten::V,salvar,salva
1473,bewachen::V,vigiar,păzi
1474,bewachen::V,guardar,păzi
1475,schützen::V,proteger,ocroti
1476,schützen::V,proteger,proteja
1477,verteidigen::V,defender,apăra
1478,sich schlagen::V,brigar,se bate
1479,sich schlagen::V,bater-se,se bate
1480,schießen::V,disparar,trage
1481,siegen::V,vencer,birui
1482,siegen::V,vencer,învinge
1483,ärgern::V,irritar,supăra
1484,ärgern::V,aborrecer,supăra
1485,schlagen::V,bater,lovi
1486,treten::V,pisar,călca
1487,stechen::V,picar,înțepa
1488,stechen::V,picar,împunge
1489,stoßen::V,empurrar,împinge
1490,stehlen::V,furtar,fura
1491,stören::V,perturbar,deranja
1492,belästigen::V,incomodar,importuna
1493,belästigen::V,importunar,importuna
1494,verbergen::V,ocultar,ascunde
1495,verbergen::V,esconder,ascunde
1496,täuschen::V,iludir,amăgi
1497,täuschen::V,enganar,amăgi
1498,betrügen::V,burlar,înșela
1499,betrügen::V,enganar,înșela
1500,töten::V,matar,omorî
1501,wohnen::V,morar,sta
1502,wohnen::V,morar,locui
1503,arbeiten::V,trabalhar,lucra
1504,sammeln::V,recolher,aduna
1505,sammeln::V,recolher,colecționa
1506,sammeln::V,coleccionar,aduna
1507,sammeln::V,coleccionar,colecționa
1508,pflücken::V,colher,culege
1509,jagen::V,caçar,vâna
1510,fischen::V,pescar,pescui
1511,fassen::V,apanhar,prinde
1512,hüten::V,guardar,paște
1513,treiben::V,conduzir,mână
1514,anbinden::V,atar,lega
1515,füttern::V,dar de comer a,da de mâncare
1516,melken::V,ordenhar,mulge
1517,hacken::V,rachar,toca
1518,hacken::V,rachar,sparge
1519,gießen::V,regar,uda
1520,reifen::V,amadurecer,pârgui
1521,zubereiten::V,preparar,găti
1522,kochen::V,cozer,găti
1523,backen::V,cozer,coace
1524,braten::V,assar,coace
1525,braten::V,fritar,coace
1526,umrühren::V,remexer,mesteca
1527,stricken::V,tricotar,împleti
1528,stricken::V,fazer malha,împleti
1529,nähen::V,coser,coase
1530,nähen::V,costurar,coase
1531,färben::V,tingir,vopsi
1532,färben::V,tingir,colora
1533,färben::V,colorir,vopsi
1534,färben::V,colorir,colora
1535,reinigen::V,limpar,curăți
1536,reinigen::V,purificar,curăți
1537,waschen::V,lavar,spăla
1538,abwischen::V,limpar,șterge
1539,abwischen::V,esfregar,șterge
1540,spülen::V,lavar,clăti
1541,spülen::V,enxaguar,clăti
1542,fegen::V,varrer,mătura
1543,kehren::V,varrer,mătura
1544,baden::V,banhar,se scălda
1545,baden::V,tomar banho,se scălda
1546,sich waschen::V,lavar-se,se spăla
1547,ausziehen::V,despir,și scoate
1548,anziehen::V,vestir,îmbrăca
1549,sich anziehen::V,vestir-se,se îmbrăca
1550,kämmen::V,pentear,pieptăna
1551,schmücken::V,adornar,împodobi
1552,sagen::V,dizer,zice
1553,sagen::V,dizer,spune
1554,sprechen::V,falar,vorbi
1555,reden::V,falar,vorbi
1556,reden::V,falar,discuta
1557,sich unterhalten::V,conversar,conversa
1558,sich unterhalten::V,conversar,sta de vorbă
1559,fragen::V,perguntar,întreba
1560,bitten::V,pedir,ruga
1561,erzählen::V,contar,spune
1562,erzählen::V,contar,povesti
1563,mitteilen::V,comunicar,comunica
1564,mitteilen::V,comunicar,înștiința
1565,mitteilen::V,participar,comunica
1566,mitteilen::V,participar,înștiința
1567,nennen::V,nomear,numi
1568,nennen::V,nomear,chema
1569,nennen::V,apelidar,numi
1570,nennen::V,apelidar,chema
1571,rufen::V,chamar,chema
1572,prahlen::V,gabar-se,se făli
1573,prahlen::V,vangloriar-se,se făli
1574,übersetzen::V,traduzir,traduce
1575,denken::V,pensar,gândi
1576,glauben::V,crer,crede
1577,bemerken::V,notar,observa
1578,bemerken::V,observar,observa
1579,erkennen::V,reconhecer,cunoaște
1580,erkennen::V,reconhecer,recunoaște
1581,begreifen::V,apreender,pricepe
1582,begreifen::V,apreender,înțelege
1583,begreifen::V,compreender,pricepe
1584,begreifen::V,compreender,înțelege
1585,verstehen::V,entender,înțelege
1586,verstehen::V,compreender,înțelege
1587,lernen::V,aprender,învăța
1588,wissen::V,saber,ști
1589,sich erinnern an::V,lembrar-se de,a-și aminti de
1590,sich erinnern an::V,recordar-se de,a-și aminti de
1591,vergessen::V,esquecer,uita
1592,messen::V,medir,măsura
1593,zählen::V,contar,număra
1594,rechnen::V,calcular,calcula
1595,lesen::V,ler,citi
1596,malen::V,pintar,picta
1597,zeichnen::V,desenhar,desena
1598,schreiben::V,escrever,scrie
1599,besitzen::V,possuir,avea
1600,besitzen::V,possuir,poseda
1601,kaufen::V,comprar,cumpăra
1602,verkaufen::V,vender,vinde
1603,bezahlen::V,pagar,plăti
1604,bezahlen::V,pagar,achita
1605,zahlen::V,pagar,plăti
1606,beherrschen::V,imperar,stăpâni
1607,ertragen::V,suportar,răbda
1608,ertragen::V,suportar,suporta
