,Concept_ID,he,ps
105,Hügel::N,תל,تپه
106,Anhöhe::N,מעלה,غونډۍ
107,Berg::N,הר,غ‍‍‍‍‍ر
108,Gipfel::N,פסגה,څوکه
109,Höhle::N,מערה,کاز
110,Abhang::N,מדרון,لمن
111,Abhang::N,שפוע,لمن
112,Quelle::N,מעין,چینه
113,Bach::N,נחל,واله
114,Fluss::N,נהר,سیند
115,Ufer::N,גדה,غاړه
116,Küste::N,חוף,ساحل
117,Festland::N,יבשה,وچه
118,Meer::N,ים,بحر
119,Meer::N,ים,سمندر
120,Bucht::N,מפרץ,کارۍ
121,Insel::N,אי,ټاپو
122,Insel::N,אי,جزيره
123,Blume::N,פרח,ګل
124,Gras::N,דשא,واښه
125,Wurzel::N,שרש,ریښه
126,Baum::N,עץ,ونه
127,Stamm::N,גזע,ډډ
128,Rinde::N,קלפת עץ,پوستکی
129,Ast::N,ענף,ښاخ
130,Zweig::N,ענף,څانګه
131,Blatt::N,עלה,پاڼه
132,Birke::N,שדר,توس
133,Kiefer[Baum]::N,ארן,نښتر
134,Weide[Baum]::N,ערבה,وله
135,Tanne::N,אשוח,ناجو
136,Horn::N,קרן,ښکر
137,Feder::N,נוצה,بڼکه
138,Fell::N,פרוה,پوستکی
139,Flügel::N,כנף,وزر
140,Klaue::N,טלף,پنجه
141,Klaue::N,טלף,منګول
142,Kralle::N,טפר,پنجه
143,Kralle::N,טפר,منګول
144,Schwanz::N,זנב,لکۍ
145,Ei::N,ביצה,وۍ
146,Ei::N,ביצה,هګۍ
147,Nest::N,קן,جاله
148,Bau::N,מחלה,کاز
149,Tier::N,חיה,ژوی
150,Tier::N,חיה,حیوان
151,Herde::N,עדר,رمه
152,Herde::N,עדר,غېله
153,Kuh::N,פרה,غوا
154,Bulle::N,פר,غوئی
155,Pferd::N,סוס,آس
156,Schaf::N,כבשה,پسه
157,Schwein::N,חזיר,سرکوزی
158,Hund::N,כלב,سپی
159,Katze::N,חתול,پشه
160,Bär::N,דב,خرس
161,Eichhörnchen::N,סנאי,خړ لمی
162,Elch::N,דישון,ګوزن
163,Fuchs::N,שועל,سپلم
164,Hase::N,ארנב,سوی
165,Maus::N,עכבר,مږک
166,Wolf::N,זאב,لېوه
167,Vogel::N,צפור,مرغه
168,Schwarm::N,נחיל,سېل
169,Schwarm::N,להקה,سېل
170,Huhn::N,תרנגלת,چرګه
171,Hahn::N,תרנגול,چرګ
172,Gans::N,אוז,بته
173,Adler::N,עיט,عقاب
174,Ente::N,ברוז,ایلۍ
175,Eule::N,ינשוף,ګونګی
176,Kranich::N,עגור,کلنګ
177,Kranich::N,כרוכיה,کلنګ
178,Krähe::N,עורב,کارغه
179,Kuckuck::N,קוקיה,فاخته
180,Schwan::N,ברבור,قو
181,Fisch::N,דג,کب
182,Fisch::N,דג,ماهی
183,Barsch::N,אוקונוס,
184,Hecht::N,זאב הים,
185,Schlange[Tier]::N,נחש,مار
186,Wurm::N,תולעת,چینجی
187,Spinne::N,עכביש,غڼه
188,Spinne::N,עכביש,تارکښ
189,Ameise::N,נמלה,مېږی
190,Laus::N,כנה,سپږه
191,Mücke::N,יתוש,ماشی
192,Fliege::N,זבוב,مچ
193,Schmetterling::N,פרפר,پتنګ
194,Beere::N,ענבה,مېوۍ
195,Apfel::N,תפוח,مڼه
196,Pilz::N,פטריה,خرېړی
197,Zwiebel::N,בצל,پیاز
198,Saat::N,זרעים,تخم
199,Korn::N,גרעין,تخم
200,Korn::N,גרעין,دانه
201,Heu::N,חציר,بوس
202,Heu::N,חציר,پروړه
203,Schale::N,קלפה,پوستکی
204,Grube::N,בור,کنده
205,Grube::N,שוחה,کنده
206,Falle::N,מלכדת,دام
207,Falle::N,מלכדת,لومه
208,Schlinge::N,לולאה,کړۍ
209,Spur::N,עקבה,نښه
210,Asche::N,אפר,آس
211,Asche::N,אפר,ایره
212,Dreck::N,זהמה,ناپاکي
213,Eisen::N,ברזל,اوسپنه
214,Gold::N,זהב,سره زر
215,Silber::N,כסף,نقره
216,Silber::N,כסף,سپین زر
217,Kohle::N,פחם,سکور
218,Kohle::N,פחם,سکاره
219,Glas::N,זכוכית,ښيښه
220,Lehm::N,חרסית,خټه
221,Sand::N,חול,شګه
222,Mensch::N,אדם,انسان
223,Mann::N,איש,سړی
224,Mann::N,איש,نارینه
225,Mann::N,גבר,سړی
226,Mann::N,גבר,نارینه
227,Frau::N,אשה,ښځه
228,Frau::N,גברת,ښځه
229,Kind::N,ילד,بچی
230,Kind::N,ילד,ماشوم
231,Junge::N,ילד,هلک
232,Mädchen::N,נערה,نجلۍ
233,Familie::N,משפחה,کورنۍ
234,Großvater::N,סבא,بابا
235,Großmutter::N,סבתא,انا
236,Eltern::N,הורים,مور او پلار
237,Vater::N,אב,پلار
238,Mutter::N,אם,مور
239,Sohn::N,בן,زوی
240,Tochter::N,בת,لور
241,Bruder::N,אח,ورور
242,Schwester::N,אחות,خور
243,Onkel::N,דוד,تره
244,Onkel::N,דוד,ماما
245,Tante::N,דודה,خاله
246,Ehemann::N,איש,مېړه
247,Ehemann::N,בעל,مېړه
248,Ehefrau::N,אשה,مېرمن
249,Freude::N,שמחה,خوشحالي
250,Gelächter::N,צחוק,خندا
251,Glück::N,אשר,بخت
252,Kummer::N,יגון,غم
253,Kummer::N,עגמה,غم
254,Wunsch::N,אחול,هيله
255,Wunsch::N,אחול,غوښتنه
256,Wunsch::N,משאלה,هيله
257,Wunsch::N,משאלה,غوښتنه
258,Lust::N,חשק,شوق
259,Lust::N,חשק,مینه
260,Lust::N,תשוקה,شوق
261,Lust::N,תשוקה,مینه
262,Geist::N,רוח,روح
263,Gedanke::N,מחשבה,فکر
264,Gedächtnis::N,זכרון,یاد
265,Gedächtnis::N,זכרון,حافظه
266,Verstand::N,שכל,عقل
267,Verstand::N,שכל,شعور
268,Sinn::N,מובן,معنی
269,Sinn::N,משמעות,معنی
270,Grund::N,סבה,علت
271,Grund::N,סבה,اساس
272,Wahrheit::N,אמת,حقیقت
273,Gespräch::N,דיון,مرکه
274,Gespräch::N,דיון,خبرې اترې
275,Märchen::N,אגדה,افسانه
276,Erzählung::N,ספור,قصه
277,Erzählung::N,ספור,کیسه
278,Nachricht::N,ידיעה,خبر
279,Neuigkeit::N,חדשה,نوی خبر
280,Name::N,שם,نوم
281,Rätsel::N,תעלומה,کیسۍ
282,Rätsel::N,תעלומה,چیستان
283,Rede::N,נאום,وینا
284,Sprache::N,לשון,ژبه
285,Stimme::N,קול,غږ
286,Stimme::N,קול,اواز
287,Wort::N,מלה,لغت
288,Wort::N,מלה,کلمه
289,Zeichen::N,סימן,نښه
290,Zeichen::N,סימן,اشاره
291,Ruf::N,קריאה,ږغ
292,Ruf::N,קריאה,بلنه
293,Lärm::N,רעש,غالمغال
294,Laut::N,הגה,ږغ
295,Ton::N,צליל,اواز
296,Lied::N,שיר,غزله
297,Lied::N,שיר,سندره
298,Ruhe::N,שלוה,ارامي
299,Leute::N,אנשים,خلک
300,Volk::N,עם,ولس
301,Arbeit::N,עבודה,کار
302,Gast::N,אורח,مېلمه
303,Geschenk::N,מתנה,تحفه
304,Geschenk::N,מתנה,سوغات
305,Spiel::N,משחק,لوبه
306,Gesellschaft::N,חברה,ډله
307,Hilfe::N,עזרה,کومک
308,Hilfe::N,עזרה,مرسته
309,Freund::N,חבר,ملګری
310,Freund::N,ידיד,ملګری
311,Kamerad::N,רע,انډيوال
312,Angelegenheit::N,ענין,موضوع
313,Anzahl::N,מספר,شمېر
314,Anzahl::N,מספר,تعداد
315,Art::N,סוג,ډول
316,Stück::N,חתיכה,ټوټه
317,Teil::N,פרק,برخه
318,Hälfte::N,חצי,نیم
319,Kreis::N,מעגל,دایره
320,Kreuz::N,צלב,صلیب
321,Linie::N,קו,خط
322,Linie::N,קו,لیکه
323,Strich::N,קו קצר,کرښه
324,Abstand::N,מרחק,فاصله
325,Entfernung::N,מרחק,واټن
326,Gegend::N,נוף,سیمه
327,Gegend::N,נוף,منطقه
328,Platz::N,שטח,ځای
329,Ort::N,אתר,ځای
330,Ort::N,מקום,ځای
331,Seite::N,צד,مخ
332,Seite::N,צד,اړخ
333,Mitte::N,אמצע,وسط
334,Mitte::N,אמצע,مینځ
335,Gegenstand::N,אוביקט,شی
336,Sache::N,דבר,شی
337,Sache::N,דבר,څيز
338,Rand::N,פרור,څنډه
339,Rand::N,פרור,کناره
340,Kante::N,קצה,اړخ
341,Ecke::N,פנה,ګوټ
342,Spitze::N,קצה,څوکه
343,Ende::N,סוף,څوکه
344,Loch::N,חר,سوری
345,Winkel::N,פנה,کنج
346,Winkel::N,פנה,کوتی
347,Muster::N,תבנית,نمونه
348,Größe::N,גדל,قد
349,Größe::N,גדל,لويوالی
350,Länge::N,ארך,طول
351,Länge::N,ארך,اوږد والی
352,Höhe::N,קומה,جګوالی
353,Höhe::N,גבה,جګوالی
354,Gewicht::N,משקל,وزن
355,Menge::N,כמות,اندازه
356,Haufen::N,ערמה,کوټه
357,Reihe::N,רצף,صف
358,Reihe::N,רצף,کتار
359,Boot::N,סירה,قايق
360,Ruder::N,משוט,چپه
361,Schlitten::N,מזחלת,ښویېدونی
362,Ski::N,מגלשים,سکي
363,Lagerfeuer::N,מדורה,اور
364,Last::N,משא,بار
365,Last::N,משא,پېټی
366,Gang::N,הליכה,تګ
367,Schritt::N,צעד,ګام
368,Norden::N,צפון,شمال
369,Süden::N,דרום,سوېل
370,Westen::N,מערב,لوېدېځ
371,Osten::N,מזרח,شرق
372,Osten::N,מזרח,ختیځ
373,Holz::N,עץ,لرګی
374,Brett::N,קרש,تخته
375,Platte::N,לוח,تخته
376,Stütze::N,משען,تکیوان
377,Stange::N,מוט,ډاګه
378,Stock::N,מקל,لرګی
379,Stab::N,מוט,چيخله
380,Rohr::N,צנור,نل
381,Haus::N,בית,کور
382,Heim::N,בית,کور
383,Ofen::N,תנור,تودنۍ
384,Fußboden::N,רצפה,غولی
385,Tisch::N,שלחן,مېز
386,Stuhl::N,כסא,چوکۍ
387,Wiege::N,ערש,زانګو
388,Bett::N,מטה,کټ
389,Bett::N,מטה,چپرکټ
390,Regal::N,מדף,تاخچۍ
391,Kiste::N,תבה,صندوق
392,Kiste::N,ארגז,صندوق
393,Fenster::N,חלון,کړکۍ
394,Tür::N,דלת,دروازه
395,Tor::N,שער,دروازه
396,Zaun::N,גדר,کټاره
397,Dach::N,גג,بام
398,Leiter::N,סלם,زينه
399,Besen::N,מטאטא,جارو
400,Spaten::N,את,یوم
401,Schaufel::N,את,بېلچه
402,Gabel::N,מזלג,پنجه
403,Löffel::N,כף,کاشوغه
404,Messer::N,סכין,چاقو
405,Nagel::N,מסמר,ميخ
406,Netz::N,רשת,جال
407,Haken::N,וו,څنګک
408,Haken::N,קרס,څنګک
409,Griff::N,ידית,لاستی
410,Schloss::N,מנעול,کلپ
411,Bild::N,תמונה,رسم
412,Figur::N,פסל,قدوقامت
413,Puppe::N,בבה,ګوډۍ
414,Beutel::N,שק,کڅوړه
415,Bündel::N,צרור,دسته
416,Tasche::N,שקית,بکس
417,Tasche::N,שקית,توبره
418,Eimer::N,דלי,سطل
419,Deckel::N,מכסה,سرپوښ
420,Geschirr::N,כלים,لوښی
421,Sack::N,שק,جوال
422,Tasse::N,ספל,پیاله
423,Topf::N,סיר,دېګی
424,Kessel::N,קנקן,دېګ
425,Essen::N,אכל,خوراک
426,Essen::N,ארוחה,خوراک
427,Nahrung::N,הזנה,خوراک
428,Nahrung::N,תזונה,خوراک
429,Speise::N,מאכל,خواړه
430,Speise::N,ארוחה,خواړه
431,Fleisch::N,בשר,غوښه
432,Getreide::N,דגן,غله
433,Brei::N,מחית,اوګره
434,Brot::N,לחם,ډوډۍ
435,Scheibe::N,עגול,مړۍ
436,Scheibe::N,פרוסה,مړۍ
437,Fett::N,שמן,غوړي
438,Butter::N,חמאה,کوچ
439,Öl::N,שמן,تېل
440,Salz::N,מלח,مالګه
441,Suppe::N,מרק,شوربا
442,Honig::N,דבש,شات
443,Milch::N,חלב,شوده
444,Tee::N,תה,چای
445,Leder::N,עור,څرمن
446,Wolle::N,צמר,پشم
447,Stoff::N,בד,ټوټه
448,Stoff::N,אריג,ټوټه
449,Nadel::N,מחט,ستن
450,Faden::N,חוט,تار
451,Knopf::N,כפתור,تڼۍ
452,Knopf::N,כפתור,تکمه
453,Knoten::N,קשר,غوټه
454,Farbe::N,צבע,رنګ
455,Kleidung::N,בגדים,کالي
456,Hemd::N,חלצה,کميس
457,Kragen::N,צוארון,غاړه
458,Ärmel::N,שרוול,لستوڼی
459,Hose::N,מכנסים,پطلون
460,Gürtel::N,חגורה,کمربند
461,Mütze::N,כובע,خولۍ
462,Schuh::N,נעל,بوټ
463,Stiefel::N,מגף,موزه
464,Ring::N,טבעת,ګوته
465,Band::N,סרט,فيته
466,Kamm::N,מסרק,ګمنځ
467,Spiegel::N,מראה,ایینه
468,Spiegel::N,מראה,هنداره
469,Riemen::N,רצועה,تسمه
470,Schnur::N,חבל,مزی
471,Leine::N,מושכות,رسۍ
472,Decke::N,שמיכה,بړستن
473,Kissen::N,כרית,بالښت
474,Tuch::N,צעיף,ټیکری
475,Handtuch::N,מגבת,دسمال
476,Kraft::N,כוח,زور
477,Kraft::N,כוח,توان
478,Stärke::N,און,قوت
479,Gesundheit::N,בריאות,صحت
480,Gesundheit::N,בריאות,روغتیا
481,Krankheit::N,מחלה,مرض
482,Krankheit::N,מחלה,ناروغي
483,Schmerz::N,כאב,درد
484,Wunde::N,פציעה,ټپ
485,Wunde::N,פציעה,زخم
486,Fieber::N,חם,تبه
487,Arznei::N,תרופה,دوا
488,Arznei::N,תרופה,دارو
489,Brücke::N,גשר,پول
490,Brunnen::N,באר,څاه
491,Brunnen::N,באר,کوهی
492,Weide::N,אחו,وله
493,Weide::N,מרעה,وله
494,Pfad::N,שביל,تړه
495,Pfad::N,מדרכה,تړه
496,Weg::N,דרך,لیار
497,Straße::N,כביש,سړک
498,Dorf::N,כפר,کلی
499,Stadt::N,עיר,ښار
500,Brief::N,מכתב,لیک
501,Brief::N,מכתב,مکتوب
502,Buch::N,ספר,کتاب
503,Buchstabe::N,אות,حرف
504,Buchstabe::N,אות,توری
505,Zeitung::N,עתון,اخبار
506,Leben::N,חיים,ژوند
507,Tod::N,מות,مرګ
508,Tod::N,מות,مړینه
509,Grab::N,קבר,قبر
510,Grab::N,קבר,ډورۍ
511,Kirche::N,כנסיה,کلیسا
512,Sünde::N,חטא,ګناه
513,Gott::N,אל,خدای
514,Arbeiter::N,פועל,کاریګر
515,Chef::N,ראש,آمر
516,Chef::N,מנהל,آمر
517,Meister::N,ממחה,استاد
518,Arzt::N,רופא,طبیب
519,Arzt::N,רופא,ډاکټر
520,Lehrer::N,מורה,معلم
521,Lehrer::N,מורה,ښوونکی
522,Geld::N,כסף,پیسې
523,Geschäft::N,עסקה,سوداګري
524,Laden::N,חנות,دکان
525,Laden::N,חנות,مغازه
526,Preis::N,מחיר,بیه
527,Ware::N,סחורה,مال
528,Nutzen::N,תועלת,ګټه
529,Reichtum::N,עשר,شتمني
530,Welt::N,עולם,نړۍ
531,Welt::N,עולם,دنیا
532,Land::N,ארץ,هېواد
533,Staat::N,מדינה,دولت
534,König::N,מלך,باچا
535,König::N,מלך,پادشاه
536,Macht::N,כוח,قدرت
537,Grenze::N,גבול,حد
538,Grenze::N,גבול,سرحد
539,Krieg::N,מלחמה,جګړه
540,Feind::N,אויב,دښمن
541,Gewalt::N,אלימות,زور
542,Gewalt::N,אלימות,تشدد
543,Kampf::N,קרב,جنګ
544,Kampf::N,קרב,مبارزه
545,Kampf::N,לחימה,جنګ
546,Kampf::N,לחימה,مبارزه
547,Bogen[Waffe]::N,קשת,لیندۍ
548,Pfeil::N,חץ,غشی
549,Gewehr::N,רובה,ټوپک
550,Fehler::N,טעות,خطا
551,Fehler::N,טעות,غلطي
552,Lüge::N,שקר,دروغ
553,Schaden::N,נזק,زیان
554,Schaden::N,נזק,تاوان
555,Unglück::N,מזל רע,بدبختي
556,Schuld::N,אשמה,ګناه
557,Alter::N,גיל,منګ
558,Schluss::N,סיום,اخر
559,Zeit::N,זמן,وخت
560,Tag::N,יום,ورځ
561,Morgen::N,בקר,سبا
562,Morgen::N,בקר,سهار
563,Mittag::N,צהרים,غرمه
564,Abend::N,ערב,ماښام
565,Nacht::N,לילה,شپه
566,Woche::N,שבוע,اونۍ
567,Monat::N,חדש,مياشت
568,Jahr::N,שנה,کال
569,Frühling::N,אביב,پسرلی
570,Sommer::N,קיץ,دوبی
571,Herbst::N,סתו,منی
572,Herbst::N,סתו,خزان
573,Winter::N,חרף,ژمی
574,Januar::N,ינואר,جنوري
575,Februar::N,פברואר,فبروري
576,März::N,מרץ,مارچ
577,April::N,אפריל,اپریل
578,Mai::N,מאי,مې
579,Juni::N,יוני,جون
580,Juli::N,יולי,جولای
581,August::N,אוגוסט,اګست
582,September::N,ספטמבר,سپټامبر
583,Oktober::N,אוקטובר,اکتوبر
584,November::N,נובמבר,نومبر
585,Dezember::N,דצמבר,دسمبر
586,Montag::N,יום שני,دوشنبه
587,Dienstag::N,יום שלישי,سه شنبه
588,Mittwoch::N,יום רביעי,چارشنبه
589,Donnerstag::N,יום חמישי,پنجشنبه
590,Freitag::N,יום ששי,جمعه
591,Samstag::N,יום שבת,خالي
592,Sonntag::N,יום ראשון,یکشنبه
593,groß::A,גדול,لوی
594,klein::A,קטן,وړوکی
595,lang::A,ארך,اوړد
596,kurz::A,קצר,لنډ
597,breit::A,רחב,پراخه
598,schmal::A,צר,تنګ
599,dicht::A,צפוף,ګڼ
600,dick[Gegenstand]::A,עבה,پنډ
601,dünn::A,דק,نری
602,fein::A,מעדן,نازک
603,fest::A,מוצק,کلک
604,fest::A,מוצק,ټینګ
605,flach::A,שטוח,هوار
606,glatt::A,חלק,ښوی
607,hart::A,קשיח,کلک
608,weich::A,רך,نرم
609,weich::A,רך,پوست
610,rund::A,עגל,ګرد
611,spitz::A,חד,تېره
612,scharf::A,חד,تېز
613,scharf::A,חד,تېره
614,stumpf::A,קהה,پڅ
615,schwer::A,כבד,دروند
616,schön::A,יפה,ښکلی
617,heiß::A,חם,تود
618,warm::A,חם,تود
619,kalt::A,קר,ېخ
620,kalt::A,קר,سوړ
621,kühl::A,צונן,ېخ
622,kühl::A,צונן,سوړ
623,frisch::A,טרי,تازه
624,feucht::A,לח,مرطوب
625,nass::A,רטוב,لوند
626,trocken::A,יבש,وچ
627,voll::A,מלא,ډک
628,leer::A,ריק,خالی
629,offen::A,פתוח,خلاص
630,offen::A,פתוח,پرانیستی
631,geschlossen::A,סגור,تړلی
632,sauber::A,נקי,پاک
633,schmutzig::A,מלכלך,چټل
634,roh::A,חי,خام
635,reif::A,בשל,پوخ
636,reif::A,בשל,رسېدلی
637,lecker::A,טעים,خوندور
638,lecker::A,טעים,مزه دار
639,süß::A,מתוק,خوږ
640,süß::A,מתוק,شیرین
641,bitter::A,מר,تریخ
642,sauer::A,חמוץ,ټاک
643,sauer::A,חמוץ,تريو
644,hell::A,בהיר,روڼ
645,hell::A,בהיר,روښان
646,dunkel::A,עמום,تیاره
647,schwarz::A,שחר,تور
648,weiß::A,לבן,سپين
649,rot::A,אדם,سور
650,gelb::A,צהב,زېړ
651,blau::A,כחל,شین
652,blau::A,כחל,اسماني رنګه
653,grün::A,ירק,زرغون
654,grau::A,אפר,خړ
655,bunt::A,צבעוני,رنګارنګ
656,billig::A,זול,ارزان
657,teuer::A,יקר,ګران
658,wertvoll::A,יקר ערך,قیمتي
659,blind::A,עור,ړوند
660,taub::A,חרש,کوڼ
661,kräftig::A,חסן,قوی
662,stark::A,חזק,قوی
663,stark::A,חזק,تکړه
664,schwach::A,חלש,ضعیف
665,schwach::A,חלש,کمزوری
666,fett::A,שמן,چاغ
667,schlank::A,רזה,خوش اندام
668,hübsch::A,יפה תאר,ښکلی
669,hübsch::A,יפה תאר,ښایسته
670,böse::A,רשע,شریر
671,böse::A,רשע,قهرناک
672,dumm::A,טפש,احمق
673,faul::A,עצלן,لټ
674,faul::A,עצלן,تنبل
675,fleißig::A,חרוץ,زحمت کښ
676,geizig::A,קמצן,بخیل
677,klug::A,נבון,عاقل
678,klug::A,נבון,هوښیار
679,klug::A,פקח,عاقل
680,klug::A,פקח,هوښیار
681,geschickt::A,מימן,ماهر
682,lieb::A,יקר,عزیز
683,lieb::A,יקר,محبوب
684,lieb::A,אהוב,عزیز
685,lieb::A,אהוב,محبوب
686,lustig::A,עליז,خوشحال
687,sanft::A,עדין,پوست
688,sanft::A,עדין,ملایم
689,hungrig::A,רעב,وږی
690,krank::A,חולה,مريض
691,krank::A,חולה,ناروغ
692,nackt::A,ערום,لوڅ
693,traurig::A,עצוב,غمجن
694,lebendig::A,חי,ژوندی
695,gut::A,טוב,ښه
696,schlecht::A,גרוע,بد
697,schlecht::A,גרוע,خراب
698,richtig::A,נכון,سم
699,richtig::A,נכון,صحیح
700,schlimm::A,רע,بد
701,schlimm::A,רע,مخوف
702,wahr::A,אמתי,واقعي
703,alt::A,ישן,زوړ
704,neu::A,חדש,نوی
705,ehemalig::A,לשעבר,پخوانی
706,alt[Lebewesen]::A,זקן,زوړ
707,jung::A,צעיר,ځوان
708,arm::A,עני,غریب
709,arm::A,עני,بې وزله
710,reich::A,עשיר,شتمن
711,reich::A,עשיר,دولتمند
712,bekannt::A,ידוע,اشنا
713,berühmt::A,מפרסם,مشهور
714,fremd::A,זר,پردی
715,fremd::A,זר,بېګانه
716,verschieden::A,שונה,مختلف
717,nah::A,קרוב,نژدې
718,fern::A,רחוק,لیری
719,linker::A,שמאלי,چپ
720,linker::A,שמאלי,کیڼ
721,rechter::A,ימין,ښی
722,anderer::A,אחר,بل
723,erster::A,ראשון,لومړی
724,zweiter::A,שני,دوهم
725,dritter::A,שלישי,درېم
726,letzter::A,אחרון,آخرنی
727,letzter::A,אחרון,وروستی
728,allein::ADV,לבד,یوازې
729,auf einmal::ADV,בו-זמנית,په یوه وخت کی
730,zusammen::ADV,ביחד,یو ځای
731,lange::ADV,הרבה זמן,ډېر وخت
732,lange::ADV,הרבה זמן,ډېره موده
733,plötzlich::ADV,לפתע,ناببره
734,plötzlich::ADV,לפתע,یوناڅاپه
735,plötzlich::ADV,פתאום,ناببره
736,plötzlich::ADV,פתאום,یوناڅاپه
737,sofort::ADV,מיד,فوراً
738,sofort::ADV,מיד,سمدلاسه
739,später::ADV,לאחר זמן,وروسته
740,später::ADV,יותר מאחר,وروسته
741,jetzt::ADV,עכשיו,اوس
742,heute::ADV,היום,نن
743,morgen::ADV,מחר,سبا
744,bald::ADV,בקרוב,ژر
745,dann::ADV,אחר-כך,پس
746,dann::ADV,אחר-כך,وروسته
747,gestern::ADV,אתמול,پرون
748,einst::ADV,לפנים,پخوا
749,damals::ADV,אז,هغه وخت
750,danach::ADV,אחר-כך,بیا
751,vorher::ADV,לפני זה,دمخه
752,zuerst::ADV,קדם,لومړی
753,einmal::ADV,פעם,یو ځل
754,manchmal::ADV,לפעמים,ګاهی ګاهی
755,oft::ADV,לעתים קרובות,ډېر ځله
756,immer::ADV,תמיד,تل
757,immer::ADV,תמיד,همېشه
758,niemals::ADV,אף פעם,هیڅکله نه
759,hier::ADV,כאן,دلته
760,hierhin::ADV,פה,دلته
761,hierhin::ADV,פה,دې ځای ته
762,von hier::ADV,מפה,د دې ځای نه
763,dort::ADV,שם,هلته
764,dorthin::ADV,שם,هلته
765,dorthin::ADV,שם,هغه ځای ته
766,geradeaus::ADV,ישר,مخامخ
767,vorwärts::ADV,קדימה,مخ پهٔ وړاندې
768,rückwärts::ADV,לאחור,بېرته
769,zurück::ADV,בחזרה,بېرته
770,zurück::ADV,אחורנית,بېرته
771,unten::ADV,למטה,لاندي
772,hinab::ADV,למטה,ښکته
773,oben::ADV,מעל,پورته
774,oben::ADV,למעלה,پورته
775,hinauf::ADV,למעלה,پاس
776,überall::ADV,בכל מקום,هره خوا
777,nicht::ADV,לא,نه
