,Concept_ID,fi,ab
728,arm::A,köyhä,ананамга
729,reich::A,rikas,абеиа
730,bekannt::A,tuttu,адыр
731,bekannt::A,tunnettu,адыр
732,berühmt::A,kuuluisa,адыр
733,fremd::A,vieras,атəым
734,verschieden::A,eri,Еиуа-еиҧшым
735,verschieden::A,erilainen,Еиуа-еиҧшым
736,nah::A,läheinen,ааигəа
737,fern::A,etäinen,ахара
738,linker::A,vasen,арма
739,rechter::A,oikea,арҕьа
740,anderer::A,muu,даҽа
741,anderer::A,muu,даҽакы
742,anderer::A,toinen,даҽа
743,anderer::A,toinen,даҽакы
744,erster::A,ensimmäinen,актәи
745,zweiter::A,toinen,аҩбатəи
746,dritter::A,kolmas,ахҕатәи
747,letzter::A,viimeinen,аҵыхəтəантəи
748,allein::ADV,yksin,мацара
749,auf einmal::ADV,yhdellä kertaa,зныкала
750,auf einmal::ADV,yhdellä kertaa,зныкҟьара
751,zusammen::ADV,yhdessä,аиц...
752,lange::ADV,kauan,акыраамҭа
753,lange::ADV,pitkään,акыраамҭа
754,plötzlich::ADV,äkkiä,иаалырҟьаны
755,sofort::ADV,heti,иаразнакҵәҟьа
756,später::ADV,myöhemmin,уажəшьҭаншəа
757,jetzt::ADV,nyt,уажәы
758,heute::ADV,tänään,иахьа
759,morgen::ADV,huomenna,уаҵәы
760,bald::ADV,pian,иласны
761,dann::ADV,sitten,нас
762,gestern::ADV,eilen,иацы
763,einst::ADV,aikanaan,зны
764,damals::ADV,silloin,усҟан
765,damals::ADV,siihen aikaan,усҟан
766,danach::ADV,sen jälkeen,нас
767,vorher::ADV,ennen,уаанӡа
768,zuerst::ADV,ensin,азнаказы
769,zuerst::ADV,ensin,аҧхьа
770,zuerst::ADV,ensiksi,азнаказы
771,zuerst::ADV,ensiksi,аҧхьа
772,einmal::ADV,kerran,зны
773,manchmal::ADV,joskus,зны-зынла
774,oft::ADV,usein,лассы-лассы
775,immer::ADV,aina,енагь
776,immer::ADV,aina,еснагь
777,niemals::ADV,ei koskaan,ианакəызаалак
778,hier::ADV,tässä,ара
779,hier::ADV,tässä,абра
780,hier::ADV,tässä,араҟа
781,hier::ADV,täällä,ара
782,hier::ADV,täällä,абра
783,hier::ADV,täällä,араҟа
784,hierhin::ADV,tähän,ара
785,hierhin::ADV,tähän,араҟа
786,von hier::ADV,tästä,арантә
787,von hier::ADV,täältä,арантә
788,dort::ADV,siinä,уа
789,dort::ADV,siellä,уа
790,dorthin::ADV,sinne,уахь
791,dorthin::ADV,sinne,анахь
792,dorthin::ADV,tuonne,уахь
793,dorthin::ADV,tuonne,анахь
794,geradeaus::ADV,suoraan,ишиашоу
795,vorwärts::ADV,eteenpäin,ҕхьаҟа
796,rückwärts::ADV,taaksepäin,шьҭахьла
797,zurück::ADV,takaisin,шьҭахьҟа
798,unten::ADV,alhaalla,лбаа
799,hinab::ADV,alas,алада
800,oben::ADV,ylhäällä,хыхь
801,hinauf::ADV,ylös,аҩада
802,überall::ADV,kaikkialla,зегьынцьара
803,nicht::ADV,ei,-м
804,ein wenig::ADV,vähän,ҕыҭк
805,kaum::ADV,tuskin,аарлаҳәа
806,kaum::ADV,tuskin,афергьҳәа
807,sehr::ADV,kovin,даара
808,sehr::ADV,oikein,даара
809,so::ADV,näin,ас
810,so::ADV,näin,абас
811,noch::ADV,vielä,макьана
812,nur::ADV,vain,заҵәык
813,nur::ADV,ainoastaan,заҵәык
814,schon::ADV,jo,уажәшьҭа
815,schon::ADV,jo,аиҳа ипоу
816,wieder::ADV,taas,ҿыц
817,wieder::ADV,taas,дырҩегь
818,wieder::ADV,taas,дырҩегьых
819,wieder::ADV,jälleen,ҿыц
820,wieder::ADV,jälleen,дырҩегь
821,wieder::ADV,jälleen,дырҩегьых
822,vergebens::ADV,turhaan,баша
823,vor::PRP,edessä,аҕхьа
824,hinter::PRP,takana,нхыҵ
825,unter::PRP,alla,амҵа
826,unter::PRP,alla,амҵан
827,durch::PRP,läpi,
828,durch::PRP,kautta,
829,neben::PRP,vieressä,ааигуара
830,zwischen::PRP,välillä,абжьара
831,wegen::PRP,takia,-иззы
832,wegen::PRP,takia,-ҟнытә
833,wegen::PRP,vuoksi,-иззы
834,wegen::PRP,vuoksi,-ҟнытә
835,dies::PRN,tämä,ари
836,dies::PRN,tämä,абри
837,das::PRN,se,Абни
838,das::PRN,se,убри
839,alles::PRN,kaikki,зегьы
840,ich::PRN,minä,са
841,ich::PRN,minä,сара
842,du::PRN,sinä,бара
843,er::PRN,hän,иара
844,wir::PRN,me,ҳара
845,ihr::PRN,te,шәара
846,sie::PRN,he,дара
847,was::FPRN,mikä,
848,wer::FPRN,ken,дарбан
849,wer::FPRN,kuka,дарбан
850,wo::FADV,missä,иабыкуу
851,wo::FADV,missä,аба-
852,wo::FADV,missä,ахь-
853,wohin::FADV,mihin,иабыкуу
854,wohin::FADV,mihin,аба-
855,wohin::FADV,mihin,ахь-
856,wie::FADV,miten,-шҕа
857,wie::FADV,kuinka,-шҕа
858,warum::FADV,miksi,избан
859,wieviel::FNUM,paljonko,заҟа
860,wieviel::FNUM,kuinka paljon,заҟа
861,eins::NUM,yksi,акы
862,eins::NUM,yksi,аӡәы
863,zwei::NUM,kaksi,ҩба
864,drei::NUM,kolme,хҕа
865,vier::NUM,neljä,ҕшьба
866,fünf::NUM,viisi,хəба
867,sechs::NUM,kuusi,фба
868,sieben::NUM,seitsemän,Бжьба
869,acht::NUM,kahdeksan,ааба
870,neun::NUM,yhdeksän,жәба
871,zehn::NUM,kymmenen,жәаба
872,elf::NUM,yksitoista,жәеизатәи
873,zwölf::NUM,kaksitoista,жәаҩа
874,zwanzig::NUM,kaksikymmentä,ҩажәа
875,dreißig::NUM,kolmekymmentä,ҩажәижәабатәи
876,vierzig::NUM,neljäkymmentä,ҩынҩажәа
877,fünfzig::NUM,viisikymmentä,ҩынҩажәеижәаба
878,sechzig::NUM,kuusikymmentä,хынҩажәа
879,siebzig::NUM,seitsemänkymmentä,хынҩажәижәаба
880,achtzig::NUM,kahdeksankymmentä,ҕшьынҩажәа
881,neunzig::NUM,yhdeksänkymmentä,ҕшьынҩажәижәаба
882,hundert::NUM,sata,шәкы
883,tausend::NUM,tuhat,зқьы
884,und::CNJ,ja,-и
885,oder::CNJ,tai,ма
886,stehen::V,seisoa,агылазаара
887,sitzen::V,istua,атəара
888,sitzen::V,istua,атəа(заа)ра
889,liegen::V,maata,аиара
890,hängen::V,riippua,акнаҳара
891,werden::V,tulla,аҟалара
892,werden::V,joutua,аҟалара
893,passieren::V,sattua,аҟалара
894,passieren::V,tapahtua,аҟалара
895,beginnen::V,alkaa,алагара
896,enden::V,loppua,алгара
897,enden::V,päättyä,алгара
898,wechseln::V,vaihtua,аҽыҧсахра
899,wechseln::V,vaihdella,аҽыҧсахра
900,aufgehen[Sonne]::V,nousta,агылара
901,aufgehen[Sonne]::V,nousta,ахашлара
902,aufgehen[Sonne]::V,nousta,аҩаҵхахара
903,untergehen[Sonne]::V,laskea,аҭашəара
904,scheinen[Sonne]::V,paistaa,акаҧхара
905,donnern::V,jyristä,адыдра
906,wehen::V,tuulla,асра
907,wehen::V,puhaltaa,асра
908,strömen::V,virrata,акаҭəара
909,fließen::V,valua,ацара
910,fließen::V,juosta,ацара
911,sich drehen::V,pyöriä,ахагьежьра
912,schwanken::V,horjua,аҵысра
913,schwingen::V,heilua,ахызазара
914,schwingen::V,heilua,акьаандара
915,schwingen::V,värähdellä,ахызазара
916,schwingen::V,värähdellä,акьаандара
917,fallen::V,pudota,акаҳара
918,fallen::V,langeta,акаҳара
919,brennen::V,palaa,абылра
920,rauchen::V,savuta,ахылҵра
921,regnen::V,sataa,аура
922,gefrieren::V,jäätyä,аҵаара
923,tauen::V,sulaa,аӡҭра
924,schmelzen::V,sulaa,ақəӡыҭра
925,schmelzen::V,sulaa,аҭəара
926,trocknen::V,kuivua,абара
927,sieden::V,kiehua,ашра
928,faulen::V,mädätä,абаара
929,verfaulen::V,mädätä,абаара
930,verfaulen::V,mädätä,аилашра
931,verfaulen::V,mädäntyä,абаара
932,verfaulen::V,mädäntyä,аилашра
933,reißen::V,revetä,аҧжəара
934,versinken::V,upota,аӡааҟəрылара
935,versinken::V,vajota,аӡааҟəрылара
936,vergehen::V,kulua,ацара
937,erscheinen::V,ilmestyä,ацəырҵра
938,verschwinden::V,kadota,аҵашəкəара
939,sinken::V,vajota,атəара
940,sinken::V,vajota,алаҟəра
941,abnehmen::V,vähetä,ацӡаара
942,abnehmen::V,vähetä,аиҵалара
943,zunehmen::V,kasvaa,аҽырҭбаара
944,zunehmen::V,kasvaa,аиҵыҵра
945,zunehmen::V,kasvaa,арацəахара
946,zunehmen::V,lisääntyä,аҽырҭбаара
947,zunehmen::V,lisääntyä,аиҵыҵра
948,zunehmen::V,lisääntyä,арацəахара
949,steigen::V,nousta,азҳара
950,steigen::V,nousta,ашьҭыҵра
951,steigen::V,nousta,адухара
952,steigen::V,nousta,ацлара
953,wachsen::V,kasvaa,азҳара
954,glänzen::V,kiiltää,ацыр-цырра
955,glänzen::V,kiiltää,ацыҩ-цыҩра
956,glänzen::V,kiiltää,аказказра
957,funkeln::V,kipinöidä,ашап-шапра
958,funkeln::V,kipinöidä,ацым-цымра
959,lärmen::V,meluta,ашьҭыбжьгара
960,lärmen::V,meluta,аҕьҕьаҳәа аилалара
961,läuten::V,soida,аҵəҵəасра
962,klingeln::V,soida,аҵəҵəасра
963,klirren::V,kalista,ахьархьарра
964,klirren::V,kalista,архьархьарра
965,brausen::V,kohista,аилаҽҽара
966,brausen::V,kohista,еилашуера
967,rauschen::V,kohista,
968,klingen::V,soida,агара
969,klingen::V,soida,ашьҭыбжь гара
970,bellen::V,haukkua,ашра
971,heulen::V,ulvoa,ауура
972,blasen::V,puhaltaa,аҭəҳəара
973,pfeifen::V,viheltää,ашəшəра
974,schreien::V,kirkua,аҳəҳəара
975,schreien::V,kirkua,ахəаара
976,schreien::V,kirkua,аҟаара
977,stöhnen::V,voihkia,ақьра
978,zittern::V,vapista,аҵыс-ҵысра
979,leben::V,elää,аҟазаара
980,geboren werden::V,syntyä,Аира
981,atmen::V,hengittää,аҕсыҕ лагаҩагара
982,trinken::V,juoda,ажəра
983,essen::V,syödä,акрыфара
984,schlucken::V,niellä,албаадара
985,müde werden::V,uupua,ааҕсара
986,einschlafen::V,uinahtaa,ацəара
987,schlafen::V,maata,ацəазаара
988,schlafen::V,nukkua,ацəазаара
989,aufwachen::V,herätä,аҿыхара
990,aufstehen::V,nousta,Агəылҵра
991,aufstehen::V,nousta ylös,Агəылҵра
992,sich erholen::V,levätä,аҧсшьара
993,krank werden::V,sairastua,ачмазаҩхара
994,krank sein::V,potea,аҳəарҧсарра
995,krank sein::V,sairastaa,аҳəарҧсарра
996,schmerzen::V,särkeä,ахьра
997,schmerzen::V,kivistää,ахьра
998,husten::V,yskiä,аимҳәара
999,genesen::V,toipua,абзиахара
1000,genesen::V,toipua,аӷəӷəахара
1001,sterben::V,kuolla,аҧсра
1002,umkommen::V,saada surmansa,аҭахара
1003,umkommen::V,kuolla,аҭахара
1004,sich bewegen::V,liikkua,аиҭаҵра
1005,sich rühren::V,liikahtaa,ақəацара
1006,sich erheben::V,nousta,аҩагылара
1007,sich setzen::V,istuutua,атəара
1008,hinfallen::V,kaatua,акаҳара
1009,laufen::V,kävellä,аныҟəара
1010,schreiten::V,astua,ашьаҿа еихгара
1011,schreiten::V,astella,ашьаҿа еихгара
1012,spazierengehen::V,kävellä,анеи-ааира
1013,eilen::V,kiirehtiä,аццакра
1014,sich beeilen::V,kiirehtiä,аццакра
1015,sich beeilen::V,olla kiireissään,аццакра
1016,sausen::V,rynnätä,аҧырра
1017,sausen::V,rynnätä,иҭрысны
1018,sausen::V,rynnätä,ишьҭҟьаны ацара
1019,sausen::V,viilettää,аҧырра
1020,sausen::V,viilettää,иҭрысны
1021,sausen::V,viilettää,ишьҭҟьаны ацара
1022,rennen::V,juosta,аҩра
1023,springen::V,hypätä,аҧара
1024,klettern::V,kiivetä,ақəлара
1025,schaukeln::V,kiikkua,аҟəараҟəанҽара
1026,kriechen::V,ryömiä,аҳəазара
1027,schwimmen::V,uida,аӡсара
1028,tauchen::V,sukeltaa,ахəӡааҵəира
1029,rudern::V,soutaa,аҵшьра
1030,fahren::V,ajaa,акала
1031,fahren::V,kulkea,акала
1032,fliegen::V,lentää,аҧырра
1033,gehen::V,käydä,аиҭаҵра
1034,weggehen::V,lähteä,ацара
1035,weggehen::V,poistua,ацара
1036,abfahren::V,lähteä,адəықəлара
1037,abfahren::V,lähteä,ацара
1038,anhalten::V,pysähtyä,ааныргылара
1039,anhalten::V,seisahtua,ааныргылара
1040,hineingehen::V,mennä sisään,аҭалара
1041,eintreten::V,astua sisään,аҩналара
1042,kommen::V,tulla,аара
1043,kommen::V,tulla,ааира
1044,ankommen::V,saapua,ааира
1045,ankommen::V,saapua,аара
1046,ankommen::V,saapua,анеира
1047,zurückkommen::V,palata,азыхынҳəра
1048,bleiben::V,jäädä,аанхара
1049,bleiben::V,jäädä,анхара
1050,bleiben::V,jäädä,аангылара
1051,bleiben::V,viipyä,аанхара
1052,bleiben::V,viipyä,анхара
1053,bleiben::V,viipyä,аангылара
1054,warten::V,odottaa,азҧшзаара
1055,erwarten::V,odottaa,азҧшра
1056,suchen::V,etsiä,ашьҭазаара
1057,finden::V,löytää,аҧшаара
1058,versuchen::V,yrittää,аҽазкра
1059,vorbereiten::V,valmistaa,армазеира
1060,lieben::V,pitää,абзиабара
1061,lieben::V,rakastaa,абзиабара
1062,mögen::V,pitää,агəаҧхара
1063,mögen::V,tykätä,агəаҧхара
1064,lachen::V,nauraa,аччара
1065,rühren::V,liikuttaa,арҵəуара
1066,weinen::V,itkeä,аҵəуара
1067,schimpfen::V,haukkua,ацəҳара
1068,sich ärgern::V,suuttua,агəаара
1069,sich fürchten::V,pelätä,аӡыӡара
1070,fürchten::V,pelätä,ацəшəара
1071,fliehen::V,paeta,абналара
1072,fliehen::V,paeta,ацəцара
1073,flüchten::V,paeta,абналара
1074,flüchten::V,paeta,ацəцара
1075,sehen::V,nähdä,абара
1076,anschauen::V,katsoa,ахəаҧшра
1077,ansehen::V,katsoa,ахəаҧшра
1078,hören::V,kuulla,аҳара
1079,zuhören::V,kuunnella,азыӡырҩра
1080,probieren::V,maistaa,аҧышəара
1081,riechen::V,haistaa,афыҩра
1082,fühlen::V,tuntea,анырра
1083,fühlen::V,tuntea,ацәакырра
1084,scheinen::V,tuntua,шәа
1085,scheinen::V,tuntua,аацәырҵа
1086,zu sehen sein::V,näkyä,
1087,vernehmen::V,kuulla,аҳара
1088,frieren::V,palella,ашəра
1089,frieren::V,palella,аҵаара
1090,tun::V,tehdä,аҟаҵара
1091,können::V,osata,алшара
1092,wollen::V,tahtoa,аҭахра
1093,anfangen::V,ruveta,алагара
1094,anfangen::V,aloittaa,алагара
1095,beenden::V,lopettaa,алгара
1096,aufhören::V,loppua,аҟəыҵра
1097,gelingen::V,onnistua,аура
1098,gelingen::V,onnistua,аманшəалахара
1099,gelingen::V,onnistua,алҵра
1100,geraten::V,sujua,нзаарын
1101,geraten::V,joutua,нзаарын
1102,öffnen::V,avata,аартра
1103,öffnen::V,aukaista,аартра
1104,schließen::V,sulkea,аркра
1105,stellen::V,panna,аргылара
1106,stellen::V,asettaa,аргылара
1107,setzen::V,panna,артəара
1108,setzen::V,istuttaa,артəара
1109,legen::V,panna,ақəҵара
1110,legen::V,asettaa,ақəҵара
1111,berühren::V,koskea,акьысра
1112,berühren::V,koskea,алакьысра
1113,berühren::V,koskettaa,акьысра
1114,berühren::V,koskettaa,алакьысра
1115,verbinden::V,liittää,аҿаҳəара
1116,verbinden::V,yhdistää,аҿаҳəара
1117,bedecken::V,kattaa,ақəршəра
1118,bedecken::V,peittää,ақəршəра
1119,aufhängen::V,ripustaa,акнаҳара
1120,anzünden::V,sytyttää,аркра
1121,aufheben::V,ylös nostaa,ашьҭыхра
1122,aufheben::V,nostaa,ашьҭыхра
1123,zurücklassen::V,jättää,аныжьра
1124,verlieren::V,kadottaa,ацəыӡра
1125,fallen lassen::V,pudottaa,ацəкаҳара
1126,machen::V,tehdä,ачаҧара
1127,herstellen::V,tuottaa,аиҵдара
1128,herstellen::V,valmistaa,аиҵдара
1129,bauen::V,rakentaa,аргылара
1130,reparieren::V,korjata,арҽеира
1131,verbessern::V,parantaa,аиҕьтəра
1132,ändern::V,muuttaa,аҧсахра
1133,graben::V,kaivaa,ажра
1134,beugen::V,taivuttaa,арҟəра
1135,beugen::V,taivuttaa,архəара
1136,biegen::V,taivuttaa,арҟəра
1137,biegen::V,taivuttaa,архəара
1138,drehen::V,kääntää,аргьежьра
1139,wenden::V,kääntää,
1140,umdrehen::V,kääntää,аарҳәра
1141,heben::V,nostaa,аҩахара
1142,heben::V,nostaa,араҳара
1143,heben::V,kohottaa,аҩахара
1144,heben::V,kohottaa,араҳара
1145,hochheben::V,nostaa,ахагалара
1146,hochheben::V,nostaa,ашьҭҳəара
1147,ergreifen::V,tarttua,
1148,halten::V,pitää,акра
1149,drücken::V,painaa,ақəрӷəӷəара
1150,drücken::V,puristaa,ақəрӷəӷəара
1151,schieben::V,työntää,аҵгəара
1152,schieben::V,työntää,агəара
1153,kratzen::V,raapia,ацəҟьара
1154,lecken::V,nuolla,арбзара
1155,beißen::V,purra,ацҳара
1156,abreißen::V,repiä,амжəара
1157,abschneiden::V,leikata poikki,ахҵəара
1158,abschneiden::V,leikata poikki,аҿахҵəара
1159,abschneiden::V,leikata,ахҵəара
1160,abschneiden::V,leikata,аҿахҵəара
1161,binden::V,sitoa,аҿаҳəара
1162,stecken::V,pistää,алаҵара
1163,brechen::V,murtaa,аҧҵəара
1164,klopfen::V,koputtaa,асра
1165,klopfen::V,kolkuttaa,асра
1166,hauen::V,lyödä,ақəкшара
1167,kleben::V,liimata,аҷабра
1168,reiben::V,hieroa,арҟəыҷра
1169,reiben::V,hangata,арҟəыҷра
1170,streichen::V,sivellä,ахьшьра
1171,schleifen::V,hioa,ахра
1172,schneiden::V,leikata,аҧҟара
1173,rütteln::V,ravistaa,арҵысра
1174,schütteln::V,pudistaa,аршəшəара
1175,schwenken::V,heiluttaa,аҟьара
1176,schütten::V,kaataa,аҭаҭəара
1177,füllen::V,täyttää,арҭəра
1178,einwickeln::V,kääriä,алаҳəара
1179,tragen::V,kantaa,аҩагара
1180,schleppen::V,raahata,арҳəазара
1181,ziehen::V,vetää,ахара
1182,aufbewahren::V,säilyttää,аҵəахра
1183,werfen::V,viskata,аршəра
1184,fangen::V,napata,акра
1185,fangen::V,ottaa kiinni,акра
1186,packen::V,tarttua,анкра
1187,packen::V,tarttua,аҵкаара
1188,verstecken::V,kätkeä,аҵəахра
1189,verstecken::V,piilottaa,аҵəахра
1190,teilen::V,jakaa,ашара
1191,schicken::V,lähettää,ашьҭра
1192,bringen::V,viedä,аагара
1193,hinzufügen::V,lisätä,ацҵара
1194,bekommen::V,saada,аҧшаара
1195,bekommen::V,saada,архиара
1196,bekommen::V,saada,аура
1197,erhalten::V,saada,аиура
1198,nehmen::V,ottaa,агара
1199,wählen::V,valita,алҧшаара
1200,auswählen::V,valikoida,алхра
1201,bewahren::V,säilyttää,
1202,behindern::V,estää,аҧырхагахара
1203,verderben::V,pilata,алгара
1204,verderben::V,pilata,абжьыхра
1205,verderben::V,pilata,аҧхасҭатəра
1206,verderben::V,turmella,алгара
1207,verderben::V,turmella,абжьыхра
1208,verderben::V,turmella,аҧхасҭатəра
1209,beschädigen::V,vioittaa,аҧхасҭатəра
1210,beschädigen::V,vahingoittaa,аҧхасҭатəра
1211,zerbrechen::V,rikkoa,аҧҽра
1212,zerreißen::V,repiä rikki,аҧжəара
1213,zerreißen::V,repiä palasiksi,аҧжəара
1214,zerstören::V,hävittää,аилаҧыххаара
1215,verbrennen::V,polttaa,абылра
1216,geben::V,antaa,аҭара
1217,reichen::V,ojentaa,аҭара
1218,schenken::V,lahjoittaa,аҩгара
1219,versprechen::V,luvata,ақəргəыӷра
1220,wünschen::V,toivottaa,
1221,loben::V,ylistää,арҽхəара
1222,küssen::V,suudella,агəӡра
1223,wiegen::V,tuudittaa,
1224,wiegen::V,keinuttaa,
1225,zudecken::V,peittää,аҵахҩара
1226,zudecken::V,peittää,ақəршəра
1227,wecken::V,herättää,арҿыхара
1228,zeigen::V,näyttää,арбара
1229,zeigen::V,osoittaa,арбара
1230,führen::V,johdattaa,аныҟəгара
1231,lehren::V,opettaa,арҵара
1232,unterrichten::V,opettaa,арҧхьара
1233,aufziehen::V,kasvattaa,ааӡара
1234,leiten::V,johtaa,ахагылазаара
1235,antreiben::V,hoputtaa,арццакра
1236,lassen::V,antaa,арҟаҵара
1237,einladen::V,kutsua,ааҕхьара
1238,einladen::V,kutsua,анаҧхьара
1239,vereinigen::V,yhdistää,аилаҵара
1240,besuchen::V,vierailla,абара
1241,treffen::V,tavata,аҧылара
1242,sich versammeln::V,kokoontua,аизара
1243,spielen::V,pelata,ахəмарра
1244,spielen::V,leikkiä,ахəмарра
1245,singen::V,laulaa,ашəаҳəара
1246,tanzen::V,tanssia,акəашара
1247,sich trennen::V,erota,аилыҵра
1248,verlassen::V,jättää,акажьра
1249,retten::V,pelastaa,Аиқəрхара
1250,bewachen::V,vartioida,ахьчара
1251,schützen::V,suojella,ацəыхьчара
1252,verteidigen::V,puolustaa,ахьчара
1253,sich schlagen::V,tapella,аисра
1254,schießen::V,ampua,ахысра
1255,siegen::V,voittaa,аиааира
1256,ärgern::V,ärsyttää,аргəаара
1257,schlagen::V,lyödä,асра
1258,schlagen::V,lyödä,аҭасра
1259,treten::V,potkaista,
1260,stechen::V,pistää,алакшара
1261,stoßen::V,sysätä,агəҭасра
1262,stoßen::V,työntää,агəҭасра
1263,stehlen::V,varastaa,аӡара
1264,stören::V,häiritä,аҧырхагахара
1265,belästigen::V,häiritä,аргəамҵра
1266,verbergen::V,kätkeä,аӡара
1267,täuschen::V,harhauttaa,ажьара
1268,betrügen::V,pettää,ажьара
1269,betrügen::V,petkuttaa,ажьара
1270,töten::V,tappaa,ашьра
1271,wohnen::V,asua,анхара
1272,arbeiten::V,tehdä työtä,аусура
1273,arbeiten::V,työskennellä,аусура
1274,sammeln::V,koota,аҟəшəара
1275,sammeln::V,kerätä,аҟəшəара
1276,pflücken::V,poimia,аҿыршəара
1277,pflücken::V,poimia,аҿыхра
1278,jagen::V,metsästää,ашəарыцара
1279,fischen::V,kalastaa,аҧсыӡ икуеит
1280,fassen::V,pyydystää,акра
1281,fassen::V,saalistaa,акра
1282,hüten::V,paimentaa,арҳəра
1283,hüten::V,paimentaa,ахьчара
1284,treiben::V,ajaa,акацара
1285,anbinden::V,kytkeä,адҳəалара
1286,füttern::V,ruokkia,акырҿаҵара
1287,melken::V,lypsää,ахьара
1288,hacken::V,hakata,аҟəаҟəара
1289,gießen::V,kastella,аҵаҭəара
1290,reifen::V,kypsyä,ашəра
1291,reifen::V,kypsyä,аҟалара
1292,zubereiten::V,valmistaa,ацура
1293,kochen::V,keittää,ажəра
1294,backen::V,leipoa,аӡра
1295,braten::V,paistaa,аӡра
1296,umrühren::V,hämmentää,аилрыхра
1297,stricken::V,kutoa,аҧара
1298,stricken::V,neuloa,аҧара
1299,nähen::V,ommella,аӡахра
1300,färben::V,värjätä,ашəра
1301,färben::V,värittää,ашəра
1302,reinigen::V,puhdistaa,арыцқьара
1303,waschen::V,pestä,аӡәӡәара
1304,abwischen::V,pyyhkiä,арбара
1305,spülen::V,huuhtoa,аҭыршара
1306,fegen::V,pyyhkäistä,аҧссара
1307,kehren::V,lakaista,
1308,baden::V,kylpeä,аҽыкəабара
1309,sich waschen::V,peseytyä,аҽыӡəӡəара
1310,ausziehen::V,riisua,ашəыхра
1311,anziehen::V,pukea ylleen,ашəҵара
1312,sich anziehen::V,pukeutua,аҽеилаҳəара
1313,kämmen::V,kammata,аҳəара
1314,schmücken::V,koristaa,арҧшӡара
1315,schmücken::V,kaunistaa,арҧшӡара
1316,sagen::V,sanoa,аҳəара
1317,sprechen::V,puhua,ацəажəара
1318,reden::V,keskustella,ацəажəара
1319,reden::V,keskustella,аицәажәара
1320,sich unterhalten::V,jutella,аицәажәара
1321,fragen::V,kysyä,азҵаара
1322,bitten::V,pyytää,аҳəара
1323,erzählen::V,kertoa,аҳəара
1324,mitteilen::V,ilmoittaa,азыцҳара
1325,nennen::V,kutsua,ахьӡҵара
1326,nennen::V,nimittää,ахьӡҵара
1327,rufen::V,kutsua,азҿыҭра
1328,prahlen::V,kerskailla,аҽхəара
1329,übersetzen::V,kääntää,аиҭагара
1330,denken::V,miettiä,азхəыцра
1331,denken::V,ajatella,азхəыцра
1332,glauben::V,uskoa,ахаҵара
1333,bemerken::V,huomata,агəаҭара
1334,erkennen::V,tunnistaa,адырра
1335,begreifen::V,ymmärtää,аилкаара
1336,verstehen::V,ymmärtää,аҳара
1337,lernen::V,oppia,аҵара
1338,wissen::V,tietää,адырра
1339,sich erinnern an::V,muistaa,агəаларшəара
1340,vergessen::V,unohtaa,ахашҭра
1341,messen::V,mitata,ашəара
1342,zählen::V,laskea,аҧхьаӡара
1343,rechnen::V,laskea,аҳасабра
1344,lesen::V,lukea,аҧхьара
1345,malen::V,maalata,
1346,zeichnen::V,piirtää,
1347,zeichnen::V,piirustaa,
1348,schreiben::V,kirjoittaa,
1349,besitzen::V,omistaa,амазаара
1350,kaufen::V,ostaa,Аахəара
1351,verkaufen::V,myydä,аҭира
1352,bezahlen::V,maksaa,ахҭынҵара
1353,bezahlen::V,maksaa,ашəара
1354,zahlen::V,maksaa,ашəара
1355,beherrschen::V,hallita,
1356,ertragen::V,kestää,ачҳара
