,Concept_ID,it,ce
800,neben::PRP,a accanto a,юххе
801,zwischen::PRP,fra,юккъехь
802,wegen::PRP,a causa di,дуьхьа
803,dies::PRN,ciò,и
804,dies::PRN,ciò,иза
805,dies::PRN,questo,и
806,dies::PRN,questo,иза
807,das::PRN,ciò,и
808,das::PRN,ciò,иза
809,das::PRN,quello,и
810,das::PRN,quello,иза
811,alles::PRN,tutto,дерриг
812,ich::PRN,ìo,cо
813,du::PRN,tu,хьо
814,er::PRN,lui,и
815,er::PRN,lui,иза
816,er::PRN,egli,и
817,er::PRN,egli,иза
818,wir::PRN,noi,тхо
819,wir::PRN,noi,вай
820,ihr::PRN,voi,шу
821,sie::PRN,loro,уьш
822,was::FPRN,che,хӏун
823,was::FPRN,che cosa,хӏун
824,wer::FPRN,chi,мила
825,wo::FADV,dove,мичaхь
826,wohin::FADV,dove,мича
827,wie::FADV,come,муха
828,warum::FADV,perche,хӏунда
829,wieviel::FNUM,quanto,мел
830,wieviel::FNUM,quanto,маса
831,eins::NUM,uno,цхьаъ
832,zwei::NUM,due,шиъ
833,drei::NUM,tre,кхоъ
834,vier::NUM,quattro,диъ
835,fünf::NUM,cinque,пхиъ
836,sechs::NUM,sei,ялх
837,sieben::NUM,sette,ворхӏ
838,acht::NUM,otto,бархӏ
839,neun::NUM,nove,исс
840,zehn::NUM,dieci,итт
841,elf::NUM,ùndici,цхьайтта
842,zwölf::NUM,dodici,шийтта
843,zwanzig::NUM,venti,ткъа
844,dreißig::NUM,trenta,ткъе итт
845,vierzig::NUM,quaranta,шовзткъа
846,fünfzig::NUM,cinquanta,шовзткъе итт
847,sechzig::NUM,sessanta,кхузткъа
848,siebzig::NUM,settanta,кхузткъе итт
849,achtzig::NUM,ottanta,дезткъа
850,neunzig::NUM,novanta,дезткъе итт
851,hundert::NUM,cento,бӏе
852,tausend::NUM,mille,эзар
853,und::CNJ,e,a
854,oder::CNJ,o,я
855,stehen::V,stare in piedi,латта
856,sitzen::V,sedere,хиъна ӏан
857,sitzen::V,stare seduto,хиъна ӏан
858,liegen::V,giacere,ӏилла
859,hängen::V,pèndere,кхаза
860,hängen::V,èssere appeso,кхаза
861,werden::V,farsi,хила
862,werden::V,diventare,хила
863,passieren::V,succèdere,хила
864,beginnen::V,cominciare,доло
865,enden::V,finire,дӏадерза
866,enden::V,terminare,дӏадерза
867,wechseln::V,variare,хийца
868,wechseln::V,cambiare,хийца
869,aufgehen[Sonne]::V,sòrgere,кхета
870,aufgehen[Sonne]::V,spuntare,кхета
871,untergehen[Sonne]::V,tramontare,чубуза
872,scheinen[Sonne]::V,splèndere,серло яла
873,donnern::V,tonare,къекъа
874,wehen::V,soffiare,хьекха
875,strömen::V,fluire,эха
876,fließen::V,fluire,охьаэха
877,fließen::V,scorrere,охьаэха
878,sich drehen::V,girarsi,хьийза
879,schwanken::V,oscillare,леста
880,schwanken::V,barcollare,леста
881,schwingen::V,vibrare,лесто
882,schwingen::V,oscillare,лесто
883,fallen::V,cadere,охьакхета
884,brennen::V,àrdere,дага
885,brennen::V,bruciare,дага
886,rauchen::V,fumare,оза
887,regnen::V,piòvere,догlа догlу
888,gefrieren::V,gelarsi,гӏоро
889,gefrieren::V,congelarsi,гӏоро
890,tauen::V,sciògliersi,даша
891,schmelzen::V,fòndere,лала
892,schmelzen::V,sciògliersi,лала
893,trocknen::V,asciugarsi,дакъо
894,sieden::V,bollire,кхехка
895,faulen::V,marcire,дахкадала
896,verfaulen::V,imputridire,дахкадала
897,reißen::V,strapparsi,хеда
898,versinken::V,affondare,хичудаха
899,vergehen::V,passare,дlаэха
900,erscheinen::V,apparire,схьадала
901,erscheinen::V,apparire,ӏоттадала
902,erscheinen::V,comparire,схьадала
903,erscheinen::V,comparire,ӏоттадала
904,verschwinden::V,sparire,къайладала
905,verschwinden::V,scomparire,къайладала
906,sinken::V,calare,лахдала
907,sinken::V,scendere,лахдала
908,abnehmen::V,diminuire,
909,zunehmen::V,aumentare,лакхадала
910,steigen::V,salire,хьаладала
911,steigen::V,montare,хьаладала
912,wachsen::V,crescere,кхиа
913,glänzen::V,splèndere,лепа
914,funkeln::V,brillare,къега
915,funkeln::V,scintillare,къега
916,lärmen::V,strepitare,гӏовгӏаян
917,lärmen::V,fare chiasso,гӏовгӏаян
918,läuten::V,suonare,детта
919,klingeln::V,suonare,дека
920,klirren::V,tintinnare,дека
921,brausen::V,rombare,хьаьдда даха
922,brausen::V,rumoreggiare,хьаьдда даха
923,rauschen::V,frusciare,леста
924,klingen::V,suonare,дека
925,bellen::V,latrare,лета
926,bellen::V,abbaiare,лета
927,heulen::V,urlare,угӏа
928,heulen::V,ululare,угӏа
929,blasen::V,soffiare,хӏуп баха
930,pfeifen::V,fischiare,шок етта
931,schreien::V,gridare,мохь бетта
932,stöhnen::V,gèmere,узарш дан
933,zittern::V,tremare,дега
934,leben::V,vìvere,даха
935,geboren werden::V,nàscere,хила
936,atmen::V,respirare,садеӏа
937,trinken::V,bere,мала
938,essen::V,mangiare,кхалла
939,schlucken::V,inghiottire,къурдбан
940,müde werden::V,stancarsi,кӏаддала
941,einschlafen::V,addormentarsi,наб кхета
942,schlafen::V,dormire,вижа
943,schlafen::V,dormire,наб ян
944,schlafen::V,dormire,дижина хила
945,aufwachen::V,svegliarsi,самадала
946,aufstehen::V,levarsi,гӏатта
947,sich erholen::V,riposarsi,садаӏа
948,krank werden::V,ammalarsi,цомгуш хила
949,krank sein::V,èssere malato,цомгуш хила
950,schmerzen::V,dolere,лаза
951,schmerzen::V,dolere,ӏийжа
952,husten::V,tossire,йовхарш етта
953,genesen::V,guarire,тадала
954,sterben::V,morire,дала
955,umkommen::V,perire,хӏаллакхила
956,sich bewegen::V,agitarsi,лела
957,sich rühren::V,muòversi,меттахъхьен
958,sich erheben::V,alzarsi,хьалагlатта
959,sich setzen::V,sedersi,хаа
960,hinfallen::V,cadere,дожа
961,hinfallen::V,cadere,охьакхета
962,laufen::V,camminare,вада
963,laufen::V,camminare,хьада
964,laufen::V,andare a piedi,вада
965,laufen::V,andare a piedi,хьада
966,schreiten::V,andare,болар дан
967,schreiten::V,andare,ког баккха
968,schreiten::V,procedere,болар дан
969,schreiten::V,procedere,ког баккха
970,spazierengehen::V,passeggiare,доладала
971,spazierengehen::V,andare a passeggio,доладала
972,eilen::V,andare in fretta,сихдала
973,sich beeilen::V,affrettarsi,сихдала
974,sausen::V,volare,
975,sausen::V,correre,
976,rennen::V,correre,дада
977,springen::V,saltare,ирхкхийсадала
978,klettern::V,arrampicarsi,тӏедийла
979,schaukeln::V,fare l'altalena,техко
980,kriechen::V,strisciare,такха
981,schwimmen::V,nuotare,некадан
982,tauchen::V,tuffarsi,чулелха
983,tauchen::V,immèrgersi,чулелха
984,rudern::V,remare,дига лело
985,rudern::V,remare,кема лело
986,fahren::V,andare,хахка
987,fahren::V,viaggiare,хахка
988,fliegen::V,volare,тӏемадала
989,gehen::V,andare,лeла
990,weggehen::V,andàrsene,дӏадаха
991,weggehen::V,andare via,дӏадаха
992,abfahren::V,partire,дӏадаха
993,anhalten::V,fermarsi,саца
994,hineingehen::V,entrare,чудала
995,eintreten::V,entrare,чудала
996,kommen::V,venire,кхача
997,kommen::V,venire,дӏакхача
998,kommen::V,venire,схьакхача
999,ankommen::V,arrivare,кхача
1000,ankommen::V,arrivare,схьакхача
1001,zurückkommen::V,ritornare,юхада
1002,bleiben::V,restare,диса
1003,bleiben::V,rimanere,диса
1004,warten::V,aspettare,хьежа
1005,warten::V,aspettare,cобар дан
1006,erwarten::V,attèndere,хьоьжуш ӏан
1007,suchen::V,cercare,леха
1008,finden::V,trovare,каро
1009,versuchen::V,tentare,дан хьажа
1010,vorbereiten::V,preparare,кечъян
1011,lieben::V,amare,деза
1012,mögen::V,piacere a,безамхила
1013,mögen::V,volere bene a,безамхила
1014,lachen::V,rìdere,дела
1015,rühren::V,commuòvere,хьедан
1016,weinen::V,piàngere,делха
1017,schimpfen::V,imprecare,чехо
1018,sich ärgern::V,stizzirsi,оьгӏазъэха
1019,sich ärgern::V,arrabbiarsi,оьгӏазъэха
1020,sich fürchten::V,avere paura,кхера
1021,fürchten::V,temere,кхера
1022,fliehen::V,fuggire,дӏадада
1023,flüchten::V,sfuggire,дӏадада
1024,sehen::V,vedere,ган
1025,anschauen::V,guardare,хьажа
1026,anschauen::V,guardare,хьежа
1027,ansehen::V,guardare,хьовса
1028,hören::V,udire,хаза
1029,hören::V,sentire,хаза
1030,zuhören::V,ascoltare,ладогӏа
1031,probieren::V,degustare,хьажа
1032,probieren::V,assaggiare,хьажа
1033,riechen::V,sentire,хьожа яха
1034,fühlen::V,sentire,хаадала
1035,scheinen::V,parere,мотта
1036,scheinen::V,sembrare,мотта
1037,zu sehen sein::V,vedersi,гуш хила
1038,vernehmen::V,sentire,бартхатта
1039,vernehmen::V,percepire,бартхатта
1040,frieren::V,aver freddo,гӏоро
1041,tun::V,fare,дан
1042,können::V,sapere,дадала
1043,wollen::V,volere,тӏергӏа
1044,anfangen::V,iniziare,доло
1045,anfangen::V,cominciare,доло
1046,beenden::V,finire,довла
1047,beenden::V,terminare,довла
1048,aufhören::V,finire,саца
1049,aufhören::V,cessare,саца
1050,gelingen::V,riuscire,кадала
1051,geraten::V,stare,хила
1052,öffnen::V,aprire,дӏаделла
1053,öffnen::V,aprire,схьаделла
1054,schließen::V,chiùdere,къовла
1055,schließen::V,chiùdere,дӏачӏагӏа
1056,stellen::V,porre,хlотто
1057,stellen::V,mettere,хlотто
1058,setzen::V,porre,дийгӏа
1059,setzen::V,mettere,дийгӏа
1060,legen::V,posare,охьадилла
1061,legen::V,mettere,охьадилла
1062,berühren::V,toccare,хьедан
1063,verbinden::V,unire,вовшахтаса
1064,verbinden::V,congiùngere,вовшахтаса
1065,bedecken::V,coprire,тилла
1066,bedecken::V,coprire,тӏетаса
1067,bedecken::V,ricoprire,тилла
1068,bedecken::V,ricoprire,тӏетаса
1069,aufhängen::V,attaccare,хьалаолла
1070,anzünden::V,accèndere,лато
1071,anzünden::V,incendiare,лато
1072,aufheben::V,raccògliere,айа
1073,zurücklassen::V,lasciare,дита
1074,zurücklassen::V,lasciare indietro,дита
1075,verlieren::V,pèrdere,дайа
1076,fallen lassen::V,lasciare cadere,охьадожо
1077,machen::V,fare,дан
1078,herstellen::V,produrre,дан
1079,herstellen::V,fabbricare,дан
1080,bauen::V,costruire,гӏишлоян
1081,reparieren::V,riparare,тадан
1082,verbessern::V,migliorare,нисдан
1083,ändern::V,mutare,хийца
1084,ändern::V,cambiare,хийца
1085,graben::V,scavare,ахка
1086,beugen::V,chinare,сатто
1087,beugen::V,flettere,сатто
1088,biegen::V,tòrcere,сатто
1089,drehen::V,girare,хьовзо
1090,wenden::V,girare,
1091,wenden::V,voltare,
1092,umdrehen::V,rivoltare,хьовзo
1093,heben::V,levare,айа
1094,heben::V,levare,хьалаайа
1095,hochheben::V,levare,хьалаайа
1096,hochheben::V,sollevare,хьалаайа
1097,ergreifen::V,afferrare,дӏалаца
1098,halten::V,tenere,латто
1099,drücken::V,premere,тӏетаӏо
1100,schieben::V,spìngere,татта
1101,kratzen::V,grattare,мӏараш тийса
1102,kratzen::V,graffiare,мӏараш тийса
1103,lecken::V,leccare,мотт хьекха
1104,beißen::V,mòrdere,катoха
1105,abreißen::V,staccarsi,схьадаккха
1106,abreißen::V,strapparsi,схьадаккха
1107,abschneiden::V,tagliare,кхада
1108,binden::V,legare,дӏадехка
1109,binden::V,legare,вовшахтаса
1110,binden::V,bendare,дӏадехка
1111,binden::V,bendare,вовшахтаса
1112,stecken::V,ficcare,чудахийта
1113,brechen::V,rompere,кагдан
1114,klopfen::V,bàttere,детта
1115,hauen::V,picchiare,етта
1116,kleben::V,incollare,тӏелато
1117,reiben::V,fregare,хьекхо
1118,streichen::V,spalmare,тlехьакха
1119,schleifen::V,arrotare,ирдан
1120,schneiden::V,tagliare,ларга
1121,rütteln::V,scuòtere,лесто
1122,schütteln::V,agitare,лесто
1123,schütteln::V,scuòtere,лесто
1124,schwenken::V,agitare,лесто
1125,schwenken::V,sventolare,лесто
1126,schütten::V,versare,дотта
1127,füllen::V,riempire,дуза
1128,einwickeln::V,involtare,хьарчо
1129,tragen::V,portare,дахьа
1130,schleppen::V,trainare,ийзо
1131,schleppen::V,trascinare,ийзо
1132,ziehen::V,tirare,озо
1133,aufbewahren::V,custodire,ӏалашдан
1134,aufbewahren::V,conservare,ӏалашдан
1135,werfen::V,gettare,кхосса
1136,werfen::V,lanciare,кхосса
1137,fangen::V,prèndere,леца
1138,fangen::V,acchiappare,леца
1139,packen::V,pigliare,леца
1140,packen::V,afferrare,леца
1141,verstecken::V,nascondere,къайладаккха
1142,teilen::V,divìdere,декъа
1143,schicken::V,inviare,дӏадахьийта
1144,bringen::V,portare,дан
1145,bringen::V,apportare,дан
1146,hinzufügen::V,aggiùngere,тӏетоха
1147,bekommen::V,ricevere,даккха
1148,erhalten::V,ricevere,даккха
1149,nehmen::V,prèndere,схьаэца
1150,wählen::V,elèggere,харжа
1151,wählen::V,scegliere,харжа
1152,auswählen::V,scegliere,харжа
1153,bewahren::V,conservare,lалашдан
1154,behindern::V,impedire,новкъарло ян
1155,verderben::V,guastare,талхо
1156,beschädigen::V,danneggiare,дохо
1157,zerbrechen::V,rompere,дохо
1158,zerbrechen::V,rompere,кагдан
1159,zerbrechen::V,spezzare,дохо
1160,zerbrechen::V,spezzare,кагдан
1161,zerreißen::V,stracciare,хадо
1162,zerstören::V,distrùggere,дохо
1163,zerstören::V,distrùggere,кагдан
1164,verbrennen::V,bruciare,даго
1165,geben::V,dare,яла
1166,reichen::V,pòrgere,дӏадала
1167,reichen::V,pòrgere,дӏакховдо
1168,schenken::V,regalare,совгӏат дан
1169,versprechen::V,promettere,ваӏда дан
1170,wünschen::V,augurare,лаа
1171,loben::V,lodare,хасто
1172,küssen::V,baciare,оба яккха
1173,wiegen::V,cullare,тахка
1174,wiegen::V,dondolare,тахка
1175,zudecken::V,coprire,тӏетаса
1176,wecken::V,svegliare,самадаккха
1177,zeigen::V,indicare,гайта
1178,führen::V,guidare,дига
1179,führen::V,condurre,дига
1180,lehren::V,insegnare,ӏамо
1181,unterrichten::V,istruire,хьеха
1182,unterrichten::V,insegnare,хьеха
1183,aufziehen::V,allevare,кхио
1184,leiten::V,avviare,урхалла дан
1185,leiten::V,dirìgere,урхалла дан
1186,antreiben::V,incitare,сихдан
1187,lassen::V,fare,-йта
1188,einladen::V,invitare,кхайкха
1189,vereinigen::V,unire,цхьаьнатоха
1190,besuchen::V,visitare,хьажахIотта
1191,besuchen::V,far vìsita a,хьажахIотта
1192,treffen::V,incontrare,дуьхьалкхета
1193,sich versammeln::V,rinunirsi,гулдан
1194,spielen::V,giocare,ловза
1195,singen::V,cantare,лакха
1196,tanzen::V,danzare,хелхадала
1197,sich trennen::V,separarsi,къаста
1198,verlassen::V,lasciare,дита
1199,verlassen::V,abbandonare,дита
1200,retten::V,salvare,кӏелхьардаккха
1201,bewachen::V,custodire,ха дан
1202,schützen::V,protèggere,лардан
1203,verteidigen::V,difèndere,лардан
1204,sich schlagen::V,bàttersi,етта
1205,schießen::V,sparare,детта
1206,siegen::V,vìncere,тола
1207,ärgern::V,stizzire,оьгӏаздахийта
1208,schlagen::V,bàttere,тоха
1209,treten::V,calciare,мийра тоха
1210,stechen::V,pùngere,ӏотта
1211,stechen::V,pùngere,къовзо
1212,stoßen::V,urtare,татта
1213,stoßen::V,spìngere,татта
1214,stehlen::V,rubare,лачкъо
1215,stören::V,disturbare,новкъарло ян
1216,belästigen::V,molestare,сагатдан
1217,belästigen::V,importunare,сагатдан
1218,verbergen::V,celare,къайладаккха
1219,verbergen::V,nascondere,къайладаккха
1220,täuschen::V,ingannare,ӏexo
1221,betrügen::V,frodare,ледан
1222,betrügen::V,truffare,ледан
1223,töten::V,uccìdere,ден
1224,wohnen::V,abitare,даха
1225,arbeiten::V,lavorare,къахьега
1226,sammeln::V,raccògliere,гулдан
1227,sammeln::V,collezionare,гулдан
1228,pflücken::V,cògliere,даха
1229,jagen::V,cacciare,талла
1230,fischen::V,pescare,чӏерий леца
1231,fassen::V,catturare,лаца
1232,fassen::V,catturare,схьалаца
1233,fassen::V,acchiappare,лаца
1234,fassen::V,acchiappare,схьалаца
1235,hüten::V,pascolare,лардан
1236,treiben::V,spìngere,лахка
1237,anbinden::V,legare,дӏадехка
1238,anbinden::V,attaccare,дӏадехка
1239,füttern::V,dar da mangiare a,хӏума яла
1240,melken::V,mùngere,оза
1241,hacken::V,tritare,
1242,hacken::V,spaccare,
1243,gießen::V,annaffiare,хи тоха
1244,reifen::V,maturare,хьекъа
1245,zubereiten::V,preparare,кечъян
1246,zubereiten::V,preparare,кхача бан
1247,kochen::V,cuòcere,кхача бан
1248,backen::V,cuòcere,датта
1249,backen::V,cuòcere al forno,датта
1250,braten::V,frìggere,кхарза
1251,braten::V,arrostire,кхарза
1252,umrühren::V,mescolare,кего
1253,stricken::V,llavorare a maglia,
1254,nähen::V,cucire,тега
1255,färben::V,tìngere,басардан
1256,reinigen::V,pulire,цӏандан
1257,reinigen::V,nettare,цӏандан
1258,waschen::V,lavare,йила
1259,waschen::V,lavare,йитта
1260,waschen::V,lavare,дӏадайа
1261,abwischen::V,asciugare,дӏадайа
1262,spülen::V,lavare,хи кхарза
1263,spülen::V,sciacquare,хи кхарза
1264,fegen::V,spazzare,нуй хьакха
1265,kehren::V,spazzare,нуй хьакха
1266,baden::V,bagnarsi,лийча
1267,baden::V,fare il bagno,лийча
1268,sich waschen::V,lavarsi,юьхь йила
1269,ausziehen::V,tògliersi,духар дӏадаккха
1270,anziehen::V,mettersi,
1271,anziehen::V,indossare,
1272,sich anziehen::V,vestirsi,духа
1273,kämmen::V,pettinare,ехк хьакха
1274,schmücken::V,ornare,хаздан
1275,schmücken::V,decorare,хаздан
1276,sagen::V,dire,ала
1277,sprechen::V,parlare,баха
1278,sprechen::V,parlare,мотт бийца
1279,reden::V,parlare,къамел дан
1280,sich unterhalten::V,conversare,къамел дан
1281,fragen::V,chièdere,хатта
1282,fragen::V,domandare,хатта
1283,bitten::V,pregare,деха
1284,erzählen::V,narrare,дийца
1285,erzählen::V,raccontare,дийца
1286,mitteilen::V,comunicare,хаам бан
1287,nennen::V,nominare,цӏе яккха
1288,rufen::V,chiamare,кхайкха
1289,prahlen::V,vantarsi,куралла ян
1290,prahlen::V,vantarsi,дозалла дан
1291,übersetzen::V,tradurre,гоч дан
1292,denken::V,pensare,ойла ян
1293,glauben::V,credere,теша
1294,bemerken::V,notare,ган
1295,bemerken::V,osservare,ган
1296,erkennen::V,riconoscere,довза
1297,begreifen::V,capire,кхета
1298,begreifen::V,comprèndere,кхета
1299,verstehen::V,intèndere,кхета
1300,verstehen::V,comprèndere,кхета
1301,lernen::V,imparare,деша
1302,lernen::V,apprèndere,деша
1303,wissen::V,sapere,хаа
1304,sich erinnern an::V,ricordare,дагадан
1305,sich erinnern an::V,ricordarsi di,дагадан
1306,vergessen::V,dimenticare,дицдала
1307,messen::V,misurare,дуста
1308,zählen::V,contare,дагардан
1309,rechnen::V,contare,лара
1310,rechnen::V,calcolare,лара
1311,lesen::V,lèggere,еша
1312,malen::V,dipìngere,сурт дилла
1313,zeichnen::V,disegnare,сурт дилла
1314,schreiben::V,scrìvere,яздан
1315,besitzen::V,possedere,доладан
1316,kaufen::V,comprare,эца
1317,kaufen::V,acquistare,эца
1318,verkaufen::V,vendere,дохка
1319,bezahlen::V,pagare,мах бала
1320,zahlen::V,pagare,мах бала
1321,beherrschen::V,dominare,собаре хила
1322,ertragen::V,sopportare,лан
1323,ertragen::V,sopportare,сатоха
1324,ertragen::V,sopportare,садетта
