,Concept_ID,mhr,mdf
63,Träne::N,шинчавӱ́д,сельмове́дь
64,Geschmack::N,там,таньф
65,Geruch::N,пуш,шине
66,Schlaf::N,о́мо,удома́
67,Traum::N,йӱдо́мо,он
68,Himmel::N,кава́,менель
69,Sonne::N,ке́че,ши
70,Mond::N,ты́лзе,ков
71,Stern::N,шӱ́дыр,тяште
72,Luft::N,юж,кожф
73,Wind::N,марде́ж,варма
74,Welle::N,то́лкын,тавла
75,Wasser::N,вӱд,ведь
76,Stein::N,кӱ,кев
77,Boden::N,рок,мода
78,Boden::N,рок,потмакс
79,Erde::N,мла́нде,мода
80,Erde::N,мла́нде,мастор
81,Staub::N,пура́к,пуль
82,Rauch::N,шикш,качам
83,Funke::N,сеске́м,ця́тка
84,Funke::N,тулйы́п,ця́тка
85,Feuer::N,тул,тол
86,Licht::N,со́то,ва́лда
87,Schatten::N,ӱ́мыл,цильф
88,Wetter::N,иге́че,уша
89,Nebel::N,тӱтыра́,тума́н
90,Wolke::N,пыл,ковол
91,Regen::N,йӱр,пизем
92,Schnee::N,лум,лов
93,Eis::N,ий,эй
94,Frost::N,чатлама́,ке́льме
95,Kälte::N,йӱ́штӧ,якшама
96,Hitze::N,шо́кшо,пси
97,Raureif::N,пӧрш,леш
98,Raureif::N,по́кшым,леш
99,Regenbogen::N,шонанпы́л,а́тямъёнга
100,Donner::N,кӱ́дырчӧ,атям
101,Strömung::N,йо́гын,шудема́
102,Tropfen::N,чӱча́лтыш,путькс
103,Tropfen::N,чӱча́лтыш,пътняфкс
104,Schaum::N,шоҥ,шов
105,Schmutz::N,лавыра́,ърда́з
106,See::N,ер,эрьхке
107,Sumpf::N,лӱ́кӧ,шяй
108,Moor::N,куп,шяй
109,Wiese::N,о́лык,луга
110,Wald::N,чодыра́,вирь
111,Hügel::N,арка́,губо́р
112,Hügel::N,арка́,пандоня
113,Anhöhe::N,тӧва́,губо́р
114,Anhöhe::N,кӱкшака́,губо́р
115,Berg::N,ку́рык,панда
116,Gipfel::N,чаҥга́,пря
117,Gipfel::N,курыкву́й,пря
118,Höhle::N,пеще́р,у́нда
119,Höhle::N,курыкпо́мыш,у́нда
120,Abhang::N,та́йыл,па́нда ша́ма
121,Quelle::N,важ,эшиня
122,Quelle::N,вӱдшинча́,эшиня
123,Bach::N,изэҥе́р,шудерькс
124,Fluss::N,эҥе́р,ляй
125,Ufer::N,сер,търва́
126,Küste::N,вӱдтӱ́р,ляйтърва́
127,Festland::N,мла́нде,мода
128,Meer::N,те́ҥыз,моря
129,Bucht::N,икса́,ведьуське
130,Insel::N,отро́,цёнга
131,Blume::N,пеле́дыш,панчф
132,Gras::N,шу́до,тише
133,Wurzel::N,вож,юр
134,Wurzel::N,вож,ункс
135,Baum::N,пуше́ҥге,шуфта
136,Stamm::N,йы́тыр,ро́нга
137,Rinde::N,шӱм,кер
138,Ast::N,укш,морга
139,Zweig::N,торма́к,тарад
140,Blatt::N,лышта́ш,лопа
141,Birke::N,куэ́,ке́лу
142,Kiefer[Baum]::N,пӱ́нчӧ,пиче
143,Weide[Baum]::N,уа́,каль
144,Tanne::N,кож,куз
145,Horn::N,шур,сюра
146,Feder::N,пы́стыл,толга
147,Fell::N,кова́ште,кедь
148,Flügel::N,шу́лдыр,паця
149,Klaue::N,кӱч,кенже
150,Kralle::N,ла́па,кенже
151,Kralle::N,копа́,кенже
152,Schwanz::N,поч,пула
153,Ei::N,му́но,ал
154,Nest::N,пыжа́ш,пиза
155,Bau::N,пыжа́ш,пиза
156,Tier::N,я́нлык,жува́та
157,Tier::N,живо́тный,жува́та
158,Herde::N,кӱ́тӱ,нал
159,Herde::N,кӱ́тӱ,стада
160,Herde::N,тӱшка́,нал
161,Herde::N,тӱшка́,стада
162,Kuh::N,ушка́л,скал
163,Kuh::N,ушка́л,тракс
164,Bulle::N,ӱ́шкыж,бука
165,Pferd::N,и́мне,лишме
166,Schaf::N,шо́рык,уча́
167,Schwein::N,сӧсна́,тува
168,Hund::N,пий,пине
169,Katze::N,пы́рыс,катоня
170,Katze::N,пы́рыс,аваката
171,Bär::N,маска́,офта
172,Eichhörnchen::N,ур,ур
173,Elch::N,шо́рдо,ся́рда
174,Fuchs::N,ры́выж,келазь
175,Hase::N,мера́ҥ,ну́мол
176,Maus::N,коля́,шеер
177,Wolf::N,пи́ре,върьгаз
178,Vogel::N,ка́йык,нармонь
179,Schwarm::N,каша́к,ко́вол
180,Schwarm::N,каша́к,ме́швеле
181,Huhn::N,чы́ве,сараз
182,Hahn::N,агыта́н,а́тякш
183,Gans::N,ко́мбо,маци
184,Adler::N,карагу́ш,куцькан
185,Ente::N,лу́до,яксярга
186,Eule::N,тумна́,ко́рож
187,Kranich::N,турня́,ка́рга
188,Krähe::N,кора́к,ва́рси
189,Kuckuck::N,куку́,ку́ку
190,Schwan::N,йӱ́ксӧ,ло́ксти
191,Fisch::N,кол,кал
192,Barsch::N,ола́ҥге,о́кунь
193,Hecht::N,нуж,щу́ка
194,Hecht::N,чорта́н,щу́ка
195,Schlange[Tier]::N,ки́шке,куй
196,Wurm::N,шукш,сукс
197,Spinne::N,эҥыре́мыш,унжа́
198,Ameise::N,ку́тко,панжам
199,Laus::N,тий,си
200,Mücke::N,шыҥа́,ся́ське
201,Fliege::N,ка́рме,кару
202,Schmetterling::N,лы́ве,ме́лав
203,Beere::N,мӧр,и́мож
204,Apfel::N,олма́,марь
205,Pilz::N,по́ҥго,панга
206,Zwiebel::N,шога́н,шурьхкя́
207,Saat::N,нӧ́шмӧ,видьмот
208,Saat::N,туш,видьмот
209,Korn::N,шу́рно,сёра
210,Heu::N,шу́до,тише
211,Schale::N,шӱм,кедь
212,Grube::N,выне́м,лотка
213,Falle::N,лӧ́дӧ,туфкс
214,Falle::N,лӧ́дӧ,кунда́ма
215,Schlinge::N,о́птыш,килькш
216,Schlinge::N,шӧрга́лтыш,килькш
217,Spur::N,кыша́,пильгоки́
218,Asche::N,ло́мыж,кулу
219,Dreck::N,лавыра́,ърда́з
220,Eisen::N,кӱ́ртньӧ,кшни
221,Gold::N,шӧ́ртньӧ,ока
222,Gold::N,шӧ́ртньӧ,золота
223,Silber::N,ший,сия́
224,Kohle::N,мландышӱ́й,седь
225,Kohle::N,мландышӱ́й,седьвальмя
226,Glas::N,янда́,кля́нцек
227,Lehm::N,шун,сёвонь
228,Sand::N,ошма́,шува́р
229,Mensch::N,еҥ,ломань
230,Mensch::N,айде́ме,ломань
231,Mann::N,пӧръе́ҥ,аля
232,Mann::N,пӧръе́ҥ,цёраломань
233,Frau::N,ӱдырама́ш,ава
234,Kind::N,аза́,идь
235,Kind::N,аза́,шаба
236,Junge::N,рве́зе,цёраня
237,Mädchen::N,ӱдыра́ш,стирня́
238,Familie::N,еш,тнал
239,Familie::N,еш,семья
240,Großvater::N,коча́,атя
241,Großvater::N,коча́,щя́тя
242,Großmutter::N,кова́,баба
243,Eltern::N,ача́-ава́,тя́дят-а́лят
244,Vater::N,ача́,аля
245,Mutter::N,ава́,ава
246,Mutter::N,ава́,тядя
247,Sohn::N,э́рге,цёра
248,Tochter::N,ӱ́дыр,стирь
249,Bruder::N,иза́,дуган
250,Bruder::N,иза́,пяльне
251,Bruder::N,шо́льо,дуган
252,Bruder::N,шо́льо,пяльне
253,Schwester::N,ака́,ака
254,Schwester::N,ака́,сазор
255,Onkel::N,иза́,оця
256,Onkel::N,иза́,патя
257,Onkel::N,иза́,щеня́
258,Tante::N,кока́,ака
259,Tante::N,кока́,щака
260,Ehemann::N,мари́й,мирде
261,Ehefrau::N,ва́те,ърьвя́
262,Freude::N,куа́н,ке́нярдема
263,Freude::N,куаныма́ш,ке́нярдема
264,Gelächter::N,во́штылтыш,рахсема
265,Glück::N,пиа́л,паваз
266,Kummer::N,о́йго,ризф
267,Kummer::N,о́йго,пичефкс
268,Wunsch::N,ку́мыл,мяль
269,Wunsch::N,ку́мыл,таколдома
270,Lust::N,ку́мыл,таколдома
271,Geist::N,ӧрт,вайме
272,Geist::N,чон,вайме
273,Gedanke::N,ой,мяль
274,Gedanke::N,шоныма́ш,мяль
275,Gedächtnis::N,шарныма́ш,прявий
276,Verstand::N,уш,прявий
277,Sinn::N,смысл,ён
278,Grund::N,ама́л,туфта́л
279,Wahrheit::N,чын,ви́де
280,Wahrheit::N,чын,видеши́
281,Gespräch::N,мутланыма́ш,корхтама
282,Märchen::N,йома́к,ёфкс
283,Erzählung::N,ойлыма́ш,азкс
284,Nachricht::N,увертарыма́ш,куля́
285,Neuigkeit::N,уве́р,куля́
286,Name::N,лӱм,лем
287,Rätsel::N,ту́што,со́дама ёфкс
288,Rede::N,ойлыма́ш,вал
289,Rede::N,ойлыма́ш,корхтама
290,Sprache::N,йы́лме,кяль
291,Stimme::N,йӱк,вайгяль
292,Wort::N,ой,вал
293,Wort::N,мут,вал
294,Zeichen::N,ти́ште,тя́ште
295,Zeichen::N,ти́ште,тя́штькс
296,Zeichen::N,знак,тя́ште
297,Zeichen::N,знак,тя́штькс
298,Ruf::N,ӱжма́ш,тердема
299,Lärm::N,лӱшкыма́ш,гайф
300,Lärm::N,лӱшкыма́ш,жалакодома
301,Lärm::N,йӱк-йӱа́н,гайф
302,Lärm::N,йӱк-йӱа́н,жалакодома
303,Laut::N,йӱк,вайгяль
304,Ton::N,йӱксе́м,вайгяль
305,Lied::N,му́ро,мора
306,Ruhe::N,ты́мык,сетьме
307,Leute::N,еҥ-влак,ломатть
308,Volk::N,ка́лык,наро́д
309,Arbeit::N,паша́,тев
310,Gast::N,уна́,и́нжи
311,Gast::N,уна́,ко́нак
312,Geschenk::N,пӧле́к,казне
313,Spiel::N,мо́дыш,налхкома
314,Spiel::N,мо́дыш,налхксема
315,Spiel::N,модма́ш,налхкома
316,Spiel::N,модма́ш,налхксема
317,Gesellschaft::N,тӱшка́,кружок
318,Hilfe::N,по́лыш,лездома
319,Freund::N,таҥ,я́лга
320,Freund::N,йолта́ш,я́лга
321,Kamerad::N,таҥ,я́лга
322,Angelegenheit::N,паша́,тев
323,Anzahl::N,чот,лувкс
324,Art::N,вид,вид
325,Stück::N,ка́тыш,пакш
326,Stück::N,ла́стык,пакш
327,Teil::N,ужа́ш,часть
328,Teil::N,ужа́ш,пялькс
329,Hälfte::N,пел,пяле
330,Hälfte::N,пе́ле,пяле
331,Kreis::N,ты́ртыш,шаркс
332,Kreuz::N,ыре́с,крёз
333,Linie::N,ли́ний,межа
334,Linie::N,ли́ний,китькс
335,Strich::N,коре́ш,межа
336,Abstand::N,кокла́,ётка
337,Entfernung::N,тора́,ётка
338,Entfernung::N,ку́жыт,ётка
339,Gegend::N,кунде́м,ва́ста
340,Gegend::N,кунде́м,перьфпя́ль
341,Platz::N,ку́мдык,ва́ста
342,Ort::N,вер,ва́ста
343,Ort::N,о́лмо,ва́ста
344,Seite::N,ӧ́рдыж,пяле
345,Mitte::N,покше́л,кучка́
346,Gegenstand::N,наста́,веща
347,Sache::N,наста́,тев
348,Sache::N,наста́,веща
349,Rand::N,тӱр,пе
350,Kante::N,тӱр,и́рдез
351,Ecke::N,лук,ужа
352,Spitze::N,вуй,пря
353,Ende::N,муча́ш,пе
354,Loch::N,рож,варя
355,Winkel::N,лук,ужа
356,Muster::N,пеза́к,сёрма
357,Muster::N,узо́р,сёрма
358,Muster::N,ӱ́лгӧ,сёрма
359,Größe::N,кӱ́кшыт,серь
360,Länge::N,ку́тыш,кува́лма
361,Höhe::N,кӱ́кшыт,серь
362,Gewicht::N,не́лыт,сталма
363,Menge::N,чот,лувкс
364,Haufen::N,кы́шыл,мар
365,Reihe::N,рада́м,ряд
366,Boot::N,пуш,венеж
367,Ruder::N,эшка́к,миле
368,Schlitten::N,тер,ну́рда
369,Schlitten::N,изде́р,ну́рда
370,Ski::N,е́че,сокс
371,Lagerfeuer::N,туло́то,то́лмар
372,Last::N,нӧ́лтыш,канкс
373,Last::N,нӧ́лтыш,сталма
374,Gang::N,ошкылма́ш,молема
375,Schritt::N,о́шкыл,аськолкс
376,Norden::N,йӱдйыма́л,якшама шире
377,Süden::N,кечывалве́л,ля́мбе ши́ре
378,Westen::N,касве́л,ши валгома шире
379,Osten::N,эрве́л,шинь стяма шире
380,Holz::N,пу,вирь
381,Holz::N,пу,шуфта
382,Brett::N,оҥа́,лавця
383,Platte::N,аста́р,плита́
384,Stütze::N,чара́к,неже
385,Stange::N,лома́ш,олга
386,Stock::N,тоя́,байдек
387,Stab::N,вара́,олгоня
388,Stab::N,кашта́,олгоня
389,Rohr::N,пуч,турама
390,Haus::N,пӧрт,куд
391,Heim::N,мӧ́ҥгӧ,куд
392,Ofen::N,комака́,пянакуд
393,Fußboden::N,кӱва́р,кия́кс
394,Tisch::N,ӱсте́л,шра
395,Tisch::N,ӱсте́л,моркш
396,Stuhl::N,пӱке́н,стул
397,Wiege::N,шепка́,нюря́м
398,Bett::N,ва́кшыш,ацам
399,Regal::N,шӧ́рлык,лавцяланга
400,Kiste::N,шо́ндык,парга
401,Kiste::N,я́шлык,парга
402,Fenster::N,окна́,валмья
403,Tür::N,омса́,кенкш
404,Tor::N,капка́,ортат
405,Zaun::N,сава́р,перяфкс
406,Dach::N,леве́дыш,кудпря
407,Leiter::N,тошка́лтыш,куцема
408,Besen::N,ӱштерво́штыр,тяльме
409,Spaten::N,ко́льмо,ка́йме
410,Schaufel::N,сово́к,ко́поня
411,Schaufel::N,сово́к,ця́рдом
412,Schaufel::N,су́ско,ко́поня
413,Schaufel::N,су́ско,ця́рдом
414,Gabel::N,ви́лке,ця́нгоня
415,Löffel::N,па́не,куцю
416,Löffel::N,совла́,куцю
417,Messer::N,кӱ́зӧ,пеель
418,Nagel::N,пуда́,эска
419,Netz::N,вапш,
420,Haken::N,са́гыле,кя́чказ
421,Griff::N,кыл,недь
422,Griff::N,кыл,кунда́мка
423,Schloss::N,кӧгӧ́н,замо́к
424,Bild::N,сӱре́т,карти́на
425,Figur::N,фигу́р,ронга-понда
426,Puppe::N,курча́к,ня́ка
427,Beutel::N,меша́к,кяскав
428,Bündel::N,арша́ш,кярьме
429,Tasche::N,сумка́,кошяльня
430,Eimer::N,ведра́,ве́дарка
431,Deckel::N,ко́мдыш,тавадкс
432,Deckel::N,ко́мдыш,вельхкс
433,Geschirr::N,а́те,кядьге
434,Sack::N,куль,кяскав
435,Sack::N,меша́к,кяскав
436,Tasse::N,чу́кыр,ша́ваня
437,Tasse::N,чашка́,ша́ваня
438,Topf::N,ми́ске,кавозь
439,Kessel::N,под,сргавозь
440,Essen::N,ко́чкыш,ярхцама
441,Nahrung::N,ку́рго,ярхцампяль
442,Speise::N,ко́чкыш,ярхцама
443,Fleisch::N,шыл,пал
444,Fleisch::N,шыл,сиволь
445,Getreide::N,шу́рно,сёра
446,Brei::N,пу́чымыш,ям
447,Brot::N,ки́нде,кши
448,Scheibe::N,ка́тыш,кочам
449,Fett::N,коя́,куя́
450,Butter::N,ӱй,вай
451,Öl::N,ӱй,вай
452,Salz::N,шинча́л,сал
453,Suppe::N,шӱр,шонгарям
454,Suppe::N,шӱр,коршампяль
455,Honig::N,мӱй,медь
456,Milch::N,шӧр,лофца
457,Tee::N,чай,чай
458,Leder::N,сура́н,кедь
459,Leder::N,шӱ́штӧ,кедь
460,Wolle::N,пун,пона
461,Stoff::N,куэ́м,котф
462,Stoff::N,посто́,котф
463,Nadel::N,и́ме,салмокс
464,Faden::N,шӱ́ртӧ,сюре
465,Knopf::N,по́лдыш,пуня
466,Knoten::N,пышке́м,сюлма
467,Farbe::N,чия́,архтомбяль
468,Kleidung::N,чие́м,щам
469,Kleidung::N,вурге́м,щам
470,Hemd::N,ту́выр,па́нар
471,Kragen::N,сога́,сиве
472,Ärmel::N,шокш,ожа
473,Hose::N,йола́ш,понкст
474,Gürtel::N,ӱ́штӧ,каркс
475,Mütze::N,упш,вазь
476,Schuh::N,боти́нке,башма́к
477,Stiefel::N,кем,кя́ме
478,Ring::N,шерга́ш,суркс
479,Band::N,тасма́,керькс
480,Band::N,тасма́,лента
481,Band::N,ле́нте,керькс
482,Band::N,ле́нте,лента
483,Kamm::N,шерге́,сюрьхцем
484,Spiegel::N,вошто́нчыш,ванома
485,Riemen::N,кӱзанӱ́штӧ,шнань каркс
486,Schnur::N,кере́м,пикс
487,Schnur::N,кере́м,карькскя
488,Schnur::N,кандыра́,пикс
489,Schnur::N,кандыра́,карькскя
490,Leine::N,вӱра́ҥ,вядьме
491,Decke::N,леве́дыш,вельхкс
492,Decke::N,одея́л,вельхкс
493,Kissen::N,кӱ́пчык,тоду
494,Tuch::N,шо́выч,руця́
495,Handtuch::N,со́лык,на́рдама
496,Kraft::N,вий,вий
497,Kraft::N,куа́т,вий
498,Stärke::N,куа́т,вииши
499,Stärke::N,карма́н,вииши
500,Gesundheit::N,таза́лык,шумбраши́
501,Krankheit::N,чер,урма́
502,Krankheit::N,чер,сярядема
503,Schmerz::N,ко́рштыш,маряма
504,Wunde::N,су́сыр,керф
505,Fieber::N,йӱштыму́ж,маштыкс
506,Fieber::N,лихора́дке,маштыкс
507,Arznei::N,эм,надо́бья
508,Arznei::N,эм,пъчка́фтома
509,Brücke::N,кӱва́р,седь
510,Brunnen::N,вӱдвыне́м,эши
511,Weide::N,нурше́р,ванома васта
512,Pfad::N,йолго́рно,ян
513,Pfad::N,йолго́рно,киня́
514,Pfad::N,сокма́к,ян
515,Pfad::N,сокма́к,киня́
516,Weg::N,ко́рно,ки
517,Straße::N,ко́рно,ки
518,Dorf::N,ял,веле
519,Stadt::N,ола́,ош
520,Brief::N,се́рыш,сёрма
521,Buch::N,книга́,книга
522,Buchstabe::N,буква́,бу́ква
523,Zeitung::N,газе́т,газе́та
524,Leben::N,и́лыш,эряф
525,Leben::N,и́лыш,эряма
526,Tod::N,колыма́ш,кулома́
527,Grab::N,шӱга́р,калма
528,Kirche::N,че́рке,це́рькав
529,Sünde::N,су́лык,пежеть
530,Sünde::N,су́лык,муворкс
531,Gott::N,ю́мо,шкай
532,Arbeiter::N,паша́зе,трудендай
533,Arbeiter::N,паша́зе,работник
534,Chef::N,тӧра́,азор
535,Chef::N,тӧра́,оцюня
536,Meister::N,маста́р,мастяр
537,Arzt::N,врач,врач
538,Arzt::N,врач,доктор
539,Lehrer::N,ту́ныктышо,учи́тель
540,Geld::N,окса́,ярмакт
541,Geschäft::N,сатулыма́ш,ладяфкс
542,Geschäft::N,сатулыма́ш,ладяф тев
543,Laden::N,ке́выт,ла́вка
544,Preis::N,ак,питне
545,Ware::N,сату́,миф
546,Ware::N,сату́,ра́маф
547,Nutzen::N,пайда́,пара
548,Nutzen::N,пайда́,лезкс
549,Reichtum::N,поя́нлык,ко́зяши
550,Welt::N,тӱня́,свет
551,Land::N,эл,мастор
552,Staat::N,кугыжа́ныш,государства
553,König::N,кугыжа́,король
554,Macht::N,власть,азорондама
555,Macht::N,власть,азорксши
556,Grenze::N,грани́ца,ёткаян
557,Krieg::N,сар,война́
558,Feind::N,тушма́н,душман
559,Feind::N,тушма́н,каршек тюри
560,Gewalt::N,виешлыма́ш,наругама
561,Kampf::N,кредалма́ш,тюрема́
562,Bogen[Waffe]::N,юҥе́ж,нал
563,Pfeil::N,пикш,нал
564,Gewehr::N,пыча́л,винто́вка
565,Fehler::N,йо́ҥылыш,эльбядькс
566,Lüge::N,шоя́к,васькафнема
567,Schaden::N,зия́н,зия́н
568,Unglück::N,эҥге́к,зия́н
569,Schuld::N,тита́к,муворши
570,Schuld::N,йола́,муворши
571,Alter::N,ийго́т,эряф кизот
572,Alter::N,ийго́т,эряфонь пинге
573,Schluss::N,муча́ш,пе
574,Zeit::N,жап,пинге
575,Zeit::N,па́гыт,пинге
576,Tag::N,ке́че,ши
577,Morgen::N,эр,шобдава
578,Mittag::N,кечыва́л,шикучка
579,Abend::N,кас,иля́дь
580,Nacht::N,йӱд,ве
581,Woche::N,арня́,недя́ля
582,Monat::N,ты́лзе,ков
583,Jahr::N,ий,киза
584,Frühling::N,шо́шо,тунда́
585,Sommer::N,кеҥе́ж,киза
586,Herbst::N,шы́же,сёксе
587,Winter::N,те́ле,тяла
588,Januar::N,шоркыйол,кельмеков
589,Januar::N,идалыкву́й,кельмеков
590,Januar::N,янва́рь,кельмеков
591,Februar::N,пургыж,уфайков
592,Februar::N,февра́ль,уфайков
593,März::N,ӱярня,марайков
594,März::N,март,марайков
595,April::N,апре́ль,шудиков
596,Mai::N,ага,панжиков
597,Mai::N,май,панжиков
598,Juni::N,пеледыш,лямбеков
599,Juni::N,ию́нь,лямбеков
600,Juli::N,сӱрем,псиков
601,Juli::N,ию́ль,псиков
602,August::N,сорла,сёроньков
603,August::N,агарма́н,сёроньков
604,August::N,а́вгуст,сёроньков
605,September::N,идым,тюжягов
606,September::N,сентя́брь,тюжягов
607,Oktober::N,шыжа,кельмазаков
608,Oktober::N,октя́брь,кельмазаков
609,November::N,кылме тылзе,эйндамков
610,November::N,ноя́брь,эйндамков
611,Dezember::N,дека́брь,кучкаков
612,Montag::N,шо́чмо,одговши
613,Dienstag::N,ку́шкыжмо,ша́вши
614,Mittwoch::N,вӱрге́че,вержи
615,Donnerstag::N,изарня́,шува́ланя
616,Freitag::N,кугарня́,пя́денця
617,Samstag::N,шуматке́че,ёткши
618,Sonntag::N,рушарня́,таргоши
619,groß::A,кугу́,оцю
620,klein::A,изи́,ёмла
621,lang::A,кужу́,кува́ка
622,kurz::A,кӱ́чык,нюрьхкя́ня
623,breit::A,кумда́,кели
624,schmal::A,а́ҥысыр,тяйня
625,dicht::A,ну́гыдо,сиде
626,dicht::A,ну́гыдо,туста
627,dick[Gegenstand]::A,кӱ́жгӧ,эчке
628,dünn::A,ви́чкыж,шува́ня
629,fein::A,ты́гыде,шува́ня
630,fest::A,чо́ткыдо,кеме
631,flach::A,лапка́,лапш
632,glatt::A,яклака́,вадяв
633,glatt::A,яклака́,такор
634,hart::A,пе́ҥгыде,калгода
635,weich::A,пу́шкыдо,ляпе
636,rund::A,йырге́шке,кру́глай
637,spitz::A,коша́р,ботаз
638,spitz::A,коша́р,оржа
639,scharf::A,пӱ́сӧ,оржа
640,stumpf::A,токма́к,ношка
641,schwer::A,не́ле,стака
642,schön::A,сы́лне,мазы
643,heiß::A,шо́кшо,пси
644,warm::A,ле́ве,лямбе
645,kalt::A,йӱ́штӧ,кельме
646,kühl::A,юа́лге,эше
647,kühl::A,южгата́,эше
648,frisch::A,свежа́,свежай
649,feucht::A,вӱ́дыжгӧ,летьке
650,nass::A,нӧ́рӧ,начка
651,trocken::A,ку́кшо,коське
652,voll::A,тич,пяшксе
653,leer::A,яра́,шава
654,offen::A,виш,панжада
655,offen::A,виш,виде
656,geschlossen::A,пе́тырыме,пякстаф
657,geschlossen::A,пе́тырыме,сёлгф
658,geschlossen::A,тӱ́чмӧ,пякстаф
659,geschlossen::A,тӱ́чмӧ,сёлгф
660,sauber::A,ару́,ару
661,sauber::A,янда́р,ару
662,schmutzig::A,лавыра́н,рда́зу
663,schmutzig::A,лавыра́н,пя́ндра
664,schmutzig::A,ла́выргыше,рда́зу
665,schmutzig::A,ла́выргыше,пя́ндра
666,roh::A,кӱ́чымӧ,верок
667,reif::A,лӧза́,ке́нерьф
668,lecker::A,ту́тло,танцти
669,süß::A,ше́ре,ламбама
670,bitter::A,ко́чо,сяпи
671,sauer::A,шо́по,шапама
672,hell::A,во́лгыдо,валда
673,dunkel::A,пычке́мыш,шобда
674,schwarz::A,шола́,равжа
675,weiß::A,ош,акша
676,rot::A,йошка́р,якстерь
677,gelb::A,сар,тюжя́
678,blau::A,ка́нде,сенем
679,grün::A,ужа́р,пиже
680,grün::A,ужа́р,сянгяря
681,grau::A,сур,уле
682,bunt::A,олача́,сёрмав
683,billig::A,шу́лдо,у́цез
684,billig::A,шу́лдо,аф пи́тни
685,teuer::A,ше́рге,пи́тни
686,wertvoll::A,шергака́н,питни
687,blind::A,со́кыр,сокор
688,taub::A,соҥгыра́,пярав
689,kräftig::A,куа́тле,пяк вии
690,stark::A,вия́н,вии
691,schwach::A,а́лдыме,лафча
692,fett::A,коя́,куя́
693,schlank::A,йоштката́,виде ронга
694,schlank::A,яжу́,виде ронга
695,hübsch::A,чеве́р,мазы
696,böse::A,шы́де,кяжи
697,dumm::A,аҥыра́,аф ёню
698,dumm::A,аҥыра́,шава пря
699,faul::A,його,нола
700,fleißig::A,ты́ршыше,ку́лхцонды
701,geizig::A,чаҥга́,кирьжя
702,geizig::A,чаҥга́,жаднай
703,klug::A,уша́н,ёню
704,klug::A,уша́н,пря́ви
705,geschickt::A,уста́,маштозь тиф
706,lieb::A,ала́л,цебярь
707,lustig::A,весела́,ра́хси
708,sanft::A,ны́жылге,сетьме
709,hungrig::A,шу́жышо,вача
710,hungrig::A,шу́жышо,вачеда
711,krank::A,че́рле,сяряди
712,nackt::A,чарама́т,штада
713,nackt::A,чарама́т,кърхтапа
714,traurig::A,ойга́н,ла́жнай
715,lebendig::A,и́лыше,эряй
716,gut::A,сай,пара
717,gut::A,сай,цебярь
718,schlecht::A,уда́,кальдяв
719,schlecht::A,шӱ́кшӧ,кальдяв
720,richtig::A,чы́нле,виде
721,schlimm::A,аля́к,кальдяв
722,schlimm::A,тыра́н,кальдяв
723,wahr::A,чы́нле,афкуксонь
